-0.0089164-0.039617i,-0.013685-0.042741i,0.00081794-0.045836i,-0.026322-0.027853i,-0.020397+0.014217i,-0.032881-0.030549i,-0.05977-0.058804i,-0.022821-0.070188i,-0.034175-0.057567i,0.0025078+0.015199i,-0.0072587+0.010104i,-0.014334+0.01359i,0.0014347+0.016666i,-0.0035772-0.0032523i,0.00080442+0.0064677i,-0.00012275+0.036813i,0.021707+0.057612i,0.0008578-0.0002905i,-0.0053499-0.0082379i,0.0081176+0.0053184i,0.0016683+0.00097946i,-0.0016912+0.0040326i,-6.1543e-06-0.0011542i,-0.033446-0.0095847i,-0.0029165-0.007802i,-0.00022913+0.0044673i,0.0031741-0.0023392i,-0.00013244+0.00081533i,-0.00016729-0.00079439i,2.0289e-06-0.0030288i,-0.0012306-0.0052526i,-0.0023473-0.0038842i,-0.0013287-0.0077117i,0.0033053-0.00093885i,0.0029127-0.0026536i,-0.0027882+0.033132i,0.0063976-0.0047081i,0.0034456-0.0018i,0.0046077-0.0005726i,-0.017929+0.010652i,-0.00020194+0.00010979i,0.0079092+0.00012355i,0.0061001-4.1787e-05i,-0.0033521+0.0035332i,0.0022932+0.0014583i,-0.00324+0.0072277i,0.012821-0.087993i,-0.0074541-0.048744i,-0.025004-0.040631i,-0.020203-0.041554i,0.06188-0.017959i,0.02626-0.061193i,0.038275-0.045682i,0.0286-0.058298i,0.019372-0.015888i,0.0084126+0.0099343i,0.023825-0.031455i,-0.0077214-0.0050686i,0.0022056-0.0027146i,-0.0049679-0.0066424i,0.00069162-0.031852i,-0.024031+0.031025i,0.0079036-0.010716i,-0.010671-0.00097667i,-0.0050826-0.0011582i,-0.00086921-0.014006i,-0.010048+0.0042353i,0.0037668+0.0080991i,-0.01047+0.029099i,0.0053172+0.0068889i,-0.005444-0.001503i,-0.0020014-0.002396i,-0.011608-0.007212i,0.000662-0.0035761i,-0.038105+0.0070055i,0.0022008-0.012727i,-0.0095085-0.0014919i,-0.0062432-0.0029572i,0.0066967+0.001466i,-0.0088952+0.0015567i,0.0011304+0.00079298i,0.0060978+0.0085711i,0.0046845+0.00049208i,-0.0093676-0.0098299i,0.0026577+0.008874i,-0.019+0.0077574i,0.0059335+0.0026525i,-0.029386-0.0080283i,-0.033577+0.003596i,0.023535-0.079671i,0.012277-0.010681i,-0.042661-0.026257i,-0.023343-0.0032715i,0.018722+0.01244i,-0.025568+0.01186i,-0.012017-0.008228i
-0.008403-0.0093012i,-0.030251+0.0074546i,-0.012948+0.023301i,-0.00035058+0.012685i,0.0035762+0.0096525i,0.00053743+0.010668i,-0.0087928+0.018941i,-0.025134+0.013991i,-0.01869+0.016664i,-0.0012112+0.0025408i,-0.0012724-0.0015702i,-0.00046948+0.0022691i,-0.0025345+0.0014504i,0.0018002+0.00099258i,-0.00060371+0.0006219i,-0.0010907+0.0017196i,0.0016412+0.0012175i,-0.0031525-0.00018881i,0.00014306-0.00099894i,-0.0013191+0.0011531i,-4.5077e-05+0.0005383i,0.00044317+0.0012607i,-0.00083093+0.00058642i,0.00012741+0.0035646i,0.0017032+0.0011877i,0.00040351+0.0009109i,-0.00068196+0.00080078i,-0.0012412-3.7989e-05i,-0.0012533+0.00026863i,-0.0012137+0.0014305i,0.0013937-0.00081376i,-0.00051951-0.00061055i,8.466e-05-0.0011615i,0.00063853-0.00085025i,-0.000787-0.0003888i,0.0023939+0.0027871i,0.0023369+0.0013816i,-0.00047627+0.0002108i,0.0013235-0.00038141i,0.0011571-0.0051235i,-5.4688e-05+0.0019292i,0.00074257+0.00081054i,-0.0008832+0.00184i,-0.0011128+0.00051391i,-0.010349-0.0070445i,-0.014947-0.022503i,-0.014947-0.027475i,-0.015876-0.0091236i,-0.02601-0.022345i,-0.018191-0.0095848i,-0.022295-0.00010455i,-0.039319+0.010568i,-0.00068648-0.018623i,-0.0090878-0.014927i,0.011563+0.0075824i,0.00089649+0.000604i,0.0034194-0.001393i,0.0035404+0.00023367i,0.00049186-0.0020019i,4.0423e-05+0.0097978i,0.0043658-0.00011911i,0.0010017+0.0037529i,-0.0020081-0.00073084i,-0.0016984-0.0006248i,0.00097932+0.00026398i,-0.0019448-0.00064323i,-0.00093194-0.0026723i,0.0022158+0.0035099i,-0.0033522-0.0012014i,-0.004391+0.00039906i,-0.002625+0.0016243i,0.001052+0.0016225i,-0.00028148+0.0007642i,0.0019538+0.0008703i,-0.0065124+0.0024694i,0.0013984-0.0040461i,0.00042117+0.0019206i,-0.0030463+0.001068i,0.0013415+0.00060289i,0.0045216+0.0010309i,0.0011606+0.0015909i,-0.0014882+0.0015337i,-0.00096724+4.1251e-05i,0.0030096+0.0035768i,-0.00033376-2.363e-05i,-0.0034637+0.0034087i,0.00083409+0.0016749i,0.0050529+2.8824e-05i,0.0016157-0.0011838i,-0.020132-0.023359i,0.0063527-0.011399i,0.00017827+0.00042334i,0.0070106+0.014548i,0.00037001-0.0071701i,0.0025784-0.00093487i,-0.0023459+0.010261i
-0.0099764-0.0081458i,-0.028069+0.012196i,-0.00827+0.02322i,0.0019164+0.01114i,0.0043108+0.0083733i,0.0014522+0.0098754i,-0.0058764+0.019566i,-0.022615+0.016381i,-0.01497+0.019062i,-0.00060054+0.0028771i,-0.0019944-0.00067746i,0.00074335+0.0025001i,-0.0016085+0.0019239i,0.0024433+9.8799e-05i,-0.00013876+0.00086932i,-0.00080319+0.0020064i,0.002127+0.000874i,-0.0030969+0.00092049i,-0.00042654-0.0008709i,-0.00075737+0.0016554i,-2.3599e-05+0.00054397i,0.00085291+0.00083733i,-0.00066856+0.00097071i,0.00091035+0.0037256i,0.0023603+0.00077706i,0.00073794+0.0007016i,-0.00030228+0.0010964i,-0.0011122+0.0004997i,-0.0008502+0.00059318i,-0.00057766+0.0015385i,0.0011255-0.0013138i,-0.00084526-0.00017996i,-0.00029996-0.0010298i,0.00016704-0.00095107i,-0.00075125-9.6895e-05i,0.0030563+0.0020054i,0.0026724+0.00049694i,-0.00038079+0.00042481i,0.00090929-0.00070875i,-0.00069101-0.0052813i,0.00063506+0.0019655i,0.00099693+0.00036737i,-0.00012426+0.0019607i,-0.0010758+0.00079102i,-0.01274-0.0064087i,-0.018265-0.02163i,-0.017357-0.027545i,-0.016546-0.007986i,-0.029684-0.020384i,-0.018181-0.0086098i,-0.019577+0.00043024i,-0.03575+0.01443i,-0.0021651-0.021396i,-0.0095876-0.015064i,0.014417+0.0027346i,0.00093592+0.00089555i,0.0033991-0.00096436i,0.0031328-0.00052685i,-0.00042183-0.0023519i,0.0036003+0.010655i,0.003713-0.00058288i,0.0027637+0.003406i,-0.0021308-0.00058931i,-0.0024323+0.00067429i,0.0011648+7.5229e-05i,-0.0021807-0.00070428i,-0.00088001-0.0027665i,0.0033048+0.0014478i,-0.0025005-0.0011617i,-0.0049613+0.0017994i,-0.0015281+0.0028638i,0.0011951+0.0011222i,-0.00021666+0.0010099i,0.0015919+0.00032682i,-0.0043305+0.0051491i,-4.2081e-05-0.0041228i,0.00087217+0.0016006i,-0.0018968+0.0025805i,0.0013787+0.00044686i,0.0047062+4.6271e-05i,0.0010081+0.0009076i,-0.0011053+0.0020164i,-0.00118+0.00053526i,0.0030082+0.0016725i,-0.00042342-4.2085e-05i,-0.0022358+0.0037186i,0.0016775+0.0015009i,0.005245-0.001814i,0.0013732-0.0017517i,-0.022582-0.02017i,-0.0020074-0.012138i,-0.0019205+0.00050144i,0.0088773+0.011453i,-0.00060891-0.0066617i,0.002214-0.0014717i,-0.0017152+0.01027i
-0.011274-0.0065423i,-0.024586+0.016107i,-0.0043345+0.022396i,0.0031321+0.0088772i,0.004763+0.0071858i,0.0021445+0.0091454i,-0.002947+0.01971i,-0.020225+0.018488i,-0.011533+0.020291i,0.00025705+0.0029573i,-0.0019952+0.0004134i,0.0018783+0.0018117i,-0.00068939+0.0020945i,0.0023318-0.00086348i,0.00049392+0.00078664i,-0.00011845+0.0022487i,0.0028534+0.00027759i,-0.0025575+0.0018958i,-0.00059793-0.00058376i,-7.0099e-05+0.0017419i,-7.3824e-06+0.00070227i,0.00097625+0.00044819i,-0.00032875+0.0013106i,0.0018643+0.0035043i,0.0027806-0.00014118i,0.0010388+0.00026974i,0.0002438+0.0011002i,-0.0007754+0.00089145i,-0.00054818+0.00060023i,-6.2622e-06+0.0014858i,0.00060312-0.0016961i,-0.00087413+0.00028635i,-0.00070204-0.00082731i,-0.00033367-0.00091551i,-0.00072247+0.00017908i,0.0035736+0.001233i,0.0027918-0.00048769i,-9.2463e-05+0.00050004i,0.00051825-0.00092144i,-0.0024309-0.0045251i,0.0011647+0.001666i,0.00088773-0.00017608i,0.00032496+0.001909i,-0.00066318+0.0010886i,-0.014917-0.0047843i,-0.021586-0.019502i,-0.021341-0.026655i,-0.017261-0.0064444i,-0.033375-0.017041i,-0.018636-0.0083831i,-0.017574-3.1142e-05i,-0.032482+0.016928i,-0.0051956-0.022985i,-0.010784-0.015641i,0.013626-0.0020784i,0.0013457+0.0010821i,0.003828-0.0011287i,0.0024333-0.0011628i,-0.0015763-0.0017111i,0.0078616+0.0095644i,0.0030909-0.00054392i,0.0040373+0.0021817i,-0.0024507-4.196e-05i,-0.0016951+0.0020943i,0.001062-0.00033969i,-0.0026479-0.00047701i,-0.0013343-0.0033443i,0.0026529-0.00039798i,-0.0039322-0.0012155i,-0.0043423+0.0036051i,1.8713e-06+0.0029248i,0.0010206+0.00093224i,-0.0001206+0.0010678i,0.0013271+0.00024864i,-0.0019403+0.0055123i,-0.0017731-0.0035479i,0.001047+0.0015448i,-0.00031313+0.0032018i,0.0013083+0.00031606i,0.0043481-0.00112i,0.00076338+0.0010438i,-0.00024948+0.002687i,-0.00092608+0.00089095i,0.0021814+0.0006909i,-0.00067531+5.5327e-05i,-0.00040703+0.0036413i,0.0023235+0.00071746i,0.004341-0.0029083i,0.00058141-0.0021235i,-0.024154-0.016866i,-0.0068268-0.0088008i,-0.0042174+0.0017126i,0.0091851+0.0079464i,-0.0018184-0.0057181i,0.0016812-0.0014166i,-0.0013671+0.010601i
-0.012336-0.0047275i,-0.020599+0.018493i,-0.00085164+0.020913i,0.00335+0.0068664i,0.0048795+0.0059481i,0.0029173+0.0085736i,-0.00023315+0.019108i,-0.017577+0.020813i,-0.0080542+0.020366i,0.0011913+0.0026954i,-0.001528+0.0012117i,0.0021935+0.00076828i,7.8872e-05+0.0019835i,0.0019573-0.0014089i,0.00088605+0.00042055i,0.00056745+0.0021538i,0.0031704-0.00086576i,-0.001823+0.0026477i,-0.00074706-0.00059544i,0.00054431+0.0015585i,0.0002179+0.001064i,0.00090291+0.00019099i,0.00020131+0.0014912i,0.0027+0.0028845i,0.0027222-0.0011535i,0.0010451-0.00028541i,0.00062309+0.0009026i,-0.00033367+0.0011722i,-0.00032375+0.00053825i,0.00054665+0.0012001i,-9.6628e-05-0.001859i,-0.00067274+0.00063201i,-0.0009725-0.0004376i,-0.00073592-0.00054055i,-0.00055659+0.00043331i,0.0039571+0.0004743i,0.0024862-0.0013224i,0.00010193+0.00041375i,0.0001418-0.00096244i,-0.0035456-0.0031047i,0.001608+0.0012329i,0.00055981-0.00043838i,0.00075866+0.0018555i,-0.00027064+0.0010543i,-0.016678-0.002569i,-0.024139-0.016538i,-0.025204-0.024036i,-0.01746-0.0047198i,-0.035771-0.012704i,-0.01985-0.0077549i,-0.016526-0.0012836i,-0.028861+0.018801i,-0.0081156-0.023412i,-0.013056-0.016136i,0.011511-0.0049397i,0.001896+0.00091271i,0.0043148-0.0019373i,0.001419-0.0012003i,-0.0020511-0.00044901i,0.011605+0.0069485i,0.0030221-0.0005322i,0.0044587+0.00079316i,-0.0023463+0.00072072i,-9.5227e-05+0.003098i,0.00075771-0.00039447i,-0.0030173-2.5474e-05i,-0.0025548-0.0036502i,0.0016291-0.0011934i,-0.0040836+0.00011271i,-0.0026916+0.0047272i,0.0010022+0.0024593i,0.0011333+0.0010718i,-0.00011506+0.0014477i,0.0013021+1.6439e-05i,0.00034494+0.0053087i,-0.0029977-0.0019557i,0.0013779+0.0015673i,0.0010345+0.0026272i,0.0011463+0.00017561i,0.0036881-0.0022412i,0.0012202+0.0013563i,0.00061603+0.0028189i,-0.00063098+0.00098776i,0.001337+0.00029464i,-0.00071548+0.00038538i,0.00082908+0.0024225i,0.0026958-0.00020952i,0.0035313-0.0035383i,-0.0004374-0.0018036i,-0.025144-0.01373i,-0.0098312-0.0045338i,-0.0056822+0.0036889i,0.0077185+0.0050727i,-0.0023415-0.0044646i,0.0014571-0.0011882i,-0.0005559+0.011401i
-0.012871-0.0026784i,-0.017148+0.019761i,0.0018476+0.018946i,0.0028938+0.0052581i,0.0047584+0.0047929i,0.0038737+0.007768i,0.0019802+0.018126i,-0.014155+0.022696i,-0.0054413+0.020025i,0.0019111+0.002166i,-0.0007595+0.0017452i,0.0020835+4.0928e-05i,0.00075098+0.0015712i,0.0014011-0.0018486i,0.0010976-3.6146e-05i,0.0012366+0.0016523i,0.0029511-0.0021013i,-0.00090006+0.0031468i,-0.0011475-0.00048564i,0.00093494+0.0012101i,0.00080634+0.0011437i,0.00093084-4.9158e-05i,0.00076391+0.0013737i,0.0032047+0.0019854i,0.0022946-0.0020164i,0.00071467-0.00084571i,0.00089428+0.00055028i,0.00010937+0.0011303i,-0.00013243+0.00042301i,0.0007936+0.00070643i,-0.00085214-0.0017005i,-0.0003301+0.0008294i,-0.00096488-1.1673e-05i,-0.00086329-0.00010835i,-0.00034157+0.00054825i,0.0042421-0.00036839i,0.0019426-0.0020146i,0.00026952+0.00024933i,-0.00010177-0.00092977i,-0.0037618-0.0015913i,0.0019582+0.00084392i,0.00019599-0.00040973i,0.0012888+0.0014205i,-0.00011479+0.00093088i,-0.017851+2.0433e-05i,-0.025732-0.013277i,-0.027875-0.020186i,-0.017357-0.0035802i,-0.037375-0.008198i,-0.021104-0.0064132i,-0.016975-0.0025304i,-0.025587+0.019897i,-0.010793-0.023496i,-0.01534-0.015864i,0.0091919-0.0063957i,0.0023816+0.0005294i,0.004179-0.003665i,0.00061076-0.00074222i,-0.0019215+0.00091612i,0.014277+0.0028156i,0.0030035-0.00085072i,0.0039877-0.00079014i,-0.0021384+0.0011838i,0.0019299+0.0022705i,0.00090396-0.00020968i,-0.0033259+0.00073282i,-0.0039-0.0034219i,0.00084163-0.0016359i,-0.0036993+0.0015652i,-0.0012708+0.0050774i,0.0018831+0.0018036i,0.0018186+0.0010765i,0.00028861+0.0016572i,0.00077613-0.00027694i,0.0020536+0.0040525i,-0.002881-0.00020728i,0.0018136+0.0013197i,0.0017656+0.0019037i,0.0011061+8.9748e-05i,0.0024152-0.0030279i,0.001839+0.00089251i,0.0013154+0.0025812i,-0.00036556+0.0009514i,0.0007164+0.00045296i,-0.00059991+0.00072481i,0.00077334+0.0011377i,0.0027877-0.0014299i,0.0024617-0.0041734i,-0.00095917-0.0012453i,-0.025595-0.010858i,-0.01111-0.00026994i,-0.0063494+0.0061123i,0.0054586+0.0035102i,-0.0023146-0.0032707i,0.0014306-0.00099518i,0.0005987+0.012017i
-0.012689-0.00064318i,-0.014037+0.020722i,0.0036736+0.016652i,0.0020564+0.0043669i,0.0043047+0.0037964i,0.0046405+0.0066589i,0.0040017+0.017009i,-0.010674+0.023701i,-0.0034241+0.019607i,0.0025076+0.0012629i,0.00010504+0.0016892i,0.0019024-0.0005211i,0.0011496+0.00094856i,0.0006164-0.0020701i,0.0011028-0.00046253i,0.0016148+0.00094704i,0.0023198-0.003195i,0.00014372+0.0031288i,-0.0014191+5.8564e-05i,0.001214+0.00087273i,0.0013916+0.00081616i,0.00071576-0.00016669i,0.001204+0.0010271i,0.0034202+0.00094059i,0.0015534-0.0029127i,0.00016989-0.00089511i,0.0010314+0.00013772i,0.00047687+0.0010754i,-7.3561e-05+0.0002657i,0.00064027+0.00024026i,-0.0014541-0.001324i,-2.2429e-05+0.0008364i,-0.00085379+0.00023334i,-0.00081209+0.00018225i,-0.00016976+0.00048036i,0.0043689-0.0013111i,0.001425-0.002842i,0.00028401+8.2642e-05i,-0.0004133-0.00095659i,-0.0035788-0.00042615i,0.0022678+0.00035308i,0.0001106-0.00020445i,0.0014987+0.00091301i,2.9091e-05+0.0010378i,-0.018482+0.0029715i,-0.026402-0.010115i,-0.029163-0.015685i,-0.017656-0.0025403i,-0.038016-0.0033731i,-0.021726-0.0047074i,-0.018379-0.0028719i,-0.023309+0.020481i,-0.013642-0.023i,-0.017587-0.014692i,0.0075434-0.0071631i,0.0025472-0.00021679i,-0.0033353-0.0020143i,6.0076e-05-1.7414e-05i,-0.001231+0.0021683i,0.014819-0.0023448i,0.0030814-0.0013124i,0.002508-0.0016826i,-0.0017095+0.0015152i,0.0028223+0.00072431i,0.001422-0.00049084i,-0.0031817+0.0017542i,-0.005494-0.0027695i,-7.1113e-05-0.0018521i,-0.002986+0.0023422i,3.5412e-05+0.0048373i,0.0023966+0.00050974i,0.0022298+0.00050255i,0.00030949+0.0024829i,0.00010886-6.3497e-05i,0.0029607+0.0025754i,-0.0020036+0.00092803i,0.0020493+0.00098332i,0.0021451+0.0013331i,0.00096295-5.0277e-05i,0.00097825-0.0031177i,0.0022297+0.0002233i,0.0018395+0.0021689i,-0.00045729+0.0011749i,0.00045021+0.00093769i,-0.00010149+0.0012497i,0.00023528+0.00043647i,0.0021902-0.0030192i,0.00091106-0.0038955i,-0.0012943-0.00080919i,-0.0255-0.0081607i,-0.011202+0.0037469i,-0.0058718+0.0090232i,0.0030793+0.003478i,-0.0019561-0.0023774i,0.0014035-0.00080446i,0.0020827+0.012267i
-0.012307+0.00084905i,-0.011086+0.02152i,0.0044143+0.014583i,0.0013495+0.004158i,0.003694+0.0032469i,0.0050789+0.0054804i,0.0056433+0.015842i,-0.0069362+0.024145i,-0.0013686+0.019534i,0.0026232+0.00028885i,0.00064805+0.0013342i,0.0016292-0.00093041i,0.0013644+0.00043776i,-0.00016209-0.0018243i,0.0009335-0.00077519i,0.0017426+0.0002694i,0.0013498-0.0039422i,0.00094329+0.0028584i,-0.0013369+0.00062963i,0.0014124+0.00051801i,0.0019076-3.7588e-05i,0.00065222-9.032e-05i,0.0014269+0.00053194i,0.0034154-0.00010828i,0.00037036-0.0034979i,-0.00011235-0.00065083i,0.00095832-0.00027188i,0.00077853+0.00095309i,-0.0001421+0.00019202i,0.00040108+8.2852e-05i,-0.0018564-0.00074704i,0.00014131+0.00073627i,-0.00080987+0.00049277i,-0.0006744+0.00041315i,-1.3802e-05+0.00041188i,0.0042373-0.0022682i,0.00050083-0.003338i,0.00028714-6.0639e-05i,-0.00085582-0.0008997i,-0.0032084+0.00029934i,0.0020121-0.0011222i,0.00024403-9.8198e-05i,0.0015709+0.00056386i,0.000309+0.0011365i,-0.018332+0.0060142i,-0.026707-0.0076082i,-0.028668-0.011715i,-0.018053-0.00097431i,-0.037331+0.001396i,-0.022123-0.0031909i,-0.02031-0.0020963i,-0.021473+0.021339i,-0.015728-0.021911i,-0.01937-0.013202i,0.0059846-0.0081322i,0.0020403-0.00092668i,0.0011073-0.0056252i,3.3579e-05+0.0009191i,0.00028562+0.0032158i,0.013112-0.0074542i,0.0034332-0.0019953i,0.00079809-0.0013456i,-0.0013074+0.0015398i,0.0028773-0.0011581i,0.0014903-0.0012576i,-0.0025508+0.0027788i,-0.0064683-0.0013176i,-0.0010604-0.0014458i,-0.0017498+0.0029511i,0.0010071+0.0042503i,0.0017058-0.00072024i,0.0024375-0.00023129i,0.0015857+0.0013277i,-1.344e-05+0.00042555i,0.0030798+0.0016433i,-0.00096384+0.0013842i,0.0023548+0.00065751i,0.0024169+0.00073532i,0.0008811-8.3342e-05i,-0.00024197-0.0023112i,0.0024201-0.00067107i,0.0026911+0.0016637i,0.00025526+0.0011986i,0.00082021+0.0013886i,0.00060499+0.00056004i,-0.00014831+0.00031455i,0.00035236-0.0038505i,-0.00031909-0.0031644i,-0.0015942-0.00020389i,-0.025072-0.0062921i,-0.010271+0.0073023i,-0.0040809+0.011049i,0.001555+0.0049368i,-0.0013851-0.0020821i,0.0016233-0.00053641i,0.003703+0.012113i
-0.012041+0.0020763i,-0.0081601+0.022067i,0.0048189+0.013331i,0.001256+0.0042708i,0.0032436+0.0031159i,0.0054204+0.0042428i,0.0070869+0.01467i,-0.00325+0.023555i,0.0012495+0.019228i,0.0023448-0.00057937i,0.00089477+0.0010314i,0.0014366-0.0011677i,0.0015401-0.00023256i,-0.00037297-0.0012614i,0.00069005-0.0010326i,0.0015539-0.00032747i,9.6597e-05-0.0041417i,0.0016735+0.0024255i,-0.0010708+0.00099139i,0.00163+7.7628e-05i,0.0015282-0.00089225i,0.00075056-0.00014319i,0.001356+7.3136e-05i,0.0029971-0.0011335i,-0.0011824-0.0035559i,-8.1617e-05-0.00038036i,0.00067584-0.00063878i,0.00090561+0.00050578i,-0.00039126+0.00032675i,0.00019617+0.00010244i,-0.0019776+3.7001e-05i,0.00035223+0.0006552i,-0.00068551+0.00084999i,-0.00044221+0.00066581i,0.00013495+0.00031236i,0.0036573-0.003487i,-0.00092835-0.0033035i,0.0002136-0.00017555i,-0.0012469-0.00042396i,-0.002922+0.00085359i,0.0013299-0.0012498i,0.00032241-0.00022895i,0.0018672+0.00020431i,0.00060928+0.0010806i,-0.017584+0.0087604i,-0.027008-0.0053669i,-0.027247-0.0091374i,-0.017655+0.0008875i,-0.035644+0.0050475i,-0.022094-0.0014564i,-0.021809-5.3186e-05i,-0.019098+0.022724i,-0.017683-0.021453i,-0.020787-0.012012i,0.0043617-0.0093365i,0.0012265-0.0011182i,-0.0012551-0.0047444i,0.00054594+0.0016376i,0.0024426+0.003035i,0.0094592-0.011042i,0.00013193+0.0022214i,-0.000126+0.00018939i,-0.0010265+0.0014066i,0.0021417-0.0024345i,0.0010903-0.0019257i,-0.0014059+0.0033719i,-0.0072349+0.00089243i,-0.0013135-0.00073358i,-0.00048992+0.0032909i,0.0013469+0.0039989i,0.00064941-0.0011389i,0.0024883-0.0011176i,0.0018614+0.0008787i,7.9178e-05+0.00079766i,0.0030222+0.0010494i,0.00010526+0.0014058i,0.0028033-5.1542e-05i,0.0024621-1.2989e-05i,0.00071911-0.00017739i,-0.00071754-0.001384i,0.0020002-0.0018662i,0.0030858+0.00070867i,0.00062046+0.00067412i,0.0014617+0.001291i,0.00048385+0.00075165i,-0.00028537+0.00057703i,-0.0010147-0.0032232i,-0.0012365-0.0023462i,-0.0017684+0.00056141i,-0.025162-0.0046783i,-0.0085067+0.0096139i,-0.0019335+0.011863i,0.0013779+0.0067982i,-0.0016701-0.0024356i,0.0019402-0.00085098i,0.0055317+0.011456i
-0.011773+0.0034596i,-0.0051142+0.02233i,0.005577+0.012417i,0.0013812+0.0041048i,0.0032066+0.0028859i,0.0055241+0.002779i,0.0087408+0.013491i,-0.00040185+0.022119i,0.0038938+0.018258i,0.0017569-0.00099889i,0.0010701+0.00073121i,0.0012121-0.0013951i,0.0013846-0.0011302i,-0.00038379-0.00098265i,0.00036768-0.0011886i,0.0012767-0.00072359i,-0.0011438-0.0039094i,0.0023169+0.001787i,-0.00076088+0.00139i,0.0016984-0.00043824i,0.00076412-0.001401i,0.00081378-0.00030363i,0.0011857-0.00023532i,0.0022333-0.0015718i,-0.0024163-0.0025534i,0.00011105-0.00037859i,0.00035146-0.00082777i,0.00071385-1.9061e-05i,4.6886e-05+0.00068028i,0.0001717+0.00030408i,-0.0018595+0.00068731i,0.00061777+0.00052291i,-0.00028813+0.0011145i,4.9192e-05+0.00072175i,0.00025006+0.00020236i,0.0025951-0.0045366i,-0.0021296-0.0027892i,0.00011121-0.00021894i,-0.0012029+0.00018345i,-0.0027987+0.0015929i,0.00076206-0.0013085i,0.00024526-0.0003383i,0.002281-0.00035749i,0.00091632+0.00085376i,-0.016427+0.011203i,-0.02761-0.0031793i,-0.02624-0.0077411i,-0.016827+0.0023084i,-0.033665+0.0081084i,-0.021459-0.00029217i,-0.022309+0.0028612i,-0.016263+0.023973i,-0.019874-0.020502i,-0.02278-0.010483i,0.0019265-0.011579i,0.0004329-0.000794i,-0.0024983-0.0032742i,0.0012044+0.0017851i,0.0039577+0.0018816i,0.0045014-0.01225i,0.0011075-0.0023882i,0.00016527+0.0017534i,-0.0010039+0.0012535i,0.00098295-0.0031692i,0.00049972-0.0024979i,-0.00030789+0.0034233i,-0.0063816+0.003692i,-0.0011888-0.00024235i,0.00060886+0.0031189i,0.0016785+0.0039698i,-7.4725e-05-0.00093458i,0.001978-0.0021139i,0.0017199+0.00017206i,0.0005627+0.0014055i,0.0030509+0.0004417i,0.0010789+0.00059537i,0.0028735-0.0010986i,0.0024968-0.00068975i,0.00069547-0.00012771i,-0.00065466-0.00064529i,0.00055769-0.0027444i,0.003735-0.00024209i,0.00022975+0.00025344i,0.0019892+0.0007952i,0.0007956+0.00073408i,-0.00033781+0.00059374i,-0.0016405-0.0025035i,-0.0017485-0.0011552i,-0.0015499+0.0012932i,-0.025337-0.0030278i,-0.0071645+0.010866i,-0.00039585+0.011724i,0.002319+0.0079473i,-0.002434-0.0020681i,0.0018615-0.001258i,0.007077+0.0099362i
-0.011211+0.0050366i,-0.0019622+0.022239i,0.0064226+0.011352i,0.0015484+0.0038643i,0.0031313+0.0024748i,0.0051341+0.0012368i,0.010409+0.011887i,0.0017863+0.020748i,0.0061266+0.016581i,0.0011831-0.001118i,0.0010209+0.00051397i,0.00097775-0.0015477i,0.00074133-0.0018851i,-0.00031008-0.00076474i,2.2645e-05-0.0011528i,0.00098601-0.00077907i,-0.0019488-0.0032611i,0.0025311+0.0010514i,-0.00021293+0.0017432i,0.0016018-0.00095868i,1.8429e-05-0.0012457i,0.00080132-0.00046594i,0.0010538-0.00047421i,0.0018032-0.0017366i,-0.002869-0.0013879i,0.00020513-0.00042925i,2.8146e-05-0.00087569i,0.00042123-0.00015712i,0.00032111+0.00050507i,0.00036462+0.00035695i,-0.0017061+0.0012058i,0.00075909+0.00030323i,0.00013014+0.0011414i,0.00022627+0.0004974i,0.0002697+0.00010991i,0.00098215-0.005255i,-0.0026609-0.0019558i,-1.4604e-05-0.00022526i,-0.00090451+0.0005649i,-0.0023822+0.0023732i,0.00019579-0.0013332i,0.0001328-0.00037351i,0.0024219-0.0011563i,0.0010514+0.00069496i,-0.014575+0.013425i,-0.028362-0.00034254i,-0.02562-0.0065958i,-0.01597+0.0036271i,-0.031647+0.010357i,-0.020866+0.00024282i,-0.021472+0.0058733i,-0.012898+0.024409i,-0.021775-0.019315i,-0.024653-0.0080665i,0.0094196-0.02175i,-0.00017601-0.0001067i,-0.0030337-0.0012883i,0.0017345+0.0016911i,0.0049777+0.00050094i,0.00022033-0.011162i,0.00035299-0.0020501i,0.0017078+0.0026989i,-0.0011352+0.001299i,8.3532e-05-0.0032302i,-0.0002864-0.00297i,0.00084778+0.0030978i,-0.0050841+0.0048046i,-0.0013622+0.00011359i,0.0014809+0.0026082i,0.0026925+0.0033059i,-0.00063543-0.00075696i,0.00066621-0.0026973i,0.0011119-0.00029495i,0.0015348+0.001388i,0.0028822-0.00016574i,0.00070647-0.00046821i,0.0021319-0.0020331i,0.0018106-0.0015146i,0.00047485+6.8136e-05i,-0.00029057-0.00035849i,-0.0010224-0.0020597i,0.0017821-0.0016798i,-0.00029774+0.00030923i,0.0021188+0.00021864i,0.00085243+0.0005808i,-6.4169e-05+0.00044056i,-0.0019999-0.0018825i,-0.0013459-9.6768e-05i,-0.0011586+0.0019664i,-0.025515-0.00096865i,-0.0058752+0.01278i,0.00039409+0.01154i,0.0035328+0.0083858i,-0.0030477-0.00096995i,0.0015671-0.0014627i,0.0078038+0.0081569i
