-0.0077973-0.039679i,-0.013003-0.043353i,0.00071713-0.046035i,-0.027854-0.026996i,-0.02054+0.014035i,-0.033152-0.030721i,-0.06039-0.059476i,-0.022735-0.071702i,-0.034532-0.050574i,0.0017638+0.015172i,-0.0069281+0.010674i,-0.014451+0.013461i,0.002013+0.015749i,-0.0037729-0.0034678i,0.00085523+0.0062155i,0.0015824+0.037545i,0.020123+0.057657i,0.00099316-0.00025967i,-0.004697-0.0081467i,0.00805+0.0044907i,0.0016527+0.0009397i,-0.00097063+0.0034758i,5.6025e-05-0.0013435i,-0.035899-0.0089459i,-0.0023659-0.0072242i,-7.8584e-05+0.0045061i,0.004976+9.8157e-05i,0.00020842+0.00076344i,-0.00011723-0.0011349i,8.1211e-05-0.0027682i,-0.0012022-0.0057577i,-0.0024143-0.0039847i,-0.00055308-0.0074291i,0.0033637-0.0010553i,0.0030579-0.0025531i,-0.00090415+0.034032i,0.0062762-0.0042894i,0.0033687-0.0022327i,0.0047662-0.00021519i,-0.013433-0.0044011i,6.1182e-05+0.00043095i,0.010023-0.00091841i,0.0061297-9.4726e-05i,-0.0036288+0.0039026i,0.0036433+0.0018093i,-0.0026391+0.0071123i,0.012744-0.087881i,-0.0075368-0.048679i,-0.025464-0.039281i,-0.020601-0.041698i,0.062011-0.018933i,0.0264-0.062095i,0.03795-0.045742i,0.029317-0.05732i,0.018837-0.01568i,0.0085715+0.0096938i,0.023626-0.032642i,-0.0074934-0.0045088i,0.002317-0.0029842i,-0.0047911-0.0061512i,0.00070482-0.031468i,-0.023348+0.03149i,0.0077336-0.010554i,-0.011115-0.0014319i,-0.005362-0.0010677i,-0.0013989-0.013767i,-0.010177+0.0043475i,0.0039094+0.0080437i,-0.01053+0.030706i,0.0056913+0.0076169i,-0.0052185-0.0013103i,-0.001821-0.0017809i,-0.011271-0.007329i,0.00060417-0.003554i,-0.034983+0.0052832i,0.0022034-0.012576i,-0.0089322-0.001862i,-0.0064979-0.0027136i,0.0066195+0.0013402i,-0.0094792+0.00174i,0.0011814+0.00077108i,0.005433+0.0087259i,0.0043056+0.00029403i,-0.0089248-0.009788i,0.0028585+0.0084115i,-0.019111+0.0065605i,0.0065744+0.0025023i,-0.029176-0.0083111i,-0.033872+0.0032779i,0.024574-0.079251i,0.012154-0.010425i,-0.043593-0.026629i,-0.023556-0.0035843i,0.018197+0.012577i,-0.026434+0.012472i,-0.012079-0.0086152i
0.0099318-0.0082058i,-0.0097215-0.035263i,-0.028763-0.018131i,-0.013624-0.0007097i,-0.014163+0.013594i,-0.018476+0.0073494i,-0.020815-0.0062295i,-0.017256-0.029708i,-0.018839-0.013546i,-0.0015805-0.0036929i,0.00067004-6.0758e-06i,0.0015648-0.00070621i,0.00212-0.00031067i,0.00070432-0.00057234i,0.0008546-0.00023852i,-0.0035425-0.001962i,0.0020857-0.0030002i,0.0024039-0.0013339i,2.7316e-05-0.0012911i,0.00028452-0.00047386i,-0.0010981-0.00051471i,0.0017124-0.0012018i,-0.00081152-0.00099776i,-0.0024589-0.0024752i,-0.0024402-0.00025698i,-2.4572e-05-0.0012902i,0.00017712-0.0012994i,-3.9489e-05-0.00017649i,0.00087963-0.00017584i,0.0010556+0.00027239i,-0.00083078+0.0024002i,-0.0009932+0.00059721i,-0.00071926+0.00022094i,-0.00029876-0.00025307i,-0.0017326+0.0013195i,-0.0030588-0.0015178i,-0.0010562-0.0019394i,0.0002314+0.00039108i,-0.00046503-0.00057582i,0.0025068+0.0039353i,-0.00068561-0.00058426i,-0.00059088-0.00077732i,-0.00078804-0.00032417i,-0.00055441-0.0036717i,0.0029862-0.012862i,0.016899-0.01892i,0.015754-0.033887i,-0.0075857-0.018858i,0.002805-0.01689i,-0.020022-0.021406i,0.0045887-0.038798i,-0.003671-0.037253i,0.015337-0.013876i,0.0054626-0.013375i,-0.0045309+0.0084381i,0.0053761-0.0010062i,0.0049619+0.010817i,-0.0034801+0.0033844i,0.0053848+2.3537e-05i,0.0084948-0.003388i,-0.0035239-0.00033043i,0.0092515+0.0047498i,0.0014662-0.00083148i,-0.0023443-0.0027991i,-0.002157+0.00082011i,0.0014945-0.0021635i,-0.0038703+0.0046846i,0.0040967-0.0034492i,-0.0032461+0.0051416i,0.003948+0.00010315i,0.0038358+0.0017976i,-0.001317+0.0005036i,-0.0068653-0.0027199i,-0.0017449+0.0016751i,-0.0011437+0.0022395i,0.00034884+0.0050227i,-0.0017223+0.0018999i,0.00043236+0.0031269i,-0.0014196+1.3434e-05i,-0.0099143+0.0032961i,-0.0011839-5.963e-05i,-0.0039122+0.0032139i,0.00087619+0.0011464i,0.0015368-0.004229i,-0.0012276-0.0016859i,0.0019917-0.0043376i,-0.0040279-0.00090068i,0.0074885+0.00039192i,0.0019879+0.0005741i,0.013768-0.017035i,-0.00097007+0.030791i,0.010437+0.012908i,-0.010174+0.0056581i,0.001484+0.0011563i,0.0011153-0.0014599i,-0.0041065+0.0063948i
0.0080699-0.00961i,-0.015592-0.033025i,-0.030802-0.013174i,-0.014177+0.00089696i,-0.010862+0.015137i,-0.01668+0.0095052i,-0.021661-0.0031071i,-0.02211-0.026337i,-0.02121-0.0096707i,-0.0025506-0.0033895i,0.00030486-0.00045324i,0.0010737-0.0013466i,0.0022976-0.0012087i,9.4566e-06-0.001039i,0.00064647-0.00030144i,-0.0039269-0.0013543i,0.00044878-0.0035639i,0.0017018-0.0018432i,-0.00043742-0.0010505i,7.1688e-05-0.00077441i,-0.00098928-4.741e-05i,0.000944-0.0016264i,-0.00095659-0.00066098i,-0.0030228-0.0019346i,-0.0024802+0.00074392i,-0.00055492-0.0011711i,-0.00029816-0.0011967i,6.4218e-05-0.00027752i,0.0009211-0.00050724i,0.0011271-0.00028863i,0.00010623+0.0026799i,-0.00063181+0.00075191i,-0.00070945+0.0003939i,-0.00050372-0.00019724i,-0.0012709+0.0018981i,-0.0033233-0.00099591i,-0.0017916-0.0014484i,0.00051976+0.0001096i,-0.00056014-0.00046013i,0.0032677+0.0026857i,-0.00074326-0.0006066i,-0.000753-0.00060457i,-0.00084194-0.00046393i,-0.0014403-0.0035975i,0.00045782-0.013155i,0.014473-0.021662i,0.011286-0.034322i,-0.0083469-0.016191i,0.0018989-0.018219i,-0.019104-0.015459i,-0.0042986-0.040623i,-0.011156-0.040122i,0.01157-0.017904i,0.0028971-0.011926i,-0.0013463+0.0095113i,0.0036804-0.0022459i,0.0072236+0.0077822i,-0.0027185+0.0049346i,0.0046778-0.0012215i,0.0070374-0.0057308i,-0.0043137+0.001593i,0.010399+0.0016333i,0.0019593-0.00094635i,-0.0024176-0.0018706i,-0.0011403+0.0013857i,0.0010159-0.0025367i,-0.0012388+0.0052939i,0.0022471-0.0052292i,-0.00073065+0.0054234i,0.0038707-0.0024151i,0.0039692+4.16e-05i,-0.0011617+0.00096051i,-0.0070963+0.00094236i,-0.0013198+0.0017345i,3.6548e-05+0.0037494i,0.0014206+0.0039931i,-0.00085459+0.0024541i,0.0012338+0.0030267i,-0.0016351+0.00084428i,-0.0079202+0.0063729i,-0.0010563+0.0010388i,-0.0023983+0.0044756i,0.0010176+0.00043209i,-0.0007641-0.0048655i,-0.0014897-0.0010954i,0.00060943-0.0051529i,-0.0037091+0.00059096i,0.0064768-0.001559i,0.002173+0.00025043i,0.012876-0.018646i,0.0055048+0.029318i,0.010255+0.0098196i,-0.0096405+0.0079966i,0.0038049+0.0026344i,0.0012898-0.0015091i,-0.0036845+0.0070661i
0.0060508-0.010647i,-0.020755-0.029428i,-0.032052-0.0082754i,-0.01457+0.0030946i,-0.0076481+0.015533i,-0.014535+0.011376i,-0.02204+0.00029141i,-0.026076-0.022349i,-0.022045-0.0059578i,-0.0033933-0.0026312i,-0.00015538-0.00038548i,0.00027616-0.0015364i,0.0020529-0.0021287i,-0.00061096-0.00083224i,0.00063808-0.00039468i,-0.0040814-0.00049575i,-0.0010883-0.00308i,0.0010265-0.001991i,-0.0007692-0.00069351i,-0.00027952-0.00079542i,-0.0007392+0.00027816i,0.00033054-0.0016501i,-0.00098445-0.00033652i,-0.0035375-0.0012813i,-0.002061+0.0013597i,-0.00093801-0.00085668i,-0.00065159-0.00090176i,7.1938e-05-0.00038071i,0.00072903-0.00076567i,0.0011467-0.00074459i,0.0012399+0.0024093i,-0.0003029+0.00084108i,-0.00074202+0.00069639i,-0.00061623-7.5183e-06i,-0.0003999+0.0022215i,-0.003799-0.00037243i,-0.0022071-0.00066263i,0.00052448-0.00031346i,-0.00068385-0.00043723i,0.00337+0.0014202i,-0.00095359-0.00058006i,-0.00092314-0.00034456i,-0.00094475-0.0004296i,-0.0022476-0.0030532i,-0.0023002-0.013186i,0.011303-0.0244i,0.0074866-0.034243i,-0.0084325-0.014459i,0.0010969-0.020579i,-0.016759-0.011853i,-0.013328-0.038908i,-0.020131-0.040359i,0.0071269-0.01967i,0.0021986-0.010947i,0.001542+0.0086527i,0.0020419-0.002601i,0.0074416+0.0050982i,-0.0011511+0.006122i,0.0044103-0.0018606i,0.0044077-0.0078247i,-0.0038825+0.0035628i,0.0099658-0.0019844i,0.0022853-0.0016573i,-0.0021527-0.001204i,-0.00045866+0.0012725i,0.0004581-0.0029144i,0.001262+0.004333i,-0.00018995-0.0059871i,0.0015296+0.0048022i,0.0021764-0.0039445i,0.0031467-0.0014902i,-0.00077234+0.001207i,-0.0053409+0.0036607i,-0.0013191+0.0017471i,0.0023645+0.0038999i,0.0016623+0.0034483i,0.00029052+0.0023645i,0.0024818+0.0027094i,-0.0012427+0.0014148i,-0.005353+0.0078305i,-1.9066e-05+0.0015385i,-0.00025997+0.0049403i,0.00090182-0.00014288i,-0.0031754-0.0044409i,-0.0018387-0.0009189i,-0.00098046-0.0053442i,-0.0027294+0.0013354i,0.0048816-0.0026652i,0.0024121-9.5108e-05i,0.011524-0.021413i,0.011142+0.026362i,0.0091126+0.0075285i,-0.0086689+0.0096718i,0.0060213+0.0025741i,0.00086311-0.0015191i,-0.0029849+0.0072164i
0.0038769-0.011326i,-0.024726-0.024876i,-0.032609-0.0030498i,-0.014076+0.005409i,-0.0048273+0.015048i,-0.012095+0.012545i,-0.021569+0.0036199i,-0.029466-0.017796i,-0.022294-0.0027773i,-0.0039361-0.0014667i,-0.00041449-7.4849e-05i,-0.00038038-0.0012351i,0.0014392-0.0029852i,-0.0010087-0.00048127i,0.00051899-0.00066351i,-0.0038855+0.00049876i,-0.002095-0.0020436i,0.00046013-0.0020605i,-0.00099569-0.00020605i,-0.0005633-0.00057198i,-0.00046655+0.00041006i,-0.00026724-0.00178i,-0.00096285+4.3863e-05i,-0.0040006-0.0001977i,-0.0015633+0.0020067i,-0.0012513-0.00042667i,-0.00075217-0.00059473i,-2.682e-05-0.00053333i,0.00065432-0.0008405i,0.00090976-0.0013486i,0.0020257+0.0016053i,-4.5804e-06+0.0008286i,-0.00045867+0.001081i,-0.00065813+0.00022552i,0.00055569+0.0021332i,-0.0042924+0.00057886i,-0.0022748+0.00014543i,0.00031849-0.00060056i,-0.00095099-0.00030397i,0.0031164+0.00037801i,-0.0012158-0.00034375i,-0.0011123+1.8657e-05i,-0.00093742-0.00035724i,-0.0028492-0.0022693i,-0.0052265-0.012519i,0.0073926-0.026763i,0.0040829-0.034493i,-0.0081683-0.013577i,-0.00095691-0.023167i,-0.013831-0.010294i,-0.020816-0.035057i,-0.029463-0.038187i,0.0031615-0.019535i,0.0024552-0.011051i,0.0028634+0.006926i,0.00046103-0.0022391i,0.0073237+0.0033448i,0.00080283+0.0062948i,0.0038055-0.0031869i,0.00073325-0.0083661i,-0.0025521+0.0053963i,0.007756-0.0050196i,0.0022431-0.0027363i,-0.0017977-0.0008692i,-8.9539e-05+0.001133i,-0.00017902-0.0031196i,0.0024998+0.0028409i,-0.0028185-0.0056643i,0.0034408+0.0032861i,0.00078947-0.0045002i,0.0020352-0.0022794i,-0.00034668+0.00096557i,-0.003066+0.004742i,-0.0012192+0.0023877i,0.0042049+0.0024358i,0.0023895+0.0031922i,0.00098387+0.0014578i,0.0034323+0.0015233i,-0.0010104+0.0017024i,-0.0028911+0.0085127i,0.00052165+0.00094309i,0.0018158+0.004133i,0.00064919-0.00023673i,-0.005114-0.0027229i,-0.0021746-0.00022104i,-0.0025693-0.0046829i,-0.0020936+0.0016551i,0.0032032-0.0029442i,0.0021918-0.00081693i,0.0090931-0.024291i,0.016014+0.022308i,0.0078167+0.0058425i,-0.0077517+0.010915i,0.0080306+0.0012865i,0.00060721-0.0010638i,-0.0023487+0.0068212i
0.0017025-0.011472i,-0.027224-0.020099i,-0.032167+0.0019603i,-0.013193+0.0074593i,-0.0026884+0.013924i,-0.0098683+0.013246i,-0.020776+0.0064385i,-0.031547-0.012425i,-0.022293-0.00011087i,-0.0038541-0.00027814i,-0.00034311+0.00040446i,-0.00065924-0.00087261i,0.00040774-0.0035773i,-0.0012767+2.7877e-05i,0.00023918-0.00086669i,-0.0032442+0.0012352i,-0.0024561-0.00080017i,-1.3058e-05-0.0020356i,-0.00083382+0.00056029i,-0.0006549-0.00028896i,-0.00023221+0.00034888i,-0.0012059-0.0015619i,-0.00069446+0.00028718i,-0.0039842+0.0012067i,-0.00068859+0.0026748i,-0.0012721+0.00010669i,-0.00071491-0.00034098i,-0.00015294-0.00050789i,0.0006384-0.0011226i,0.00024333-0.0017798i,0.0023147+0.00067602i,0.00025671+0.00070702i,8.8415e-05+0.001206i,-0.0006313+0.00056013i,0.0013762+0.0015606i,-0.0044532+0.0018973i,-0.0021943+0.0008344i,-1.245e-05-0.00067309i,-0.0010114+0.00011748i,0.0025038-0.00027033i,-0.0013563-1.3398e-05i,-0.00085433+0.00031813i,-0.0009337-0.00013627i,-0.0031344-0.0012806i,-0.0074853-0.010787i,0.00252-0.02804i,8.9028e-05-0.034507i,-0.0082901-0.013571i,-0.0041073-0.025482i,-0.011237-0.011093i,-0.026965-0.02932i,-0.038135-0.03266i,-0.00014178-0.018401i,0.0027882-0.01233i,0.0025337+0.00573i,-0.00057163-0.0011435i,0.0071378+0.00185i,0.0024664+0.0057157i,0.0020397-0.0038002i,-0.0028006-0.0074217i,-0.00037398+0.006626i,0.0041088-0.00658i,0.0012091-0.0040758i,-0.0017466-0.00059649i,0.00018168+0.00096709i,-0.0010217-0.0031458i,0.0033315+0.0014514i,-0.0049116-0.0041562i,0.0045701+0.0012202i,-0.0007316-0.004928i,0.0010124-0.0026116i,-0.00054831+0.00082216i,-0.00074985+0.0048409i,-0.00045533+0.0027635i,0.004861+0.00011155i,0.0032388+0.0025237i,0.00075295+0.00048478i,0.0037276+0.0001124i,-0.00068415+0.0019958i,-0.00026674+0.0085541i,0.00018564+0.00058368i,0.0030701+0.002387i,0.00068003-0.00046509i,-0.0060159-0.00029012i,-0.0018924+0.00079937i,-0.0036156-0.0035619i,-0.0015797+0.0019682i,0.0018113-0.0027907i,0.0013061-0.0011554i,0.0061387-0.026705i,0.019914+0.01714i,0.0067102+0.0050505i,-0.0069586+0.012093i,0.0097953-0.00080202i,0.00051138-0.00067455i,-0.002396+0.0059943i
-0.000199-0.011212i,-0.028958-0.015666i,-0.031319+0.0069917i,-0.011898+0.0093998i,-0.0012504+0.012714i,-0.0076082+0.013711i,-0.01972+0.009223i,-0.0326-0.0074678i,-0.02229+0.0021461i,-0.0034321+0.00050565i,0.00023666+0.00064999i,-0.00076537-0.00067857i,-0.0008379-0.0036767i,-0.0012448+0.00078583i,-5.2211e-05-0.00078255i,-0.0025399+0.0015261i,-0.0022894+0.00045297i,-0.00056563-0.0019968i,-0.00014267+0.00084506i,-0.00061531-0.00021819i,-0.00017768+0.00021849i,-0.001822-0.00068035i,-0.00048643+0.0003078i,-0.0035862+0.0025148i,0.00053936+0.0027178i,-0.0010195+0.00059145i,-0.00066383-0.00027725i,-0.00017944-0.00058117i,0.00025505-0.0015729i,-0.00045038-0.0017638i,0.0022988-0.00012678i,0.00046139+0.00050731i,0.00061608+0.00099852i,-0.00024663+0.0009652i,0.0018432+0.00055219i,-0.004039+0.003249i,-0.0019206+0.0015545i,-0.00030871-0.00046753i,-0.0010809+0.00042551i,0.0020967-0.00034003i,-0.001422+0.00028823i,-0.00079244+0.00034302i,-0.00095776-0.00012905i,-0.0028487-0.00037527i,-0.0086264-0.0089341i,-0.002027-0.027428i,-0.0035797-0.033618i,-0.0091205-0.013668i,-0.0083888-0.027013i,-0.011183-0.013178i,-0.030484-0.022049i,-0.044554-0.024776i,-0.0016419-0.016191i,0.00209-0.014853i,0.0022848+0.0063842i,-0.00069205+0.00012194i,0.0064463+0.00046548i,0.0036147+0.0045989i,0.0006098-0.0029127i,-0.0058163-0.0050295i,0.0021549+0.0063951i,0.00034122-0.0058026i,-0.00057104-0.0041677i,-0.001435-0.00010352i,0.00015359+0.00078638i,-0.001882-0.0028459i,0.0039203-0.00028394i,-0.0061802-0.0016856i,0.0048181-0.0010302i,-0.0028119-0.00432i,1.4511e-05-0.0027408i,-0.0005559+0.0010147i,0.00092197+0.0036076i,0.00030075+0.0025195i,0.0039962-0.002619i,0.0037198+0.0017203i,-2.7566e-05+0.00029828i,0.0033004-0.00097616i,-0.00018195+0.0023624i,0.0023129+0.0075348i,-7.7054e-05+0.00059114i,0.0030391+0.00038251i,0.00021186-0.00079897i,-0.0056339+0.0021736i,-0.0011+0.0011732i,-0.0039738-0.0023798i,-0.00077484+0.0020866i,0.00065784-0.0014379i,0.00064899-0.00061966i,0.0022849-0.029345i,0.021778+0.010411i,0.005911+0.0041114i,-0.0058952+0.01336i,0.0098239-0.0042737i,0.00048462-0.00026941i,-0.0034028+0.0057259i
-0.0018528-0.010815i,-0.030162-0.0114i,-0.029211+0.012097i,-0.010188+0.01115i,-0.00049685+0.011908i,-0.0053234+0.013699i,-0.018162+0.011848i,-0.033081-0.0021984i,-0.022726+0.0045649i,-0.0029619+0.0011657i,0.00085845+0.00025652i,-0.0012028-0.00051245i,-0.0020617-0.0031461i,-0.00071523+0.0013615i,-0.00029305-0.00079323i,-0.0019129+0.0016161i,-0.0014062+0.0013423i,-0.001027-0.0018844i,0.00034679+0.00053421i,-0.00068521-0.00029206i,-0.00028021+0.00026976i,-0.0018164+0.00023948i,-0.00035437+0.00023272i,-0.0027086+0.003698i,0.0014369+0.0020195i,-0.00067658+0.00076245i,-0.00073431-0.0002096i,-0.00029071-0.00057587i,-0.00043133-0.0015914i,-0.0011063-0.0014857i,0.0020086-0.00089353i,0.00061888+0.0002978i,0.00095204+0.00068362i,0.00034825+0.0009885i,0.0014852-0.00029377i,-0.0029575+0.0044131i,-0.0013089+0.0022213i,-0.00043735-0.00035287i,-0.00097742+0.0010093i,0.0022258-0.0003945i,-0.0014382+0.00071688i,-0.0010324+0.00062922i,-0.001091-5.5031e-05i,-0.0025277+9.53e-05i,-0.0089895-0.007462i,-0.0053867-0.026241i,-0.0067459-0.032259i,-0.010374-0.013529i,-0.012644-0.027269i,-0.013021-0.014329i,-0.031047-0.01479i,-0.047631-0.01495i,-0.00096498-0.014656i,-0.00058077-0.017277i,0.0029954+0.0071683i,-0.00015623+0.00087732i,0.0057972-0.00014626i,0.0041061+0.0032146i,0.00080252-0.0021233i,-0.0077025-0.0014761i,0.0040414+0.0048953i,-0.001923-0.0032298i,-0.0016036-0.0033166i,-0.00072536+7.4088e-06i,0.00024488+0.00092908i,-0.0022881-0.0020402i,0.0032297-0.002353i,-0.0058361+0.0013162i,0.0043467-0.0034496i,-0.0034998-0.0026483i,-0.0011617-0.0025575i,-0.00047789+0.0012627i,0.0012891+0.0021395i,0.0008258+0.0022094i,0.0015228-0.0044856i,0.0043033+0.00090206i,-0.00048021+0.00064548i,0.0026084-0.0025331i,0.00050469+0.0023321i,0.0038457+0.0057342i,-0.00016022+0.00075751i,0.0021137-0.00099991i,-0.00026029-0.00085507i,-0.0043422+0.0041016i,-0.00064623+0.0011141i,-0.0039523-0.0015239i,-0.00020515+0.0017402i,0.00072289-0.0001273i,0.00053143-2.3826e-05i,-0.0032245-0.030612i,0.021354+0.004045i,0.0052984+0.0034028i,-0.0048045+0.014861i,0.0077152-0.0067358i,0.0007251+0.00037312i,-0.0041147+0.0065901i
-0.0033537-0.010206i,-0.031144-0.0073173i,-0.025778+0.016393i,-0.0079526+0.012483i,0.00020624+0.011378i,-0.0032678+0.013169i,-0.016238+0.014043i,-0.032193+0.0030898i,-0.022947+0.0076428i,-0.0024461+0.001676i,0.00098721-0.00057491i,-0.0016147+0.00015141i,-0.002989-0.0022134i,2.8532e-06+0.0015242i,-0.00072171-0.00059784i,-0.0014986+0.0015055i,-0.00045036+0.0016158i,-0.0016755-0.0017673i,0.00046806+0.00026115i,-0.0010477-0.00018957i,-0.00025086+0.00038067i,-0.0013801+0.00087477i,-0.000367+6.3909e-05i,-0.0013502+0.0044081i,0.0017636+0.00146i,-0.00046726+0.00084663i,-0.00079959-4.2597e-05i,-0.00043427-0.00057063i,-0.00086535-0.0012797i,-0.001672-0.00096129i,0.0014714-0.0013749i,0.00068253-9.0796e-05i,0.0012838+0.0001626i,0.00087587+0.00065146i,0.0010476-0.00068258i,-0.0014342+0.0048917i,-0.00040596+0.0026259i,-0.00052908-0.00014463i,-0.00044355+0.0014905i,0.0025948-0.00092501i,-0.0012275+0.0011952i,-0.00084188+0.0012411i,-0.0012407+0.00024279i,-0.0023176+0.00045664i,-0.0092275-0.006694i,-0.0079983-0.025315i,-0.0092494-0.03121i,-0.011758-0.013317i,-0.016736-0.02637i,-0.015169-0.013952i,-0.029662-0.0093617i,-0.047179-0.0063229i,-0.00010668-0.015074i,-0.0041278-0.017949i,0.0044178+0.0080671i,0.00034256+0.0011134i,0.0055255-0.00087736i,0.0040538+0.0020466i,0.00068048-0.0020709i,-0.0077045+0.0028457i,0.0049295+0.0032402i,-0.0024145-0.00055618i,-0.0020545-0.0027802i,-0.00043476-0.0003384i,0.00065551+0.0009513i,-0.0022007-0.001363i,0.0017273-0.003621i,-0.0040691+0.0034726i,0.0025647-0.0055262i,-0.0035767-0.0018122i,-0.0021563-0.001792i,-0.00020722+0.0014947i,0.00091456+0.0012163i,0.0011323+0.0018792i,-0.0015536-0.0047223i,0.0048056-0.00058056i,-0.00067972+0.00096744i,0.00050529-0.0034327i,0.0012357+0.0019243i,0.004515+0.0040384i,-0.00042192+0.00080185i,0.00054437-0.0016116i,-0.00099146-0.00049441i,-0.0023557+0.0054399i,0.0002092+0.00094232i,-0.0045491-0.00075524i,-0.0001546+0.0015361i,0.0018127+0.0005375i,0.00091338+0.00040905i,-0.0085845-0.02981i,0.019373-0.0013813i,0.0046821+0.0022348i,-0.0027385+0.016625i,0.0057229-0.0079343i,0.0015886+0.00066957i,-0.0040801+0.0075803i
-0.0044052-0.0095185i,-0.03194-0.0028531i,-0.022001+0.019457i,-0.0056211+0.013224i,0.0012323+0.011207i,-0.001666+0.012443i,-0.014248+0.016103i,-0.030143+0.0074672i,-0.022456+0.011307i,-0.0018683+0.0019345i,0.00060021-0.0012381i,-0.0014855+0.00090898i,-0.0033773-0.00095222i,0.00054947+0.0014311i,-0.00087405-0.00011909i,-0.0013045+0.0014149i,0.00042018+0.0015021i,-0.0023171-0.0012966i,0.00066438+2.1491e-05i,-0.001407+0.00015607i,-0.00011865+0.00039754i,-0.00079011+0.0012249i,-0.00055485-3.1393e-05i,-0.00012662+0.0043822i,0.0019791+0.00085664i,-0.00024054+0.00094213i,-0.00083209+0.00019434i,-0.00061057-0.00051918i,-0.0011985-0.00093458i,-0.0019209-7.2969e-05i,0.00090817-0.0014921i,0.00049154-0.00050409i,0.0012087-0.00057043i,0.0012242+3.2282e-05i,0.00056709-0.00086927i,-1.6106e-05+0.0047824i,0.00057536+0.0025699i,-0.00047491+6.2845e-05i,0.00018351+0.0015527i,0.0026603-0.0018553i,-0.00079834+0.0014847i,-0.00013253+0.0015023i,-0.0012008+0.0006288i,-0.0019791+0.00093108i,-0.0094827-0.0063707i,-0.010513-0.024087i,-0.011823-0.029914i,-0.013696-0.0126i,-0.020273-0.025147i,-0.01686-0.012856i,-0.027738-0.0050097i,-0.0451+0.00045531i,-0.000117-0.016301i,-0.0067553-0.016929i,0.0070041+0.0083889i,0.00082609+0.0010938i,0.0048119-0.0016381i,0.0038403+0.0012965i,0.00038107-0.001667i,-0.0057144+0.0063532i,0.0049534+0.0016051i,-0.0017982+0.0014668i,-0.0026314-0.002206i,-0.00058809-0.00070735i,0.0010259+0.00067748i,-0.0020116-0.0010226i,0.00016614-0.0038076i,-0.0017636+0.0045327i,-7.642e-05-0.0063711i,-0.0040054-0.0011862i,-0.0027743-0.00067161i,-3.7432e-05+0.0017606i,0.00053313+0.00081441i,0.0013655+0.0016018i,-0.0042719-0.0034344i,0.0042888-0.002466i,-0.00064103+0.0015482i,-0.0015001-0.0026864i,0.0015731+0.0012298i,0.0045003+0.0028425i,-0.00043182+0.001532i,-0.0010012-0.0011182i,-0.00086115+4.8283e-05i,8.5764e-05+0.0056187i,0.00039167+0.00018604i,-0.004647+0.00067678i,-3.8954e-06+0.0016742i,0.0029738+0.00044459i,0.0013971+0.00033744i,-0.012874-0.027846i,0.016229-0.0065156i,0.003547+0.001354i,0.00059424+0.017553i,0.0036784-0.0083993i,0.002241+0.00030935i,-0.0039891+0.0084018i
-0.0054253-0.0091853i,-0.031914+0.0021405i,-0.017718+0.022148i,-0.0029768+0.013396i,0.0025741+0.010655i,-0.00035389+0.011682i,-0.011668+0.017931i,-0.028103+0.010828i,-0.020604+0.014823i,-0.0014724+0.0020747i,-8.9387e-05-0.0017324i,-0.0011754+0.0015771i,-0.0032513+0.00037622i,0.00099454+0.0013982i,-0.00083325+0.00033327i,-0.001252+0.0015285i,0.0010153+0.0011882i,-0.0027938-0.00059629i,0.00060046-0.00053248i,-0.0015603+0.0007144i,-0.00010157+0.00044423i,-0.00023677+0.0013087i,-0.0008247+0.00018455i,0.00064286+0.004139i,0.001983+0.0002634i,4.2913e-05+0.0010661i,-0.00081653+0.00049223i,-0.00083376-0.00039485i,-0.0015212-0.00037211i,-0.0015859+0.00081653i,0.0005651-0.0014302i,6.6444e-05-0.00073497i,0.0007049-0.001062i,0.0011085-0.00071165i,0.00015032-0.00098398i,0.0011846+0.0043394i,0.001439+0.0021869i,-0.0003831+0.00020345i,0.00065714+0.0013174i,0.0021184-0.0029762i,-0.00042234+0.0016137i,0.00034269+0.0013781i,-0.0010107+0.00098538i,-0.00149+0.001104i,-0.01041-0.0065968i,-0.012359-0.02305i,-0.013896-0.028341i,-0.015205-0.01087i,-0.023205-0.023353i,-0.018125-0.011182i,-0.025063-0.0019362i,-0.042877+0.0059028i,4.8789e-05-0.017468i,-0.0083225-0.015864i,0.010182+0.0071225i,0.00097098+0.00087232i,0.0038257-0.0018577i,0.0036021+0.00066306i,0.00055666-0.0015275i,-0.0028455+0.0086008i,0.0044219+0.0003939i,-0.00068798+0.0031083i,-0.0027257-0.0011349i,-0.0010729-0.00068642i,0.0010181+0.00030029i,-0.0018965-0.00083623i,-0.00085775-0.0031999i,0.00050541+0.0045769i,-0.0026454-0.0060077i,-0.004333-0.00059728i,-0.0028714+0.00050237i,0.00062293+0.0019293i,7.5641e-05+0.00048505i,0.001746+0.0013382i,-0.0060561-0.0010723i,0.0027251-0.0037247i,-0.00015831+0.0019756i,-0.0027355-0.001089i,0.0014007+0.00076055i,0.004506+0.0020505i,0.00067774+0.0019321i,-0.0018169-8.6329e-05i,-0.00074716+1.467e-05i,0.0021151+0.0045469i,2.4612e-06-0.00014068i,-0.0038414+0.0020955i,0.00059703+0.0019726i,0.0035471+5.1041e-05i,0.0017219+7.1492e-05i,-0.01638-0.025729i,0.010988-0.010507i,0.0020013+0.00056689i,0.0043628+0.016806i,0.001517-0.008299i,0.0024159-0.00025967i,-0.0035453+0.0095739i
