-0.005871-0.039489i,-0.0092604-0.043976i,0.0040394-0.045479i,-0.027404-0.028586i,-0.02192+0.012559i,-0.03142-0.035621i,-0.059422-0.066238i,-0.02056-0.073044i,-0.039846-0.054093i,0.00037883+0.015905i,-0.0078519+0.0112i,-0.016638+0.014489i,0.0012369+0.015803i,-0.0042062-0.0034775i,1.6255e-05+0.0072898i,-0.0019548+0.041528i,0.026765+0.038125i,0.00069097-0.00056765i,-0.0047913-0.0092787i,0.0088579+0.0073369i,0.0013905+0.00079451i,-0.0021465+0.0035088i,0.00010376-0.001432i,-0.038131-0.011743i,-0.0031233-0.0074696i,-0.00036507+0.0049627i,0.0053908-0.0028568i,2.4411e-05+0.0010894i,-0.00026162-0.00065375i,-5.5324e-05-0.0028379i,-0.00085838-0.0060323i,-0.0020044-0.0044254i,-0.00093266-0.0093732i,0.003228-0.00059404i,0.0027254-0.0030479i,-0.005176+0.034013i,0.0069843-0.0036508i,0.0041459-0.0017737i,0.005185-0.0001648i,-0.012112-0.029745i,0.00027175+0.00034174i,0.007015+0.0016985i,0.010514+0.0021048i,-0.0034214+0.0030925i,0.0027352+0.0024544i,-0.003705+0.010534i,0.018799-0.086367i,-0.0043588-0.0494i,-0.023636-0.040958i,-0.017775-0.042839i,0.066198-0.014824i,0.029947-0.060315i,0.039358-0.044475i,0.030948-0.055528i,0.019016-0.015858i,0.0083185+0.010395i,0.027327-0.030176i,-0.00732-0.0044565i,0.0028426-0.0020703i,-0.0047669-0.0061533i,0.0022293-0.032566i,-0.026447+0.030716i,0.0080521-0.010496i,-0.011039-0.0013859i,-0.0054465-0.0015927i,-0.00078962-0.014735i,-0.0099887+0.0039425i,0.0033133+0.0085488i,-0.012392+0.029897i,0.004977+0.0085449i,-0.0053582-0.0021936i,-0.0021236-0.0021484i,-0.011097-0.0074262i,0.00076934-0.0040429i,-0.036955-0.00171i,0.0028886-0.0128i,-0.0088732-0.0022332i,-0.0068321-0.0030232i,0.00649+0.0017318i,-0.0091635+0.0014046i,0.0011899+0.0008555i,0.0061873+0.0090114i,0.0049285+0.00075518i,-0.0086224-0.0093537i,0.0026217+0.0088873i,-0.01992+0.0051871i,0.0068592+0.0037105i,-0.02865-0.0090243i,-0.036245+0.0010237i,0.028614-0.080391i,0.013601-0.010326i,-0.041043-0.027958i,-0.023032-0.0043654i,0.018271+0.012743i,-0.02731+0.01068i,-0.010552-0.0087179i
-0.0080525-0.010347i,-0.031417+0.006502i,-0.012816+0.023954i,-0.00043033+0.01312i,0.0035252+0.010224i,0.0004555+0.012026i,-0.010948+0.019315i,-0.027992+0.014027i,-0.017681+0.015233i,-0.0012144+0.0029908i,-0.0010237-0.0017426i,-0.00045556+0.0024541i,-0.0026384+0.0015305i,0.0016752+0.0014881i,-0.00067718+0.00045955i,-0.00080949+0.0014839i,0.0012656+0.00091183i,-0.0031297-2.0119e-05i,0.00010475-0.0010954i,-0.0016859+0.0012463i,-4.5213e-05+0.00043788i,0.00037438+0.0013375i,-0.00096928+0.00057518i,-0.00067619+0.0032585i,0.0016146+0.001569i,0.00058612+0.0010579i,-0.00061593+0.00082656i,-0.0012586-1.5212e-05i,-0.0011284+0.00032318i,-0.0012802+0.0015022i,0.0015253-0.00063189i,-0.00042456-0.00066724i,0.00027166-0.0011735i,0.00063732-0.00065409i,-0.00023568-0.00027949i,0.0022128+0.0026395i,0.0021765+0.001544i,-0.00049786+0.00015808i,0.00041481-0.00043892i,0.00077276-0.005044i,-5.9654e-05+0.0021774i,0.00055218+0.00063444i,0.00032077+0.0028839i,-0.0011906+0.0006432i,-0.0099662-0.0080722i,-0.013904-0.023518i,-0.013704-0.02748i,-0.016604-0.0096981i,-0.025968-0.022981i,-0.018232-0.010294i,-0.020853-0.0002786i,-0.039588+0.01101i,-0.000267-0.018638i,-0.0083175-0.01465i,0.010945+0.0047916i,0.0010155+0.00081906i,0.0032765-0.00087608i,0.0034609-1.0758e-05i,0.00028667-0.0019086i,0.0003458+0.010899i,0.0047871+2.3515e-05i,0.0012108+0.0035312i,-0.0034359-0.00059312i,-0.0012031+2.8827e-06i,0.001152+0.00037325i,-0.0021101-0.00077709i,-0.0011351-0.0027831i,0.0022448+0.0037158i,-0.005706+0.00035885i,-0.0054745+0.00101i,-0.0025506+0.0016971i,0.001104+0.00157i,-0.00042775+0.00083499i,0.0018788+0.00092996i,-0.006396+0.0021577i,0.0013984-0.0042937i,0.00061621+0.0019533i,-0.0032298+0.00088294i,0.0013809+0.00048938i,0.0048068+0.0011391i,0.0012763+0.0017332i,-0.0017468+0.0010831i,-0.00092418+0.00019195i,0.0029359+0.0030499i,-0.00029653-0.00011793i,-0.0027708+0.0037924i,0.0012814+0.0016581i,0.0049554-0.0002131i,0.001455-0.0011002i,-0.01894-0.023183i,0.000551+0.0047085i,6.363e-05-3.0966e-06i,0.0077665+0.014538i,-0.00053128-0.0069691i,0.0026756-0.00075861i,-0.0022058+0.010436i
-0.009971-0.0091836i,-0.029281+0.011125i,-0.0081304+0.023704i,0.0018553+0.011566i,0.0043225+0.008912i,0.0015481+0.011121i,-0.0079115+0.020182i,-0.025245+0.017013i,-0.014918+0.017251i,-0.00042866+0.0032736i,-0.0018498-0.00095455i,0.00086796+0.0025955i,-0.0016903+0.0020609i,0.0024978+0.00078852i,-0.00024979+0.00073199i,-0.00055947+0.0017881i,0.0016498+0.00066688i,-0.0031877+0.0012915i,-0.00045624-0.00094401i,-0.0011568+0.002126i,-3.0058e-05+0.0003992i,0.00084986+0.00096014i,-0.00080505+0.0010149i,-5.2808e-05+0.0034602i,0.0024554+0.0013306i,0.00090658+0.00068587i,-0.00022563+0.0010933i,-0.0011783+0.00055443i,-0.00077947+0.00052195i,-0.00053106+0.0016298i,0.0012099-0.0012606i,-0.00077409-0.00023396i,-0.00012308-0.001123i,0.00025116-0.00083717i,-0.00031493-0.00023265i,0.0028522+0.0019139i,0.0024272+0.00063032i,-0.00044213+0.00039611i,0.00030313-0.00035388i,-0.0010949-0.0052788i,0.0008315+0.0021395i,0.0007429+0.00031149i,0.0010542+0.0024306i,-0.0011524+0.0010151i,-0.012531-0.0073909i,-0.017633-0.022732i,-0.015706-0.027711i,-0.017355-0.0083666i,-0.029491-0.020882i,-0.018392-0.0094098i,-0.018134-0.00023046i,-0.035567+0.014005i,-0.0018734-0.021477i,-0.008629-0.015145i,0.01223+0.0017148i,0.0011552+0.00099364i,0.0035576-0.00028586i,0.0031893-0.00071972i,-0.00059961-0.0021344i,0.0044828+0.011759i,0.0038407-0.00054825i,0.0027624+0.0031941i,-0.0034884-0.00067843i,-0.0013956+0.0007036i,0.0014135+7.2045e-05i,-0.0023559-0.0007065i,-0.0010637-0.0029538i,0.0033418+0.001649i,-0.0059322-0.0017403i,-0.0055709+0.0026879i,-0.0015537+0.0028483i,0.0012172+0.0010162i,-0.00030058+0.0012484i,0.0014883+0.00039436i,-0.0047122+0.0046919i,-0.00023851-0.004263i,0.0010214+0.0015835i,-0.0023724+0.002473i,0.0013059+0.00030601i,0.0051456-5.0961e-05i,0.0011268+0.00086938i,-0.0013988+0.0018538i,-0.0011021+0.00059195i,0.0029116+0.0013863i,-0.00043077-0.00015501i,-0.0014437+0.0038326i,0.0019743+0.0011361i,0.0054612-0.0021545i,0.0012088-0.0014946i,-0.021446-0.020392i,-0.0013349-0.012579i,-0.00222+0.0001128i,0.0094075+0.011359i,-0.0012801-0.0062458i,0.0024247-0.0013358i,-0.0015236+0.01052i
-0.011498-0.0074047i,-0.026171+0.014976i,-0.0041506+0.022705i,0.0032227+0.0093438i,0.004701+0.0076763i,0.0024011+0.010275i,-0.0048393+0.020617i,-0.022538+0.019612i,-0.01215+0.018587i,0.00052615+0.0033413i,-0.0019927+0.00012462i,0.0019905+0.0018375i,-0.00073786+0.0022387i,0.0024528-0.00016762i,0.00033124+0.00066989i,-0.00010934+0.0021009i,0.0019956+0.0002501i,-0.0021251+0.0025714i,-0.00058147-0.00070545i,-8.1813e-05+0.0022008i,-4.4372e-05+0.00055507i,0.00099349+0.0005384i,-0.00037562+0.0014024i,0.00060978+0.0034799i,0.0031363+0.00039028i,0.0011035+0.00025498i,0.00029298+0.0010812i,-0.00089676+0.00096899i,-0.00052198+0.00055798i,1.6661e-05+0.0015008i,0.00061799-0.0017116i,-0.00075705+0.00023694i,-0.00056075-0.00099543i,-0.00020382-0.00087708i,-0.00039623-8.4893e-05i,0.0033355+0.0011303i,0.0025546-0.00034418i,-0.0001333+0.00048019i,0.0002183-0.00045029i,-0.0028237-0.0043641i,0.0014607+0.0016266i,0.00065703-8.9345e-05i,0.0017043+0.0022046i,-0.00057833+0.0013027i,-0.014817-0.0059498i,-0.021262-0.020267i,-0.019191-0.027449i,-0.017992-0.0064479i,-0.033118-0.017883i,-0.019078-0.0090819i,-0.016341-0.0011098i,-0.032404+0.016071i,-0.0047277-0.023i,-0.0098782-0.016037i,0.011829-0.0020247i,0.001569+0.0010374i,0.0044554-0.00043339i,0.0023305-0.0013726i,-0.0017226-0.001464i,0.0088642+0.010682i,0.0031135-0.00045606i,0.0038588+0.0020832i,-0.0038898-3.9241e-05i,-0.00087576+0.0015238i,0.0012344-0.0004709i,-0.0028231-0.00046402i,-0.0016665-0.003446i,0.0028195-0.00024346i,-0.0061751+0.00049173i,-0.0045106+0.0048103i,0.00010496+0.0031226i,0.00086865+0.00087018i,-0.00012423+0.0012875i,0.0013035+0.00030958i,-0.0026905+0.0061816i,-0.0019481-0.0035951i,0.001146+0.0015244i,-0.00084117+0.0034361i,0.0012635+0.00027239i,0.0046261-0.00142i,0.00070741+0.0010156i,-0.00068745+0.0027326i,-0.00080658+0.00092575i,0.0020168+0.00042198i,-0.00081607-7.2775e-05i,0.0001786+0.0033325i,0.0023356+0.00045149i,0.004249-0.0033889i,0.00060231-0.0018061i,-0.023296-0.017433i,-0.0062785-0.0099761i,-0.0045935+0.0015304i,0.0095456+0.0076513i,-0.0021762-0.0052367i,0.0018098-0.0014511i,-0.0011698+0.01091i
-0.012658-0.0054156i,-0.02247+0.017492i,-0.00065022+0.02099i,0.0034536+0.0072477i,0.0048294+0.0064821i,0.003282+0.0095737i,-0.0018892+0.020244i,-0.019463+0.0221i,-0.009338+0.019366i,0.0014894+0.0028513i,-0.0016275+0.00097827i,0.0023241+0.00080846i,0.00012924+0.0020563i,0.0021468-0.00086936i,0.00063921+0.0004007i,0.00056864+0.0020505i,0.0021865-0.00038334i,-0.0013851+0.0028458i,-0.00078229-0.00076561i,0.00072902+0.0018049i,2.7377e-05+0.00088415i,0.00088753+0.00026091i,0.00024738+0.0015661i,0.0012888+0.0033394i,0.0033472-0.00085944i,0.0010508-0.00024582i,0.00068257+0.00087073i,-0.0004363+0.0012772i,-0.0003277+0.00053947i,0.00051625+0.0011987i,-0.00018077-0.0018367i,-0.00059027+0.00054121i,-0.00084475-0.00061269i,-0.0004536-0.000599i,-0.00038129+0.00011231i,0.0036468+0.00035476i,0.0021652-0.00093305i,5.6205e-05+0.00042977i,6.9749e-05-0.00049637i,-0.0038124-0.0029019i,0.0018509+0.00093536i,0.00043544-0.0002769i,0.002437+0.0018402i,-4.3457e-06+0.0010911i,-0.01673-0.003768i,-0.024115-0.016978i,-0.02315-0.025701i,-0.017954-0.0045759i,-0.035881-0.013845i,-0.020325-0.0083686i,-0.01556-0.0026585i,-0.029228+0.017474i,-0.0078179-0.023713i,-0.012273-0.016582i,0.0099768-0.0046093i,0.0020219+0.00077933i,0.0054406-0.0016267i,0.0011706-0.0012224i,-0.0020463-0.00021949i,0.013184+0.0073703i,0.0030633-0.00033735i,0.0041502+0.00077559i,-0.0037919+0.0010219i,-8.8049e-05+0.0017076i,0.00078292-0.00061922i,-0.0031994+6.0237e-05i,-0.0029391-0.0037528i,0.0017833-0.0011674i,-0.0050742+0.0022392i,-0.0021885+0.0060466i,0.0012683+0.0023571i,0.0009623+0.0012484i,-0.00020618+0.0016114i,0.001319-3.1348e-05i,0.00034164+0.005936i,-0.0029798-0.0017541i,0.0015814+0.0015267i,0.00087924+0.0032776i,0.0011185+0.00012064i,0.0037921-0.0025812i,0.0011638+0.0014462i,0.00052971+0.003108i,-0.0005573+0.00081694i,0.0012138+9.5782e-05i,-0.00086103+0.00047283i,0.0009967+0.0021615i,0.0025491-0.00038554i,0.003192-0.0041018i,-0.00027178-0.001709i,-0.024343-0.014432i,-0.009925-0.0059549i,-0.0060267+0.0036919i,0.0078819+0.0046925i,-0.0025367-0.0041015i,0.0015604-0.0012582i,-0.00010017+0.011695i
-0.013218-0.0031987i,-0.019289+0.019092i,0.0015874+0.018791i,0.0030324+0.0056548i,0.004746+0.0053666i,0.0043143+0.0086139i,0.00056644+0.019531i,-0.015747+0.023996i,-0.0067174+0.019753i,0.0022328+0.0021685i,-0.00095334+0.0016442i,0.002244+5.3477e-05i,0.00082366+0.0015447i,0.0017506-0.0014664i,0.00086589+5.0519e-05i,0.0012374+0.0016206i,0.002081-0.0010628i,-0.00052983+0.0032114i,-0.0012834-0.00061009i,0.0010576+0.0012658i,0.00048387+0.0011374i,0.00087147+4.397e-05i,0.00083929+0.0014189i,0.001826+0.0030818i,0.0029218-0.0018578i,0.00074749-0.00079395i,0.00088133+0.00050696i,2.451e-05+0.0011817i,-0.00013741+0.00043425i,0.00069654+0.00072321i,-0.00090749-0.0015674i,-0.00030378+0.00067087i,-0.00097638-0.00020714i,-0.00046079-0.00028918i,-0.00028129+0.00025406i,0.0038401-0.00045827i,0.0018634-0.0016997i,0.00019008+0.00025202i,-4.538e-05-0.00052275i,-0.0039946-0.0013584i,0.0023711+6.0634e-05i,0.00017575-0.00022198i,0.0032331+0.00071689i,7.8414e-05+0.00078017i,-0.018205-0.0011933i,-0.025578-0.01337i,-0.026347-0.022548i,-0.01765-0.003359i,-0.03773-0.0091714i,-0.021591-0.0068715i,-0.016402-0.0040922i,-0.02631+0.018533i,-0.010432-0.023912i,-0.014603-0.016505i,0.0080636-0.0053959i,0.0024384+0.00029851i,0.0060363-0.003829i,0.00049368-0.00063511i,-0.0017948+0.0011424i,0.015456+0.0032575i,0.0032027-0.0005962i,0.0036426-0.00057159i,-0.0033269+0.0020275i,0.00055951+0.0019033i,0.00078589-0.00040164i,-0.0034052+0.00091849i,-0.0043699-0.0036175i,0.00097679-0.0016175i,-0.0039126+0.0023246i,-0.00011346+0.0063101i,0.0019442+0.0015114i,0.0017204+0.0013715i,0.00048965+0.0018338i,0.00077799-0.00030349i,0.0023741+0.0047013i,-0.0025977-0.00016165i,0.0021421+0.0011854i,0.0022263+0.0025248i,0.00097298+0.00013955i,0.0024472-0.0034192i,0.0018555+0.00098879i,0.0016288+0.00294i,-0.00061997+0.00046317i,0.00066046+0.00025374i,-0.00061396+0.0010286i,0.00074763+0.001077i,0.002661-0.0014034i,0.001913-0.0047906i,-0.00092842-0.001226i,-0.024947-0.01162i,-0.01173-0.0015506i,-0.0065311+0.0061419i,0.0053998+0.0032631i,-0.0025409-0.002881i,0.0016423-0.0010534i,0.0014395+0.012072i
-0.012995-0.0010255i,-0.016428+0.020315i,0.0032991+0.016764i,0.0022562+0.0047364i,0.0043602+0.0044195i,0.0051492+0.007371i,0.0028425+0.018643i,-0.012057+0.025002i,-0.0044273+0.019858i,0.0026413+0.0012273i,-2.1721e-05+0.0017105i,0.0020518-0.00051362i,0.0012006+0.00084217i,0.00095169-0.0019958i,0.0008875-0.00031461i,0.0016251+0.0010216i,0.0017995-0.0018853i,0.00063064+0.0032253i,-0.001563-3.2491e-05i,0.001251+0.0008991i,0.00098129+0.0010521i,0.00075837-6.1461e-05i,0.0012422+0.00097182i,0.0026239+0.0028376i,0.0022536-0.0028493i,0.00019741-0.00085473i,0.00097413+0.00011802i,0.00033858+0.0011783i,-7.3867e-05+0.00024577i,0.00058241+0.00029732i,-0.0013658-0.0011726i,-6.1238e-05+0.00072405i,-0.00093774+7.9487e-05i,-0.000386-0.00029549i,-0.00015848+0.00026834i,0.0039646-0.0011779i,0.0013641-0.0024459i,0.00023414+0.00010904i,-0.00021221-0.0005972i,-0.0037252-0.00032114i,0.0013601-0.0013558i,0.00016107-6.2966e-05i,0.002752-8.9125e-05i,0.00012754+0.00083582i,-0.019098+0.0016005i,-0.025817-0.010153i,-0.028499-0.018623i,-0.017764-0.0023367i,-0.038317-0.0043023i,-0.022143-0.0049901i,-0.018195-0.0045156i,-0.024623+0.019086i,-0.013407-0.02371i,-0.017214-0.015388i,0.0069334-0.0055453i,0.0025071-0.00050441i,0.0010684-0.0030667i,5.7823e-05+0.00023455i,-0.0010089+0.0022984i,0.016115-0.0023519i,0.0037022-0.00095149i,0.0022792-0.0013016i,-0.0024575+0.0028016i,0.001799+0.0014957i,0.0012552-0.00071065i,-0.0032164+0.0020468i,-0.0060075-0.002867i,8.3183e-05-0.0018654i,-0.0027499+0.0026119i,0.0016627+0.0056227i,0.0022125+0.00031475i,0.0023409+0.00086047i,0.0014899+0.0011856i,0.00021037-0.00010874i,0.0036023+0.0027883i,-0.0018199+0.00084155i,0.0023893+0.00069964i,0.0029119+0.0014311i,0.00091267+9.0934e-05i,0.00069228-0.0035702i,0.0022356+0.00043623i,0.002489+0.0023197i,-0.0010516+0.0014413i,0.00040134+0.00068221i,0.00040788+0.001506i,0.00027499+0.00048306i,0.0021901-0.0027233i,0.00048816-0.0047205i,-0.0012927-0.00062941i,-0.0254-0.0088907i,-0.012306+0.0026369i,-0.0061955+0.0089135i,0.0030187+0.003242i,-0.0017405-0.0018754i,0.0019641-0.0012246i,0.0030298+0.011984i
-0.012478+0.00044549i,-0.013741+0.021504i,0.0041156+0.015059i,0.0015952+0.0044739i,0.0038365+0.003864i,0.0056638+0.0060374i,0.0047843+0.017711i,-0.0081298+0.025438i,-0.0019859+0.019877i,0.0026279+0.00023705i,0.0005523+0.0013767i,0.0017909-0.00093401i,0.0013731+0.00027543i,8.8083e-05-0.0018776i,0.00078706-0.00059085i,0.0017583+0.00037901i,0.0012006-0.0027314i,0.0016197+0.0026982i,-0.001524+0.00054944i,0.0014504+0.00054087i,0.0015861+0.00070758i,0.00074194-4.4078e-05i,0.0014179+0.00043955i,0.003732+0.0022176i,0.0013825-0.003761i,-7.2089e-05-0.00061417i,0.00087857-0.00026068i,0.00074947+0.00097495i,-0.00015073+3.1406e-05i,0.00037169+0.000151i,-0.0016542-0.00067603i,9.2056e-05+0.00063897i,-0.0009249+0.00039451i,-0.00059858-0.00049146i,-7.3777e-05+0.00023092i,0.003864-0.0021005i,0.00053239-0.0026666i,0.0002603-6.3688e-06i,-0.00048645-0.00056448i,-0.0033598+0.00038455i,0.00076065-0.00085187i,0.00030373-2.8048e-05i,0.0026557-0.00035762i,0.00035606+0.00090032i,-0.019638+0.0046214i,-0.02585-0.0079116i,-0.029233-0.014533i,-0.017976-0.00087633i,-0.037909+0.00029684i,-0.02235-0.0032926i,-0.020536-0.0038381i,-0.023172+0.020486i,-0.015673-0.02285i,-0.019378-0.013792i,0.006093-0.0061227i,0.0019211-0.001177i,0.0016794-0.0055422i,0.00019873+0.0011349i,0.00049003+0.0033136i,0.014244-0.0077256i,0.0050856-0.0023088i,0.0007366-0.00089868i,-0.0016177+0.0027284i,0.0025605+5.4462e-05i,0.0011654-0.0015029i,-0.0025103+0.0030464i,-0.0073492-0.0011124i,-0.00090509-0.001507i,-0.0015626+0.0035535i,0.002932+0.0045992i,0.001632-0.00070719i,0.0027712-3.0064e-06i,0.00082079+0.00181i,0.00012244+0.00028316i,0.0036334+0.001344i,-0.00085241+0.0013044i,0.0025706+0.00031008i,0.0029588+0.0002897i,0.0008932+9.4001e-05i,-0.00075031-0.0027505i,0.0026122-0.00044218i,0.0031615+0.0016036i,0.00025013+0.001619i,0.00059929+0.0011305i,0.00057262+1.7759e-05i,-8.1115e-05+0.00040025i,0.00072396-0.00341i,-0.0010548-0.0038719i,-0.0015225-6.4425e-05i,-0.025179-0.006593i,-0.011646+0.0067147i,-0.0045246+0.01135i,0.001454+0.0047102i,-0.00080118-0.0019081i,0.0015424-0.0017521i,0.0045379+0.01149i
-0.012292+0.0016234i,-0.010865+0.022642i,0.0048231+0.013811i,0.0014532+0.0044662i,0.0035732+0.003733i,0.0060586+0.0046879i,0.0066712+0.016584i,-0.0043166+0.02495i,0.00067159+0.019587i,0.0022826-0.00058217i,0.00085657+0.0010821i,0.0015565-0.0012837i,0.0014731-0.00039943i,-0.00023115-0.0013876i,0.00062161-0.00082992i,0.0016274-0.00029381i,0.00017006-0.0033319i,0.001997+0.0020374i,-0.0012584+0.0010469i,0.0016924+0.00012695i,0.0018723-0.0002644i,0.0008498-0.00013722i,0.0012614+3.1657e-05i,0.0043319+0.00064287i,-0.00018866-0.0047981i,-4.8063e-05-0.00036636i,0.00061712-0.00055939i,0.00092193+0.00052623i,-0.00055038+0.0001026i,0.00025969+0.00022632i,-0.0017993-5.5012e-05i,0.00024788+0.00060365i,-0.0008096+0.00076553i,-0.00082933-0.00014643i,-6.5942e-06+0.00022268i,0.0033027-0.0032304i,-0.00020787-0.0027913i,0.00017614-0.00013596i,-0.00075275-0.00029874i,-0.0031715+0.0010462i,0.00070378-0.00083779i,0.00035425-0.00016482i,0.0027918-0.00087462i,0.00055969+0.00082393i,-0.019173+0.007879i,-0.026196-0.0061307i,-0.028767-0.011164i,-0.017508+0.00067966i,-0.036434+0.0044147i,-0.02202-0.0016139i,-0.022402-0.0017214i,-0.021103+0.022625i,-0.018017-0.021965i,-0.021001-0.012484i,0.0056022-0.0065083i,0.0010354-0.001333i,-0.0010619-0.0053621i,0.00075546+0.001843i,0.0026219+0.0031587i,0.010007-0.011461i,-0.00098009-0.0012026i,3.4781e-05+0.00062783i,-0.00097995+0.0023246i,0.00238-0.0015058i,0.00072601-0.001946i,-0.0013784+0.003605i,-0.0080401+0.0015271i,-0.0012217-0.00081508i,8.8632e-05+0.0035834i,0.003928+0.0034282i,0.00075427-0.0010488i,0.0029513-0.001096i,0.0016257+0.0012495i,0.00017355+0.00060299i,0.0033355+0.00061518i,0.00017092+0.0012619i,0.0028598-0.00049648i,0.0028964-0.00054344i,0.00077773+4.278e-06i,-0.0011878-0.0016928i,0.0023072-0.0018821i,0.0035713+0.00035868i,0.00071806+0.00082497i,0.0011556+0.0012309i,0.00031666+0.00044163i,-8.3965e-05+0.00073773i,-0.00047106-0.0031265i,-0.0019902-0.0026227i,-0.0017396+0.00069926i,-0.024913-0.0046984i,-0.0095851+0.0095365i,-0.0020327+0.012157i,0.0013028+0.006648i,-0.0010851-0.0026883i,0.0013663-0.0016823i,0.0059354+0.010739i
-0.012099+0.0029831i,-0.0076389+0.02363i,0.0057255+0.012905i,0.001584+0.0041919i,0.0036621+0.0034476i,0.0062452+0.0030461i,0.0087246+0.015418i,-0.0012221+0.023695i,0.0033262+0.018373i,0.0017468-0.00099548i,0.0010589+0.0007523i,0.0012391-0.0015435i,0.0012551-0.0012821i,-0.00029496-0.0010736i,0.00038135-0.0010232i,0.0013558-0.00071485i,-0.0010119-0.0032577i,0.0024268+0.0014301i,-0.00084869+0.001487i,0.0018104-0.00044371i,0.0013707-0.0011154i,0.00093603-0.00039791i,0.0010478-0.00023422i,0.0037944-0.00066268i,-0.0028774-0.0032713i,0.00017254-0.00040419i,0.00025376-0.00071843i,0.00075264+3.9259e-05i,-0.00026941+0.00067481i,0.00029731+0.00036978i,-0.0016984+0.00058234i,0.00051649+0.00050668i,-0.00047873+0.0011224i,-0.00074591+8.855e-05i,7.802e-05+0.00017322i,0.0022836-0.0041241i,-0.001077-0.0030363i,7.1682e-05-0.00019465i,-0.00073075+5.7979e-05i,-0.0028059+0.0019613i,0.00057476-0.00081396i,0.00026807-0.00030371i,0.002832-0.001727i,0.00080895+0.00069323i,-0.018252+0.010896i,-0.026759-0.0042527i,-0.028097-0.008859i,-0.016803+0.0018373i,-0.034215+0.007769i,-0.02118-0.00062108i,-0.023281+0.0012832i,-0.017827+0.024404i,-0.020242-0.020721i,-0.023057-0.01111i,0.0053995-0.0067951i,0.00019844-0.00096825i,-0.0028765-0.0038121i,0.0014412+0.0018788i,0.0042511+0.0019557i,0.005377-0.012693i,0.00099382-0.0021689i,0.00047323+0.0020944i,-0.00088555+0.0019807i,0.0014563-0.0025719i,0.00021666-0.0023002i,-0.00022491+0.0036106i,-0.0072059+0.004108i,-0.0011935-0.00029263i,0.0012781+0.0029475i,0.0042548+0.0021217i,0.00012714-0.0010348i,0.0023004-0.0023459i,0.0017264+0.00020424i,0.00049256+0.0012363i,0.0031353-1.9345e-05i,0.0010817+0.00044375i,0.0025684-0.0014484i,0.0024839-0.0011623i,0.00074577+9.832e-05i,-0.0008375-0.00083468i,0.00075842-0.0029943i,0.0032786-0.0011153i,0.00029498+0.00035804i,0.0016041+0.00096282i,0.00027543+0.00056054i,3.7974e-05+0.00063101i,-0.0010841-0.0026573i,-0.0022656-0.0011128i,-0.0013715+0.0016735i,-0.024872-0.002928i,-0.0080694+0.011244i,-0.0004836+0.011821i,0.0022846+0.0076736i,-0.0020267-0.0026636i,0.0010141-0.0017791i,0.006963+0.0092924i
-0.011674+0.0045432i,-0.0040837+0.023922i,0.0069578+0.011813i,0.0016538+0.0038565i,0.0036971+0.0028979i,0.0058708+0.0013011i,0.010722+0.013688i,0.0011755+0.022453i,0.0054993+0.016623i,0.0011897-0.0011407i,0.0009821+0.00051261i,0.00091473-0.0017306i,0.00058582-0.0018649i,-0.00026692-0.0008637i,7.3785e-05-0.001045i,0.0010695-0.00082687i,-0.0017496-0.0026706i,0.0025502+0.00084982i,-0.00027068+0.0017828i,0.001616-0.0010185i,0.00052737-0.00143i,0.00091527-0.00058183i,0.00092135-0.00042438i,0.0033262-0.0013187i,-0.0031356-0.0018554i,0.00025136-0.00051957i,6.8641e-05-0.0005609i,0.00046951-0.00012845i,0.00014226+0.00064558i,0.00050394+0.00037857i,-0.001563+0.00098821i,0.00067508+0.00039819i,-1.5351e-05+0.0012518i,-0.00082626+0.00018895i,0.00010833+0.00012363i,0.00086408-0.0046892i,-0.0018859-0.0026825i,-3.5513e-05-0.00018166i,-0.00057073+0.0002332i,-0.0020335+0.0027392i,0.00034962-0.0008277i,0.00013818-0.00036053i,0.0023247-0.0025162i,0.0010203+0.00060355i,-0.016364+0.013517i,-0.027571-0.0017071i,-0.027367-0.0069708i,-0.016166+0.0029592i,-0.032065+0.010014i,-0.02062-0.00025403i,-0.022746+0.0044739i,-0.014101+0.025017i,-0.022151-0.019162i,-0.025302-0.0086702i,0.0044351-0.0046117i,-0.00038808-0.00020872i,-0.003626-0.0015572i,0.0019664+0.0016782i,0.0053209+0.00043513i,0.0010238-0.011923i,0.0004578-0.0020285i,0.0018184+0.0029955i,-0.00089482+0.0019745i,0.00067337-0.0027207i,-0.00044773-0.0026552i,0.00090025+0.0032253i,-0.0057717+0.0056097i,-0.0014341-1.8593e-06i,0.002068+0.0021211i,0.0047792+0.0014072i,-0.00054334-0.00088257i,0.00089186-0.0028256i,0.0011563-0.00035625i,0.001453+0.0013392i,0.0027223-0.0005782i,0.00065026-0.0005928i,0.0016299-0.002065i,0.001772-0.0017302i,0.0013236+0.00052134i,-0.00012066-0.00038534i,-0.00091951-0.0024497i,0.0013048-0.0018146i,-0.00023139+0.00041099i,0.001869+0.00055323i,-0.00032886-0.00039836i,0.00028439+0.00027098i,-0.0016073-0.0023463i,-0.0016082+0.00026627i,-0.00081539+0.0021489i,-0.024732-0.001059i,-0.0066455+0.013368i,0.00026959+0.011627i,0.0033475+0.0080227i,-0.002937-0.0017468i,0.0006352-0.0017376i,0.0074374+0.0076957i
