-0.024338-0.039203i,-0.012181-0.048391i,-0.017735-0.044771i,-0.030907-0.035322i,-0.029888-0.016414i,-0.050342-0.02777i,-0.05671-0.026917i,-0.043888-0.037514i,-0.029487-0.036325i,0.0070247+0.012593i,-0.0052843+0.015955i,-0.0047026+0.014144i,0.0098653+0.021667i,0.0004626+0.0042838i,0.0033792+0.0033342i,0.0063003+0.018048i,0.025579+0.038442i,-0.0025106-0.00087505i,-0.0044339-0.005859i,0.0080002+0.0015629i,-9.7706e-05-0.00084177i,-0.0010959+0.0013671i,0.00015435-0.000438i,-0.030171-0.0036939i,-0.0013042-0.0057525i,0.0012864+0.0047374i,0.003582-0.00019995i,-0.00060535+0.00052907i,0.00054943-0.00063657i,-0.00037104-0.002552i,-0.0017887-0.0061273i,-0.0045726-0.0042651i,-0.0017553-0.0047347i,0.002167-0.0007825i,0.0022807-0.0028701i,0.0024318+0.025705i,0.0019713-0.0026317i,0.0028223+0.000454i,0.0060414+0.00091333i,-0.01036-0.0041735i,-0.0029234+0.00089322i,0.0067601+0.0015144i,0.0050648+0.00042337i,-0.0039759+0.0057471i,0.0011003-0.0088025i,-0.012233+0.017691i,0.036003-0.09052i,0.012456-0.070015i,-0.015845-0.05972i,-0.016213-0.055523i,0.040268-0.045779i,0.017179-0.062519i,0.034309-0.054848i,0.029869-0.060316i,0.015502-0.013431i,0.0045659+0.016372i,0.016485-0.02639i,-0.011475+0.0057863i,-0.00037738+0.00546i,-0.005068-0.0018742i,-0.002255-0.029188i,-0.023831+0.031928i,0.010064-0.011221i,-0.013085-0.0024406i,-0.00011192-0.0049438i,-0.0010666-0.015943i,-0.0073208+0.0040327i,0.005066+0.0067015i,-0.0084937+0.031017i,0.004901+0.0060619i,-0.0050445-0.00070829i,-0.0031757-0.00052754i,-0.012064-0.0075648i,-0.0008918-0.0042357i,-0.029973+0.0063621i,-5.1265e-05-0.010061i,-0.0095531-0.0018449i,-0.0068284-0.002755i,0.0069626+0.0026617i,-0.0078284+0.0012076i,-0.00019808+0.00053432i,0.005912+0.01075i,0.0042927+0.0014101i,-0.0092492-0.0099281i,0.0028877+0.0079619i,-0.021425+0.0063686i,0.0084562+0.00060042i,-0.02889-0.0040683i,-0.042166+0.0019772i,0.020158-0.09623i,-0.0020152-0.012572i,-0.053092-0.021818i,-0.023386+0.00027383i,0.01799+0.010682i,-0.024944+0.013433i,-0.018377-0.012701i
-0.012752+0.012354i,-0.03607+0.0082833i,-0.016575+0.020495i,-0.013612+0.016722i,-0.0060116+0.025513i,0.0033564+0.01255i,0.0036741+0.012311i,-0.00078203+0.018807i,-0.012499+0.016328i,-0.0010321+0.0020567i,3.5808e-06-0.00083747i,-0.0006694+0.0016676i,-0.0020542+0.0012438i,0.0026904+0.00072266i,0.00046434+0.00050951i,0.00061098+0.0014061i,0.00043123+0.0017716i,-0.0017917+0.00083186i,-0.0006639-0.0001301i,-0.00073145+0.0019317i,7.6476e-05+0.00073926i,0.0010498+0.001065i,0.00017939+0.0004866i,0.0012215+0.0035528i,-0.00023271-0.00070384i,-0.00043634+0.00040617i,-0.0012016+0.00054412i,-0.000826+0.000376i,-0.00049351-0.00012872i,-0.00046723+0.0011241i,0.00012794-0.0013359i,-0.00016553+0.00016541i,-0.00057074-9.5872e-05i,4.9059e-05-0.0010024i,0.00010973-0.00048658i,0.0026559+0.0032268i,0.00058024+0.00067017i,8.0115e-05+0.00078497i,0.00049931+0.0010935i,0.0016954-0.00082324i,-0.00012001+0.00075394i,0.00071008+0.0012022i,0.0008869+0.00013273i,0.00014075+0.00015898i,-0.021262+0.00042584i,-0.02447-0.029518i,-0.0095062-0.041507i,-0.023603-0.032703i,-0.026695-0.03461i,-0.024585-0.015764i,-0.028032-0.011637i,-0.025535+0.0088682i,-0.0094859-0.024678i,-0.010505-0.016057i,0.010236+0.0055827i,0.0040546+0.0019252i,0.0038732-0.002446i,0.0061088-0.0013272i,-9.0455e-05-0.0016783i,-0.0032963+0.0084797i,0.0011991-0.0011432i,0.0026043+0.0040434i,-0.0025253-0.0024976i,-0.0013002-0.00046666i,0.00090151+0.0011918i,-0.0020558-0.00037459i,-0.00084951-0.001738i,0.00074366+0.0030105i,-0.003952-0.0036665i,-0.0054335+0.00082412i,-0.0029924+0.0019164i,0.00057317+0.0011408i,-0.00015182-0.00013229i,0.0013505+0.0010427i,-0.0046377-0.00057535i,0.0012921-0.0036085i,0.0012075+0.0018629i,-0.002737+0.00082268i,0.00099295+0.00032561i,0.0046255+0.00074374i,0.00039757+0.0013022i,-0.0020793+0.00038186i,-0.00059248+6.5073e-05i,0.0027846+0.0033211i,-0.00078816-0.00060225i,9.4027e-05+0.0033532i,0.0014793+0.002622i,0.0043171-0.00062379i,-0.001143-0.0014269i,-0.02736-0.036685i,0.006247-0.0075308i,0.0059614-0.0004326i,0.0097788+0.013254i,0.00023243-0.009752i,0.0029069-0.0017966i,-0.0022349+0.012314i
-0.011169+0.013488i,-0.033763+0.013984i,-0.012818+0.021576i,-0.01052+0.017491i,-0.0019919+0.024918i,0.0043387+0.011313i,0.0050817+0.011018i,0.0019358+0.017258i,-0.0097173+0.017654i,-0.00064227+0.0023843i,-0.00056237-0.00054955i,0.00014773+0.0020145i,-0.0014842+0.001641i,0.0032166-0.0002492i,0.00083771+0.00021196i,0.0008568+0.0012223i,0.0013174+0.0015744i,-0.0014917+0.0013743i,-0.0008148+0.00034938i,9.9327e-05+0.0021017i,8.1287e-05+0.0006996i,0.0013618+0.0005864i,0.00015678+0.00053496i,0.0018985+0.003313i,-0.00041507-0.00030326i,-0.00014786+0.00046052i,-0.00078041+0.0010786i,-0.00058178+0.0007165i,-0.00031208+9.0099e-05i,-5.3283e-05+0.00093509i,-0.00028563-0.0015041i,-0.00019991+0.00043482i,-0.00056369+0.00020206i,-0.0004317-0.0010115i,-0.00011312-0.00054272i,0.0035173+0.0021903i,0.00081591+0.00030778i,0.00029568+0.00075398i,0.00073315+0.00066484i,0.0012334-0.0011328i,0.00020342+0.00086792i,0.0010869+0.00076662i,0.00096222-0.00014772i,8.7124e-05+0.00030361i,-0.021721+0.0028711i,-0.028878-0.026274i,-0.014057-0.042119i,-0.02743-0.030143i,-0.032034-0.031463i,-0.025339-0.013807i,-0.027363-0.0087278i,-0.022615+0.010202i,-0.011743-0.025584i,-0.011411-0.015864i,0.011006+0.0021342i,0.0043805+0.0014988i,0.0037779-0.0018621i,0.0054995-0.0027788i,-0.00092988-0.0020054i,2.7899e-05+0.0097566i,0.00022104-0.0009033i,0.0041687+0.0031917i,-0.003359-0.0023854i,-0.0016674+0.00031606i,0.001606+0.001032i,-0.002206-0.00023033i,-0.00075443-0.0018669i,0.0021145+0.0018849i,-0.0047715-0.0018754i,-0.0058836+0.0026258i,-0.0020947+0.0031411i,0.00052966+0.00088108i,-0.00045772+0.0003147i,0.0012451+0.00061068i,-0.0044804+0.001593i,1.7691e-05-0.0037126i,0.0015634+0.0011148i,-0.0017855+0.0023829i,0.00094305+0.00032112i,0.0047294-0.00023927i,0.00038127+0.001063i,-0.0018202+0.0012369i,-0.00074818+0.00011178i,0.0026579+0.0017748i,-0.0011277-0.00045303i,0.0010085+0.0029665i,0.0023793+0.002068i,0.0041461-0.0020653i,-0.0011881-0.00098381i,-0.03121-0.032825i,0.00031403-0.0071885i,0.0035577-0.00079705i,0.011207+0.0097961i,-0.0012698-0.0089243i,0.0023518-0.0025157i,-0.0013604+0.012455i
-0.0093683+0.014657i,-0.03006+0.018877i,-0.0094036+0.021966i,-0.0076794+0.017458i,0.0017322+0.02363i,0.005063+0.010233i,0.0062254+0.009505i,0.0037271+0.015438i,-0.0067415+0.018435i,6.3828e-07+0.0025876i,-0.00066803-6.1634e-05i,0.0010279+0.0016333i,-0.00086197+0.0019535i,0.0029981-0.0013898i,0.0010093-0.00032126i,0.0010702+0.0010507i,0.0022576+0.0010585i,-0.00097865+0.001846i,-0.00046013+0.00078135i,0.0008448+0.0017529i,9.9221e-05+0.00085402i,0.0013506+4.198e-05i,0.00024187+0.00065502i,0.0025839+0.0027996i,-0.00026697-0.00010497i,8.309e-05+0.00032289i,-0.00014397+0.0012373i,-0.00024887+0.00086528i,-0.00014673+0.00014261i,0.00017698+0.00071722i,-0.0008999-0.0014311i,-6.5375e-06+0.00060685i,-0.00049875+0.00040686i,-0.00086752-0.00079023i,-0.00042269-0.00047317i,0.0039673+0.0011035i,0.00077048-4.5356e-05i,0.0006111+0.00063312i,0.00078702+0.00032588i,0.00081741-0.0010929i,0.00045866+0.00077757i,0.0010675+0.00015052i,0.00085965-0.00054268i,0.00041733+0.00029326i,-0.02163+0.0058468i,-0.032368-0.021647i,-0.020072-0.041766i,-0.031213-0.026441i,-0.037233-0.026993i,-0.02664-0.012407i,-0.026385-0.0063312i,-0.020299+0.010704i,-0.014768-0.025325i,-0.012898-0.015947i,0.010225-0.00063544i,0.0048517+0.00080709i,0.0043712-0.0019025i,0.004162-0.0041065i,-0.0020527-0.0015071i,0.003621+0.0095998i,-0.0001318-6.4393e-05i,0.0048533+0.0018827i,-0.0044295-0.0015928i,-0.0011022+0.0010631i,0.0019873+0.00031464i,-0.0025233+0.00012353i,-0.0010378-0.0021319i,0.0022738+0.00049138i,-0.0046282-5.9869e-05i,-0.0049205+0.0050097i,-0.00066836+0.0037081i,0.0003962+0.00097146i,-0.00048131+0.000649i,0.0012499+0.00050336i,-0.0034366+0.003107i,-0.0014563-0.0033512i,0.0014644+0.00079876i,-0.00021091+0.0031056i,0.0010423+0.00029824i,0.0042311-0.0012331i,0.00043183+0.0013417i,-0.0013307+0.002013i,-0.00058987+0.00016391i,0.0019651+0.0010111i,-0.001459-3.1198e-05i,0.0021225+0.00215i,0.0031355+0.0011556i,0.0033126-0.002855i,-0.0014585-0.00058852i,-0.034283-0.028893i,-0.0048557-0.0048067i,0.00087646+3.304e-05i,0.011013+0.0059602i,-0.0026918-0.0076667i,0.0013363-0.0025452i,-0.0008459+0.012801i
-0.0073885+0.015595i,-0.025587+0.022127i,-0.0062175+0.021826i,-0.0054492+0.016941i,0.0047461+0.021568i,0.0058193+0.0092692i,0.0069121+0.0076865i,0.0050856+0.013926i,-0.003742+0.018335i,0.000731+0.0025002i,-0.00054456+0.00024047i,0.0013396+0.00095221i,-0.00014848+0.0020156i,0.0024287-0.0021922i,0.0007878-0.00072783i,0.0013302+0.00084961i,0.0029189+4.6825e-05i,-0.00036017+0.0020471i,-2.8886e-05+0.00063738i,0.0012803+0.0011521i,0.00037139+0.0011267i,0.0010418-0.00034402i,0.00049603+0.00071839i,0.0032126+0.0020832i,-0.00017456-0.00018163i,0.00013821+8.9389e-05i,0.0003793+0.0010759i,0.00012705+0.00096234i,2.3882e-05+0.00010007i,0.00033116+0.00042301i,-0.0014924-0.0010916i,0.00019009+0.00063681i,-0.0003598+0.00064956i,-0.0012099-0.00036149i,-0.00062333-0.00020601i,0.0041419+3.6518e-05i,0.00057272-0.00023606i,0.00083025+0.00034961i,0.00083488+8.5001e-05i,0.00071617-0.00085633i,0.00060721+0.00063589i,0.00080601-0.00020747i,0.00065175-0.00076716i,0.0005741-0.0001654i,-0.021091+0.0088008i,-0.034257-0.016655i,-0.026449-0.039395i,-0.033915-0.021912i,-0.040753-0.02099i,-0.028575-0.010426i,-0.025318-0.0048371i,-0.018411+0.01081i,-0.017266-0.024364i,-0.015172-0.015814i,0.0086849-0.002353i,0.0051225-5.6422e-05i,0.0049378-0.0026749i,0.002278-0.0045252i,-0.0025492-0.00034831i,0.0067694+0.0080549i,0.00011638+0.00060134i,0.0050053+0.00056349i,-0.0048887-0.00022038i,-0.00012795+0.0011644i,0.0020836-0.00038539i,-0.0026198+0.00064977i,-0.0017612-0.0023794i,0.001991-0.00051327i,-0.0039996+0.0011302i,-0.0027355+0.0063834i,0.00075268+0.0036263i,0.00063169+0.0012951i,-0.00044218+0.0011687i,0.0014252+7.4352e-05i,-0.001958+0.0040377i,-0.0027375-0.0020458i,0.0015731+0.00064414i,0.0012024+0.0028236i,0.00097965+0.00012844i,0.0036384-0.0021845i,0.0011171+0.0016514i,-0.00047036+0.0025281i,-0.0007726+0.00017879i,0.0013382+0.00074699i,-0.0013369+0.00061139i,0.0023818+0.00059388i,0.0035054+5.1448e-05i,0.002308-0.0034825i,-0.0015688+0.00017964i,-0.036769-0.024897i,-0.0082776-0.00042062i,-0.0010238+0.0018371i,0.0089524+0.0029751i,-0.0035117-0.0061974i,0.00073841-0.0019158i,0.00010904+0.013435i
-0.0050396+0.016348i,-0.021686+0.024112i,-0.0035887+0.0214i,-0.0038608+0.016353i,0.0069907+0.01928i,0.0065998+0.0081038i,0.0069847+0.005926i,0.0063079+0.012442i,-0.0012647+0.017752i,0.0013826+0.0021911i,-0.00029707+0.00044743i,0.0013749+0.0004858i,0.00052216+0.001792i,0.0017301-0.0028123i,0.00055567-0.00096885i,0.0016051+0.00047013i,0.0031252-0.0011994i,0.00023767+0.0020361i,-4.6898e-05+0.00041597i,0.0013261+0.00057918i,0.00092231+0.0011477i,0.00075239-0.00057266i,0.00078116+0.00058014i,0.0036879+0.0011511i,-0.0002595-0.00025101i,-3.5157e-05-0.00014947i,0.00068602+0.00076678i,0.00051174+0.00079966i,0.00010099+2.7026e-06i,0.00018017+0.00020182i,-0.0019688-0.00046226i,0.00042751+0.00052889i,-3.864e-05+0.00076833i,-0.0012648+0.00019675i,-0.00067325+0.00010283i,0.0041336-0.00092819i,0.00049761-0.00034202i,0.00092047+1.5244e-05i,0.00086127-0.00017201i,0.00088823-0.00077909i,0.00082247+0.00051006i,0.00049149-0.00025203i,0.00032977-0.00087904i,0.00019876-0.00048837i,-0.019965+0.011587i,-0.035101-0.011858i,-0.031731-0.035197i,-0.035398-0.017698i,-0.04283-0.01494i,-0.03046-0.0075761i,-0.025079-0.0037282i,-0.017069+0.010762i,-0.019526-0.023169i,-0.017388-0.015084i,0.0073513-0.003074i,0.0052496-0.0011351i,0.0050861-0.0042491i,0.0007269-0.0041759i,-0.0025152+0.00095847i,0.0092974+0.0056041i,0.00061811+0.00090332i,0.0044813-0.00096307i,-0.0047478+0.0011311i,0.00045046+0.00057929i,0.0021094-0.00098595i,-0.0025408+0.0012706i,-0.0026195-0.0024804i,0.0017022-0.0012898i,-0.0032974+0.001912i,-0.00058255+0.0066363i,0.0020458+0.0030006i,0.0013386+0.0013995i,0.00011318+0.0014587i,0.0010126-0.00035057i,-0.00031874+0.0043394i,-0.0028571-0.00038342i,0.0016801+0.00035999i,0.0021068+0.0020271i,0.00091734+8.8463e-05i,0.0026513-0.0029143i,0.0018547+0.0011128i,0.00059578+0.0025689i,-0.00091694+0.00059101i,0.00096254+0.00092463i,-0.0011424+0.0010155i,0.0017317-0.00055053i,0.0035486-0.0013978i,0.0010272-0.0037516i,-0.0012367+0.00086354i,-0.038854-0.021024i,-0.0093199+0.004074i,-0.0018246+0.0040289i,0.0060979+0.0016547i,-0.0036499-0.0046382i,0.00084184-0.0013547i,0.0014941+0.013817i
-0.0023093+0.016583i,-0.017972+0.025817i,-0.0011396+0.020683i,-0.0026765+0.016082i,0.0085718+0.016954i,0.0071081+0.0067092i,0.0067717+0.0043998i,0.0072808+0.010949i,0.00084401+0.016955i,0.0019213+0.001677i,2.7126e-05+0.00034683i,0.0013827+9.9503e-05i,0.0010263+0.0013052i,0.00074746-0.0031613i,0.00024816-0.0010922i,0.0017437+1.4209e-05i,0.0028462-0.0025244i,0.00080144+0.0018788i,-2.7093e-05+0.00049602i,0.0013197+0.00019867i,0.0013766+0.00084326i,0.00033439-0.00061761i,0.00098958+0.00031764i,0.0037521-3.6998e-05i,-0.00042507-0.00020366i,-0.0002838+3.6207e-05i,0.00085277+0.00039499i,0.00082821+0.00057785i,8.3047e-05-0.00018827i,-7.387e-05+0.00017616i,-0.002117+0.00040025i,0.00056246+0.00034341i,0.00028638+0.00062618i,-0.0011123+0.0006522i,-0.00059496+0.00040418i,0.0038305-0.0018573i,0.00050644-0.00055611i,0.00088184-0.00029535i,0.0007905-0.00047285i,0.001115-0.0011259i,0.00097142+0.00025473i,0.00040581-9.5306e-05i,0.0001013-0.00086348i,-5.2941e-05-0.00036125i,-0.018653+0.014315i,-0.034921-0.007745i,-0.035341-0.030229i,-0.036807-0.01392i,-0.043652-0.0088069i,-0.031494-0.0040767i,-0.025217-0.0023302i,-0.016355+0.010619i,-0.021924-0.021832i,-0.019618-0.013565i,0.0066217-0.0035111i,0.0049315-0.0023064i,0.0040022-0.0061717i,-0.00056861-0.0034179i,-0.0020195+0.0020709i,0.010669+0.0021092i,0.0011022+0.00091517i,0.0029549-0.0018816i,-0.0040525+0.0023354i,0.00068133-2.3704e-05i,0.0020657-0.0018561i,-0.0022276+0.0019482i,-0.0038408-0.0020656i,0.0010134-0.0019667i,-0.0024881+0.0025549i,0.0013786+0.0062235i,0.0029122+0.0017939i,0.0019295+0.00088551i,0.00062678+0.0014965i,0.00042872-0.00031609i,0.0011485+0.0038909i,-0.0021785+0.00090949i,0.0016893+0.00014175i,0.0024869+0.0012521i,0.00090862+3.4935e-05i,0.0012115-0.003067i,0.002289+0.00035819i,0.0013134+0.0022326i,-0.00063661+0.00091009i,0.00095398+0.0013111i,-0.00079181+0.0014937i,0.00089009-0.0010076i,0.0027642-0.0029196i,8.3377e-05-0.0032953i,-0.00070063+0.0012285i,-0.040704-0.016669i,-0.0089902+0.0081309i,-0.0015092+0.0063762i,0.0033923+0.0019248i,-0.0031188-0.0034312i,0.0013611-0.0011413i,0.0029875+0.013792i
0.00016355+0.015897i,-0.014344+0.027189i,0.00078167+0.019988i,-0.0013853+0.016183i,0.0096023+0.014827i,0.0073311+0.0054186i,0.006252+0.0032612i,0.0083302+0.009364i,0.0029352+0.01612i,0.0022458+0.0010372i,7.1031e-05+0.00016363i,0.0013419-0.0002553i,0.0013605+0.00079796i,-0.00032199-0.0029571i,-2.7996e-05-0.0010531i,0.0017458-0.0004651i,0.0019906-0.0036992i,0.0012768+0.0015393i,9.4182e-05+0.00053395i,0.0012797-0.00013255i,0.0017565+0.0003201i,9.9152e-05-0.00042149i,0.0010711-4.7418e-05i,0.0033998-0.0011642i,-0.0004789-4.8895e-05i,-0.00019927+0.00035848i,0.00080031+1.4183e-05i,0.0010067+0.00020646i,-0.00014554-0.00027608i,-0.00013868+0.00038954i,-0.0018492+0.0012676i,0.00055668+0.00015027i,0.00045459+0.00041813i,-0.00083221+0.0010738i,-0.00038167+0.00070598i,0.0033101-0.002626i,0.00026178-0.0008254i,0.00076538-0.00062894i,0.00056895-0.00080436i,0.0009458-0.00181i,0.00095745-8.2247e-05i,0.00053511-0.00011014i,-0.00013494-0.00074831i,-4.8002e-05-0.00029362i,-0.016635+0.016972i,-0.034748-0.0045061i,-0.037508-0.025216i,-0.038091-0.0096074i,-0.043253-0.0029632i,-0.032033-0.00053859i,-0.025563-0.00065369i,-0.016196+0.011073i,-0.02374-0.019879i,-0.021256-0.011655i,0.0060067-0.0040275i,0.0040685-0.0033651i,0.0018055-0.0071948i,-0.0012355-0.0022227i,-0.00097306+0.0031638i,0.01023-0.0015916i,0.001816+0.00066467i,0.0012685-0.0015966i,-0.0030567+0.0028448i,0.00058559-0.0010374i,0.0013334-0.0028653i,-0.001605+0.0025476i,-0.0047811-0.00099934i,-5.8031e-05-0.0021255i,-0.0014976+0.0030337i,0.0028618+0.0053446i,0.0030227+0.00039771i,0.0022805+0.00025332i,0.0011502+0.0012221i,0.00029957+3.7285e-05i,0.0021324+0.0031265i,-0.0012055+0.0015318i,0.0018502-3.5737e-05i,0.0026905+0.00056115i,0.0010608-8.1805e-05i,7.0682e-05-0.0024222i,0.0023736-0.00056931i,0.0021225+0.0016781i,-9.9236e-05+0.0008958i,0.001413+0.0015168i,-9.6734e-08+0.0018455i,0.00021299-0.0010994i,0.0011977-0.0037039i,-0.00065391-0.0027189i,-0.00024334+0.0013934i,-0.041938-0.012755i,-0.007299+0.011738i,-6.6026e-05+0.0081816i,0.0016206+0.0036i,-0.0024042-0.0030563i,0.0015953-0.0014685i,0.0044212+0.01349i
0.0020116+0.014858i,-0.01055+0.028392i,0.0027497+0.019499i,0.00038602+0.016252i,0.010481+0.013045i,0.0074771+0.0041267i,0.0057195+0.0024197i,0.0091742+0.0074045i,0.0049167+0.014892i,0.0022413+0.00040757i,-6.1661e-05+0.0001372i,0.001288-0.0005901i,0.0015921+0.00014569i,-0.0009554-0.0023202i,-0.00018607-0.00097375i,0.0016024-0.0009444i,0.00056864-0.0043276i,0.0016035+0.0010136i,0.0001718+0.00047757i,0.0012679-0.00047628i,0.0018088-0.00046635i,6.4778e-05-0.00023552i,0.0009409-0.00038715i,0.0026634-0.0019001i,-0.00045227+0.00013623i,0.00019872+0.0005352i,0.00061425-0.00026128i,0.00099492-0.00030017i,-0.00031991-0.00015946i,-3.2265e-05+0.0006018i,-0.0011613+0.0018971i,0.00055391+5.0671e-05i,0.00049612+0.0002402i,-0.00031032+0.0013437i,7.9774e-05+0.00089883i,0.0026033-0.0033627i,-0.00015916-0.00089503i,0.00046389-0.00089539i,0.00012411-0.00096153i,0.00016495-0.0024151i,0.00087177-0.00035077i,0.00059817-0.00028096i,-0.00015021-0.0005815i,-3.7168e-05-0.000288i,-0.014151+0.019254i,-0.034648-0.0013711i,-0.038576-0.020829i,-0.038399-0.004948i,-0.041457+0.0020467i,-0.031788+0.0034734i,-0.025803+0.0014936i,-0.015612+0.012222i,-0.025139-0.018316i,-0.022701-0.01015i,0.0056065-0.0047961i,0.0027634-0.003833i,-0.00053256-0.0067592i,-0.0011967-0.0010537i,0.00078725+0.0035058i,0.0082283-0.0043632i,0.0019516-0.00018373i,0.00050075-0.00019998i,-0.0022327+0.003005i,-0.00034328-0.0016824i,0.00024718-0.0033232i,-0.00066472+0.0028112i,-0.005229+0.000534i,-0.00087222-0.0017552i,-0.0004622+0.0030874i,0.0039635+0.0041948i,0.0026538-0.00068532i,0.0024209-0.00051267i,0.0014721+0.0008144i,0.00032675+0.00024193i,0.0028464+0.0024523i,-0.00017496+0.0016638i,0.0020574-0.00065916i,0.0027658-0.000103i,0.00094901-0.00030345i,-0.00024598-0.0015473i,0.0019951-0.001697i,0.0025082+0.00070462i,-3.52e-05+0.00065474i,0.0019664+0.0011837i,0.00085042+0.001863i,-0.00020429-0.0009248i,-0.00017322-0.003428i,-0.0013537-0.0021415i,0.00014831+0.0016231i,-0.043241-0.0087933i,-0.0045145+0.013653i,0.0018479+0.0084701i,0.0014255+0.0058826i,-0.0027351-0.003479i,0.0015444-0.0017803i,0.0060096+0.012938i
0.003525+0.01389i,-0.0063885+0.029195i,0.0049209+0.018932i,0.0024226+0.015892i,0.011414+0.011133i,0.0073795+0.0026796i,0.0053579+0.0018063i,0.0094493+0.0052495i,0.0067774+0.013362i,0.0020794-6.6584e-05i,-0.00018722+0.00023595i,0.0011756-0.00093438i,0.0014977-0.0006607i,-0.0012154-0.0016853i,-0.00031963-0.00095454i,0.0013337-0.0013282i,-0.00086902-0.0041865i,0.001676+0.0004481i,0.000154+0.00060791i,0.0011011-0.00086488i,0.0013461-0.0011521i,0.00011357-0.00012943i,0.00071523-0.00055386i,0.0019998-0.0021022i,-0.00030484+0.00027495i,0.00064443+0.0002865i,0.0003719-0.00043948i,0.00062177-0.00074679i,-0.0003457+3.045e-05i,0.00025928+0.00074263i,-0.00028631+0.0021417i,0.00067219-8.6775e-05i,0.00056607+8.0277e-05i,0.00027465+0.0013029i,0.00055079+0.00074086i,0.0016472-0.0039498i,-0.00046385-0.0007106i,8.9139e-05-0.00099313i,-0.00032803-0.00085756i,-0.00096994-0.0023976i,0.00069028-0.00055709i,0.00045932-0.0004751i,-7.5909e-05-0.0004783i,4.1243e-05-0.0003286i,-0.011167+0.020967i,-0.034632+0.00191i,-0.039362-0.017141i,-0.037997-0.00076777i,-0.039353+0.0060392i,-0.030195+0.0071101i,-0.025602+0.0042559i,-0.014407+0.013722i,-0.026386-0.01644i,-0.024461-0.0081732i,0.005017-0.0059618i,0.0015667-0.0036686i,-0.0022372-0.0055994i,-0.00081376-0.00052302i,0.0022576+0.0029986i,0.0056981-0.0057264i,0.0014375-0.00077414i,0.00075597+0.0012196i,-0.0016786+0.003019i,-0.0012905-0.001414i,-0.00095362-0.0033289i,0.00020767+0.0026917i,-0.0048876+0.0021913i,-0.001294-0.0010909i,0.00050134+0.0028859i,0.0046842+0.0030669i,0.0019193-0.0015101i,0.0021438-0.0014392i,0.0013692+9.1927e-05i,0.00053452+0.00061225i,0.0033981+0.0015652i,0.00089761+0.0011012i,0.00178-0.0014485i,0.0027019-0.00093967i,0.00088209-0.00026766i,-0.00010792-0.00081155i,0.00069462-0.0026268i,0.0022477-8.9152e-05i,-0.0002967+0.00055253i,0.0022874+0.00064801i,0.0016546+0.0013913i,-0.00049608-0.00069168i,-0.00097757-0.0028423i,-0.0016997-0.00068271i,0.00066994+0.0017852i,-0.044356-0.0043567i,-0.0025537+0.01412i,0.0027944+0.0077921i,0.0024883+0.007253i,-0.0036959-0.003088i,0.0012612-0.002168i,0.0073593+0.011826i
0.0049623+0.012975i,-0.0019162+0.02922i,0.0071632+0.017929i,0.0043828+0.015032i,0.012041+0.0089573i,0.006877+0.0013025i,0.0050821+0.0012102i,0.0092457+0.003176i,0.0082578+0.011465i,0.0018585-0.00031209i,-0.00031853+0.00046052i,0.00090865-0.0012623i,0.00095335-0.0012612i,-0.0011955-0.0011436i,-0.00053405-0.00084739i,0.001033-0.0015459i,-0.0018142-0.0036511i,0.0015352+3.9278e-05i,0.00043451+0.00085579i,0.00084325-0.0011479i,0.00066071-0.0014034i,0.00022839-1.8651e-06i,0.00051678-0.00066412i,0.0015707-0.0022674i,-2.5306e-05+0.00027459i,0.00086005-0.00012182i,0.00015681-0.00047508i,0.00013374-0.00085155i,-0.00026338+0.00012483i,0.00061593+0.00063281i,0.00052849+0.001994i,0.00070361-0.0003056i,0.00054713-0.00011668i,0.00072457+0.0010043i,0.00077812+0.00041735i,0.0003437-0.0043614i,-0.00060542-0.00047971i,-0.00030802-0.00093539i,-0.00063712-0.00060913i,-0.0018939-0.0018861i,0.00046082-0.00075111i,0.00022482-0.00060592i,3.5151e-06-0.00057996i,0.00015476-0.00036183i,-0.0078376+0.022156i,-0.034133+0.005526i,-0.040182-0.013729i,-0.037267+0.0034198i,-0.037079+0.0092285i,-0.027972+0.0098655i,-0.024416+0.007014i,-0.012265+0.014499i,-0.027463-0.014855i,-0.026004-0.0052488i,0.0037302-0.0071801i,0.00067038-0.003088i,-0.0032323-0.0038898i,-0.00052299-0.00028628i,0.003389+0.0021509i,0.003274-0.0057185i,0.00069098-0.00064282i,0.0019445+0.0022652i,-0.0011685+0.0031154i,-0.0013836-0.00081067i,-0.0020246-0.0030142i,0.0010599+0.002298i,-0.0042508+0.0033578i,-0.0015525-0.00053588i,0.001528+0.0024613i,0.0052887+0.0017735i,0.00088358-0.0019685i,0.0011758-0.0021428i,0.00071221-0.00024317i,0.0011254+0.00055696i,0.0034655+0.00053094i,0.00093626+8.852e-05i,0.00097356-0.0019575i,0.0021368-0.0017592i,0.0010325-0.0002697i,0.00030706-0.00053283i,-0.00080346-0.0022112i,0.0018143-0.00042655i,-0.00047534+0.00086012i,0.0023329+0.00013449i,0.0022939+0.00052274i,-0.00058276-0.00063203i,-0.0014997-0.002293i,-0.0010219+0.00060863i,0.0011931+0.0016851i,-0.044691+0.00056807i,-0.0011742+0.015025i,0.0029052+0.007256i,0.0037669+0.0078305i,-0.0045768-0.0019525i,0.00071017-0.0022591i,0.0082277+0.010401i
