-0.0090972-0.038357i,-0.013783-0.043759i,0.00089924-0.046408i,-0.026436-0.02726i,-0.020391+0.014427i,-0.032806-0.030642i,-0.060234-0.059653i,-0.023001-0.071302i,-0.021223-0.083534i,0.0026725+0.015145i,-0.0074747+0.0096788i,-0.014562+0.01283i,0.0012339+0.015907i,-0.0037079-0.0033039i,0.000751+0.0063259i,0.00065155+0.037154i,0.032575+0.054142i,0.001017-0.00065526i,-0.0051396-0.008167i,0.0081961+0.0045153i,0.0017415+0.00059003i,-0.0014792+0.0037294i,5.8024e-05-0.0012281i,-0.031538-0.0077446i,-0.0027048-0.0074106i,0.00018781+0.0039242i,0.0042343+0.0008942i,-0.00016077+0.00065684i,-9.7452e-05-0.00073018i,-0.00012104-0.0026784i,-0.0015545-0.0052761i,-0.0023087-0.0041196i,-0.00035092-0.0077687i,0.0033095-0.00094202i,0.0035102-0.002514i,-0.001339+0.033363i,0.0071063-0.0044998i,0.0033603-0.0022977i,0.0049137-0.00031492i,-0.0063181-0.0036141i,-0.00027822+0.00022537i,0.0052363-5.664e-05i,0.0046231+0.0010196i,-0.0030511+0.004609i,0.0029875+0.0012962i,-0.002792+0.0068795i,0.012692-0.08808i,-0.0073401-0.049676i,-0.025555-0.039612i,-0.020191-0.041868i,0.062328-0.018372i,0.026475-0.060571i,0.037788-0.045756i,0.03024-0.05879i,0.018128-0.015506i,0.0084296+0.010042i,0.022288-0.033413i,-0.0068157-0.0063402i,0.0020854-0.0030204i,-0.0045984-0.0060368i,0.00089833-0.031565i,-0.023985+0.031672i,0.0078985-0.011426i,-0.0092149-0.00086382i,-0.0052438-0.0011102i,-0.0017214-0.013881i,-0.0098975+0.0035201i,0.0039905+0.0079393i,-0.010092+0.030091i,0.0061097+0.0078995i,-0.005684-0.001968i,-0.0019804-0.0019764i,-0.013233-0.0065949i,0.00058215-0.003468i,-0.034299+0.017962i,0.0021267-0.011874i,-0.0099424-0.0012176i,-0.006142-0.0026886i,0.0067004+0.0013548i,-0.010318+0.00042935i,0.0010794+0.00083029i,0.0075923+0.010568i,0.0042067+0.00073934i,-0.010553-0.0088007i,0.0027094+0.0083813i,-0.018089+0.0088292i,0.0060575+0.0027903i,-0.028918-0.0079357i,-0.034319+0.0032856i,0.020777-0.091716i,0.01161-0.010339i,-0.04316-0.027703i,-0.023826-0.0035791i,0.01784+0.012177i,-0.026491+0.013555i,-0.012872-0.0081049i
0.012003-0.0088919i,-0.010015-0.034386i,-0.028572-0.017994i,-0.013604-0.00068975i,-0.014089+0.013514i,-0.018161+0.0070098i,-0.020751-0.0061381i,-0.017075-0.029104i,-0.017571-0.011174i,-0.0020532-0.0044201i,0.00060791+9.2342e-07i,0.0016222-0.00082025i,0.0020328-0.00029331i,0.00075026-0.00048087i,0.00077398-0.00027584i,-0.0035398-0.0018301i,0.0047356-0.0036596i,0.0025143-0.001475i,7.1745e-05-0.0012767i,0.0002583-0.00051246i,-0.0010904-0.00050226i,0.0017615-0.0011282i,-0.00081577-0.0010949i,-0.0018916-0.001619i,-0.0013814-0.0011375i,-0.00010723-0.0011459i,8.3616e-05-0.0015812i,-1.4341e-05-0.00024286i,0.00078031-0.00015037i,0.00097222+0.00014204i,-0.0013941+0.0015335i,-0.0010123+0.0003015i,-0.00040774+0.00015828i,-0.00029773-0.00033256i,-0.00078044+0.0023418i,-0.0028825-0.0010841i,-0.00021156-0.0020414i,0.00036999+0.00040623i,-0.00072022-7.1902e-05i,0.0030222+0.0049006i,-0.00039355-0.00037851i,-0.00059864-0.0006898i,-0.0012724-0.00040827i,-0.00092878-0.0039641i,0.0031773-0.0097987i,0.01595-0.019082i,0.015749-0.034111i,-0.0075057-0.019038i,0.0027183-0.017092i,-0.01995-0.021463i,0.0049115-0.038866i,-0.004485-0.037482i,0.01387-0.013817i,0.0062622-0.013782i,-0.004611+0.0087574i,0.0055383-0.00077083i,0.0048291+0.011219i,-0.0034382+0.0035238i,0.0053315-6.9885e-05i,0.008618-0.0030264i,-0.0032691-9.6809e-05i,0.0089132+0.0055458i,0.0016291-0.00083472i,-0.0022406-0.0028694i,-0.002273+0.00077245i,0.0015442-0.0021929i,-0.0040954+0.0047951i,0.0038659-0.0035204i,-0.0031064+0.0049391i,0.0038979+0.00017222i,0.004046+0.0021035i,-0.001249+0.00050189i,-0.0072418-0.0025743i,-0.0016822+0.0017193i,-0.0013531+0.0018269i,0.00019257+0.0049855i,-0.0017658+0.001909i,0.00057309+0.0044211i,-0.0012668+5.0372e-05i,-0.010082+0.0034745i,-0.0011556+2.148e-05i,-0.0027228+0.0045119i,0.00060196+0.0010666i,0.0015637-0.0042011i,-0.0013023-0.0020441i,0.0023191-0.004529i,-0.0037072-0.00056516i,0.0055499+0.0024378i,0.0024997+0.00068615i,0.013309-0.017659i,-0.0011464+0.029652i,0.010478+0.012931i,-0.010103+0.0056361i,0.00085748+0.00086112i,0.0013105-0.0020909i,-0.0041177+0.0063817i
0.0099277-0.010841i,-0.015629-0.032173i,-0.030696-0.013185i,-0.014188+0.00085649i,-0.010768+0.015013i,-0.01642+0.0091611i,-0.021539-0.0030008i,-0.021955-0.025847i,-0.019413-0.0079186i,-0.0023621-0.0048582i,0.00024407-0.00042286i,0.0010252-0.0014667i,0.0023563-0.0010605i,0.00012221-0.001022i,0.00054475-0.00031608i,-0.0038292-0.0012469i,0.0019006-0.0059253i,0.0015251-0.0018122i,-0.00043837-0.0010612i,5.0024e-05-0.00079768i,-0.0010084-8.4163e-05i,0.0009519-0.0016272i,-0.0010061-0.00070046i,-0.002241-0.0011275i,-0.0017657-0.00041669i,-0.00054267-0.0010383i,-0.00057676-0.0012408i,9.5391e-05-0.00029005i,0.00080447-0.00042788i,0.0010763-0.00031955i,-0.00077372+0.00216i,-0.00069599+0.00062906i,-0.00058967+0.00025662i,-0.00045545-0.00027024i,-5.351e-05+0.0026796i,-0.0031375-0.00053778i,-0.0011155-0.0015593i,0.00065632+0.00017124i,-0.00076141+5.8333e-05i,0.0038546+0.003714i,-0.00045055-0.00047583i,-0.00076178-0.00047162i,-0.0012597-0.00042549i,-0.0020613-0.0033583i,0.001267-0.010404i,0.013608-0.021519i,0.010998-0.034655i,-0.0083566-0.016415i,0.0017165-0.018289i,-0.019115-0.015414i,-0.0040949-0.040727i,-0.011733-0.039759i,0.0097648-0.017169i,0.0035293-0.012587i,-0.0012134+0.0099708i,0.0039434-0.0021435i,0.0072975+0.0080905i,-0.0025938+0.0049797i,0.0046211-0.0011639i,0.0071027-0.0054178i,-0.0039522+0.001628i,0.010423+0.0026826i,0.0020964-0.001087i,-0.0023349-0.0019504i,-0.0012472+0.0013957i,0.0011382-0.0026135i,-0.0013684+0.0055116i,0.0019285-0.0049352i,-0.0011515+0.0056591i,0.0039021-0.0023368i,0.0041099+6.4247e-05i,-0.0010604+0.00095299i,-0.0071242+0.0011836i,-0.0014432+0.0019008i,-0.00037103+0.003658i,0.0012668+0.0040045i,-0.00098542+0.0024319i,0.0017969+0.0036496i,-0.0015762+0.00076968i,-0.008068+0.0064198i,-0.00095547+0.0011274i,-0.0010577+0.0052893i,0.0008554+0.00046287i,-0.0007148-0.0048356i,-0.001607-0.001261i,0.00091925-0.0055805i,-0.0035009+0.00065569i,0.0056852+0.00057726i,0.0027397+0.00033689i,0.01247-0.018956i,0.0051185+0.028357i,0.010451+0.0099601i,-0.0096157+0.0080406i,0.0023485+0.0029785i,0.0011213-0.0018254i,-0.0037521+0.0069232i
0.0075286-0.012307i,-0.020679-0.028721i,-0.031868-0.0083624i,-0.01463+0.0031465i,-0.0076083+0.015375i,-0.014295+0.010999i,-0.021884+0.00037028i,-0.025839-0.021876i,-0.020186-0.004879i,-0.0028289-0.0053556i,-0.00014479-0.00029869i,0.00015467-0.001622i,0.002172-0.0019942i,-0.00059907-0.00090932i,0.00052885-0.00035379i,-0.0039726-0.00049476i,-0.0015397-0.0054999i,0.00098477-0.0018561i,-0.00076981-0.00069142i,-0.00029891-0.00078186i,-0.00080003+0.00024715i,0.00025843-0.0016975i,-0.0010319-0.00032733i,-0.002383-0.00047118i,-0.001799+0.00011367i,-0.00085115-0.00072359i,-0.00069047-0.00076503i,0.00011481-0.00044399i,0.00072976-0.00067289i,0.0010439-0.00073936i,0.000265+0.002277i,-0.00039217+0.0007668i,-0.0006745+0.00060901i,-0.00054011-0.00011862i,0.001084+0.0025585i,-0.0033655+0.0001249i,-0.0016605-0.0008063i,0.00078816-0.0003299i,-0.0008237+0.00016903i,0.0042492+0.0022398i,-0.00070495-0.00047378i,-0.00084916-0.00014674i,-0.0012989-0.00033632i,-0.002561-0.0024376i,-0.00093768-0.01083i,0.010808-0.024095i,0.0067528-0.034331i,-0.0084824-0.014689i,0.00093415-0.020581i,-0.016752-0.011871i,-0.013017-0.038983i,-0.020669-0.039637i,0.0058504-0.018125i,0.0024745-0.011639i,0.0019606+0.0092254i,0.0022465-0.0026752i,0.0075262+0.0051103i,-0.0010387+0.0059651i,0.0044086-0.0017228i,0.0047975-0.0078758i,-0.0035558+0.0032768i,0.010324-0.0011309i,0.0022447-0.0018731i,-0.001943-0.0012319i,-0.00045262+0.0014048i,0.00057179-0.0030837i,0.0010806+0.0044505i,-0.00017298-0.0054341i,0.0013846+0.0055244i,0.0022904-0.0040352i,0.0030925-0.0015905i,-0.00076512+0.0011693i,-0.0054277+0.0037711i,-0.0014859+0.0019107i,0.0020098+0.004157i,0.0015568+0.0034779i,0.00011594+0.0024059i,0.0032222+0.0029273i,-0.0012422+0.0013688i,-0.0052302+0.0081259i,5.2434e-05+0.0015363i,0.0017293+0.0065651i,0.00071033-9.0952e-06i,-0.0030212-0.0044348i,-0.0018708-0.0010662i,-0.00094465-0.0059182i,-0.0026628+0.0013805i,0.0048112-0.0013317i,0.0030034+2.1943e-05i,0.011283-0.021644i,0.010289+0.02596i,0.009417+0.0073787i,-0.0087128+0.0096817i,0.004346+0.0039018i,0.00055743-0.0016669i,-0.0029821+0.0071998i
0.0047503-0.013263i,-0.024612-0.024194i,-0.032426-0.0031934i,-0.014079+0.0054915i,-0.0047792+0.014909i,-0.011908+0.012149i,-0.021419+0.0036749i,-0.029128-0.017379i,-0.02057-0.0021973i,-0.0027268-0.0035925i,-0.00037282-1.5588e-05i,-0.00052169-0.0012501i,0.0014948-0.0027982i,-0.0011374-0.00055795i,0.0004278-0.0005389i,-0.0037417+0.00043161i,-0.0039359-0.0035822i,0.00063628-0.0019235i,-0.0009928-0.00019166i,-0.0005671-0.00060431i,-0.00049031+0.00044436i,-0.00034711-0.0017184i,-0.0010533+5.8349e-05i,-0.0022392+0.00033083i,-0.0018304+0.0007154i,-0.0010735-0.00036631i,-0.00077857-0.00054603i,-1.6249e-05-0.00058334i,0.00060157-0.00073598i,0.00086975-0.0012853i,0.0010811+0.0017014i,-5.4649e-05+0.00082298i,-0.00035198+0.00098536i,-0.0006276+8.3614e-05i,0.0021506+0.0018021i,-0.0035763+0.00095484i,-0.0018629-0.00012171i,0.00051974-0.00074371i,-0.00088514+0.00049311i,0.004191+0.0010302i,-0.00095284-0.00034452i,-0.00089772+0.00023934i,-0.0010913-0.00016765i,-0.0027464-0.0015534i,-0.003416-0.010541i,0.0072353-0.026538i,0.0032632-0.034188i,-0.0082351-0.0138i,-0.0012148-0.023165i,-0.013801-0.010283i,-0.020582-0.035226i,-0.030024-0.037368i,0.0029203-0.017812i,0.0022987-0.01165i,0.0036257+0.0074604i,0.00050436-0.0023785i,0.0072791+0.0033126i,0.00088391+0.0061558i,0.0039219-0.0030301i,0.0010526-0.0084889i,-0.0026586+0.0050892i,0.0083834-0.0045549i,0.0021024-0.003171i,-0.001559-0.00096722i,-1.5847e-06+0.0011827i,-0.00019591-0.0032619i,0.0023351+0.0029807i,-0.0022877-0.0051167i,0.0038881+0.0039968i,0.00087324-0.0047124i,0.0017297-0.0023327i,-0.00038552+0.00096075i,-0.0031298+0.0051286i,-0.0013431+0.0025448i,0.0037061+0.0027119i,0.0023693+0.0031763i,0.0008795+0.0016014i,0.0040326+0.0013459i,-0.0010118+0.0016664i,-0.0024435+0.0086697i,0.00045264+0.00094123i,0.0048956+0.0031031i,0.00056934+9.7985e-06i,-0.0048328-0.0030094i,-0.0023222-0.00044774i,-0.0026025-0.0052328i,-0.0018615+0.0016394i,0.0032508-0.0019249i,0.0028735-0.00094855i,0.0087451-0.02453i,0.01568+0.022988i,0.0077777+0.0054847i,-0.0077021+0.010954i,0.008422+0.0063182i,7.7778e-05-0.00087184i,-0.0023114+0.0068048i
0.0020947-0.013471i,-0.027111-0.019475i,-0.031989+0.0017938i,-0.013203+0.0074754i,-0.0026581+0.013791i,-0.0097704+0.012855i,-0.020559+0.0064958i,-0.03104-0.012068i,-0.020828+0.00019331i,-0.0028254-0.0014801i,-0.00030604+0.00040411i,-0.00076772-0.00085159i,0.0004083-0.0034957i,-0.0014483+3.7801e-05i,0.00021783-0.00070982i,-0.0029735+0.0012249i,-0.0047026-0.00137i,0.00022515-0.0020967i,-0.00078726+0.00050776i,-0.00071813-0.00035159i,-0.00019752+0.00035401i,-0.0010993-0.0014668i,-0.00079976+0.0003541i,-0.0016839+0.00091907i,-0.0014339+0.0016395i,-0.0011126+6.7739e-08i,-0.00069566-0.00026671i,-0.00012085-0.00052865i,0.00053247-0.00093397i,0.00027249-0.0017635i,0.0013914+0.0011266i,0.0002543+0.00070832i,7.802e-05+0.0010899i,-0.00068794+0.00043412i,0.0027693+0.00050654i,-0.0035986+0.0020175i,-0.0019086+0.00055465i,8.4076e-05-0.00082898i,-0.00070568+0.00083582i,0.0037774+1.8451e-05i,-0.001053-0.00014324i,-0.00058986+0.00050462i,-0.00087589+0.0001511i,-0.0026919-0.00063353i,-0.005419-0.009192i,0.0024512-0.028084i,-0.00047969-0.033755i,-0.0083946-0.013812i,-0.004222-0.025489i,-0.011214-0.01107i,-0.026946-0.029532i,-0.038537-0.031612i,0.00058452-0.017031i,0.0022485-0.01249i,0.003614+0.0062805i,-0.0006267-0.0011636i,0.007115+0.0017597i,0.0025251+0.0055221i,0.002169-0.0036942i,-0.0025693-0.0076194i,-0.00068918+0.0065099i,0.0049952-0.0065251i,0.00069022-0.0042155i,-0.0015715-0.00069999i,0.00027388+0.00093589i,-0.0010574-0.0032233i,0.0032522+0.0015755i,-0.0042488-0.0039873i,0.0055526+0.0019319i,-0.00074605-0.0050914i,0.00085574-0.0025293i,-0.00061045+0.00083402i,-0.0006163+0.0052091i,-0.00052803+0.0029802i,0.0053796+0.00091362i,0.0033239+0.0023726i,0.0007886+0.00054859i,0.0039078-0.00039938i,-0.00073648+0.0020341i,5.5947e-05+0.0084592i,0.00014203+0.00055193i,0.0037894+0.00021081i,0.00078314-0.00029676i,-0.0061369-0.00075965i,-0.0019067+0.00080254i,-0.0037091-0.0042694i,-0.0012453+0.001838i,0.0016922-0.001594i,0.0020471-0.0014847i,0.0057881-0.026683i,0.02056+0.017803i,0.0065244+0.0048989i,-0.0071342+0.012276i,0.018246-0.0069326i,0.00035649-0.0001823i,-0.0022286+0.0058271i
-0.00029068-0.013145i,-0.028786-0.015095i,-0.031141+0.0069483i,-0.012027+0.0093581i,-0.0012686+0.012587i,-0.0076124+0.013321i,-0.019471+0.0092101i,-0.032051-0.0072857i,-0.021044+0.0024693i,-0.0025939-0.00027733i,0.00032916+0.00068512i,-0.00080543-0.00059565i,-0.00082489-0.0035998i,-0.0013539+0.0010231i,6.9446e-06-0.00065309i,-0.0022811+0.0014746i,-0.0039339+0.0020483i,-0.00031778-0.0021837i,-0.00019798+0.0007714i,-0.00078587-0.0001691i,-0.00015094+0.00019563i,-0.0017281-0.0007647i,-0.00055228+0.00040399i,-0.0013043+0.00084655i,-0.00049628+0.0020122i,-0.001017+0.00039533i,-0.00057169-0.0002416i,-0.00014474-0.00062172i,0.00027766-0.0012919i,-0.00041221-0.0018289i,0.0015849+0.00075002i,0.00046355+0.00045973i,0.00049403+0.0010329i,-0.00031673+0.00090617i,0.0024239-0.0011021i,-0.0031628+0.003244i,-0.0017493+0.0014019i,-0.0002979-0.00062715i,-0.00063124+0.0012192i,0.0035335-0.00033877i,-0.0012735+3.883e-06i,-0.00050407+0.00045133i,-0.0006721-6.0412e-05i,-0.0021363+8.181e-05i,-0.0063474-0.0076186i,-0.0022935-0.02774i,-0.0038817-0.032626i,-0.009283-0.014032i,-0.0085599-0.027165i,-0.011084-0.013128i,-0.03051-0.022152i,-0.04449-0.023242i,-0.00061898-0.015772i,0.0015726-0.014759i,0.0028173+0.0069688i,-0.00076075+0.00020213i,0.0063465+0.00030168i,0.0035413+0.0044845i,0.00062245-0.0028485i,-0.0057114-0.0053125i,0.0020206+0.0063576i,0.0016361-0.0064598i,-0.00053776-0.0039203i,-0.0013457-3.3731e-05i,0.00016823+0.00076612i,-0.0020057-0.0029373i,0.0039219-0.0002493i,-0.00559-0.0018419i,0.0068767-0.0010245i,-0.0029873-0.0044744i,-1.1692e-05-0.0026074i,-0.000612+0.0010589i,0.0010861+0.0037486i,0.00026404+0.0028104i,0.0049079-0.0044794i,0.0024442+0.0020905i,4.1173e-05+0.00024318i,0.0031677-0.0012698i,-0.00016352+0.0024095i,0.0024196+0.0073299i,-0.00016242+0.00044493i,0.0031755-0.0011059i,0.00024708-0.00074551i,-0.0058072+0.0017357i,-0.00097879+0.001064i,-0.0041835-0.0031411i,-0.00040943+0.0018938i,0.00086164-0.00059358i,0.0013623-0.0012093i,0.0022453-0.029393i,0.022741+0.010605i,0.0057852+0.0040336i,-0.0054956+0.013667i,0.0056842-0.0076749i,0.00067358+4.7424e-05i,-0.0034225+0.005458i
-0.0024227-0.012594i,-0.02999-0.010831i,-0.028838+0.01202i,-0.010296+0.011163i,-0.00059293+0.011817i,-0.0053778+0.01333i,-0.017944+0.011801i,-0.032535-0.0022163i,-0.021553+0.00471i,-0.0024869+0.00071775i,0.00095472+0.00019626i,-0.0011847-0.00044926i,-0.0020493-0.0032237i,-0.00061925+0.0015514i,-0.00019462-0.00071206i,-0.0016765+0.0014796i,-0.0012753+0.0025994i,-0.0009081-0.0022228i,0.00028529+0.00061009i,-0.00078738-0.00019688i,-0.00023262+0.0002459i,-0.0018306+6.6323e-05i,-0.00037328+0.00031724i,-0.0015472+0.0010578i,0.00014057+0.0016848i,-0.00078681+0.00065437i,-0.00062976-0.00017526i,-0.00029119-0.00065189i,-0.00023985-0.001382i,-0.0011288-0.001638i,0.0017423+0.00015024i,0.00056758+0.00024853i,0.00096183+0.00082727i,0.00023985+0.00091837i,0.0012254-0.0019174i,-0.0020521+0.0041846i,-0.0011185+0.0019641i,-0.00044861-0.00051874i,8.729e-05+0.0016318i,0.0037792-0.00077686i,-0.001443+0.00047595i,-0.0006184+0.00065041i,-0.00087664-0.00029431i,-0.0015909+0.0001539i,-0.0065354-0.0065695i,-0.0058861-0.026443i,-0.0066585-0.03131i,-0.010718-0.013859i,-0.012906-0.027393i,-0.012978-0.014281i,-0.031069-0.014956i,-0.047163-0.01389i,-0.00049203-0.01451i,-0.00081912-0.016793i,0.0025963+0.0065002i,-0.00012239+0.0010067i,0.005605-9.399e-05i,0.0040126+0.0033559i,0.00073502-0.0020563i,-0.0076958-0.0016981i,0.0040781+0.0049222i,-0.0028218-0.0050839i,-0.00083579-0.0040436i,-0.0005271+8.1878e-05i,0.00029735+0.00095948i,-0.0024157-0.0021661i,0.003189-0.0025343i,-0.0055405+0.00073443i,0.0052301-0.0058533i,-0.0037785-0.0025879i,-0.0010214-0.0025437i,-0.00050827+0.0012511i,0.0013192+0.0021307i,0.00088388+0.0024792i,-0.00013194-0.0046725i,0.0042568+0.0011637i,-0.0004474+0.0005495i,0.0025283-0.0026391i,0.00063299+0.0023225i,0.0039331+0.0057503i,-0.00035876+0.00075332i,0.0021456-0.001625i,-0.00034753-0.00074017i,-0.0047412+0.0035426i,-0.00075639+0.00091886i,-0.004207-0.002421i,0.00014601+0.0014329i,0.00057055+0.00043132i,0.0010702-0.00072475i,-0.0031556-0.030744i,0.022232+0.0033324i,0.005174+0.0033526i,-0.0044517+0.014663i,0.0061794-0.0061526i,0.00097072+0.00050174i,-0.0041668+0.0064842i
-0.0043462-0.011752i,-0.03083-0.0067185i,-0.025469+0.016231i,-0.0080613+0.012409i,0.00014857+0.011345i,-0.0034281+0.012845i,-0.016108+0.014001i,-0.031806+0.0029239i,-0.021783+0.0076668i,-0.0022237+0.0015106i,0.00093534-0.00071156i,-0.0015986+0.00019691i,-0.0030774-0.0022914i,0.00012323+0.0015498i,-0.00065201-0.00061988i,-0.0012709+0.0014306i,-0.0005122+0.0021289i,-0.0016041-0.0023792i,0.000484+0.00028969i,-0.0010556-5.7124e-05i,-0.00023249+0.00033265i,-0.0015339+0.00081641i,-0.00037591+0.00012803i,-0.001471+0.0017437i,0.00042939+0.0015684i,-0.00061465+0.0008009i,-0.00066672-3.6662e-05i,-0.00047991-0.00063108i,-0.00068264-0.0011827i,-0.0017338-0.0011601i,0.0015792-0.00028003i,0.0006386-8.785e-05i,0.0013928+0.00019733i,0.00068239+0.00063675i,6.823e-05-0.0020049i,-0.00070722+0.0044823i,-0.00033893+0.0023406i,-0.00061441-0.0003402i,0.0010107+0.001247i,0.0039495-0.0017413i,-0.0012625+0.00097793i,-0.00043204+0.0010559i,-0.0013265+9.4438e-05i,-0.0015213+0.00013317i,-0.0065374-0.0060771i,-0.0087205-0.025247i,-0.008878-0.030465i,-0.012213-0.01348i,-0.016915-0.026564i,-0.015119-0.013784i,-0.029838-0.0095417i,-0.046359-0.0058485i,-0.00014817-0.014935i,-0.0039863-0.017359i,0.0040092+0.0067233i,0.00045092+0.001238i,0.0053897-0.00065655i,0.0041974+0.0024577i,0.00057681-0.0019699i,-0.0076304+0.0029057i,0.0056416+0.0034584i,-0.0026244-0.00091457i,-0.0036202-0.0027921i,-0.00024674-0.00037748i,0.00069147+0.00087175i,-0.0023867-0.0014724i,0.0015924-0.0037674i,-0.0041664+0.0029049i,0.0040853-0.0099254i,-0.0037897-0.0015514i,-0.0019632-0.0019022i,-0.00019853+0.0014252i,0.00091458+0.0012263i,0.0012028+0.0021076i,-0.0021861-0.0032384i,0.0049224-0.00025286i,-0.00070591+0.00091823i,0.00049197-0.0035926i,0.0012991+0.0018781i,0.0045602+0.0038951i,-0.00060799+0.0010542i,0.00041179-0.002192i,-0.00084394-0.00024806i,-0.0031829+0.0050691i,2.1155e-05+0.00081891i,-0.0056542-0.0023863i,0.00013732+0.0010869i,0.0014399+0.0023089i,0.0012437-0.00041895i,-0.0085873-0.03022i,0.019037-0.0024505i,0.0045553+0.0023266i,-0.0026186+0.016484i,0.0055544-0.0077992i,0.001818+0.00062576i,-0.0040448+0.0073954i
-0.0056497-0.010745i,-0.0314-0.002328i,-0.021825+0.019258i,-0.0057244+0.01318i,0.0011525+0.011134i,-0.0018792+0.012189i,-0.014161+0.01603i,-0.02989+0.0072305i,-0.021298+0.011289i,-0.0017117+0.0018628i,0.00050923-0.0013189i,-0.0014629+0.00093596i,-0.0034199-0.0010554i,0.00065612+0.0014075i,-0.00086908-0.00021908i,-0.00109+0.0014123i,0.00030593+0.0021412i,-0.0023645-0.0023149i,0.00070908-1.62e-05i,-0.0013271+0.00033754i,-0.00015528+0.00036621i,-0.00089304+0.0014381i,-0.00051318+6.2901e-05i,-0.0010442+0.0022232i,0.0008012+0.0014154i,-0.00037189+0.0010013i,-0.00067193+0.00011494i,-0.00072142-0.00053676i,-0.0010278-0.0008791i,-0.0021147-0.00033188i,0.0013245-0.00034301i,0.00046495-0.00050415i,0.0012318-0.00057096i,0.00092925+0.00017815i,-0.00088577-0.0013929i,0.00057009+0.0041973i,0.00057697+0.0023288i,-0.00063902-8.2862e-05i,0.0012244+0.00055266i,0.003862-0.0030525i,-0.00088239+0.0013174i,0.00011225+0.0011937i,-0.0013307+0.00057042i,-0.0014687+0.00040819i,-0.0065819-0.0061313i,-0.011368-0.023726i,-0.011346-0.029392i,-0.014208-0.012597i,-0.02038-0.025378i,-0.016712-0.012708i,-0.027972-0.005062i,-0.044225+0.00077821i,-0.00012943-0.016073i,-0.0062802-0.016586i,0.0059616+0.0069497i,0.0010198+0.0011574i,0.00488-0.0013326i,0.0039715+0.0015071i,0.00030737-0.0016577i,-0.0055289+0.0063913i,0.0061915+0.0024896i,-0.0019054+0.0012313i,-0.0028603-0.0014924i,-0.00053631-0.00090097i,0.00098858+0.00060045i,-0.0022178-0.0010457i,0.0001619-0.0038755i,-0.0021478+0.0040704i,0.0058467-0.018226i,-0.004123-0.00078573i,-0.0026922-0.00095191i,-3.9073e-05+0.0016619i,0.00051228+0.00084183i,0.0014775+0.0017144i,-0.0041738-0.0026314i,0.0045753-0.0023601i,-0.00075814+0.0015449i,-0.0016718-0.0029321i,0.0015487+0.0011629i,0.0045254+0.0025879i,-0.00058521+0.0017081i,-0.0018977-0.0013828i,-0.00063142+0.00011708i,-0.0007841+0.005693i,0.00025841+0.00019667i,-0.0066918+0.00029326i,0.00010988+0.0012077i,0.0036339+0.0027764i,0.0014448-0.00041938i,-0.012859-0.02855i,0.01481-0.0063876i,0.0036271+0.001507i,0.00059315+0.017372i,0.0035559-0.0081943i,0.0025047+0.00017294i,-0.0039295+0.0081964i
-0.0068914-0.010025i,-0.031282+0.0025237i,-0.017544+0.021804i,-0.0030374+0.013372i,0.0024804+0.01061i,-0.00057097+0.011478i,-0.011617+0.017827i,-0.028081+0.010528i,-0.019563+0.014643i,-0.0013939+0.0019594i,-0.00021101-0.0018009i,-0.0011387+0.001594i,-0.0032655+0.00027736i,0.001123+0.0013067i,-0.00086518+0.0002414i,-0.00094721+0.0015069i,0.001237+0.0019716i,-0.0030849-0.0017965i,0.00062583-0.00063599i,-0.0013159+0.00073831i,-0.00011991+0.00046551i,-0.00014591+0.0015179i,-0.00077774+0.00025839i,-0.00059902+0.0024208i,0.0010412+0.0011437i,1.4836e-05+0.0011723i,-0.00074451+0.00036865i,-0.00093996-0.00034453i,-0.0012559-0.00038147i,-0.0019394+0.00061904i,0.0012898-0.0004345i,5.3601e-05-0.00075317i,0.0007047-0.0010362i,0.0009407-0.00035332i,-0.0010604-0.00053584i,0.0015572+0.0036556i,0.0013991+0.0019664i,-0.00057605+0.00010811i,0.0011081+7.9301e-06i,0.0029902-0.0044298i,-0.00056409+0.0015249i,0.00046855+0.0010236i,-0.0013595+0.0010579i,-0.0011971+0.00047305i,-0.0071996-0.006956i,-0.012995-0.022351i,-0.013349-0.028081i,-0.015696-0.010657i,-0.02341-0.023549i,-0.017978-0.01112i,-0.025178-0.0019105i,-0.041961+0.0059845i,-6.0811e-05-0.017103i,-0.0077146-0.01571i,0.0077068+0.0061944i,0.0012327+0.00076983i,0.0040666-0.0015591i,0.0037141+0.00077013i,0.00045456-0.0015763i,-0.002811+0.0084574i,0.0054345+0.0012068i,-0.00074204+0.0029375i,-0.0026331-0.0005798i,-0.0011368-0.00094459i,0.0010134+0.00030164i,-0.0020479-0.00077626i,-0.00088006-0.0032797i,-8.3363e-05+0.0044168i,0.002111+0.013497i,-0.0043523-2.5643e-05i,-0.0029486+0.00031574i,0.00047386+0.0017824i,2.407e-05+0.00055638i,0.0018337+0.0012782i,-0.0057101-0.00043902i,0.0028408-0.0037651i,-0.00028844+0.0020498i,-0.0031053-0.001167i,0.0014116+0.00071408i,0.004444+0.0018041i,0.00050019+0.0020893i,-0.0017391+0.0011901i,-0.00066611-9.1589e-05i,0.0013187+0.004984i,-0.0001872-8.2712e-05i,-0.0052909+0.0025567i,0.00046561+0.0014074i,0.0057111+0.0017992i,0.0015653-0.00059338i,-0.016678-0.026818i,0.009723-0.0083714i,0.0020912+0.0005656i,0.0041346+0.016461i,0.0013704-0.0082107i,0.0025879-0.00039995i,-0.0035128+0.0094183i
