-0.0080276-0.039273i,-0.012694-0.042982i,0.0019153-0.045943i,-0.027563-0.02647i,-0.020534+0.014341i,-0.033207-0.031022i,-0.061007-0.059694i,-0.022743-0.071499i,-0.034747-0.076963i,0.00085181+0.015892i,-0.0068457+0.010137i,-0.0147+0.013552i,0.0015329+0.015871i,-0.0040244-0.0034164i,0.00072718+0.006385i,0.00068869+0.0371i,0.022903+0.05605i,0.00070517-0.00020193i,-0.005095-0.008291i,0.0086267+0.0043446i,0.0017773+0.00075841i,-0.0012823+0.0033739i,-0.00012305-0.0014142i,-0.034796-0.0094264i,-0.0023275-0.0070118i,-6.5727e-05+0.0041617i,0.0044727-3.1624e-05i,8.9178e-05+0.001202i,-0.00022567-0.00098323i,-0.00022258-0.0026361i,-0.0013628-0.0054172i,-0.0023544-0.004174i,-0.0015561-0.0082614i,0.0032415-0.0010585i,0.0032364-0.0027049i,-0.0023082+0.033774i,0.0064638-0.0048206i,0.0038555-0.0021672i,0.0046318+0.00010048i,-0.031913-0.004627i,-0.0001591+0.0001523i,0.01371-0.0060154i,0.0061254-5.6633e-05i,-0.0030961+0.0040417i,0.0025501+0.0015488i,-0.0035584+0.0073548i,0.012981-0.086969i,-0.007254-0.048634i,-0.024786-0.039066i,-0.020234-0.041816i,0.061935-0.018446i,0.026502-0.06244i,0.038192-0.045657i,0.028621-0.056487i,0.018788-0.01551i,0.0088238+0.0099997i,0.024962-0.034103i,-0.0079018-0.0048607i,0.001989-0.0031256i,-0.0051695-0.0063367i,0.0013676-0.031837i,-0.023838+0.030693i,0.0078783-0.010046i,-0.010728-0.0020448i,-0.0053448-0.00099756i,-0.0015808-0.014365i,-0.010306+0.0039539i,0.004215+0.0079699i,-0.011551+0.030245i,0.0059559+0.0075737i,-0.0053517-0.0013063i,-0.0016523-0.00181i,-0.0099452-0.0082598i,0.00069194-0.0037194i,-0.019538+0.012344i,0.0023782-0.012604i,-0.0091083-0.0025063i,-0.0059549-0.0027826i,0.0062992+0.0016977i,-0.0097307+0.0019524i,0.00112+0.00067615i,0.0055077+0.0092794i,0.0041712+0.00065788i,-0.0092338-0.010147i,0.0028245+0.0085066i,-0.020129+0.0067413i,0.0067652+0.002921i,-0.028816-0.0078401i,-0.033972+0.003473i,0.029239-0.086212i,0.01156-0.0098598i,-0.042978-0.026606i,-0.022182-0.0025406i,0.017988+0.011974i,-0.027127+0.012275i,-0.01184-0.0084582i
0.011312-0.0086244i,-0.010128-0.034285i,-0.028476-0.01803i,-0.0135-0.00082623i,-0.014196+0.013594i,-0.018364+0.0071439i,-0.020621-0.0063159i,-0.017433-0.028778i,-0.018726-0.011632i,-0.001981-0.003841i,0.0007813+4.072e-05i,0.0015861-0.00089742i,0.0020871-0.00027727i,0.00078631-0.0005754i,0.00069007-0.00025352i,-0.0033391-0.002104i,0.0030574-0.0030974i,0.0026069-0.00088221i,4.1219e-05-0.0013317i,0.0002019-0.00054556i,-0.0010101-0.00058232i,0.0017304-0.0011867i,-0.00085684-0.0010325i,-0.0025214-0.0017699i,-0.001479-0.0010511i,-9.7459e-05-0.0011379i,-5.1129e-05-0.0011552i,6.3417e-05-0.00024057i,0.00080581-0.00024261i,0.001094+0.00027317i,-0.0012587+0.0014851i,-0.00098108+0.00045305i,-0.00065916+0.00029217i,-0.00026555-0.00031994i,-0.0012659+0.0024316i,-0.0031063-0.0011176i,-0.00033873-0.0022726i,0.00035718+0.00039904i,-0.00090068-0.00041618i,0.0037379+0.0054668i,-0.00054028-0.000538i,-0.00064894-0.00074705i,-0.0012311-0.00014255i,-0.00043185-0.0030348i,0.00095741-0.010454i,0.016546-0.018382i,0.015457-0.033716i,-0.0074988-0.018483i,0.0029094-0.016793i,-0.020144-0.02148i,0.004952-0.038624i,-0.003084-0.036647i,0.013598-0.015036i,0.0058228-0.012486i,-0.0046332+0.0085492i,0.0055524-0.00086792i,0.0051239+0.010975i,-0.0035452+0.0033159i,0.0053904-0.00011341i,0.0086195-0.0048617i,-0.0033399-0.00018277i,0.0096655+0.0047822i,0.0013823-0.00098032i,-0.0022388-0.002906i,-0.0021526+0.00079506i,0.0013659-0.0022396i,-0.0040418+0.0048578i,0.0044514-0.0033159i,-0.003772+0.00484i,0.0036341+0.00017326i,0.0039361+0.0015048i,-0.0012095+0.00052967i,-0.0069846-0.0026398i,-0.001833+0.0017689i,-0.0016829+0.0017869i,0.00017527+0.0048653i,-0.0017088+0.0018765i,0.00045819+0.0033945i,-0.0014787+0.00011664i,-0.010016+0.0032315i,-0.0010596+2.4614e-05i,-0.0043769+0.0036996i,0.0007031+0.00084232i,0.0014054-0.0045531i,-0.0015003-0.0017101i,0.0023201-0.0046599i,-0.0037788-0.00068392i,0.0064504-2.8526e-05i,0.0026638+0.00083735i,0.013356-0.016999i,-0.0013839+0.030704i,0.01059+0.013049i,-0.010042+0.0053156i,0.0016431+0.001202i,0.0011642-0.0012787i,-0.0041818+0.0065367i
0.0092604-0.010442i,-0.01581-0.032003i,-0.030488-0.013091i,-0.014096+0.00078101i,-0.010853+0.01509i,-0.016565+0.0092934i,-0.021539-0.0031466i,-0.022141-0.025301i,-0.020859-0.0079047i,-0.0027078-0.0038693i,0.00041977-0.00048414i,0.0010431-0.0015014i,0.0023228-0.0011661i,9.7122e-06-0.0010627i,0.00051976-0.00023888i,-0.003756-0.0014567i,0.0010267-0.0047213i,0.0020301-0.0015603i,-0.00046382-0.0010565i,1.1526e-05-0.0008112i,-0.00096498-0.00012903i,0.00097966-0.0016293i,-0.0010262-0.000648i,-0.0028577-0.0010539i,-0.0018709-0.00036667i,-0.0004882-0.0010727i,-0.00029601-0.00114i,0.00015005-0.00033279i,0.00082632-0.00048885i,0.0011892-0.00035566i,-0.00066898+0.0020549i,-0.00066052+0.00068564i,-0.00071571+0.00044115i,-0.0004693-0.00027112i,-0.00062745+0.0028854i,-0.0032878-0.00051306i,-0.0013365-0.0017304i,0.00065331+9.0628e-05i,-0.0010363-0.00028281i,0.0042472+0.0035277i,-0.00066767-0.00068588i,-0.00080512-0.00051402i,-0.0010556-0.00011308i,-0.0012841-0.0029152i,-0.0010428-0.01034i,0.014152-0.021178i,0.01091-0.03411i,-0.0081267-0.015857i,0.001899-0.018123i,-0.019232-0.015468i,-0.0039604-0.040398i,-0.010778-0.040139i,0.0092606-0.017858i,0.003495-0.011386i,-0.0014721+0.0096129i,0.0038886-0.0022505i,0.0074024+0.0079605i,-0.0027587+0.0049446i,0.0046353-0.0012426i,0.0065636-0.0067216i,-0.0040122+0.0016417i,0.010379+0.0016757i,0.0017378-0.0010632i,-0.0023664-0.0019817i,-0.0011583+0.0013599i,0.00091633-0.0024941i,-0.0013643+0.0055847i,0.0025811-0.0052573i,-0.001651+0.0057397i,0.0036816-0.002213i,0.0038006-0.00015486i,-0.0010072+0.00094378i,-0.0071385+0.0011191i,-0.0014981+0.0017915i,-0.00024831+0.0032377i,0.0012767+0.0039002i,-0.00084133+0.0023697i,0.0015842+0.0032602i,-0.0015933+0.00086917i,-0.0082039+0.0063097i,-0.00088073+0.0010596i,-0.0024952+0.0053595i,0.00079189+0.0003183i,-0.00084105-0.0050785i,-0.0016395-0.00097464i,0.00082196-0.0056175i,-0.0034769+0.00070155i,0.0054017-0.0016482i,0.0028766+0.00048179i,0.012509-0.018526i,0.0052546+0.029358i,0.01041+0.0099688i,-0.0098603+0.0077676i,0.0038689+0.0025702i,0.001424-0.0014213i,-0.0036839+0.0070749i
0.0070297-0.011771i,-0.020784-0.028426i,-0.031705-0.0083524i,-0.014531+0.0030408i,-0.0076328+0.015445i,-0.014376+0.011082i,-0.021894+0.00027964i,-0.025834-0.02126i,-0.021696-0.0043262i,-0.0033822-0.0031604i,-3.519e-05-0.00048888i,0.00017349-0.0016536i,0.0021558-0.0020537i,-0.00067718-0.0008297i,0.00055867-0.00027891i,-0.0040457-0.00055495i,-0.0016691-0.0041619i,0.0013676-0.0019409i,-0.00079547-0.00068726i,-0.00035629-0.00080242i,-0.00075695+0.00018731i,0.0002907-0.0016732i,-0.0010432-0.00028157i,-0.0030275-0.00026025i,-0.0019089+0.00011262i,-0.00082895-0.00082041i,-0.00061108-0.00089158i,0.00011249-0.00044905i,0.00073151-0.00075315i,0.0011229-0.00085412i,0.00028933+0.0021565i,-0.00029104+0.0007814i,-0.00069878+0.00078026i,-0.0006087-8.4577e-05i,0.00058579+0.003007i,-0.0035482+0.00018077i,-0.0018838-0.0010143i,0.0006931-0.00044424i,-0.0010539-0.00010575i,0.0042639+0.0022823i,-0.00097384-0.00071396i,-0.00091244-0.00019753i,-0.00092541-5.1546e-05i,-0.0018883-0.0023732i,-0.0031108-0.010003i,0.011129-0.023954i,0.0069333-0.033911i,-0.0081578-0.014259i,0.0010841-0.020575i,-0.016766-0.011748i,-0.012968-0.038762i,-0.019803-0.040762i,0.0052494-0.018514i,0.0026591-0.010805i,0.0014683+0.0089102i,0.0021799-0.0027314i,0.0077385+0.0051571i,-0.001132+0.006137i,0.0043867-0.0018207i,0.0037398-0.0083713i,-0.0035899+0.0034152i,0.0097735-0.0019487i,0.002124-0.001544i,-0.002273-0.0012524i,-0.00049709+0.0012374i,0.00044629-0.0028095i,0.0013584+0.0044288i,8.9482e-05-0.0061004i,0.0012844+0.0054899i,0.0022716-0.0038304i,0.0029373-0.0014731i,-0.00071402+0.0011596i,-0.0051072+0.0033471i,-0.0015338+0.0020173i,0.0020487+0.0032436i,0.0015256+0.0033828i,0.00024232+0.0022616i,0.0027557+0.0025914i,-0.0012376+0.0014888i,-0.0055753+0.0079169i,7.7512e-05+0.0015136i,-0.00056181+0.0058918i,0.00061563-0.00015511i,-0.0033401-0.0045481i,-0.0018161-0.00077997i,-0.00059065-0.0058228i,-0.0023707+0.0013689i,0.0039789-0.0024024i,0.0031592+2.0708e-05i,0.011124-0.021212i,0.010904+0.026495i,0.0093065+0.0075426i,-0.0090566+0.0097759i,0.005949+0.0025651i,0.00095704-0.0015231i,-0.0029395+0.007164i
0.0045079-0.012712i,-0.024603-0.023969i,-0.032232-0.0032842i,-0.014054+0.0053821i,-0.0048077+0.014926i,-0.011992+0.012218i,-0.0214+0.0035491i,-0.028989-0.016781i,-0.021919-0.0012229i,-0.0037287-0.0020654i,-0.00034497-0.00025584i,-0.00050337-0.0012599i,0.0016298-0.0028918i,-0.0011168-0.00042717i,0.00051113-0.0005108i,-0.003833+0.00060299i,-0.0030663-0.0017352i,0.0008801-0.0021184i,-0.0010521-0.00018067i,-0.00063734-0.00056388i,-0.00049467+0.00035221i,-0.00034916-0.0017154i,-0.0010345+0.00010667i,-0.0029938+0.00073291i,-0.0018263+0.000805i,-0.0011762-0.00046374i,-0.00064152-0.00052345i,-8.8262e-05-0.00061458i,0.00064497-0.00081914i,0.00084021-0.0014657i,0.0010721+0.0016488i,-1.6363e-05+0.00076656i,-0.00037439+0.0011031i,-0.00064971+0.00019701i,0.0019527+0.0024825i,-0.003753+0.0011261i,-0.002128-0.00026798i,0.00038734-0.00079083i,-0.0012123+0.00023697i,0.0042993+0.0009513i,-0.0012613-0.00050897i,-0.0010114+0.00023726i,-0.00070042-6.5444e-05i,-0.0022726-0.0016709i,-0.0052167-0.0091056i,0.0072652-0.026331i,0.0034878-0.033954i,-0.0078727-0.013457i,-0.001081-0.023236i,-0.013808-0.010128i,-0.020442-0.035044i,-0.029625-0.038884i,0.0021181-0.017938i,0.0027895-0.011098i,0.0029176+0.0071099i,0.00052685-0.0024002i,0.007668+0.0031527i,0.00076322+0.0062457i,0.0038563-0.0032177i,1.4091e-05-0.0083058i,-0.002443+0.0051832i,0.0074077-0.0048378i,0.0022076-0.0025439i,-0.0019562-0.00077826i,-0.00019913+0.0011042i,-0.0001872-0.0029506i,0.0024746+0.002789i,-0.0026016-0.0057781i,0.0038551+0.0041239i,0.00091802-0.0046297i,0.0019829-0.0020981i,-0.00031459+0.00089803i,-0.0029851+0.0046184i,-0.0013301+0.0026574i,0.0035014+0.0019014i,0.0022581+0.0031612i,0.00081613+0.0014138i,0.0036183+0.0013677i,-0.00094896+0.0017399i,-0.0029847+0.0087353i,0.00049721+0.00083679i,0.0033345+0.0044701i,0.00040469-4.8711e-05i,-0.0052152-0.0027645i,-0.0019694-0.00013985i,-0.0023923-0.0053753i,-0.0017398+0.0014024i,0.0026006-0.0025016i,0.0029904-0.00096861i,0.0085673-0.023953i,0.01596+0.022463i,0.0079553+0.0057437i,-0.0080131+0.011247i,0.0080692+0.00090055i,0.00058532-0.0010891i,-0.0023448+0.0066972i
0.0019705-0.013002i,-0.026973-0.019178i,-0.031772+0.0017678i,-0.013298+0.0074422i,-0.0027263+0.013802i,-0.009849+0.012879i,-0.020586+0.0063572i,-0.030895-0.011536i,-0.021975+0.00151i,-0.0030443-0.00057797i,-0.00044392+0.00018243i,-0.00076075-0.00084551i,0.00057827-0.0034838i,-0.0013865+0.00014137i,0.00031909-0.00071139i,-0.0031069+0.0014532i,-0.002293+0.00022642i,0.00056137-0.0021765i,-0.00082791+0.00052742i,-0.00072357-0.00021377i,-0.00025931+0.00030033i,-0.0011603-0.0014198i,-0.00076645+0.00038197i,-0.0023745+0.0016627i,-0.0014389+0.0016749i,-0.0012026+7.6508e-06i,-0.00057097-0.0003346i,-0.00021287-0.00055177i,0.00060638-0.0010874i,0.00015743-0.0019055i,0.0013692+0.0010874i,0.00022919+0.00064291i,0.00015087+0.001179i,-0.00059899+0.00051965i,0.002853+0.0011875i,-0.0036727+0.0022447i,-0.0021408+0.0004969i,-1.5445e-05-0.00085352i,-0.0010427+0.00071349i,0.0037873-1.4045e-05i,-0.0015301-0.00018723i,-0.00066968+0.00047767i,-0.00050411+2.9924e-06i,-0.0024621-0.00084532i,-0.0066255-0.00745i,0.002532-0.027676i,-0.00023559-0.033766i,-0.0079671-0.013606i,-0.0043254-0.025547i,-0.011178-0.010931i,-0.026646-0.029384i,-0.038778-0.032773i,-0.00044315-0.017121i,0.0029135-0.012389i,0.0027195+0.0057803i,-0.00062088-0.0013166i,0.0073176+0.001559i,0.002404+0.005653i,0.0021297-0.0038089i,-0.0033315-0.0068302i,-0.00040951+0.0064793i,0.0040708-0.0063531i,0.0015546-0.0041492i,-0.001793-0.00040169i,2.7068e-05+0.00099625i,-0.00098782-0.0030188i,0.003113+0.0014473i,-0.0048699-0.0042824i,0.0049222+0.0020076i,-0.00057679-0.0051402i,0.0010813-0.0024536i,-0.00059003+0.00080525i,-0.00085712+0.0048162i,-0.0004394+0.0029454i,0.0052706+0.0014209i,0.0031659+0.002761i,0.00057978+0.00050991i,0.0037273-5.3113e-05i,-0.00061359+0.0019576i,-0.00034312+0.0087627i,6.3645e-05+0.00046773i,0.0037017+0.0018865i,0.0006162-0.00017796i,-0.006056-0.0002962i,-0.0016006+0.00093633i,-0.0036263-0.0043574i,-0.0012912+0.0016306i,0.0011932-0.0021322i,0.0020819-0.0014367i,0.0058196-0.026077i,0.020146+0.01743i,0.0068606+0.0049035i,-0.0069465+0.012453i,0.0095135-0.0013467i,0.00042946-0.00066064i,-0.0024056+0.0057844i
-0.00030559-0.012864i,-0.028594-0.014801i,-0.031114+0.0067553i,-0.011968+0.0094498i,-0.0013497+0.012549i,-0.0076601+0.013349i,-0.019531+0.0090932i,-0.031833-0.0067508i,-0.021654+0.0043248i,-0.0026303+0.00056362i,4.7118e-05+0.00058368i,-0.00086275-0.00062177i,-0.00072172-0.003643i,-0.0012012+0.00095225i,0.00011668-0.00071246i,-0.0023276+0.0017047i,-0.0015487-0.00027626i,0.00014581-0.0022967i,-0.00012881+0.00088354i,-0.00066849-0.00019433i,-0.00018924+0.00017116i,-0.0016728-0.00066174i,-0.00052855+0.00040406i,-0.0016509+0.0020259i,-0.00051886+0.001958i,-0.0010406+0.00047707i,-0.00057743-0.00025534i,-0.0002212-0.00061325i,0.00024483-0.0014927i,-0.00061656-0.0018749i,0.0016263+0.00067816i,0.0004113+0.00044963i,0.00062022+0.00088593i,-0.00025438+0.00087486i,0.0027763-0.00052309i,-0.0031657+0.0033162i,-0.001927+0.0013153i,-0.0003747-0.00063538i,-0.00099253+0.001128i,0.0033836-0.00037718i,-0.0016779+0.00011577i,-0.0006646+0.00049159i,-0.00045172-0.00029339i,-0.0020061-0.00015089i,-0.0070338-0.0060456i,-0.0020624-0.027195i,-0.003696-0.032918i,-0.0087758-0.013806i,-0.0086406-0.026998i,-0.011094-0.013045i,-0.030193-0.022214i,-0.045085-0.024309i,-0.0016201-0.015181i,0.0022434-0.014999i,0.0024174+0.0058774i,-0.00090058+3.4557e-05i,0.0064384+0.00016161i,0.0036051+0.0045533i,0.00058277-0.0029516i,-0.0057869-0.0042966i,0.0020277+0.0063777i,0.00012434-0.0057132i,-0.00029085-0.0046788i,-0.0013864+8.9313e-05i,5.667e-05+0.00085147i,-0.0018233-0.0028871i,0.0037779-0.00014865i,-0.0063829-0.0016712i,0.0059611-0.0011467i,-0.0026915-0.0045161i,0.0001243-0.0026068i,-0.00062933+0.0010767i,0.00083155+0.0037409i,0.00033235+0.0027303i,0.0037944-0.003964i,0.0040422+0.0017727i,-0.00015243+0.00042625i,0.0031823-0.0011491i,-0.00026631+0.0022275i,0.0023453+0.0078641i,-0.000282+0.00051681i,0.0028921-0.00022329i,0.00033393-0.00062314i,-0.0055612+0.0020205i,-0.00076758+0.0010238i,-0.0040167-0.003245i,-0.00054557+0.0017469i,0.00042832-0.00089195i,0.0014451-0.0010794i,0.0020872-0.028715i,0.022128+0.010287i,0.0060056+0.0039426i,-0.0056473+0.013831i,0.0079638-0.0031032i,0.00041385-0.00026262i,-0.0035273+0.0054481i
-0.0023526-0.012374i,-0.02964-0.010614i,-0.028943+0.01181i,-0.010219+0.011193i,-0.00066943+0.011769i,-0.0054477+0.013403i,-0.017975+0.011654i,-0.032102-0.0017478i,-0.021276+0.0067048i,-0.0023578+0.0013371i,0.0006875+0.00032631i,-0.0012923-0.00043747i,-0.0019579-0.0031099i,-0.00063789+0.0015096i,-0.00011147-0.00079291i,-0.0016478+0.001714i,-0.0016349+0.0010678i,-0.00023238-0.0024765i,0.000463+0.00054437i,-0.00080486-0.00025639i,-0.00027288+0.00022413i,-0.0017057+0.00026347i,-0.00037133+0.00031486i,-0.0012921+0.0022151i,0.00014599+0.0017024i,-0.00073633+0.00076086i,-0.00066058-0.00016063i,-0.00032969-0.0006447i,-0.00033964-0.0014806i,-0.0013109-0.0015258i,0.0016612+5.6958e-05i,0.00055018+0.00026956i,0.00090533+0.00066829i,0.00029451+0.0008917i,0.001782-0.0015753i,-0.0022161+0.0042502i,-0.0013151+0.0020523i,-0.00053055-0.00042311i,-0.00044506+0.0018681i,0.003491-0.00075404i,-0.0017062+0.00076452i,-0.00076855+0.00082804i,-0.00076578-0.00055847i,-0.0015931+4.402e-05i,-0.0070693-0.0050714i,-0.0054056-0.026031i,-0.00675-0.031485i,-0.010043-0.013758i,-0.012964-0.027093i,-0.01293-0.014154i,-0.030821-0.015109i,-0.047305-0.014291i,-0.00071995-0.014202i,-0.00053897-0.017326i,0.0031805+0.0066566i,-0.00036172+0.00095463i,0.0056722-0.00040544i,0.0040065+0.0031656i,0.00068582-0.0021483i,-0.0072861-0.00098903i,0.0041032+0.0052509i,-0.0021437-0.0029936i,-0.0012851-0.0046458i,-0.00054915+0.00017575i,0.0002421+0.0010066i,-0.002326-0.0021702i,0.0032-0.0022782i,-0.0059773+0.0015182i,0.0051937-0.0056031i,-0.0034864-0.003045i,-0.00087578-0.0024736i,-0.00050308+0.0013618i,0.0013452+0.0022036i,0.00091947+0.0023792i,0.00048894-0.0043677i,0.0041309+0.00081719i,-0.00049683+0.00076677i,0.0023714-0.0025978i,0.00033447+0.0022821i,0.0040794+0.0059827i,-0.00035702+0.00088435i,0.0017448-0.001381i,-9.2752e-05-0.00073435i,-0.004337+0.00379i,-0.00041112+0.00090945i,-0.004514-0.0028116i,-1.799e-05+0.001309i,0.00042643+0.00012414i,0.0012853-0.00072053i,-0.0032276-0.029888i,0.021392+0.0039499i,0.0054016+0.003215i,-0.0045039+0.015108i,0.0090102-0.0055037i,0.00068717+0.00037532i,-0.004327+0.006411i
-0.0042746-0.011637i,-0.030525-0.0066635i,-0.025528+0.016207i,-0.0079795+0.012474i,2.3796e-05+0.01128i,-0.0034983+0.012973i,-0.016155+0.013807i,-0.03135+0.0032148i,-0.02068+0.0092033i,-0.0021885+0.0019059i,0.00085398-0.00043137i,-0.0016703+0.00026678i,-0.0028983-0.0021955i,0.0001189+0.001584i,-0.00059068-0.00067514i,-0.0011569+0.0016133i,-0.00065121+0.0015425i,-0.00093559-0.0026335i,0.00057878+0.00018384i,-0.0010822-8.8627e-05i,-0.00026835+0.00032986i,-0.0013705+0.0008635i,-0.00036499+0.00015927i,-0.00075429+0.0026242i,0.00049234+0.0016027i,-0.00054312+0.00087005i,-0.00070389+5.544e-06i,-0.0004456-0.00061869i,-0.00080073-0.0011663i,-0.0018132-0.00095717i,0.0014859-0.00027981i,0.00058795-7.419e-05i,0.0012406+0.00014944i,0.00076437+0.00062712i,0.00077313-0.0019362i,-0.00083696+0.0046071i,-0.00061616+0.0024944i,-0.00055342-0.0001714i,0.00063195+0.0018846i,0.0038155-0.0016747i,-0.0012933+0.0013409i,-0.00042084+0.0013092i,-0.0012575-0.00034519i,-0.0014535+0.00016304i,-0.0070253-0.0045253i,-0.008175-0.025053i,-0.0090193-0.030506i,-0.011552-0.013607i,-0.01701-0.025951i,-0.014999-0.013871i,-0.029654-0.0097521i,-0.046834-0.0058195i,-0.00015576-0.015145i,-0.0040625-0.01773i,0.0047583+0.0075743i,0.00025552+0.0012923i,0.0053024-0.0010061i,0.0039331+0.0020497i,0.00053393-0.0020859i,-0.0071601+0.0029986i,0.0058004+0.0040433i,-0.0018805-0.00064544i,-0.0039795-0.001912i,-0.00016441-0.00027942i,0.00064738+0.00097343i,-0.0023085-0.0014827i,0.0017514-0.003582i,-0.004065+0.0037071i,0.0039218-0.0074223i,-0.0037998-0.0021058i,-0.0018738-0.00185i,-0.00012982+0.0015382i,0.00085657+0.001305i,0.0012652+0.0018147i,-0.0022156-0.0040869i,0.0045591-0.00036287i,-0.00063301+0.0010808i,0.00043038-0.0033185i,0.0011297+0.001901i,0.0048393+0.0041878i,-0.00049546+0.0010414i,0.00026899-0.0017055i,-0.00077219-0.00030253i,-0.0027585+0.0050289i,0.0003687+0.00066656i,-0.0067266-0.0015229i,-0.00018544+0.0010044i,0.00093366+0.0011439i,0.0013988-0.00057454i,-0.0082557-0.029286i,0.01949-0.001756i,0.0046591+0.0021106i,-0.0022958+0.016725i,0.0061358-0.0081423i,0.0015869+0.00073903i,-0.0043423+0.0074478i
-0.0057063-0.010642i,-0.031187-0.0023237i,-0.021823+0.019311i,-0.0056134+0.013204i,0.0010392+0.011123i,-0.001923+0.012315i,-0.014274+0.015878i,-0.029451+0.0074618i,-0.019683+0.012217i,-0.0017574+0.0022397i,0.00054659-0.0010839i,-0.0014932+0.00098701i,-0.0033003-0.00096237i,0.00065533+0.0014461i,-0.0008665-0.00025369i,-0.00087297+0.0015283i,0.00023529+0.0015724i,-0.0018358-0.0024478i,0.00077172-0.00013913i,-0.0012749+0.00029567i,-0.0001734+0.00035143i,-0.00076695+0.0013587i,-0.00048041+6.6523e-05i,-6.181e-05+0.0027489i,0.00082923+0.0013779i,-0.00028146+0.00094567i,-0.00078037+0.00015152i,-0.00062413-0.00054646i,-0.001084-0.00084274i,-0.0020194-5.8546e-05i,0.0012487-0.00036424i,0.00039843-0.00043914i,0.0011504-0.00053229i,0.0010534+8.7806e-05i,-0.00031118-0.0016837i,0.00048646+0.0043493i,0.00044268+0.0025145i,-0.0004911-5.3825e-06i,0.0012979+0.0013178i,0.0036621-0.0030312i,-0.00081138+0.0016596i,0.00025287+0.0012807i,-0.0014804+0.00018262i,-0.0012223+0.00039471i,-0.0069128-0.004544i,-0.010844-0.023798i,-0.011399-0.029284i,-0.013666-0.01293i,-0.020279-0.024556i,-0.01661-0.012894i,-0.027974-0.0052596i,-0.04438+0.00084103i,-0.00041113-0.01643i,-0.0065208-0.016688i,0.007382+0.0074168i,0.00087412+0.0012921i,0.0045745-0.0015697i,0.0038657+0.0014136i,0.00023881-0.0016445i,-0.0053753+0.0062868i,0.0059813+0.0027577i,-0.0014201+0.0011055i,-0.0027494-0.0015441i,-0.00030615-0.00071352i,0.0010361+0.00071441i,-0.0021357-0.0011725i,0.00024933-0.0038318i,-0.0015652+0.0046627i,0.0041814-0.0068385i,-0.0042671-0.0013105i,-0.0025315-0.00080483i,6.0513e-05+0.0017491i,0.00047407+0.00088705i,0.0013469+0.0015339i,-0.0043688-0.0026991i,0.0042566-0.0023373i,-0.00061145+0.001606i,-0.0015922-0.0027084i,0.0014645+0.001208i,0.0047824+0.0027926i,-0.00043159+0.0016858i,-0.0013283-0.00093325i,-0.00065891+0.00011058i,-0.00060491+0.0056223i,0.00038113-0.00012241i,-0.006388+0.0013505i,-0.00024243+0.0012546i,0.00204+0.0015252i,0.0015873-0.0006263i,-0.012375-0.02773i,0.016209-0.0066898i,0.0035122+0.001238i,0.0010263+0.0173i,0.0041048-0.0085768i,0.0022757+0.00035296i,-0.0042314+0.0085029i
-0.0069664-0.0099446i,-0.031088+0.0025034i,-0.017587+0.021973i,-0.0029561+0.013348i,0.0024246+0.010569i,-0.00061869+0.011626i,-0.011732+0.017694i,-0.027618+0.010723i,-0.017672+0.014789i,-0.0013515+0.0022452i,-6.2236e-05-0.0016182i,-0.0011665+0.0016378i,-0.0032059+0.00028707i,0.0011509+0.0013351i,-0.00091751+0.00022782i,-0.00075742+0.0015089i,0.00095838+0.0014367i,-0.0026644-0.0017867i,0.0006167-0.00075067i,-0.001435+0.00070682i,-0.00014816+0.00043328i,-0.00022483+0.001477i,-0.00073448+0.00020858i,0.00044568+0.0027126i,0.0010827+0.0010857i,9.1544e-06+0.0010736i,-0.00080608+0.00044078i,-0.0008855-0.00041046i,-0.0013568-0.00034457i,-0.0016802+0.00079235i,0.001271-0.00043077i,1.0147e-05-0.00062452i,0.00070679-0.0009714i,0.00097507-0.00052178i,-0.00091752-0.001073i,0.00154+0.0038185i,0.0012531+0.0020612i,-0.00046868+0.00011185i,0.0015659+0.00059516i,0.0026972-0.0044739i,-0.00039159+0.0017672i,0.00056786+0.0010516i,-0.001633+0.00083288i,-0.00090211+0.00044299i,-0.0073871-0.0051781i,-0.012827-0.022633i,-0.013274-0.027737i,-0.01534-0.011126i,-0.023033-0.022823i,-0.01787-0.011297i,-0.025366-0.0020376i,-0.042202+0.0059294i,-0.00044639-0.017264i,-0.0079177-0.015732i,0.010033+0.0057609i,0.0011313+0.00098456i,0.0036875-0.0016109i,0.0036948+0.00074035i,0.00040518-0.0014901i,-0.0026233+0.0085581i,0.0053092+0.0011854i,-0.00046098+0.0026542i,-0.0027146-0.00087925i,-0.00079213-0.00075961i,0.0010662+0.00039235i,-0.0020771-0.00093768i,-0.00082268-0.0032596i,0.0007882+0.0045612i,-0.00088026-0.0028432i,-0.0046759-0.00050055i,-0.0027924+0.00028253i,0.00052913+0.0017284i,-3.234e-05+0.00063856i,0.0017158+0.0014163i,-0.0057991-0.00028128i,0.0026377-0.0037096i,-0.00016226+0.0019715i,-0.0029963-0.00098674i,0.001331+0.00085367i,0.0047362+0.0019118i,0.00065615+0.0021913i,-0.001945+0.00045282i,-0.00061331+1.1828e-05i,0.0015673+0.0049766i,-0.00030475-0.00037855i,-0.0046998+0.0030123i,0.00014342+0.0016957i,0.0030762+0.0015027i,0.0016737-0.00084662i,-0.016077-0.025987i,0.010449-0.010456i,0.00187+0.00048413i,0.004515+0.01641i,0.0016919-0.0087097i,0.0025388-0.00023446i,-0.0037207+0.0098096i
