-0.0014305-0.042039i,0.0002574-0.047042i,-0.0074584-0.047992i,-0.029763-0.023329i,-0.02286+0.010622i,-0.03647-0.033608i,-0.062954-0.058977i,-0.019024-0.070679i,-0.027417-0.054987i,-0.0007527+0.017223i,-0.010095+0.011988i,-0.014405+0.013538i,0.0023201+0.014522i,-0.0027889-0.0018038i,0.0017965+0.0061605i,0.00013393+0.034041i,0.021842+0.047874i,0.0011177-0.00061696i,-0.0037642-0.0095645i,0.0085269+0.004388i,0.001484+0.0011673i,-0.0010179+0.0036951i,-2.33e-05-0.00056361i,-0.036431-0.010399i,-0.0028298-0.0076525i,-0.0011087+0.0046071i,0.0023487-0.0008692i,-0.00015311+0.00036286i,0.0008288-0.00064313i,-1.2832e-05-0.0020857i,-0.0017874-0.0054018i,-0.002889-0.006653i,-0.0015622-0.0068576i,0.0034402-9.0826e-05i,0.0032792-0.0016641i,-0.0050908+0.039135i,0.0070635-0.0045882i,0.0032397-0.00078916i,0.0049331-0.00015989i,-0.016411-0.001731i,-0.00095511-0.00016753i,0.010813-0.001454i,0.0041688+0.0024404i,-0.0041125+0.0018197i,0.00014111+0.008352i,-0.005713+0.018204i,0.026766-0.081614i,0.00014112-0.054691i,-0.022789-0.04379i,-0.019318-0.037587i,0.06297-0.016079i,0.03073-0.057633i,0.039197-0.043839i,0.033829-0.051656i,0.01983-0.016577i,0.0073044+0.012362i,0.023913-0.033994i,-0.0086733-0.0053149i,0.003197-0.001316i,-0.0028859-0.0056032i,0.0056024-0.031811i,-0.025335+0.030094i,0.0089018-0.01018i,-0.012734-0.0023503i,-0.0047061-0.0018007i,0.00065466-0.014547i,-0.010952+0.0051765i,0.0031669+0.0068133i,-0.0148+0.031779i,0.0054205+0.0069984i,-0.0062185-0.0018971i,-0.0010782-0.002658i,-0.011762-0.0072475i,0.00037191-0.0035825i,-0.035331+0.0044588i,0.0014799-0.012934i,-0.0094793-0.0028457i,-0.0066693-0.0035772i,0.0064261+0.0021581i,-0.0090868+0.0022163i,1.6487e-07+0.0017737i,0.0061033+0.010611i,0.0046709+0.00078675i,-0.0093472-0.009928i,0.0016491+0.0080664i,-0.019708+0.0046399i,0.0067152+0.0032052i,-0.027771-0.0089944i,-0.035958-0.0020745i,0.026687-0.078894i,0.014482-0.0087853i,-0.042013-0.028464i,-0.023867-0.0064548i,0.017193+0.012365i,-0.026726+0.010867i,-0.012461-0.0096881i
-0.011375-0.0086176i,-0.041989-0.0020435i,-0.011305+0.022585i,0.0028431+0.0097122i,0.005608+0.011192i,0.0034861+0.0085991i,-0.0084974+0.017033i,-0.03365+0.0087219i,-0.015446+0.011748i,0.00046702+0.0038614i,-0.00065992-0.002105i,-0.0002201+0.0020004i,-0.0018662+0.0016597i,0.002123+0.00080857i,0.00013172+0.0011065i,-0.00021343+0.0011371i,0.0012508+0.00035937i,-0.0030256-0.00049911i,-6.9987e-05-0.0015122i,-0.00037184+0.00113i,-0.00020742+0.00078007i,0.00088708+0.00095577i,-0.00082712+0.00048661i,0.00050898+0.0038067i,0.0012999+0.0020078i,-0.00016721+0.00082688i,-0.00074103+0.00071421i,-0.00085567+0.00026524i,-0.0009267+0.00025066i,-0.0010754+0.0019333i,0.00020767-0.00077278i,-5.56e-05-0.00035636i,-0.00023379-0.00057971i,0.0012892+0.00010875i,-0.00027592-0.00070212i,0.002632+0.0027103i,0.0021195-0.00020955i,-0.00045145-6.4857e-07i,0.00104+0.00020649i,0.0010279-0.0031294i,0.00021672+0.0018501i,0.00064137+0.0012112i,-0.00218-0.00092085i,-0.0020035-3.5757e-05i,-0.010964-0.0072166i,-0.008775-0.019428i,-0.010348-0.026747i,-0.019073-0.012737i,-0.025586-0.022231i,-0.014612-0.011113i,-0.022874+0.0024838i,-0.034958+0.0095585i,-0.0062353-0.01764i,-0.0065637-0.014148i,0.014732+0.0051143i,0.00074218+0.00033451i,0.0024062-0.0025577i,0.002678+0.00086824i,7.6364e-05-0.0018577i,4.437e-05+0.0098937i,0.0038076-0.00020429i,0.0011346+0.0035925i,-0.0022025-0.0010978i,-0.0018225+0.0006205i,0.0012747-0.00012895i,-0.0021796-0.00037052i,-0.0014006-0.0025021i,0.0019726+0.0031323i,-0.0055803-0.0033653i,-0.0047998+0.00080444i,-0.0016945+0.0021251i,0.00079717+0.001387i,-0.00010034+0.00044839i,0.0021395+0.000779i,-0.0064297+0.0032973i,0.0013998-0.004077i,0.0010176+0.0018831i,-0.0030855+0.0011729i,0.0014687+0.00014534i,0.0046098+0.00053721i,0.0010987+0.0014074i,-0.00018669+0.0017588i,-0.00045645+4.5301e-05i,0.0032588+0.0030626i,-0.00082804-0.00020089i,-0.0024318+0.0036109i,0.0018695+0.0024921i,0.0041981+0.0010325i,0.00048584-0.001035i,-0.018379-0.019274i,0.007486-0.014049i,0.00059862+0.00023i,0.008996+0.014196i,-0.0015531-0.0073003i,0.0024588-0.0011125i,-0.0024938+0.011302i
-0.013062-0.0072363i,-0.040696+0.0049133i,-0.0073558+0.022266i,0.0042934+0.0082448i,0.0066952+0.0093816i,0.0036129+0.0072802i,-0.0057843+0.017785i,-0.031413+0.012974i,-0.012957+0.014052i,0.0011946+0.0038186i,-0.0015637-0.0013871i,0.00091749+0.0019897i,-0.0010496+0.0019273i,0.0024847-9.2604e-05i,0.00075536+0.0010052i,-0.00011996+0.0012489i,0.0015678+6.2639e-05i,-0.0028611+0.00060796i,-0.00078838-0.0010733i,0.00013077+0.0012558i,-1.5044e-05+0.00075437i,0.001116+0.00042688i,-0.00076247+0.00087392i,0.001133+0.0037558i,0.0020438+0.0015416i,0.00029398+0.00077699i,-0.0003332+0.001039i,-0.00071521+0.00062498i,-0.0005916+0.00056676i,-0.00027723+0.0019548i,8.8538e-05-0.00056075i,-0.00027346-6.7119e-05i,-0.00038051-0.00043454i,0.0013351-0.00065394i,-0.00023703-0.00044007i,0.0031932+0.0019817i,0.0019124-0.0010801i,-0.0004369+0.00020043i,0.00095694-0.00026435i,-0.00010967-0.0032659i,0.00097988+0.0017931i,0.00097939+0.00076434i,-0.0023195-0.00047622i,-0.0020593+0.00051345i,-0.013648-0.0058239i,-0.012149-0.018772i,-0.012791-0.026902i,-0.020965-0.011291i,-0.029006-0.020102i,-0.014908-0.010966i,-0.019587+0.0026355i,-0.031189+0.01215i,-0.0073111-0.019391i,-0.0069226-0.01496i,0.013481-0.00085999i,0.0008738+0.00079632i,0.0021318-0.0013232i,0.0025211+0.00047493i,-0.00090634-0.0023389i,0.0036999+0.010568i,0.0028152-0.00032383i,0.0027251+0.0035012i,-0.0027303-0.0011459i,-0.0017788+0.0016817i,0.0014147-0.00059381i,-0.0023501-0.00030855i,-0.0010739-0.0025909i,0.002751+0.0013367i,-0.005467-0.0009938i,-0.0050858+0.0026626i,-0.00068111+0.0026746i,0.00064811+0.0010873i,-0.00019492+0.0007551i,0.0016678+2.2178e-05i,-0.0041859+0.0057534i,-3.6617e-05-0.0043137i,0.0012998+0.0012741i,-0.0018869+0.0026959i,0.00129+0.00010958i,0.0046908-0.00057765i,0.001041+0.00088753i,-7.5862e-05+0.0018932i,-0.00075535+0.00031409i,0.0029385+0.0011845i,-0.00094344-0.00031968i,-0.0012528+0.0037702i,0.0028818+0.0013544i,0.0047491-0.00093027i,0.00036267-0.0014205i,-0.019984-0.016468i,-0.0020203-0.012819i,-0.0012643+0.00046901i,0.010629+0.010727i,-0.002361-0.0062819i,0.0020604-0.0015784i,-0.0016667+0.011199i
-0.014434-0.0053231i,-0.03789+0.010772i,-0.0039368+0.0215i,0.0051356+0.0064367i,0.0072766+0.0075857i,0.0034503+0.0062688i,-0.0030014+0.017881i,-0.028919+0.016598i,-0.010207+0.015475i,0.0020886+0.0035147i,-0.0017835-0.00039008i,0.0018596+0.0012817i,-0.00020395+0.001956i,0.002105-0.0010709i,0.0013309+0.00050417i,0.00012767+0.0013755i,0.0019243-0.00037554i,-0.0023927+0.0010648i,-0.00086658-0.00053878i,0.0007076+0.0010507i,0.00010302+0.00075643i,0.00098094-1.6096e-05i,-0.00050062+0.0013185i,0.0018577+0.0035475i,0.0026756+0.00053492i,0.00061544+0.00041009i,0.00021199+0.0010722i,-0.00041364+0.00092304i,-0.00027669+0.00059627i,0.00049294+0.0017543i,-0.00039966-0.0004935i,-0.00022407+0.00022149i,-0.00058889-0.00033328i,0.00088638-0.0011812i,-0.00027154-0.00034217i,0.0036406+0.0012464i,0.0012613-0.0017931i,-0.00021147+0.00041226i,0.00075139-0.00057003i,-0.0011749-0.0027079i,0.0015925+0.0013244i,0.00098523+0.00028688i,-0.0023997+0.00030548i,-0.0015189+0.00087161i,-0.015829-0.0037032i,-0.01513-0.016687i,-0.016312-0.02626i,-0.022864-0.0086511i,-0.032538-0.016951i,-0.01615-0.011423i,-0.017239+0.0015493i,-0.027844+0.013402i,-0.0091286-0.020431i,-0.0084321-0.016066i,0.011171-0.0037957i,0.0016092+0.00091813i,0.0028155-0.00056339i,0.0021198+2.1832e-06i,-0.0023801-0.0016196i,0.0079094+0.0096143i,0.0022041+0.00019774i,0.0038786+0.0025065i,-0.0035943-0.00053264i,-0.00085024+0.0025789i,0.00090854-0.0010835i,-0.0028569-8.3023e-05i,-0.0015353-0.0032286i,0.0019883-0.00012752i,-0.0049411+0.00034909i,-0.0040056+0.0047261i,0.0004657+0.0024766i,0.00055605+0.0013266i,-7.6727e-05+0.00081571i,0.0013663-1.8313e-05i,-0.0012352+0.0061571i,-0.0020119-0.003836i,0.0013276+0.0010855i,-0.00037684+0.0033533i,0.001222+6.3595e-05i,0.0040767-0.0016834i,0.00093518+0.0010561i,0.0005604+0.0021015i,-0.00069213+0.00055528i,0.0019366+0.00036119i,-0.0013008-0.00012464i,0.00047284+0.0033128i,0.0031818+0.0002942i,0.0037678-0.0020608i,-0.00020565-0.0014962i,-0.02109-0.013909i,-0.0068232-0.0096812i,-0.0032002+0.0016234i,0.010625+0.0070703i,-0.0031587-0.0047544i,0.0014984-0.0016264i,-0.0014141+0.011537i
-0.015475-0.0031767i,-0.034349+0.015031i,-0.00083927+0.020185i,0.0054143+0.0046849i,0.0074256+0.0057728i,0.0033267+0.0055989i,-0.0004507+0.017211i,-0.026064+0.020187i,-0.0071983+0.016025i,0.0031411+0.0028472i,-0.0014259+0.00039065i,0.0021351+0.00031265i,0.00045483+0.0017262i,0.0014989-0.0014824i,0.0014747-0.00017957i,0.0005061+0.0013695i,0.002153-0.0010935i,-0.0024575+0.0019629i,-0.00089157-0.00053226i,0.0010621+0.00056395i,0.00020735+0.00086495i,0.00065288-0.00022968i,4.7623e-05+0.0016262i,0.0024902+0.0031577i,0.0027596-0.00077011i,0.00064282-5.3184e-05i,0.00065604+0.00086393i,1.1303e-05+0.001066i,-7.3722e-05+0.00047756i,0.0011356+0.0012266i,-0.00080201-0.00045913i,-3.07e-05+0.00039497i,-0.00071263+4.0236e-06i,0.00025137-0.0014643i,-0.00026691-0.00027502i,0.0039718+0.00051396i,0.00031035-0.002106i,-9.5474e-06+0.00038887i,0.00051922-0.00077831i,-0.0018323-0.0017389i,0.0018775+0.00068378i,0.00085339+2.2401e-05i,-0.0020972+0.0011209i,-0.0011592+0.00076101i,-0.017229-0.0009115i,-0.017044-0.014134i,-0.019866-0.024331i,-0.023528-0.0054186i,-0.034939-0.012911i,-0.018281-0.011076i,-0.016339-0.00044964i,-0.025308+0.013987i,-0.011324-0.020638i,-0.010974-0.016907i,0.0090761-0.0057225i,0.0022095+0.00041378i,0.0038048-0.00075503i,0.0013587-2.0977e-05i,-0.002827+3.8506e-05i,0.011304+0.0067995i,0.0024354+0.00079601i,0.0044541+0.0012627i,-0.0036759+0.00072553i,0.00057249+0.0028558i,0.00042975-0.0008667i,-0.0032348+0.00051506i,-0.0027242-0.0035288i,0.0012003-0.00048893i,-0.0040197+0.0014686i,-0.0018736+0.0058691i,0.001315+0.0018239i,0.0010922+0.0016687i,-0.00016249+0.0010439i,0.0013312-0.00024339i,0.00073458+0.0053282i,-0.0030902-0.0019468i,0.0016374+0.0010002i,0.0011802+0.0030368i,0.00099343-3.1421e-05i,0.0031819-0.0026845i,0.0015845+0.0012836i,0.0012541+0.0018413i,-0.00077584+0.00055227i,0.0010909+0.00013023i,-0.0014315+0.00050392i,0.0013001+0.0021199i,0.003256-0.00081119i,0.0025135-0.0028443i,-0.00083016-0.0011382i,-0.021607-0.011467i,-0.0099598-0.0052468i,-0.0044954+0.0034193i,0.0090614+0.0041384i,-0.0034442-0.0031995i,0.0010589-0.0012929i,-0.00071255+0.012352i
-0.015966-0.00072423i,-0.031339+0.01826i,0.0015262+0.018622i,0.0052124+0.0029913i,0.0071237+0.0039952i,0.0033542+0.0049363i,0.001589+0.016253i,-0.022146+0.023193i,-0.0048323+0.015792i,0.0038924+0.0016151i,-0.00084644+0.00077315i,0.0019949-0.00043832i,0.00099821+0.0012898i,0.00097549-0.001654i,0.0013491-0.00082603i,0.00092181+0.0011774i,0.0020409-0.0019657i,-0.0016951+0.0030028i,-0.001296-0.00030084i,0.00098586+1.9676e-05i,0.00055213+0.00095638i,0.00052336-0.00025136i,0.00068316+0.0015849i,0.0029679+0.0029205i,0.0023746-0.0022154i,0.00033717-0.00045618i,0.00088284+0.00044845i,0.00038511+0.00087153i,7.5687e-05+0.00035543i,0.0012708+0.00046622i,-0.0011073-0.00011475i,0.000212+0.00036391i,-0.00064199+0.00028531i,-0.00053978-0.0013009i,-0.00031417-0.00026353i,0.0043542-0.00034472i,-0.00052717-0.0021768i,0.00015673+0.0002338i,0.00030181-0.00089077i,-0.0018143-0.00073341i,0.0019681+5.0902e-05i,0.00065535-3.3539e-05i,-0.0014937+0.0013252i,-0.0012295+0.0006865i,-0.017955+0.0021679i,-0.018051-0.011581i,-0.0225-0.021352i,-0.023106-0.002916i,-0.036625-0.0085741i,-0.020271-0.0096444i,-0.017326-0.00204i,-0.023406+0.014303i,-0.013272-0.020862i,-0.013492-0.016925i,0.0071021-0.0064647i,0.0024739-0.00023361i,0.0052251-0.0017137i,0.00077676+0.00041742i,-0.0024299+0.0017099i,0.013475+0.0030902i,0.0028258+0.0007328i,0.004112-0.00028648i,-0.0033088+0.0016736i,0.0018857+0.0018699i,0.00053984-0.00056458i,-0.0033567+0.0013949i,-0.0041005-0.0033434i,0.00085691-0.0007097i,-0.0032969+0.0024664i,-9.7426e-05+0.0059469i,0.0018867+0.00098576i,0.0020636+0.0014932i,9.533e-05+0.0013493i,0.00084839-0.00046444i,0.0024063+0.0041149i,-0.0028389-0.00025721i,0.0019766+0.00067533i,0.0019967+0.0020416i,0.00090199+7.4584e-05i,0.0020375-0.0033076i,0.0021884+0.00061675i,0.0019166+0.0015626i,-0.00096954+0.00079149i,0.00052432+0.00041561i,-0.0012097+0.0010374i,0.0010856+0.0011653i,0.0028371-0.0023495i,0.0011915-0.0032029i,-0.001047-0.00065487i,-0.021752-0.0094762i,-0.011335-0.00094765i,-0.0050303+0.0056669i,0.0067965+0.0025089i,-0.0029387-0.0019454i,0.0011235-0.00092712i,0.00063636+0.013167i
-0.015746+0.001599i,-0.028435+0.021418i,0.0033299+0.01693i,0.004388+0.0016146i,0.0063404+0.0025706i,0.0033343+0.004289i,0.0032728+0.015102i,-0.018112+0.025096i,-0.0027373+0.015422i,0.0042717+0.00021124i,-0.00027509+0.00072063i,0.0017738-0.00095862i,0.0013401+0.00063371i,0.0004376-0.0017204i,0.00094399-0.0012865i,0.0013004+0.00091575i,0.0016214-0.0028174i,-0.00052455+0.0033454i,-0.0013872+0.00034237i,0.00079148-0.00016644i,0.0010686+0.00091445i,0.00028858-0.00012242i,0.0011908+0.001233i,0.0040975+0.0028322i,0.00093071-0.0037556i,-9.6126e-05-0.00034614i,0.00095224+9.4871e-05i,0.00059939+0.00085704i,0.00017523+0.00015121i,0.0010193-8.4005e-05i,-0.0010365+0.00020226i,0.00033291+0.00027064i,-0.00052275+0.00036165i,-0.00097926-0.00068314i,-0.00046982-0.00026401i,0.0044462-0.0013459i,-0.0010304-0.0024168i,0.00021617+0.0001055i,2.9142e-05-0.00097862i,-0.0013709-0.00021653i,0.0017735-0.00067996i,0.00061121-2.66e-05i,-0.0011676+0.0016474i,-0.0011214+0.0010954i,-0.017918+0.005177i,-0.018443-0.0094868i,-0.023988-0.018261i,-0.022859-0.00098615i,-0.037244-0.003865i,-0.021429-0.007811i,-0.019309-0.0024659i,-0.022355+0.014687i,-0.015694-0.020638i,-0.016141-0.015897i,0.0054686-0.0065185i,0.0023622-0.0010295i,0.0044524-0.0050378i,0.00050329+0.0011169i,-0.0013487+0.0031497i,0.014259-0.001538i,0.0033746+0.00067351i,0.0027989-0.0012894i,-0.0025224+0.002329i,0.0022547+0.00080327i,0.00092989-0.0007957i,-0.0030556+0.002452i,-0.0055729-0.0024974i,0.00049173-0.0010849i,-0.0023509+0.0031052i,0.0013638+0.0054481i,0.0019169-0.00017639i,0.0026091+0.00084706i,0.00036185+0.0014946i,0.00020478-0.00032929i,0.0031804+0.0026501i,-0.0020731+0.00076263i,0.0021044+0.00023875i,0.0023198+0.0013326i,0.00083448+4.3604e-05i,0.00048835-0.0033384i,0.0025026-0.00019185i,0.002239+0.0011039i,-0.00066536+0.0013776i,0.00031976+0.00090747i,-0.00098801+0.0016599i,0.00071418+0.00060146i,0.0016016-0.0033941i,-0.00016601-0.0027495i,-0.0011069-0.00028492i,-0.021668-0.0074709i,-0.011717+0.0030107i,-0.0043442+0.0081025i,0.0044497+0.0022285i,-0.0021229-0.001247i,0.0013384-0.00073745i,0.0025152+0.013389i
-0.015296+0.0034516i,-0.025148+0.024316i,0.0046645+0.015339i,0.0034116+0.00099723i,0.005323+0.0016869i,0.0032061+0.0037478i,0.0044979+0.014051i,-0.01391+0.026445i,-0.00089814+0.014838i,0.0044973-0.0015011i,-1.2577e-05+0.00043569i,0.0014172-0.0013158i,0.0014695+2.8606e-05i,-0.00013463-0.0014792i,0.00046688-0.0014506i,0.0016192+0.0004729i,0.00068738-0.0035731i,0.00059306+0.0031934i,-0.0011463+0.00081211i,0.00073455-0.00026379i,0.0015854+0.00012205i,0.00030425+7.4737e-05i,0.0014889+0.00072544i,0.0069296+0.0016174i,-0.0011629-0.0059819i,-0.00015994-1.1253e-05i,0.00088337-0.00030803i,0.00099544+0.0006941i,8.4788e-05+3.542e-05i,0.00067973-0.00028601i,-0.0010401+0.00038021i,0.00030155+0.00022987i,-0.00049183+0.0005142i,-0.0011138-5.5265e-05i,-0.00065185-0.00021236i,0.0043524-0.0023819i,-0.0019763-0.0022823i,0.00019616-9.4977e-07i,-0.00028509-0.0010634i,-0.00095347-0.00017409i,0.0011699-0.0010436i,0.00073769-8.4099e-05i,-0.00060863+0.0020079i,-0.00070586+0.0013641i,-0.017442+0.0081374i,-0.018849-0.0081117i,-0.02451-0.015348i,-0.022678+0.0011171i,-0.036728+0.00068731i,-0.022424-0.0060488i,-0.021757-0.0014618i,-0.021718+0.015834i,-0.017643-0.020037i,-0.018215-0.014232i,0.004255-0.0065357i,0.0017619-0.0016258i,0.0018046-0.0057609i,0.00080487+0.0019573i,0.00062559+0.0042247i,0.012777-0.0061989i,0.0043077+0.00037637i,0.0012015-0.0012095i,-0.0015408+0.0023358i,0.0024064-0.00048347i,0.00081465-0.0012786i,-0.0022148+0.0034245i,-0.0066199-0.00079504i,-0.00014635-0.0010327i,-0.0011839+0.0034823i,0.0023827+0.0046026i,0.0011565-0.0010279i,0.0030605-2.5219e-05i,0.0011405+0.0012152i,0.0001499+0.0001778i,0.0033319+0.0015522i,-0.0011931+0.0012309i,0.0022353-8.0143e-05i,0.0026913+0.00071339i,0.00090029+4.8198e-05i,-0.00064483-0.0024444i,0.002588-0.0011664i,0.0026047+0.00055148i,0.00026088+0.001173i,0.00067373+0.001469i,4.0744e-06+0.0024551i,0.00042388+0.00041843i,9.2123e-05-0.0036457i,-0.0010897-0.0021334i,-0.0012284+0.00015181i,-0.021566-0.0059319i,-0.010996+0.0068075i,-0.0028338+0.0097918i,0.0026137+0.0032795i,-0.0013156-0.0011827i,0.0017449-0.00077069i,0.004357+0.013025i
-0.014943+0.0051323i,-0.02148+0.027131i,0.005716+0.013964i,0.0027932+0.00072065i,0.0045034+0.0012779i,0.0031793+0.0032431i,0.0057145+0.013169i,-0.0097749+0.026845i,0.0010689+0.014123i,0.0033298-0.0024032i,2.5947e-05+0.00036357i,0.0010122-0.0015278i,0.0014491-0.00064803i,-0.00029583-0.0010618i,0.00011326-0.0014506i,0.0017054-0.0001832i,-0.00056394-0.0036946i,0.0015068+0.0029283i,-0.00080373+0.0011543i,0.00078007-0.00041163i,0.0014019-0.00061955i,0.0004955+0.00011177i,0.0014702+0.00019623i,0.0063972-0.0031726i,0.0011483-0.0053164i,0.00015116+0.00021234i,0.00059618-0.00066147i,0.0009217-7.6801e-05i,5.1501e-05+3.49e-05i,0.00033209-0.00029371i,-0.00085802+0.00088324i,0.00038772+0.00019264i,-0.00032307+0.00078689i,-0.00097637+0.00041927i,-0.00068528+3.0733e-05i,0.0037004-0.0036573i,-0.0027073-0.0017738i,0.00013698-0.00011292i,-0.00075877-0.00093397i,-0.00098414-0.00035865i,0.00063159-0.0011213i,0.00075048-0.00027002i,8.265e-05+0.002089i,-0.00030513+0.0015085i,-0.016098+0.010876i,-0.019495-0.0069163i,-0.024539-0.013355i,-0.021674+0.0031663i,-0.035063+0.0043099i,-0.022748-0.0040208i,-0.023584+0.0010381i,-0.020338+0.017936i,-0.019797-0.01937i,-0.019512-0.013308i,0.0036497-0.0067887i,0.00087912-0.001638i,-0.00047912-0.0050779i,0.0014569+0.0026216i,0.0031971+0.0038982i,0.0095256-0.0095412i,0.0086271-0.0048359i,0.00028137+9.6054e-05i,-0.00090699+0.0019493i,0.001785-0.0014042i,0.0005489-0.0017055i,-0.00087643+0.0038234i,-0.0070678+0.0016208i,-0.00041359-0.00080061i,-3.8958e-05+0.0034648i,0.0031609+0.0037407i,0.00026733-0.0011236i,0.0030933-0.0013063i,0.0011832+0.0008491i,2.8816e-05+0.00048437i,0.0033082+0.00086869i,-0.00010629+0.0014086i,0.0024028-0.00069999i,0.0029361+0.00015991i,0.00071117-0.00019721i,-0.00079707-0.0014711i,0.0019446-0.0023256i,0.0028314-0.00011437i,0.00038556+0.00057566i,0.0014748+0.0015262i,0.0012325+0.0019637i,0.00024957+0.00045045i,-0.0010158-0.00331i,-0.0016368-0.00164i,-0.0012517+0.00071599i,-0.021574-0.0045541i,-0.0092556+0.0093504i,-0.0009927+0.010307i,0.0019601+0.0050636i,-0.0014726-0.0018374i,0.0017888-0.0012497i,0.0062238+0.012092i
-0.014487+0.0069674i,-0.017206+0.029525i,0.0068086+0.012633i,0.0023905+0.00042805i,0.0039364+0.00084277i,0.0031677+0.0025006i,0.0071808+0.012333i,-0.0059237+0.02651i,0.0027137+0.013097i,0.0019142-0.0026786i,2.5906e-05+0.00037383i,0.00065292-0.0016052i,0.0011735-0.0013856i,-0.00028763-0.00081569i,-0.00022147-0.0014341i,0.0015607-0.00078429i,-0.0018316-0.0032858i,0.0023659+0.0022535i,-0.00035883+0.0016032i,0.00075791-0.00072601i,0.00099863-0.0011528i,0.00063313+5.7089e-06i,0.0012817-0.00016595i,0.00342-0.0042639i,-0.00070584-0.0039855i,0.00056271-1.7501e-05i,0.0002209-0.00082242i,0.00061582-0.00020731i,8.8534e-05+6.0411e-05i,0.00019818-0.00015387i,-0.00034092+0.0012582i,0.00053625+7.6647e-05i,-3.6669e-05+0.00094072i,-0.00075635+0.00070535i,-0.0005769+0.00026642i,0.002464-0.0045965i,-0.0030365-0.00048128i,9.3176e-05-0.00014761i,-0.0010437-0.00052278i,-0.0012187-0.00027433i,0.00023571-0.0010072i,0.00062033-0.0004776i,0.00085266+0.001909i,0.00016335+0.0014729i,-0.014544+0.013143i,-0.020512-0.0054592i,-0.02485-0.011985i,-0.020591+0.0047393i,-0.033176+0.0072369i,-0.022535-0.0028318i,-0.02403+0.0046236i,-0.017896+0.019794i,-0.021701-0.018346i,-0.021585-0.012271i,0.0028631-0.0074312i,0.00016212-0.0012115i,-0.0018714-0.0036618i,0.002342+0.0026739i,0.0048979+0.002456i,0.005209-0.011024i,0.0025568-0.0038218i,0.00046961+0.001559i,-0.00094457+0.001592i,0.0011219-0.001883i,6.2955e-05-0.0020956i,0.00024615+0.0035878i,-0.0060231+0.0038649i,-0.00056204-0.00062157i,0.00081467+0.0031226i,0.0036499+0.0027656i,-0.0003631-0.00091769i,0.0023586-0.002461i,0.0011971+0.00050257i,0.00024729+0.001198i,0.0033122+0.00033948i,0.00078076+0.00071558i,0.0021418-0.001551i,0.0028219-0.00067943i,0.00065335-0.00018029i,-0.00049897-0.00066762i,0.00017103-0.0031219i,0.0025176-0.00091101i,0.00010384+0.00029946i,0.0020444+0.0010844i,0.0018679+0.00093907i,0.00017338+0.000329i,-0.0019281-0.0025387i,-0.0018229-0.00059642i,-0.00088547+0.0011821i,-0.021538-0.0033205i,-0.0077488+0.011142i,0.00017772+0.010038i,0.0025302+0.0060929i,-0.0022372-0.0018685i,0.0014495-0.0016644i,0.0077246+0.0106i
-0.01362+0.0089868i,-0.01238+0.030958i,0.0080067+0.011114i,0.0020196+0.00017543i,0.003309+0.0003654i,0.0028353+0.0017006i,0.0087336+0.010932i,-0.0026294+0.025904i,0.0042057+0.011778i,0.0014989-0.0020669i,-6.9855e-05+0.00052009i,0.00043675-0.0016347i,0.00056695-0.0020209i,-0.00019558-0.00066582i,-0.00052759-0.0012793i,0.0012075-0.0011519i,-0.0024729-0.0024551i,0.0028367+0.0013878i,0.00037891+0.0018029i,0.00056928-0.0010134i,0.00032136-0.0013444i,0.0007329-0.00011544i,0.0010658-0.00044296i,0.001709-0.003979i,-0.0019159-0.0034088i,0.00071723-0.00038072i,-9.9259e-05-0.00071318i,0.00031401-0.0002277i,0.00020537+2.8242e-05i,0.00024395-6.9498e-05i,0.00015454+0.0011955i,0.00061927-2.305e-05i,0.00033673+0.00090122i,-0.00040712+0.0008968i,-0.00044129+0.0004009i,0.00089574-0.005099i,-0.0028101+0.00039051i,-5.6277e-06-0.00017268i,-0.001156-0.00014961i,-0.0014912+3.8123e-05i,-0.00010869-0.00088519i,0.00043465-0.00060267i,0.0015286+0.001476i,0.00058275+0.0013613i,-0.012421+0.014909i,-0.021598-0.003491i,-0.025511-0.010665i,-0.019474+0.0063972i,-0.031313+0.0093264i,-0.022627-0.0020631i,-0.022899+0.0080143i,-0.014461+0.020668i,-0.023327-0.017081i,-0.024148-0.010407i,0.0017273-0.0085026i,-0.00027217-0.00047704i,-0.0024196-0.0017889i,0.0030527+0.0023805i,0.0059692+0.0007395i,0.0015184-0.010489i,0.0013938-0.0034246i,0.0017813+0.002494i,-0.001047+0.001666i,0.0008449-0.002164i,-0.00058124-0.0023961i,0.0013364+0.0030406i,-0.0051207+0.005097i,-0.0011169-0.00045597i,0.0016927+0.0025117i,0.004229+0.0020273i,-0.00092243-0.00056413i,0.00107-0.003016i,0.00085544+0.00018221i,0.0011595+0.0013617i,0.0030049-0.00022563i,0.00046488-0.00024353i,0.0012314-0.0021314i,0.0021967-0.001563i,0.00070959-6.4979e-05i,-0.00017506-0.00045861i,-0.0014597-0.0023617i,0.0014153-0.0016447i,-0.00037285+0.00042147i,0.0022369+0.00052516i,0.0027249+0.00013213i,0.00031753+8.909e-05i,-0.0022445-0.0017059i,-0.0012608+0.00028475i,-0.00058081+0.0015316i,-0.021542-0.0018714i,-0.0062993+0.013226i,0.0006675+0.0098596i,0.0033555+0.0066593i,-0.0030096-0.00093368i,0.00095463-0.001858i,0.008574+0.0084881i
