-0.0083464-0.039863i,-0.011916-0.043401i,0.0031411-0.046397i,-0.026977-0.027079i,-0.020924+0.013753i,-0.032797-0.032856i,-0.05983-0.061531i,-0.023175-0.072337i,-0.038482-0.056338i,-0.00072581+0.015735i,-0.006506+0.010738i,-0.014944+0.01423i,0.0010706+0.015098i,-0.0040421-0.0034341i,0.00011408+0.006706i,0.00032965+0.039874i,0.01555+0.052278i,0.00058328-0.0001665i,-0.0050251-0.0083748i,0.0098874+0.0068225i,0.0012877+0.00077311i,-0.00099623+0.0036032i,0.00015122-0.0014345i,-0.035946-0.0098171i,-0.0020546-0.0070688i,-7.565e-05+0.0048801i,0.0042147-0.0015087i,-0.00017496+0.00080798i,-0.0001926-0.0011478i,-0.00010633-0.0027924i,-0.00094729-0.0063035i,-0.0022485-0.0037582i,-0.001568-0.0086252i,0.0029437-0.00073798i,0.0031405-0.0028945i,-0.0027779+0.031949i,0.0065502-0.0041416i,0.0038635-0.0024141i,0.0048778-0.00030228i,-0.031112+0.018351i,-0.0002156+4.6901e-05i,0.014862-0.0066354i,0.0062153-0.00076573i,-0.0033585+0.0039238i,0.0030618+0.0022735i,-0.0025715+0.008901i,0.015085-0.089207i,-0.0061492-0.046482i,-0.024355-0.039354i,-0.018987-0.042144i,0.06289-0.014631i,0.027876-0.060793i,0.038422-0.045118i,0.030246-0.05588i,0.019514-0.015737i,0.0081039+0.0095419i,0.026133-0.031399i,-0.0067807-0.0045221i,0.0026591-0.0023567i,-0.0050372-0.0065185i,0.0019825-0.032381i,-0.023821+0.03057i,0.0074755-0.009438i,-0.011904-0.001529i,-0.0049248-0.0010843i,-0.00074262-0.013673i,-0.010119+0.004523i,0.0032083+0.0077369i,-0.010871+0.032391i,0.0053732+0.0076725i,-0.0059059-0.0015652i,-0.0019591-0.0022336i,-0.0099002-0.0080622i,0.00018316-0.0038059i,-0.043605+0.0063093i,0.0023401-0.012844i,-0.0088054-0.0025139i,-0.0062517-0.0025531i,0.0064853+0.0017787i,-0.0094889+0.0019098i,0.00092196+0.00065307i,0.0067678+0.0092773i,0.0038573+0.00083821i,-0.0089935-0.0095278i,0.0025651+0.0085515i,-0.020667+0.0071396i,0.0063136+0.0033914i,-0.029187-0.0082443i,-0.034633+0.0020535i,0.030999-0.073712i,0.012646-0.010923i,-0.042241-0.026458i,-0.023898-0.0037211i,0.017572+0.012433i,-0.027044+0.012165i,-0.011422-0.0084935i
-0.008554-0.0099307i,-0.031275+0.0070728i,-0.012655+0.023836i,-0.00044834+0.012798i,0.003521+0.0098195i,0.00044213+0.011228i,-0.0096493+0.019159i,-0.026013+0.014324i,-0.01728+0.017433i,-0.00089799+0.0025589i,-0.0011493-0.0016262i,-0.00046241+0.002285i,-0.0025807+0.0015011i,0.0017101+0.0011532i,-0.00057057+0.00059082i,-0.0012542+0.0016668i,0.00071304+0.001735i,-0.0034458-0.00091563i,3.4996e-05-0.0010578i,-0.0012675+0.001402i,-8.0008e-05+0.00049779i,0.00040156+0.0012561i,-0.00091766+0.00060114i,-0.00019771+0.0032337i,0.0015513+0.0011021i,0.00047658+0.00097558i,-0.00064737+0.00077749i,-0.0012037+8.5734e-05i,-0.0012647+0.00027302i,-0.0013465+0.0014163i,0.0015956-0.0009988i,-0.00045939-0.00065695i,0.00013509-0.0010543i,0.00061437-0.00092197i,-0.00063425-0.00027693i,0.0021246+0.00308i,0.0019633+0.0016568i,-0.00045423+0.00020728i,0.0010796-0.00045183i,0.0011753-0.0051451i,3.2953e-06+0.0020094i,0.00069901+0.00067836i,-8.3298e-05+0.0018709i,-0.001213+0.00053839i,-0.0094637-0.0070547i,-0.014603-0.023108i,-0.014944-0.027346i,-0.015324-0.009586i,-0.025694-0.022425i,-0.018074-0.0099229i,-0.021433-2.5951e-05i,-0.038846+0.010278i,-0.00083307-0.018432i,-0.0080828-0.015457i,0.012772+0.001968i,0.00073966+0.0008091i,0.0032754-0.0014793i,0.0033187-1.101e-05i,0.00046735-0.0019894i,0.00033356+0.0099226i,0.0041991-0.00043089i,0.0010854+0.0038281i,-0.0026901-0.00057502i,-0.0014435-0.00011215i,0.0009695+0.000304i,-0.0018937-0.00065752i,-0.00111-0.0025105i,0.0019631+0.003579i,-0.0021425-0.00075685i,-0.0051339+0.00063104i,-0.002443+0.0016982i,0.0012804+0.0014345i,-0.00034+0.00094629i,0.0019053+0.00094441i,-0.0052204+0.0029073i,0.00096219-0.004095i,0.00041837+0.0021175i,-0.0033653+0.00062935i,0.0013503+0.00037419i,0.0047303+0.0014085i,0.0012641+0.0016239i,-0.0019844+0.001284i,-0.00077455+0.00011662i,0.0026891+0.0029302i,-0.00011285-5.0477e-05i,-0.0030024+0.0035662i,0.0010865+0.0018819i,0.0051755+0.00022604i,0.0016398-0.00095858i,-0.019546-0.023533i,0.0048069-0.00618i,0.00015327+0.00025488i,0.0069195+0.014862i,-0.00025961-0.0075162i,0.0025657-0.00069283i,-0.0019646+0.010178i
-0.010282-0.0086606i,-0.029078+0.011939i,-0.007847+0.023664i,0.0018287+0.0113i,0.0043079+0.0085781i,0.0014332+0.0104i,-0.0067169+0.019847i,-0.023096+0.016792i,-0.013895+0.019388i,-0.00029572+0.002863i,-0.0019025-0.00077493i,0.00075184+0.0024803i,-0.0016601+0.0020445i,0.0023426+0.00031777i,-0.00013743+0.00083471i,-0.00092369+0.0019992i,0.0014505+0.0019025i,-0.0036683+0.00037045i,-0.00054028-0.00086316i,-0.00070733+0.001866i,-3.8352e-05+0.00049945i,0.00085006+0.00091044i,-0.00074013+0.0010527i,0.00049525+0.0033444i,0.0020911+0.00075993i,0.00084044+0.00067775i,-0.00026102+0.0010927i,-0.0010776+0.00055869i,-0.00089706+0.00058893i,-0.00061627+0.0015722i,0.0013362-0.0015683i,-0.00083858-0.0002239i,-0.00022827-0.00095667i,0.00011917-0.0011098i,-0.00057372-0.00011639i,0.0029097+0.0024678i,0.00253+0.00088122i,-0.00030511+0.00041337i,0.00073325-0.00071132i,-0.00068388-0.0054157i,0.00085552+0.0019824i,0.00090799+0.00031741i,0.00048445+0.0014842i,-0.001186+0.00090058i,-0.011828-0.0064858i,-0.01822-0.022238i,-0.017198-0.027293i,-0.016247-0.0085661i,-0.029182-0.020267i,-0.018139-0.00904i,-0.018658+0.00015925i,-0.035372+0.013492i,-0.0024029-0.020897i,-0.0088416-0.01615i,0.011717-0.00063281i,0.00097289+0.0010992i,0.0032268-0.00094251i,0.0030283-0.00052388i,-0.00049282-0.0024002i,0.0035549+0.010383i,0.0033259-0.00066408i,0.0029853+0.0035455i,-0.0028203-0.00080618i,-0.00164+0.00076096i,0.0012537+0.00011153i,-0.0021406-0.00080636i,-0.0011235-0.0026821i,0.0029562+0.001722i,-0.0053782-0.00080871i,-0.0056038+0.0022805i,-0.0016102+0.0028157i,0.0011875+0.00094182i,-0.00013861+0.0011394i,0.0015474+0.00035955i,-0.0030812+0.0045666i,-0.00040082-0.0038259i,0.00094921+0.0017854i,-0.0026462+0.0029142i,0.0010143+0.00032126i,0.0053195+0.0001746i,0.0011795+0.00094546i,-0.0016389+0.0020521i,-0.00087639+0.00050809i,0.0026493+0.0013933i,-0.00022877-0.00023909i,-0.0017478+0.0037274i,0.0020872+0.0012471i,0.0050372-0.001501i,0.001581-0.0015867i,-0.021976-0.020548i,-0.00088223-0.012587i,-0.0020908+0.00041021i,0.0091237+0.011885i,-0.0013599-0.0066794i,0.0023363-0.0012255i,-0.0013331+0.0099793i
-0.01158-0.0068761i,-0.025763+0.015992i,-0.0039251+0.02245i,0.0031569+0.009114i,0.0047403+0.007358i,0.0022171+0.0096513i,-0.0037574+0.020028i,-0.020456+0.018806i,-0.010625+0.020386i,0.00046967+0.0028744i,-0.0019957+0.00036456i,0.0018342+0.0018092i,-0.00069878+0.0022014i,0.0022987-0.00068455i,0.00044405+0.0007181i,-0.00035321+0.002245i,0.0026182+0.0017195i,-0.0034824+0.0019403i,-0.00062188-0.00056769i,0.00010922+0.0018616i,-1.8788e-05+0.0006631i,0.00098949+0.00051814i,-0.00035917+0.0014191i,0.0012505+0.0032037i,0.0025239-2.3285e-05i,0.0010866+0.00022835i,0.000251+0.0011292i,-0.0007467+0.00092824i,-0.00065442+0.00063683i,2.4773e-05+0.0014461i,0.00076233-0.0020417i,-0.00083445+0.0003004i,-0.00061184-0.00078796i,-0.00040822-0.0010427i,-0.00056908+8.5714e-05i,0.0035505+0.0017917i,0.0026978-0.00011159i,-5.0309e-05+0.00045938i,0.00038811-0.00083968i,-0.0023821-0.0047464i,0.0015328+0.0015789i,0.00081096-0.00012825i,0.00082043+0.0012587i,-0.0007323+0.001156i,-0.014051-0.0052336i,-0.021818-0.019927i,-0.020564-0.026455i,-0.01717-0.0068339i,-0.032624-0.017163i,-0.018762-0.0088898i,-0.01681-0.00055656i,-0.032213+0.01587i,-0.0047999-0.022287i,-0.010581-0.016905i,0.010519-0.0029798i,0.0015403+0.0012204i,0.0037948-0.00090654i,0.0024151-0.0010584i,-0.0018016-0.0017343i,0.0073408+0.010005i,0.0026485-0.00050441i,0.0042846+0.0023742i,-0.0034201-0.00035972i,-0.0011168+0.0016932i,0.0011137-0.00040779i,-0.0027332-0.00054717i,-0.0015608-0.0031726i,0.0024953+5.2867e-05i,-0.0045878+0.00066659i,-0.004651+0.0044135i,8.1902e-05+0.0032121i,0.00087935+0.00087583i,-1.8688e-05+0.0011172i,0.0012191+0.0002883i,-0.001706+0.0049767i,-0.0018579-0.003165i,0.0011329+0.0016365i,-7.3438e-05+0.003971i,0.0009306+0.00046139i,0.0049696-0.0013538i,0.0010027+0.0010806i,-0.00054132+0.0028864i,-0.00066124+0.00066742i,0.0019599+0.00057698i,-0.00072268-0.00020324i,-0.00024862+0.0032645i,0.0025456+0.00028258i,0.0043573-0.002294i,0.00076913-0.0022037i,-0.023605-0.017357i,-0.0063152-0.0098986i,-0.0043344+0.0017447i,0.0095048+0.008123i,-0.0021096-0.0053647i,0.001812-0.0013793i,-0.0010742+0.01039i
-0.012611-0.0049219i,-0.021821+0.01858i,-0.00081906+0.020679i,0.0034778+0.0070916i,0.0048702+0.006121i,0.0030287+0.0090142i,-0.00094544+0.019528i,-0.01781+0.020937i,-0.0074051+0.020409i,0.0011951+0.0026526i,-0.0014606+0.0012559i,0.0021737+0.00083763i,0.00012524+0.0020195i,0.0019494-0.0013657i,0.0007642+0.00041686i,0.00041501+0.0023048i,0.0038374+0.00048423i,-0.0022939+0.0033674i,-0.00074273-0.00068428i,0.00069018+0.0015655i,0.00022348+0.00099049i,0.00087589+0.00025261i,0.00022467+0.0015689i,0.0019646+0.0027801i,0.0024827-0.001028i,0.0010659-0.00031338i,0.00066576+0.00093081i,-0.0002684+0.0011732i,-0.00039562+0.00058677i,0.00053044+0.0011832i,-1.7378e-05-0.0022681i,-0.00061946+0.00066931i,-0.00086877-0.00039221i,-0.00080367-0.00068619i,-0.00043797+0.00029693i,0.0040375+0.0010271i,0.0023462-0.0010177i,0.00010935+0.0003839i,9.9172e-05-0.0008673i,-0.0036322-0.0034259i,0.0019011+0.0010301i,0.0005324-0.00036822i,0.00089094+0.0011719i,-0.00017648+0.0010869i,-0.015953-0.0031845i,-0.024529-0.01665i,-0.024095-0.024341i,-0.01739-0.0049395i,-0.035057-0.013075i,-0.020133-0.0082347i,-0.015963-0.0019981i,-0.029353+0.017632i,-0.007597-0.023015i,-0.013268-0.017149i,0.008925-0.0046416i,0.0020294+0.00088116i,0.0043971-0.0015442i,0.001458-0.0011713i,-0.0021988-0.00039301i,0.011811+0.0076043i,0.0026971-0.00016315i,0.0044419+0.00068201i,-0.0036238+0.00057348i,-5.9674e-05+0.002172i,0.00076409-0.00046454i,-0.0031503+9.5787e-06i,-0.0026316-0.0035446i,0.00175-0.00083755i,-0.0035244+0.0012402i,-0.0027612+0.0054662i,0.0013661+0.00239i,0.00099798+0.0011806i,-2.8653e-06+0.0013618i,0.001276-1.1092e-05i,4.798e-05+0.0051367i,-0.0028116-0.0015638i,0.0014867+0.0016251i,0.0014252+0.0032306i,0.00092961+0.00032118i,0.0041482-0.0026576i,0.0014445+0.0012081i,0.00060537+0.002893i,-0.00052833+0.00064789i,0.0012972+0.00023307i,-0.00091684+0.00033232i,0.00056523+0.0021859i,0.0025435-0.00061789i,0.0037758-0.003213i,-0.00018196-0.0020532i,-0.024515-0.014305i,-0.0098718-0.0053947i,-0.0058631+0.0038801i,0.008083+0.0050869i,-0.0024478-0.0043185i,0.001493-0.0011623i,-0.00034851+0.011223i
-0.013054-0.0027255i,-0.018271+0.02013i,0.0012841+0.018734i,0.0030953+0.0054332i,0.004758+0.005023i,0.0040421+0.0081756i,0.0013753+0.018672i,-0.014484+0.022646i,-0.0049771+0.020108i,0.0019146+0.0021246i,-0.00064044+0.0017512i,0.0020875+0.00010487i,0.00079114+0.0015728i,0.00153-0.0017977i,0.00097085+7.9113e-06i,0.0012638+0.0018979i,0.0040431-0.0011738i,-0.0008972+0.0036972i,-0.0012561-0.00050635i,0.00097122+0.0011306i,0.00077147+0.0010487i,0.0009016+3.173e-05i,0.00078668+0.0014189i,0.0024231+0.002213i,0.0021114-0.0019544i,0.00072796-0.00083587i,0.00089467+0.00056046i,0.00021059+0.0010544i,-0.00018953+0.00046795i,0.00079803+0.00071596i,-0.00092431-0.0022652i,-0.00025194+0.0007921i,-0.00090626-5.0265e-05i,-0.0009422-0.00029252i,-0.00024699+0.00039814i,0.004483+0.00019818i,0.0016949-0.0015795i,0.00023848+0.00023753i,-0.00011346-0.00083754i,-0.0041159-0.0017428i,0.0023571+0.00056403i,0.00017068-0.00036011i,0.0012201+0.00091092i,-6.3448e-06+0.00086712i,-0.017391-0.00078324i,-0.025883-0.012905i,-0.026965-0.021094i,-0.017197-0.0036775i,-0.036659-0.0086844i,-0.021418-0.0067883i,-0.016725-0.0032648i,-0.026573+0.018873i,-0.0099787-0.023228i,-0.015952-0.016535i,0.0075677-0.0054919i,0.0024122+0.00038448i,0.0045606-0.0031451i,0.00062496-0.00072673i,-0.0019994+0.001005i,0.014523+0.0033657i,0.0029742-0.00026125i,0.0038267-0.00073475i,-0.0033698+0.0013175i,0.0012057+0.0019716i,0.00094666-0.00025594i,-0.00333+0.00079776i,-0.0039495-0.0035433i,0.0012022-0.0012882i,-0.0028011+0.0020291i,-0.00088703+0.0058259i,0.0020583+0.0015002i,0.0016928+0.0012149i,0.00046304+0.0014273i,0.0007826-0.00031406i,0.0019227+0.0044302i,-0.0024977-5.5689e-05i,0.0019914+0.0013915i,0.0023325+0.0020226i,0.00096877+0.0003028i,0.0027114-0.0035118i,0.0019794+0.00066532i,0.001589+0.002614i,-0.000667+0.00051705i,0.00074342+0.00043567i,-0.00072032+0.00080218i,0.00050849+0.0011359i,0.002443-0.0016645i,0.0024941-0.0041872i,-0.00079863-0.0015829i,-0.025031-0.011823i,-0.011385-0.00097821i,-0.0063993+0.0062929i,0.0057589+0.0034239i,-0.0026049-0.0030353i,0.0016774-0.00087577i,0.00093523+0.011801i
-0.012828-0.00067172i,-0.015013+0.021119i,0.0030697+0.016954i,0.0022551+0.0044664i,0.0043495+0.0040299i,0.0048494+0.0069992i,0.0035191+0.017639i,-0.011073+0.023552i,-0.0030758+0.019816i,0.0024843+0.0014706i,0.00020406+0.0015837i,0.0020107-0.00042667i,0.0011673+0.0008851i,0.00078118-0.0020978i,0.00097746-0.00038231i,0.0018077+0.0011146i,0.0032776-0.0030054i,0.00026435+0.0035339i,-0.0015125+0.00010244i,0.0011335+0.00084349i,0.001305+0.00071204i,0.00076011-8.0446e-05i,0.0012152+0.00097915i,0.0027993+0.0015995i,0.0013812-0.0027657i,0.00015208-0.00089224i,0.00098521+0.0001615i,0.00044694+0.00089416i,-0.00011796+0.00032573i,0.00071273+0.00025557i,-0.0017732-0.0017982i,3.7089e-05+0.00077212i,-0.00085318+0.00017355i,-0.00083719-0.00013254i,-0.00010805+0.00035511i,0.0047143-0.00084097i,0.0012882-0.0022671i,0.00025303+9.488e-05i,-0.00038454-0.00081343i,-0.0039036-0.00040361i,0.0027739-0.00080453i,9.2155e-05-0.00016799i,0.0012835+0.00069729i,8.2033e-05+0.00088586i,-0.018168+0.0019839i,-0.026147-0.0097122i,-0.028687-0.016925i,-0.017465-0.0025572i,-0.03726-0.0040757i,-0.02192-0.004949i,-0.018431-0.0036005i,-0.024462+0.019989i,-0.012567-0.023048i,-0.018533-0.014934i,0.006155-0.0058561i,0.0025186-0.00040575i,-0.0046029+0.0069217i,1.4033e-05-2.0533e-05i,-0.0012923+0.0022814i,0.015616-0.0021452i,0.0032925-0.0004863i,0.0023445-0.0015197i,-0.0026753+0.0020416i,0.0021271+0.0010973i,0.001494-0.00068183i,-0.0032043+0.0018191i,-0.00556-0.0027746i,0.00049324-0.0017087i,-0.002085+0.0027511i,0.0008936+0.0056474i,0.0022342+0.00023749i,0.0021849+0.00057267i,0.001596+4.4872e-05i,0.00015202-7.1114e-05i,0.0031133+0.0030985i,-0.0017503+0.00088646i,0.0022422+0.00091621i,0.0024099+0.0011177i,0.0009902+0.00018273i,0.0009071-0.0037286i,0.0021702+1.905e-05i,0.002303+0.0020271i,-0.001107+0.0011143i,0.00062062+0.0007807i,-0.00026767+0.0012067i,0.00011344+0.00059355i,0.0018493-0.0028809i,0.0013406-0.0039663i,-0.0013929-0.001063i,-0.02552-0.0092834i,-0.011653+0.0030804i,-0.0059564+0.009015i,0.0032969+0.0032074i,-0.0020552-0.0017903i,0.0021943-0.00083089i,0.0023854+0.012047i
-0.012331+0.00076766i,-0.012046+0.021778i,0.0043026+0.015362i,0.0014882+0.004198i,0.0037646+0.0034981i,0.0053415+0.0057558i,0.0052591+0.016572i,-0.0074594+0.024099i,-0.00093657+0.019671i,0.0027419+0.00044195i,0.00064809+0.0012347i,0.0018066-0.00088011i,0.0013454+0.0003456i,-4.0143e-05-0.0018386i,0.00086831-0.00068623i,0.0020003+0.00027788i,0.0018495-0.0040169i,0.0012447+0.0031148i,-0.0013631+0.0006468i,0.0013741+0.00055658i,0.0016986+3.8071e-05i,0.00071048-6.1782e-05i,0.0014026+0.00043205i,0.003104+0.0010363i,0.0002699-0.0031821i,-0.00013577-0.00060412i,0.00094359-0.0002523i,0.00062741+0.00082691i,-0.00015212+0.00027301i,0.00046549+6.3142e-05i,-0.0023143-0.00087822i,0.00020669+0.00067701i,-0.00083194+0.00043219i,-0.00093492+7.1499e-05i,-2.9089e-05+0.00030046i,0.0046198-0.0021032i,0.00042339-0.0028434i,0.00024802-3.5027e-05i,-0.00068964-0.00072539i,-0.0033969+0.00046999i,0.0010804-0.001722i,0.00018016-7.1375e-05i,0.0014661+0.00074691i,0.00034102+0.00092687i,-0.018468+0.0047373i,-0.026091-0.0073737i,-0.028858-0.013135i,-0.017621-0.00093556i,-0.036969+0.00035515i,-0.022257-0.0034082i,-0.020563-0.0027267i,-0.022402+0.021509i,-0.014668-0.022621i,-0.020075-0.012709i,0.00501-0.0060903i,0.0018807-0.0010937i,0.0017383-0.0064337i,7.2573e-06+0.0008858i,0.00028789+0.0034932i,0.013715-0.0075893i,0.0041351-0.001233i,0.00072687-0.00114i,-0.0019693+0.0021694i,0.0026392-0.00030003i,0.0013661-0.0015676i,-0.0025383+0.002897i,-0.0069624-0.0011056i,-0.00054027-0.0016599i,-0.00078479+0.0032115i,0.0025012+0.0051527i,0.0014591-0.00077888i,0.0025011-0.00018058i,0.00068554+0.0017583i,3.9024e-05+0.0004439i,0.0034303+0.0017156i,-0.00081756+0.0013394i,0.0024706+0.00047893i,0.0025452+0.00070548i,0.0011043+6.482e-05i,-0.00050671-0.0027495i,0.0022457-0.00072031i,0.0031267+0.0011569i,-9.0743e-05+0.0016363i,0.00077057+0.0011214i,0.00033715+0.001255i,-0.0002743+0.00046303i,0.00033036-0.0033331i,0.00024497-0.0035007i,-0.0018227-0.00028836i,-0.0258-0.0071596i,-0.011019+0.0068634i,-0.0043619+0.011382i,0.0015152+0.0044993i,-0.00095242-0.001568i,0.0023134-0.0018944i,0.0040666+0.011754i
-0.012105+0.0019601i,-0.0091434+0.022353i,0.0052874+0.013991i,0.001269+0.0042803i,0.0034115+0.003337i,0.0056839+0.0044673i,0.0069174+0.015484i,-0.0039675+0.02367i,0.0016055+0.019266i,0.0026044-0.0004962i,0.00082377+0.00094514i,0.0015632-0.0011988i,0.0015104-0.00030745i,-0.00031347-0.0013091i,0.00067854-0.00091942i,0.0017459-0.00050281i,9.1982e-05-0.0043946i,0.0019945+0.0024594i,-0.0011553+0.00103i,0.0015996+0.00011299i,0.001457-0.00073915i,0.00079553-0.00016359i,0.0012817-2.4445e-05i,0.0034012+6.7976e-06i,-0.00092883-0.0031955i,-8.2249e-05-0.00029957i,0.00072482-0.00067293i,0.00081793+0.00046899i,-0.00025393+0.00033041i,0.00025048+9.6123e-05i,-0.0023923+8.7822e-05i,0.00037708+0.00060783i,-0.00073664+0.00078704i,-0.00073939+0.00030049i,8.6051e-05+0.00026813i,0.0040475-0.0033888i,-0.00073895-0.0027198i,0.00017839-0.0001405i,-0.00098506-0.00039072i,-0.0031936+0.0011076i,0.00058942-0.0012539i,0.00024363-0.00016682i,0.001887+0.00050002i,0.0005735+0.00089128i,-0.018014+0.0077466i,-0.026387-0.0053754i,-0.028026-0.010445i,-0.017073+0.00075677i,-0.035489+0.0043356i,-0.022093-0.0015609i,-0.022186-0.00061027i,-0.019706+0.02318i,-0.017323-0.022484i,-0.020911-0.011266i,0.0042203-0.006078i,0.0010147-0.0012846i,-0.00092246-0.0056867i,0.00046568+0.001639i,0.0026147+0.0032656i,0.0099084-0.01112i,-0.0019459-0.0035306i,-3.2485e-05+0.00021614i,-0.0014142+0.0020896i,0.0023-0.001847i,0.00087531-0.002057i,-0.0013344+0.003495i,-0.0075404+0.0011712i,-0.0010764-0.0011921i,0.00021539+0.003143i,0.0038696+0.0038417i,0.00061184-0.00088882i,0.0026499-0.0011641i,0.0016186+0.0012498i,8.63e-05+0.0007484i,0.0032552+0.00097816i,0.00019279+0.0012444i,0.0028292-0.00024438i,0.0026966+4.2389e-05i,0.001007-0.00022524i,-0.00093814-0.0016458i,0.0018705-0.0018744i,0.0031684-0.00023985i,0.00060024+0.00097716i,0.0011169+0.0012245i,0.00047478+0.0013888i,-0.00024808+0.00073579i,-0.00066646-0.0027313i,-0.0008554-0.0028198i,-0.0019903+0.0007382i,-0.026027-0.0051455i,-0.0090906+0.0095747i,-0.0019858+0.01215i,0.0011816+0.0064619i,-0.0008691-0.0023075i,0.0015207-0.0022672i,0.0057285+0.011061i
-0.011867+0.0033185i,-0.0061416+0.02291i,0.0063195+0.012849i,0.0014092+0.0040869i,0.0034001+0.0031071i,0.0058383+0.0029245i,0.0086962+0.014321i,-0.00090689+0.022545i,0.0040577+0.018187i,0.0021459-0.0012687i,0.00091588+0.00065626i,0.0012784-0.0014216i,0.0013315-0.0011506i,-0.00038819-0.001012i,0.00041959-0.0011508i,0.0012412-0.00098355i,-0.0013604-0.0037314i,0.0024301+0.0016809i,-0.00082391+0.0014686i,0.0016598-0.00041951i,0.00083884-0.0012677i,0.0008576-0.00034115i,0.0010636-0.00027419i,0.0029931-0.00097738i,-0.0017605-0.0021592i,0.00014987-0.00032526i,0.00034213-0.00093159i,0.00070353+2.8801e-06i,-0.0001165+0.00061483i,0.00022357+0.00021948i,-0.0019846+0.00089122i,0.00061796+0.00048002i,-0.00039908+0.001089i,-0.00043178+0.00039679i,0.00017111+0.00017846i,0.0030259-0.0045395i,-0.0019184-0.0022449i,0.00010923-0.00018402i,-0.00096696+0.00010569i,-0.0029195+0.0019481i,0.00029996-0.0011229i,0.00018111-0.0002768i,0.002651-0.00014742i,0.00079727+0.00074507i,-0.017089+0.010403i,-0.026801-0.0034002i,-0.027623-0.0086755i,-0.016256+0.001985i,-0.033467+0.0073974i,-0.021327-0.0004334i,-0.022689+0.0024562i,-0.016426+0.024436i,-0.019916-0.021473i,-0.022374-0.010191i,0.003394-0.0059159i,0.00026266-0.00094029i,-0.0026709-0.0039686i,0.0011219+0.0018039i,0.0042689+0.00199i,0.0051531-0.012438i,0.00098371-0.0031925i,0.00010027+0.0016314i,-0.0011871+0.0019066i,0.0011725-0.0029252i,0.00031877-0.0024171i,-0.00020537+0.0034666i,-0.0068362+0.0037253i,-0.001359-0.00062986i,0.0010155+0.0027368i,0.0048095+0.002546i,0.00011853-0.00076504i,0.0020123-0.0021996i,0.0017844+0.00033339i,0.00043281+0.0013893i,0.0032332+0.00047934i,0.0010171+0.00042824i,0.0026999-0.0012166i,0.0025633-0.00097167i,0.00099478-7.1011e-05i,-0.0006856-0.00060927i,0.00045668-0.0027246i,0.0020866-0.0011471i,0.00033716+0.00039158i,0.0015544+0.0010852i,0.00092137+0.0016213i,-6.1946e-05+0.00069911i,-0.00096673-0.0023476i,-0.0017239-0.001446i,-0.0017037+0.0018353i,-0.026342-0.0029818i,-0.0076778+0.01115i,-0.00051192+0.011802i,0.0020477+0.0076847i,-0.0017154-0.0024477i,0.00088446-0.0022272i,0.0071579+0.0095256i
-0.01137+0.0048116i,-0.0029408+0.022995i,0.0075837+0.01137i,0.001487+0.0038313i,0.003377+0.0026324i,0.0054538+0.0013088i,0.010474+0.012683i,0.0015282+0.021278i,0.0061215+0.016493i,0.0011992-0.0015592i,0.00078921+0.00055013i,0.0010116-0.0016127i,0.00067747-0.0018272i,-0.00035132-0.00077469i,8.3562e-05-0.0012283i,0.00077305-0.00097448i,-0.0020658-0.0029174i,0.0025443+0.00097686i,-0.00025611+0.0017898i,0.0014998-0.00085855i,0.00014702-0.0013382i,0.00082038-0.00049478i,0.00092106-0.00045134i,0.00252-0.0014963i,-0.0017717-0.0016021i,0.00024399-0.00048548i,-7.9274e-05-0.0010092i,0.00039564-0.00012232i,0.00025164+0.00056944i,0.00033597+0.0002656i,-0.0015455+0.0013237i,0.00075676+0.00029852i,2.6367e-05+0.001226i,-0.00037341+0.00048521i,0.00017684+8.9923e-05i,0.0015096-0.0054861i,-0.0023272-0.0015423i,4.9549e-06-0.00020752i,-0.0007798+0.0003783i,-0.0022646+0.0027459i,-2.1437e-05-0.0010953i,0.00010451-0.00032273i,0.0026806-0.0010931i,0.00099856+0.00069547i,-0.015267+0.013025i,-0.027553-0.00096977i,-0.027179-0.0068896i,-0.015539+0.0030503i,-0.031509+0.0097217i,-0.020803+0.00010577i,-0.02183+0.0053309i,-0.012684+0.024566i,-0.022331-0.019896i,-0.024136-0.0084209i,0.00085785-0.0043168i,-0.00028631-0.00028772i,-0.0034686-0.0016553i,0.0016823+0.001745i,0.0052954+0.00048699i,0.00077081-0.011591i,0.0002322-0.0027182i,0.0012461+0.0025951i,-0.001199+0.0019283i,0.00024892-0.0030372i,-0.00048481-0.002839i,0.00087799+0.0031003i,-0.0056752+0.0051324i,-0.0017966-0.00016801i,0.0017697+0.0021297i,0.0053603+0.0012526i,-0.00040756-0.0006783i,0.0007071-0.0027019i,0.0012795-0.00029358i,0.0014402+0.0015309i,0.0030702-0.0001432i,0.00072594-0.00055944i,0.0019195-0.0020468i,0.001774-0.0016847i,0.0011753-0.00017743i,1.5362e-05-0.00018465i,-0.0010361-0.0020482i,0.0026862+2.1263e-05i,-0.00011617+0.00040587i,0.001842+0.00063139i,0.00075743+0.00085164i,0.00025204+0.0004733i,-0.001503-0.0022212i,-0.0014372+8.8061e-06i,-0.001078+0.0026487i,-0.026336-0.00037905i,-0.0061898+0.013142i,0.00027218+0.01172i,0.0031819+0.0081611i,-0.0026273-0.0017423i,0.00033894-0.001972i,0.007591+0.0077616i
