-0.0082605-0.039577i,-0.012717-0.043523i,0.00033081-0.04609i,-0.027068-0.027586i,-0.020335+0.014155i,-0.033514-0.030731i,-0.060424-0.059062i,-0.022237-0.071545i,-0.038101-0.054863i,0.0019968+0.014569i,-0.0075353+0.010525i,-0.014552+0.013487i,0.0022492+0.015986i,-0.0036978-0.0032942i,0.00066624+0.0064959i,0.001091+0.037757i,0.020329+0.057577i,0.00093224-0.00034476i,-0.0054655-0.0083273i,0.008498+0.003996i,0.0016118+0.0010979i,-0.00069133+0.0038251i,7.9961e-05-0.0011598i,-0.034931-0.0091589i,-0.0031219-0.0072848i,-0.00044738+0.0045277i,0.0052278-0.00082508i,0.0001491+0.00078811i,1.4498e-05-0.001134i,-0.00026594-0.0026499i,-0.0012859-0.0052968i,-0.0024493-0.0041512i,-0.0006525-0.0078097i,0.0032619-0.0012024i,0.0030912-0.0027436i,-0.0010103+0.034407i,0.0061595-0.0045145i,0.0033696-0.0019374i,0.004792-0.00044793i,-0.026887-0.0008797i,-0.00012206+0.00016177i,0.0079555+0.00043542i,0.0061676-0.00032523i,-0.0032762+0.0038431i,0.0027259+0.0017529i,-0.0030495+0.0073154i,0.012912-0.088511i,-0.0077122-0.048018i,-0.02477-0.039174i,-0.02094-0.041528i,0.061584-0.01962i,0.025922-0.063031i,0.038095-0.045524i,0.028944-0.05704i,0.01856-0.016211i,0.0086429+0.009602i,0.023979-0.030615i,-0.0079525-0.0043545i,0.0024938-0.0027574i,-0.00482-0.0059554i,0.00081626-0.032409i,-0.02405+0.031101i,0.0079378-0.010573i,-0.011102-0.0011509i,-0.0052327-0.0011323i,-0.001705-0.013706i,-0.010297+0.0044898i,0.0037899+0.0080948i,-0.0082514+0.030996i,0.0055926+0.0073311i,-0.0050456-0.0013964i,-0.0021268-0.0020117i,-0.010989-0.0075305i,0.00059541-0.0036869i,-0.035879+0.0021272i,0.0018381-0.01298i,-0.0088434-0.0017638i,-0.0064197-0.0027297i,0.0064859+0.0015747i,-0.0091671+0.0016516i,0.0013287+0.00079685i,0.0050799+0.0087559i,0.0046355+0.00027681i,-0.0089436-0.0088353i,0.0028337+0.0088513i,-0.017595+0.0052804i,0.0070884+0.002855i,-0.029513-0.0078296i,-0.034042+0.0035133i,0.023923-0.078431i,0.01195-0.010646i,-0.044617-0.026449i,-0.023311-0.0036326i,0.018263+0.01204i,-0.027159+0.012825i,-0.011622-0.0085353i
-0.0083056-0.009512i,-0.030985+0.0071704i,-0.012932+0.023545i,-0.00029551+0.012601i,0.003725+0.0097058i,0.0006985+0.010867i,-0.0090477+0.019275i,-0.025815+0.013835i,-0.017817+0.017065i,-0.0013694+0.0028113i,-0.0011259-0.0014573i,-0.00044373+0.0022757i,-0.002509+0.0014661i,0.0018533+0.00096483i,-0.00055105+0.00061837i,-0.0011336+0.0016123i,0.0015404+0.00080045i,-0.0027893-0.00032029i,0.00010249-0.00099349i,-0.0012337+0.0013597i,-5.7857e-05+0.00047563i,0.00050215+0.0012296i,-0.00082954+0.00059704i,7.5675e-05+0.0034339i,0.001511+0.0011065i,0.00052804+0.0010083i,-0.00066538+0.00070777i,-0.0012031+5.0201e-05i,-0.0012371+0.00025578i,-0.0012087+0.0014208i,0.0014323-0.00077639i,-0.00050937-0.00059997i,0.00010796-0.0010859i,0.00059318-0.00098224i,-0.00068764-0.00037282i,0.0024621+0.002958i,0.0018401+0.0016093i,-0.00048726+0.00018402i,0.0014706-0.00018116i,0.0010073-0.0051921i,8.6279e-05+0.0019638i,0.00083645+0.00076129i,-0.00086331+0.0015138i,-0.0011266+0.00040691i,-0.01006-0.0066879i,-0.015213-0.022766i,-0.015931-0.027169i,-0.015667-0.009427i,-0.025838-0.0221i,-0.018443-0.0098245i,-0.022285-7.499e-05i,-0.039634+0.011922i,-0.0001814-0.019265i,-0.0091418-0.014958i,0.01551+0.0040339i,0.00085441+0.0010034i,0.0029745-0.0013307i,0.0034463+0.00020597i,0.00053595-0.0019222i,0.00052431+0.010327i,0.004428-0.00017812i,0.0013849+0.0036002i,-0.0021608-0.0014163i,-0.0014832+9.1598e-06i,0.00097233+0.00040913i,-0.0018468-0.00074591i,-0.0012934-0.0025375i,0.0023772+0.0033779i,-0.0041423-0.0043533i,-0.0051396-0.00015832i,-0.0024177+0.0015471i,0.00099419+0.0012661i,-0.00024349+0.0008614i,0.001928+0.00098695i,-0.0056919+0.0024476i,0.0012596-0.0042189i,0.00045677+0.0019084i,-0.0030669+0.00078716i,0.001308+0.00053453i,0.0044606+0.0011959i,0.0011991+0.001495i,-0.0016904+0.0013408i,-0.00092892+0.00018374i,0.0032837+0.0031653i,-0.00043677-9.1809e-05i,-0.0031552+0.003784i,0.00099674+0.0019969i,0.0040045+0.00079495i,0.0014655-0.0011014i,-0.019868-0.023014i,0.0029537-0.013578i,0.0001427+0.00045191i,0.0066809+0.014505i,-0.00043457-0.0076741i,0.0023468-0.00084092i,-0.0022279+0.01041i
-0.010037-0.008411i,-0.028733+0.011947i,-0.0081442+0.023496i,0.0018908+0.011066i,0.0044772+0.0084099i,0.0016635+0.010029i,-0.0060495+0.019908i,-0.023241+0.016448i,-0.014425+0.018859i,-0.00062827+0.0032274i,-0.0018253-0.00069156i,0.00076304+0.0024609i,-0.0016264+0.0019902i,0.0024552+0.00010091i,-7.0521e-05+0.00084964i,-0.00079174+0.0019692i,0.0019479+0.00061791i,-0.0028749+0.00068291i,-0.00042503-0.00084329i,-0.00077881+0.0017685i,-2.1069e-06+0.0004709i,0.00089219+0.00079602i,-0.00068327+0.00099203i,0.00080647+0.0034375i,0.0021123+0.00085205i,0.00085708+0.00071729i,-0.0003564+0.00098387i,-0.0010576+0.00055379i,-0.00086091+0.00056407i,-0.00055612+0.0015355i,0.0012916-0.00131i,-0.00081745-0.00015427i,-0.00027415-0.001005i,6.779e-05-0.0010607i,-0.00068115-0.00012128i,0.003173+0.0022654i,0.002389+0.00065019i,-0.00037235+0.00039703i,0.0011501-0.00068994i,-0.00080947-0.0053414i,0.00080636+0.0019797i,0.0010266+0.00026489i,-0.00023296+0.0016314i,-0.0011183+0.00073502i,-0.012288-0.0058141i,-0.018493-0.021924i,-0.018049-0.026714i,-0.016532-0.00828i,-0.029207-0.020002i,-0.018675-0.008842i,-0.019592+0.00044341i,-0.035618+0.014968i,-0.0022197-0.02211i,-0.009631-0.015203i,0.014515-0.0014077i,0.001175+0.0012952i,0.0029962-0.00068794i,0.0030751-0.00049799i,-0.0003908-0.0022552i,0.0046003+0.010968i,0.0035205-0.00051666i,0.0030436+0.0030165i,-0.0023223-0.0014057i,-0.0015749+0.0011112i,0.0013174+0.0001861i,-0.0020223-0.00082757i,-0.001347-0.0026573i,0.0033351+0.0012394i,-0.0055683-0.0023551i,-0.006003+0.0016935i,-0.0015371+0.0024699i,0.0010627+0.00085991i,-0.00027093+0.0010991i,0.0015955+0.00038942i,-0.0038764+0.004444i,-0.0003068-0.0041811i,0.00087178+0.0016144i,-0.0018654+0.0024833i,0.0012794+0.00044279i,0.0046664+0.00025244i,0.00098768+0.00073238i,-0.0012104+0.0020562i,-0.0010252+0.00066783i,0.0030088+0.0013815i,-0.00051544-0.0001091i,-0.0018311+0.0041173i,0.0019765+0.0015166i,0.0042389-0.00060703i,0.0012877-0.0016734i,-0.022035-0.020129i,-0.00097498-0.01156i,-0.0018641+0.00061242i,0.0086277+0.011581i,-0.0015954-0.0067027i,0.0020753-0.0011719i,-0.0015359+0.010551i
-0.011492-0.0067609i,-0.025333+0.015913i,-0.0042128+0.022455i,0.0031567+0.0088761i,0.0048792+0.0071449i,0.0023952+0.0092616i,-0.0030044+0.020057i,-0.020854+0.018795i,-0.011277+0.019757i,0.00043031+0.0033324i,-0.0018236+0.00031368i,0.0018447+0.001737i,-0.00071986+0.0021734i,0.0023449-0.0009381i,0.00051331+0.00071461i,-0.00023439+0.0021734i,0.0026784+0.0001098i,-0.0025395+0.0015726i,-0.00055481-0.0005796i,-4.8605e-05+0.0018948i,5.0842e-06+0.00060213i,0.00096269+0.00045747i,-0.00029618+0.0013544i,0.0016093+0.0031548i,0.0026491-8.5048e-05i,0.0010453+0.0002547i,0.00015526+0.0010776i,-0.0008142+0.0009017i,-0.00058104+0.00058354i,6.1211e-06+0.0014547i,0.00085832-0.0018476i,-0.00073187+0.00030388i,-0.00069046-0.00086136i,-0.00046967-0.0009638i,-0.00068566+0.00011451i,0.0036953+0.0014448i,0.0025827-0.00038076i,-8.2287e-05+0.00048369i,0.00069821-0.00099821i,-0.0024481-0.0044803i,0.0013336+0.0016419i,0.00082442-0.00024613i,0.0002266+0.001667i,-0.00069082+0.0010817i,-0.01414-0.0044104i,-0.021847-0.019709i,-0.02124-0.025621i,-0.017406-0.0065216i,-0.032632-0.01693i,-0.019308-0.0083852i,-0.017726+3.038e-05i,-0.031943+0.017239i,-0.0051588-0.023647i,-0.010967-0.015772i,0.012042-0.004547i,0.0018164+0.0011985i,0.0036858-0.00061226i,0.0023581-0.0011072i,-0.0015246-0.0016795i,0.0089324+0.0099943i,0.0028878-0.00050716i,0.0039942+0.0018471i,-0.0028306-0.0011053i,-0.00065966+0.0019637i,0.0012161-0.00031143i,-0.0026071-0.00063498i,-0.0020633-0.0029346i,0.0026225-0.00046373i,-0.0057654-0.00021306i,-0.0053396+0.0040607i,-0.00038422+0.0028494i,0.00086175+0.00071713i,-0.00020876+0.0010722i,0.0013189+0.0002628i,-0.0019877+0.0049749i,-0.0019722-0.0034585i,0.00095676+0.0015238i,-0.00023529+0.0031138i,0.0012681+0.00038823i,0.0043704-0.00081188i,0.00075514+0.0010376i,-0.00039827+0.0024539i,-0.00067522+0.00092231i,0.0021288+0.0004274i,-0.00075073+5.7199e-05i,3.7661e-05+0.0034578i,0.0027106+0.00055296i,0.0036613-0.0015251i,0.00049186-0.0019474i,-0.02347-0.017172i,-0.0061997-0.0088399i,-0.0041186+0.0018193i,0.0090519+0.0081018i,-0.002517-0.0053239i,0.0016613-0.0011408i,-0.0010421+0.011036i
-0.012673-0.0048486i,-0.021386+0.0185i,-0.00096855+0.020817i,0.0033552+0.0068778i,0.0050036+0.0059127i,0.0031498+0.0086505i,-0.00017754+0.019364i,-0.017955+0.021218i,-0.0084591+0.020074i,0.0013686+0.0029634i,-0.0013781+0.0010784i,0.0021183+0.00074929i,7.9476e-05+0.0020424i,0.001882-0.001639i,0.00081062+0.00039624i,0.00045335+0.002208i,0.002962-0.0010919i,-0.001894+0.0025227i,-0.00074616-0.00066646i,0.0006595+0.0016154i,0.00015182+0.00097823i,0.00093235+0.00018696i,0.00025874+0.0015172i,0.0022339+0.0026218i,0.0025506-0.0011157i,0.00099734-0.0002403i,0.00059891+0.00087646i,-0.00044973+0.0012021i,-0.00038231+0.00054231i,0.00054899+0.0011888i,7.7961e-05-0.0021489i,-0.00053855+0.00058935i,-0.00097889-0.00043543i,-0.00088561-0.00058176i,-0.00055636+0.00032846i,0.0040838+0.00066322i,0.0021087-0.001182i,8.956e-05+0.00040886i,0.00029864-0.0010799i,-0.0036113-0.0030319i,0.0016208+0.0012517i,0.0004807-0.00047255i,0.00064979+0.00154i,-0.00020427+0.0010304i,-0.01563-0.0023658i,-0.024461-0.016625i,-0.024611-0.02322i,-0.017561-0.0046854i,-0.034914-0.01279i,-0.020471-0.0075065i,-0.016704-0.0011894i,-0.028801+0.018672i,-0.0083599-0.024043i,-0.013315-0.016195i,0.0092921-0.0063423i,0.0023273+0.00074269i,0.0043528-0.0014265i,0.0013517-0.0011483i,-0.0019554-0.00045266i,0.012626+0.0065611i,0.0028874-0.00033511i,0.0042106+0.00046428i,-0.003013-0.00036474i,0.00062037+0.001922i,0.00090077-0.00043364i,-0.0030463-4.7917e-05i,-0.0033012-0.0030045i,0.0015488-0.0013051i,-0.0051052+0.0015727i,-0.0035215+0.0057041i,0.00094408+0.0025457i,0.00092051+0.00099918i,-0.00025836+0.0014514i,0.0012248-1.4608e-05i,7.2853e-06+0.0049289i,-0.0029371-0.0017622i,0.001352+0.0016239i,0.00090164+0.0028337i,0.0011516+0.00016546i,0.0039204-0.0021331i,0.0013659+0.0013241i,0.00045418+0.0026463i,-0.00044978+0.00090326i,0.0012801+8.105e-05i,-0.00072759+0.00036396i,0.00088115+0.0022666i,0.00285-0.00061456i,0.0027853-0.0019505i,-0.00041186-0.0017198i,-0.0245-0.014278i,-0.0095363-0.0046654i,-0.0055622+0.0038143i,0.0077631+0.0051888i,-0.0029471-0.0038279i,0.0015022-0.00087863i,-0.0001278+0.011802i
-0.013278-0.0026301i,-0.017819+0.019963i,0.0013975+0.019048i,0.0029344+0.0053701i,0.0048632+0.0047227i,0.004119+0.0077543i,0.0020941+0.018346i,-0.014476+0.023152i,-0.0059881+0.020064i,0.0021472+0.0022986i,-0.0007337+0.0015428i,0.0020318+6.7643e-05i,0.00078131+0.0016072i,0.0013019-0.0020607i,0.0010062-6.7978e-06i,0.001125+0.001791i,0.0025213-0.0023069i,-0.00078305+0.0030385i,-0.0012143-0.00055417i,0.00097735+0.0011515i,0.00071798+0.0010864i,0.00093166-8.5514e-05i,0.00079338+0.0013565i,0.0026652+0.0020348i,0.0021044-0.0019627i,0.00071241-0.00077522i,0.00085134+0.00054127i,2.0549e-05+0.0011112i,-0.0001773+0.00049219i,0.00074108+0.00069634i,-0.00072081-0.0021502i,-0.00024928+0.00071446i,-0.00097705-3.3087e-05i,-0.0010165-9.794e-05i,-0.00035561+0.00047848i,0.0044206-0.00020449i,0.0016571-0.0017187i,0.00022787+0.00026083i,-1.1188e-05-0.0011286i,-0.0038233-0.0014994i,0.0021201+0.00086298i,0.00013263-0.0003907i,0.0010166+0.0011726i,-6.5168e-05+0.0008894i,-0.016609-7.4505e-05i,-0.026122-0.013052i,-0.026805-0.02018i,-0.017328-0.0032944i,-0.036518-0.0084322i,-0.021539-0.0060678i,-0.017177-0.0023121i,-0.025855+0.01959i,-0.010944-0.023828i,-0.015546-0.016047i,0.0070281-0.0068277i,0.0025974+0.00013897i,0.0045494-0.0028623i,0.00053272-0.00067946i,-0.0018184+0.00085086i,0.015018+0.00215i,0.0030024-0.00052311i,0.0035618-0.0010031i,-0.0029857+0.00038436i,0.0013024+0.0012326i,0.0010427-0.00033646i,-0.003255+0.00076604i,-0.0044617-0.002782i,0.00072213-0.0017085i,-0.0039641+0.0026048i,-0.0015932+0.0065407i,0.0017869+0.0017052i,0.0015713+0.0010939i,0.00012853+0.0018242i,0.00069156-0.00029079i,0.0017638+0.0041869i,-0.0026747+3.0331e-05i,0.0019568+0.0014257i,0.0018943+0.0021257i,0.0010489+0.0001424i,0.0028581-0.0030791i,0.001966+0.00078522i,0.0014763+0.0024868i,-0.00031749+0.00060365i,0.00063667+0.00027861i,-0.00059719+0.00072285i,0.00080547+0.0011094i,0.0027251-0.0017488i,0.0017904-0.0021293i,-0.00092293-0.0012536i,-0.025057-0.011652i,-0.011012-0.00044665i,-0.006127+0.0062079i,0.0054456+0.0036391i,-0.0025693-0.0025928i,0.0016833-0.00060464i,0.0013074+0.012117i
-0.013065-0.00042042i,-0.014625+0.020917i,0.0034914+0.017117i,0.0021375+0.0044834i,0.0044047+0.003756i,0.004832+0.0065617i,0.0040809+0.017209i,-0.010811+0.024083i,-0.0039351+0.020032i,0.0026728+0.0013547i,1.6436e-05+0.0015577i,0.0018478-0.00043738i,0.0011876+0.00096088i,0.00052737-0.0022767i,0.00096427-0.00043025i,0.0016238+0.0011983i,0.0017206-0.0031463i,0.00026964+0.0031197i,-0.001473+1.4138e-05i,0.0011788+0.00083631i,0.0012812+0.00077462i,0.00073611-0.00015579i,0.0012281+0.00096796i,0.0030654+0.0012819i,0.0014259-0.0028534i,0.00016465-0.00087811i,0.0010234+0.00018462i,0.0003442+0.00097615i,-0.0001159+0.00029217i,0.00061695+0.00024969i,-0.0014533-0.0017929i,2.0864e-05+0.00073179i,-0.00090009+0.00021718i,-0.0009531+0.0001642i,-0.00017216+0.00042219i,0.0045184-0.0013227i,0.0012411-0.0022827i,0.00031997+0.00011814i,-0.0003474-0.0011231i,-0.0035601-0.00035219i,0.0029719-0.00020114i,8.1741e-05-0.00013344i,0.00112+0.00077366i,5.3567e-05+0.00098319i,-0.017148+0.0022931i,-0.026588-0.0097854i,-0.028239-0.016554i,-0.017441-0.0021684i,-0.03706-0.0038092i,-0.022059-0.0042163i,-0.018528-0.0025604i,-0.02374+0.020232i,-0.013842-0.023406i,-0.017883-0.014889i,0.0055496-0.0069119i,0.0025564-0.00063171i,0.0047128-0.01323i,-2.1477e-05+6.5053e-05i,-0.0011555+0.0020115i,0.015246-0.0032808i,0.0033269-0.00083193i,0.0020138-0.0015649i,-0.0026979+0.0011629i,0.0018741+0.0006228i,0.0014946-0.00069975i,-0.0031533+0.0017568i,-0.0057788-0.0018015i,-0.00016409-0.0019255i,-0.0029466+0.0032093i,0.00033754+0.006638i,0.0021086+0.00047527i,0.0021814+0.00057056i,0.00066264+0.0037217i,7.2092e-05-2.734e-05i,0.0028202+0.0030599i,-0.0016652+0.0010266i,0.0023524+0.0010112i,0.0022815+0.0012795i,0.00099393+8.4655e-05i,0.0013167-0.0033545i,0.0022605+6.7532e-05i,0.0019525+0.0020107i,-0.00076394+0.0013201i,0.00037208+0.00073695i,-0.00036217+0.0010008i,0.00033048+0.00052483i,0.0018728-0.0030609i,0.00093536-0.0020682i,-0.0012593-0.00086347i,-0.025346-0.0091445i,-0.011223+0.0034982i,-0.0056721+0.0087796i,0.0031305+0.0035377i,-0.0018496-0.0016994i,0.0020916-0.00034078i,0.002798+0.012125i
-0.012495+0.0011369i,-0.011709+0.021598i,0.0045429+0.015008i,0.0015005+0.0042719i,0.0037939+0.0032071i,0.0052244+0.0053637i,0.0057167+0.016119i,-0.0069384+0.024421i,-0.0015338+0.020295i,0.0027313+0.00029408i,0.000559+0.0013067i,0.0016455-0.00078531i,0.0013976+0.00037418i,-0.00024457-0.0019726i,0.00077011-0.0007203i,0.0017959+0.00049618i,0.00082949-0.0036137i,0.001166+0.0029165i,-0.0013695+0.00061713i,0.0014385+0.00052298i,0.0016254+3.9617e-05i,0.00071124-0.00012252i,0.0014189+0.00045528i,0.0033322+0.00048726i,0.00026886-0.0035398i,-0.0001286-0.00059099i,0.00099874-0.00026449i,0.00067159+0.0008487i,-0.0001937+0.00016002i,0.00038018+7.6415e-05i,-0.0021952-0.0012983i,0.00017985+0.00060206i,-0.00083976+0.00050244i,-0.0009267+0.00037116i,-6.4069e-05+0.00035882i,0.0043768-0.0025452i,0.00016931-0.002632i,0.00032524-2.1854e-05i,-0.00081663-0.0011129i,-0.0032432+0.00032508i,0.0015781-0.0011306i,0.00025581-9.801e-05i,0.0011325+0.00066793i,0.00035467+0.0010545i,-0.017361+0.0045808i,-0.026764-0.0074045i,-0.02831-0.012882i,-0.017672-0.00064716i,-0.036616+0.0006586i,-0.022157-0.0026864i,-0.020456-0.0018072i,-0.022004+0.021465i,-0.015794-0.022562i,-0.019818-0.01316i,0.0041686-0.0071516i,0.0019118-0.0012661i,0.00073232-0.0062373i,-8.3099e-07+0.00099964i,0.0002538+0.0030937i,0.01294-0.0085313i,0.0042476-0.0013017i,0.00048699-0.0010047i,-0.002027+0.0014835i,0.0021934-0.00062152i,0.0013868-0.0015562i,-0.0025654+0.0028171i,-0.0069253-2.0833e-06i,-0.0010991-0.0014818i,-0.0015772+0.0036945i,0.0019098+0.0061313i,0.0014867-0.00062079i,0.0024426-0.00010025i,0.0013962+0.0010989i,-2.4504e-05+0.00052612i,0.0032519+0.0019501i,-0.00064125+0.001288i,0.0027025+0.00053341i,0.0023922+0.00061526i,0.00095979+8.0742e-05i,0.00012187-0.0027831i,0.0024368-0.00070259i,0.0028242+0.0014643i,0.00018393+0.0012869i,0.00070351+0.0011517i,0.00015953+0.0010319i,-1.3824e-05+0.00049049i,0.00030365-0.0036401i,-7.1533e-05-0.0017583i,-0.0016252-0.00023239i,-0.025409-0.0070664i,-0.010438+0.0071717i,-0.0041619+0.010801i,0.0016261+0.0049811i,-0.00092494-0.0014884i,0.0031785-0.00091131i,0.0041786+0.011743i
-0.012113+0.002382i,-0.0089079+0.022173i,0.005204+0.013548i,0.0014151+0.0042894i,0.0033893+0.003059i,0.0055067+0.0041463i,0.0073006+0.014974i,-0.0032886+0.023754i,0.0014007+0.020037i,0.0024052-0.00050493i,0.0008378+0.00099882i,0.0014775-0.0010649i,0.0015059-0.00029289i,-0.00049573-0.00138i,0.00060312-0.00090382i,0.0017161-0.00019985i,-0.00014304-0.0038606i,0.0019561+0.002372i,-0.001104+0.0010232i,0.0016716+8.5483e-05i,0.0013702-0.00073041i,0.00077766-0.00019646i,0.0012943+6.9709e-06i,0.003211-0.00049853i,-0.0015594-0.0035658i,-5.8313e-05-0.00030143i,0.00073375-0.00063025i,0.00080669+0.00044012i,-0.00054178+0.00031633i,0.00016741+0.00015039i,-0.0027569-0.0001566i,0.00027349+0.00051363i,-0.00071934+0.00086307i,-0.00062364+0.0006191i,6.2839e-05+0.0003228i,0.0037613-0.0037334i,-0.0010342-0.0028274i,0.00021696-0.00016933i,-0.001349-0.00069553i,-0.0031743+0.00083791i,0.0011502-0.0011679i,0.00031798-0.00026133i,0.0015586+0.00050952i,0.00058998+0.00097148i,-0.017235+0.0071812i,-0.02702-0.0052642i,-0.02769-0.010422i,-0.017137+0.0010692i,-0.035158+0.0044463i,-0.021957-0.0010848i,-0.021934+0.00024092i,-0.019702+0.023198i,-0.01803-0.021931i,-0.021233-0.011995i,0.0026379-0.0073669i,0.0010689-0.0013618i,-0.0011886-0.0050893i,0.00056459+0.0016985i,0.0023263+0.0030131i,0.0087384-0.011879i,0.00035396-0.0022944i,-0.00012289+0.00054539i,-0.0016323+0.0014485i,0.0017164-0.0019254i,0.00085169-0.0021212i,-0.0014469+0.0034391i,-0.0067767+0.0025213i,-0.0014244-0.00077755i,-0.00026485+0.0036451i,0.003088+0.0057178i,0.00055726-0.00091396i,0.0026283-0.00091904i,0.0016362+0.0008062i,0.00015599+0.00092724i,0.0032866+0.0011189i,0.00037335+0.0011306i,0.0030536-0.00034905i,0.0027855-1.4975e-05i,0.00077327-7.1998e-05i,-0.00023228-0.0018223i,0.001994-0.0018063i,0.0033533+0.00082066i,0.00053444+0.00062033i,0.0012275+0.0011107i,0.00041598+0.0011066i,-4.4115e-05+0.00071502i,-0.0010538-0.0029454i,-0.00099953-0.0015055i,-0.0018605+0.00052155i,-0.025827-0.0051839i,-0.0087006+0.0095947i,-0.0019618+0.011695i,0.0014796+0.006832i,-0.00099341-0.0021164i,0.0026487-0.0020727i,0.0057745+0.011117i
-0.011754+0.0037497i,-0.0059801+0.022567i,0.0060683+0.012452i,0.0015803+0.0040812i,0.0033212+0.002829i,0.0056446+0.0026586i,0.0089834+0.013855i,-0.00040613+0.022402i,0.0043646+0.018781i,0.0019501-0.0010189i,0.00095087+0.00068421i,0.0012302-0.0013466i,0.0013531-0.001134i,-0.00047753-0.00098599i,0.00042995-0.0010907i,0.0013879-0.00071828i,-0.0012903-0.0036488i,0.002443+0.0015749i,-0.0007592+0.00146i,0.0017196-0.00051758i,0.00084369-0.0012607i,0.000798-0.00030603i,0.0011123-0.00029632i,0.0027294-0.0011123i,-0.0022124-0.0018258i,0.00018506-0.00036227i,0.0004395-0.00090223i,0.00067887-1.6768e-05i,-1.8718e-05+0.00078161i,0.00017242+0.0003426i,-0.0023162+0.00091497i,0.00050731+0.00045736i,-0.00029379+0.0011695i,-0.00023664+0.00077864i,0.00023069+0.00026315i,0.002552-0.004816i,-0.0017692-0.0022694i,0.00010461-0.00023185i,-0.0014355-1.0887e-05i,-0.0029765+0.0017269i,0.00064547-0.0011341i,0.00025223-0.00038504i,0.0021788+0.00019395i,0.0008529+0.00074919i,-0.016664+0.0097447i,-0.02752-0.0029914i,-0.027222-0.0088609i,-0.016242+0.002309i,-0.033525+0.0076319i,-0.021198+3.6556e-05i,-0.022399+0.0030575i,-0.016495+0.024639i,-0.020034-0.02108i,-0.023214-0.010297i,0.00075672-0.0068693i,0.00027264-0.00098514i,-0.0025836-0.003648i,0.0012158+0.001814i,0.0038842+0.0019152i,0.0039826-0.013064i,0.00096533-0.0027674i,0.00043261+0.001975i,-0.0016102+0.0013678i,0.00081106-0.0025607i,0.0001657-0.0026557i,-0.00027605+0.0034385i,-0.0059193+0.0047229i,-0.001333-0.00014014i,0.0010524+0.0032322i,0.0043098+0.0055649i,-6.8218e-05-0.0007119i,0.0021968-0.0020281i,0.0017118+0.00012415i,0.00066324+0.0014795i,0.0031408+0.0004849i,0.0011317+0.00034765i,0.0028558-0.0015067i,0.0025628-0.0011435i,0.00070388+9.1415e-05i,-0.00039255-0.00084406i,0.00047888-0.0026066i,0.0043853-0.00055724i,0.00013624+0.00019341i,0.001582+0.00079672i,0.00089158+0.0010896i,-0.00010346+0.00074628i,-0.0014125-0.0020208i,-0.0014405-0.00063014i,-0.0016562+0.0013856i,-0.026203-0.0032872i,-0.0072048+0.010825i,-0.00048055+0.011642i,0.0023935+0.0078997i,-0.0015693-0.0020987i,0.0018388-0.0025781i,0.0072303+0.0096946i
-0.011165+0.0052272i,-0.0029304+0.022688i,0.006934+0.011193i,0.0017297+0.0036879i,0.0032595+0.002415i,0.0052337+0.0011534i,0.010769+0.012202i,0.0017633+0.021043i,0.0067712+0.016847i,0.0013957-0.0012432i,0.00087221+0.00052342i,0.0010342-0.0014831i,0.00066832-0.0018161i,-0.00038015-0.00075149i,0.00016189-0.0011753i,0.0010527-0.00082455i,-0.0021169-0.0030418i,0.0024615+0.00088551i,-0.0001743+0.0017693i,0.0014995-0.0010884i,0.00017861-0.0012584i,0.00082557-0.0004502i,0.00095892-0.00048751i,0.0023786-0.0014689i,-0.002223-0.0011801i,0.00024543-0.00050315i,6.5619e-05-0.00098675i,0.00042125-0.00018447i,0.00031153+0.00054214i,0.0004141+0.00039216i,-0.0017706+0.0015509i,0.00072213+0.000329i,0.00010792+0.0011842i,0.00011196+0.00071603i,0.00029484+0.00014811i,0.00089533-0.0054729i,-0.0022226-0.0018021i,-2.6821e-05-0.00023444i,-0.0012118+0.00049689i,-0.0026319+0.0026691i,0.00020827-0.0011108i,0.00011392-0.00040627i,0.0025333-0.0004581i,0.001004+0.00058358i,-0.015216+0.012224i,-0.028022-0.00029468i,-0.027013-0.007173i,-0.015465+0.0033983i,-0.031492+0.010088i,-0.020631+0.0005252i,-0.021642+0.0059036i,-0.012841+0.025196i,-0.022198-0.019889i,-0.025008-0.0077383i,-0.0044862-0.0059964i,-0.00026534-0.00031034i,-0.0034155-0.0016459i,0.0017267+0.0016046i,0.0049+0.00057037i,-0.00058634-0.011838i,0.00023268-0.0022026i,0.0017546+0.0027413i,-0.0016657+0.0016392i,0.00018829-0.002656i,-0.00073831-0.0029751i,0.0008392+0.0030229i,-0.0048488+0.0056109i,-0.0014364+0.00019471i,0.0020587+0.0024111i,0.0056066+0.0037369i,-0.00050107-0.00055093i,0.00092594-0.002625i,0.0011512-0.00041504i,0.0015924+0.0014501i,0.0027967-0.00021589i,0.00068762-0.00070353i,0.0018343-0.0022942i,0.001895-0.0017092i,0.0010481+0.00052792i,-7.2425e-05-0.00027035i,-0.00097765-0.0020245i,0.0016722-0.0015599i,-0.00042579+0.00038389i,0.0017562+0.00042092i,0.0011043+0.0010203i,0.00021228+0.00044422i,-0.0015613-0.0017034i,-0.0010718+0.00021473i,-0.0011749+0.0019959i,-0.026212-0.00083544i,-0.0060844+0.012662i,0.00036113+0.011498i,0.0036379+0.0083026i,-0.0022765-0.0014938i,0.00094272-0.0025348i,0.0078457+0.0079121i
