-0.022786-0.039626i,-0.010081-0.048832i,-0.017276-0.045644i,-0.030762-0.035951i,-0.029609-0.017521i,-0.051072-0.028722i,-0.059943-0.026031i,-0.045352-0.039273i,-0.029411-0.037251i,0.0075304+0.011941i,-0.0058975+0.01596i,-0.0048928+0.014814i,0.0097091+0.022067i,-6.4872e-05+0.0051616i,0.0035127+0.0031502i,0.0068357+0.018148i,0.027805+0.040191i,-0.002551-0.001069i,-0.0040804-0.0064581i,0.008382+0.0010516i,-4.722e-05-0.000836i,-0.00082515+0.0015146i,0.00021643-0.00027688i,-0.030856-0.002293i,-0.00131-0.0057637i,0.0018343+0.0047928i,0.0038217-0.00021577i,-0.00049443+0.0005819i,0.00064857-0.00053001i,-0.00060632-0.002756i,-0.0011836-0.0065593i,-0.0043366-0.0044173i,-0.0021848-0.005033i,0.00229-0.00082952i,0.0023789-0.0029218i,0.0026109+0.026913i,0.0016911-0.0031081i,0.0026324+0.00060083i,0.0056548+0.0013058i,-0.010412-0.0035369i,-0.0032321+0.00075795i,0.0068882+0.00085525i,0.0053585+0.00012122i,-0.0041579+0.0052712i,0.0019739-0.0085744i,-0.012935+0.019221i,0.036226-0.091304i,0.012869-0.071058i,-0.015612-0.060189i,-0.017241-0.055655i,0.038028-0.047859i,0.01664-0.063591i,0.034801-0.055787i,0.031812-0.059292i,0.015715-0.01391i,0.0043478+0.016788i,0.016275-0.026279i,-0.011664+0.0066205i,-0.00045843+0.0060258i,-0.0057617-0.00076001i,-0.0027867-0.028276i,-0.024362+0.031291i,0.0099925-0.011517i,-0.013387-0.0031087i,8.1747e-05-0.004906i,-0.0013235-0.015944i,-0.0075309+0.0048598i,0.005158+0.0060747i,-0.0083783+0.031094i,0.0060305+0.0055682i,-0.0051154-0.0010907i,-0.0030041-0.00035363i,-0.011985-0.0071396i,-0.00083583-0.0043678i,-0.030058+0.0064679i,0.0012854-0.010729i,-0.0091785-0.0020124i,-0.0069576-0.0026899i,0.0068965+0.0028926i,-0.0079839+0.001308i,0.00015659+0.00047959i,0.0060913+0.010991i,0.0036449+0.0014122i,-0.0097996-0.0095314i,0.0032342+0.008277i,-0.02147+0.0060643i,0.0088565+0.00017576i,-0.029346-0.0037472i,-0.042453+0.0028417i,0.019996-0.097389i,-0.0021864-0.013686i,-0.053132-0.021859i,-0.022874+0.0010706i,0.018637+0.010197i,-0.024548+0.012962i,-0.01896-0.012724i
-0.013323-0.013404i,-0.010162-0.039637i,-0.024866-0.0194i,-0.019065-0.014179i,-0.036425-0.0020429i,-0.019755+0.012862i,-0.016275+0.0099275i,-0.026697+0.0003381i,-0.018611-0.00963i,-0.0023217-0.0031666i,-0.0012813+0.00035051i,-0.00049882+0.00093343i,0.0022147+0.0014251i,0.00088307+0.00092768i,0.00069475-0.001355i,-0.0019327-0.0016702i,0.0025697-0.0025824i,0.00092199-0.0015461i,0.00031648-0.0010167i,0.00040181-0.0015067i,-0.0018976-0.0004722i,-0.00071967+0.00082564i,-0.0013522-0.00063191i,-0.0016419-0.0018139i,-0.0009464-0.00032502i,0.00077263+0.00013028i,0.00023231-0.00079531i,0.00056721-0.00067375i,-5.1265e-05+0.0001224i,0.00091963-0.00012894i,-0.00040249+0.0030403i,-0.00093284+1.1531e-05i,0.00053721-0.00024674i,-1.9354e-05+0.00038474i,-0.0011063+0.00015643i,-0.0035418-0.0010969i,2.478e-05-0.000545i,3.1131e-05-0.00062618i,-8.6153e-05-0.00080291i,0.00024428+0.0018794i,-0.00065802+0.0001522i,1.2746e-05-0.0006937i,-8.2588e-05-0.00065027i,-0.0013021-0.0012742i,-0.0018867-0.02176i,0.02681-0.029319i,0.031884-0.029419i,0.018425-0.036606i,0.016494-0.018564i,-0.0089466-0.032468i,0.011201-0.042371i,-0.0072287-0.026073i,0.01803-0.023241i,0.0074006-0.013629i,-0.0045781+0.0060928i,0.0033639-0.0032299i,0.0040815+0.011372i,-0.0024231+0.0027702i,0.0036066-0.001904i,0.0073853-0.0037628i,-0.0022095+2.0592e-05i,0.0082126+0.0036225i,0.0025804-0.00079725i,-0.0033156-0.0036076i,-0.0017795-0.00090939i,0.0011878-0.002217i,-0.0045008+0.0039704i,0.0038222-0.00062331i,-0.0033936+0.0040221i,0.0033803+2.9447e-06i,0.0041316+0.0013944i,-0.0014291+0.00069084i,-0.0068421-0.0014781i,-0.0017226+0.0020367i,-0.0017883+0.0031795i,-0.001338+0.0045699i,9.1578e-05+0.0017588i,-0.00020957+0.0031444i,-0.0014156+0.00092256i,-0.0098592+0.0053256i,-0.0012683+8.5878e-05i,-0.00097707+0.0064357i,0.00028632+0.0024575i,0.0018627-0.0053064i,-0.00038751-0.0010495i,-0.0011016-0.0053301i,-0.0041952-0.0026332i,0.0052881+0.00054483i,0.0055053-0.0019904i,0.021956-0.027354i,-0.0055077+0.037848i,0.014783+0.024986i,-0.005167+0.0080727i,0.002787+0.0001876i,0.00094637-0.0033464i,-0.0072125+0.0088116i
-0.015711-0.011248i,-0.016792-0.037307i,-0.027266-0.01524i,-0.021087-0.011599i,-0.034319+0.0036143i,-0.016998+0.015083i,-0.014528+0.011743i,-0.025995+0.0042274i,-0.020325-0.0064581i,-0.0032131-0.0026996i,-0.0013295+0.00037976i,-0.00015187+0.00052276i,0.0027823+0.00010479i,0.00066221+0.00040956i,0.00026416-0.0012348i,-0.0025589-0.0013795i,0.0013153-0.0033909i,0.00044233-0.0015378i,-7.2278e-05-0.0010255i,-0.00015588-0.0017919i,-0.0016827+0.0001645i,-0.00040419+0.00077031i,-0.0015062-0.00018179i,-0.0022522-0.001624i,-0.0010221+0.00020048i,0.00068352-0.00026956i,-2.882e-05-0.00062079i,0.00040384-0.00080832i,7.2159e-05+0.00015562i,0.00086089-0.00064586i,0.00085535+0.0030273i,-0.00079356+0.00011898i,0.00027469-0.00048444i,8.8254e-05+0.00029527i,-0.0011257+0.00064607i,-0.0035203-0.0003359i,-0.0002573-0.00062645i,-2.7601e-08-0.00071002i,-0.00035347-0.00081889i,0.00064846+0.0013471i,-0.00045671+0.00024066i,-0.00025379-0.00071977i,-0.00036249-0.00068941i,-0.001536-0.0011845i,-0.0055619-0.021043i,0.021988-0.033847i,0.027104-0.032365i,0.014141-0.036294i,0.015472-0.021097i,-0.010993-0.028327i,0.0037115-0.044208i,-0.012271-0.027684i,0.013211-0.026906i,0.0050913-0.012806i,-0.0017526+0.0069318i,0.00080718-0.0032376i,0.0067146+0.0090195i,-0.0019568+0.004285i,0.0026714-0.0024191i,0.0057266-0.0057188i,-0.0024323+0.0013206i,0.0087269+0.00082323i,0.0030415-0.0012129i,-0.003195-0.0022259i,-0.0017001-0.0001593i,0.00066886-0.002451i,-0.0021477+0.0047487i,0.0029843-0.0024651i,-0.001402+0.0046505i,0.0035258-0.002211i,0.0040135-0.00046481i,-0.0011346+0.0011361i,-0.0067582+0.0019202i,-0.0010475+0.0022557i,-0.00063055+0.0042919i,-1.1643e-05+0.0043926i,0.00060195+0.0016112i,0.00063724+0.0033647i,-0.0013139+0.0016576i,-0.0072171+0.0077763i,-0.0011346+0.0011086i,0.0015846+0.0062035i,0.0011565+0.001957i,-0.00084016-0.005836i,-0.00042071-0.00079303i,-0.0029734-0.0052798i,-0.0045663-0.00098204i,0.0044635-0.00083067i,0.0051952-0.0026617i,0.019839-0.029932i,0.002892+0.036548i,0.016556+0.020153i,-0.0049107+0.0093673i,0.0044276+0.0017091i,0.00087948-0.0026876i,-0.006237+0.0097727i
-0.017541-0.0087245i,-0.02251-0.033552i,-0.029103-0.011037i,-0.02296-0.0085926i,-0.031801+0.0080633i,-0.013888+0.016754i,-0.012527+0.013452i,-0.024747+0.0078246i,-0.02114-0.0031084i,-0.0038613-0.0018011i,-0.001396+0.00066982i,-0.00021785+0.0002393i,0.0026388-0.0012528i,0.00037344+0.00030054i,-4.7158e-07-0.0011295i,-0.0030882-0.00069143i,-7.757e-05-0.0033759i,0.00012256-0.0014177i,-0.00046112-0.00088828i,-0.00089473-0.0015994i,-0.0013059+0.00057858i,-0.00017956+0.000671i,-0.0014715+0.00026851i,-0.0028414-0.0012205i,-0.00086477+0.00050873i,0.00042281-0.00052612i,-9.4344e-05-0.00041961i,0.00012209-0.00092743i,0.00014209+0.00015218i,0.00069023-0.00096538i,0.002023+0.0023614i,-0.0007469+0.00025871i,-9.7634e-05-0.00057071i,0.00015848+0.00020919i,-0.00076657+0.0010486i,-0.0035659+0.00033301i,-0.00051098-0.00049508i,-0.00015013-0.00089285i,-0.0006154-0.00073931i,0.00066063+0.00078529i,-0.00035016+0.00019335i,-0.00055398-0.00057148i,-0.00065924-0.00049062i,-0.0017758-0.00083277i,-0.0091474-0.019866i,0.016028-0.037517i,0.022788-0.034279i,0.010916-0.036533i,0.014736-0.024844i,-0.011826-0.025333i,-0.0039662-0.043836i,-0.01836-0.027395i,0.0081914-0.028399i,0.0040066-0.012544i,0.00056057+0.0061403i,-0.0011852-0.0023147i,0.0076396+0.0065076i,-0.00075082+0.0056755i,0.0023025-0.0024741i,0.0035029-0.0073703i,-0.0018807+0.0023525i,0.007853-0.0019629i,0.0031428-0.002114i,-0.0025913-0.0015128i,-0.0014389+0.00029942i,0.00016125-0.0027132i,3.5506e-05+0.0040576i,0.0014838-0.0036258i,0.0007228+0.0044131i,0.0020977-0.0037416i,0.003115-0.0018949i,-0.0006926+0.0013779i,-0.0049516+0.0044399i,-0.00061836+0.00215i,0.0014009+0.0046401i,0.00083356+0.0040603i,0.0011146+0.0010571i,0.0021334+0.0031619i,-0.00054454+0.002078i,-0.004403+0.008716i,-0.00027053+0.0015668i,0.0038277+0.004941i,0.0015791+0.0012072i,-0.0036292-0.005129i,-0.00027713-0.00096282i,-0.0048018-0.0044026i,-0.004013+0.00012616i,0.0033442-0.001353i,0.0048457-0.0034073i,0.017218-0.033273i,0.010126+0.032764i,0.016685+0.015909i,-0.0045409+0.010265i,0.006398+0.0021384i,0.00054359-0.002149i,-0.0050014+0.010082i
-0.019004-0.0059161i,-0.026932-0.028809i,-0.030411-0.0063186i,-0.024206-0.0049962i,-0.028917+0.011672i,-0.010612+0.017416i,-0.010108+0.014597i,-0.022988+0.011339i,-0.02136+0.00021055i,-0.0040785-0.0006239i,-0.0013091+0.0010912i,-0.00035491+0.00029414i,0.0019101-0.0024458i,0.00012478+0.00031108i,-0.00028245-0.0010647i,-0.0032734+0.00031953i,-0.0012412-0.0028469i,-0.00012589-0.0013772i,-0.00079652-0.00055501i,-0.0013802-0.001051i,-0.00089152+0.00077474i,-5.1967e-05+0.00035673i,-0.0013272+0.0007394i,-0.0034412-0.00033424i,-0.00059487+0.00090029i,6.6011e-05-0.0005298i,-9.2579e-07-0.00034016i,-0.00019894-0.00090986i,0.0002723+0.00019542i,0.00034363-0.0013189i,0.0026382+0.0012452i,-0.00063521+0.00043075i,-0.00036728-0.00029614i,0.00017739+0.00015114i,-0.00016196+0.0011863i,-0.0036931+0.0011424i,-0.00061642-0.00028773i,-0.00052642-0.00091305i,-0.0008465-0.00057393i,0.00039574+0.00039199i,-0.00034471+0.00020879i,-0.00087666-0.00033877i,-0.00081476-0.00019656i,-0.001953-0.00030605i,-0.012659-0.018124i,0.0092071-0.040132i,0.01914-0.036107i,0.0078891-0.037428i,0.012313-0.029348i,-0.011841-0.023359i,-0.010957-0.042164i,-0.024776-0.025375i,0.0040133-0.028486i,0.0035639-0.012654i,0.0014088+0.0044628i,-0.0025174-0.0005138i,0.0080574+0.0048163i,0.0010783+0.0062148i,0.0018881-0.0031923i,0.00046316-0.0080281i,-0.00089726+0.0032501i,0.0057523-0.0040069i,0.0029624-0.0032692i,-0.0022448-0.001342i,-0.0012013+0.00063574i,-0.00038895-0.0028135i,0.0011081+0.0029303i,-0.00035476-0.0040564i,0.002668+0.003342i,0.00072052-0.0043483i,0.0020073-0.0026627i,-0.00013853+0.0011631i,-0.0026164+0.0054846i,-0.0003072+0.0022316i,0.0032923+0.003713i,0.0017595+0.0038131i,0.0010724+0.00016711i,0.0032772+0.0020547i,8.0015e-06+0.0018707i,-0.0020014+0.0091448i,0.00039171+0.0011024i,0.0051334+0.0024842i,0.0016008+0.00063703i,-0.0057753-0.0031967i,-0.00053269-0.00089672i,-0.0059266-0.0023474i,-0.0037082+0.00090781i,0.0025562-0.0012833i,0.0037107-0.004558i,0.013495-0.036832i,0.015389+0.027496i,0.016241+0.012256i,-0.0043+0.011196i,0.0086892+0.0012668i,0.00047266-0.0015996i,-0.0037671+0.0097836i
-0.019985-0.002785i,-0.029909-0.023999i,-0.030651-0.0015965i,-0.024844-0.0012853i,-0.026255+0.014343i,-0.0078388+0.017517i,-0.0078511+0.015167i,-0.020356+0.014399i,-0.020821+0.0034451i,-0.0037681+0.00039793i,-0.00091147+0.0015651i,-0.0001888+0.00035504i,0.00069489-0.0031557i,-8.2417e-05+0.00052296i,-0.0006219-0.00087085i,-0.0028075+0.0013365i,-0.0020102-0.0019407i,-0.00035772-0.0012899i,-0.00072363+2.6455e-05i,-0.0014732-0.00032911i,-0.00056091+0.00072623i,-0.00028247+7.5014e-05i,-0.00095063+0.0011175i,-0.0036471+0.00097574i,-5.9889e-05+0.001238i,-7.6991e-05-0.00039047i,7.7817e-05-0.00044942i,-0.00041092-0.00071809i,0.00050576+6.1082e-05i,-0.00030151-0.0014749i,0.0026665+0.00011667i,-0.00049739+0.00055515i,-0.00033211-1.9817e-05i,0.00019967+0.00015423i,0.00030002+0.0010216i,-0.0035971+0.0021654i,-0.00074314-0.00014065i,-0.00093339-0.00069746i,-0.00095979-0.0002718i,-7.1791e-05+0.00033848i,-0.00030137+0.00030174i,-0.00085417-1.9699e-05i,-0.00082312+0.00032049i,-0.0018017+0.0003404i,-0.015536-0.01542i,0.0017064-0.04082i,0.01498-0.038119i,0.0040538-0.038947i,0.0085192-0.033495i,-0.011607-0.023085i,-0.017582-0.038952i,-0.030654-0.02065i,0.00013444-0.027844i,0.0036643-0.014115i,0.00051773+0.0033466i,-0.0026172+0.0019133i,0.0084248+0.0031354i,0.0029222+0.0059862i,0.00056629-0.0034239i,-0.002539-0.0074006i,0.00054755+0.0036857i,0.002592-0.0047385i,0.0018368-0.0047196i,-0.0023467-0.0010384i,-0.00087823+0.00084281i,-0.0011135-0.002735i,0.0020559+0.0021235i,-0.0021391-0.0036472i,0.0038935+0.0015642i,-0.00080473-0.0049123i,0.00090425-0.0030034i,-0.00017038+0.00094623i,-0.00020368+0.0055033i,0.00028257+0.0023132i,0.0044383+0.0018795i,0.0027545+0.0032763i,0.00032043-0.00037085i,0.0036785+0.00047237i,0.00016703+0.0016783i,0.0005629+0.0089401i,0.00032918+0.00063038i,0.0050436-9.9425e-05i,0.0018101-8.7552e-05i,-0.006807-0.0004787i,-0.00064117-0.00053926i,-0.0058634-0.00027797i,-0.0032593+0.0019969i,0.001854-0.0012429i,0.0020401-0.0046495i,0.0090336-0.039785i,0.01894+0.021988i,0.015342+0.0094474i,-0.0037512+0.01252i,0.010894-0.00085874i,0.00049846-0.001206i,-0.0032481+0.0088611i
-0.020328+0.00063743i,-0.032373-0.019583i,-0.030427+0.0030772i,-0.024723+0.0026315i,-0.023806+0.016785i,-0.0052712+0.017391i,-0.005653+0.015567i,-0.017612+0.016608i,-0.019732+0.0060863i,-0.003326+0.0010872i,-0.00013701+0.0018267i,-1.3824e-05+0.00012487i,-0.00070053-0.0031954i,-0.00013583+0.0010123i,-0.00078562-0.00042144i,-0.002091+0.0019254i,-0.0022576-0.00085122i,-0.00068811-0.0012151i,-0.00034218+0.0002635i,-0.0013254+2.4647e-05i,-0.00047044+0.00061974i,-0.00075977+0.00025449i,-0.00048717+0.0012645i,-0.0032901+0.0023292i,0.0006878+0.0011421i,-7.8312e-05-0.0003466i,1.6703e-05-0.00068249i,-0.00051724-0.00057281i,0.00055181-0.00026972i,-0.0009404-0.0012452i,0.0023716-0.00077988i,-0.00036885+0.00066551i,-0.0001855+5.6276e-05i,0.00032383+0.00016113i,0.00067689+0.00063331i,-0.0031436+0.0031578i,-0.00082058+0.00017497i,-0.001128-0.00019185i,-0.0010568-5.5053e-06i,-0.00025652+0.00083044i,-0.00025665+0.00029186i,-0.0009919+0.00020188i,-0.00056275+0.00057739i,-0.0013356+0.00075478i,-0.017496-0.012651i,-0.0050349-0.039169i,0.010706-0.039435i,-0.00056235-0.039772i,0.0031048-0.037171i,-0.013125-0.023789i,-0.022626-0.034304i,-0.03443-0.014222i,-0.0025802-0.026286i,0.0024057-0.016701i,-0.00052447+0.0043417i,-0.0014097+0.0038508i,0.0083488+0.0012429i,0.0044418+0.0051531i,-0.00059635-0.0024645i,-0.0051263-0.0057079i,0.002124+0.0030478i,-0.0003601-0.0034345i,-0.00013871-0.0048999i,-0.0022975-0.00039788i,-0.00065973+0.0010234i,-0.0017312-0.0024407i,0.0030393+0.000595i,-0.0037027-0.0022675i,0.0043254-0.00049317i,-0.0029612-0.0042138i,-0.00029648-0.0030711i,-7.9062e-05+0.00086596i,0.0017369+0.0041929i,0.00077319+0.0019937i,0.0044213-0.00045189i,0.0035241+0.0024259i,-0.00056106+4.7738e-05i,0.0032368-0.00066114i,0.00027461+0.001773i,0.0031799+0.0077714i,9.312e-05+0.00047358i,0.0035163-0.0021407i,0.001212-0.00095365i,-0.0065086+0.0022921i,-0.00042932-0.00041332i,-0.0050099+0.0012059i,-0.002189+0.0025298i,0.0011229-0.00052738i,0.0010489-0.0041065i,0.0037021-0.042972i,0.021067+0.015203i,0.014198+0.0070425i,-0.0026183+0.013655i,0.011234-0.0045744i,0.00046968-0.00086586i,-0.0038681+0.008342i
-0.019781+0.0040138i,-0.034535-0.015159i,-0.029242+0.0077779i,-0.023794+0.0064632i,-0.021418+0.019367i,-0.0028467+0.016872i,-0.0033725+0.015585i,-0.014638+0.018688i,-0.018669+0.0082493i,-0.0027124+0.0016788i,0.00067786+0.0014285i,-0.00036802-0.00018056i,-0.0018212-0.0025614i,0.00027134+0.001453i,-0.00073338-0.00011588i,-0.0012881+0.002258i,-0.0020357+0.00017965i,-0.00096525-0.0011031i,-0.00012442+8.2466e-05i,-0.0013157+0.00022086i,-0.00044197+0.00069556i,-0.00086477+0.00080528i,-9.6648e-06+0.0011699i,-0.0023522+0.0035258i,0.001177+0.00041713i,-0.00020253-0.00043605i,-0.00029504-0.00085475i,-0.00062996-0.00043111i,0.00037191-0.00045278i,-0.0013665-0.00071203i,0.001831-0.0014578i,-0.00011382+0.00078387i,-0.00012164+1.2014e-05i,0.00048178+4.3042e-05i,0.00070192+0.00015368i,-0.0021948+0.0040577i,-0.00072837+0.00051423i,-0.00107+0.00021557i,-0.001048+0.00044158i,0.00017008+0.0013694i,-0.00030801+0.00027469i,-0.0011316+0.00067352i,-0.00028666+0.00069295i,-0.00086585+0.00079041i,-0.018878-0.0098005i,-0.0098821-0.036684i,0.0066099-0.040027i,-0.0054387-0.039813i,-0.0029961-0.039224i,-0.015901-0.023739i,-0.026118-0.029247i,-0.035389-0.0067185i,-0.0035222-0.02506i,-0.00073381-0.018794i,-0.00029473+0.0059754i,0.00050039+0.0045665i,0.007924-0.00012973i,0.0055201+0.0038932i,-0.0002918-0.0016106i,-0.0070786-0.0031876i,0.0029052+0.0018511i,-0.0015131-0.00088959i,-0.0013363-0.0040874i,-0.0015004-5.7444e-05i,-0.00027092+0.0011595i,-0.0021141-0.0018499i,0.0026906-0.0012232i,-0.0041523-0.00014073i,0.0040291-0.0028351i,-0.0037702-0.0024831i,-0.0014255-0.0027791i,-0.00014288+0.00085646i,0.0023396+0.0023904i,0.0010059+0.001646i,0.0032052-0.0024959i,0.0041457+0.0015945i,-0.00068829+0.00079523i,0.0027096-0.0020454i,0.0007321+0.0017968i,0.0047077+0.005827i,3.9641e-06+0.00044404i,0.0017034-0.0028531i,0.00043126-0.0011308i,-0.0051264+0.0045647i,-0.00045486-0.00045182i,-0.0041044+0.0019743i,-0.0012954+0.0024937i,0.0012445+0.00049031i,0.00046549-0.0035323i,-0.0033754-0.044471i,0.020606+0.0087576i,0.013149+0.0052272i,-0.0014292+0.014754i,0.0093458-0.0074422i,0.0007574-0.00010928i,-0.0043767+0.0088729i
-0.018586+0.0071388i,-0.036627-0.010436i,-0.026982+0.012074i,-0.022098+0.009967i,-0.018678+0.021859i,-0.00075103+0.015978i,-0.0013064+0.015137i,-0.01104+0.020218i,-0.017476+0.010254i,-0.0020718+0.00201i,0.00098899+0.00066572i,-0.00086667+9.3233e-05i,-0.0025046-0.0016896i,0.0009257+0.0015827i,-0.00071649+0.00025394i,-0.00049219+0.0022146i,-0.001476+0.00080821i,-0.0013972-0.00094992i,-0.00024099-3.497e-05i,-0.0014123+0.00053061i,-0.00030184+0.00076193i,-0.0004904+0.0012637i,0.00025986+0.00085329i,-0.001002+0.0040564i,0.0010561-0.000229i,-0.00049071-0.00040286i,-0.00071498-0.00078459i,-0.00068004-0.00020323i,0.00021168-0.00055151i,-0.0015152-8.887e-05i,0.0011619-0.0018014i,0.00020833+0.00066276i,-3.3886e-05-1.5932e-05i,0.00056711-0.0001854i,0.00058828-0.00011382i,-0.00084892+0.0044633i,-0.00043882+0.00082428i,-0.00091529+0.00059977i,-0.00080532+0.00081554i,0.00095812+0.0014837i,-0.00030131+0.00039604i,-0.00080902+0.0012538i,-4.5084e-05+0.00077715i,-0.00053944+0.00079932i,-0.01972-0.0071872i,-0.013791-0.034756i,0.0030411-0.040946i,-0.010151-0.039409i,-0.0096487-0.039746i,-0.01881-0.022662i,-0.028433-0.024568i,-0.033839-0.00066026i,-0.0047549-0.025377i,-0.0044536-0.01896i,0.00094362+0.0076149i,0.0022308+0.0044268i,0.0072956-0.0014751i,0.0060915+0.00246i,-0.0001311-0.001483i,-0.0079544+0.0002223i,0.0031196+0.00084741i,-0.0010988+0.0010385i,-0.0017726-0.0034595i,-0.0010558-8.296e-05i,0.00012882+0.0012269i,-0.0022004-0.001248i,0.0016385-0.0025394i,-0.0032819+0.0016796i,0.0023885-0.0048575i,-0.0038341-0.001521i,-0.0024786-0.0020317i,-6.1388e-05+0.00093555i,0.0019929+0.0010939i,0.0010005+0.001303i,0.001136-0.0036928i,0.0049074+0.00034634i,-0.00051633+0.0012401i,0.00080754-0.0031154i,0.0012373+0.0013937i,0.0052653+0.0039215i,-0.00030752+0.00045253i,-3.0878e-05-0.0028245i,-0.00055027-0.0008176i,-0.0029324+0.0060504i,-0.00016952-0.00055038i,-0.0036348+0.002833i,-0.0010196+0.0024976i,0.0020817+0.0010715i,0.00014757-0.0030995i,-0.010449-0.043916i,0.01886+0.0035911i,0.012081+0.0032161i,0.00048133+0.016047i,0.0073692-0.0090489i,0.0017353+0.00013375i,-0.0043013+0.0096153i
-0.016667+0.0097184i,-0.03839-0.004927i,-0.024269+0.015435i,-0.019949+0.012926i,-0.015193+0.024392i,0.0009453+0.015045i,0.00047943+0.014719i,-0.0073116+0.020567i,-0.016193+0.012241i,-0.0014823+0.0020443i,0.00096535+2.6936e-05i,-0.00094359+0.0005463i,-0.0027673-0.00061464i,0.0015222+0.0014207i,-0.00038871+0.00060119i,0.00010076+0.00197i,-0.00080737+0.0012862i,-0.0017899-0.00052146i,-0.00022352+3.7947e-05i,-0.0014237+0.00097948i,-0.00016946+0.00070614i,5.1561e-05+0.001451i,0.00028956+0.00060079i,0.00012741+0.0039173i,0.00070042-0.0005973i,-0.00067391-0.00016547i,-0.0010627-0.00050008i,-0.000658-7.8048e-05i,-1.2019e-05-0.00057274i,-0.0013337+0.00054432i,0.000574-0.0017921i,0.00029377+0.0003661i,-7.7511e-05-0.00020963i,0.00055039-0.00048276i,0.00038562-0.00022412i,0.00050382+0.0042611i,-5.5277e-05+0.00081686i,-0.00054925+0.00083203i,-0.00053602+0.0010338i,0.0017291+0.0010562i,-0.0001509+0.00048033i,-0.00012688+0.0014273i,0.00022355+0.00081378i,-0.00018398+0.00075406i,-0.020131-0.004775i,-0.017627-0.032423i,-0.0010702-0.041892i,-0.015381-0.038352i,-0.015871-0.039097i,-0.02154-0.020892i,-0.030028-0.019665i,-0.031234+0.0037347i,-0.0068285-0.025733i,-0.0068864-0.018069i,0.0034546+0.0089102i,0.003541+0.003527i,0.0061954-0.0025505i,0.0062901+0.0011098i,-0.00027428-0.0012708i,-0.0071637+0.003567i,0.0028391-0.0001392i,-0.00024139+0.0022163i,-0.002343-0.0030504i,-0.00089856-0.00033934i,0.00049566+0.0011349i,-0.0021423-0.00088644i,0.00030235-0.0030042i,-0.0019425+0.0026934i,-0.00014469-0.0056206i,-0.0041255-0.00081203i,-0.0032259-0.00087843i,-0.00014323+0.0011106i,0.0014922+0.00034777i,0.0008462+0.0011347i,-0.0011834-0.0038738i,0.0049468-0.0016412i,-0.00016806+0.0016677i,-0.0012537-0.0026126i,0.0014475+0.00073972i,0.0052673+0.0024469i,-0.0005381+0.0010577i,-0.0013657-0.0018937i,-0.00058644-0.00015544i,-0.00029364+0.00631i,-0.00041669-0.0011557i,-0.0025465+0.0037488i,-0.0005362+0.0027844i,0.0030429+0.00085249i,-0.00022194-0.0028441i,-0.016386-0.041877i,0.016282-0.0013283i,0.010578+0.0015057i,0.0036671+0.016525i,0.0051014-0.0099976i,0.0025689-0.00012401i,-0.0041188+0.010431i
-0.014542+0.011464i,-0.038831+0.0015216i,-0.021113+0.018493i,-0.017145+0.015421i,-0.010705+0.026041i,0.00249+0.013983i,0.0024755+0.014056i,-0.0040983+0.020303i,-0.014493+0.01406i,-0.0012073+0.0020237i,0.00073451-0.00058745i,-0.00094515+0.00097932i,-0.0026113+0.00038067i,0.0020156+0.0011778i,4.7645e-05+0.00069494i,0.00039724+0.0016751i,-0.00020569+0.0014777i,-0.0019936+3.0355e-05i,-0.00033754-9.3909e-05i,-0.0011843+0.001475i,-0.00011844+0.00070752i,0.0005184+0.0013759i,0.00024235+0.00053955i,0.00082348+0.003551i,0.00025669-0.00076225i,-0.00064498+0.0001922i,-0.001256+2.3689e-06i,-0.00071521+6.2911e-05i,-0.00029554-0.00044596i,-0.00082248+0.00094659i,0.00023302-0.0017133i,0.00016725+0.00014967i,-0.00031896-0.00022027i,0.00034293-0.00080426i,0.00034753-0.00041162i,0.0016082+0.0037259i,0.00019264+0.00073757i,-0.00018672+0.00086819i,-0.00018541+0.0012225i,0.0021289+0.00025996i,-0.00011062+0.00044759i,0.00029609+0.0012946i,0.00050272+0.00073863i,0.00012931+0.00048883i,-0.020646-0.0027886i,-0.020586-0.030254i,-0.0053465-0.042163i,-0.020221-0.035683i,-0.021706-0.037304i,-0.023969-0.018285i,-0.03028-0.015126i,-0.028625+0.0068075i,-0.0084577-0.025405i,-0.0088557-0.017i,0.0069958+0.0085083i,0.0039402+0.0023278i,0.0049323-0.0028815i,0.0061415-0.00018277i,-0.00021285-0.001145i,-0.0054359+0.006223i,0.0022775-0.00086554i,0.00072+0.0032102i,-0.0025767-0.0021048i,-0.0011255-0.00039354i,0.00071344+0.0010735i,-0.0021558-0.00064567i,-0.00089107-0.0024823i,-0.00050976+0.0031644i,-0.0024605-0.0051232i,-0.004309-6.8699e-05i,-0.0035067+0.00042254i,0.00016277+0.0013545i,0.00067668-0.00021955i,0.0010049+0.0011652i,-0.0033479-0.0029124i,0.0037877-0.0033566i,0.00044627+0.0018435i,-0.002485-0.00097466i,0.0012145+0.00034488i,0.0051157+0.0014172i,0.00018545+0.0015642i,-0.0019602-0.000659i,-0.0004732-7.6104e-05i,0.0019327+0.005287i,-0.0012089-0.0011724i,-0.00096655+0.0041766i,0.00022722+0.0030203i,0.003619+0.00031157i,-0.00066521-0.0026118i,-0.021437-0.039402i,0.01186-0.0055228i,0.0084634-3.0397e-05i,0.0070845+0.015443i,0.0026659-0.010233i,0.002993-0.0007405i,-0.0036304+0.011543i
