-0.023886-0.038727i,-0.011991-0.04891i,-0.017735-0.044605i,-0.031231-0.03533i,-0.030052-0.016719i,-0.050482-0.027463i,-0.056579-0.026924i,-0.043746-0.036984i,-0.029647-0.036488i,0.0076691+0.01287i,-0.0046556+0.015263i,-0.0046331+0.014105i,0.010034+0.021281i,0.00054866+0.0043176i,0.0035209+0.0030686i,0.0064422+0.01847i,0.025657+0.038458i,-0.0027313-0.00067777i,-0.0042555-0.0058563i,0.0079291+0.0015538i,-0.00031285-0.00060197i,-0.0010439+0.0014076i,0.0001265-0.00017038i,-0.029943-0.0038183i,-0.0013858-0.0055553i,0.0018619+0.0047389i,0.0036676-4.164e-05i,-0.00055746+0.00039577i,0.000455-0.00060827i,-0.00022377-0.0026464i,-0.0016317-0.0063505i,-0.0044288-0.0040622i,-0.0016823-0.0048604i,0.0022382-0.00081215i,0.0024235-0.002877i,0.0026696+0.02564i,0.0017979-0.0027848i,0.0028922+0.00074919i,0.0060011+0.0011027i,-0.010036-0.0039055i,-0.0032778+0.0007222i,0.006527+0.0015425i,0.0050186-0.00017221i,-0.0036823+0.005492i,0.0011483-0.0087827i,-0.011689+0.017163i,0.035841-0.090787i,0.012039-0.069732i,-0.015827-0.06009i,-0.01636-0.055529i,0.039632-0.046074i,0.017176-0.062513i,0.033682-0.05545i,0.030411-0.060049i,0.015634-0.01361i,0.0044786+0.016357i,0.016483-0.026309i,-0.011226+0.0058982i,-0.0001855+0.0055669i,-0.005087-0.0014403i,-0.002624-0.029289i,-0.023756+0.032227i,0.01012-0.011189i,-0.012924-0.0028053i,0.00010029-0.0049593i,-0.0010547-0.016062i,-0.0074808+0.0043554i,0.004735+0.0059707i,-0.0090437+0.031375i,0.0050652+0.0057026i,-0.0051271-0.00066474i,-0.0031104-0.00065094i,-0.012684-0.0076546i,-0.00099318-0.0043087i,-0.02988+0.0067546i,-0.00026542-0.0097406i,-0.0095185-0.0018365i,-0.0069718-0.0025549i,0.0070685+0.0027686i,-0.0083536+0.0019706i,-0.00026637+0.00064012i,0.0057062+0.010849i,0.0043144+0.0013527i,-0.0097334-0.010208i,0.0031658+0.0081087i,-0.021442+0.006292i,0.0083671+0.0005033i,-0.02895-0.0036758i,-0.041912+0.0020684i,0.020051-0.096304i,-0.0016486-0.012445i,-0.053108-0.022195i,-0.024629+0.00025511i,0.017707+0.011274i,-0.024963+0.013065i,-0.018977-0.013148i
-0.012283+0.012438i,-0.036167+0.0083862i,-0.016564+0.020395i,-0.013627+0.016842i,-0.0057808+0.025408i,0.0035192+0.012489i,0.0038015+0.012387i,-0.00055469+0.018969i,-0.012981+0.016447i,-0.0011089+0.0022318i,-9.6818e-05-0.0008359i,-0.00069901+0.0016445i,-0.0020941+0.0012628i,0.00263+0.00065619i,0.00051652+0.00056975i,0.00055674+0.0014383i,0.0004069+0.001886i,-0.0017045+0.00071858i,-0.00060054-0.00017202i,-0.0008109+0.0018919i,-2.5074e-06+0.00077952i,0.0010923+0.0010777i,0.00022841+0.00047828i,0.0012537+0.0035924i,-0.00029797-0.00065697i,-0.00037364+0.00049591i,-0.0012218+0.00053046i,-0.00083061+0.00034015i,-0.00056525-0.00017126i,-0.00032808+0.0011063i,-0.00069107-0.0011709i,-0.00011274+0.00015676i,-0.00056489-0.00011132i,6.8747e-05-0.00099488i,-6.0585e-07-0.00035294i,0.002449+0.0032533i,0.00056564+0.00065296i,8.9399e-05+0.00084173i,0.00049767+0.001122i,0.0017222-0.00080565i,-0.00016909+0.00069319i,0.00052928+0.001212i,0.0009668+0.00019236i,-4.0766e-05+0.00021752i,-0.020666+0.00052081i,-0.023787-0.029819i,-0.0093972-0.041774i,-0.023503-0.03278i,-0.026985-0.034682i,-0.02473-0.015718i,-0.028152-0.011412i,-0.025506+0.008588i,-0.009673-0.024339i,-0.010085-0.016501i,0.010066+0.005764i,0.0038546+0.0020512i,0.0038971-0.0026366i,0.0060471-0.0012644i,-3.4223e-05-0.0017371i,-0.0035639+0.0083962i,0.00088589-0.001401i,0.0022519+0.0043195i,-0.0023509-0.0022267i,-0.0013031-0.00023397i,0.00087906+0.0011057i,-0.0020082-0.00033229i,-0.00075956-0.0016361i,0.00053881+0.0028662i,-0.0037175-0.0036329i,-0.0052904+0.00070538i,-0.0029486+0.0021115i,0.00053685+0.0011451i,-0.00012702-7.8093e-05i,0.001297+0.0010784i,-0.0046909-0.00045219i,0.0011639-0.0036024i,0.0011818+0.0018714i,-0.0027561+0.00070814i,0.0010343+0.0001994i,0.004577+0.00073801i,0.00040685+0.0012791i,-0.0021644+0.00034618i,-0.00052539+0.00014588i,0.0026705+0.003469i,-0.0007089-0.0002466i,0.00020436+0.0032531i,0.0012283+0.0026429i,0.004407-0.00038804i,-0.0009313-0.0013543i,-0.026529-0.036766i,0.0068612-0.0080616i,0.0060458-0.00058967i,0.009539+0.013425i,0.0004848-0.0094343i,0.0029428-0.0017917i,-0.0013697+0.011572i
-0.010775+0.013467i,-0.033935+0.014085i,-0.012896+0.02149i,-0.010429+0.01764i,-0.0018201+0.024766i,0.0045225+0.011254i,0.0052384+0.011032i,0.0021964+0.017403i,-0.010069+0.018034i,-0.00069471+0.0025544i,-0.00069915-0.00052092i,0.00011506+0.0020313i,-0.0014829+0.001695i,0.0031241-0.00030118i,0.00091059+0.00024855i,0.00081411+0.0012729i,0.0014135+0.0017055i,-0.0014287+0.0012323i,-0.00076774+0.00029585i,2.741e-06+0.0020892i,8.3423e-05+0.00075314i,0.0014186+0.00050899i,0.00021116+0.0004931i,0.0019081+0.0032744i,-0.00047192-0.00026435i,-6.099e-05+0.00052132i,-0.00077969+0.0010915i,-0.0006302+0.00069816i,-0.00040762+9.539e-05i,9.9007e-05+0.00088753i,-0.00093301-0.0010448i,-0.00018347+0.00042326i,-0.00053698+0.00018672i,-0.00041508-0.0010299i,-0.00014828-0.00036755i,0.0033201+0.0022819i,0.00080215+0.00027615i,0.00032632+0.00079804i,0.00073485+0.00069248i,0.0012446-0.0011843i,0.00012851+0.00085265i,0.00095451+0.00085233i,0.0010016-0.00014134i,-8.9175e-05+0.00041622i,-0.021138+0.0028366i,-0.028577-0.026786i,-0.014101-0.042387i,-0.02736-0.030234i,-0.032312-0.031395i,-0.025447-0.013748i,-0.027461-0.00858i,-0.022779+0.0099772i,-0.011767-0.02516i,-0.011165-0.016568i,0.010917+0.0023068i,0.0042177+0.0016675i,0.0037151-0.0020549i,0.0054955-0.0027096i,-0.00093012-0.0021378i,-0.00025167+0.0097234i,-0.00010908-0.00092976i,0.0039746+0.0035965i,-0.0031562-0.0022547i,-0.0015634+0.00048653i,0.0015887+0.0010506i,-0.0021419-0.0002348i,-0.0006744-0.0017317i,0.0018468+0.0018933i,-0.0045928-0.0018636i,-0.0056772+0.0024765i,-0.001927+0.0032007i,0.00051541+0.00094533i,-0.00039622+0.00033438i,0.0012929+0.00058691i,-0.0044727+0.0017436i,-0.00014344-0.0037053i,0.0016091+0.0011141i,-0.001879+0.0022876i,0.00089514+0.00025051i,0.0047357-0.00021846i,0.00038052+0.0010966i,-0.0018671+0.0012632i,-0.00064613+0.00019413i,0.0026276+0.0019141i,-0.00091416-0.00042077i,0.00096732+0.0027531i,0.002178+0.0021685i,0.0042232-0.001842i,-0.00091803-0.0010002i,-0.030449-0.032995i,0.00072296-0.0077792i,0.003612-0.00091097i,0.011138+0.010027i,-0.00095607-0.0088107i,0.0023588-0.0024784i,-0.00080699+0.011428i
-0.0090225+0.014583i,-0.030272+0.019022i,-0.0095171+0.021968i,-0.0076034+0.017497i,0.0018759+0.023455i,0.0052303+0.010151i,0.006384+0.0094661i,0.0040235+0.015497i,-0.0068167+0.01893i,-4.2109e-05+0.0027408i,-0.00083438+4.7765e-05i,0.0010854+0.001652i,-0.00082047+0.0019639i,0.002898-0.0013773i,0.0010788-0.00030821i,0.0010769+0.0011229i,0.00242+0.0011015i,-0.0010041+0.0016593i,-0.00048895+0.00071373i,0.00077988+0.0017747i,0.00015985+0.0008713i,0.0013376-2.9152e-05i,0.00026865+0.0006239i,0.0025327+0.0027585i,-0.00035775-5.5893e-05i,0.00017787+0.0003455i,-0.00012976+0.0012708i,-0.00027977+0.0008888i,-0.00020646+0.00016827i,0.00028134+0.00063355i,-0.0013071-0.00082575i,1.8947e-05+0.00060647i,-0.00049498+0.00037811i,-0.00089489-0.00078667i,-0.00042146-0.0003193i,0.0038384+0.0012452i,0.000743-7.6153e-05i,0.00067233+0.00067315i,0.00075955+0.000352i,0.00078842-0.0011788i,0.00042432+0.00080276i,0.0010058+0.00023267i,0.0007991-0.00052511i,0.00030175+0.00041068i,-0.021192+0.0056441i,-0.032398-0.02214i,-0.020222-0.041954i,-0.031292-0.026593i,-0.037419-0.026778i,-0.026721-0.01233i,-0.026485-0.0062554i,-0.020545+0.010526i,-0.014521-0.024932i,-0.013007-0.016546i,0.010136-0.0004991i,0.0048021+0.0010182i,0.0042221-0.0019494i,0.0041851-0.0040713i,-0.0020984-0.0016098i,0.0032679+0.0095913i,-0.0004098+6.307e-05i,0.0050333+0.0023763i,-0.0042005-0.0016354i,-0.00098708+0.0011394i,0.0020587+0.00032451i,-0.0024821+9.6347e-05i,-0.00090332-0.002078i,0.002021+0.00068916i,-0.0044129-0.00010414i,-0.0048723+0.0046658i,-0.00056863+0.0036137i,0.00039825+0.00099971i,-0.00044438+0.00059024i,0.0013142+0.00050943i,-0.0034162+0.0031546i,-0.0016389-0.003365i,0.0014691+0.00072502i,-0.00029807+0.0031749i,0.0009271+0.00035123i,0.0042723-0.0011987i,0.00057179+0.0014312i,-0.0013157+0.0020435i,-0.00053388+0.00020892i,0.0019894+0.0012343i,-0.0013323-0.00020929i,0.0020133+0.0018946i,0.0030721+0.0012067i,0.0034564-0.0026691i,-0.0011257-0.00067474i,-0.03357-0.029105i,-0.0045011-0.0054877i,0.00094192-0.00021129i,0.011078+0.006197i,-0.002477-0.0076675i,0.0013746-0.0025191i,-0.00069047+0.011589i
-0.0071326+0.015448i,-0.025772+0.022329i,-0.0063114+0.021871i,-0.0053625+0.016938i,0.0048956+0.021417i,0.0059362+0.0091845i,0.0070268+0.0075875i,0.0053728+0.013878i,-0.0035064+0.01876i,0.0007389+0.0026423i,-0.00057397+0.0004444i,0.0014079+0.0009226i,-0.00014278+0.0019839i,0.0024092-0.0021508i,0.00082427-0.00073728i,0.0013927+0.00092982i,0.0030221-3.0669e-06i,-0.00050448+0.001861i,-0.00011216+0.00066865i,0.0012543+0.0011956i,0.00042735+0.0011001i,0.0010259-0.00037504i,0.00052845+0.00070643i,0.0031635+0.0021031i,-0.00022923-5.2503e-05i,0.00022886+4.6273e-05i,0.00042445+0.0010965i,0.00016025+0.00096795i,-1.1353e-05+0.00013545i,0.00040017+0.00034206i,-0.0016653-0.00037125i,0.00020185+0.00064568i,-0.00033682+0.00062776i,-0.001215-0.00032276i,-0.00055455-7.6935e-05i,0.0040881+0.00020795i,0.00055285-0.00025303i,0.00089326+0.00035584i,0.00077571+0.00013951i,0.00063655-0.0009299i,0.00056526+0.00063686i,0.00081149-0.00015899i,0.00055696-0.00063123i,0.00051734-5.3858e-05i,-0.020806+0.008544i,-0.034304-0.017039i,-0.026739-0.039566i,-0.0341-0.022053i,-0.040822-0.020742i,-0.028654-0.010324i,-0.025468-0.0048474i,-0.018751+0.010737i,-0.016763-0.024218i,-0.015453-0.01621i,0.0086276-0.0021197i,0.0051702+9.3935e-05i,0.0048633-0.0026535i,0.0023544-0.004495i,-0.0026294-0.00041195i,0.0063759+0.0082392i,-8.8395e-05+0.0007951i,0.0053943+0.00089143i,-0.0047963-0.00026961i,-6.7709e-05+0.0012364i,0.0020874-0.00036748i,-0.0025678+0.00063i,-0.0015896-0.0023619i,0.0018813-0.00022342i,-0.0037683+0.00094588i,-0.0028691+0.0060711i,0.0007974+0.0035406i,0.00063806+0.0013225i,-0.00043587+0.0011073i,0.0015438+0.00015458i,-0.0019191+0.0039994i,-0.0028848-0.0019881i,0.0015711+0.00062395i,0.0011559+0.0029733i,0.00095767+0.00024208i,0.0035869-0.0021393i,0.0012398+0.0015887i,-0.00043803+0.0025621i,-0.00070966+0.00023807i,0.0014334+0.00096096i,-0.0013772+0.00046467i,0.0022593+0.00046799i,0.0034319+7.1966e-05i,0.0024932-0.0032936i,-0.001317-3.0991e-05i,-0.036032-0.025233i,-0.0080633-0.0010978i,-0.0010721+0.0016128i,0.0090938+0.0031114i,-0.0034221-0.0062484i,0.00074631-0.0018495i,-0.00018141+0.012239i
-0.004953+0.016214i,-0.021817+0.024352i,-0.0036654+0.021519i,-0.0037391+0.0163i,0.0070807+0.019101i,0.0066841+0.0080085i,0.0070794+0.0058148i,0.0065371+0.012291i,-0.00080789+0.017935i,0.0014172+0.0023305i,-0.00023357+0.00057864i,0.0014395+0.00046053i,0.00050768+0.0017837i,0.0017062-0.0027991i,0.00057021-0.00097437i,0.0017166+0.00051552i,0.0031927-0.0012793i,4.5878e-05+0.0019149i,-7.4491e-05+0.00049655i,0.0013429+0.00060494i,0.00093507+0.0011076i,0.00072668-0.00057978i,0.00083589+0.00053748i,0.0036755+0.0012276i,-0.0002742-8.7376e-05i,2.5023e-05-0.00021991i,0.00072023+0.0007415i,0.0005599+0.00076124i,0.00010561+3.3817e-05i,0.0002289+0.00013536i,-0.0018588+0.00029738i,0.00047025+0.000541i,-5.8061e-07+0.00076085i,-0.0012508+0.00024898i,-0.00056755+0.00017731i,0.0041418-0.00076317i,0.00046796-0.00035122i,0.00095418-1.1728e-05i,0.00078863-9.4852e-05i,0.00078069-0.00082282i,0.00080037+0.0004656i,0.00048848-0.00022482i,0.0003297-0.00066601i,0.0001845-0.00041732i,-0.019793+0.011415i,-0.035098-0.012301i,-0.032057-0.03527i,-0.035625-0.017748i,-0.042779-0.014775i,-0.030501-0.0074951i,-0.025357-0.0037257i,-0.017397+0.010815i,-0.018964-0.02335i,-0.017705-0.015309i,0.0075308-0.0028921i,0.0054018-0.0010659i,0.0050051-0.0042231i,0.00082871-0.0041937i,-0.0026274+0.00096054i,0.0089946+0.0060133i,0.00050995+0.0011436i,0.0049518-0.00080372i,-0.0046959+0.0010377i,0.00062305+0.00060662i,0.0020656-0.00092515i,-0.0025063+0.0011978i,-0.0025474-0.0025575i,0.0017598-0.0010204i,-0.0031915+0.001649i,-0.00081667+0.0065101i,0.0020817+0.0029206i,0.0013372+0.0014696i,1.5713e-05+0.0014224i,0.0011422-0.00037327i,-0.00029028+0.0042703i,-0.0030002-0.00025298i,0.0016886+0.00031381i,0.0021597+0.0021273i,0.00093959+0.00019077i,0.0026038-0.0028363i,0.0018862+0.0010332i,0.00060675+0.0026433i,-0.00088588+0.00059573i,0.0011545+0.0010239i,-0.0011533+0.00082284i,0.0016217-0.00059911i,0.0034138-0.0013193i,0.0013677-0.0036639i,-0.0010062+0.00052085i,-0.03814-0.021489i,-0.009167+0.0034507i,-0.0019721+0.0038585i,0.0062882+0.0016708i,-0.0036738-0.0048086i,0.00095532-0.0012031i,0.00089284+0.012863i
-0.0022971+0.016517i,-0.018075+0.026092i,-0.0011409+0.020826i,-0.002594+0.015995i,0.0086135+0.016781i,0.0072045+0.0066322i,0.0068482+0.0043038i,0.0074405+0.010719i,0.0013417+0.01679i,0.001962+0.0017757i,7.4463e-05+0.00040117i,0.0014509+7.0213e-05i,0.0010317+0.0013328i,0.00073293-0.0031554i,0.00022106-0.0010859i,0.0018995-4.85e-06i,0.0028788-0.0026296i,0.00058791+0.0018464i,3.8021e-05+0.00053069i,0.0013407+0.00020286i,0.0014016+0.00082596i,0.00033707-0.00064238i,0.001024+0.00025824i,0.0037787+1.699e-05i,-0.00042001-5.3648e-05i,-0.0002502-3.3297e-05i,0.00084988+0.00037507i,0.0008109+0.00054524i,0.00012432-0.00019033i,-7.306e-05+6.7436e-05i,-0.0017384+0.0010619i,0.00062914+0.00033162i,0.00032623+0.00064438i,-0.001055+0.00069442i,-0.00052653+0.00042805i,0.0038888-0.001731i,0.00049611-0.00053669i,0.00088577-0.00033529i,0.00072947-0.00038493i,0.0010044-0.001117i,0.00093182+0.00021184i,0.00037027-7.8273e-05i,0.00018278-0.00062987i,-1.3193e-06-0.00032231i,-0.018538+0.014223i,-0.035106-0.0081284i,-0.035621-0.030122i,-0.036999-0.013867i,-0.04362-0.00872i,-0.031541-0.0040493i,-0.025572-0.0022668i,-0.016686+0.010827i,-0.021403-0.022253i,-0.019901-0.013532i,0.006724-0.0034399i,0.0050624-0.002335i,0.0039641-0.0060692i,-0.00049264-0.0035299i,-0.002077+0.0021439i,0.010606+0.0026297i,0.0011633+0.001247i,0.0034346-0.0019056i,-0.0040584+0.0021987i,0.00085075-0.00010704i,0.0020328-0.001771i,-0.0022442+0.0019136i,-0.0039059-0.0021773i,0.0012873-0.0018469i,-0.0025701+0.0022747i,0.0011683+0.0063236i,0.0029518+0.0016786i,0.0019703+0.00099313i,0.00054346+0.0015155i,0.00048615-0.00038074i,0.001101+0.0038687i,-0.0022581+0.0010882i,0.0016312+0.00012528i,0.0025885+0.0013132i,0.00095088+0.00015821i,0.0012175-0.0029797i,0.0023465+0.00030861i,0.0013613+0.0023487i,-0.00067012+0.00094116i,0.0011657+0.001304i,-0.00093805+0.001369i,0.00084215-0.0010706i,0.0026964-0.0027963i,0.00040842-0.0033381i,-0.00052879+0.00080027i,-0.039945-0.017261i,-0.008878+0.0075944i,-0.0017093+0.0062936i,0.0035709+0.0017481i,-0.0033641-0.0035139i,0.0015311-0.001088i,0.002253+0.013172i
0.00017552+0.015928i,-0.014297+0.027474i,0.00082557+0.020092i,-0.0013344+0.016063i,0.0096646+0.01465i,0.007422+0.0053111i,0.0063015+0.0031716i,0.0084143+0.0090944i,0.0032325+0.015639i,0.0022902+0.0011085i,0.00014462+0.00016614i,0.0014082-0.00026743i,0.0013738+0.00080834i,-0.00033658-0.0029069i,-4.9775e-05-0.0010302i,0.0019296-0.00055246i,0.0019429-0.0038212i,0.0010757+0.0015866i,9.873e-05+0.00048448i,0.0013131-0.00013765i,0.0017454+0.00028328i,8.0912e-05-0.00043631i,0.0010732-0.00010439i,0.0034708-0.0011526i,-0.00038896+9.5516e-05i,-0.00019558+0.00029882i,0.00078395+2.499e-06i,0.00099767+0.00019481i,-9.9705e-05-0.00033169i,-0.00019279+0.00026491i,-0.0012676+0.0017309i,0.00060135+0.00011252i,0.00049169+0.00042801i,-0.00075838+0.0010793i,-0.00035875+0.00068309i,0.0034185-0.0025217i,0.00025722-0.00075975i,0.00071353-0.00064065i,0.00055902-0.00068924i,0.00088988-0.0017348i,0.00090936-0.00011223i,0.00051267-5.1967e-05i,7.1194e-05-0.00052032i,-3.6292e-06-0.00024524i,-0.016432+0.01695i,-0.035031-0.0048222i,-0.037622-0.025101i,-0.03823-0.0095593i,-0.043249-0.0028805i,-0.032135-0.00045179i,-0.025918-0.00050931i,-0.016344+0.01147i,-0.023344-0.020508i,-0.021348-0.01156i,0.0060817-0.003974i,0.0041507-0.0034423i,0.0018532-0.0070782i,-0.001255-0.0023652i,-0.0010214+0.0032432i,0.010493-0.0010967i,0.0020177+0.00093973i,0.0017625-0.0017978i,-0.0030998+0.0026858i,0.00074658-0.0011421i,0.0013393-0.0028055i,-0.0016203+0.002531i,-0.0048934-0.0010193i,0.00027927-0.0022124i,-0.0016691+0.002712i,0.0026294+0.0055006i,0.0030007+0.00035994i,0.0022974+0.00027383i,0.0010456+0.0012773i,0.00025848+4.4208e-05i,0.0020184+0.003196i,-0.0011592+0.0017424i,0.0017974-3.1257e-05i,0.0027876+0.00054925i,0.0011514-3.0684e-05i,7.9615e-05-0.0023305i,0.0025112-0.00065205i,0.0022085+0.0017596i,-8.7351e-05+0.00097358i,0.0015538+0.0014366i,-0.000112+0.0019313i,0.00015632-0.0011619i,0.0011753-0.0035368i,-0.00042676-0.002909i,-0.00023756+0.0009237i,-0.04122-0.013488i,-0.007198+0.011099i,-0.00024865+0.0081653i,0.001615+0.0033575i,-0.0026813-0.002975i,0.0017347-0.0014503i,0.0037398+0.013052i
0.0020417+0.014947i,-0.010401+0.028599i,0.0028084+0.019563i,0.00039526+0.01616i,0.010493+0.012854i,0.0075398+0.0040028i,0.0057523+0.0023579i,0.009183+0.0071985i,0.0048467+0.014424i,0.0023362+0.00046456i,9.9292e-06+4.1734e-05i,0.0012887-0.00060637i,0.001601+0.00013877i,-0.00092435-0.0022693i,-0.00019893-0.00095536i,0.0017093-0.0011363i,0.00047677-0.0044114i,0.00144+0.0011131i,0.00015201+0.0004673i,0.0012663-0.00049496i,0.0017723-0.00050944i,7.1475e-05-0.00024565i,0.00091106-0.00044836i,0.0027165-0.0019283i,-0.00024731+0.00023191i,0.0002056+0.0004762i,0.00060373-0.000284i,0.0010059-0.0003236i,-0.00031501-0.00021104i,-0.00011722+0.0004751i,-0.00045816+0.0021262i,0.00056279+1.0297e-05i,0.00053353+0.00023194i,-0.00024289+0.0012858i,9.7699e-05+0.00086662i,0.0027482-0.0032699i,-0.00012062-0.00084155i,0.00041032-0.00087704i,0.00015969-0.00089906i,0.00017416-0.0022989i,0.00080918-0.00037653i,0.00062026-0.00020196i,0.00019574-0.00045401i,-2.5859e-05-0.00022917i,-0.013781+0.01918i,-0.035012-0.0015344i,-0.038568-0.020721i,-0.03845-0.0049653i,-0.041477+0.002108i,-0.031802+0.0036037i,-0.026122+0.0017297i,-0.015569+0.012698i,-0.025116-0.01914i,-0.022662-0.01022i,0.0057314-0.0048254i,0.0028108-0.0039336i,-0.00053547-0.0067241i,-0.0012561-0.0011214i,0.00078042+0.003604i,0.0087418-0.0040481i,0.0022849-0.0001069i,0.00067856-0.00065197i,-0.0023401+0.0028838i,-0.00028114-0.0018071i,0.00021136-0.003264i,-0.00068316+0.0028166i,-0.0053299+0.00057804i,-0.00059591-0.0020448i,-0.00078548+0.0028624i,0.0038706+0.0045124i,0.0026222-0.00065566i,0.0024363-0.00050126i,0.0014486+0.00095182i,0.00026945+0.00023324i,0.0027942+0.0026209i,2.249e-05+0.0018791i,0.0020208-0.0006129i,0.002774-0.00021751i,0.0010126-0.00035534i,-0.00020109-0.0015074i,0.0019885-0.0018704i,0.0026109+0.00073017i,5.9251e-05+0.00072317i,0.0020396+0.0010566i,0.00093644+0.0019187i,-0.00030322-0.00084287i,-0.00022822-0.003181i,-0.0012799-0.0023568i,-3.3433e-05+0.0011955i,-0.0427-0.0097239i,-0.0047472+0.012929i,0.0017417+0.0085391i,0.001212+0.0057023i,-0.0029347-0.0033231i,0.001705-0.0017665i,0.00542+0.012625i
0.0036248+0.01398i,-0.0062928+0.029362i,0.0049467+0.018974i,0.0023805+0.015836i,0.011372+0.01096i,0.0074213+0.0025647i,0.0054148+0.0017682i,0.0094273+0.0051095i,0.0064075+0.01311i,0.0021632-5.1319e-05i,-0.00023469+0.00012178i,0.0011683-0.00090282i,0.0015209-0.00065966i,-0.0011808-0.0016755i,-0.00033182-0.00095622i,0.0013367-0.0015855i,-0.0010049-0.0041885i,0.0015801+0.00058505i,0.00015834+0.00055055i,0.0010947-0.00088086i,0.0012933-0.0011576i,0.00012466-0.00014704i,0.00067036-0.000596i,0.0019706-0.0021571i,-0.00010255+0.0002771i,0.00061966+0.00025633i,0.00034036-0.00046206i,0.00062527-0.00077538i,-0.00033754-2.3906e-05i,0.0001519+0.00062812i,0.00045055+0.0020995i,0.00067681-0.00010707i,0.00058009+6.6514e-05i,0.00029853+0.0012244i,0.0005578+0.00070502i,0.001839-0.0039149i,-0.00041192-0.00067895i,6.8382e-05-0.00095124i,-0.0002676-0.00084664i,-0.0009239-0.0023225i,0.00062772-0.00055553i,0.00051982-0.00040468i,0.00030752-0.00055686i,4.7013e-05-0.00025847i,-0.010786+0.020664i,-0.034949+0.0019154i,-0.039282-0.017232i,-0.038136-0.0007207i,-0.039389+0.006052i,-0.030144+0.0071774i,-0.025821+0.0046241i,-0.014134+0.014138i,-0.026884-0.01713i,-0.024446-0.0083351i,0.0052034-0.0061553i,0.0015409-0.003707i,-0.0022868-0.005519i,-0.00087686-0.00052808i,0.0023243+0.0030932i,0.0062764-0.0057401i,0.0017329-0.00089098i,0.00063212+0.00083276i,-0.0017771+0.002967i,-0.0012307-0.0015038i,-0.00091477-0.0032895i,0.00020311+0.002704i,-0.0049697+0.0022214i,-0.0012118-0.0014916i,7.2273e-05+0.0029207i,0.0048107+0.0034076i,0.0019178-0.0015012i,0.0021242-0.0013863i,0.0014866+0.00019322i,0.00044506+0.00060246i,0.0034401+0.0017957i,0.0011479+0.0012584i,0.0017796-0.0014127i,0.0026899-0.0010268i,0.00084851-0.00036866i,-1.808e-05-0.00083998i,0.00058032-0.0027634i,0.0023191-0.00011496i,-0.00022665+0.00056698i,0.0023447+0.00053464i,0.0018128+0.0012592i,-0.00054051-0.00058163i,-0.0010055-0.002567i,-0.0017731-0.00093484i,0.00038187+0.0014365i,-0.043966-0.0054782i,-0.0029325+0.013495i,0.0027865+0.00787i,0.0021996+0.0071608i,-0.0038463-0.0027907i,0.001435-0.0021964i,0.0067568+0.011523i
0.0051596+0.013013i,-0.0018112+0.029421i,0.0071733+0.01794i,0.0043415+0.01501i,0.011989+0.0088104i,0.0069153+0.001204i,0.0051558+0.0011493i,0.0092338+0.0030959i,0.0077879+0.011547i,0.0019236-0.00033341i,-0.00042872+0.00044269i,0.00091099-0.0012327i,0.0009701-0.0013102i,-0.0011674-0.0011505i,-0.00055701-0.00083789i,0.00092533-0.0017809i,-0.001957-0.0035565i,0.0014862+0.0001803i,0.00037454+0.0007694i,0.00083263-0.0011864i,0.00063127-0.0013699i,0.00023966-5.3225e-05i,0.00044184-0.00065836i,0.0014653-0.0022958i,0.00014937+0.00021036i,0.00082331-0.00013145i,0.00011914-0.00045842i,0.00012679-0.0008746i,-0.00028539+9.0212e-05i,0.00048299+0.00055505i,0.0012161+0.0016922i,0.00067676-0.00031918i,0.00053002-0.00013485i,0.00070194+0.00093129i,0.00076243+0.00039922i,0.00057067-0.0044091i,-0.00055294-0.00042001i,-0.00028994-0.0009038i,-0.00059771-0.00062989i,-0.0018357-0.001837i,0.00040008-0.00069799i,0.0003011-0.00057994i,0.00028791-0.00082119i,0.00016121-0.00025641i,-0.0075826+0.021692i,-0.034452+0.005701i,-0.040102-0.013958i,-0.037366+0.0035625i,-0.037188+0.0092167i,-0.027956+0.0099558i,-0.024438+0.0074822i,-0.011864+0.014831i,-0.028276-0.01509i,-0.02606-0.0054797i,0.0036863-0.0073447i,0.00060283-0.0031068i,-0.0032278-0.0037704i,-0.00057793-0.00025329i,0.0035222+0.0021351i,0.0037508-0.0060493i,0.00082605-0.0008521i,0.0016354+0.0019553i,-0.0012794+0.0031088i,-0.0014218-0.00090931i,-0.0019347-0.0030269i,0.0010893+0.0023237i,-0.0042698+0.003421i,-0.0016777-0.0008838i,0.001167+0.0026895i,0.0054552+0.0020776i,0.00084921-0.0019637i,0.0011962-0.0020593i,0.00091407-0.00022288i,0.001112+0.00063329i,0.0035899+0.00072327i,0.001203+0.00011271i,0.0010109-0.0018925i,0.0020658-0.0018342i,0.00095831-0.00033082i,0.00041422-0.00058628i,-0.00094267-0.002256i,0.0018663-0.00049612i,-0.00050383+0.00089414i,0.0023266+5.3693e-05i,0.0023116+0.00032103i,-0.00061443-0.00052079i,-0.0014058-0.0020457i,-0.0012152+0.00043896i,0.00090078+0.0014943i,-0.044506-0.00060625i,-0.0016605+0.014503i,0.0029604+0.007364i,0.0034452+0.0078618i,-0.0045954-0.0015499i,0.00084952-0.002404i,0.0075442+0.010111i
