-0.0083064-0.039311i,-0.013182-0.042919i,0.00087993-0.045454i,-0.028035-0.027148i,-0.020136+0.014355i,-0.032967-0.030849i,-0.059969-0.059475i,-0.022818-0.072865i,-0.034268-0.050059i,0.0016362+0.014953i,-0.00676+0.0095723i,-0.014732+0.013738i,0.0016078+0.016255i,-0.0039423-0.003467i,0.00068006+0.0059542i,0.00054312+0.037007i,0.019874+0.058327i,0.0013482-0.00040301i,-0.0052463-0.008356i,0.008126+0.0045954i,0.0016214+0.0007708i,-0.00087553+0.0035871i,2.3126e-05-0.0014019i,-0.035316-0.0088022i,-0.0022491-0.0073552i,-0.00030691+0.0043769i,0.0048207+0.00016425i,0.00016366+0.0012255i,-0.00010788-0.00091473i,9.4538e-05-0.0028907i,-0.0011192-0.0056838i,-0.0023179-0.0038842i,-0.00056838-0.0079065i,0.00326-0.0011909i,0.0031735-0.0025049i,-0.00075439+0.033601i,0.0057927-0.0042684i,0.0035132-0.0022604i,0.0047513+0.00023424i,-0.013157-0.0036923i,-0.00014925+0.00032507i,0.010166-0.00084527i,0.0057853-2.0526e-05i,-0.0030114+0.0040174i,0.0028506+0.0024272i,-0.0034109+0.0075154i,0.012927-0.087308i,-0.006235-0.048356i,-0.024609-0.040452i,-0.020651-0.041728i,0.062228-0.018586i,0.026597-0.061671i,0.038385-0.04537i,0.029034-0.057223i,0.019315-0.014899i,0.008068+0.0097935i,0.024477-0.033975i,-0.0076174-0.0046603i,0.0024032-0.0032575i,-0.0049977-0.0062331i,0.0010764-0.031958i,-0.024324+0.031063i,0.0075984-0.0099697i,-0.010669-0.0013948i,-0.0051105-0.001025i,-0.0013515-0.013617i,-0.010225+0.0043273i,0.0039933+0.0078961i,-0.010444+0.030967i,0.0060414+0.007039i,-0.0051966-0.0012963i,-0.0016669-0.001678i,-0.011368-0.0073929i,0.00097613-0.0041987i,-0.034903+0.0051986i,0.0024641-0.012394i,-0.0090388-0.0021498i,-0.0064834-0.0025779i,0.0063785+0.0015225i,-0.0094716+0.0012161i,0.0011625+0.00045584i,0.0051307+0.0089241i,0.0044391+0.00043022i,-0.0092876-0.0096838i,0.0027716+0.0086407i,-0.019145+0.0065543i,0.0069815+0.0030221i,-0.028961-0.0077689i,-0.033895+0.0032469i,0.024124-0.078695i,0.012192-0.010486i,-0.04338-0.026566i,-0.022316-0.003328i,0.018402+0.012247i,-0.026527+0.012392i,-0.011427-0.0085772i
0.010676-0.0089856i,-0.010223-0.034641i,-0.028448-0.017913i,-0.013385-0.00074835i,-0.014144+0.013635i,-0.01837+0.007184i,-0.020639-0.0062209i,-0.017231-0.029324i,-0.018195-0.013648i,-0.0016654-0.0032866i,0.00074709-7.8078e-05i,0.0014729-0.0006478i,0.0020781-0.00034319i,0.00071327-0.00056762i,0.00073072-0.00020764i,-0.0034621-0.0022392i,0.0021018-0.0032975i,0.0025784-0.00099711i,0.00015809-0.0011972i,0.0003086-0.00050763i,-0.0010235-0.00054008i,0.0017444-0.0011802i,-0.00077853-0.0010075i,-0.0023696-0.0025844i,-0.0018769-0.00070833i,-1.83e-05-0.0011544i,0.00013144-0.0012698i,-6.663e-06-0.0001831i,0.00090582-0.00021893i,0.0011708+0.00037851i,-0.0012298+0.0018713i,-0.00088267+0.00063645i,-0.00075647+0.00032286i,-0.00026335-0.00030054i,-0.0017519+0.0014349i,-0.00324-0.0015241i,-0.0010043-0.0021252i,0.00028544+0.00045553i,-0.0005045-0.00061633i,0.0025883+0.0048434i,-0.00068352-0.0005836i,-0.00063877-0.00091233i,-0.0009499-8.944e-05i,-0.00070025-0.0031133i,0.0020509-0.012784i,0.016753-0.01851i,0.015709-0.033958i,-0.0075733-0.018853i,0.0033662-0.0168i,-0.020047-0.021251i,0.0048051-0.03857i,-0.0027469-0.036925i,0.01453-0.015136i,0.0054208-0.012645i,-0.0047222+0.0086596i,0.0051976-0.00093528i,0.0049066+0.011216i,-0.0036099+0.0034213i,0.0053254+6.9252e-06i,0.0085987-0.0043775i,-0.003511-0.00035896i,0.0095417+0.0045111i,0.0012864-0.00075967i,-0.0023692-0.002755i,-0.0021304+0.0008049i,0.0014232-0.0023315i,-0.0038904+0.0049378i,0.0044805-0.0034514i,-0.0034332+0.004934i,0.0040249-5.841e-05i,0.0038691+0.0016248i,-0.0012025+0.00047009i,-0.0068052-0.0027562i,-0.0017314+0.0016216i,-0.0014893+0.0023107i,0.00044783+0.0051067i,-0.001659+0.0019692i,0.00053034+0.0032507i,-0.0014963+0.00027728i,-0.010027+0.0031506i,-0.0010856-0.00012319i,-0.0038665+0.0032556i,0.00084101+0.00099696i,0.0013625-0.0045241i,-0.0014327-0.001736i,0.0018264-0.0044091i,-0.0039578-0.0008566i,0.0074178+0.00050234i,0.0026364+0.00064449i,0.013326-0.016939i,-0.0010326+0.031129i,0.01041+0.012932i,-0.010193+0.0051303i,0.0018171+0.0012282i,0.0011363-0.0014461i,-0.0041953+0.0065404i
0.0086119-0.010614i,-0.015969-0.032296i,-0.030463-0.013096i,-0.013985+0.00081808i,-0.010807+0.015153i,-0.016579+0.0093604i,-0.02154-0.0031213i,-0.022045-0.025918i,-0.020859-0.010016i,-0.0025474-0.0030193i,0.00034542-0.00053504i,0.00103-0.001253i,0.0022117-0.0012022i,2.749e-05-0.0010192i,0.00055266-0.00020826i,-0.0039879-0.0015997i,0.00033851-0.0037983i,0.001972-0.0015866i,-0.00028313-0.0010422i,0.00010413-0.00085481i,-0.00093584-0.00010633i,0.00098171-0.0016682i,-0.00094967-0.00066838i,-0.0030272-0.0020248i,-0.0020863+9.0879e-05i,-0.00047188-0.0010552i,-0.00031303-0.0011601i,9.2534e-05-0.00024961i,0.00092914-0.00052205i,0.0012658-0.0003035i,-0.00046302+0.0023557i,-0.00052903+0.00073795i,-0.00071145+0.00048796i,-0.00049365-0.00020873i,-0.0013125+0.0020465i,-0.0034776-0.00095682i,-0.0018637-0.0016318i,0.00060349+0.00011436i,-0.00067007-0.00054723i,0.0036872+0.0036083i,-0.00074621-0.00060053i,-0.00083062-0.00072346i,-0.00086741-0.00016112i,-0.0014668-0.0029994i,-0.00043336-0.012912i,0.014549-0.021378i,0.011118-0.034348i,-0.0083042-0.01617i,0.0023051-0.018315i,-0.019037-0.015283i,-0.0040299-0.040362i,-0.010259-0.040303i,0.010185-0.018475i,0.0031565-0.011367i,-0.0014109+0.0097475i,0.0036759-0.0020712i,0.0073748+0.0081482i,-0.0028175+0.0050236i,0.0046451-0.0011887i,0.0065782-0.0063894i,-0.0041798+0.001533i,0.010419+0.0014681i,0.0017845-0.00091648i,-0.0024809-0.0018576i,-0.0011791+0.0013569i,0.00093033-0.0025853i,-0.0012229+0.0056051i,0.0024665-0.0055133i,-0.00098421+0.0054053i,0.0038285-0.0025152i,0.0037876-0.0001235i,-0.0010662+0.00086063i,-0.0071174+0.00082963i,-0.0014398+0.0016896i,-0.00016849+0.0038957i,0.0014279+0.0040041i,-0.00078092+0.0024039i,0.0014067+0.0030703i,-0.001585+0.0010144i,-0.0080469+0.0062906i,-0.00096352+0.00090648i,-0.002142+0.0044157i,0.00099609+0.00025784i,-0.00089251-0.0050547i,-0.0015987-0.0011228i,0.00043677-0.0051415i,-0.003637+0.00062244i,0.0063849-0.0015154i,0.002912+0.00017104i,0.012509-0.018459i,0.0056599+0.02961i,0.010232+0.009852i,-0.010008+0.0076246i,0.0039986+0.0025665i,0.001359-0.0014625i,-0.0036779+0.0071886i
0.0064172-0.011809i,-0.02099-0.028641i,-0.031778-0.0083078i,-0.014403+0.0029587i,-0.0075478+0.01552i,-0.014429+0.01122i,-0.02195+0.00026432i,-0.025922-0.021916i,-0.02207-0.006291i,-0.0032892-0.0022954i,-0.00014335-0.00046956i,0.00026548-0.0014289i,0.0019777-0.0020458i,-0.00058209-0.00085214i,0.00061012-0.0002524i,-0.0042047-0.00062625i,-0.0012333-0.0031864i,0.0013274-0.0018288i,-0.00064856-0.00074866i,-0.00031958-0.00085628i,-0.00072454+0.00018854i,0.00031762-0.0017501i,-0.0010033-0.00032509i,-0.0035751-0.0012796i,-0.0019661+0.00057451i,-0.0008298-0.00081183i,-0.00064972-0.00087718i,0.00010997-0.00036129i,0.00078421-0.00076526i,0.001204-0.000812i,0.00060648+0.0023359i,-0.00023576+0.00079096i,-0.00070452+0.00078184i,-0.00062973+1.7532e-06i,-0.00038761+0.0024045i,-0.0038715-0.00028986i,-0.0023204-0.00081883i,0.00058942-0.00036862i,-0.00082064-0.0004324i,0.0041241+0.0021321i,-0.00093264-0.00057534i,-0.00099178-0.00042334i,-0.00085364-0.00012304i,-0.0020614-0.0025725i,-0.0031701-0.012759i,0.011478-0.024332i,0.0072151-0.034158i,-0.0083962-0.014458i,0.001372-0.020826i,-0.016639-0.011638i,-0.012996-0.038681i,-0.019562-0.040942i,0.005763-0.019453i,0.002539-0.010645i,0.001608+0.0090174i,0.0020934-0.0025146i,0.0077985+0.0053038i,-0.0011371+0.0062992i,0.0044066-0.0018929i,0.00373-0.008002i,-0.0038085+0.0033989i,0.00982-0.0020061i,0.0021493-0.0014256i,-0.0021852-0.0011666i,-0.0005365+0.0013546i,0.00041706-0.0029253i,0.0014509+0.0045508i,-0.0002477-0.0063162i,0.0014699+0.0048177i,0.0021361-0.0039286i,0.0029934-0.0014818i,-0.00080214+0.0010669i,-0.0054394+0.0035955i,-0.0014388+0.0018615i,0.0022559+0.0040094i,0.0016445+0.00346i,0.00029416+0.0022978i,0.0026754+0.0026746i,-0.0011289+0.0014728i,-0.0054589+0.0078843i,3.1347e-05+0.0013756i,-4.7797e-05+0.0047286i,0.00076748-0.00026432i,-0.0033653-0.0045272i,-0.0017827-0.0008898i,-0.0011104-0.0051304i,-0.002598+0.001425i,0.0047924-0.002571i,0.0030033-0.0003274i,0.011172-0.021107i,0.011371+0.026542i,0.0091353+0.0074724i,-0.0092074+0.0096384i,0.0060674+0.0023919i,0.00092831-0.0015421i,-0.0028748+0.0072973i
0.0039435-0.012592i,-0.024781-0.024029i,-0.032405-0.0031192i,-0.014051+0.005237i,-0.0047073+0.014971i,-0.011987+0.012356i,-0.021525+0.0035875i,-0.029224-0.017434i,-0.022534-0.0028286i,-0.0037854-0.0012746i,-0.00045876-0.00012685i,-0.0002916-0.0011561i,0.0014253-0.0028759i,-0.0010134-0.00052504i,0.0005912-0.00051971i,-0.0040222+0.00046187i,-0.0022476-0.0020543i,0.00081121-0.0019473i,-0.00096659-0.0002915i,-0.00059824-0.00060865i,-0.00047943+0.0003681i,-0.00032541-0.0018086i,-0.0010143+6.8935e-05i,-0.003954-0.00021156i,-0.0018468+0.0011955i,-0.0011584-0.00043362i,-0.00073163-0.00057659i,-4.7777e-06-0.00054439i,0.00069299-0.00086713i,0.00090846-0.0014367i,0.0014191+0.0017826i,4.3827e-05+0.00077024i,-0.00035449+0.0011459i,-0.00062721+0.00026541i,0.0006761+0.0022737i,-0.0042778+0.00067919i,-0.0024339+2.5665e-05i,0.00032347-0.00067417i,-0.0010314-0.0001854i,0.00404+0.00073771i,-0.0012096-0.00036479i,-0.0012195-3.1516e-05i,-0.00074063-7.7582e-05i,-0.0025759-0.0018667i,-0.0059621-0.011853i,0.0074409-0.026866i,0.0038186-0.034296i,-0.0081395-0.013574i,-0.00095454-0.023602i,-0.013622-0.010072i,-0.020451-0.034962i,-0.02947-0.038901i,0.0024173-0.018812i,0.0027156-0.011046i,0.0030921+0.0073139i,0.00050708-0.0021569i,0.0077393+0.0032852i,0.00090875+0.0063934i,0.0038353-0.0032514i,0.00017456-0.0081463i,-0.0026222+0.0051386i,0.0075315-0.0047584i,0.0022682-0.0025121i,-0.0018192-0.00076855i,-0.00014203+0.0012398i,-0.00024518-0.0030603i,0.0025822+0.00282i,-0.0030121-0.0059409i,0.0035897+0.003392i,0.00073949-0.0044038i,0.0019669-0.0021392i,-0.0004283+0.00088919i,-0.0031708+0.0047926i,-0.0012842+0.0025278i,0.0041272+0.0025434i,0.002283+0.0032427i,0.00088885+0.001429i,0.0035993+0.0014668i,-0.00087333+0.0016596i,-0.0029412+0.008639i,0.00048295+0.00071806i,0.0018847+0.0038144i,0.00054131-0.00023233i,-0.0052721-0.0027197i,-0.0019861-0.00019622i,-0.0025498-0.0044457i,-0.0018745+0.001631i,0.0031801-0.002723i,0.0027389-0.0011997i,0.0087422-0.024066i,0.016361+0.022421i,0.0078108+0.0057815i,-0.0081908+0.011218i,0.008039+0.0011649i,0.00057516-0.0011786i,-0.0022367+0.0068709i
0.001457-0.012728i,-0.027171-0.019282i,-0.032007+0.0018625i,-0.01334+0.0073528i,-0.0026699+0.013808i,-0.0098241+0.013018i,-0.020715+0.0064171i,-0.031267-0.012133i,-0.022488+0.00021937i,-0.0037588-0.00018025i,-0.00038395+0.0004501i,-0.00051952-0.00087566i,0.00044198-0.0035113i,-0.0012697+1.074e-05i,0.00035745-0.00077934i,-0.0033731+0.0012955i,-0.002585-0.0007263i,0.0004045-0.0019901i,-0.00084491+0.00039733i,-0.00068669-0.00030496i,-0.00023369+0.0003367i,-0.0012611-0.0015755i,-0.00075249+0.00032657i,-0.0039112+0.0010933i,-0.0012967+0.0020418i,-0.001212+9.6975e-05i,-0.00068839-0.00035732i,-0.00014955-0.00056724i,0.0006516-0.0011675i,0.00019956-0.0018989i,0.0018276+0.0010811i,0.00027651+0.00060102i,0.0002152+0.0012346i,-0.00061542+0.00059064i,0.0015247+0.0016164i,-0.0043593+0.0019984i,-0.0023915+0.00073192i,-6.2717e-05-0.0007457i,-0.0010267+0.00023492i,0.0034989-0.00025348i,-0.0013835-4.7637e-05i,-0.00094409+0.0003305i,-0.00054447+5.7768e-05i,-0.0028214-0.00096641i,-0.0080468-0.009875i,0.0023762-0.028152i,-0.00013994-0.034226i,-0.0082528-0.013588i,-0.00442-0.025885i,-0.010986-0.010952i,-0.026575-0.02926i,-0.038606-0.033162i,-0.0004738-0.017584i,0.0028697-0.012515i,0.0028643+0.0059565i,-0.00044604-0.0010646i,0.0074268+0.0016343i,0.0025594+0.0056904i,0.0020381-0.0038927i,-0.0031928-0.0068807i,-0.00060321+0.0063899i,0.0039915-0.0061841i,0.0013876-0.0040002i,-0.0016416-0.00064133i,0.00020448+0.0010602i,-0.00098055-0.0030455i,0.0031048+0.0014454i,-0.0052678-0.0043509i,0.0048062+0.00124i,-0.00076581-0.0047804i,0.0010714-0.0024375i,-0.00069556+0.00086052i,-0.00079342+0.0049441i,-0.00045809+0.0028539i,0.0048834+0.00021447i,0.0031388+0.0026435i,0.00068871+0.00051228i,0.0037721-0.00011786i,-0.00062028+0.0018474i,-0.00033216+0.0087162i,-7.1583e-06+0.00039376i,0.0030194+0.0021838i,0.00069412-0.00034068i,-0.006161-0.00035907i,-0.0015872+0.00076901i,-0.0034065-0.0035173i,-0.0013404+0.001886i,0.0018569-0.0026546i,0.0017219-0.0015685i,0.005854-0.026335i,0.02017+0.017112i,0.0067628+0.0050838i,-0.0071547+0.012639i,0.0098768-0.00096981i,0.00042967-0.00079301i,-0.0022117+0.0059508i
-0.00069565-0.012417i,-0.028785-0.014891i,-0.031127+0.0068817i,-0.012057+0.009379i,-0.0013339+0.012608i,-0.0076711+0.01348i,-0.019641+0.0092042i,-0.032338-0.0071768i,-0.022177+0.0027545i,-0.0033489+0.00054709i,0.00029288+0.0007218i,-0.00064871-0.0007572i,-0.00080303-0.0036127i,-0.001247+0.00079232i,0.00010184-0.00078658i,-0.0025798+0.0016543i,-0.0022681+0.00057877i,-0.00012383-0.0021092i,-0.00027875+0.00072807i,-0.00065716-0.00019707i,-0.00019741+0.00020788i,-0.0018471-0.00064907i,-0.00051503+0.00037593i,-0.0035896+0.0024097i,-0.00027273+0.002335i,-0.00096835+0.00054556i,-0.00065427-0.00030169i,-0.00021161-0.00061591i,0.00022015-0.001603i,-0.00055682-0.0018402i,0.0019877+0.00042393i,0.00042939+0.00042031i,0.00067131+0.00096095i,-0.00023968+0.00094556i,0.0018908+0.00054636i,-0.003941+0.0032951i,-0.0021188+0.0015313i,-0.00039647-0.00049271i,-0.0010943+0.00048265i,0.0030565-0.00063517i,-0.0015025+0.00027714i,-0.00092292+0.00032468i,-0.00051497-0.00016488i,-0.0024974-0.00017874i,-0.0090214-0.0080034i,-0.0023924-0.027509i,-0.0037424-0.033239i,-0.0091575-0.013742i,-0.0088813-0.027016i,-0.010879-0.013091i,-0.030008-0.022118i,-0.045095-0.025003i,-0.0016134-0.015591i,0.0019396-0.015145i,0.0026286+0.0062836i,-0.00052893+0.00012346i,0.0064882+0.0001659i,0.0036688+0.0046051i,0.00050814-0.0030191i,-0.00574-0.004403i,0.0017943+0.0062562i,0.00037271-0.0053608i,-0.00039939-0.0042858i,-0.001502-0.00024602i,0.00021617+0.00081968i,-0.0017288-0.00282i,0.0037175-6.5562e-05i,-0.0066022-0.001613i,0.0051733-0.0010786i,-0.0026888-0.0040756i,0.00010551-0.002671i,-0.00063829+0.0011347i,0.00098619+0.0037466i,0.00038329+0.0026391i,0.0040044-0.0025685i,0.0037251+0.0018821i,-0.00011074+0.00036865i,0.003141-0.0010801i,-0.00035612+0.0021548i,0.002339+0.0078029i,-0.00029069+0.00054308i,0.0028157+0.00024548i,0.00032572-0.00080371i,-0.0059107+0.0020124i,-0.00079318+0.00097865i,-0.0037371-0.0024264i,-0.00057392+0.0018199i,0.00072265-0.001553i,0.0010178-0.0011243i,0.0020437-0.028809i,0.022006+0.010287i,0.0060451+0.0040571i,-0.0057301+0.013914i,0.0098279-0.0044803i,0.00033149-0.00036717i,-0.0033024+0.00558i
-0.0026178-0.011877i,-0.029876-0.0107i,-0.028935+0.011964i,-0.010319+0.011166i,-0.00065966+0.011831i,-0.0054693+0.013493i,-0.018049+0.011816i,-0.032737-0.0020281i,-0.022123+0.0051913i,-0.0028652+0.0012037i,0.00092755+0.00024357i,-0.0011657-0.00063641i,-0.0019569-0.0031125i,-0.00072778+0.0014046i,-0.00017036-0.00086658i,-0.0019069+0.0017338i,-0.0013027+0.0014224i,-0.00061098-0.0021372i,0.00016503+0.00054894i,-0.00073341-0.00020703i,-0.00029987+0.00028388i,-0.001801+0.00032322i,-0.00037482+0.00028993i,-0.0027306+0.0035903i,0.00047946+0.0019773i,-0.00066398+0.00067913i,-0.0007231-0.00022845i,-0.00032459-0.0006557i,-0.00045492-0.0015629i,-0.0012064-0.0014326i,0.0019578-0.00027529i,0.00054531+0.00025831i,0.00096778+0.00064925i,0.00035477+0.00097336i,0.0015596-0.00031607i,-0.002885+0.0044496i,-0.0014728+0.0022894i,-0.00050574-0.00028971i,-0.0010193+0.0010299i,0.0030647-0.00099998i,-0.0015048+0.00072278i,-0.001124+0.00071872i,-0.00078401-0.00027136i,-0.0020848+0.00015294i,-0.0093835-0.0065067i,-0.0058103-0.026114i,-0.0068574-0.031876i,-0.010474-0.013475i,-0.012998-0.026897i,-0.012763-0.014327i,-0.030713-0.015136i,-0.04808-0.014895i,-0.00077457-0.014262i,-0.0011121-0.017323i,0.0032337+0.0069744i,-9.3842e-05+0.00078497i,0.0057314-0.00041401i,0.0041769+0.0032939i,0.00061793-0.0021814i,-0.0073319-0.001187i,0.0035539+0.0051395i,-0.0015028-0.0030571i,-0.0014839-0.0034225i,-0.00082552-5.7252e-05i,0.00032919+0.00092743i,-0.002224-0.0021771i,0.0032514-0.0020695i,-0.0061181+0.0016956i,0.004598-0.0037588i,-0.0032829-0.0026024i,-0.0010096-0.0025365i,-0.00046239+0.0013877i,0.0014656+0.0021597i,0.00099962+0.0022352i,0.0014891-0.0044074i,0.0043851+0.0010286i,-0.00045415+0.00074008i,0.0024344-0.0023261i,0.00021596+0.0023002i,0.0040228+0.005959i,-0.00032845+0.00087197i,0.0018122-0.00089662i,-0.0002243-0.00090542i,-0.0047956+0.0040237i,-0.00048228+0.00093639i,-0.0038683-0.0017274i,-6.3032e-05+0.001447i,0.0008072-0.00018339i,0.0008004-0.0006073i,-0.0033384-0.029981i,0.021456+0.0037716i,0.0053756+0.0032713i,-0.0043601+0.015181i,0.0076568-0.0068884i,0.00043607+0.00031527i,-0.0041598+0.0064174i
-0.0044151-0.011039i,-0.03075-0.0066895i,-0.02548+0.016215i,-0.0080392+0.012482i,-1.4728e-05+0.011333i,-0.0034752+0.01301i,-0.01612+0.013979i,-0.031858+0.0031057i,-0.021855+0.0079591i,-0.0023312+0.001705i,0.00096853-0.00062461i,-0.0016272+6.1381e-05i,-0.0028826-0.0022813i,-4.4302e-06+0.0015713i,-0.00068757-0.00070455i,-0.0014681+0.001591i,-0.00034545+0.0015617i,-0.0013404-0.0022032i,0.00032278+0.00033625i,-0.0010315-0.00011695i,-0.00024038+0.00041206i,-0.0013433+0.0009356i,-0.00037644+0.00011816i,-0.0014127+0.0042654i,0.00086577+0.0017903i,-0.00051958+0.00076901i,-0.00079594-5.6465e-05i,-0.00046772-0.00061089i,-0.00085456-0.0012201i,-0.0016903-0.00085459i,0.0016415-0.00078591i,0.00060887-8.3311e-05i,0.0012689+0.00011943i,0.00091606+0.00058311i,0.0011683-0.00076434i,-0.0013695+0.0049429i,-0.00054451+0.0027491i,-0.00052509-7.6346e-05i,-0.00046838+0.0014957i,0.003132-0.001782i,-0.0012504+0.0012232i,-0.00084091+0.0013215i,-0.0010783-3.0609e-05i,-0.0019052+0.00040669i,-0.0094239-0.0056733i,-0.0084895-0.024957i,-0.0092852-0.030735i,-0.011756-0.013094i,-0.016817-0.025863i,-0.014922-0.014037i,-0.029583-0.0097735i,-0.047491-0.0061682i,-7.7471e-05-0.014865i,-0.0047421-0.017707i,0.0046332+0.0077075i,0.00040072+0.0010402i,0.0053745-0.0010472i,0.0041746+0.0021341i,0.00053479-0.0020276i,-0.0074322+0.0028265i,0.0046829+0.003859i,-0.0018852-0.00079501i,-0.0019411-0.0028751i,-0.00051503-0.00031826i,0.00069025+0.00083872i,-0.0023027-0.0014827i,0.0019291-0.0034922i,-0.0040129+0.0038629i,0.0025433-0.0058934i,-0.0033218-0.001911i,-0.0020349-0.0018071i,-6.9991e-05+0.0015666i,0.00107+0.0011112i,0.001202+0.0017603i,-0.0015743-0.0045955i,0.0049224-0.00049369i,-0.00061406+0.0010384i,0.00051338-0.0031402i,0.00097909+0.0020136i,0.0047262+0.004072i,-0.00044097+0.00099752i,0.00038496-0.0013872i,-0.00096623-0.00044204i,-0.0028256+0.0055422i,0.00020003+0.00080226i,-0.0046108-0.00097982i,-0.000157+0.0011321i,0.0017611+0.00056481i,0.0010961-0.00036896i,-0.0085619-0.029234i,0.019357-0.0015671i,0.0047033+0.0021082i,-0.0022177+0.016661i,0.0056778-0.0080056i,0.001341+0.00076386i,-0.0043093+0.0074106i
-0.0056993-0.010053i,-0.031448-0.0023525i,-0.021756+0.019225i,-0.0056258+0.013189i,0.0010282+0.01122i,-0.001906+0.012361i,-0.014151+0.015991i,-0.029873+0.0074538i,-0.021167+0.011102i,-0.0017443+0.0019758i,0.00052666-0.001272i,-0.0015242+0.00081088i,-0.0033546-0.0010571i,0.00059177+0.0014722i,-0.00090909-0.00021916i,-0.0012304+0.0015065i,0.00041503+0.0014332i,-0.0021717-0.001889i,0.00059481+0.00013996i,-0.001369+0.00018855i,-8.672e-05+0.00040669i,-0.00075765+0.0012522i,-0.00051044+2.8868e-05i,-0.00030264+0.004273i,0.001285+0.001527i,-0.00032566+0.00091472i,-0.00082764+0.00017415i,-0.00064824-0.00052273i,-0.0011688-0.00087388i,-0.0018967+2.0777e-05i,0.0012676-0.00098626i,0.000425-0.00048029i,0.0011437-0.00059004i,0.0011664-9.195e-05i,0.00066705-0.00098901i,7.7055e-05+0.004793i,0.0004682+0.0027406i,-0.0004328+7.7874e-05i,0.00019093+0.001487i,0.0029132-0.0028093i,-0.00079828+0.0015026i,-8.0397e-05+0.0015038i,-0.0011602+0.00031801i,-0.0015556+0.00077775i,-0.0094988-0.0053768i,-0.010959-0.023509i,-0.011722-0.029394i,-0.013538-0.012361i,-0.019983-0.024598i,-0.016606-0.013035i,-0.027899-0.0052569i,-0.045306+0.00060876i,-0.00016672-0.016099i,-0.0071793-0.016507i,0.0070635+0.0079726i,0.00088227+0.00095076i,0.0046495-0.0016162i,0.0039753+0.0013961i,0.00029528-0.0016437i,-0.0056122+0.0062867i,0.0050628+0.0023096i,-0.0015405+0.00094109i,-0.002584-0.0023038i,-0.0006289-0.0006933i,0.00094454+0.00058317i,-0.0020879-0.0010906i,0.00036454-0.0038732i,-0.0014644+0.0047913i,-0.00031049-0.0066591i,-0.0038018-0.0014754i,-0.0026687-0.00072967i,0.00011309+0.0017496i,0.0005509+0.00068679i,0.0013242+0.0015287i,-0.0042226-0.0033629i,0.0043945-0.0024617i,-0.00052796+0.0015448i,-0.0013696-0.0025202i,0.0013904+0.0013638i,0.0046973+0.0027439i,-0.00030978+0.0016843i,-0.0009515-0.00084103i,-0.00080493+7.877e-05i,-0.00027359+0.0059217i,0.00021406+5.6692e-05i,-0.0047778+0.00053806i,-0.00023013+0.0013787i,0.002811+0.00049198i,0.0013175-0.00049311i,-0.012625-0.027223i,0.016127-0.0066154i,0.0035499+0.0011399i,0.0010342+0.017329i,0.0036785-0.0085005i,0.0021018+0.00051941i,-0.0042955+0.0084007i
-0.0067998-0.0093735i,-0.031343+0.0025334i,-0.017557+0.021851i,-0.0029444+0.013387i,0.0024306+0.010691i,-0.00057794+0.011644i,-0.011621+0.017787i,-0.027947+0.010797i,-0.019558+0.014066i,-0.0013067+0.0020737i,-0.00018319-0.0017312i,-0.0012588+0.0014967i,-0.0032808+0.00030017i,0.0010396+0.0014i,-0.00089969+0.00026007i,-0.0011811+0.0015496i,0.001014+0.001119i,-0.0029103-0.0012146i,0.00063506-0.00036653i,-0.0015195+0.00070463i,-6.3142e-05+0.00044542i,-0.00022537+0.0013406i,-0.00078202+0.00018167i,0.00045799+0.0041691i,0.0015926+0.0011285i,-9.1358e-06+0.0010512i,-0.00081105+0.00049681i,-0.00085988-0.00036541i,-0.001468-0.00030817i,-0.0015322+0.00084008i,0.0011121-0.0010873i,3.4215e-05-0.00067524i,0.00064654-0.0010451i,0.0010333-0.00073676i,0.00015157-0.001162i,0.0012667+0.0042994i,0.0013707+0.0024186i,-0.00037738+0.00019983i,0.00065624+0.0012592i,0.0020523-0.0039363i,-0.00046665+0.0016181i,0.00037991+0.001353i,-0.0012305+0.00072473i,-0.0010846+0.00084695i,-0.010242-0.0057473i,-0.012649-0.022362i,-0.013659-0.027739i,-0.014942-0.010635i,-0.022583-0.022968i,-0.018017-0.011428i,-0.025314-0.0020386i,-0.042976+0.0061502i,0.00010796-0.017192i,-0.0085628-0.015317i,0.010138+0.0067338i,0.00093024+0.00064679i,0.0037605-0.0017142i,0.0037819+0.00070413i,0.00049272-0.0015322i,-0.0028138+0.0086358i,0.0049015+0.0010064i,-0.0006811+0.0026275i,-0.0027522-0.0011847i,-0.0010864-0.00057948i,0.00084968+0.00030714i,-0.0019825-0.00087558i,-0.00065553-0.0033807i,0.00092481+0.0046916i,-0.0029385-0.006137i,-0.004384-0.00091658i,-0.0028719+0.000363i,0.00072376+0.0018221i,5.5324e-06+0.00041594i,0.0017083+0.0014043i,-0.006036-0.0010251i,0.0027759-0.0037829i,-0.0001111+0.0019304i,-0.0025809-0.0010203i,0.0013167+0.00097211i,0.0046527+0.0019033i,0.00084934+0.0020646i,-0.0016471+0.00012328i,-0.00074539-4.6208e-05i,0.0019782+0.0049918i,-0.00044556-0.00021255i,-0.0039473+0.002063i,0.00029148+0.001795i,0.0035146+0.000162i,0.0013683-0.00063918i,-0.016026-0.025289i,0.010934-0.010522i,0.0018255+0.00028428i,0.0045902+0.016449i,0.0014321-0.0083864i,0.0024313-1.1435e-05i,-0.0038641+0.009748i
