-0.0070032-0.039759i,-0.011296-0.044131i,0.002462-0.046743i,-0.027603-0.028135i,-0.021088+0.013592i,-0.032469-0.033706i,-0.060849-0.062829i,-0.021624-0.073737i,-0.033882-0.0524i,0.0012073+0.015962i,-0.0068645+0.011073i,-0.015324+0.014024i,0.0017144+0.016687i,-0.0038467-0.0033633i,0.00029995+0.0065264i,0.00034585+0.039725i,0.019469+0.060678i,0.00088046-0.00016125i,-0.004561-0.0084769i,0.0087783+0.0047127i,0.0018372+0.00093184i,-0.00099906+0.0035168i,0.00013001-0.001438i,-0.036838-0.0095386i,-0.0020239-0.0073435i,1.6558e-05+0.0044908i,0.0051298+6.8932e-05i,0.00039519+0.00079295i,-0.00029033-0.001034i,0.00010741-0.0029744i,-0.0010125-0.0059491i,-0.0024428-0.0041297i,-0.00019456-0.0081676i,0.0030655-0.0014003i,0.0034601-0.0026294i,-0.0020368+0.034833i,0.0062947-0.0043787i,0.0036123-0.0023915i,0.00502+0.00014318i,-0.013628-0.0042037i,5.8319e-05+0.00039998i,0.010471-0.00039989i,0.0064435-0.00066288i,-0.003658+0.0041142i,0.0023194+0.0032715i,-0.0029281+0.0087106i,0.015373-0.087552i,-0.0065879-0.046759i,-0.023572-0.038371i,-0.019247-0.042144i,0.063995-0.016114i,0.02848-0.061521i,0.038831-0.044713i,0.030203-0.056116i,0.019403-0.015687i,0.0082006+0.0093963i,0.024661-0.032058i,-0.0073288-0.004651i,0.0023488-0.0023607i,-0.0046942-0.0063768i,0.0013481-0.032153i,-0.024606+0.031026i,0.007843-0.010034i,-0.01113-0.001661i,-0.0052685-0.0012804i,-0.0011253-0.013666i,-0.010036+0.0042826i,0.0035506+0.0080592i,-0.011077+0.031574i,0.0053898+0.0077934i,-0.0053416-0.0014945i,-0.0020297-0.0021475i,-0.0115-0.007228i,0.00045928-0.0038887i,-0.035386+0.0046306i,0.0025121-0.01255i,-0.0090673-0.0022331i,-0.0064298-0.0025557i,0.0062483+0.0015589i,-0.00943+0.0018949i,0.0010851+0.0010332i,0.0052591+0.0095052i,0.0045265+0.00018389i,-0.0092423-0.0093029i,0.0025335+0.0086494i,-0.019115+0.0063306i,0.0065827+0.0031272i,-0.028713-0.0088152i,-0.034469+0.0024875i,0.026067-0.077669i,0.01255-0.0099598i,-0.042684-0.027521i,-0.022454-0.0037226i,0.017984+0.012899i,-0.026412+0.012204i,-0.011536-0.0089956i
-0.0067371-0.0096374i,-0.031922+0.0064267i,-0.013152+0.024219i,-0.000322+0.013071i,0.0037085+0.010024i,0.000714+0.011656i,-0.010148+0.019371i,-0.026574+0.013915i,-0.018108+0.017835i,-0.0010792+0.002657i,-0.00098374-0.0017372i,-0.00048975+0.002281i,-0.0026447+0.001551i,0.0016838+0.0012677i,-0.00061721+0.0006568i,-0.0012104+0.0018553i,0.0014571+0.0010996i,-0.0029755+0.0001904i,-8.7404e-07-0.0010867i,-0.001457+0.0014367i,-2.5657e-05+0.00051228i,0.00025019+0.0011659i,-0.00096472+0.00060554i,0.001269+0.0040019i,0.0021275+0.00035947i,0.00046163+0.0011231i,-0.00065414+0.00088718i,-0.0010256-4.7977e-05i,-0.0013434+0.00037779i,-0.00099324+0.001088i,0.00075322-0.0013797i,-0.00037019-0.00064861i,0.00025352-0.0010858i,0.00050486-0.0012952i,-0.00017403-0.00083882i,0.0025217+0.0037797i,0.0022929+0.0015551i,-0.00037323+0.00030674i,0.0012752+0.0010981i,0.0017148-0.0045759i,-3.8903e-05+0.0019572i,0.00077439+0.0011924i,-0.00073285+0.0014347i,-0.0013746+0.0013208i,-0.012086-0.0068689i,-0.014654-0.022904i,-0.014782-0.027506i,-0.015677-0.0096079i,-0.024662-0.022272i,-0.018297-0.010027i,-0.021698-0.00021975i,-0.039865+0.01055i,-0.00015476-0.018687i,-0.0086731-0.014889i,0.012843+0.0036763i,0.00084567+0.0010528i,0.0031563-0.0010692i,0.0034767+8.6679e-05i,0.00035775-0.0018721i,0.00030366+0.010421i,0.003991-0.0001058i,0.0011919+0.0039131i,-0.0024275-0.0012827i,-0.0015314-0.00019656i,0.0011151+0.00037866i,-0.0017825-0.00080414i,-0.0010089-0.0026231i,0.0024551+0.0035489i,-0.0048646-0.0046307i,-0.0053833+0.00028193i,-0.0025609+0.0016843i,0.0012795+0.0014558i,-0.00033844+0.0007476i,0.0019651+0.00094125i,-0.0063927+0.0021469i,0.001042-0.0039922i,0.00041783+0.0020662i,-0.0030379+0.00084421i,0.0013629+0.00054323i,0.0048168+0.0012269i,0.0015159+0.0013031i,-0.0017498+0.0008453i,-0.00090182+0.00025507i,0.0032237+0.0029147i,-0.0003407+3.1083e-06i,-0.0025832+0.0027546i,0.00096034+0.002142i,0.0040529-0.00084142i,0.0017605-0.00027556i,-0.019351-0.02328i,0.0053027-0.012809i,9.8538e-05+0.00020492i,0.007287+0.014768i,-0.00037061-0.0073777i,0.0025597-0.00088134i,-0.0022808+0.01024i
-0.0085226-0.00889i,-0.029807+0.011332i,-0.0083703+0.024086i,0.0019994+0.01149i,0.0044706+0.0086931i,0.0017383+0.010734i,-0.0071278+0.020169i,-0.023832+0.016589i,-0.014758+0.019694i,-0.00043537+0.0028974i,-0.0018181-0.00099056i,0.00073164+0.0024422i,-0.0017079+0.0020752i,0.0024128+0.00049474i,-0.00011726+0.00088913i,-0.00077863+0.0021994i,0.0020118+0.00083253i,-0.0028777+0.0012362i,-0.00053581-0.00090116i,-0.00081792+0.0019676i,-2.8496e-06+0.00047237i,0.00068269+0.00087842i,-0.0007836+0.0010535i,0.0021056+0.0039282i,0.0024117-0.00011983i,0.00086516+0.00085105i,-0.00022504+0.0011627i,-0.00096385+0.00037924i,-0.00089109+0.00066872i,-0.00049306+0.0012119i,0.00042024-0.00168i,-0.00070225-0.00025721i,-0.00012213-0.0010344i,-0.00019241-0.0014331i,-0.00038056-0.00060041i,0.0034568+0.0029629i,0.0026659+0.00056634i,-0.00023165+0.000442i,0.0015613+0.0003248i,8.3911e-06-0.0048821i,0.00070857+0.0019722i,0.0012121+0.00069745i,-0.00010915+0.0015952i,-0.0010567+0.0016686i,-0.014399-0.0056239i,-0.018031-0.022034i,-0.016966-0.027499i,-0.016511-0.0082372i,-0.028048-0.020375i,-0.018398-0.0090965i,-0.018978+0.00012797i,-0.036134+0.014057i,-0.0017546-0.021513i,-0.0092537-0.015372i,0.012835-6.6976e-05i,0.0011437+0.0011913i,0.0034445-0.00047913i,0.0030727-0.00058513i,-0.00046725-0.0021872i,0.0043745+0.011026i,0.0032117-0.00042177i,0.0029246+0.0035041i,-0.0027654-0.0011829i,-0.0017704+0.00077145i,0.0014126+6.0189e-05i,-0.0020418-0.00092514i,-0.00099772-0.0027835i,0.0034462+0.001378i,-0.0059601-0.0022882i,-0.0058279+0.0021018i,-0.0016331+0.0028212i,0.0012307+0.00086705i,-0.00023346+0.0010481i,0.0015331+0.00034846i,-0.0048389+0.0047156i,-0.00039891-0.0039108i,0.00083169+0.0018005i,-0.0020445+0.0023536i,0.0012709+0.00035073i,0.005113+4.017e-05i,0.0011162+0.00059249i,-0.00136+0.0016813i,-0.0011031+0.00057556i,0.0030065+0.0010736i,-0.0004118-0.00014417i,-0.0015204+0.0029616i,0.001912+0.0018233i,0.0039563-0.0021408i,0.0017321-0.00089427i,-0.021599-0.020298i,-0.00093825-0.0123i,-0.0021021+0.00041663i,0.0092032+0.011531i,-0.0014727-0.0065158i,0.0021914-0.0013973i,-0.0016945+0.010372i
-0.010067-0.0075392i,-0.026586+0.015471i,-0.0043728+0.023087i,0.0032963+0.0091797i,0.0048774+0.0074705i,0.0025125+0.0099012i,-0.004081+0.020429i,-0.021273+0.018873i,-0.011372+0.020698i,0.00038999+0.0029104i,-0.0019521+5.885e-05i,0.0018289+0.0017151i,-0.00071801+0.0022698i,0.0023984-0.00053182i,0.00049083+0.00075969i,-0.00011177+0.002422i,0.0027796+0.00027561i,-0.0022576+0.0022682i,-0.00063359-0.0006177i,-1.1313e-05+0.0020059i,7.6008e-06+0.00059897i,0.00086948+0.00056266i,-0.00037793+0.0014367i,0.0030464+0.0034281i,0.0025239-0.0010294i,0.0011555+0.00040613i,0.00035542+0.0011329i,-0.00074977+0.00073861i,-0.00060473+0.00067939i,-2.4064e-05+0.001179i,-0.00015819-0.0018369i,-0.00068978+0.00019242i,-0.00057226-0.00091898i,-0.00082027-0.0011857i,-0.0005855-0.00038807i,0.0041695+0.0020617i,0.0026118-0.00042777i,5.3818e-05+0.00047698i,0.0013445-0.00034684i,-0.0015864-0.0042397i,0.0012566+0.0016163i,0.0011117+4.4277e-06i,0.00029228+0.001501i,-0.0003889+0.0019102i,-0.016229-0.0036625i,-0.021305-0.019926i,-0.020635-0.026715i,-0.017113-0.0063915i,-0.031511-0.017474i,-0.019069-0.0088073i,-0.017087-0.00048824i,-0.032696+0.016459i,-0.0046565-0.023212i,-0.010641-0.01594i,0.011506-0.0030186i,0.0017157+0.0011037i,0.0042971-0.00070324i,0.0023214-0.0011753i,-0.0016022-0.0015978i,0.0086916+0.0098545i,0.0027719-0.00032731i,0.0040219+0.0022335i,-0.0033594-0.00055123i,-0.0011562+0.0017261i,0.0011837-0.00048756i,-0.002682-0.00068201i,-0.0015555-0.003197i,0.0027564-0.0004754i,-0.0057125-0.00014353i,-0.0049304+0.0043782i,-0.00010583+0.0031582i,0.00085378+0.00080703i,-0.00012629+0.0011143i,0.0012608+0.00027815i,-0.0024637+0.0058703i,-0.001897-0.0032634i,0.0010269+0.0017002i,-0.00052042+0.0031168i,0.0012194+0.00037331i,0.004603-0.0012746i,0.00092112+0.0008154i,-0.00066532+0.0023665i,-0.00088657+0.00098013i,0.0020715+4.7474e-05i,-0.00078762-2.5411e-06i,-0.00016898+0.0026469i,0.0027204+0.00094458i,0.0032476-0.0029367i,0.0011691-0.0014027i,-0.023253-0.017326i,-0.0063564-0.0096488i,-0.0043499+0.0017041i,0.0094984+0.007869i,-0.002453-0.0051721i,0.0016796-0.0013916i,-0.0012928+0.010828i
-0.011361-0.0058808i,-0.022741+0.018238i,-0.00093582+0.021557i,0.0034765+0.0071213i,0.0050012+0.0062189i,0.0033214+0.0091914i,-0.0012121+0.019925i,-0.018515+0.021159i,-0.0081893+0.020834i,0.0012306+0.002588i,-0.0015694+0.00090892i,0.0021518+0.00072884i,0.00015512+0.0020731i,0.0020291-0.0012489i,0.00079222+0.00040428i,0.00068757+0.0023554i,0.0032264-0.00082557i,-0.0013305+0.0028875i,-0.00079497-0.00067367i,0.00064703+0.0017099i,0.0002329+0.00089467i,0.00083388+0.00034779i,0.0002089+0.0016013i,0.0038989+0.0025914i,0.0020924-0.0019354i,0.0012122-0.00015375i,0.0007643+0.00086063i,-0.00037802+0.0010163i,-0.00038115+0.00061593i,0.00038994+0.0009529i,-0.00080382-0.0017201i,-0.00051171+0.00050591i,-0.00087255-0.00055868i,-0.0012264-0.00063428i,-0.00058326-7.5211e-05i,0.0047355+0.0011261i,0.0022163-0.0011708i,0.00021914+0.00037648i,0.0010552-0.00069885i,-0.0025795-0.0031034i,0.0016102+0.0011317i,0.0008157-0.00037867i,0.00070074+0.0012968i,0.00027866+0.0016738i,-0.017535-0.0011632i,-0.023775-0.016929i,-0.024441-0.024455i,-0.017139-0.0046305i,-0.03404-0.013583i,-0.020355-0.0080103i,-0.016174-0.001833i,-0.029384+0.018181i,-0.0078256-0.023864i,-0.013054-0.016245i,0.0094645-0.004843i,0.0021983+0.00070199i,0.0048797-0.0017381i,0.0012679-0.001191i,-0.0020189-0.0003508i,0.012384+0.0068626i,0.002821-0.00018144i,0.0043283+0.00083926i,-0.0034879+0.00050375i,4.1001e-05+0.0020807i,0.00078751-0.00055086i,-0.0030726-4.359e-05i,-0.0026693-0.0034802i,0.0016936-0.001367i,-0.0049581+0.0013475i,-0.0028912+0.0056914i,0.0011507+0.0025722i,0.00097944+0.0011296i,-0.00010482+0.001432i,0.0012629+2.5551e-05i,4.8154e-05+0.0057261i,-0.0028214-0.0016518i,0.0015081+0.0016675i,0.00088547+0.0029099i,0.0011286+0.00021848i,0.0037336-0.0024413i,0.0013944+0.0010169i,0.00023302+0.0027124i,-0.00079971+0.0010314i,0.0010293-0.00029989i,-0.00080419+0.00046988i,0.00062113+0.0017948i,0.0030972-7.7782e-05i,0.0024373-0.0035983i,0.00029147-0.0013869i,-0.024341-0.014436i,-0.0098284-0.0053583i,-0.005848+0.0037333i,0.0079934+0.0048749i,-0.0026904-0.0037694i,0.0015092-0.0011279i,-0.00043121+0.011611i
-0.012159-0.0039803i,-0.019285+0.019953i,0.0016271+0.019682i,0.0030247+0.0055532i,0.0048814+0.0050619i,0.0043036+0.0082456i,0.0011883+0.019112i,-0.015104+0.023101i,-0.005635+0.020552i,0.001868+0.0020197i,-0.0009085+0.0014527i,0.0020759+2.0114e-05i,0.00084322+0.0015644i,0.0015077-0.0018306i,0.00097086-2.4494e-05i,0.0014096+0.0017871i,0.0031484-0.0021656i,-0.00030299+0.0030811i,-0.0012441-0.00051592i,0.0010083+0.0012546i,0.00073955+0.0009639i,0.00094808+0.00012077i,0.00078637+0.0014086i,0.0044664+0.0014637i,0.00136-0.0026521i,0.00089923-0.00077723i,0.00096787+0.0004684i,7.2861e-06+0.0010104i,-0.00018593+0.00051104i,0.000524+0.00057288i,-0.0014372-0.0013862i,-0.00023797+0.00062239i,-0.000974-0.00019459i,-0.0013198-3.5897e-05i,-0.00043823+0.00013661i,0.0052374+0.00010473i,0.0017061-0.0017298i,0.00030488+0.0001862i,0.0007975-0.00092573i,-0.0028351-0.0018809i,0.0018789+0.00055682i,0.00037273-0.00041681i,0.0010037+0.00091985i,0.00053203+0.001365i,-0.018352+0.0015987i,-0.025289-0.013575i,-0.027294-0.021079i,-0.016812-0.0034257i,-0.035808-0.0092827i,-0.021662-0.0065084i,-0.016732-0.0030771i,-0.0264+0.01924i,-0.010568-0.023706i,-0.015217-0.015898i,0.0077371-0.0056541i,0.0025279+0.00014857i,0.0049086-0.0034833i,0.00046664-0.00067123i,-0.001841+0.0010227i,0.014754+0.0026545i,0.0029892-0.00039976i,0.0038152-0.00061886i,-0.0031845+0.001295i,0.0010892+0.0016923i,0.00088856-0.00038765i,-0.0032792+0.00073768i,-0.0039411-0.0033641i,0.00076794-0.0017833i,-0.0040411+0.0024173i,-0.00090542+0.0060321i,0.0020065+0.0017752i,0.0017251+0.0011828i,0.00031355+0.0016358i,0.00070183-0.00026307i,0.0020268+0.0048553i,-0.0024923-4.578e-05i,0.0020419+0.0014021i,0.0018766+0.0021914i,0.0010396+0.00015827i,0.0024921-0.0031712i,0.0018082+0.00049593i,0.0012321+0.0026883i,-0.00066427+0.0014292i,0.00027925+1.0492e-05i,-0.00064944+0.00079992i,0.00055673+0.00086223i,0.0031579-0.0014026i,0.0012294-0.0040563i,-0.00024291-0.0010214i,-0.024985-0.011848i,-0.01142-0.0010939i,-0.0064467+0.006191i,0.0055747+0.0032865i,-0.0023019-0.0025966i,0.0016168-0.00092093i,0.0010286+0.012101i
-0.012277-0.0020294i,-0.016081+0.021244i,0.0036696+0.017549i,0.0022366+0.0047053i,0.004427+0.0040874i,0.0050572+0.0070357i,0.0033695+0.018105i,-0.011518+0.024224i,-0.0035789+0.020329i,0.0023282+0.0012546i,-8.7529e-05+0.0014954i,0.0019141-0.00048684i,0.001221+0.00085916i,0.00072123-0.0021612i,0.0009164-0.00042354i,0.001827+0.0010627i,0.0025631-0.0035382i,0.00065772+0.00295i,-0.0014917+6.2331e-05i,0.0012509+0.00093415i,0.0011561+0.00066594i,0.00083908-2.5307e-05i,0.0012281+0.0009749i,0.004648-6.7551e-05i,0.00030015-0.0031153i,0.00032407-0.00090517i,0.0010307+2.5162e-05i,0.00031441+0.00097406i,-0.00014991+0.00037132i,0.00038729+0.0002026i,-0.0019047-0.00080811i,-3.0326e-05+0.00063155i,-0.00097109+7.5528e-05i,-0.0012073+0.00047124i,-0.00026345+0.00012618i,0.005442-0.0011315i,0.0012061-0.0022485i,0.00032938+2.647e-05i,0.0005034-0.0011464i,-0.0026888-0.0010927i,0.0018701-5.7513e-05i,0.0002664-0.00020706i,0.0010444+0.00050976i,0.0007629+0.0012959i,-0.018509+0.0045438i,-0.025911-0.010542i,-0.028922-0.017011i,-0.01689-0.0025178i,-0.036572-0.004679i,-0.022193-0.0046167i,-0.01821-0.0034343i,-0.024274+0.019979i,-0.013413-0.023331i,-0.017545-0.01474i,0.0064709-0.0060857i,0.0024683-0.00062049i,0.0035597-0.0054723i,-6.2866e-05+0.00014927i,-0.0011687+0.0021853i,0.015408-0.0025342i,0.0032046-0.00069732i,0.0023728-0.0014526i,-0.0025762+0.0020241i,0.0020292+0.00094614i,0.0013012-0.00073915i,-0.0031646+0.0017487i,-0.0054486-0.0026171i,-0.00015573-0.0020093i,-0.0031171+0.0031772i,0.00081486+0.0057603i,0.0023925+0.00054921i,0.0022643+0.00061849i,0.00077518+0.0016904i,6.5052e-05-3.435e-05i,0.0033349+0.0033784i,-0.0016784+0.00090483i,0.002431+0.00095611i,0.002309+0.0014773i,0.00097509+0.00011395i,0.00094245-0.0033067i,0.0019665-7.6141e-05i,0.0019695+0.0022326i,-0.00016066+0.0015858i,-8.6016e-05+0.00058777i,-0.00034921+0.0011003i,0.00020797+0.00034589i,0.0025625-0.0029376i,0.00015225-0.0038501i,-0.00057621-0.000627i,-0.025374-0.0092029i,-0.011803+0.003075i,-0.0060005+0.0089699i,0.0030796+0.0031826i,-0.0015248-0.0018974i,0.0018882-0.00086542i,0.0026198+0.012168i
-0.01209-0.0006514i,-0.012996+0.022221i,0.0047719+0.015541i,0.0016298+0.0045115i,0.003872+0.0035655i,0.0055329+0.0057995i,0.0051598+0.017068i,-0.007684+0.024743i,-0.0012894+0.020231i,0.0024102+0.00041824i,0.00043318+0.0011982i,0.001673-0.00085773i,0.0013763+0.00030016i,-0.00015496-0.0019203i,0.00075311-0.00069227i,0.0019329+0.0002964i,0.0012234-0.0046614i,0.0014831+0.0025419i,-0.0014107+0.00063562i,0.0015082+0.00058002i,0.0014827+0.00018942i,0.00079547-7.3282e-05i,0.0014003+0.0004501i,0.0041716-0.0016106i,-0.00086177-0.0030652i,9.3389e-06-0.00069653i,0.00092868-0.00038135i,0.00056195+0.00080338i,-0.00026046+0.00038685i,0.00017354+0.00013225i,-0.002104-5.658e-05i,8.8231e-05+0.00059533i,-0.00096198+0.00039937i,-0.0009508+0.00099308i,-0.00018295+0.00010914i,0.0053382-0.0024855i,0.00041659-0.0026567i,0.00029289-9.8646e-05i,0.00011401-0.0014036i,-0.0026169-0.00068515i,0.0015723-0.00057449i,0.00038681-0.00014941i,0.00095539+0.00039069i,0.00109+0.0011358i,-0.01799+0.0073591i,-0.026175-0.0082498i,-0.029087-0.01312i,-0.017161-0.0012024i,-0.036266-0.00010875i,-0.02239-0.0030219i,-0.020324-0.0028234i,-0.022481+0.021199i,-0.015529-0.022427i,-0.019309-0.013095i,0.0053035-0.0065001i,0.0018442-0.0012225i,0.0010468-0.0062936i,2.345e-05+0.0010491i,0.00032024+0.0033006i,0.013491-0.0078065i,0.0034604-0.0013833i,0.00078785-0.0010397i,-0.0017535+0.0021684i,0.0024615-0.00047514i,0.0012158-0.0014363i,-0.0025559+0.0028254i,-0.0066743-0.0010573i,-0.001252-0.0015262i,-0.0017611+0.0037586i,0.0021397+0.0050352i,0.0018217-0.00066608i,0.0025951-0.00012553i,0.0012268+0.0014712i,3.2616e-05+0.00046503i,0.0036745+0.0018731i,-0.00066729+0.0012516i,0.0027317+0.00039754i,0.0026347+0.00078655i,0.0010038+8.7002e-05i,-0.00033208-0.0025427i,0.0022022-0.00078367i,0.0026919+0.0015566i,0.00059268+0.0012454i,0.0001201+0.0012251i,0.00025268+0.0013733i,-0.00011647+0.00023998i,0.00097819-0.0037373i,-0.0007116-0.003324i,-0.00077706-0.00010676i,-0.025365-0.0070431i,-0.011078+0.0069926i,-0.0042042+0.011068i,0.0013496+0.0046843i,-0.00072142-0.0019319i,0.0020943-0.0012387i,0.004129+0.01178i
-0.01217+0.00049602i,-0.0098863+0.022984i,0.0055548+0.014024i,0.0015633+0.004532i,0.0035306+0.0034016i,0.0059288+0.0044853i,0.0069239+0.016016i,-0.0039676+0.024242i,0.0013041+0.019907i,0.0021787-0.00032161i,0.00065505+0.00096576i,0.0014579-0.0011081i,0.0014818-0.00035242i,-0.00042814-0.0013426i,0.00057217-0.00089469i,0.00169-0.00044763i,-0.00053737-0.0048317i,0.0020295+0.0019244i,-0.0011547+0.0010925i,0.0017369+0.00013654i,0.0015096-0.00056022i,0.00088928-0.00017253i,0.0012903-4.1291e-06i,0.0030891-0.0025369i,-0.0018488-0.0025356i,-1.9377e-05-0.00045979i,0.00061176-0.00074623i,0.00065708+0.00044502i,-0.00013748+0.00053206i,1.2182e-05+0.00023191i,-0.0019527+0.00065741i,0.00024435+0.00056538i,-0.00080665+0.00082126i,-0.0004423+0.0012773i,-0.00011037+0.00015587i,0.0046861-0.0039224i,-0.00066218-0.0027001i,0.00016703-0.00020819i,-0.00052835-0.0013609i,-0.0028971-0.00029536i,0.0012265-0.00092173i,0.00047712-0.00028085i,0.0012796+0.00043474i,0.0013795+0.00081462i,-0.016843+0.0099389i,-0.026593-0.0062543i,-0.028125-0.010335i,-0.016872+0.00031621i,-0.034808+0.0037469i,-0.022111-0.0012815i,-0.022051-0.00083005i,-0.020022+0.022863i,-0.017642-0.02186i,-0.0207-0.011892i,0.0042698-0.0070537i,0.00098187-0.0012797i,-0.0014582-0.0053587i,0.00056423+0.0017368i,0.0025418+0.0031421i,0.0093951-0.011417i,0.002985-0.0025381i,0.00014587+0.00049318i,-0.0011728+0.0019104i,0.0020154-0.001771i,0.00084132-0.0019256i,-0.0013864+0.0034057i,-0.0072512+0.0011108i,-0.0015481-0.00067702i,-0.00032742+0.0037557i,0.0030964+0.0039598i,0.00084291-0.0011485i,0.0027757-0.0011389i,0.0017285+0.0011377i,0.00020104+0.00073884i,0.00357+0.00090279i,0.00032263+0.0011739i,0.0029958-0.00037425i,0.0027754+3.8196e-05i,0.00092425-0.00012283i,-0.00067815-0.001497i,0.0017136-0.0018261i,0.0030674+0.00044044i,0.00066303+0.00050763i,0.00072564+0.0015154i,0.00089929+0.0013564i,-0.00012914+0.00051496i,-0.0003288-0.0034248i,-0.001562-0.0026222i,-0.00093457+0.00053294i,-0.025459-0.0051381i,-0.0091913+0.0096415i,-0.001946+0.01179i,0.0011195+0.0067286i,-0.0010331-0.0027257i,0.0019501-0.0016361i,0.0057682+0.011053i
-0.012313+0.001878i,-0.0066506+0.023516i,0.006378+0.0128i,0.001835+0.0042559i,0.0035512+0.0031359i,0.0061076+0.0028637i,0.0088409+0.014852i,-0.00087748+0.023078i,0.0039685+0.018784i,0.0016995-0.00077576i,0.00080552+0.00073893i,0.0012269-0.0013687i,0.0012827-0.0011666i,-0.00044341-0.0010067i,0.00035261-0.0010621i,0.0012396-0.00086315i,-0.0019971-0.0041037i,0.0023605+0.0012167i,-0.0007543+0.0015538i,0.0018015-0.00046124i,0.00099096-0.0011724i,0.00092163-0.00039414i,0.0010873-0.00028142i,0.0020717-0.0027083i,-0.0023714-0.0017108i,0.00014526-0.00050629i,0.00018775-0.00095765i,0.00052552+0.00010494i,0.00011108+0.00055037i,8.1116e-05+0.00043299i,-0.0015877+0.0012024i,0.0004969+0.00046684i,-0.00042624+0.001169i,5.6622e-05+0.0012988i,-1.6449e-05+0.00018745i,0.0034684-0.0052575i,-0.0016094-0.0022826i,4.3727e-05-0.00025392i,-0.001024-0.000927i,-0.0031693+0.00057224i,0.00080836-0.0010519i,0.00035922-0.00044335i,0.0017482+0.00019386i,0.001578+0.0003578i,-0.015494+0.012102i,-0.027448-0.0041233i,-0.027348-0.0085625i,-0.016225+0.0015942i,-0.032945+0.0068641i,-0.021315-0.00022074i,-0.022721+0.0020553i,-0.016968+0.024217i,-0.019721-0.020922i,-0.022615-0.01057i,0.0032636-0.0077512i,0.00020871-0.00084078i,-0.003026-0.0035877i,0.0012511+0.0018623i,0.0041302+0.0019901i,0.0045083-0.012565i,0.0017505-0.0031554i,0.00056727+0.0018658i,-0.0010191+0.0016623i,0.0011368-0.0025128i,0.00029519-0.0024151i,-0.00029429+0.0033538i,-0.0066358+0.0034085i,-0.0014255-1.7543e-05i,0.00086003+0.0033171i,0.0036214+0.0030439i,6.5329e-05-0.0010799i,0.0022116-0.0022883i,0.001823+0.00026168i,0.00058071+0.0012667i,0.0033627+0.00023142i,0.0011717+0.00042763i,0.0028264-0.0013724i,0.0026655-0.0008538i,0.00094499-0.00016716i,-0.0004231-0.0005354i,0.00023432-0.0025267i,0.0027239-0.00049159i,0.000194+0.00023402i,0.0014129+0.0013509i,0.0016949+0.00089124i,-0.00014881+0.00041436i,-0.0010809-0.0030242i,-0.0020476-0.0012779i,-0.00071399+0.0012537i,-0.025638-0.003272i,-0.0077626+0.011137i,-0.00046558+0.011601i,0.0020883+0.0079128i,-0.0020155-0.0026608i,0.0015021-0.0019276i,0.0071279+0.0095672i
-0.012176+0.0035456i,-0.0032485+0.023566i,0.007235+0.011522i,0.0019854+0.0038309i,0.0035193+0.002629i,0.0057256+0.0011712i,0.010754+0.013189i,0.001549+0.021763i,0.0062018+0.017004i,0.0011916-0.00091855i,0.00075342+0.00063075i,0.0010013-0.0015394i,0.00064752-0.001788i,-0.00037673-0.00076657i,4.639e-05-0.0010745i,0.00090072-0.00089755i,-0.0027168-0.0031187i,0.0023648+0.00057906i,-0.0001511+0.0018654i,0.0016166-0.0010057i,0.00025487-0.0012697i,0.00088044-0.00058317i,0.000932-0.00045292i,0.0015611-0.0027491i,-0.0025164-0.00091668i,0.00018248-0.00062614i,-0.00026929-0.00094108i,0.00028936+1.6113e-05i,0.00029504+0.00044519i,0.00033432+0.00051549i,-0.0011214+0.001557i,0.00065329+0.0003388i,2.4187e-05+0.0012784i,0.00047664+0.0011283i,2.8007e-05+0.00015848i,0.0015998-0.006323i,-0.002194-0.0015069i,-7.6317e-05-0.00022826i,-0.0012759-0.00047i,-0.0030836+0.0015282i,0.00039748-0.0011046i,0.00018602-0.00051394i,0.00203-0.00034437i,0.0016649-3.3618e-05i,-0.013542+0.014124i,-0.028285-0.0013133i,-0.02679-0.0070961i,-0.015567+0.0027952i,-0.031099+0.0091354i,-0.020705+0.00021255i,-0.022111+0.0049795i,-0.013368+0.024717i,-0.021815-0.019807i,-0.024728-0.0082612i,0.0015448-0.00831i,-0.00032414-0.00013678i,-0.0036009-0.0012922i,0.0017622+0.0016796i,0.0051932+0.00049756i,0.00036338-0.011516i,0.00050536-0.00259i,0.0018669+0.0027771i,-0.0010385+0.0016472i,0.00054536-0.0027395i,-0.00047577-0.0027946i,0.00079502+0.0030189i,-0.005636+0.0049447i,-0.0014784+0.00034364i,0.0018565+0.0025281i,0.0041142+0.0021673i,-0.00066184-0.00089254i,0.0007686-0.0028677i,0.001186-0.00032736i,0.0015076+0.0012853i,0.0029628-0.00039376i,0.0007267-0.00061239i,0.001945-0.0021666i,0.0019566-0.0016602i,0.00098649-0.00030787i,0.00010696-0.00025108i,-0.0011279-0.0018517i,0.0022299-0.0010232i,-0.00021265+0.00046256i,0.0017927+0.00091136i,0.0021298+6.0729e-05i,2.8296e-06+0.00025i,-0.0017032-0.0026332i,-0.0015403+1.2129e-05i,-0.00028429+0.0017503i,-0.025568-0.0011109i,-0.00645+0.013289i,0.00025888+0.011467i,0.0033556+0.0083892i,-0.0029242-0.0017448i,0.0010205-0.0020187i,0.0077204+0.0078299i
