-0.0090971-0.039652i,-0.013839-0.043058i,0.00065771-0.046216i,-0.02723-0.026783i,-0.020457+0.014265i,-0.033347-0.029883i,-0.060848-0.060156i,-0.023372-0.071688i,-0.039588-0.063223i,0.00061154+0.016041i,-0.006178+0.010087i,-0.013761+0.013671i,0.0018022+0.015111i,-0.0036522-0.0034595i,0.00070322+0.0064753i,0.0015537+0.037253i,0.017226+0.05583i,0.0010894-0.00046337i,-0.0051016-0.0078897i,0.0084644+0.0043117i,0.0014698+0.0010684i,-0.0012841+0.004132i,1.4804e-05-0.0012187i,-0.033956-0.010249i,-0.0025023-0.0068928i,-0.00013397+0.0045796i,0.0047936-0.00053158i,-3.8311e-05+0.00089587i,5.3417e-05-0.00096711i,-9.0848e-05-0.0027258i,-0.0016431-0.0052201i,-0.002093-0.0041799i,-0.00080779-0.0078651i,0.0032677-0.00099371i,0.0031251-0.0028724i,-0.0017439+0.03342i,0.0068229-0.0039744i,0.0036003-0.0023084i,0.0047507-8.2299e-05i,0.0099932+0.022361i,-6.8353e-05-9.3695e-05i,0.0083942-0.0024142i,0.005344-0.00027933i,-0.0033788+0.004107i,0.0029777+0.0013173i,-0.0029255+0.0064338i,0.0096916-0.087477i,-0.0079758-0.049706i,-0.026419-0.041162i,-0.021164-0.041411i,0.061667-0.019103i,0.025945-0.062314i,0.038278-0.04702i,0.028498-0.058219i,0.018008-0.015887i,0.0085575+0.01006i,0.023939-0.032096i,-0.0073501-0.0041442i,0.0027096-0.002965i,-0.0050067-0.0059307i,0.00011029-0.031746i,-0.023546+0.031378i,0.0073421-0.010699i,-0.010511-0.0015583i,-0.0050911-0.0010438i,-0.0006115-0.014182i,-0.0096632+0.0046005i,0.003573+0.007458i,-0.01043+0.031501i,0.0062808+0.0065833i,-0.0051415-0.0012794i,-0.0018882-0.0021626i,-0.011043-0.0078778i,0.00020973-0.0035608i,-0.029724-0.0037543i,0.0015682-0.012853i,-0.0087581-0.0022938i,-0.0062483-0.0022702i,0.0064285+0.001901i,-0.0093216+0.0017077i,0.0012465+0.00026259i,0.0058093+0.0087669i,0.0043932+0.00054989i,-0.009218-0.010278i,0.0030848+0.0085359i,-0.019583+0.0079431i,0.0063012+0.002339i,-0.029477-0.0072025i,-0.033904+0.0039335i,0.021936-0.070748i,0.012269-0.010553i,-0.04361-0.026768i,-0.023094-0.0031741i,0.018233+0.012198i,-0.025685+0.013096i,-0.011509-0.0069218i
-0.0085859-0.0094432i,-0.030188+0.0075554i,-0.012902+0.023223i,-0.00023576+0.012674i,0.0037502+0.0095982i,0.00070168+0.010731i,-0.0089032+0.019407i,-0.026929+0.014168i,-0.019255+0.018184i,-0.00094724+0.002544i,-0.0011637-0.0015941i,-0.00044105+0.0022358i,-0.0025418+0.0014342i,0.0018443+0.0012235i,-0.00059655+0.00077437i,-0.00096335+0.0016247i,0.0012854+0.00018174i,-0.0027363-0.00063289i,6.3598e-05-0.0010795i,-0.0011177+0.001344i,-1.7376e-05+0.00054069i,0.00048752+0.0012914i,-0.00083665+0.00058252i,0.00019689+0.0031062i,0.0014879+0.00096906i,0.00040748+0.00090439i,-0.00065711+0.0007849i,-0.0012008+8.0606e-05i,-0.0012769+0.00029391i,-0.0012364+0.0013174i,0.0010999-0.00094489i,-0.00052675-0.00061182i,0.00019052-0.0010899i,0.00062939-0.001049i,-0.00090025-0.00031979i,0.002626+0.00327i,0.0021435+0.0013875i,-0.00049134+0.00029476i,0.0011059-8.0562e-05i,0.0010845-0.0051484i,-3.4939e-05+0.002017i,0.0006759+0.0007884i,-0.0011004+0.0015184i,-0.0010307+0.00048788i,-0.011234-0.007369i,-0.016146-0.022624i,-0.015638-0.026609i,-0.01646-0.009229i,-0.026834-0.022011i,-0.018468-0.0096895i,-0.022351+5.3687e-05i,-0.039434+0.010805i,-0.00099996-0.019213i,-0.0087558-0.015683i,0.012046+0.0030079i,0.0010778+0.00098048i,0.0031071-0.0012319i,0.0036118+0.00027348i,0.00051923-0.0020275i,7.9333e-05+0.010004i,0.0040715-0.00051513i,0.00088506+0.0036784i,-0.0022008-0.0010786i,-0.0012898-0.00047842i,0.0010492+0.00037335i,-0.0020895-0.00063141i,-0.0010332-0.0024845i,0.0019412+0.0031297i,-0.00087405-0.0012513i,-0.0050994+0.00032232i,-0.0024706+0.0015535i,0.0012402+0.0014697i,-0.00025483+0.00063919i,0.0019198+0.00088312i,-0.0057559+0.0018903i,0.0011308-0.0038641i,0.00046737+0.0020332i,-0.0029666+0.00084536i,0.0013337+0.00058607i,0.0046123+0.0011057i,0.0014265+0.0014315i,-0.0016797+0.0014734i,-0.00078684+4.7876e-05i,0.0031301+0.0034544i,-0.00030523-0.0001553i,-0.0029386+0.0030473i,0.0011219+0.0017673i,0.0056133+0.00091008i,0.0017032-0.0010673i,-0.020707-0.02445i,0.0062666-0.013409i,0.00030245+0.00059166i,0.0066163+0.014234i,-0.0004972-0.0072525i,0.0023859-0.00080891i,-0.0023014+0.0098773i
-0.010245-0.0082519i,-0.027942+0.012253i,-0.0082068+0.02314i,0.0019168+0.011152i,0.004496+0.0083219i,0.001601+0.0098568i,-0.0058982+0.020089i,-0.024087+0.016856i,-0.015539+0.020524i,-0.00034277+0.0028402i,-0.0019572-0.00078043i,0.0007171+0.0023717i,-0.0016381+0.0019226i,0.0024929+0.00041448i,-5.4951e-05+0.00099483i,-0.00066216+0.0019494i,0.0013485-0.00010085i,-0.0028791+0.00039548i,-0.0005072-0.00086847i,-0.00057077+0.0015977i,1.3727e-05+0.00053905i,0.00089418+0.00090084i,-0.00066792+0.00098406i,0.00081585+0.0031369i,0.0019465+0.00070021i,0.00075388+0.00070572i,-0.00024987+0.0011074i,-0.0010731+0.0004995i,-0.00084005+0.00063159i,-0.00061161+0.0014282i,0.00083754-0.0013482i,-0.00084635-0.00016191i,-0.00018543-0.001085i,5.7347e-05-0.0012103i,-0.0007913-8.6154e-05i,0.0034279+0.0023859i,0.002469+0.00055285i,-0.00032557+0.00050295i,0.00088865-0.00049898i,-0.0007697-0.0053133i,0.00070172+0.0019936i,0.00098106+0.0003755i,-0.00059552+0.0015504i,-0.0010192+0.0008565i,-0.013732-0.0062975i,-0.019358-0.021433i,-0.017713-0.026358i,-0.017236-0.0079669i,-0.030253-0.019966i,-0.018611-0.0087481i,-0.019528+0.00053645i,-0.036054+0.014334i,-0.0027492-0.021657i,-0.0096266-0.016161i,0.011357-9.5279e-05i,0.0013247+0.001212i,0.003255-0.00071435i,0.0032233-0.00055766i,-0.0003973-0.0024146i,0.0036248+0.01032i,0.003243-0.00070648i,0.0026827+0.0034984i,-0.0025849-0.0011742i,-0.0016764+0.00051161i,0.0013807+9.6752e-05i,-0.0022565-0.00059546i,-0.00096208-0.0027221i,0.0028079+0.0013606i,-0.0019984-0.0031122i,-0.0055471+0.0021296i,-0.0015924+0.0025961i,0.0011329+0.00088348i,-0.00031412+0.00092274i,0.0015298+0.00028932i,-0.0042223+0.0041119i,-0.00020719-0.0036257i,0.00093264+0.0017343i,-0.0019555+0.0021976i,0.0012388+0.00046662i,0.0049003-4.0578e-05i,0.0011153+0.00078521i,-0.0011787+0.002073i,-0.0010174+0.00043278i,0.0031547+0.0015407i,-0.00044351-0.00021797i,-0.0017756+0.0032793i,0.0018985+0.0013623i,0.0058247-0.0012699i,0.0014946-0.001604i,-0.023343-0.021344i,-0.0017842-0.010964i,-0.0017729+0.00059453i,0.0083787+0.011517i,-0.001479-0.0063729i,0.0020702-0.0011294i,-0.0017013+0.0098603i
-0.011597-0.006549i,-0.024617+0.016146i,-0.0043719+0.022172i,0.0031929+0.0088852i,0.0049213+0.0070419i,0.0022702+0.0090839i,-0.0028895+0.020162i,-0.02161+0.019219i,-0.011623+0.021701i,0.00040346+0.0029372i,-0.0019791+0.00038255i,0.0017786+0.0017484i,-0.00070075+0.0021298i,0.0023851-0.00064437i,0.00058341+0.00081649i,-0.00010021+0.0021733i,0.0014894-0.00035823i,-0.002725+0.0014113i,-0.00055367-0.00057407i,-0.00010161+0.0016627i,4.4827e-05+0.00067316i,0.00099048+0.00051352i,-0.00032821+0.0013524i,0.0015228+0.0029076i,0.0024186-0.00017195i,0.00097835+0.00033173i,0.00029552+0.0011411i,-0.00077296+0.00083543i,-0.0005005+0.00067543i,-4.9395e-05+0.0014045i,0.0003695-0.001648i,-0.00082833+0.0003479i,-0.00064382-0.00093293i,-0.00045458-0.001107i,-0.00074684+0.00021066i,0.0039964+0.0014464i,0.0025085-0.00053526i,-4.8031e-05+0.00053279i,0.00056224-0.00080681i,-0.0025867-0.0044781i,0.0013222+0.0016021i,0.00090445-0.00010919i,-0.00029331+0.0017301i,-0.00057821+0.0011041i,-0.015867-0.0044633i,-0.022392-0.018957i,-0.02091-0.025594i,-0.018-0.0061144i,-0.033818-0.016815i,-0.019245-0.0083564i,-0.017558+7.0417e-06i,-0.032355+0.016794i,-0.005278-0.023041i,-0.01146-0.016929i,0.010683-0.0026925i,0.00184+0.0011702i,0.0039499-0.00078398i,0.0024244-0.0012135i,-0.001615-0.0018405i,0.0072992+0.0099079i,0.0026204-0.00058097i,0.0041705+0.0023745i,-0.003147-0.00058575i,-0.0010755+0.001547i,0.0012701-0.00041799i,-0.002783-0.00036728i,-0.0013624-0.0030808i,0.0023841-0.00022893i,-0.0036952-0.0015082i,-0.0045992+0.0041113i,-0.00028098+0.0028461i,0.00078067+0.00080282i,-0.00020848+0.0010412i,0.0012291+0.00022541i,-0.0023341+0.0050473i,-0.0015764-0.0030699i,0.001083+0.0016323i,-0.00057922+0.0030902i,0.0011675+0.00042487i,0.0044082-0.0013566i,0.00094963+0.0009191i,-0.00017117+0.002586i,-0.00084088+0.00064797i,0.0023432+0.00046638i,-0.00063311-9.9754e-05i,-0.00029433+0.0030135i,0.0024671+0.00053575i,0.0050306-0.0021461i,0.00067581-0.002134i,-0.025243-0.017815i,-0.0062591-0.0085462i,-0.0040166+0.0017537i,0.0089698+0.0082818i,-0.0020874-0.0052564i,0.001652-0.0011217i,-0.0013555+0.010128i
-0.01258-0.0045746i,-0.020732+0.018527i,-0.0010591+0.020769i,0.0034138+0.0068245i,0.0050035+0.0057851i,0.0029909+0.0084882i,-4.3753e-05+0.019511i,-0.018791+0.021711i,-0.0078173+0.021528i,0.0012878+0.002754i,-0.0014917+0.0011675i,0.0021118+0.00079046i,0.00013487+0.0019775i,0.0019045-0.0013388i,0.00092826+0.00045001i,0.00061213+0.0021016i,0.0017941-0.00075875i,-0.0021857+0.0025583i,-0.00068033-0.00060531i,0.00052603+0.0015514i,0.00026191+0.00090186i,0.00091213+0.00022556i,0.00021576+0.0015487i,0.0021239+0.002356i,0.0022877-0.0010625i,0.0010249-0.00019724i,0.00073588+0.00093228i,-0.0003859+0.001081i,-0.0002579+0.00061215i,0.00051517+0.0011778i,-0.00020422-0.0017559i,-0.00055445+0.00074979i,-0.00096001-0.00050526i,-0.00089205-0.00064098i,-0.00052356+0.00046854i,0.0043794+0.00049401i,0.0021224-0.0014613i,0.00016231+0.0004461i,0.00022063-0.00092637i,-0.0037243-0.0028724i,0.0017396+0.0011594i,0.00060649-0.00038213i,0.00017259+0.0019255i,-0.00015344+0.0009735i,-0.017567-0.0021657i,-0.024705-0.01582i,-0.024488-0.023431i,-0.018022-0.00424i,-0.036323-0.01256i,-0.020441-0.0075215i,-0.016605-0.0013231i,-0.029089+0.018683i,-0.0079645-0.023567i,-0.014155-0.016903i,0.0092084-0.004594i,0.0023645+0.00070816i,0.0046665-0.001567i,0.0013496-0.0012431i,-0.0021198-0.00061097i,0.011492+0.0074924i,0.0026573-0.0004094i,0.0047191+0.00096969i,-0.0031401+0.00056002i,8.1526e-05+0.0019659i,0.00095874-0.00058391i,-0.0030689+0.00018224i,-0.0022989-0.0033942i,0.0016083-0.00099122i,-0.0034277+0.00012172i,-0.0028138+0.0052743i,0.00092216+0.0024287i,0.00085834+0.0011488i,-0.00013912+0.0013848i,0.0012324+7.6202e-06i,-0.00013815+0.0052958i,-0.0025563-0.0016721i,0.0014568+0.0016488i,0.00079121+0.0028655i,0.0011255+0.00028268i,0.0036462-0.0023577i,0.0013378+0.0010828i,0.0005325+0.0026739i,-0.00072041+0.00077259i,0.001437+8.4293e-05i,-0.00065509+0.00027813i,0.00058132+0.002061i,0.0027472-0.00034335i,0.0044607-0.0029407i,-0.00030997-0.0019822i,-0.026342-0.014292i,-0.0095408-0.0043068i,-0.005617+0.0037349i,0.0078348+0.0053057i,-0.00258-0.0039626i,0.001495-0.00085289i,-0.00064243+0.01084i
-0.013034-0.0024389i,-0.017259+0.019866i,0.0014134+0.019105i,0.0029572+0.0052442i,0.0048408+0.0046169i,0.003933+0.0076565i,0.0022518+0.018493i,-0.015298+0.023746i,-0.0049123+0.020824i,0.0020164+0.0021406i,-0.00079271+0.001693i,0.0020582+8.2382e-05i,0.00082148+0.0015046i,0.0014327-0.0018358i,0.0011355-5.3803e-05i,0.0012646+0.0016704i,0.0018276-0.0014346i,-0.0012547+0.0032239i,-0.0011174-0.00046757i,0.00091611+0.0011594i,0.00071357+0.00096624i,0.00094193-2.6169e-05i,0.00077618+0.001448i,0.0025346+0.0016388i,0.0019626-0.0018336i,0.00076604-0.00074946i,0.00095631+0.00054072i,0.00012104+0.0010142i,-3.8949e-05+0.00044868i,0.00085896+0.00071055i,-0.00087051-0.0016867i,-0.0001735+0.00081707i,-0.00098683-8.1324e-05i,-0.00094666-7.4833e-05i,-0.00027847+0.00056965i,0.0047158-0.00042088i,0.0015328-0.0021453i,0.00028942+0.00024951i,-1.1312e-05-0.00097885i,-0.0038806-0.0013337i,0.002205+0.00069937i,0.00026626-0.00037174i,0.00089356+0.001644i,-6.3748e-05+0.00085681i,-0.018757+0.00063368i,-0.02608-0.012571i,-0.027148-0.020058i,-0.017674-0.0029619i,-0.037838-0.0078988i,-0.021536-0.0060698i,-0.01721-0.0025237i,-0.026+0.019791i,-0.010563-0.024036i,-0.016604-0.016207i,0.0077229-0.0057083i,0.0026293+7.0739e-05i,0.0046093-0.0034472i,0.00059525-0.00071354i,-0.0019653+0.00083165i,0.014356+0.0032525i,0.0026664-0.00055552i,0.0044004-0.00071205i,-0.0027077+0.0011798i,0.0012321+0.0015747i,0.00097344-0.0004398i,-0.0032771+0.0009403i,-0.0035456-0.0033117i,0.00096363-0.001356i,-0.0031127+0.0010539i,-0.0011166+0.0056742i,0.0016961+0.0016944i,0.0016134+0.0012152i,0.00032089+0.0015772i,0.00082-0.00016342i,0.0018836+0.0043144i,-0.0024134-0.00017727i,0.0020007+0.0013516i,0.0017986+0.0023001i,0.0010196+0.0001791i,0.0025212-0.0029774i,0.0018599+0.00071528i,0.0013297+0.0026124i,-0.00057052+0.00092062i,0.00075387+0.00033263i,-0.0006223+0.00058886i,0.0006164+0.0010971i,0.0027428-0.0015138i,0.0032998-0.0036973i,-0.00094663-0.0015377i,-0.026775-0.011147i,-0.01084-4.1122e-05i,-0.0063975+0.0061091i,0.0057282+0.0035907i,-0.0022375-0.0025656i,0.0016937-0.00065722i,0.00047204+0.011522i
-0.012787-0.0004181i,-0.014188+0.020881i,0.0037166+0.017045i,0.0020737+0.0043849i,0.0043989+0.0035969i,0.0046375+0.0065253i,0.004274+0.017317i,-0.011366+0.02499i,-0.0027708+0.020136i,0.0025697+0.0013007i,7.4136e-05+0.0016922i,0.0019244-0.00041421i,0.0012041+0.0008719i,0.00065605-0.0021434i,0.0010843-0.00052661i,0.0016666+0.001017i,0.0015774-0.0021463i,-6.2926e-05+0.0033487i,-0.0013239+7.1115e-05i,0.0011102+0.00084227i,0.0012181+0.00070403i,0.00071819-0.00013945i,0.0012452+0.0010628i,0.0027208+0.00085413i,0.0013162-0.0024948i,0.0002042-0.00084461i,0.0010291+0.00013845i,0.00037196+0.00080771i,1.2116e-05+0.00029381i,0.00072344+0.00023191i,-0.0014537-0.0013202i,0.00010767+0.00075304i,-0.00091538+0.00021858i,-0.0008368+0.00023408i,-0.00014662+0.00047993i,0.004805-0.0014692i,0.0010046-0.0026921i,0.00030872+8.1826e-05i,-0.00033845-0.001008i,-0.0036315-0.0002204i,0.0025377-0.00047681i,0.00014808-0.00017799i,0.0011894+0.0013846i,9.7572e-05+0.00096369i,-0.019152+0.0038049i,-0.026494-0.0095559i,-0.028665-0.016073i,-0.017705-0.0018456i,-0.038466-0.0031719i,-0.021968-0.0042429i,-0.018672-0.0028453i,-0.023605+0.020639i,-0.01354-0.023841i,-0.018828-0.014624i,0.0064833-0.0061918i,0.0025526-0.00072037i,0.0032856-0.0062479i,5.9825e-05+3.8553e-05i,-0.0012708+0.0020843i,0.014983-0.0019769i,0.0029032-0.00077383i,0.0028065-0.0018713i,-0.0022529+0.0017452i,0.0019826+0.00073049i,0.0013717-0.00075452i,-0.0030926+0.0018434i,-0.0050348-0.0025542i,0.0003053-0.0016707i,-0.0027047+0.001924i,0.00048492+0.0053936i,0.0020299+0.00053233i,0.0021583+0.00064379i,0.00090112+0.0017779i,0.00029168+4.0182e-05i,0.0028363+0.002834i,-0.0016655+0.00075181i,0.0023127+0.00084611i,0.0023739+0.0014352i,0.00095305+7.8058e-05i,0.0010129-0.0031645i,0.0022072+0.0001508i,0.0021431+0.0021762i,-0.00054103+0.0013327i,0.00048135+0.0008069i,-0.00025087+0.00095345i,0.00024925+0.00054543i,0.0019947-0.0028097i,0.0018222-0.0037238i,-0.0014134-0.0010188i,-0.026852-0.0081943i,-0.011001+0.0036688i,-0.0058699+0.0090103i,0.0034076+0.0033464i,-0.0014604-0.001989i,0.0018305-0.00067599i,0.0018728+0.011998i
-0.012242+0.0010439i,-0.011286+0.021623i,0.0046512+0.014971i,0.0014738+0.0042208i,0.0037224+0.0030257i,0.005071+0.0053691i,0.0058987+0.016105i,-0.0072595+0.025661i,-0.00086819+0.019523i,0.0026874+0.00035293i,0.00060159+0.0013676i,0.0017151-0.00078634i,0.0013879+0.00035037i,-0.00016828-0.0019278i,0.00090629-0.00082368i,0.0017649+0.00028775i,0.0010256-0.0029551i,0.00094573+0.0029793i,-0.0012676+0.00060539i,0.0013676+0.00055663i,0.0015459+6.2519e-05i,0.00064458-7.6401e-05i,0.0014523+0.00052196i,0.00263+0.00018656i,0.00031695-0.0028077i,-8.1569e-05-0.0006112i,0.00093793-0.00030044i,0.00060947+0.00081787i,-9.9832e-05+0.00024667i,0.00047471+3.5938e-05i,-0.0018868-0.00069944i,0.00023854+0.00064162i,-0.00085104+0.00054533i,-0.00076568+0.00049501i,-1.9659e-05+0.00041645i,0.0045717-0.0025934i,0.00014842-0.0031476i,0.00028582-3.5995e-05i,-0.00073712-0.00093567i,-0.0031506+0.00063989i,0.0015195-0.0015454i,0.00023538-5.1737e-05i,0.001596+0.0012474i,0.00040743+0.00096142i,-0.018903+0.0069215i,-0.026749-0.0072641i,-0.028679-0.012129i,-0.017764-0.00044642i,-0.037953+0.0016744i,-0.022171-0.0027379i,-0.020682-0.0019893i,-0.021596+0.021596i,-0.015904-0.022973i,-0.020153-0.012804i,0.0057314-0.0064871i,0.0018375-0.001401i,0.00098925-0.0059i,0.00014781+0.00091163i,0.00022153+0.0032249i,0.013223-0.0071828i,0.003325-0.0013519i,0.00087162-0.0017123i,-0.0016488+0.0019845i,0.0022772-0.00063446i,0.0012481-0.0014571i,-0.002533+0.0028541i,-0.0063866-0.0012822i,-0.00062407-0.0013897i,-0.0018895+0.0027547i,0.0015864+0.0046688i,0.0015064-0.00049412i,0.0024284-9.4157e-05i,0.0012874+0.0015077i,0.00018749+0.00051009i,0.0030278+0.001761i,-0.00080243+0.001094i,0.0025188+0.00047357i,0.0025971+0.00057893i,0.0010065+1.5835e-05i,-0.0002828-0.0025497i,0.0024283-0.00062618i,0.0027527+0.0017473i,0.00040732+0.0012694i,0.00073672+0.0012793i,7.5674e-05+0.00094367i,-0.00011347+0.00039708i,0.00044956-0.0034123i,0.00055973-0.0031471i,-0.0016854-0.00038685i,-0.026568-0.0059919i,-0.0102+0.0071926i,-0.0039343+0.011037i,0.0017425+0.0045533i,-0.0006995-0.0020859i,0.0019837-0.00091676i,0.0034996+0.011938i
-0.011953+0.0021967i,-0.0083184+0.022205i,0.0055072+0.013411i,0.0014124+0.0042086i,0.0032682+0.0029488i,0.0053965+0.0041424i,0.0074288+0.014902i,-0.0032958+0.024936i,0.0013049+0.019215i,0.0024944-0.00057115i,0.00078428+0.0010526i,0.0014987-0.0010938i,0.0015876-0.00029473i,-0.00044506-0.0013561i,0.00065874-0.0010687i,0.0015343-0.00036858i,3.9115e-05-0.0035199i,0.001575+0.0024028i,-0.0010768+0.0010376i,0.0016208+0.00013964i,0.0013836-0.00064659i,0.00075289-0.00010832i,0.0013589+1.0648e-05i,0.0025248-0.00046963i,-0.00061895-0.002388i,-6.1515e-05-0.00038967i,0.00063017-0.00063289i,0.00082022+0.000506i,-0.00017599+0.00024382i,0.0002166+5.8458e-05i,-0.0020241+2.7422e-05i,0.00036243+0.00058419i,-0.00064332+0.00092051i,-0.00034225+0.00071459i,0.00013866+0.00032917i,0.0040216-0.0038372i,-0.00097255-0.0029942i,0.00021943-0.00017149i,-0.0011045-0.00052891i,-0.0028151+0.0011135i,0.00089091-0.0013099i,0.00033031-0.00013813i,0.0021612+0.00067985i,0.00071915+0.00089946i,-0.01771+0.009911i,-0.027202-0.0052849i,-0.027558-0.0092228i,-0.017333+0.0011161i,-0.036225+0.0056276i,-0.021891-0.0010889i,-0.022259+0.0001595i,-0.019308+0.023125i,-0.018284-0.022268i,-0.021299-0.011758i,0.0049152-0.0070995i,0.00092003-0.0014989i,-0.0014248-0.004848i,0.00062687+0.0015846i,0.0023848+0.003113i,0.0092849-0.01076i,0.0052399-0.0020744i,-0.00012384-0.00018294i,-0.001114+0.0018603i,0.0017282-0.0019475i,0.00090887-0.0019365i,-0.0013961+0.0034678i,-0.0073375+0.00072558i,-0.00095685-0.00089413i,-0.00098093+0.0030345i,0.0021359+0.0037667i,0.0007674-0.00084187i,0.0025408-0.00095361i,0.0018119+0.00099184i,0.00022212+0.00079402i,0.0030648+0.0012511i,5.4403e-05+0.0010629i,0.0028298-0.0002519i,0.0025358+1.3947e-05i,0.00078373-0.00023125i,-0.00074552-0.0015728i,0.0020016-0.0017707i,0.0031317+0.00094644i,0.00055611+0.00059395i,0.0013233+0.0013611i,0.00046875+0.0010022i,-0.00025125+0.00058142i,-0.00070482-0.0029498i,-0.00041698-0.0027158i,-0.0017988+0.00047439i,-0.02644-0.004271i,-0.0084452+0.0095093i,-0.0018744+0.011637i,0.0013852+0.0063014i,-0.0010591-0.0027432i,0.0019832-0.0012498i,0.0054763+0.011454i
-0.011739+0.0035209i,-0.0052626+0.022678i,0.0060474+0.012087i,0.0015533+0.00398i,0.0032403+0.0027401i,0.0055127+0.0026675i,0.0090513+0.013698i,-7.8384e-05+0.023562i,0.0035178+0.018472i,0.0018612-0.0011979i,0.00093005+0.00079178i,0.0013113-0.0013247i,0.0014221-0.0012413i,-0.000419-0.0010139i,0.00034165-0.0012735i,0.0011894-0.00068186i,-0.0012946-0.0033432i,0.0020547+0.0017962i,-0.00076129+0.0014764i,0.0017459-0.00044127i,0.00089036-0.0011767i,0.00082353-0.00025431i,0.0011396-0.00032187i,0.0021983-0.00092007i,-0.0013174-0.0024386i,0.00012177-0.00038979i,0.00026309-0.00079957i,0.00074115-1.2938e-05i,-0.00012038+0.00046641i,0.0002055+0.00017336i,-0.0018714+0.00078134i,0.00054736+0.00047679i,-0.00022047+0.0011546i,8.6767e-05+0.00068679i,0.0002704+0.00019615i,0.0029505-0.0049773i,-0.0018981-0.0024064i,0.00011174-0.00023072i,-0.0011004+2.1394e-05i,-0.0025115+0.0017292i,0.00057444-0.001289i,0.00028178-0.00029263i,0.0026641+8.1205e-05i,0.00098243+0.00062646i,-0.016038+0.012379i,-0.027889-0.003083i,-0.026571-0.0075148i,-0.016644+0.0024045i,-0.03416+0.0088869i,-0.021113-0.00014245i,-0.022671+0.0032567i,-0.016405+0.024456i,-0.020594-0.02111i,-0.023357-0.010498i,0.0039376-0.0079723i,7.8788e-05-0.0010683i,-0.0027006-0.0032985i,0.0012812+0.0016878i,0.0040026+0.0019782i,0.0046222-0.011704i,0.0013753-0.0024611i,-6.2327e-05+0.0013371i,-0.00098055+0.0016487i,0.00072009-0.0025791i,0.00028373-0.0023458i,-0.00027876+0.003536i,-0.0068546+0.0033831i,-0.001071-0.00046078i,0.00011727+0.0030856i,0.0024556+0.0030539i,0.00014246-0.00082791i,0.0020116-0.0021002i,0.0018074+0.00026995i,0.00059471+0.001367i,0.0033195+0.00074005i,0.00083769+0.00040849i,0.0027357-0.001185i,0.0024046-0.0009686i,0.0006591-0.00019097i,-0.00059133-0.00083376i,0.00058007-0.0025554i,0.0041971-0.00062713i,0.00012818+0.0002884i,0.0018442+0.0010306i,0.0009842+0.0011631i,-0.00021477+0.00052626i,-0.0013865-0.0025515i,-0.001299-0.0014839i,-0.001569+0.0014538i,-0.02655-0.0025302i,-0.0071699+0.010914i,-0.00047773+0.011511i,0.0021798+0.0074493i,-0.0019487-0.0026499i,0.0016791-0.0015644i,0.0069817+0.0099035i
-0.011181+0.0050306i,-0.0020207+0.022694i,0.0067894+0.010975i,0.0016691+0.0036743i,0.0031873+0.0023172i,0.005089+0.001162i,0.01069+0.012026i,0.0024378+0.022089i,0.0057572+0.017117i,0.0011382-0.0012937i,0.000873+0.00060876i,0.0010797-0.001536i,0.00074934-0.0018768i,-0.00036632-0.0007836i,-4.1852e-05-0.0012272i,0.00092319-0.00070003i,-0.0020363-0.0027134i,0.002321+0.0011862i,-0.00020307+0.0018261i,0.0016355-0.0010013i,0.00017767-0.0012531i,0.00082328-0.00039223i,0.00095478-0.00055028i,0.001968-0.0011637i,-0.0019686-0.0017718i,0.00018671-0.00050853i,-8.3701e-05-0.00069858i,0.0004301-0.00019893i,0.00019071+0.00047267i,0.00029639+0.00025988i,-0.0014648+0.0013183i,0.00072726+0.00036599i,0.0002251+0.0011888i,0.00021282+0.00050101i,0.00028436+4.4076e-05i,0.0011936-0.0058883i,-0.0024454-0.0017317i,-3.0803e-05-0.00024865i,-0.00094423+0.00038308i,-0.0020678+0.0024399i,0.00021389-0.0012718i,0.00016095-0.00038076i,0.0027834-0.00094499i,0.0010855+0.00037412i,-0.013821+0.014304i,-0.028438-0.00016921i,-0.026023-0.0061615i,-0.015856+0.0036346i,-0.032106+0.011176i,-0.020546+0.00028036i,-0.021641+0.0062349i,-0.012795+0.024937i,-0.022668-0.019465i,-0.025438-0.0080525i,0.0033205-0.0080332i,-0.00054647-0.00022991i,-0.0033275-0.0013178i,0.0017592+0.0015813i,0.0050392+0.0005188i,0.00055037-0.010809i,0.00050136-0.0021554i,0.0010826+0.0025307i,-0.0010256+0.0016772i,9.0738e-05-0.00261i,-0.00046964-0.0027083i,0.00083753+0.0031968i,-0.0055527+0.0049027i,-0.0013616-0.00022233i,0.0011984+0.0026992i,0.003343+0.0022189i,-0.00041623-0.00071108i,0.00068197-0.0026601i,0.0013033-0.00027678i,0.0014478+0.0013813i,0.0032011+4.9864e-05i,0.00044691-0.00046883i,0.0019401-0.0020018i,0.0015233-0.0016502i,0.0005041+0.00026764i,-0.00010175-0.00061514i,-0.00093805-0.0019918i,0.0017721-0.0021663i,-0.00034688+0.00042843i,0.0020621+0.00047081i,0.0017134+0.00097465i,2.6474e-05+0.00026776i,-0.0018425-0.0021046i,-0.0011833-0.00029893i,-0.0011014+0.002264i,-0.026556-0.00032804i,-0.0060079+0.012774i,0.00034972+0.011404i,0.0032474+0.007979i,-0.0028677-0.0017777i,0.0012265-0.0015997i,0.0078411+0.00807i
