-0.02372-0.038475i,-0.012331-0.048983i,-0.017908-0.044472i,-0.030972-0.035004i,-0.029862-0.015811i,-0.050312-0.027512i,-0.057804-0.024965i,-0.044264-0.036608i,-0.029976-0.036492i,0.0074369+0.012703i,-0.0049365+0.015444i,-0.0048888+0.014075i,0.0097359+0.021725i,0.00035519+0.0042582i,0.0033568+0.0032984i,0.006826+0.017907i,0.025977+0.03861i,-0.0027395-0.00080428i,-0.0041646-0.0060601i,0.0078529+0.0016809i,-0.00024347-0.00080872i,-0.0009379+0.0014871i,0.00017496-0.00019619i,-0.030983-0.0026689i,-0.0013352-0.0057332i,0.0017731+0.004584i,0.0038079-0.00051321i,-0.0005587+0.00081132i,0.0005942-0.00060953i,-0.00063992-0.002504i,-0.0017805-0.0062557i,-0.0044675-0.0041331i,-0.0018001-0.0048795i,0.0022315-0.00062132i,0.0022351-0.0029725i,0.0023241+0.025767i,0.0018085-0.0028582i,0.0027913+0.00065751i,0.0060109+0.0011834i,-0.010569-0.0041328i,-0.0030565+0.00065976i,0.0064703+0.0016119i,0.0052778-0.00011985i,-0.0033542+0.0054306i,0.0011762-0.0082893i,-0.011068+0.017129i,0.035345-0.090964i,0.011935-0.07015i,-0.015838-0.060288i,-0.016578-0.055246i,0.039584-0.045874i,0.017-0.062555i,0.034268-0.055764i,0.029088-0.060473i,0.015677-0.013757i,0.0050118+0.016676i,0.016549-0.026521i,-0.011457+0.0053706i,-0.00024347+0.0055486i,-0.0047454-0.0015285i,-0.0026472-0.028857i,-0.02377+0.032275i,0.010474-0.011103i,-0.013039-0.0026606i,-0.00019786-0.0050804i,-0.0012451-0.016154i,-0.0075111+0.0046542i,0.0052001+0.0066069i,-0.0085076+0.031105i,0.0050836+0.0059766i,-0.0052085-0.00062369i,-0.0033503-0.0004404i,-0.012864-0.0079562i,-0.00060059-0.0043877i,-0.02987+0.0067424i,-0.00016872-0.0097396i,-0.0096287-0.0018543i,-0.0064881-0.0026836i,0.0072863+0.0027685i,-0.0076683+0.0014283i,-0.00023211+0.00049489i,0.005834+0.010703i,0.0040978+0.0011989i,-0.0090725-0.010119i,0.0033052+0.008189i,-0.021603+0.006412i,0.0079568+0.00068088i,-0.029074-0.0038986i,-0.041868+0.0023737i,0.018681-0.096035i,-0.0017751-0.012128i,-0.053226-0.021705i,-0.023054+0.00035721i,0.017603+0.011145i,-0.024569+0.013733i,-0.018126-0.012482i
-0.014073-0.013673i,-0.011764-0.038878i,-0.024421-0.01838i,-0.018523-0.013544i,-0.03521-0.0011789i,-0.019101+0.012174i,-0.015662+0.0095919i,-0.025122+0.00081803i,-0.018955-0.0086374i,-0.0019554-0.0029766i,-0.0010957+0.00023772i,-0.00044774+0.00086578i,0.0022276+0.001311i,0.00086929+0.00079621i,0.00066413-0.0012952i,-0.0022435-0.0014803i,0.0027908-0.0025782i,0.0010116-0.0017018i,0.00030934-0.0011146i,0.00030592-0.0014052i,-0.0019347-0.00049181i,-0.00072885+0.0008734i,-0.0013408-0.00060598i,-0.001828-0.0015641i,-0.00086482-0.00021299i,0.00084119+0.00012978i,0.00022138-0.00081967i,0.0005014-0.00068018i,-0.00010051+5.5413e-05i,0.00086039-0.00011907i,-0.00012961+0.0028028i,-0.00091798+3.5716e-05i,0.00059754-0.00023378i,-8.6699e-06+0.00036106i,-0.0011212+0.00013628i,-0.0032067-0.0014511i,-3.9599e-06-0.00053201i,5.3242e-07-0.00058952i,-6.2708e-05-0.00067201i,0.00014197+0.0018626i,-0.00052113+0.00019158i,-8.499e-06-0.00072226i,0.00029838-0.00067426i,-0.00137-0.0010815i,-0.0028175-0.02217i,0.025426-0.028837i,0.031618-0.029363i,0.017705-0.035763i,0.016117-0.018123i,-0.0088431-0.032093i,0.011543-0.041232i,-0.0080471-0.026324i,0.019114-0.022367i,0.0078561-0.014018i,-0.004942+0.0058811i,0.0034537-0.0033713i,0.0038701+0.011604i,-0.0022939+0.002975i,0.0037463-0.0017746i,0.0067756-0.0023023i,-0.0019122+0.00049571i,0.0074319+0.0044455i,0.0025771-0.0008884i,-0.0032093-0.0038058i,-0.001927-0.00087027i,0.0012873-0.002184i,-0.0045686+0.0037107i,0.0035165-0.001185i,-0.0034032+0.004374i,0.0032441+7.7594e-05i,0.0040568+0.0015804i,-0.0013804+0.00060521i,-0.0070718-0.0017484i,-0.00158+0.0020316i,-0.0012801+0.0029947i,-0.0012714+0.0047245i,-7.4077e-05+0.0018059i,-0.00023124+0.0030168i,-0.0014054+0.00061686i,-0.009725+0.0051312i,-0.0011291-6.1319e-05i,-0.0010238+0.0061462i,0.00053255+0.002833i,0.002014-0.0050231i,-0.00043071-0.001414i,-0.0013016-0.0049605i,-0.0046507-0.0022838i,0.005318+0.00029812i,0.0069148-0.0021595i,0.022134-0.029133i,-0.0061997+0.03804i,0.015007+0.024827i,-0.005574+0.0084441i,0.002742+0.00011039i,0.00085139-0.0031441i,-0.0081566+0.008506i
-0.016553-0.011232i,-0.01836-0.03622i,-0.02674-0.01438i,-0.020482-0.011094i,-0.032999+0.0042421i,-0.016544+0.014299i,-0.013938+0.011311i,-0.02444+0.0043525i,-0.0203-0.0052415i,-0.002881-0.0026183i,-0.0012247+0.00016812i,-0.0001441+0.00048803i,0.0027333-1.524e-05i,0.00061027+0.00030939i,0.00022675-0.0012149i,-0.0026758-0.0010397i,0.0015217-0.0034328i,0.00047442-0.0017292i,-0.00016638-0.0010505i,-0.0002215-0.0016487i,-0.0017159+0.00015442i,-0.00041235+0.00081324i,-0.0014885-0.00018662i,-0.0021818-0.0012984i,-0.00092172+0.00029938i,0.00075958-0.0002672i,-7.3928e-05-0.00065669i,0.00028409-0.00074622i,-2.1698e-06+0.00015754i,0.00074945-0.00053893i,0.00099759+0.0026646i,-0.00077878+0.00015935i,0.00030853-0.00052603i,9.7111e-05+0.00027334i,-0.0011899+0.00064034i,-0.0033513-0.00082896i,-0.00027219-0.00059861i,-2.9343e-05-0.00066728i,-0.00025872-0.00070713i,0.00051449+0.001352i,-0.00031594+0.00020746i,-0.000292-0.00072638i,-0.00017204-0.00084728i,-0.0015381-0.00094999i,-0.0068856-0.021305i,0.020895-0.032831i,0.026785-0.032296i,0.01355-0.035382i,0.015227-0.020622i,-0.010894-0.028009i,0.0042194-0.04328i,-0.01326-0.027324i,0.014602-0.026941i,0.0052248-0.013036i,-0.0020057+0.0068857i,0.00080865-0.0034594i,0.0067273+0.0092629i,-0.0017375+0.004379i,0.0029673-0.0024213i,0.0061436-0.0042365i,-0.0019389+0.0015636i,0.0086191+0.0021124i,0.0028859-0.0012771i,-0.0033499-0.0025254i,-0.001782-2.3351e-05i,0.00077359-0.0024887i,-0.0023814+0.00459i,0.0024701-0.0026518i,-0.00109+0.0049458i,0.0034916-0.0020645i,0.0041519-0.00033552i,-0.0011434+0.0010596i,-0.0071146+0.0017805i,-0.00078999+0.0021501i,-0.00023747+0.0038665i,0.00017967+0.0044576i,0.00052613+0.0017452i,0.00049344+0.0032506i,-0.0013718+0.0013759i,-0.0071206+0.0075628i,-0.0011452+0.00094883i,0.0013327+0.0060705i,0.0014365+0.0021293i,-0.00065749-0.0057682i,-0.00054695-0.0012133i,-0.003012-0.0048308i,-0.004841-0.00054432i,0.0044489-0.0011307i,0.0062075-0.0035094i,0.019778-0.031634i,0.0022668+0.036632i,0.016598+0.019851i,-0.0048922+0.0097753i,0.0045502+0.001877i,0.00087159-0.0024319i,-0.0072743+0.0099547i
-0.018367-0.0083551i,-0.024015-0.032076i,-0.028501-0.010314i,-0.022338-0.0081633i,-0.030399+0.0084155i,-0.013612+0.015939i,-0.012005+0.012951i,-0.023218+0.007683i,-0.020685-0.0019381i,-0.0035152-0.0018144i,-0.0013617+0.00047874i,-0.00020703+0.00019845i,0.0025515-0.0013566i,0.00029465+0.00023365i,-2.1935e-05-0.0011423i,-0.0029794-0.00036711i,0.0001303-0.0035704i,5.2018e-05-0.0015895i,-0.00053265-0.00081112i,-0.00085545-0.0014309i,-0.0012809+0.00058804i,-0.00017944+0.00068082i,-0.0014894+0.00026914i,-0.0025989-0.00095644i,-0.00068567+0.00057807i,0.00049114-0.0005372i,-0.00019618-0.00042487i,5.8376e-05-0.00075177i,0.00011588+0.0002038i,0.00064587-0.0008283i,0.0020098+0.0019182i,-0.00071902+0.00032076i,-0.00014625-0.00057412i,0.00016063+0.00017826i,-0.00079843+0.001066i,-0.0036575-0.00014876i,-0.00051738-0.00046947i,-0.00018588-0.00081822i,-0.0004368-0.00072295i,0.00054201+0.00085472i,-0.00022865+0.00012248i,-0.0006014-0.00054045i,-0.00059143-0.00064525i,-0.0016752-0.0007182i,-0.010873-0.01981i,0.015515-0.036192i,0.022368-0.034072i,0.010497-0.035523i,0.014625-0.024391i,-0.011656-0.025018i,-0.00348-0.04313i,-0.019053-0.026504i,0.0092843-0.029474i,0.0041959-0.012684i,0.00041479+0.0061397i,-0.0012361-0.0025103i,0.0077387+0.0066881i,-0.00058302+0.0056092i,0.002562-0.0026835i,0.0044566-0.0065243i,-0.0013849+0.0023508i,0.008381-0.00088576i,0.003044-0.0020571i,-0.0028726-0.0016005i,-0.0014139+0.00043103i,0.00025658-0.0027747i,-0.00015641+0.004102i,0.0010701-0.0033632i,0.0012056+0.0044195i,0.0021488-0.0036735i,0.0033387-0.0018535i,-0.00075655+0.0013346i,-0.0052099+0.0044784i,-0.00042784+0.0019195i,0.0015051+0.0040321i,0.0009925+0.0040757i,0.0011408+0.0011977i,0.0019085+0.0031889i,-0.00079884+0.0018312i,-0.0044268+0.0085704i,-0.00025852+0.0014606i,0.0035851+0.0048797i,0.0018657+0.0010819i,-0.0034762-0.0052158i,-0.00073363-0.0014264i,-0.0045747-0.0038695i,-0.0041497+0.00054591i,0.003132-0.0017676i,0.0053488-0.0045048i,0.016878-0.035034i,0.0095956+0.033037i,0.016625+0.015658i,-0.004233+0.010468i,0.0065919+0.0021983i,0.00063277-0.0019159i,-0.0058216+0.010645i
-0.01967-0.0052151i,-0.028186-0.026945i,-0.029677-0.0057384i,-0.023544-0.0046963i,-0.027538+0.011722i,-0.010521+0.01662i,-0.0096818+0.014003i,-0.021555+0.010961i,-0.020437+0.0010471i,-0.0037999-0.00073167i,-0.0013183+0.00093238i,-0.00034547+0.00027307i,0.0018092-0.0025048i,9.5555e-05+0.00025507i,-0.00028887-0.0010654i,-0.0029785+0.00049823i,-0.0011046-0.0030124i,-0.00024819-0.0015021i,-0.00083105-0.00047741i,-0.0012737-0.00088876i,-0.00085071+0.0007447i,-3.9684e-05+0.00035287i,-0.0013536+0.00077123i,-0.00309-0.0001908i,-0.00043586+0.00087993i,0.00014042-0.00060376i,-4.2899e-05-0.00035453i,-0.00018274-0.0007704i,0.00029249+0.00026083i,0.00040887-0.0012682i,0.0025005+0.00081159i,-0.00057418+0.00052387i,-0.0004016-0.00027869i,0.00018068+8.7209e-05i,-0.00020662+0.0012641i,-0.0039418+0.00078916i,-0.00061371-0.00026031i,-0.00050997-0.00081909i,-0.00070981-0.00058647i,0.00036326+0.00052781i,-0.00025196+0.00010078i,-0.00083953-0.00028205i,-0.00082585-0.00025435i,-0.0018174-0.00024296i,-0.014446-0.017465i,0.0094568-0.038859i,0.018731-0.035852i,0.0077291-0.036331i,0.01217-0.029039i,-0.011608-0.023143i,-0.010474-0.04151i,-0.024885-0.024101i,0.0039702-0.030062i,0.0040382-0.013047i,0.0011992+0.0045328i,-0.0025842-0.00070016i,0.0082282+0.0048212i,0.0010932+0.0060828i,0.0020164-0.0034679i,0.0016273-0.0077216i,-0.0005747+0.0030147i,0.0065823-0.003666i,0.0028445-0.0031847i,-0.0024507-0.0011871i,-0.0011061+0.00071863i,-0.00030044-0.0029323i,0.0011859+0.0031404i,-0.00047906-0.0036197i,0.0030603+0.0030451i,0.0007944-0.0044008i,0.0021899-0.0027556i,-0.00022739+0.0012032i,-0.0027024+0.0056649i,-0.0002588+0.0020806i,0.0030448+0.0030582i,0.0020561+0.0037839i,0.0011541+0.00028059i,0.0030849+0.0022077i,-0.00038083+0.0019463i,-0.0020072+0.0089805i,0.0003254+0.0011802i,0.0049969+0.0026236i,0.0018694+0.00034457i,-0.0058144-0.0033878i,-0.0013096-0.00108i,-0.0054886-0.0017764i,-0.0036593+0.001324i,0.0018914-0.001552i,0.0037801-0.0056441i,0.012833-0.038598i,0.01516+0.027959i,0.015959+0.012011i,-0.0038271+0.011118i,0.0089022+0.0010924i,0.00063444-0.0014622i,-0.0044835+0.010465i
-0.020336-0.0019594i,-0.030728-0.021772i,-0.029896-0.0011405i,-0.024144-0.0011568i,-0.02494+0.014116i,-0.0079002+0.016744i,-0.0075012+0.014488i,-0.019066+0.013734i,-0.01968+0.0037511i,-0.003618+0.00031578i,-0.00096519+0.0013972i,-0.00024609+0.00029722i,0.00059218-0.0032123i,-0.00010333+0.00047215i,-0.00060738-0.00088014i,-0.0025305+0.0012935i,-0.0019786-0.0021485i,-0.00049267-0.0013612i,-0.00076212+0.00011528i,-0.0013476-0.00029142i,-0.00053054+0.00069534i,-0.00032923+4.9187e-05i,-0.00093328+0.0011581i,-0.0032788+0.00084509i,5.8763e-05+0.0011834i,-9.6582e-05-0.0005203i,5.5183e-05-0.00042577i,-0.00033792-0.00060263i,0.00060354+0.0001321i,-0.00024447-0.0015164i,0.0024126-0.00020299i,-0.00042238+0.00060374i,-0.00035884-1.4795e-05i,0.00015084+8.4456e-05i,0.00034054+0.0011455i,-0.0039688+0.0019784i,-0.00074092-0.00012776i,-0.00085324-0.00059145i,-0.00091729-0.00026915i,-8.7745e-06+0.00048965i,-0.00029337+0.00015173i,-0.00081926+8.0711e-05i,-0.0008126+0.00026995i,-0.0016642+0.00032666i,-0.017177-0.014161i,0.0025373-0.039795i,0.014591-0.037811i,0.0042617-0.037896i,0.0083353-0.033312i,-0.011391-0.022858i,-0.017185-0.038309i,-0.030025-0.019652i,-0.0010162-0.029158i,0.003613-0.014575i,0.00036451+0.0035769i,-0.002797+0.0017792i,0.0086095+0.0030564i,0.002791+0.0058636i,0.00055189-0.0036446i,-0.0014744-0.0077459i,0.00063772+0.0034476i,0.0034776-0.0049556i,0.001742-0.0045385i,-0.0024481-0.0006704i,-0.00078281+0.00092225i,-0.0010865-0.0028871i,0.0022521+0.0021095i,-0.0019754-0.0031576i,0.0039989+0.0010948i,-0.00069003-0.0050127i,0.0009261-0.0032491i,-0.00020863+0.0010525i,-9.9553e-05+0.0056582i,0.00019967+0.0022421i,0.0039085+0.0015068i,0.0031954+0.0029896i,0.00044752-0.00039963i,0.003641+0.00073001i,2.0788e-05+0.0019504i,0.00051828+0.0087954i,0.0002948+0.00085825i,0.0050769+0.00014364i,0.0017662-0.00050082i,-0.0069536-0.00056508i,-0.0013744-0.00021922i,-0.0053791+0.00014295i,-0.0031689+0.0022254i,0.0010615-0.0012768i,0.0015217-0.0057161i,0.0082585-0.04132i,0.018901+0.022242i,0.01489+0.0093506i,-0.0034869+0.012073i,0.011113-0.0010033i,0.00071288-0.001207i,-0.0038252+0.0097564i
-0.020297+0.0014292i,-0.032618-0.017034i,-0.029647+0.0034245i,-0.024088+0.0025813i,-0.022576+0.01629i,-0.0054805+0.016628i,-0.0054364+0.0148i,-0.016511+0.015714i,-0.018647+0.0058196i,-0.0031293+0.00092887i,-0.00018219+0.0016589i,-8.347e-05+3.2831e-05i,-0.00081467-0.0032307i,-0.00013693+0.000971i,-0.00078867-0.0004333i,-0.0019067+0.0017812i,-0.0023848-0.00095555i,-0.00082809-0.0012354i,-0.00025651+0.00037387i,-0.0012353+2.4384e-05i,-0.00043481+0.00056908i,-0.00078914+0.00029777i,-0.00045102+0.0012842i,-0.0030987+0.0021275i,0.00079448+0.0010136i,-0.00020008-0.00040604i,-3.5736e-06-0.00067893i,-0.00042651-0.00054086i,0.00071423-0.00026329i,-0.00078877-0.0013231i,0.0020234-0.00095268i,-0.00027434+0.00063333i,-0.00024047+7.7235e-05i,0.00022891+0.00016908i,0.00079851+0.00071463i,-0.0035374+0.0031699i,-0.00085489+0.00017004i,-0.0010177-0.00013847i,-0.001169+3.4558e-05i,-0.00013854+0.00091593i,-0.00028703+0.00013313i,-0.00088254+0.00014978i,-0.00051999+0.00065921i,-0.0011159+0.00072741i,-0.018733-0.010874i,-0.0038196-0.038652i,0.01038-0.038988i,-0.00017723-0.038996i,0.0028402-0.036951i,-0.012804-0.023535i,-0.022345-0.033558i,-0.033326-0.0138i,-0.0040395-0.026848i,0.002463-0.016874i,-0.00045156+0.004662i,-0.0015921+0.003808i,0.0083514+0.0010154i,0.0042559+0.0051154i,-0.00066379-0.0026164i,-0.0045477-0.0066021i,0.002157+0.0029581i,0.00011699-0.0039788i,-2.2111e-05-0.0047072i,-0.0020694+8.1686e-05i,-0.00055257+0.0010093i,-0.001816-0.002611i,0.0030053+0.00056952i,-0.0032622-0.0019916i,0.0041193-0.00088222i,-0.002853-0.0045381i,-0.000436-0.003277i,-4.2638e-05+0.00094294i,0.0018659+0.0042633i,0.00069047+0.0019984i,0.0038919-0.00058151i,0.0038199+0.0018369i,-0.00056123-0.00012008i,0.0034531-0.00046068i,0.0002702+0.0019806i,0.0030319+0.0075963i,0.00020541+0.00060674i,0.0037805-0.0020769i,0.00091014-0.0011234i,-0.0064856+0.0021749i,-0.00075077+8.8872e-05i,-0.004342+0.0013677i,-0.0021257+0.0028297i,0.00035651-0.00026265i,0.00022637-0.0044928i,0.0027965-0.044364i,0.021157+0.015525i,0.013627+0.0070613i,-0.0027465+0.01323i,0.011546-0.0046804i,0.00076771-0.00086432i,-0.0040808+0.0094241i
-0.019394+0.0046882i,-0.034058-0.012566i,-0.02835+0.0080281i,-0.023252+0.0063126i,-0.020333+0.018624i,-0.0031471+0.016158i,-0.0032914+0.014775i,-0.01376+0.017664i,-0.01797+0.0076659i,-0.0025641+0.0014359i,0.00065002+0.0013322i,-0.00044136-0.00026048i,-0.0019423-0.0025534i,0.00030119+0.0014432i,-0.00072336-9.8717e-05i,-0.0012011+0.0020533i,-0.0022539+0.00019123i,-0.0011103-0.00103i,6.2132e-07+4.6571e-05i,-0.0011852+0.00012498i,-0.00042206+0.00065153i,-0.00085072+0.00086568i,1.9131e-05+0.0011851i,-0.0023059+0.003308i,0.0012485+0.00029689i,-0.00032428-0.00042377i,-0.00030183-0.00086739i,-0.00054214-0.00048857i,0.00048967-0.00057248i,-0.0012686-0.00091769i,0.0014703-0.0014511i,-2.2362e-05+0.00068898i,-0.00013664+9.9022e-05i,0.00038616+0.00010364i,0.00084059+0.00013747i,-0.0024799+0.0042276i,-0.00077421+0.00056448i,-0.00094691+0.00022553i,-0.001158+0.00059659i,0.00033011+0.0013853i,-0.0003986+0.00014252i,-0.0010848+0.00044858i,-0.00012309+0.00077923i,-0.00065873+0.00068835i,-0.019483-0.0078148i,-0.0086917-0.036834i,0.0063244-0.039678i,-0.0049498-0.039272i,-0.0033052-0.038925i,-0.015424-0.023529i,-0.025614-0.028171i,-0.034401-0.0068521i,-0.0050916-0.025038i,-0.00065401-0.018963i,3.1078e-06+0.0061892i,0.00035582+0.0046015i,0.0076522-0.00026082i,0.0052996+0.0039267i,-0.00039484-0.0016766i,-0.0071903-0.004043i,0.0030112+0.0017413i,-0.0015841-0.001657i,-0.00093352-0.0039744i,-0.0010505+0.00019925i,-0.00026571+0.0011382i,-0.0022376-0.0019098i,0.0026445-0.0012728i,-0.0037867-0.00028525i,0.0035537-0.0029762i,-0.0038284-0.0029081i,-0.0017729-0.0027924i,-1.8746e-05+0.00087185i,0.002412+0.0024146i,0.00088093+0.0017122i,0.002672-0.0024i,0.0040701+0.00090237i,-0.00088022+0.00063114i,0.0029313-0.0020935i,0.00070173+0.0019534i,0.004466+0.0057452i,0.00015631+0.00045476i,0.0019805-0.0030934i,0.00023079-0.0010699i,-0.0050703+0.0043188i,-0.00068267+8.6137e-05i,-0.0033878+0.0018481i,-0.0010956+0.002721i,0.00074741+0.0010258i,-0.00046095-0.0033681i,-0.0044898-0.045832i,0.02099+0.009078i,0.012768+0.0053997i,-0.001808+0.014666i,0.0095356-0.0078261i,0.00096131-0.00033691i,-0.0042718+0.0098412i
-0.018022+0.0074743i,-0.035393-0.0082394i,-0.025998+0.012166i,-0.021562+0.0098086i,-0.017764+0.020933i,-0.0011413+0.015336i,-0.0014111+0.01434i,-0.010397+0.019105i,-0.017238+0.0096402i,-0.0020028+0.0017447i,0.0009317+0.00056853i,-0.00095911+6.106e-05i,-0.0026153-0.0016183i,0.0010177+0.0015409i,-0.00067539+0.00027705i,-0.00051404+0.0020509i,-0.0016746+0.0010093i,-0.0015033-0.00084715i,-0.00020144-0.00016339i,-0.0013836+0.00040046i,-0.00033459+0.00074855i,-0.00047874+0.0013191i,0.00029893+0.00087129i,-0.0010568+0.0039488i,0.0010905-0.00035274i,-0.00057966-0.00035727i,-0.0006979-0.00084789i,-0.00066164-0.00032933i,0.0001939-0.00068377i,-0.0015638-0.00031275i,0.00086028-0.0016461i,0.00022723+0.00050888i,6.5222e-05+3.9621e-05i,0.00051387-6.5916e-05i,0.00064475-0.00020681i,-0.0010207+0.0046374i,-0.00042149+0.00091194i,-0.00081243+0.00053598i,-0.00081029+0.0010951i,0.0011116+0.0014149i,-0.00046627+0.00031587i,-0.0009459+0.001079i,0.00023095+0.0007872i,-0.00054419+0.00061685i,-0.019705-0.0053363i,-0.012846-0.035311i,0.0027508-0.040719i,-0.009731-0.039062i,-0.0099321-0.039288i,-0.018262-0.022574i,-0.027448-0.023366i,-0.032975-0.0009891i,-0.0060692-0.024712i,-0.0043349-0.019462i,0.00134+0.0076965i,0.0020627+0.0045358i,0.0071024-0.0014469i,0.005944+0.0026011i,-0.00023815-0.0014745i,-0.0083884-0.00025711i,0.0032175+0.00042141i,-0.0016228+0.0006579i,-0.0013795-0.0035653i,-0.00057888-0.00019833i,8.629e-05+0.0012448i,-0.0022755-0.0013092i,0.0015689-0.0024418i,-0.0031525+0.0013165i,0.0019685-0.0045804i,-0.0040585-0.0018803i,-0.0027271-0.0018207i,4.6171e-05+0.00091415i,0.0020292+0.0010905i,0.0008835+0.0014494i,0.00069496-0.0034547i,0.0044996-0.00022411i,-0.00083817+0.0012477i,0.00084037-0.0033187i,0.0012063+0.001559i,0.0051609+0.0038511i,-0.00026597+0.00032632i,2.545e-05-0.0031328i,-0.00065345-0.00063555i,-0.0030765+0.005719i,-0.00015052+3.9342e-05i,-0.0031399+0.0023142i,-0.00069558+0.0026282i,0.0018681+0.0016282i,-0.00063966-0.0028255i,-0.011757-0.044966i,0.019218+0.0038125i,0.011845+0.003276i,0.00018071+0.01628i,0.0073682-0.0095594i,0.0017941-4.3528e-05i,-0.0038371+0.010502i
-0.016155+0.009759i,-0.036712-0.003225i,-0.02334+0.015372i,-0.019378+0.012685i,-0.014483+0.023302i,0.00048721+0.014433i,0.00024884+0.013985i,-0.0068484+0.019407i,-0.016289+0.011916i,-0.0015544+0.0017784i,0.0008978-4.3277e-05i,-0.001043+0.00054745i,-0.0028288-0.00054004i,0.0015925+0.0013354i,-0.00035617+0.0005941i,1.2005e-05+0.0018683i,-0.00093665+0.0014615i,-0.0018069-0.00038125i,-0.00025796-7.2748e-05i,-0.0014403+0.00089373i,-0.00017863+0.00075813i,8.0867e-05+0.0014708i,0.00035333+0.00058508i,2.7952e-05+0.0039246i,0.00073536-0.00074777i,-0.00073039-6.3014e-05i,-0.0010917-0.00053628i,-0.00072603-0.000162i,-0.00011703-0.00065101i,-0.0015777+0.00046639i,0.00032749-0.0015534i,0.00022045+0.00022616i,4.7924e-05-0.00026697i,0.00057295-0.00035336i,0.00033184-0.00034254i,0.00034338+0.0044446i,2.1476e-05+0.00091762i,-0.00053714+0.00077062i,-0.00038642+0.0012279i,0.001824+0.00090755i,-0.00037937+0.00049793i,-0.00036268+0.0014154i,0.0005386+0.00062061i,-0.00023452+0.00066302i,-0.019781-0.0031151i,-0.017166-0.033239i,-0.0013892-0.041454i,-0.015143-0.038092i,-0.015983-0.038525i,-0.020996-0.020927i,-0.028585-0.018686i,-0.030554+0.0031176i,-0.0076887-0.024617i,-0.0072649-0.018448i,0.0039426+0.0087769i,0.003434+0.0037915i,0.006163-0.0024207i,0.0063019+0.0012872i,-0.00025298-0.0011999i,-0.0076634+0.0032972i,0.002737-0.00057762i,-0.00084399+0.002333i,-0.0020604-0.003347i,-0.00064342-0.00068749i,0.00044348+0.0012232i,-0.0022147-0.00091111i,0.00025062-0.0028575i,-0.0020393+0.0024415i,-0.00023383-0.0052097i,-0.004559-0.00097362i,-0.0033029-0.00067883i,-9.8972e-05+0.00105i,0.0015118+0.00026198i,0.00084088+0.0013785i,-0.0014698-0.0034957i,0.0042055-0.0019289i,-0.00041437+0.001844i,-0.0012889-0.002732i,0.0014647+0.0008422i,0.0050888+0.0024098i,-0.00056706+0.00083017i,-0.0014983-0.0021029i,-0.00073617-3.2802e-05i,-0.00044694+0.0060824i,-7.574e-05-0.00056539i,-0.0025505+0.003031i,-0.00022914+0.0027003i,0.0032194+0.0012326i,-0.0008549-0.0022958i,-0.018026-0.042488i,0.016551-0.0012647i,0.010333+0.0015494i,0.0035112+0.016968i,0.0049455-0.010295i,0.0025387-0.0003102i,-0.0033845+0.01102i
-0.014144+0.011402i,-0.03696+0.0026931i,-0.020181+0.01835i,-0.016614+0.015118i,-0.01026+0.024896i,0.0019706+0.01351i,0.0021124+0.013409i,-0.0038082+0.019181i,-0.014681+0.014118i,-0.0012573+0.0018101i,0.00063623-0.00061148i,-0.00097371+0.0010547i,-0.0026103+0.00047372i,0.0020565+0.0010869i,5.5512e-05+0.00067709i,0.00033154+0.0016626i,-0.00021218+0.0016943i,-0.0019205+0.00016421i,-0.00037694-0.00017682i,-0.0012236+0.0014201i,-8.1046e-05+0.00077077i,0.00056613+0.0013495i,0.00025877+0.00048761i,0.00074435+0.0036603i,0.00025388-0.0009499i,-0.00067303+0.00031188i,-0.0012842-3.1776e-05i,-0.00081898+4.6969e-05i,-0.00041293-0.00047953i,-0.0010113+0.0010855i,5.8629e-05-0.0014226i,5.2598e-05+7.1503e-05i,-0.00024016-0.00038121i,0.00044749-0.00071766i,0.00020144-0.00043362i,0.0015371+0.0039382i,0.00030588+0.00079348i,-0.00021699+0.00086988i,4.7367e-05+0.0012106i,0.0021526+8.9013e-05i,-0.00029631+0.00059489i,0.00014564+0.0013779i,0.00078628+0.00038733i,0.00014289+0.00040785i,-0.019959-0.0013935i,-0.020729-0.030936i,-0.0054845-0.041568i,-0.020175-0.035366i,-0.021642-0.036703i,-0.02343-0.018436i,-0.028515-0.01462i,-0.028239+0.0060453i,-0.0088425-0.024141i,-0.0091908-0.017233i,0.0073173+0.0080786i,0.00406+0.0026332i,0.0049993-0.0027878i,0.0062914-9.4739e-05i,-5.0557e-05-0.0012404i,-0.0059066+0.0061113i,0.0019577-0.0011651i,0.0003078+0.0036949i,-0.0025114-0.0025286i,-0.0010868-0.00080499i,0.00071805+0.0011384i,-0.0021931-0.00064691i,-0.00073098-0.0023439i,-0.00071358+0.002991i,-0.0023096-0.0048175i,-0.0047262+4.6861e-05i,-0.0034584+0.00064468i,0.00020636+0.0012666i,0.00065535-0.00029057i,0.0011611+0.0013348i,-0.0034231-0.0025412i,0.0028869-0.0031752i,0.0003581+0.0021448i,-0.0026055-0.001057i,0.0011422+0.000391i,0.0048936+0.0014099i,-5.4664e-05+0.0013718i,-0.002183-0.00086251i,-0.00056841+5.3988e-05i,0.0017327+0.0050462i,-0.00066136-0.00084497i,-0.001135+0.0034715i,0.00062864+0.002824i,0.0039139+0.00058846i,-0.00098008-0.0016307i,-0.023302-0.039765i,0.01204-0.0054713i,0.0082196+0.00017834i,0.007142+0.015763i,0.0023432-0.010351i,0.0028328-0.00091383i,-0.0028761+0.011727i
