-0.0011354-0.041796i,-0.00094535-0.046748i,-0.0081938-0.047711i,-0.030372-0.023906i,-0.022755+0.010824i,-0.036692-0.033413i,-0.064049-0.058181i,-0.019069-0.070902i,-0.026817-0.04781i,-0.00023271+0.015974i,-0.011085+0.012367i,-0.014471+0.013325i,0.0047754+0.014637i,-0.002649-0.0019321i,0.0018324+0.0059775i,-0.00011583+0.033795i,0.01701+0.057644i,0.0011702-0.00075662i,-0.003829-0.0095756i,0.0076004+0.0050229i,0.0016316+0.0011504i,-0.0010115+0.0031775i,-6.0683e-05-0.00062497i,-0.036948-0.01086i,-0.0033407-0.0075384i,-0.001464+0.0043441i,0.0027292-0.00017942i,-0.00015275+0.00054735i,0.00082049-0.00076099i,3.9971e-05-0.0021847i,-0.0016248-0.0055597i,-0.0030225-0.0064848i,-0.0010308-0.0073159i,0.0033171-0.00010076i,0.0030116-0.0016308i,-0.0038331+0.040189i,0.0065494-0.0042423i,0.0033058-0.00081207i,0.0047131-0.00035536i,-0.011311-0.0029542i,-0.0010998-5.0919e-05i,0.0098109+0.0027168i,0.003488+0.0013476i,-0.0042601+0.0017233i,-0.0004999+0.0089667i,-0.0052169+0.017869i,0.026422-0.082385i,-0.0010063-0.052611i,-0.022939-0.04159i,-0.019597-0.037625i,0.062801-0.016905i,0.030737-0.058263i,0.038917-0.044239i,0.0338-0.052483i,0.018974-0.01613i,0.0074541+0.011833i,0.024325-0.033169i,-0.0081384-0.0052803i,0.0031357-0.0013088i,-0.0026734-0.0052908i,0.0047956-0.03228i,-0.025361+0.029929i,0.0083675-0.010242i,-0.012242-0.0025421i,-0.0045308-0.0017837i,0.00024543-0.014301i,-0.010576+0.0052714i,0.0031692+0.0067842i,-0.013744+0.030383i,0.005596+0.0064348i,-0.005666-0.0021456i,-0.0014781-0.0025774i,-0.011499-0.0075202i,2.0971e-05-0.0035181i,-0.03086+0.0023755i,0.0016515-0.012762i,-0.00943-0.0026682i,-0.0068171-0.00318i,0.0060637+0.0019705i,-0.0088936+0.0020543i,-7.1534e-07+0.002033i,0.0058503+0.010182i,0.0050941+0.0006321i,-0.0090586-0.0092684i,0.0017349+0.0085832i,-0.019289+0.0050214i,0.0062154+0.0036696i,-0.028317-0.008705i,-0.036271-0.0018326i,0.026097-0.078212i,0.014321-0.0092904i,-0.042779-0.027947i,-0.024718-0.006584i,0.017531+0.012015i,-0.027332+0.010502i,-0.012118-0.0098106i
-0.011301-0.0085524i,-0.041901-0.0018776i,-0.01163+0.022595i,0.00292+0.0096248i,0.0056922+0.011102i,0.0035875+0.0085553i,-0.0084727+0.017158i,-0.033434+0.0086569i,-0.01482+0.012138i,0.00043664+0.004002i,-0.00061817-0.0020742i,-0.00019542+0.002015i,-0.0018723+0.0016257i,0.0021067+0.00074282i,0.00015103+0.0011068i,-0.00028221+0.001193i,0.0016667+0.00043963i,-0.0030509-0.00060191i,-8.4893e-05-0.0015036i,-0.00032052+0.0011448i,-0.00021868+0.0008237i,0.00089217+0.00092653i,-0.00083936+0.00052142i,0.0010172+0.0030576i,0.0014619+0.0022879i,-0.00011769+0.00086275i,-0.00076221+0.00081042i,-0.00082906+0.00026878i,-0.00096271+0.00027575i,-0.00092608+0.0018456i,0.00013893-0.00080197i,-3.9595e-05-0.0004008i,-0.00021857-0.00055694i,0.0011965-0.00023091i,-6.661e-05-0.00082756i,0.0030155+0.0025887i,0.001759-0.00016121i,-0.00043879+4.5897e-05i,0.0012083+0.00034597i,0.00094219-0.0032576i,0.00030635+0.0019244i,0.00075045+0.0014646i,-0.0020009-0.0011154i,-0.0019285+0.00014591i,-0.010942-0.0067617i,-0.0085728-0.01936i,-0.010211-0.026627i,-0.01844-0.012635i,-0.024805-0.021636i,-0.014724-0.011015i,-0.023115+0.0026164i,-0.03563+0.0092255i,-0.0065182-0.017752i,-0.0063219-0.014004i,0.01444+0.0039217i,0.00079032+0.00027409i,0.0023222-0.0026173i,0.0026646+0.0011144i,-6.3331e-06-0.0018171i,4.9607e-05+0.010089i,0.0035259+9.2404e-05i,0.0012197+0.003538i,-0.0021768-0.0012442i,-0.0018265+0.00092896i,0.0012045-0.00014828i,-0.0021853-0.0003223i,-0.0013553-0.0023956i,0.0018294+0.0031945i,-0.0054405-0.0035381i,-0.0046783+0.00077672i,-0.0017173+0.0020225i,0.0006873+0.0012626i,-0.00012187+0.00040483i,0.00201+0.00078479i,-0.0062237+0.0030016i,0.0012859-0.0041807i,0.00090707+0.0018395i,-0.0027033+0.00096479i,0.0015028+0.00030639i,0.0045507+0.0006718i,0.0010698+0.0014139i,-0.00032872+0.0014949i,-0.00056034+8.781e-05i,0.0032302+0.0029513i,-0.00092909-0.00019503i,-0.0023615+0.0033435i,0.0019288+0.0022938i,0.0039782-0.0001598i,0.00045966-0.0010033i,-0.018243-0.019321i,0.0068133-0.013393i,0.00064092+0.00022725i,0.0088835+0.014355i,-0.00095383-0.0074501i,0.0023332-0.0010681i,-0.0024683+0.01119i
-0.012986-0.0071408i,-0.040721+0.0049592i,-0.0074094+0.02249i,0.0042606+0.0081114i,0.0067542+0.0093165i,0.003696+0.0072458i,-0.005719+0.017893i,-0.031199+0.01268i,-0.012287+0.014299i,0.0011842+0.00386i,-0.0014964-0.0013974i,0.00096183+0.0019967i,-0.0010585+0.0018684i,0.0024406-0.00017644i,0.00074718+0.0010561i,-0.00010898+0.0013461i,0.002075-1.4035e-06i,-0.0030672+0.00041973i,-0.00077756-0.0010254i,0.0001551+0.0013075i,2.5598e-05+0.00075573i,0.0011062+0.00038978i,-0.0007742+0.00092942i,0.0015883+0.0028743i,0.0024687+0.0018929i,0.00032313+0.00074201i,-0.00033438+0.0011675i,-0.0006839+0.0005895i,-0.00060686+0.00061005i,-0.00019412+0.0018118i,6.2757e-05-0.00070922i,-0.00030041-7.6354e-05i,-0.00037438-0.00039735i,0.00097901-0.00088125i,-0.00016868-0.00061454i,0.0035607+0.0017657i,0.0016374-0.00096987i,-0.00042697+0.00023735i,0.0011045-0.000286i,-0.00023319-0.0033653i,0.0010781+0.001803i,0.0011596+0.00095225i,-0.0021571-0.00061239i,-0.0019707+0.00066499i,-0.013535-0.0053844i,-0.011983-0.018818i,-0.012592-0.026974i,-0.020338-0.011246i,-0.027992-0.019648i,-0.015096-0.010775i,-0.019803+0.00283i,-0.031776+0.011998i,-0.0076361-0.019512i,-0.0067466-0.014723i,0.013363-0.001213i,0.00093646+0.0006987i,0.0019334-0.0013595i,0.002562+0.00062668i,-0.00090094-0.002269i,0.0040036+0.010921i,0.00263-0.00017347i,0.0026394+0.0033223i,-0.0025708-0.0011328i,-0.001606+0.00204i,0.0012964-0.00056043i,-0.0022466-0.00035335i,-0.0011543-0.0025364i,0.0026895+0.001378i,-0.0056493-0.0016316i,-0.0050497+0.0023534i,-0.00063816+0.0026067i,0.00069516+0.0010844i,-0.00022404+0.00069116i,0.0016236+7.8802e-05i,-0.0042842+0.0055364i,-0.00015852-0.0042289i,0.0012722+0.0012726i,-0.0017799+0.0023238i,0.0012922+0.00018814i,0.0047999-0.00033588i,0.00094073+0.0008582i,-1.422e-05+0.0019643i,-0.00080049+0.00028808i,0.0029171+0.0011109i,-0.0010333-0.00021897i,-0.0012126+0.0036618i,0.0026739+0.0013209i,0.0041504-0.0017436i,0.00036668-0.0013589i,-0.019947-0.016699i,-0.0020347-0.012497i,-0.0012673+0.00044433i,0.010589+0.010911i,-0.0018947-0.0067398i,0.0019623-0.0014268i,-0.0017071+0.011156i
-0.014357-0.0053161i,-0.037902+0.01088i,-0.0038705+0.021786i,0.005076+0.0063806i,0.0072725+0.0075183i,0.0035577+0.0062142i,-0.002935+0.017978i,-0.028855+0.016224i,-0.0095558+0.015641i,0.002087+0.0035427i,-0.0017083-0.0004109i,0.0018794+0.0012002i,-0.00026067+0.0019126i,0.0020711-0.0011296i,0.0013673+0.00055149i,0.00016618+0.0014302i,0.0024565-0.0006998i,-0.0029218+0.0011594i,-0.00079531-0.00048966i,0.00076265+0.0011337i,0.00010922+0.00069942i,0.00098405-3.3297e-05i,-0.00050485+0.0013845i,0.0021586+0.0024763i,0.0032173+0.00077128i,0.00062352+0.00037844i,0.00030023+0.0011903i,-0.00041846+0.00080563i,-0.0002714+0.00066231i,0.00047695+0.0016089i,-0.00035012-0.00065982i,-0.00027285+0.00024906i,-0.00060785-0.00027556i,0.00050903-0.0011457i,-0.00028783-0.00050088i,0.0039495+0.00095681i,0.0010681-0.001634i,-0.00020184+0.00039016i,0.00084141-0.00069302i,-0.0012496-0.0027238i,0.0017247+0.0013532i,0.0011614+0.0003844i,-0.0023218-7.2481e-05i,-0.0013678+0.00097689i,-0.015562-0.0032549i,-0.014957-0.016876i,-0.016285-0.026557i,-0.022209-0.0086565i,-0.031376-0.016853i,-0.016247-0.011172i,-0.017469+0.0017876i,-0.028181+0.013291i,-0.0094334-0.020512i,-0.0082553-0.015854i,0.011255-0.0039688i,0.0015195+0.0007007i,0.0026094-0.00053574i,0.0021677+9.6886e-05i,-0.0022699-0.0015601i,0.0082185+0.0093857i,0.0021292+0.00024979i,0.0036606+0.0024347i,-0.0032456-0.00060526i,-0.00037165+0.0028781i,0.00083637-0.00091238i,-0.002736-0.00013529i,-0.0016876-0.003124i,0.0019961-0.0001088i,-0.0052627+0.00035535i,-0.00417+0.0044121i,0.0005838+0.0025192i,0.00064354+0.0013333i,-0.00011831+0.00074452i,0.0013519-3.4393e-05i,-0.0013064+0.0061631i,-0.0018558-0.0036967i,0.0013291+0.0010519i,-0.00040125+0.0031361i,0.0011965+8.65e-05i,0.0043633-0.0015371i,0.00081795+0.0010401i,0.00031511+0.0020971i,-0.00064122+0.00057012i,0.0018832+0.00033533i,-0.0012778-7.7086e-05i,0.00052553+0.0032918i,0.0029982+0.00022559i,0.0031647-0.0027906i,-0.00011003-0.0014118i,-0.021309-0.013994i,-0.0068066-0.0095535i,-0.0031917+0.0016264i,0.010701+0.0072583i,-0.0029853-0.0055041i,0.0014387-0.0014506i,-0.0014478+0.011498i
-0.015368-0.003262i,-0.034154+0.01522i,-0.00069609+0.020587i,0.0053778+0.0046401i,0.0074024+0.0057525i,0.003429+0.0055259i,-0.00037532+0.017301i,-0.026096+0.019664i,-0.0066175+0.016051i,0.0030567+0.0028984i,-0.0013919+0.00034944i,0.0020556+0.00024041i,0.00041247+0.0017308i,0.001436-0.0015423i,0.0014872-0.00014625i,0.00055117+0.0014234i,0.0024693-0.0016304i,-0.0027952+0.0022068i,-0.00087726-0.00044631i,0.0011096+0.00058466i,0.00023626+0.00077382i,0.00067233-0.00023985i,4.4032e-05+0.0016615i,0.0025438+0.0018364i,0.0033841-0.00045262i,0.00064198-0.00012232i,0.00074636+0.00092207i,-4.1883e-05+0.00096375i,-5.9794e-05+0.00054767i,0.0010375+0.0011645i,-0.00079578-0.00052686i,-6.3245e-05+0.00046794i,-0.00072095+5.5375e-05i,-1.9702e-05-0.0011303i,-0.00030119-0.00041387i,0.0042861+0.00019544i,0.00018697-0.001962i,1.1809e-05+0.0003329i,0.00061647-0.00091778i,-0.0019047-0.0017813i,0.0019539+0.00071363i,0.00099307+4.3321e-05i,-0.0023282+0.00075249i,-0.0010602+0.00082372i,-0.01691-0.00054454i,-0.016961-0.014421i,-0.020116-0.024589i,-0.022832-0.0055185i,-0.033797-0.012895i,-0.01832-0.010811i,-0.016522-0.00020595i,-0.025532+0.014168i,-0.011637-0.020851i,-0.010741-0.016625i,0.0090137-0.0055452i,0.0019553+0.00032714i,0.0038028-0.00064315i,0.0013751+4.4258e-05i,-0.0027224+2.8652e-05i,0.011083+0.0065594i,0.0024504+0.00084977i,0.0041861+0.0011848i,-0.0033588+0.0004302i,0.001245+0.00255i,0.00044863-0.00075728i,-0.0030619+0.00039233i,-0.0030825-0.0031072i,0.0012473-0.00046472i,-0.0043498+0.0015196i,-0.0021917+0.0056014i,0.0014917+0.0017928i,0.0011251+0.0016738i,-0.00017802+0.0009831i,0.0012781-0.00027808i,0.00082047+0.0054173i,-0.0030797-0.0020029i,0.0015919+0.0010065i,0.0011731+0.0029005i,0.0010151-1.5411e-05i,0.0034532-0.0026056i,0.0014138+0.0013222i,0.00084418+0.002057i,-0.00053444+0.00066116i,0.0010698+0.00017997i,-0.0013555+0.00053641i,0.0012679+0.0020954i,0.0029735-0.00086076i,0.0020449-0.0035445i,-0.00073787-0.0011386i,-0.021949-0.011444i,-0.0099201-0.0050886i,-0.0045061+0.0033607i,0.009174+0.004148i,-0.0034254-0.0040645i,0.0010378-0.0011512i,-0.00072123+0.012278i
-0.015876-0.00085958i,-0.030952+0.01828i,0.0018322+0.019064i,0.0051565+0.0029607i,0.0071227+0.0039969i,0.0034742+0.0048512i,0.0016307+0.016287i,-0.022568+0.022796i,-0.0042243+0.01562i,0.0038027+0.0018528i,-0.00085468+0.00076897i,0.0019066-0.00044797i,0.00098679+0.001294i,0.00092368-0.0016833i,0.0013847-0.00078583i,0.00098829+0.0012184i,0.0019595-0.0026454i,-0.0017684+0.00329i,-0.0012744-0.00024638i,0.0010374+5.505e-05i,0.00059222+0.00080997i,0.00051131-0.00026546i,0.00066198+0.0016065i,0.0026423+0.0011842i,0.0031415-0.001778i,0.00029516-0.00055267i,0.00096028+0.00047212i,0.00036415+0.00081923i,9.7628e-05+0.00040392i,0.0011915+0.00045498i,-0.0010944-0.00010077i,0.00019783+0.00045734i,-0.00062013+0.00033107i,-0.00058073-0.00097267i,-0.00035377-0.00038409i,0.0045366-0.00061774i,-0.0005035-0.0021967i,0.00016034+0.00016508i,0.00038598-0.0010271i,-0.0018415-0.00075775i,0.0021105+2.2691e-05i,0.0007293-1.8417e-05i,-0.0018707+0.0012214i,-0.0011292+0.00078986i,-0.017653+0.0024065i,-0.018153-0.011955i,-0.022881-0.021494i,-0.022472-0.0031396i,-0.035342-0.0087505i,-0.020402-0.0094121i,-0.01746-0.0017614i,-0.023574+0.014507i,-0.013704-0.02097i,-0.013264-0.016599i,0.0073155-0.0063106i,0.0022286-0.00019737i,0.0051439-0.0022489i,0.00078808+0.00049199i,-0.0023333+0.0016893i,0.012981+0.002878i,0.0029034+0.00083682i,0.0039337-0.00039999i,-0.0030397+0.0012148i,0.0018924+0.0013504i,0.00053663-0.00049661i,-0.0032813+0.0012209i,-0.0040111-0.0026711i,0.00094913-0.00071843i,-0.0034837+0.0023392i,-0.00041802+0.0059167i,0.0019984+0.00086344i,0.0021232+0.0015569i,4.8989e-05+0.0012116i,0.00084331-0.00053899i,0.0025074+0.0042657i,-0.0029808-0.0002945i,0.0018915+0.00067297i,0.0020869+0.0021117i,0.00094601+7.5449e-05i,0.002273-0.0033258i,0.0020803+0.00068988i,0.0017635+0.0018575i,-0.00059524+0.00071233i,0.00057709+0.00049231i,-0.0011338+0.001089i,0.0010482+0.001075i,0.0026168-0.0021845i,0.00049148-0.0038538i,-0.00099942-0.00072843i,-0.022057-0.0093306i,-0.011241-0.00080998i,-0.0051298+0.0055318i,0.0068078+0.0024742i,-0.0032262-0.0025921i,0.0011238-0.00082932i,0.00071265+0.01308i
-0.015611+0.0014691i,-0.028066+0.021225i,0.004141+0.017106i,0.0043409+0.0016823i,0.0063934+0.0025406i,0.0034367+0.0041876i,0.0032859+0.015196i,-0.018553+0.024975i,-0.0022887+0.015088i,0.0042003+0.00054313i,-0.00028544+0.000761i,0.0016783-0.00091013i,0.0013455+0.00065708i,0.00039474-0.0017467i,0.00098631-0.0012218i,0.0013711+0.00091973i,0.0011825-0.0033916i,-0.00061235+0.0035656i,-0.0013947+0.0003894i,0.00080826-0.00020078i,0.00093975+0.00067379i,0.00029302-0.00015028i,0.0011944+0.001242i,0.0025798+0.0008287i,0.0022894-0.0031321i,-0.00019991-0.0003805i,0.0010357+3.3673e-05i,0.00056601+0.00070487i,0.00019903+0.0002i,0.00092234-0.00011038i,-0.0011444+0.00036894i,0.00033482+0.00034903i,-0.00048567+0.00041599i,-0.00085993-0.00053517i,-0.00055656-0.00040182i,0.0045791-0.001741i,-0.00085623-0.0022582i,0.00020048+5.0857e-05i,7.8175e-05-0.0011283i,-0.001429-0.00018477i,0.0017741-0.00076452i,0.00069443+9.1714e-06i,-0.0014729+0.0017017i,-0.00098731+0.001188i,-0.01776+0.0053513i,-0.018753-0.0098267i,-0.024344-0.018166i,-0.022352-0.00121i,-0.036013-0.0042897i,-0.021542-0.0074965i,-0.019378-0.002169i,-0.022518+0.014966i,-0.016118-0.020762i,-0.015723-0.015535i,0.0058386-0.0067164i,0.0021492-0.00087008i,0.0038422-0.0049053i,0.00052703+0.0011301i,-0.0012979+0.0030672i,0.013813-0.0013165i,0.0035219+0.00076917i,0.0025891-0.0013186i,-0.0023804+0.0018995i,0.0022564+0.00081522i,0.00095293-0.00072218i,-0.0030188+0.002255i,-0.0051061-0.0018053i,0.00058486-0.0011383i,-0.002665+0.002818i,0.0010312+0.0056224i,0.0019299-0.00041236i,0.0026143+0.00081073i,0.0003213+0.0013487i,0.00021817-0.00037173i,0.0032375+0.0027711i,-0.0022198+0.00082783i,0.0020038+0.00029994i,0.0024706+0.0015501i,0.00085338-2.1109e-05i,0.00076231-0.0035519i,0.002462-0.00016874i,0.0021802+0.0012388i,-0.0005867+0.0011332i,0.00041744+0.00095643i,-0.00064531+0.0016598i,0.00064959+0.00054736i,0.0015568-0.0033008i,-0.00068049-0.0032201i,-0.0011558-0.00039262i,-0.021956-0.0070973i,-0.011635+0.003134i,-0.0045826+0.0080611i,0.0043851+0.0022053i,-0.0026488-0.0015443i,0.0014234-0.0006896i,0.0025635+0.013338i
-0.015162+0.0032379i,-0.024932+0.023944i,0.0055591+0.014973i,0.0034114+0.0010515i,0.005357+0.0016502i,0.003303+0.003615i,0.0045011+0.014182i,-0.014318+0.026681i,-0.0006222+0.014425i,0.0041924-0.00072232i,8.0333e-06+0.00054461i,0.0013241-0.0012467i,0.0014659+2.2951e-05i,-0.00012518-0.0015065i,0.0004849-0.0014186i,0.0016864+0.00043072i,0.00018099-0.0039455i,0.00055276+0.0034972i,-0.0010925+0.00092522i,0.00072054-0.00026806i,0.0013513+0.0002077i,0.00031513+6.9652e-05i,0.0014796+0.00069735i,0.0034247+0.00086384i,0.001808-0.0040855i,-0.00022868+5.1238e-05i,0.00093043-0.00041687i,0.00085185+0.00048382i,0.00010406+6.5445e-05i,0.00060095-0.00027762i,-0.00098275+0.00071619i,0.00030384+0.00028952i,-0.00043959+0.00053547i,-0.0010167-3.2062e-05i,-0.00077808-0.00035262i,0.0041963-0.0029725i,-0.0016831-0.0020687i,0.00017893-4.0619e-05i,-0.00028384-0.0012521i,-0.0010676-0.00014465i,0.0011806-0.00105i,0.00085133-7.7424e-05i,-0.00090132+0.0022166i,-0.00050183+0.0014326i,-0.017227+0.0084154i,-0.019244-0.0083301i,-0.02487-0.015205i,-0.022189+0.00097186i,-0.035762+0.00011125i,-0.022457-0.0057936i,-0.02179-0.0012049i,-0.021761+0.016246i,-0.018045-0.020134i,-0.017507-0.014095i,0.0042307-0.0068605i,0.0016108-0.0014014i,0.0015223-0.0053645i,0.00073333+0.0019022i,0.00059618+0.0041702i,0.012528-0.0058751i,0.0045581+0.00044481i,0.0011345-0.001145i,-0.0015647+0.0019489i,0.0026104-0.00038682i,0.00089309-0.0012999i,-0.0022117+0.0032426i,-0.0059514-0.00012528i,-6.6156e-05-0.0010465i,-0.001463+0.0034138i,0.002085+0.0049978i,0.00097512-0.0012249i,0.0029883+3.9711e-05i,0.0012805+0.00098873i,0.00012397+0.00014893i,0.003399+0.0015729i,-0.0013102+0.0014292i,0.0021212+2.7312e-05i,0.0027188+0.00067768i,0.00092775+5.0962e-05i,-0.00057267-0.0027234i,0.0025666-0.001136i,0.0025127+0.00067462i,0.00026218+0.0011012i,0.00071814+0.0014646i,0.0004428+0.0020216i,0.0003842+0.00040261i,2.3491e-05-0.0036332i,-0.0013892-0.0024291i,-0.001282+4.0864e-05i,-0.021701-0.0053586i,-0.010881+0.0068937i,-0.0028888+0.0099798i,0.0025502+0.0033352i,-0.0019427-0.0011836i,0.0017774-0.00086514i,0.0044595+0.012992i
-0.014879+0.0049417i,-0.021469+0.026583i,0.0063676+0.01302i,0.0028214+0.00073573i,0.0045531+0.0012531i,0.0032257+0.0031258i,0.0057486+0.013301i,-0.0098994+0.02718i,0.0012145+0.013705i,0.0037056-0.0020325i,4.1178e-05+0.00042465i,0.00098013-0.0014382i,0.0014685-0.00065521i,-0.00028385-0.0010507i,9.066e-05-0.0014394i,0.0017666-0.00024206i,-0.001138-0.0039588i,0.0016091+0.0030261i,-0.00075963+0.0011955i,0.00076429-0.00042786i,0.001395-0.00048782i,0.00049599+8.8498e-05i,0.0014623+0.0001539i,0.0042967-0.0013113i,0.00075076-0.0039766i,0.00013027+0.00027492i,0.00060486-0.00076207i,0.00063931+7.2354e-05i,7.8068e-05+5.0744e-05i,0.00031687-0.00027062i,-0.00068179+0.0011767i,0.00040823+0.000229i,-0.00029955+0.00078333i,-0.000915+0.00041687i,-0.00085236-7.1345e-05i,0.0033962-0.0040608i,-0.002415-0.001617i,0.00011856-0.00014621i,-0.00082615-0.0010937i,-0.0010806-0.00035168i,0.00063259-0.0011797i,0.00088004-0.00027026i,-1.3633e-05+0.0024823i,-9.239e-05+0.0014853i,-0.015856+0.011105i,-0.019963-0.0068624i,-0.024802-0.013107i,-0.02126+0.0029853i,-0.034208+0.003903i,-0.022829-0.0038713i,-0.023611+0.0013413i,-0.020259+0.018372i,-0.020174-0.01942i,-0.018719-0.013303i,0.0031791-0.0069325i,0.00084818-0.0014489i,-0.00025234-0.0047347i,0.001388+0.0025311i,0.0030763+0.0038779i,0.009214-0.0092338i,0.0083007-0.004848i,0.00029737+0.00012822i,-0.0010691+0.0016296i,0.0020669-0.0016023i,0.0006036-0.0018265i,-0.00095894+0.0036707i,-0.0062799+0.0021186i,-0.00034357-0.00080486i,-0.00016022+0.0034004i,0.0029717+0.0042154i,1.9782e-05-0.0011715i,0.0030529-0.0011659i,0.00098492+0.0008531i,3.0628e-05+0.00051069i,0.0032965+0.00092344i,-0.00013492+0.0015787i,0.0023458-0.00054066i,0.0028945-7.532e-05i,0.00076855-0.00015541i,-0.00095822-0.0017483i,0.0018918-0.0023016i,0.0031338+3.7833e-05i,0.00045418+0.0005268i,0.0014122+0.0014125i,0.001076+0.0017414i,0.00014672+0.00041727i,-0.0011404-0.0030578i,-0.0019755-0.0017249i,-0.0013452+0.00056856i,-0.021432-0.004182i,-0.0090357+0.0094141i,-0.00087221+0.010481i,0.0019356+0.0051196i,-0.0019073-0.0014904i,0.0018244-0.0013532i,0.0063912+0.01205i
-0.014561+0.006844i,-0.017514+0.028983i,0.0069173+0.011433i,0.0024098+0.00042569i,0.0039565+0.00076555i,0.0031859+0.0024079i,0.0072427+0.012431i,-0.0059297+0.026811i,0.0027643+0.012736i,0.0024147-0.0027121i,3.414e-05+0.00041902i,0.00067375-0.0015441i,0.001161-0.0014219i,-0.00025892-0.00081943i,-0.0002116-0.0014117i,0.0015957-0.00084992i,-0.0022714-0.0035829i,0.0023591+0.0023451i,-0.00025647+0.0015895i,0.00074198-0.0007207i,0.0009887-0.0010988i,0.0006318-1.7286e-05i,0.0012518-0.00023217i,0.0027744-0.0025576i,-0.0005889-0.0037105i,0.00057017+2.4097e-05i,0.00019273-0.00092718i,0.00054775-0.00017229i,0.00011216+6.5753e-05i,0.00019947-0.00014513i,-8.4208e-05+0.0012949i,0.00055254+7.8217e-05i,2.4331e-05+0.00092843i,-0.00072545+0.00065804i,-0.00077382+0.00022373i,0.0021254-0.0049311i,-0.0025909-0.00047894i,6.5848e-05-0.00018221i,-0.001202-0.00060971i,-0.0014513-0.00027556i,0.00020819-0.0010622i,0.00074029-0.00051289i,0.00098608+0.002221i,0.00037688+0.0013648i,-0.014087+0.01336i,-0.020964-0.0051403i,-0.024994-0.011845i,-0.020224+0.0046076i,-0.032338+0.0066743i,-0.022611-0.0025773i,-0.02407+0.0049226i,-0.01772+0.020162i,-0.022041-0.018332i,-0.020816-0.012549i,0.0021003-0.0070466i,0.00023968-0.0010497i,-0.001541-0.0035508i,0.0022424+0.0024866i,0.0047691+0.0025216i,0.0051139-0.010573i,0.0025318-0.0040467i,0.00051787+0.0015303i,-0.0011449+0.001352i,0.0011185-0.002175i,6.3527e-05-0.0022592i,0.00016196+0.0035026i,-0.005106+0.003698i,-0.00053365-0.00064459i,0.00073459+0.0030503i,0.0036169+0.0031697i,-0.00057392-0.00082763i,0.0023742-0.002416i,0.0010961+0.00049692i,0.00019984+0.0012979i,0.0033969+0.00042507i,0.00085253+0.00082395i,0.0021977-0.0014032i,0.0027375-0.00082887i,0.00067753-8.8971e-05i,-0.00067535-0.00081143i,0.0002251-0.0030667i,0.004128-0.00039767i,0.00015353+0.00017063i,0.0018891+0.00093577i,0.0014561+0.0010907i,0.0001122+0.00033324i,-0.0015967-0.0023407i,-0.0022123-0.00050072i,-0.0010895+0.0011185i,-0.021229-0.0030931i,-0.0074975+0.010952i,0.00036428+0.010203i,0.0025154+0.0061604i,-0.0024057-0.0011871i,0.0015163-0.0018117i,0.0078721+0.01033i
-0.013712+0.0089505i,-0.012932+0.030648i,0.0073453+0.0099662i,0.0020153+0.00014404i,0.0032734+0.00032051i,0.002834+0.0016062i,0.0088387+0.011042i,-0.0025753+0.026024i,0.004185+0.011525i,0.0015297-0.002224i,-5.7079e-05+0.00053245i,0.0004556-0.0015768i,0.00045851-0.0020124i,-0.00017136-0.00067699i,-0.00050748-0.0012528i,0.0012434-0.001227i,-0.0028201-0.0026859i,0.0027747+0.001517i,0.00051911+0.0017598i,0.00053093-0.00099276i,0.00034899-0.0012668i,0.00072823-0.0001232i,0.0010248-0.00050386i,0.0017498-0.0026619i,-0.001657-0.0034075i,0.00078554-0.00037953i,-0.00014552-0.00080368i,0.00027182-0.00032584i,0.00015229+2.9348e-05i,0.00027548-8.7324e-05i,0.00033677+0.0011894i,0.00058582-4.3138e-05i,0.00038915+0.00090329i,-0.00039714+0.00076864i,-0.00067146+0.00043728i,0.00056912-0.0054i,-0.0024841+0.00034986i,-4.3446e-05-0.00018786i,-0.0013361-0.00018939i,-0.0017215+0.00010893i,-0.00010593-0.00095924i,0.00052468-0.00068208i,0.001667+0.0017271i,0.0008221+0.0011206i,-0.011894+0.015029i,-0.021839-0.0029217i,-0.025739-0.010618i,-0.0191+0.0062998i,-0.030566+0.0086881i,-0.022616-0.0016912i,-0.022902+0.008333i,-0.014126+0.02101i,-0.023626-0.017023i,-0.02337-0.011016i,0.00015803-0.0071336i,-9.4951e-05-0.00038781i,-0.0022018-0.0019031i,0.0028755+0.0021742i,0.0058785+0.00087785i,0.0016384-0.010225i,0.0013667-0.0035145i,0.0019271+0.0024122i,-0.0014007+0.0015048i,0.0006447-0.002336i,-0.00065511-0.0025494i,0.0012892+0.0029632i,-0.0049737+0.0045048i,-0.0011098-0.00044082i,0.0016319+0.0025304i,0.0044557+0.0022181i,-0.0010127-0.00040343i,0.001011-0.0029125i,0.00079071+0.00020264i,0.0011342+0.0015679i,0.003157-0.00016549i,0.00062706-0.00019009i,0.0013492-0.002035i,0.0022205-0.0017288i,0.00068026-1.247e-05i,-0.00027432-0.00049835i,-0.0013193-0.0023175i,0.0011792-0.0019116i,-0.00044624+0.00034414i,0.002053+0.00039313i,0.0016833+0.00031741i,0.00030586+0.00010879i,-0.0019175-0.0017304i,-0.0013599+0.00037129i,-0.00080083+0.0015799i,-0.02121-0.0017128i,-0.0060928+0.013074i,0.00081285+0.0099272i,0.0033925+0.0067183i,-0.0028659-0.00022965i,0.00094854-0.0019374i,0.0084621+0.0082155i
