-0.00094516-0.042567i,-0.00012522-0.047496i,-0.0084046-0.048317i,-0.031232-0.02345i,-0.02289+0.010482i,-0.037175-0.033218i,-0.065005-0.058134i,-0.019321-0.07146i,-0.024339-0.045888i,-0.0010789+0.016653i,-0.010711+0.012613i,-0.014089+0.013854i,0.0039855+0.013588i,-0.0027948-0.001892i,0.0019911+0.0060759i,0.00029063+0.033553i,0.02161+0.060336i,0.0012848-0.00060618i,-0.0037472-0.0094855i,0.0064266+0.0037697i,0.0015624+0.0015621i,-1.9568e-05+0.0028502i,-0.00017354-0.00050585i,-0.038415-0.0086473i,-0.0028389-0.0076269i,-0.001018+0.0045312i,0.0039973-0.00019507i,-7.546e-05+0.00045376i,0.00069963-0.00074992i,-2.4844e-05-0.0023372i,-0.0017719-0.0056451i,-0.0031274-0.0062681i,-0.001185-0.0073025i,0.0031341-0.00014423i,0.0027892-0.0017471i,-0.0011013+0.037912i,0.0065718-0.0040318i,0.0029464-0.00094894i,0.0048876-0.00056441i,-0.013183-0.0050088i,-0.00089563+3.4686e-05i,0.0088866-0.001805i,0.0035595+0.0011857i,-0.004345+0.001826i,-0.00015731+0.0091809i,-0.0041893+0.016437i,0.024737-0.083127i,-0.00058435-0.05538i,-0.023937-0.044331i,-0.019941-0.037445i,0.061876-0.017723i,0.03047-0.059019i,0.03927-0.045077i,0.033835-0.053486i,0.019269-0.015662i,0.0075876+0.012015i,0.023435-0.035736i,-0.0081653-0.0052231i,0.0029765-0.0013402i,-0.002586-0.0049176i,0.0041141-0.031766i,-0.025327+0.031122i,0.0086279-0.010312i,-0.012071-0.0021053i,-0.0046614-0.0017359i,0.00064571-0.014572i,-0.010599+0.0056634i,0.0032638+0.006509i,-0.013698+0.030366i,0.0057267+0.0066108i,-0.0057963-0.0014827i,-0.0012077-0.0025758i,-0.011878-0.0076763i,6.5563e-05-0.0034922i,-0.034967+0.010237i,0.0019781-0.012696i,-0.0088738-0.0022278i,-0.0070207-0.0034669i,0.006517+0.0017996i,-0.0085807+0.0025687i,0.00011168+0.0018528i,0.0050729+0.010085i,0.0049071+0.00060061i,-0.0097283-0.010197i,0.0018949+0.0085957i,-0.0206+0.0055576i,0.0063421+0.0028621i,-0.028138-0.008216i,-0.036469-0.0012974i,0.026614-0.07981i,0.013925-0.009243i,-0.043344-0.027818i,-0.025264-0.0056195i,0.017571+0.012054i,-0.027043+0.011632i,-0.012288-0.0098349i
-0.011392-0.0086382i,-0.042751-0.0025304i,-0.011551+0.023029i,0.0030238+0.0098353i,0.0059007+0.011117i,0.0041051+0.0086766i,-0.0086632+0.017533i,-0.034028+0.0085486i,-0.016509+0.0139i,0.00048686+0.0041477i,-0.00052711-0.0022066i,-0.00018593+0.0019504i,-0.0018705+0.0016508i,0.0020975+0.00075805i,0.00017611+0.0011232i,-0.0002081+0.0012419i,0.0015058+0.00062432i,-0.0037375-0.00029338i,-0.0002609-0.0013564i,-0.0003491+0.0011898i,-0.00014874+0.00082092i,0.00084128+0.0010143i,-0.00083677+0.00047702i,0.0017741+0.0035155i,0.0019286+0.0024798i,-0.00012305+0.00089263i,-0.00073207+0.00091383i,-0.00081358+0.00029035i,-0.00098262+0.00034327i,-0.00092455+0.0018785i,-7.4763e-05-0.00078196i,-1.2536e-05-0.00045915i,-0.00025033-0.00054646i,0.0010354-0.00046499i,0.00024206-0.00062854i,0.0031305+0.0024828i,0.0020189+0.00025589i,-0.0004305+5.4684e-05i,0.0011037+0.00059349i,0.00076308-0.0034904i,0.00034104+0.0017829i,0.00062178+0.0017097i,-0.0016253-0.0012859i,-0.0022788+6.8144e-05i,-0.012661-0.0069903i,-0.0089728-0.019712i,-0.010756-0.027098i,-0.019823-0.012373i,-0.025854-0.021928i,-0.0151-0.010884i,-0.023775+0.0028204i,-0.035913+0.0092855i,-0.0067028-0.018793i,-0.0068932-0.014647i,0.011993+0.0043288i,0.00098099+0.00026624i,0.0026465-0.0024247i,0.0028124+0.00092947i,4.788e-05-0.001814i,0.00012305+0.0097237i,0.0037636-0.00025952i,0.0011955+0.0034409i,-0.0026813-0.00091472i,-0.0014825+0.00043433i,0.0013601-0.00019303i,-0.0022067-0.0002869i,-0.0012062-0.0024322i,0.0019514+0.0029257i,-0.0045353-0.0044361i,-0.0049316+0.0010886i,-0.001859+0.0019695i,0.0010827+0.0012295i,-0.00012713+0.00041922i,0.0019642+0.00073815i,-0.0061718+0.0025852i,0.0012283-0.004221i,0.00094063+0.0019003i,-0.0028338+0.0010121i,0.0014651+0.00024896i,0.0045622+0.00076628i,0.0012152+0.0015137i,-0.00073444+0.0018526i,-0.0004503+6.7443e-05i,0.0029146+0.0027826i,-0.00095037-9.8518e-05i,-0.0022918+0.0030348i,0.0017245+0.0020423i,0.0046676-0.0004722i,0.00055875-0.0010346i,-0.019017-0.02031i,0.0073492-0.012404i,0.00078163+0.00036027i,0.0087342+0.014204i,-0.0011636-0.0073406i,0.0023606-0.001036i,-0.0023571+0.01097i
-0.013118-0.0071982i,-0.041641+0.0044862i,-0.0072316+0.022875i,0.0044538+0.0082754i,0.0069712+0.0093253i,0.0041954+0.0072719i,-0.0058707+0.018251i,-0.03177+0.012675i,-0.013366+0.016261i,0.0012376+0.0040073i,-0.0014789-0.0015229i,0.00088489+0.0019204i,-0.0010375+0.0018988i,0.0024984-0.00015035i,0.00076598+0.0010091i,-5.913e-05+0.0013476i,0.0019316+0.00032312i,-0.003764+0.00095786i,-0.00083311-0.00087049i,0.00019928+0.0013035i,6.0144e-05+0.00075952i,0.0011208+0.0004701i,-0.00079969+0.00087553i,0.0024239+0.0032108i,0.0029752+0.001896i,0.00034237+0.00076766i,-0.00023535+0.001159i,-0.00066871+0.0006229i,-0.00060825+0.00064141i,-0.00018746+0.0018746i,-0.00035772-0.00098105i,-0.00031667-0.00010196i,-0.00040279-0.00038267i,0.00065462-0.00093283i,6.873e-05-0.00062891i,0.0036581+0.0015806i,0.001936-0.00054093i,-0.00038252+0.00028396i,0.0011902-1.4189e-05i,-0.00046729-0.0035156i,0.0010624+0.0016099i,0.0011584+0.0012081i,-0.0018971-0.0008992i,-0.0023115+0.00075221i,-0.015177-0.0051595i,-0.012233-0.019034i,-0.013247-0.027425i,-0.021529-0.010797i,-0.029174-0.019965i,-0.015435-0.010522i,-0.020405+0.0031472i,-0.031925+0.012301i,-0.0080464-0.02046i,-0.0074224-0.015439i,0.012763-0.00031974i,0.0011284+0.00059211i,0.002218-0.0012456i,0.0025969+0.000496i,-0.00088473-0.0022884i,0.0038954+0.010305i,0.0028311-0.00035783i,0.0025811+0.0032112i,-0.002968-0.00076681i,-0.001614+0.0013797i,0.0014011-0.00065084i,-0.0023603-0.00026957i,-0.00095024-0.002498i,0.0027071+0.0011315i,-0.0050958-0.0022309i,-0.005099+0.002873i,-0.00064949+0.0026679i,0.0007918+0.0010543i,-0.00016955+0.00075447i,0.001527+0.00011684i,-0.0046745+0.0052839i,-0.00023357-0.0042943i,0.0012237+0.0013935i,-0.0017079+0.0024785i,0.0012541+0.00016126i,0.0047438-0.00020535i,0.0010775+0.00090983i,-0.00031277+0.0022325i,-0.00077132+0.00022971i,0.0028133+0.0010963i,-0.00098308-0.00014376i,-0.0011558+0.0032194i,0.0025563+0.0013157i,0.0047374-0.0021382i,0.00043661-0.0013898i,-0.020923-0.017272i,-0.00046019-0.012901i,-0.0010678+0.0005324i,0.010338+0.010878i,-0.00206-0.0063129i,0.0020591-0.0014589i,-0.0015245+0.011026i
-0.01444-0.0052498i,-0.038943+0.010602i,-0.0035709+0.021937i,0.005262+0.0065069i,0.0075232+0.0074711i,0.0040005+0.006184i,-0.0030175+0.01835i,-0.029366+0.016305i,-0.01014+0.017402i,0.0020667+0.0037609i,-0.0017591-0.00048157i,0.0018002+0.0012129i,-0.00024549+0.0019071i,0.0021009-0.001078i,0.0013269+0.00051974i,0.00020284+0.0014277i,0.0024631-0.00022988i,-0.0033759+0.0023528i,-0.00077874-0.00043981i,0.00080089+0.0010332i,0.00017131+0.00074321i,0.0010028-7.341e-06i,-0.00056593+0.0013363i,0.003212+0.0026341i,0.0037131+0.00067888i,0.00064349+0.00040693i,0.00037601+0.0011234i,-0.00038368+0.00083641i,-0.00027853+0.00067439i,0.00051755+0.0016724i,-0.00070923-0.0010499i,-0.00028443+0.00022843i,-0.00062087-0.00026992i,7.7061e-05-0.0010302i,-9.4963e-05-0.00060689i,0.0040615+0.00077976i,0.0015266-0.001195i,-0.00011677+0.00043445i,0.001-0.00047678i,-0.0015529-0.0027544i,0.0014906+0.0011521i,0.0012564+0.00056979i,-0.0021055-0.00041812i,-0.0016832+0.0011778i,-0.017159-0.0026617i,-0.015252-0.01703i,-0.017022-0.026807i,-0.023152-0.0080818i,-0.032771-0.016945i,-0.016572-0.010967i,-0.017883+0.002258i,-0.028504+0.013805i,-0.0099338-0.02128i,-0.0091162-0.016432i,0.011012-0.0028835i,0.001627+0.00049693i,0.0029146-0.00051599i,0.0021678+2.7381e-05i,-0.0022693-0.001571i,0.0076564+0.0090067i,0.002255+0.00013157i,0.0037224+0.0023351i,-0.0036576-0.00013781i,-0.00083487+0.0022749i,0.00085258-0.0010209i,-0.0028193-7.212e-05i,-0.0013688-0.0030284i,0.0019125-0.00028756i,-0.0053538+0.0001732i,-0.0039677+0.0047642i,0.00054652+0.0024958i,0.00071529+0.0012816i,-3.1518e-05+0.00079732i,0.0012533+6.9349e-05i,-0.0018749+0.0059906i,-0.0018249-0.0036843i,0.0013122+0.0011614i,-0.00054537+0.0030383i,0.0011617+9.2867e-05i,0.0043064-0.0014368i,0.0009677+0.0010678i,0.00029937+0.0024204i,-0.00073365+0.00050606i,0.0018811+0.00025703i,-0.0012396-1.1614e-05i,0.00026346+0.0028904i,0.0029823+0.00026258i,0.0039381-0.0032498i,-8.4935e-05-0.0014591i,-0.022199-0.014482i,-0.0060836-0.010255i,-0.0029726+0.0016791i,0.010463+0.0073191i,-0.0030492-0.0048859i,0.0015836-0.0015312i,-0.001127+0.011372i
-0.015471-0.0031642i,-0.035366+0.015104i,-0.00043421+0.020572i,0.0056018+0.0047472i,0.0076551+0.0056315i,0.0038146+0.0054219i,-0.00040117+0.01765i,-0.026556+0.01996i,-0.0068076+0.017634i,0.0030164+0.0031414i,-0.0014219+0.00030181i,0.0020456+0.00030393i,0.00041924+0.0016979i,0.0014921-0.0014875i,0.0014544-0.00015619i,0.00060132+0.0014119i,0.0028055-0.0011319i,-0.0022798+0.0032254i,-0.00088416-0.00040984i,0.0010619+0.00048207i,0.00038041+0.00085662i,0.0006681-0.00024583i,-3.3138e-06+0.0016498i,0.0037755+0.0017695i,0.0038357-0.00064068i,0.00067443-9.6181e-05i,0.00083975+0.0007971i,-4.4645e-05+0.00096825i,-5.0677e-05+0.00054561i,0.0010961+0.0011679i,-0.0010931-0.00086577i,-9.0932e-05+0.00045043i,-0.00071724+4.2061e-05i,-0.00035883-0.00084734i,-0.00018178-0.00051812i,0.0043196-6.9232e-05i,0.00080705-0.0016487i,7.3673e-05+0.00035123i,0.00079734-0.00077442i,-0.0021352-0.0016777i,0.0016708+0.00057991i,0.0011275+0.00018942i,-0.0022503+0.00014202i,-0.0012708+0.0010561i,-0.018266+0.00038893i,-0.01722-0.014482i,-0.020858-0.024764i,-0.023603-0.0049686i,-0.0353-0.012825i,-0.018614-0.01054i,-0.016853+0.00031987i,-0.025752+0.014576i,-0.012158-0.021351i,-0.011823-0.016965i,0.0091606-0.0046881i,0.0020458+0.00019059i,0.004011-0.00092355i,0.0013797-2.5835e-05i,-0.0027323+1.1316e-05i,0.010838+0.0063881i,0.0024295+0.00068157i,0.0043838+0.0011245i,-0.0037451+0.0010746i,0.00041004+0.0024405i,0.00041596-0.00086632i,-0.0031956+0.00053321i,-0.0025219-0.0031999i,0.0011657-0.00054436i,-0.0046233+0.001607i,-0.0019798+0.0057302i,0.0014086+0.0018349i,0.0011666+0.0015995i,-7.6909e-05+0.001108i,0.0011863-0.00013967i,0.00061811+0.0057643i,-0.002852-0.0020089i,0.0016627+0.00105i,0.00072987+0.0029847i,0.00098253+2.1827e-06i,0.0034537-0.0025077i,0.0015405+0.0012639i,0.0011576+0.0022545i,-0.00083554+0.00061773i,0.0010362+0.00011556i,-0.0012797+0.00048665i,0.0010524+0.0018753i,0.0029542-0.0007243i,0.0029009-0.004124i,-0.00074991-0.001188i,-0.022761-0.011715i,-0.0096887-0.0055054i,-0.0042723+0.0033744i,0.0090749+0.0043512i,-0.0034237-0.0033066i,0.0012067-0.001285i,-0.00031014+0.0121i
-0.016017-0.00069252i,-0.032299+0.018437i,0.0020751+0.018926i,0.0053872+0.0030081i,0.007339+0.0038617i,0.0037831+0.0046578i,0.0016814+0.01665i,-0.022939+0.023148i,-0.0041771+0.017027i,0.003679+0.0020791i,-0.00087639+0.00071214i,0.0019475-0.00040237i,0.00098308+0.0012532i,0.00096458-0.0016648i,0.0013624-0.00078857i,0.0010077+0.001178i,0.0026608-0.0021647i,-0.0012886+0.0034842i,-0.0012829-0.0001265i,0.00096906+1.5194e-06i,0.00069835+0.00083012i,0.00049572-0.00027578i,0.00064051+0.0016162i,0.0041814+0.00064681i,0.0035006-0.0020362i,0.00033394-0.00051544i,0.0010182+0.00035236i,0.00032728+0.00084312i,0.00012081+0.00042167i,0.0012409+0.00047667i,-0.0014302-0.00035682i,0.00020191+0.0004102i,-0.00064523+0.00033571i,-0.0006692-0.000595i,-0.00024958-0.00048187i,0.0044813-0.00084809i,0.00010446-0.0017947i,0.00019952+0.00016593i,0.00057369-0.00097908i,-0.0019622-0.00063079i,0.0017496+3.3869e-05i,0.00086125+6.7099e-05i,-0.0021245+0.00084165i,-0.0013524+0.00098904i,-0.018636+0.0035844i,-0.018277-0.012017i,-0.023796-0.021694i,-0.023097-0.0025848i,-0.036896-0.0083893i,-0.020557-0.0090652i,-0.017654-0.0011828i,-0.023689+0.014883i,-0.014288-0.021465i,-0.014422-0.01656i,0.0074394-0.0058368i,0.0023101-0.00032603i,0.0045346-0.0024106i,0.00078585+0.00046034i,-0.0023385+0.0016698i,0.012985+0.0029678i,0.0028403+0.00055532i,0.0040979-0.000416i,-0.0032361+0.0019515i,0.0014623+0.0018431i,0.0004582-0.00061904i,-0.003328+0.001395i,-0.0038197-0.0032163i,0.00079614-0.00067561i,-0.0038818+0.0024701i,-3.2197e-05+0.00583i,0.0019823+0.00098195i,0.0019665+0.0015226i,0.00026239+0.0013834i,0.00077697-0.00036522i,0.002341+0.0046263i,-0.0028003-0.00037685i,0.0019741+0.00062578i,0.001755+0.0023731i,0.0009344+9.6882e-05i,0.0023869-0.0031541i,0.0022333+0.00056494i,0.0018547+0.0018193i,-0.00076599+0.0011196i,0.0005152+0.00046895i,-0.0010416+0.00091377i,0.00094553+0.0010313i,0.0026888-0.0019369i,0.0012421-0.0045182i,-0.0010557-0.00076918i,-0.022842-0.0093783i,-0.011104-0.0010015i,-0.0049097+0.0054947i,0.0068566+0.0026628i,-0.0030018-0.0020723i,0.0012317-0.00095222i,0.00097376+0.012766i
-0.015699+0.0017011i,-0.029301+0.021763i,0.0041006+0.016867i,0.0045858+0.0016128i,0.0065498+0.0023856i,0.0036909+0.0039613i,0.003376+0.015569i,-0.019058+0.025254i,-0.001999+0.016306i,0.0040433+0.00089807i,-0.00031515+0.00069186i,0.0017454-0.00088193i,0.0013077+0.00061496i,0.00040021-0.0017195i,0.001008-0.0012201i,0.0013806+0.00089309i,0.0020527-0.0032559i,-0.00032345+0.0036824i,-0.0012505+0.00048568i,0.00076488-0.00021271i,0.00095655+0.00072009i,0.00025443-0.00016142i,0.0011744+0.0012711i,0.0041238-0.00090633i,0.0025279-0.0029651i,-0.00013666-0.00036488i,0.001045-0.00012296i,0.0005243+0.00078284i,0.00025749+0.00020841i,0.0010065-4.7317e-05i,-0.0014653+0.00027054i,0.00032694+0.00028224i,-0.00051627+0.00043195i,-0.00080186-0.00027189i,-0.00040488-0.00055141i,0.0045535-0.0018692i,-0.00024641-0.0017002i,0.00023335+4.4147e-05i,0.00029825-0.0011548i,-0.0014965-0.00010797i,0.0015207-0.00056404i,0.00082145+5.1426e-05i,-0.0017893+0.0014523i,-0.0011749+0.00142i,-0.018432+0.0067172i,-0.018756-0.0098679i,-0.025436-0.018116i,-0.02286-0.00076031i,-0.037475-0.0036615i,-0.021576-0.007233i,-0.019479-0.0016615i,-0.022424+0.015248i,-0.016693-0.021171i,-0.016867-0.015271i,0.0058097-0.0062622i,0.002216-0.00097727i,0.0038497-0.0046953i,0.00057679+0.0011032i,-0.0013324+0.0030392i,0.013792-0.0013307i,0.0032908+0.00030141i,0.0028088-0.0013457i,-0.0023369+0.0023928i,0.0021837+0.001065i,0.00083069-0.00079966i,-0.003009+0.002443i,-0.0054685-0.00255i,0.00046529-0.00097802i,-0.002712+0.003046i,0.0015677+0.0053362i,0.0019575-0.00019072i,0.0025005+0.00078491i,0.00062457+0.0014816i,0.00022236-0.00024113i,0.0032466+0.0032907i,-0.0021481+0.0006899i,0.0020285+0.00016188i,0.0022647+0.0015298i,0.00090985+5.4089e-05i,0.00098114-0.0033113i,0.0024899-0.00035727i,0.0022357+0.0010991i,-0.00050472+0.0012966i,0.00031261+0.00093698i,-0.00080414+0.0014096i,0.00061345+0.00055779i,0.0017625-0.0031487i,-9.8719e-05-0.0039971i,-0.0011912-0.00038781i,-0.022652-0.0071786i,-0.011471+0.0030257i,-0.0044582+0.0078901i,0.004548+0.002332i,-0.0022119-0.001256i,0.0015235-0.00086194i,0.0025834+0.012937i
-0.015153+0.003435i,-0.026032+0.02476i,0.0051122+0.014836i,0.0036174+0.00092985i,0.0054819+0.0014759i,0.0034885+0.003377i,0.0046964+0.014536i,-0.014803+0.027074i,-0.00020706+0.015479i,0.0040917-0.00052197i,-7.0581e-05+0.00045241i,0.0014615-0.0012798i,0.0013971+1.9665e-05i,-0.00013999-0.0014737i,0.00054495-0.001403i,0.0016969+0.00042041i,0.00098217-0.0041585i,0.00087974+0.0036116i,-0.00096263+0.00086867i,0.00068856-0.00026963i,0.0015311+0.00024446i,0.00027808+5.0092e-05i,0.0014963+0.00072461i,0.0035177-0.0022431i,0.0012344-0.0038339i,-0.00016059-5.3725e-07i,0.00091097-0.00051674i,0.00070063+0.0005281i,0.00016881+6.6272e-05i,0.00067847-0.00026248i,-0.0013225+0.00099476i,0.00026876+0.00023805i,-0.00045618+0.00055246i,-0.0008526+0.00015424i,-0.00058708-0.00057576i,0.0041043-0.002926i,-0.00082957-0.0016588i,0.00018684-6.5478e-05i,-3.6373e-05-0.0013702i,-0.0010962-6.7784e-05i,0.0010743-0.00085932i,0.00096383-1.8581e-05i,-0.0012554+0.0020442i,-0.00061591+0.0017007i,-0.0176+0.0099165i,-0.019309-0.00843i,-0.025707-0.014961i,-0.022703+0.0014064i,-0.037165+0.00097818i,-0.022429-0.0055719i,-0.021824-0.00075306i,-0.021657+0.016347i,-0.018583-0.020505i,-0.018534-0.013516i,0.0044275-0.0063104i,0.0016251-0.0015337i,0.0015879-0.0055092i,0.00079653+0.0018546i,0.00056911+0.0041623i,0.012465-0.0057996i,0.0039753-0.00037077i,0.0013157-0.0012567i,-0.0014745+0.0022987i,0.0025815-0.00022856i,0.00075448-0.0012959i,-0.0021326+0.0034328i,-0.0067368-0.0010388i,-7.9017e-05-0.00089765i,-0.001683+0.003242i,0.0027128+0.0044244i,0.0011442-0.0010315i,0.0027536-8.9722e-05i,0.00077724+0.0011791i,0.00019806+0.00022453i,0.0035321+0.0017943i,-0.0013109+0.0012322i,0.0021625-0.00014225i,0.0024199+0.00073372i,0.0010105+0.00011628i,-0.00025761-0.0025919i,0.0024795-0.0013092i,0.002575+0.00030031i,0.00029359+0.0011506i,0.00065533+0.0014728i,0.00018445+0.0021034i,0.00035434+0.00038925i,0.00011232-0.0035328i,-0.00089228-0.0032288i,-0.0012586+8.8704e-05i,-0.022298-0.0055626i,-0.010833+0.0067815i,-0.0029091+0.009755i,0.0027567+0.0033585i,-0.0014348-0.0012124i,0.0016744-0.0011735i,0.0043008+0.012658i
-0.014867+0.0051307i,-0.022381+0.027649i,0.0059384+0.013441i,0.0029455+0.00057511i,0.0046241+0.0010747i,0.0033687+0.0028587i,0.0060222+0.013658i,-0.010341+0.027676i,0.0017238+0.014655i,0.0034496-0.001914i,-6.5877e-05+0.00038563i,0.0011177-0.0015147i,0.0013982-0.00060144i,-0.00030185-0.0010354i,0.00016264-0.0014401i,0.0017837-0.00025974i,-0.0004347-0.0042755i,0.0018324+0.002998i,-0.00069822+0.0011556i,0.00072926-0.00041593i,0.0014025-0.0006195i,0.0004491+9.3741e-05i,0.0015163+0.00016645i,0.0022973-0.0029072i,0.0002255-0.0040077i,0.00016767+0.00019145i,0.00055472-0.00085727i,0.00073866+0.00030714i,0.00014228+3.3999e-05i,0.00034442-0.00028913i,-0.00078946+0.0014121i,0.00038844+0.00020223i,-0.00027531+0.00082112i,-0.00066122+0.00049337i,-0.00073382-0.00032402i,0.0032788-0.0039631i,-0.0014014-0.0014182i,0.00010123-0.00016988i,-0.00065042-0.0013599i,-0.0011455-0.00028118i,0.00062471-0.0010372i,0.00098253-0.00022898i,-0.00033504+0.0023837i,-0.00011+0.0018089i,-0.015825+0.012477i,-0.019992-0.0070341i,-0.025609-0.012894i,-0.021806+0.0035444i,-0.035493+0.0047933i,-0.022735-0.0035496i,-0.023651+0.0017419i,-0.020113+0.018393i,-0.02065-0.019773i,-0.01969-0.012508i,0.0037337-0.0065917i,0.00077939-0.001517i,-0.00036836-0.0049263i,0.0014089+0.0024812i,0.0030494+0.0038529i,0.0092859-0.0092411i,0.0033704-0.0020656i,0.00042851+1.2401e-05i,-0.00090275+0.0019152i,0.0021511-0.0014877i,0.0005245-0.0017289i,-0.00080509+0.0037981i,-0.0077992+0.00084223i,-0.00028772-0.00069222i,-0.00048275+0.003234i,0.0035252+0.0034391i,0.000205-0.0011164i,0.0028424-0.0011595i,0.0010885+0.0010867i,8.0651e-05+0.0005112i,0.0033468+0.00098861i,-0.00023007+0.0014681i,0.0023055-0.0007095i,0.0027005+2.6877e-05i,0.00088109-0.00013931i,-0.00066376-0.0016154i,0.0017837-0.0024068i,0.0025098-0.00063309i,0.00043316+0.00056929i,0.0013797+0.0015185i,0.0012721+0.0022839i,0.00015289+0.00038847i,-0.00093158-0.0029297i,-0.0016566-0.0024829i,-0.0013378+0.00062835i,-0.022189-0.0041418i,-0.0090811+0.00941i,-0.00091002+0.010344i,0.0021007+0.0050843i,-0.0015974-0.0017484i,0.0015361-0.0013981i,0.0060849+0.011942i
-0.014438+0.0070145i,-0.018112+0.030159i,0.0069337+0.012048i,0.0024838+0.00027089i,0.0039988+0.00061299i,0.003276+0.0021194i,0.0076328+0.012765i,-0.0063158+0.027334i,0.0033816+0.013572i,0.0022515-0.0023655i,-8.9157e-05+0.00041034i,0.00079407-0.0015911i,0.001115-0.0013374i,-0.00027335-0.0007918i,-0.00014084-0.0014196i,0.0016023-0.00087328i,-0.0018145-0.0039109i,0.0024537+0.0023403i,-0.00024992+0.0014675i,0.00071879-0.00069051i,0.00094079-0.0011503i,0.00058881+4.6035e-06i,0.0012889-0.00024292i,0.0012547-0.0029147i,-0.0012643-0.0037751i,0.00054112-6.1839e-05i,9.4212e-05-0.0010469i,0.00067982-0.00012536i,0.00017987-2.2837e-05i,0.00022933-0.00015923i,-0.00012137+0.0014623i,0.00056778+8.5248e-05i,4.0204e-05+0.00097501i,-0.00040603+0.00066219i,-0.00073574-3.1987e-05i,0.0020771-0.0047243i,-0.0020155-0.00065467i,5.5399e-05-0.00018547i,-0.0011675-0.00092682i,-0.0014412-0.00013444i,0.00024948-0.00097389i,0.00085149-0.00051362i,0.00067818+0.0022941i,0.00046669+0.0016904i,-0.013819+0.014531i,-0.020936-0.0054072i,-0.025846-0.011432i,-0.020634+0.0052796i,-0.033514+0.0076979i,-0.022464-0.002286i,-0.024094+0.0053747i,-0.017683+0.02015i,-0.022538-0.018534i,-0.02154-0.011437i,0.0028401-0.0072738i,0.00014286-0.0010951i,-0.0017059-0.0036583i,0.0022929+0.0024817i,0.0047647+0.0024596i,0.005225-0.01069i,0.0031188-0.0028292i,0.00048274+0.0014611i,-0.00095831+0.0015657i,0.0012979-0.0021188i,3.7252e-05-0.0020931i,0.00030468+0.0035578i,-0.0072192+0.0029546i,-0.00045081-0.00055208i,0.00045441+0.0028434i,0.0039707+0.0029153i,-0.00046351-0.00082795i,0.0021923-0.0023623i,0.001192+0.00058662i,0.00018472+0.0012005i,0.0033008+0.00047009i,0.00072891+0.0007977i,0.002078-0.0014845i,0.0027608-0.00080805i,0.00077417-0.00013229i,-0.00050007-0.00077565i,4.1632e-05-0.0031519i,0.0015873-0.0010028i,0.00012079+0.00028834i,0.0019413+0.0010677i,0.0021139+0.0013963i,0.00012043+0.00029484i,-0.0015649-0.0024608i,-0.0020914-0.0011574i,-0.0010465+0.0011835i,-0.022084-0.0029263i,-0.0076331+0.01099i,0.00038605+0.010057i,0.0026278+0.0060655i,-0.0023307-0.0016405i,0.0012017-0.0016255i,0.0076546+0.010326i
-0.013512+0.0090861i,-0.01314+0.031718i,0.0076297+0.01066i,0.002069+1.1913e-05i,0.0033244+0.00013822i,0.002862+0.0013499i,0.0093136+0.0113i,-0.0028488+0.026635i,0.0048708+0.012181i,0.0019231-0.0023358i,-0.0001672+0.00055515i,0.00054421-0.0016306i,0.00054059-0.0019064i,-0.0001811-0.00063994i,-0.00046694-0.0012889i,0.0012233-0.0012351i,-0.0025566-0.0030951i,0.0028071+0.0015594i,0.00042027+0.0015991i,0.00053625-0.00096381i,0.0002792-0.0013631i,0.00069126-9.8767e-05i,0.0010546-0.00051612i,0.00062452-0.0027546i,-0.002125-0.0032706i,0.00068082-0.00042819i,-0.0003376-0.00097008i,0.00034853-0.00033166i,0.00017269-8.9244e-05i,0.00025158-9.4242e-05i,0.00030836+0.0012377i,0.00068032-4.5065e-05i,0.00043827+0.00090662i,-0.00014302+0.00071375i,-0.00070134+0.00018695i,0.00058448-0.0052944i,-0.0021193+0.00016179i,-5.139e-05-0.00018273i,-0.0014258-0.00047242i,-0.0017158+0.00020776i,-9.123e-05-0.0008757i,0.0006443-0.0006991i,0.0014664+0.0017616i,0.0010551+0.0014446i,-0.011572+0.016089i,-0.021994-0.0032222i,-0.026369-0.0099308i,-0.019414+0.0069577i,-0.0316+0.0097661i,-0.022457-0.0014677i,-0.022972+0.0088254i,-0.014257+0.020943i,-0.02405-0.017114i,-0.023832-0.0097059i,0.0013812-0.0076002i,-0.00025405-0.00042332i,-0.0023455-0.0018931i,0.0029158+0.0021205i,0.0058649+0.00078312i,0.0015757-0.010301i,0.0017887-0.0031656i,0.0015873+0.0026658i,-0.0011575+0.0016461i,0.00091716-0.0024021i,-0.00062919-0.0023038i,0.0013943+0.0030238i,-0.0057637+0.0043618i,-0.00096672-0.00039168i,0.001275+0.0023635i,0.0044772+0.001837i,-0.00094487-0.00045343i,0.00062477-0.0028484i,0.00083137+0.00025431i,0.0010365+0.0014874i,0.0030669-6.4291e-05i,0.00044286-0.00017144i,0.0013294-0.0020219i,0.0021524-0.0018167i,0.00076615-0.00015765i,-0.00018177-0.00052523i,-0.001585-0.002255i,0.0012705-0.0013902i,-0.00035342+0.0004129i,0.0021695+0.00051254i,0.0029474+0.00041477i,0.00021835+7.828e-05i,-0.0020136-0.0018334i,-0.0014739+0.00010201i,-0.00073286+0.0016019i,-0.021935-0.0015228i,-0.0062551+0.013051i,0.00088751+0.0098057i,0.0033802+0.0065888i,-0.0029217-0.00068599i,0.00077145-0.0017616i,0.0083506+0.0082375i
