-0.024244-0.0388i,-0.011587-0.049534i,-0.017821-0.045147i,-0.031147-0.035385i,-0.030124-0.016567i,-0.050759-0.028027i,-0.05831-0.025939i,-0.045017-0.038553i,-0.029661-0.037002i,0.0079629+0.013051i,-0.0051717+0.015915i,-0.0047855+0.014409i,0.0097826+0.021546i,0.00037888+0.0046766i,0.0034493+0.003028i,0.0065045+0.018007i,0.027317+0.038898i,-0.0024731-0.00066096i,-0.0041879-0.0058679i,0.0078116+0.001487i,-3.5729e-05-0.00081986i,-0.00098704+0.0015401i,0.00013855-0.00036754i,-0.030479-0.0025354i,-0.001206-0.0057639i,0.0017608+0.0046114i,0.003829-0.00014551i,-0.00027512+0.00052496i,0.00046317-0.00056759i,-0.00030849-0.0026896i,-0.00158-0.0060805i,-0.0045494-0.0041665i,-0.0018416-0.0049785i,0.00231-0.00069671i,0.0024081-0.0028075i,0.0025214+0.026067i,0.0018587-0.0030762i,0.0027982+0.00078147i,0.0061926+0.0009359i,-0.010252-0.0033747i,-0.0032917+0.00056423i,0.0067359+0.0013251i,0.0056+0.00029205i,-0.0035055+0.0057329i,0.0016439-0.0083795i,-0.011375+0.017729i,0.035636-0.09096i,0.012059-0.070254i,-0.01582-0.060207i,-0.016813-0.055682i,0.038623-0.047143i,0.016758-0.062906i,0.034203-0.05613i,0.031406-0.060004i,0.015848-0.013717i,0.0044518+0.016966i,0.016702-0.026255i,-0.011153+0.0060936i,-0.00073544+0.0054383i,-0.0054822-0.00089962i,-0.0024991-0.029002i,-0.023557+0.031512i,0.010314-0.011214i,-0.013121-0.0028046i,-0.00025832-0.0051047i,-0.0010825-0.016111i,-0.0079128+0.0048309i,0.0050758+0.0061043i,-0.0084067+0.031021i,0.004922+0.0057618i,-0.0050679-0.00054969i,-0.0031044-0.0004188i,-0.01243-0.0073439i,-0.00084063-0.0044491i,-0.029702+0.0062416i,0.00022801-0.010075i,-0.0094451-0.0018942i,-0.0065779-0.0027203i,0.0067972+0.0029466i,-0.0076789+0.0014884i,7.3899e-05+0.00057715i,0.0057605+0.010936i,0.0038718+0.0013783i,-0.0093978-0.01004i,0.0031696+0.0082587i,-0.021376+0.0062086i,0.008538+4.9497e-05i,-0.029117-0.0035848i,-0.042308+0.0027581i,0.020264-0.097402i,-0.0017883-0.012235i,-0.053138-0.021603i,-0.022973+0.0013731i,0.018125+0.011041i,-0.024774+0.013007i,-0.018656-0.013245i
-0.012923+0.012717i,-0.036809+0.0080963i,-0.016755+0.020626i,-0.013709+0.016881i,-0.0058612+0.025715i,0.0036409+0.012639i,0.003903+0.012526i,-0.00085259+0.019213i,-0.012781+0.015697i,-0.00090748+0.0022592i,1.9518e-05-0.00087686i,-0.00065932+0.001588i,-0.0020704+0.0012259i,0.0026565+0.00071606i,0.00042362+0.00055511i,0.00067622+0.0014218i,0.00032272+0.001708i,-0.0019182+0.00077416i,-0.00068752-7.1395e-05i,-0.00072373+0.0019179i,1.501e-05+0.00071879i,0.0010061+0.001084i,0.00023275+0.00051509i,0.0012087+0.0033959i,-0.00017325-0.00071008i,-0.00035168+0.00051864i,-0.0011713+0.00053014i,-0.0007765+0.00033729i,-0.00037233-0.00015601i,-0.00029041+0.0011044i,-8.776e-06-0.0017734i,-4.049e-05+0.00019279i,-0.0005446-2.8022e-05i,-1.4428e-05-0.0010177i,0.00012102-0.00048358i,0.0025746+0.0031417i,0.00047098+0.00067188i,0.00011797+0.00075366i,0.00045798+0.0012932i,0.0018467-0.00068237i,-0.00014287+0.00066688i,0.00048244+0.0010756i,0.0008478+0.0005591i,8.7384e-05-7.2261e-05i,-0.021333+0.00015868i,-0.024565-0.0297i,-0.0092663-0.042134i,-0.023977-0.032524i,-0.026787-0.034885i,-0.024854-0.015538i,-0.029317-0.011321i,-0.025683+0.0094863i,-0.010077-0.02538i,-0.010051-0.016667i,0.0097322+0.0053709i,0.004141+0.0017285i,0.0041808-0.0024877i,0.0059448-0.001428i,-0.00012086-0.0015393i,-0.0031325+0.0083791i,0.0016836-0.0013096i,0.0025103+0.0037709i,-0.0025553-0.0022407i,-0.0015467-0.00041651i,0.0010499+0.0010836i,-0.0021364-0.00046372i,-0.00094739-0.0018559i,0.0010427+0.0028728i,-0.0040296-0.0038044i,-0.0049137+0.00081203i,-0.0033465+0.0019874i,0.00059153+0.0011649i,-0.00020744-2.7265e-05i,0.0013023+0.0010591i,-0.004691-0.00070973i,0.0017971-0.0039877i,0.0011133+0.0017675i,-0.0023941+0.00083874i,0.0010549+0.00035789i,0.004913+0.00062984i,0.00068304+0.0011937i,-0.0017551+0.00041199i,-0.0006442+0.00012528i,0.0029607+0.0033257i,-0.0014881-0.00043276i,0.00013469+0.0034891i,0.0013699+0.0026474i,0.0043475-0.00042322i,-0.0014755-0.0014718i,-0.027186-0.037516i,0.0059522-0.0075492i,0.0059539-0.00049504i,0.0096115+0.012838i,0.00056237-0.0094584i,0.0030355-0.0016617i,-0.002094+0.012374i
-0.011254+0.013918i,-0.034592+0.013958i,-0.013018+0.021756i,-0.010569+0.017674i,-0.0018066+0.025095i,0.0046391+0.011394i,0.005333+0.011113i,0.001946+0.017773i,-0.010557+0.017275i,-0.00048189+0.0025599i,-0.00058486-0.00055748i,0.00011923+0.0019555i,-0.0014954+0.0016351i,0.0031846-0.00023377i,0.00078437+0.00026858i,0.00090091+0.0012268i,0.0011656+0.0017173i,-0.0016184+0.0013763i,-0.00078493+0.00042313i,8.1877e-05+0.002088i,6.1665e-07+0.00071444i,0.001361+0.00058041i,0.00023185+0.00052117i,0.001788+0.00319i,-0.00035533-0.00029739i,-3.7359e-05+0.00052955i,-0.00076781+0.0010358i,-0.00058893+0.00066739i,-0.00025365-2.2453e-05i,0.00012233+0.00088554i,-0.00055518-0.0018272i,-9.1437e-05+0.00039963i,-0.00047693+0.00025022i,-0.00046235-0.00098573i,-0.00016689-0.00052595i,0.0034436+0.0021512i,0.00070757+0.00036779i,0.0003228+0.00074527i,0.00082022+0.00084821i,0.0014296-0.0010577i,0.00013319+0.00077692i,0.00087607+0.00073089i,0.0011321+0.00016046i,-0.00010759-1.4616e-05i,-0.021687+0.0026143i,-0.028964-0.026745i,-0.013961-0.042914i,-0.027539-0.029876i,-0.032259-0.031748i,-0.025452-0.013483i,-0.028451-0.0079476i,-0.022546+0.01084i,-0.012611-0.026i,-0.011078-0.016625i,0.010374+0.0022102i,0.0043161+0.0012412i,0.0040546-0.0020738i,0.0052951-0.0027936i,-0.00080341-0.0018493i,0.00016563+0.009655i,0.00054337-0.0013271i,0.0038756+0.0028458i,-0.0032895-0.0021973i,-0.0018604+0.00047777i,0.001649+0.00084433i,-0.0023175-0.00022956i,-0.00083876-0.0017975i,0.002264+0.00153i,-0.0048954-0.001911i,-0.0053752+0.0024471i,-0.0023557+0.0034222i,0.00053478+0.00090699i,-0.00043996+0.00047931i,0.0012254+0.00062802i,-0.0045873+0.0015324i,0.00029902-0.0043554i,0.0014557+0.0011324i,-0.0015648+0.0020872i,0.001008+0.00027508i,0.0049738-0.0004963i,0.00047524+0.00085658i,-0.0014607+0.0011478i,-0.00074492+0.00025606i,0.0027977+0.0016416i,-0.0016444-8.3216e-05i,0.0011145+0.0030057i,0.0022743+0.0021233i,0.0041733-0.0019035i,-0.0014691-0.00099567i,-0.031207-0.033762i,-3.2741e-05-0.0070353i,0.0035781-0.00084498i,0.010904+0.0094976i,-0.00079793-0.0088216i,0.0025361-0.0024089i,-0.0011325+0.012328i
-0.0093443+0.015109i,-0.030892+0.018993i,-0.0095831+0.022185i,-0.0076941+0.017634i,0.0019609+0.023776i,0.0053589+0.010296i,0.0064509+0.0095099i,0.0038933+0.016034i,-0.0077808+0.018572i,0.00015164+0.002678i,-0.00062744-3.0521e-05i,0.00099756+0.0015873i,-0.00084908+0.0019387i,0.0029947-0.0013819i,0.00098079-0.00024948i,0.0011367+0.0010421i,0.0021966+0.0012645i,-0.0010785+0.0018809i,-0.00037012+0.00077575i,0.00084708+0.0017444i,5.9679e-05+0.00092528i,0.0013824-5.9444e-06i,0.00032494+0.00061913i,0.0024479+0.0027496i,-0.00019405-0.00013509i,0.00021625+0.00033069i,-0.00017001+0.0012283i,-0.00027439+0.00084542i,-0.00018698+4.0191e-06i,0.00029613+0.00059622i,-0.0012163-0.0016488i,5.0804e-05+0.0005226i,-0.00043643+0.00040597i,-0.00084966-0.00072306i,-0.00051834-0.00038598i,0.0039127+0.0010857i,0.00071152+3.0443e-05i,0.00061296+0.00065306i,0.00090442+0.00041124i,0.0010211-0.0011083i,0.00033727+0.00076148i,0.00089698+0.00026996i,0.0011567-0.0003559i,8.8397e-05+0.00010724i,-0.021684+0.005356i,-0.032692-0.022273i,-0.020235-0.042541i,-0.031206-0.026301i,-0.037622-0.027214i,-0.026621-0.012134i,-0.027047-0.0052445i,-0.019925+0.011215i,-0.01566-0.025389i,-0.012823-0.016867i,0.0097197-0.00027226i,0.0046121+0.00058973i,0.0045136-0.0022025i,0.003994-0.004005i,-0.0018272-0.0014789i,0.0038413+0.0093306i,-5.7294e-05-0.00060604i,0.0043729+0.0016474i,-0.0042815-0.0014509i,-0.0012841+0.0013464i,0.0019024+0.00017201i,-0.0025413+0.00018453i,-0.0011152-0.0020351i,0.0021448+0.00014418i,-0.0047357-2.3412e-05i,-0.0044778+0.0045963i,-0.00070029+0.0040828i,0.00039289+0.00098435i,-0.0003923+0.00077935i,0.00122+0.00058826i,-0.0035821+0.0031384i,-0.0015126-0.0040827i,0.0013923+0.00081128i,-0.00025398+0.0027666i,0.0010169+0.00027247i,0.004366-0.0015481i,0.00040911+0.0011861i,-0.0010252+0.0018091i,-0.00051431+0.00025328i,0.0019604+0.00086697i,-0.0017661+0.00037692i,0.0021989+0.0020075i,0.0030157+0.0012708i,0.0034125-0.0026746i,-0.0015819-0.00047525i,-0.03449-0.029739i,-0.0050683-0.0045657i,0.00098627-1.199e-05i,0.010576+0.0058547i,-0.0022953-0.0077648i,0.0015447-0.0025389i,-0.00072386+0.012467i
-0.0072531+0.015976i,-0.026346+0.022421i,-0.0063581+0.02205i,-0.00542+0.01713i,0.0049917+0.021709i,0.0061211+0.009274i,0.007093+0.0076285i,0.0054+0.014499i,-0.0046039+0.018967i,0.00087006+0.0025027i,-0.00048374+0.00022658i,0.0013118+0.00093547i,-0.00015892+0.0019943i,0.0024701-0.0021847i,0.00082342-0.00065902i,0.0013834+0.00078801i,0.0029955+0.00024705i,-0.00046116+0.0020943i,-3.472e-06+0.00060774i,0.0012716+0.0011324i,0.00038891+0.0011834i,0.0011144-0.00042284i,0.00055225+0.0006439i,0.0030665+0.0021371i,-0.00014251-0.00020248i,0.00022864+4.6254e-05i,0.00033947+0.0011029i,0.00010135+0.00097698i,-9.4702e-05-1.4456e-05i,0.0003739+0.00029565i,-0.0018661-0.0011898i,0.00019292+0.00056683i,-0.00030783+0.00063204i,-0.0011258-0.00029889i,-0.00069159-8.5875e-05i,0.0040803+4.127e-05i,0.00056826-0.00017202i,0.00085563+0.00040307i,0.00092651+7.9648e-05i,0.00089114-0.00094702i,0.00049733+0.00071378i,0.00075705-3.5708e-05i,0.00097171-0.00078185i,0.00026415-0.00011659i,-0.021223+0.0082118i,-0.034945-0.017398i,-0.026918-0.040073i,-0.033852-0.021925i,-0.041226-0.021059i,-0.02855-0.010221i,-0.025458-0.0037534i,-0.017822+0.011i,-0.017993-0.024063i,-0.015392-0.016676i,0.0083958-0.0019224i,0.0048417-0.00020118i,0.0048736-0.0030274i,0.0022019-0.0043646i,-0.0023863-0.00042003i,0.0068689+0.007534i,-6.3587e-05+8.0798e-05i,0.0044305+0.00055228i,-0.0046503-9.0978e-05i,-0.00019008+0.001445i,0.0019548-0.00040568i,-0.0025777+0.00072585i,-0.0017809-0.0021852i,0.0016555-0.00068998i,-0.0039964+0.0012024i,-0.0025282+0.0057683i,0.00096829+0.0039817i,0.00065915+0.0013156i,-0.00024788+0.0012252i,0.001426+0.00018427i,-0.0019274+0.0040898i,-0.0030916-0.0026513i,0.0015732+0.00070255i,0.0010373+0.0026508i,0.00093975+0.00014455i,0.0036039-0.0025813i,0.0010157+0.0015665i,-0.00035614+0.002322i,-0.00066438+0.00019415i,0.0012751+0.00068763i,-0.0015215+0.00098113i,0.0024503+0.00047139i,0.0035215+0.00020675i,0.0025223-0.0032747i,-0.001611+0.00036758i,-0.037096-0.025643i,-0.0082371-8.8198e-05i,-0.00089129+0.0017431i,0.0085158+0.0030681i,-0.0032207-0.0064879i,0.00087085-0.0019833i,-1.2998e-05+0.012932i
-0.0049264+0.016669i,-0.022302+0.024553i,-0.0036936+0.02162i,-0.0037783+0.016545i,0.0072158+0.019394i,0.0068989+0.0080389i,0.0071208+0.0058372i,0.0067962+0.012937i,-0.0017284+0.018727i,0.0014854+0.0021692i,-0.00026536+0.0004143i,0.0013682+0.00050169i,0.00050261+0.0017602i,0.0017443-0.0027973i,0.00061856-0.00092389i,0.0016332+0.00036224i,0.0032905-0.0010824i,0.00016276+0.0020676i,-5.6692e-05+0.0004226i,0.0013308+0.00057961i,0.00096419+0.0011665i,0.00081335-0.00066204i,0.00080314+0.00049351i,0.0035934+0.0013271i,-0.00028717-0.00024954i,2.8464e-05-0.00021555i,0.0006718+0.00080061i,0.00052872+0.00084591i,-4.796e-05-4.8444e-05i,0.00016872+0.00013863i,-0.002359-0.00041426i,0.00041066+0.00052635i,-7.4129e-06+0.00075147i,-0.0011807+0.00021374i,-0.0006798+0.00023637i,0.0040738-0.0009196i,0.00050553-0.00033035i,0.0010204+7.4348e-05i,0.00086413-0.00023471i,0.00099107-0.00094309i,0.00078871+0.00059871i,0.00053369-0.00014399i,0.00060531-0.001082i,4.1574e-05-0.00035555i,-0.020351+0.011037i,-0.036079-0.012506i,-0.032333-0.035756i,-0.035348-0.017907i,-0.043209-0.014795i,-0.030443-0.0074257i,-0.024814-0.0029057i,-0.01652+0.010545i,-0.019932-0.022564i,-0.017873-0.015809i,0.0072999-0.0026752i,0.0049822-0.0011326i,0.0048517-0.0045022i,0.00074836-0.0040103i,-0.0024147+0.00080294i,0.0089405+0.0049481i,0.00018483+0.00048304i,0.003925-0.0006517i,-0.004438+0.0011202i,0.0004865+0.00081762i,0.0019596-0.00097614i,-0.0024829+0.0012716i,-0.0025408-0.0022823i,0.0012812-0.0012543i,-0.0032121+0.0020197i,-0.00068111+0.0059854i,0.0024155+0.0032339i,0.0013686+0.0013926i,0.00027668+0.001416i,0.0010553-0.0002751i,-0.00014044+0.0042808i,-0.0034587-0.00079524i,0.0017809+0.00037538i,0.001889+0.0019853i,0.00091959+0.00014193i,0.0025013-0.0032652i,0.0017859+0.0011345i,0.00061735+0.0024163i,-0.00089928+0.00056583i,0.00085739+0.00094622i,-0.0011768+0.0012898i,0.0016844-0.00063764i,0.0035708-0.0013315i,0.0013039-0.0036534i,-0.0011956+0.0009619i,-0.039222-0.021709i,-0.0091191+0.0043987i,-0.0017365+0.00388i,0.0057605+0.0019771i,-0.0035918-0.0050672i,0.00093742-0.0014406i,0.0010241+0.013372i
-0.0021756+0.016867i,-0.018485+0.026344i,-0.001254+0.02091i,-0.0025182+0.016227i,0.0088194+0.017032i,0.0073884+0.0065711i,0.0068398+0.0043324i,0.0078998+0.011252i,0.00089908+0.017932i,0.0020068+0.0016277i,8.6788e-06+0.00029306i,0.0014109+0.00010962i,0.00099383+0.0013142i,0.00075702-0.0031204i,0.00030727-0.001083i,0.0017452-0.00010139i,0.0030186-0.0025413i,0.00072846+0.0019257i,-4.3174e-05+0.00053002i,0.0012986+0.00020245i,0.0014195+0.00080783i,0.00034173-0.00071571i,0.00096041+0.00025792i,0.0037856+0.00014353i,-0.00047106-0.00023403i,-0.00024294-5.1807e-05i,0.00085349+0.0004166i,0.00084682+0.00060904i,-2.7035e-05-0.00015239i,-6.6432e-05+9.6666e-05i,-0.0024944+0.00055852i,0.0005733+0.00037432i,0.00028707+0.00060845i,-0.0010513+0.00066119i,-0.00057449+0.00051066i,0.003763-0.0018704i,0.00048313-0.00055585i,0.0010084-0.00031461i,0.00073875-0.00051946i,0.0011174-0.0013146i,0.00098933+0.00026437i,0.00049281-6.0866e-05i,0.00011421-0.001164i,-4.4729e-05-0.0002862i,-0.01916+0.01384i,-0.036209-0.008113i,-0.036027-0.030528i,-0.036961-0.014275i,-0.043862-0.008579i,-0.031523-0.0039751i,-0.024754-0.0018996i,-0.01607+0.010156i,-0.021815-0.021093i,-0.020304-0.014018i,0.0066887-0.0031634i,0.004768-0.0021983i,0.0036578-0.0062654i,-0.00044222-0.0033251i,-0.0020373+0.0018813i,0.0099219+0.0016482i,0.00046751+0.00082128i,0.0025728-0.0012263i,-0.0037894+0.00218i,0.00086264+0.00011814i,0.0019285-0.001737i,-0.0021938+0.0019562i,-0.0036459-0.0020096i,0.00066955-0.0017011i,-0.0024436+0.0026147i,0.001041+0.0057334i,0.0034455+0.0017457i,0.0019423+0.00088497i,0.00080478+0.0013729i,0.00046311-0.00023932i,0.0013154+0.0036799i,-0.0029663+0.00079678i,0.0017719+6.7506e-05i,0.0023039+0.0013666i,0.00088518+0.00010267i,0.00095456-0.0033153i,0.0022959+0.00039406i,0.0012843+0.0021006i,-0.00072277+0.00086586i,0.00089304+0.0014068i,-0.00085259+0.0017027i,0.00080113-0.0010413i,0.0028002-0.0029414i,0.00034365-0.0032895i,-0.00059787+0.0012122i,-0.041027-0.017329i,-0.0086254+0.0084857i,-0.0015384+0.0061792i,0.0032593+0.0023771i,-0.003287-0.0038554i,0.001409-0.001261i,0.0022541+0.013705i
0.00025375+0.01613i,-0.014722+0.027722i,0.00068749+0.020201i,-0.0012041+0.016249i,0.009886+0.014856i,0.0075619+0.0052085i,0.006282+0.003262i,0.0089746+0.0094149i,0.0033912+0.016829i,0.002294+0.00095956i,1.5158e-05+9.5383e-05i,0.001406-0.00024732i,0.0013325+0.00084432i,-0.00027753-0.0028923i,4.34e-05-0.0010666i,0.0016984-0.000548i,0.002109-0.003856i,0.0012037+0.0016055i,8.7343e-05+0.00058957i,0.0012663-0.00012513i,0.0017821+0.00023636i,8.9442e-05-0.00047098i,0.0010049-4.9606e-05i,0.0036011-0.0010768i,-0.00053801-8.2767e-05i,-0.00020687+0.00025745i,0.00081914+4.2999e-05i,0.0010359+0.00020996i,-0.0001933-0.00020628i,-0.00018606+0.00029242i,-0.0021834+0.0015376i,0.00059691+0.00017946i,0.0004406+0.00041829i,-0.00078886+0.0010937i,-0.00030321+0.00079979i,0.0032191-0.0026485i,0.00023866-0.00080545i,0.00082722-0.00071524i,0.0004894-0.00079175i,0.00086888-0.0019664i,0.00099173-7.2546e-05i,0.00059873-0.00013041i,-0.00032078-0.0009214i,-4.3836e-06-0.00020064i,-0.017337+0.016668i,-0.036137-0.004363i,-0.038132-0.025324i,-0.038509-0.0099666i,-0.043281-0.0027716i,-0.032157-0.00047511i,-0.025209-0.00064168i,-0.016222+0.010528i,-0.023005-0.019323i,-0.021925-0.011953i,0.0061197-0.0038532i,0.0039597-0.0032179i,0.0014749-0.0071132i,-0.0010936-0.0022583i,-0.0011364+0.0030471i,0.0093239-0.0016351i,0.0011522+0.00096529i,0.0013196-0.00064415i,-0.0029113+0.0026539i,0.00087489-0.00096096i,0.0013123-0.0026731i,-0.0015792+0.0025996i,-0.0046667-0.0011099i,-0.00016345-0.0016526i,-0.001392+0.0030067i,0.0024295+0.0049702i,0.0034017+2.8946e-05i,0.0023015+0.0002312i,0.0011641+0.0010321i,0.00037521+0.00014575i,0.0020995+0.0028282i,-0.0019914+0.001823i,0.0018399-0.00016408i,0.0025816+0.0007787i,0.0010305+1.9048e-05i,-0.00023986-0.0025325i,0.0025041-0.00050341i,0.0020025+0.0016352i,-0.00019287+0.00086833i,0.0013895+0.0016447i,-1.8613e-05+0.0020901i,0.00015032-0.0010736i,0.001144-0.0036752i,-0.00037253-0.0027744i,-0.00022601+0.0013229i,-0.042242-0.013277i,-0.0068136+0.011899i,-0.00024138+0.0080076i,0.0017296+0.0040908i,-0.0027626-0.0033812i,0.0016495-0.0016341i,0.0036345+0.01384i
0.0020447+0.015116i,-0.010854+0.028951i,0.0026737+0.019721i,0.00056516+0.016283i,0.01075+0.01298i,0.0076288+0.0038746i,0.005769+0.0024858i,0.0096937+0.0073293i,0.0054641+0.015208i,0.0022768+0.00032309i,-0.00016816+0.00011015i,0.0013395-0.00060776i,0.0015799+0.00020758i,-0.00087954-0.0022555i,-0.00011308-0.0010164i,0.0015192-0.00094902i,0.0006356-0.004501i,0.0015357+0.0011356i,0.00016936+0.00056884i,0.0012398-0.00047193i,0.0017881-0.00058305i,5.3808e-05-0.00025292i,0.0008861-0.00033414i,0.002884-0.0019216i,-0.00052441+0.00018183i,0.00015876+0.00043603i,0.00064401-0.00025527i,0.0010005-0.00031558i,-0.00031683-8.1758e-05i,-7.3465e-05+0.00058142i,-0.0013856+0.0023015i,0.00063965+7.9698e-05i,0.00049649+0.00026995i,-0.00027033+0.0013668i,0.00020506+0.0009097i,0.0024663-0.0033395i,-0.00019068-0.00088888i,0.00044751-0.00098931i,0.00011444-0.00087963i,7.5732e-05-0.0025072i,0.000916-0.00036894i,0.00058386-0.00034584i,-0.00041375-0.00055695i,5.5078e-06-0.00024615i,-0.014798+0.019193i,-0.035974-0.00080028i,-0.039111-0.020817i,-0.038941-0.0051777i,-0.041389+0.002157i,-0.031989+0.0036318i,-0.025769+0.0013061i,-0.015981+0.011847i,-0.024105-0.018423i,-0.023331-0.01019i,0.0057195-0.0047553i,0.0027925-0.0036661i,-0.00080473-0.0065145i,-0.0010877-0.0011773i,0.00058169+0.0035038i,0.0074099-0.0038454i,0.0015334+0.00050946i,0.0010903+0.00061753i,-0.0021019+0.0027857i,4.2177e-05-0.0017455i,0.00030937-0.0031935i,-0.00060458+0.0028682i,-0.0052517+0.00043994i,-0.00066341-0.0012934i,-0.0002886+0.0030081i,0.0033838+0.0039689i,0.0027027-0.0011057i,0.0024397-0.00057144i,0.0013644+0.0006829i,0.00046876+0.00023861i,0.0026019+0.0021819i,-0.00071249+0.0022892i,0.0019836-0.00071146i,0.0027886+7.1815e-05i,0.00094202-0.00023911i,-0.00051264-0.0015925i,0.0021275-0.0016438i,0.0023241+0.00076513i,-3.7285e-05+0.00068542i,0.0020204+0.0013145i,0.00088172+0.0021222i,-0.00021249-0.00086119i,-0.00026468-0.0033766i,-0.0011875-0.0022755i,1.3686e-05+0.0016034i,-0.043601-0.0093976i,-0.0041126+0.013703i,0.0016148+0.0084133i,0.0017952+0.0062153i,-0.0031864-0.0036626i,0.0015555-0.0018947i,0.0055154+0.013608i
0.0035807+0.014243i,-0.0066168+0.029811i,0.0048687+0.0192i,0.0025863+0.015883i,0.011625+0.011044i,0.007419+0.0024323i,0.0054721+0.0019142i,0.0098919+0.0050756i,0.0071452+0.013389i,0.0020489-0.00012476i,-0.00027592+0.00030558i,0.0011919-0.00096916i,0.0015395-0.0005945i,-0.001135-0.0016543i,-0.00025771-0.0010231i,0.0013212-0.0012852i,-0.00089735-0.004296i,0.0016811+0.00060987i,0.00019675+0.00068164i,0.0010879-0.00085269i,0.0012836-0.0012178i,9.2981e-05-0.00012309i,0.00071716-0.00050173i,0.002084-0.0022693i,-0.00035216+0.00033833i,0.00057976+0.00021233i,0.00040489-0.00046134i,0.00064208-0.00079098i,-0.00027688+9.9872e-05i,0.0002665+0.00075661i,-0.00031736+0.0026053i,0.00079312-0.00010302i,0.00059978+0.00010575i,0.00030149+0.0013254i,0.0006586+0.00070891i,0.001508-0.0038565i,-0.00049087-0.00067722i,2.4435e-05-0.0010317i,-0.00025902-0.00078227i,-0.00108-0.0024783i,0.00073386-0.00063346i,0.00039807-0.00048633i,-0.00025002-0.00029087i,1.2294e-05-0.00039273i,-0.011799+0.021081i,-0.035639+0.002935i,-0.03979-0.017221i,-0.038568-0.00072545i,-0.039278+0.0060753i,-0.030357+0.0073971i,-0.025929+0.0040931i,-0.014993+0.013702i,-0.025608-0.01738i,-0.025041-0.0080382i,0.005183-0.0059259i,0.0016824-0.0035123i,-0.0023588-0.0052635i,-0.00079167-0.00066459i,0.002111+0.0030697i,0.0053025-0.0048103i,0.0014539-2.9933e-05i,0.0016073+0.0015053i,-0.0016531+0.0027301i,-0.00087815-0.0016147i,-0.00088195-0.0033192i,0.00027059+0.0026404i,-0.0049445+0.0021587i,-0.00082702-0.00085445i,0.00060193+0.0027248i,0.0040365+0.0031255i,0.001722-0.0017944i,0.0020784-0.0015367i,0.0012109+7.0314e-05i,0.00061598+0.0005222i,0.0029614+0.0015232i,0.00074168+0.0018475i,0.001674-0.0014218i,0.0027721-0.00083771i,0.00086496-0.00022467i,-0.00033266-0.0007453i,0.00084217-0.0026347i,0.0021216+7.0079e-05i,-0.00024522+0.00060393i,0.0024002+0.00069276i,0.0017986+0.0016499i,-0.00058439-0.0006789i,-0.0011526-0.0027594i,-0.0016756-0.00093244i,0.00046957+0.0018246i,-0.044833-0.0050941i,-0.0021362+0.014065i,0.0026508+0.0078376i,0.0029323+0.0073089i,-0.0041945-0.0030438i,0.0012461-0.0021531i,0.0072452+0.012604i
0.0051564+0.013352i,-0.0020688+0.029814i,0.0071532+0.018254i,0.0045054+0.014989i,0.012248+0.0088241i,0.0068371+0.0011246i,0.0052921+0.0012711i,0.0096052+0.0029652i,0.0084167+0.011377i,0.001773-0.00035957i,-0.00035075+0.00056113i,0.00088698-0.0013213i,0.0010338-0.0012382i,-0.0010944-0.0011523i,-0.00050226-0.00092198i,0.0010871-0.0015038i,-0.0019291-0.0037337i,0.0016019+0.00019066i,0.00050555+0.00086165i,0.00081164-0.0011522i,0.00061003-0.0014037i,0.00021324+8.5679e-06i,0.00054587-0.00061229i,0.0015034-0.0024613i,-1.8782e-05+0.00034622i,0.00076917-0.00014847i,0.00015875-0.00049169i,0.00014116-0.00091641i,-0.00016042+0.00014094i,0.0006616+0.00056811i,0.00068235+0.0024025i,0.00079645-0.00040106i,0.00058698-0.00011063i,0.00076148+0.00098869i,0.00082046+0.00037968i,0.00025915-0.0041761i,-0.00061354-0.00040548i,-0.00037585-0.00093595i,-0.00055245-0.00059071i,-0.0020351-0.0019356i,0.00042149-0.0008136i,0.00020356-0.00053585i,-1.239e-05-0.00026494i,1.4037e-05-0.00036079i,-0.0082865+0.022263i,-0.034759+0.0067934i,-0.040546-0.013805i,-0.037796+0.0036508i,-0.037139+0.0091856i,-0.027978+0.010221i,-0.024991+0.0071884i,-0.012892+0.0149i,-0.027383-0.016215i,-0.026394-0.005083i,0.0038937-0.007195i,0.00081138-0.0029981i,-0.003194-0.0035872i,-0.00057522-0.00039717i,0.0033227+0.0022521i,0.0035086-0.0047408i,0.0010709-2.973e-05i,0.0026689+0.0020578i,-0.0013786+0.0027778i,-0.0011174-0.0011405i,-0.0019281-0.0030479i,0.0010732+0.0022257i,-0.0042599+0.0033804i,-0.00099087-0.0006372i,0.0014784+0.0022215i,0.0046852+0.0021959i,0.00059664-0.0020947i,0.001043-0.0021587i,0.00055644-0.00013964i,0.0011321+0.00046594i,0.0029652+0.00075548i,0.0010864+0.00071092i,0.00089619-0.0018375i,0.0022187-0.0017355i,0.00099227-0.00023622i,6.4599e-05-0.00040832i,-0.00075781-0.0023062i,0.0017731-0.00022439i,-0.00036022+0.00084294i,0.0024165+3.7443e-05i,0.0025105+0.00071473i,-0.00063707-0.00064873i,-0.0015991-0.0020818i,-0.001058+0.0003854i,0.0010342+0.0019286i,-0.045396-3.0422e-05i,-0.00073712+0.014922i,0.0028528+0.0073691i,0.0041562+0.0075923i,-0.0050188-0.0016252i,0.00076402-0.0021983i,0.0084385+0.011099i
