-0.0015909-0.042192i,-0.00018788-0.046259i,-0.0081833-0.047778i,-0.030288-0.022458i,-0.023129+0.010895i,-0.03673-0.032915i,-0.062655-0.058436i,-0.02097-0.06901i,-0.022377-0.07821i,-0.0012868+0.016744i,-0.010365+0.012424i,-0.015308+0.013135i,0.0032948+0.015345i,-0.0026438-0.0019738i,0.0020714+0.0063139i,-0.00037969+0.035007i,0.028151+0.05133i,0.001231-0.0005684i,-0.0035561-0.0098043i,0.0063788+0.0041578i,0.0017349+0.0014066i,0.0012779+0.0037602i,-0.00038212-0.0004966i,-0.036485-0.011279i,-0.0027722-0.0073566i,-0.0010294+0.004785i,0.0039187-0.0065773i,-0.00033174+0.00018941i,0.0007168-0.0005522i,4.5618e-05-0.0024185i,-0.0018433-0.0055111i,-0.0035481-0.0063716i,-0.0015599-0.0067192i,0.0031741+0.00021026i,0.0030378-0.0016035i,-0.0026517+0.040837i,0.0067823-0.0045557i,0.0031461-0.00036246i,0.0052932-0.00041928i,-0.018009+0.0015948i,-0.00088982+6.4972e-05i,0.0074861-0.0017788i,0.0043425+0.0014374i,-0.0043747+0.0016224i,-3.6473e-05+0.0093374i,-0.0057457+0.017873i,0.027568-0.080587i,0.00016552-0.054835i,-0.023314-0.043486i,-0.018663-0.03762i,0.063021-0.016183i,0.030526-0.058918i,0.038771-0.043776i,0.033491-0.05272i,0.01974-0.015748i,0.0080668+0.012302i,0.022245-0.034034i,-0.0067094-0.0052114i,0.002862-0.0011772i,-0.0024341-0.0044521i,0.0053343-0.032128i,-0.025923+0.031321i,0.0091954-0.010258i,-0.012311-0.0027794i,-0.0046379-0.0013725i,0.00029996-0.014729i,-0.0099324+0.0055185i,0.003597+0.0061497i,-0.014133+0.030471i,0.0048469+0.0066306i,-0.0053446-0.0027769i,-0.0010275-0.0025078i,-0.013255-0.0083331i,0.00027989-0.0034583i,-0.043324+0.0081127i,0.0013199-0.012803i,-0.0092433-0.0028893i,-0.0071189-0.0033849i,0.0064501+0.0026571i,-0.0094726+0.0023906i,0.00019906+0.0017528i,0.0049739+0.010466i,0.0049721+0.0009081i,-0.0093188-0.0092927i,0.0015871+0.0083253i,-0.020273+0.0050963i,0.0064625+0.003243i,-0.028086-0.0089235i,-0.035989-0.0024123i,0.024004-0.077614i,0.014321-0.008961i,-0.042505-0.028411i,-0.025217-0.0075748i,0.017265+0.012517i,-0.027218+0.011191i,-0.012074-0.010014i
-0.011387-0.0087073i,-0.041443-0.0018327i,-0.011489+0.022249i,0.0028584+0.0094652i,0.0054104+0.01136i,0.0032606+0.008412i,-0.0081244+0.016736i,-0.033751+0.0090878i,-0.013502+0.011363i,0.00014906+0.0038054i,-0.00082718-0.0022514i,-0.00025441+0.0020315i,-0.0018364+0.0016343i,0.0020819+0.00072013i,-5.0851e-06+0.0012392i,-0.00031228+0.0011495i,0.0011972+0.00044015i,-0.0037223-0.00057264i,-0.00011234-0.0013739i,-0.00039894+0.0011816i,-0.00027694+0.00074476i,0.00066125+0.00092622i,-0.00075096+0.00046714i,0.00085327+0.0037566i,0.0015655+0.0023723i,-0.00012473+0.0008906i,-0.00064457+0.00063252i,-0.00083041+0.00011618i,-0.00084419+0.00017666i,-0.0008824+0.0016178i,8.5163e-05-0.00098561i,3.8766e-06-0.00031378i,-0.00016621-0.00062166i,0.0013065-0.00025088i,-0.0003174-0.0007757i,0.002856+0.0029193i,0.0015486-0.00032261i,-0.00048468-0.00011533i,0.00093264+5.3968e-05i,0.0013496-0.0030599i,0.00036321+0.0016379i,0.00061685+0.0011687i,-0.0018281+1.4749e-06i,-0.0017047-6.9248e-05i,-0.011462-0.0066635i,-0.0087981-0.019315i,-0.0096182-0.026046i,-0.019129-0.012193i,-0.025048-0.021996i,-0.014343-0.011156i,-0.023038+0.0033009i,-0.031995+0.0088573i,-0.0060554-0.019799i,-0.00645-0.013769i,0.011518+0.0024366i,0.00088434+0.00020531i,0.0027877-0.0024828i,0.0027603+0.0011063i,-2.0664e-05-0.0018592i,0.0012758+0.010044i,0.0040961-0.00013298i,0.0014112+0.0028013i,-0.0026434-0.0013209i,-0.0017593+0.00078841i,0.0012491-0.00020464i,-0.0023674-0.00041314i,-0.0015612-0.0026423i,0.0025118+0.0024788i,-0.0042602-0.0034951i,-0.0051615+0.0010266i,-0.0020244+0.0022476i,0.00092744+0.0012084i,-6.5674e-05+0.00061521i,0.0022366+0.00092181i,-0.0063669+0.0031044i,0.0013103-0.0041749i,0.00066459+0.0018181i,-0.0027483+0.00085345i,0.0017271+0.00016544i,0.0046982+0.00073366i,0.0010444+0.0011962i,-0.0009995+0.0023004i,-0.00065197+1.0454e-05i,0.0031439+0.0027949i,-0.0011436+0.00013321i,-0.0024807+0.003836i,0.0018716+0.002132i,0.0050345+0.0011776i,0.00030806-0.0012158i,-0.018332-0.020162i,0.002815-0.0072662i,0.00051727+0.00046422i,0.0083536+0.013461i,-0.001462-0.0074352i,0.0026252-0.0011461i,-0.0027309+0.012063i
-0.013087-0.0073356i,-0.040221+0.0048611i,-0.0073167+0.022188i,0.0041327+0.0079749i,0.0066434+0.0095778i,0.00339+0.007152i,-0.0054911+0.017364i,-0.031324+0.013463i,-0.011591+0.013274i,0.00092245+0.0036654i,-0.0017451-0.0014382i,0.00092746+0.0019996i,-0.0010446+0.0018754i,0.0023831-0.00019149i,0.00069921+0.0012166i,-0.00018996+0.0011909i,0.0015959+0.00032548i,-0.0037072+0.00078213i,-0.00072603-0.00095502i,0.00015946+0.0013644i,-9.0045e-05+0.00069857i,0.0010142+0.00049787i,-0.00073446+0.00089896i,0.0014604+0.0036148i,0.0025401+0.0018068i,0.00033008+0.00075503i,-0.00032611+0.00093453i,-0.00074187+0.00040807i,-0.00052478+0.00047586i,-0.0002575+0.0016502i,0.00019385-0.00081218i,-0.0002146-7.8961e-05i,-0.00036574-0.00045459i,0.0010208-0.00090474i,-0.00032699-0.00049979i,0.0036119+0.0021473i,0.001326-0.0010531i,-0.00051908+0.00013188i,0.00085274-0.00030186i,0.00024235-0.0032653i,0.0010565+0.001488i,0.00088601+0.00079474i,-0.0015346+0.00015773i,-0.0018604+0.00038821i,-0.013994-0.0052816i,-0.012159-0.018601i,-0.011948-0.026391i,-0.020726-0.010668i,-0.028544-0.020203i,-0.014732-0.011164i,-0.019185+0.0034656i,-0.029489+0.010557i,-0.0083661-0.021212i,-0.0065177-0.014874i,0.011208-0.00079658i,0.00098433+0.0006138i,0.0022733-0.0014184i,0.00266+0.00065405i,-0.00087031-0.002203i,0.0055201+0.0095179i,0.0027577-0.00062231i,0.0023858+0.0025761i,-0.0030991-0.0012464i,-0.0015227+0.0016984i,0.0013318-0.00062437i,-0.002505-0.00032351i,-0.0014633-0.0025252i,0.0028294+0.00052281i,-0.0045023-0.0019965i,-0.0054428+0.0029093i,-0.00069612+0.0030412i,0.00074681+0.00088396i,-0.00013068+0.00096947i,0.0018182+2.4545e-05i,-0.0042057+0.0057848i,-0.00023826-0.0041601i,0.0010947+0.0014589i,-0.0018759+0.0023819i,0.0014375-7.2082e-05i,0.0049525-0.00038967i,0.00080924+0.00063702i,0.0002405+0.0023293i,-0.00089042+0.00034377i,0.0028519+0.0011293i,-0.00099339+0.00021622i,-0.0010815+0.0039147i,0.0026167+0.0013265i,0.0056569-0.0011066i,0.00015905-0.0014035i,-0.020341-0.017395i,0.00028123-0.0145i,-0.0012345+0.00072657i,0.0096617+0.010411i,-0.0024485-0.0063204i,0.0021761-0.0015628i,-0.0014854+0.011925i
-0.014459-0.0054416i,-0.037566+0.010691i,-0.003737+0.021327i,0.0049024+0.0062766i,0.0073074+0.0077186i,0.0032198+0.0061846i,-0.0028301+0.017383i,-0.028594+0.017119i,-0.0094686+0.014477i,0.0016876+0.0034145i,-0.0019029-0.00031034i,0.001864+0.0012531i,-0.00027782+0.001909i,0.0019676-0.0010627i,0.0013991+0.00062676i,-0.00011034+0.0013212i,0.0022103-0.00018783i,-0.0031142+0.0018965i,-0.00074832-0.00047294i,0.00076819+0.0011302i,6.916e-05+0.00070359i,0.00098199+8.8241e-05i,-0.00046732+0.0013646i,0.0022052+0.003312i,0.0031799+0.00064803i,0.00061108+0.0004029i,0.00013261+0.00098129i,-0.0005878+0.00071212i,-0.0002694+0.00051349i,0.0003529+0.0014976i,-0.00023004-0.00063286i,-0.00024002+0.00018887i,-0.00059876-0.00038786i,0.00056889-0.0011555i,-0.00038131-0.00032901i,0.0041161+0.0012413i,0.00086532-0.0015632i,-0.00034049+0.00044949i,0.00065273-0.00056856i,-0.00082915-0.0028388i,0.0014598+0.001052i,0.00092893+0.00041094i,-0.0014731+0.00019267i,-0.0014233+0.0008689i,-0.016045-0.0031495i,-0.015076-0.01655i,-0.01541-0.026011i,-0.02223-0.0081621i,-0.032257-0.017252i,-0.016052-0.01167i,-0.016433+0.0021318i,-0.027079+0.011375i,-0.011065-0.021489i,-0.0078908-0.016462i,0.009778-0.003264i,0.0016256+0.00072383i,0.002865-0.0006755i,0.0022632+0.00015099i,-0.0021678-0.0015236i,0.0087987+0.0066434i,0.0020063-0.00015281i,0.003179+0.0021284i,-0.0040005-0.00041607i,-0.00057248+0.0021045i,0.000833-0.0010188i,-0.0029443+2.2795e-05i,-0.0020645-0.0028281i,0.001641-0.00086093i,-0.0045965+4.3227e-05i,-0.0042467+0.0051176i,0.0007785+0.0027184i,0.00055948+0.0012092i,0.0001102+0.00098376i,0.001317-0.00013105i,-0.0012502+0.0063582i,-0.0020195-0.003695i,0.0013064+0.0012569i,-0.00024824+0.0031737i,0.0011748-0.00012298i,0.0044526-0.0017139i,0.00054091+0.00090175i,0.00089502+0.0021551i,-0.00071963+0.00063578i,0.0018065+0.00033637i,-0.0010654+0.00024855i,0.00058031+0.0033071i,0.0029294+0.0003454i,0.0044977-0.0027976i,-0.00031722-0.0013978i,-0.021749-0.014599i,-0.0071614-0.010451i,-0.0030524+0.0018561i,0.009718+0.0073342i,-0.003401-0.0048819i,0.0015827-0.0015905i,-0.00091725+0.011983i
-0.015504-0.0033277i,-0.034028+0.014961i,-0.00070154+0.020055i,0.0051359+0.0046017i,0.0074811+0.0057991i,0.003063+0.0055502i,-0.00040773+0.016665i,-0.025438+0.020519i,-0.0071533+0.0151i,0.0025479+0.0030683i,-0.0014591+0.00052782i,0.0020831+0.00029886i,0.0003473+0.0017365i,0.0013832-0.0014151i,0.0015458-0.00011701i,0.00017533+0.0014694i,0.0025424-0.0010384i,-0.0022662+0.0028537i,-0.00082474-0.00047328i,0.0011075+0.00061087i,0.00020883+0.00072203i,0.0007494-0.00016513i,6.205e-05+0.0016408i,0.0029034+0.0028777i,0.0033131-0.0008668i,0.00066751-1.1232e-05i,0.00053324+0.00083343i,-0.00027479+0.0010189i,-0.00010965+0.00043067i,0.00082447+0.0011078i,-0.00066101-0.00052863i,-7.5313e-05+0.00045283i,-0.00073544-0.00013002i,4.5292e-05-0.0012852i,-0.0003557-0.00021696i,0.004412+0.0002279i,0.00011565-0.001795i,-7.3495e-05+0.00051725i,0.00043509-0.0007645i,-0.0015356-0.0020954i,0.0015537+0.00060805i,0.00089747+0.00017597i,-0.0014998+0.00047312i,-0.0010722+0.00090824i,-0.017457-0.00039053i,-0.016884-0.013998i,-0.019083-0.024325i,-0.022725-0.0052807i,-0.034676-0.013243i,-0.018317-0.011274i,-0.015298-0.00030314i,-0.025549+0.01229i,-0.013194-0.020573i,-0.010637-0.017493i,0.0081268-0.0045664i,0.0021521+0.00027299i,0.0041395-0.00097113i,0.0015401+5.4895e-05i,-0.0026051-3.4128e-05i,0.0096269+0.0044482i,0.0021062+0.00049814i,0.0037779+0.0012751i,-0.0039567+0.00086372i,0.0003428+0.0022415i,0.00041513-0.00078453i,-0.0032368+0.00056605i,-0.0031302-0.0027479i,0.00050103-0.00087589i,-0.0037384+0.0015641i,-0.0019635+0.0062444i,0.0017302+0.001773i,0.00085467+0.0017446i,0.00016332+0.0011164i,0.0011983-0.00029818i,0.00094019+0.005706i,-0.0031172-0.0019974i,0.0017738+0.0010529i,0.0012211+0.002911i,0.00092175-0.00013317i,0.0034769-0.0029236i,0.0011805+0.0013557i,0.0013797+0.0019682i,-0.00077697+0.00067494i,0.00092991+0.00017269i,-0.0010286+0.00052494i,0.0013773+0.0019847i,0.0030566-0.00065258i,0.0033555-0.0037526i,-0.00082502-0.0010402i,-0.022404-0.011702i,-0.010623-0.0052248i,-0.0042287+0.0035381i,0.0084079+0.0047788i,-0.0036277-0.0035512i,0.0011617-0.0013338i,0.00020243+0.012286i
-0.016012-0.00084756i,-0.031016+0.01823i,0.0016892+0.018425i,0.0048723+0.0029958i,0.0071444+0.0039786i,0.003061+0.0049385i,0.0014642+0.015649i,-0.021734+0.023387i,-0.0051046+0.01523i,0.0034737+0.002273i,-0.00081139+0.00089399i,0.0019591-0.00040904i,0.00095421+0.0013079i,0.00097993-0.001535i,0.0014111-0.00082469i,0.00061225+0.0014698i,0.0023072-0.002185i,-0.001174+0.003377i,-0.0012233-0.00026258i,0.0010769+5.4969e-05i,0.00051739+0.00079167i,0.00058159-0.00024151i,0.00068844+0.0016722i,0.0036017+0.0024254i,0.0027899-0.0024575i,0.00037672-0.00044474i,0.00078388+0.00048726i,0.00011111+0.00095851i,5.111e-05+0.00036669i,0.0010031+0.00055322i,-0.0010208-0.00020527i,0.0002108+0.00043261i,-0.00071346+0.0002087i,-0.00050306-0.0011208i,-0.00038767-0.00019148i,0.0046437-0.00058964i,-0.00067852-0.0019187i,0.00020125+0.00036984i,0.00022764-0.00087832i,-0.0017025-0.0011277i,0.0016639+0.00011666i,0.00077228+7.7277e-05i,-0.0013471+0.00075895i,-0.0010104+0.00086761i,-0.018172+0.0025662i,-0.017852-0.011577i,-0.021859-0.021616i,-0.022417-0.0030899i,-0.036463-0.0089091i,-0.020284-0.0097883i,-0.016374-0.0023372i,-0.024347+0.012884i,-0.014658-0.019736i,-0.013618-0.017473i,0.0067947-0.0054252i,0.0023929-0.00035286i,0.0047796-0.002897i,0.00099703+0.00051236i,-0.0022638+0.0015697i,0.011405+0.0023453i,0.002474+0.00071694i,0.0035492+0.00013235i,-0.0033942+0.0017266i,0.0011909+0.0018896i,0.00052479-0.00058652i,-0.0034139+0.0013632i,-0.0045535-0.0018404i,4.2291e-05-0.00058469i,-0.002738+0.0027441i,-2.4665e-06+0.0063655i,0.002178+0.00078709i,0.0018723+0.0017648i,0.0004436+0.0011287i,0.00072004-0.00044951i,0.002776+0.0043777i,-0.0028582-0.00032302i,0.0021232+0.00055687i,0.0023625+0.0017876i,0.00080383+6.5715e-05i,0.0020886-0.0036837i,0.0019225+0.00085257i,0.0021782+0.0014952i,-0.00091687+0.00090545i,0.00042253+0.00045862i,-0.00084588+0.00069007i,0.0011249+0.00090829i,0.0028738-0.0020958i,0.0015572-0.0045283i,-0.00094382-0.00052091i,-0.022434-0.0092772i,-0.011835-0.0005654i,-0.0047524+0.0054739i,0.0065312+0.0033078i,-0.0033365-0.0021532i,0.0011602-0.00098871i,0.0014129+0.012301i
-0.015794+0.0015327i,-0.028175+0.021268i,0.0036458+0.016521i,0.0040863+0.0017516i,0.0062682+0.0025039i,0.0030611+0.0043853i,0.0030052+0.014641i,-0.017808+0.025296i,-0.0030209+0.015243i,0.0041823+0.0012215i,-0.00021815+0.00080548i,0.0017697-0.00091085i,0.0013639+0.0006424i,0.00051196-0.0016439i,0.0010041-0.0012328i,0.0011357+0.0013638i,0.0016615-0.0031275i,-0.00012841+0.0034189i,-0.0012999+0.00036403i,0.00090035-0.0002391i,0.00088461+0.00060474i,0.00034536-0.00013626i,0.0012547+0.0013545i,0.0046818+0.0017271i,0.0016801-0.0039452i,-6.7563e-05-0.00036499i,0.00089743+0.00012619i,0.00024914+0.00088249i,0.00018599+0.00022899i,0.00090831+0.00010891i,-0.0011826+0.00025099i,0.00032022+0.00031078i,-0.00058966+0.0004205i,-0.00081869-0.00068868i,-0.00053722-0.00019373i,0.0047384-0.0017084i,-0.0011831-0.0018255i,0.00032721+0.00016888i,-3.9707e-05-0.00096905i,-0.0014507-0.00050863i,0.0015302-0.00046535i,0.00078988+1.9842e-05i,-0.0012174+0.0010816i,-0.00080845+0.0011617i,-0.01838+0.0056219i,-0.018178-0.0095389i,-0.023533-0.018518i,-0.02228-0.0012181i,-0.037228-0.004247i,-0.021423-0.0079181i,-0.018568-0.0030966i,-0.023753+0.013869i,-0.016037-0.019007i,-0.016531-0.016439i,0.0055475-0.0058418i,0.0022612-0.0010707i,0.0033055-0.0047527i,0.00073386+0.0011643i,-0.0013098+0.0029047i,0.012309-0.00085058i,0.0030358+0.0010658i,0.002613-0.00060193i,-0.002549+0.0024424i,0.0019019+0.0013047i,0.00086662-0.00080878i,-0.003092+0.0025143i,-0.0053518+0.00018011i,-0.00011203-0.00042903i,-0.0018596+0.0031983i,0.0016379+0.0059672i,0.00203-0.00047506i,0.0025234+0.0010146i,0.00061406+0.00082885i,0.00011617-0.00024519i,0.0038008+0.0025453i,-0.0021832+0.00075369i,0.0021707+4.5273e-05i,0.0024195+0.00079997i,0.00074738+6.5163e-05i,0.00033472-0.0035013i,0.002363+0.00013701i,0.0023899+0.00062657i,-0.00061098+0.0014009i,0.00032298+0.00098763i,-0.0010395+0.0010205i,0.00063726+0.00045316i,0.0018631-0.0033061i,-0.00055026-0.0039414i,-0.00098088-0.00020455i,-0.022353-0.0070469i,-0.011784+0.0036949i,-0.0045204+0.0076516i,0.0046651+0.002994i,-0.0022045-0.0012131i,0.0014418-0.00091439i,0.0025862+0.012277i
-0.01532+0.0033072i,-0.0251+0.024161i,0.00476+0.014684i,0.0031575+0.001167i,0.0051642+0.0017236i,0.0030018+0.0038682i,0.0041938+0.013707i,-0.013604+0.026685i,-0.00089492+0.014936i,0.0046262-0.00018763i,3.9788e-05+0.00051057i,0.0014361-0.0013066i,0.0014823-8.9509e-06i,1.4257e-05-0.0014599i,0.00053832-0.0014408i,0.0016805+0.0010144i,0.00070598-0.0038993i,0.00077186+0.0031373i,-0.0010243+0.00083666i,0.00077447-0.00036712i,0.0013399+0.000276i,0.00034417+4.4601e-05i,0.001591+0.0007236i,0.0062685-0.00021215i,0.00091989-0.0061273i,-0.00013899-3.3734e-05i,0.00084011-0.00024784i,0.00026307+0.0011726i,9.2598e-05+8.2423e-05i,0.00064845-0.00013659i,-0.00099967+0.00077589i,0.00030622+0.00025544i,-0.00052438+0.00055373i,-0.0010748-0.00015408i,-0.00069623-0.00012368i,0.0043847-0.0029926i,-0.0019875-0.0014869i,0.00028458-2.9438e-05i,-0.00042547-0.0010557i,-0.0011397-0.00034927i,0.001121-0.00081318i,0.00093565-0.00015552i,-0.00087233+0.001507i,-0.00035661+0.0013527i,-0.017905+0.008778i,-0.018689-0.0082589i,-0.024164-0.015595i,-0.022165+0.00078967i,-0.036957+0.0003707i,-0.022345-0.006195i,-0.021476-0.0022838i,-0.023001+0.015517i,-0.016852-0.018721i,-0.018905-0.014532i,0.004309-0.0057462i,0.0016502-0.0016336i,0.0013177-0.005002i,0.00098702+0.0018979i,0.00049922+0.0040436i,0.011433-0.0048124i,0.0050824+0.0014612i,0.0014185-0.00041814i,-0.001506+0.0024218i,0.002529+3.4746e-05i,0.00078339-0.0013542i,-0.0021024+0.0035135i,-0.0022312+0.0070861i,-0.00014513-0.00014277i,-0.00074179+0.0033076i,0.0028752+0.0051195i,0.0010423-0.0013233i,0.0031018+0.00031886i,0.00078956+0.001292i,9.0505e-05+0.00038388i,0.0036343+0.0010008i,-0.001183+0.001343i,0.0021826-0.00035975i,0.0024231+0.00019498i,0.00082229+0.0001715i,-0.00086991-0.0025003i,0.0026885-0.00083959i,0.002466-7.8959e-05i,0.00034856+0.0011533i,0.00073174+0.0015461i,-0.00028807+0.0022423i,0.00035648+0.00039697i,0.00039446-0.0038166i,-0.0014006-0.0023728i,-0.0011515+8.3777e-05i,-0.021825-0.0053853i,-0.010596+0.0073442i,-0.0034094+0.0097243i,0.0032426+0.0038032i,-0.0012317-0.001303i,0.0016505-0.0012194i,0.0039205+0.012284i
-0.015034+0.004967i,-0.021457+0.026959i,0.00522+0.013326i,0.0026365+0.00090473i,0.0043946+0.0014468i,0.0029971+0.0033487i,0.005354+0.012933i,-0.0093228+0.027086i,0.0013144+0.014263i,0.00404-0.0019325i,3.9743e-05+0.00040125i,0.0010684-0.0015605i,0.0014371-0.00076915i,-0.00016533-0.0010725i,0.00018286-0.0015212i,0.0020776+0.00020623i,-0.00053683-0.0040541i,0.0013949+0.0028197i,-0.00071305+0.0010803i,0.00076502-0.00053652i,0.0014894-0.00032333i,0.00049666+4.072e-05i,0.0015808+9.8585e-05i,0.0049113-0.0034557i,0.00098659-0.0037707i,0.00016272+0.00016864i,0.00064477-0.00061193i,0.00088402+0.0006799i,8.2292e-05+0.00012172i,0.0003664-0.00014145i,-0.0005868+0.0011739i,0.00043652+0.00020252i,-0.00037444+0.00084863i,-0.0010126+0.00037175i,-0.00066415+0.00012183i,0.003466-0.0040844i,-0.0026073-0.0011215i,0.0001812-0.0002027i,-0.0008956-0.00087509i,-0.001267-0.00043476i,0.00065102-0.0010287i,0.00081384-0.00038883i,-0.00020652+0.0018506i,-1.7158e-05+0.0013237i,-0.016507+0.011633i,-0.019488-0.006972i,-0.02431-0.013549i,-0.021366+0.0027533i,-0.035453+0.0042645i,-0.02271-0.0042693i,-0.02372+0.00022293i,-0.021415+0.018105i,-0.018472-0.018985i,-0.020318-0.013284i,0.0037634-0.0057777i,0.00078281-0.0015764i,-0.00022028-0.0044159i,0.0016548+0.0023957i,0.0029506+0.0037941i,0.0090929-0.0076277i,0.0055958-0.0051515i,0.00083473+0.00067903i,-0.00095067+0.0019157i,0.002251-0.001363i,0.00045892-0.001775i,-0.00071953+0.0037556i,-0.0071264-0.007655i,0.00014791-0.00015502i,0.00032254+0.0030418i,0.0037514+0.0041058i,-1.7603e-05-0.0012742i,0.0035066-0.0010709i,0.0011585+0.000913i,0.00016814+0.00063721i,0.0031771+0.00016262i,-4.0475e-05+0.0013903i,0.0022284-0.00095327i,0.0024562-0.00011855i,0.00077456-2.1296e-06i,-0.001129-0.0014475i,0.0021879-0.0021141i,0.00234-0.00071975i,0.00039909+0.00052054i,0.0014802+0.0015863i,0.00079471+0.0022533i,0.00033122+0.00041739i,-0.0009371-0.0035469i,-0.0017451-0.0014463i,-0.0012119+0.0006592i,-0.021537-0.0041202i,-0.0085771+0.0095478i,-0.0011498+0.010618i,0.0027956+0.0050647i,-0.0015257-0.0018485i,0.0016216-0.0014517i,0.0056659+0.011867i
-0.014623+0.0068497i,-0.017242+0.02946i,0.0058838+0.012371i,0.0023199+0.00057928i,0.0038738+0.0010204i,0.0029868+0.0026298i,0.0068335+0.012193i,-0.005498+0.026581i,0.0031032+0.013139i,0.0026253-0.0026203i,4.8922e-05+0.00040534i,0.00073917-0.0016695i,0.0010474-0.0014761i,-0.00017249-0.00085457i,-0.00013313-0.001537i,0.0021208-0.0006969i,-0.0019292-0.0037838i,0.0020548+0.0022954i,-0.00035518+0.0014504i,0.00070602-0.00083237i,0.0011816-0.0011271i,0.00057443-4.7268e-05i,0.0013414-0.00032294i,0.0024507-0.0040736i,-0.00075094-0.0035722i,0.00050324-6.9107e-05i,0.00026391-0.00080824i,0.00077777+1.7607e-05i,0.00025104+7.044e-05i,0.00037505-5.2183e-05i,6.4746e-05+0.0013544i,0.00056338+1.4344e-05i,-3.3498e-05+0.0010662i,-0.00074662+0.00072889i,-0.00052477+0.00029201i,0.0021862-0.0048245i,-0.003031-0.0001154i,5.7298e-05-0.00023249i,-0.0011311-0.00039134i,-0.0015854-0.00024109i,0.00021874-0.0010182i,0.00059186-0.00055185i,0.00063545+0.001819i,0.00029905+0.0011152i,-0.014655+0.014017i,-0.020561-0.0053906i,-0.024733-0.012182i,-0.020383+0.0043274i,-0.033571+0.0073082i,-0.022542-0.0029688i,-0.024587+0.0038594i,-0.018799+0.020287i,-0.02061-0.018825i,-0.022324-0.011877i,0.0032521-0.0055798i,0.00016151-0.0010491i,-0.0015668-0.0033071i,0.0023865+0.0022701i,0.0046424+0.0025499i,0.0058464-0.0090237i,0.0014571-0.0037163i,0.0010607+0.0020044i,-0.0010458+0.0015475i,0.0012558-0.0021119i,-2.544e-05-0.0021041i,0.00029691+0.0034976i,-0.0090553+0.001446i,0.00015735-0.00046035i,0.00099527+0.0025042i,0.0041937+0.0029783i,-0.00065744-0.00080135i,0.0027848-0.0028009i,0.0010419+0.00031304i,0.00036561+0.0013055i,0.0027973-0.00015354i,0.00079673+0.00066042i,0.0018387-0.0016233i,0.0025544-0.00075154i,0.00074951-1.7192e-05i,-0.00071021-0.00065294i,0.00050373-0.0030474i,0.0019894-0.0018191i,9.569e-05+0.00018466i,0.0021358+0.0011746i,0.0022049+0.0021135i,0.00033603+0.00026111i,-0.0019792-0.0027639i,-0.0019614-0.00043301i,-0.00097867+0.001204i,-0.021506-0.0031846i,-0.0072687+0.010922i,0.00028857+0.010263i,0.0033109+0.0055923i,-0.0022414-0.0015405i,0.0013076-0.0017202i,0.0071844+0.010543i
-0.013756+0.0088713i,-0.012323+0.030946i,0.0066914+0.011384i,0.0019777+0.00028128i,0.0032968+0.00050809i,0.0026965+0.001882i,0.0084058+0.010976i,-0.0021495+0.025704i,0.0046923+0.011635i,0.0014313-0.0021984i,-4.1866e-05+0.0005482i,0.00050087-0.0017232i,0.00042794-0.0019561i,-0.0001171-0.00073195i,-0.00047983-0.0013784i,0.0017892-0.0013641i,-0.0026534-0.0028802i,0.0024823+0.0016734i,0.000354+0.0017216i,0.00045662-0.0010878i,0.00034717-0.0013854i,0.00066137-0.0001004i,0.0010505-0.00062172i,0.0012368-0.0037469i,-0.001845-0.0034143i,0.00065699-0.00039219i,-7.6718e-05-0.00073848i,0.00050266-0.00017023i,0.00023967-7.4483e-05i,0.00048053-0.00010176i,0.00052017+0.0010487i,0.00061014-0.00013602i,0.00034445+0.0010388i,-0.00039203+0.00091117i,-0.0003985+0.00041232i,0.00060769-0.0052821i,-0.0028748+0.00067481i,-8.6645e-05-0.00021733i,-0.0011577+3.2925e-05i,-0.0018395+0.00019929i,-0.00011801-0.00088017i,0.00040378-0.00061431i,0.0014107+0.0014294i,0.00052171+0.00097982i,-0.012356+0.015955i,-0.02166-0.0032422i,-0.025405-0.010721i,-0.019371+0.0060247i,-0.031636+0.0095842i,-0.022608-0.0021677i,-0.023784+0.0075727i,-0.014939+0.021662i,-0.022589-0.018013i,-0.024539-0.0098643i,0.0027721-0.0027811i,-0.00016271-0.00033024i,-0.0021011-0.0017662i,0.0028316+0.0020299i,0.0058472+0.00094883i,0.0032782-0.0088551i,0.0009084-0.0028262i,0.0023879+0.0031014i,-0.0012247+0.0015952i,0.00080859-0.0023849i,-0.00062365-0.0023137i,0.0013412+0.0029964i,-0.0068233+0.004076i,-0.00045922-0.00073525i,0.0015177+0.0018905i,0.0047399+0.0017156i,-0.0010166-0.00032985i,0.00081618-0.0039695i,0.00054052+0.00019205i,0.0012801+0.0014608i,0.0023655-0.00018372i,0.00038922-0.00021006i,0.0010419-0.0020046i,0.002297-0.0015282i,0.00082856+0.00018522i,-4.4177e-05-0.00047904i,-0.0011524-0.0024713i,0.0011854-0.00077571i,-0.00036322+0.00027477i,0.0023566+0.00044587i,0.0027807+0.0012819i,0.00039113+4.2267e-06i,-0.0024579-0.0017853i,-0.0012094+0.00040689i,-0.00067351+0.0015989i,-0.021592-0.001882i,-0.0059729+0.01295i,0.00079413+0.0099361i,0.0037773+0.0057633i,-0.0027055-0.00062693i,0.00082196-0.001786i,0.0080989+0.0089048i
