-0.0078371-0.039657i,-0.013148-0.043304i,0.0010453-0.045969i,-0.027296-0.027163i,-0.020416+0.014105i,-0.033389-0.03101i,-0.06075-0.059467i,-0.023026-0.071604i,-0.033915-0.050464i,0.0015946+0.014938i,-0.0067409+0.010722i,-0.014564+0.013657i,0.0018699+0.016066i,-0.0037126-0.0034232i,0.00079746+0.0063668i,0.00088996+0.037077i,0.020277+0.057929i,0.00080636-0.00020406i,-0.004767-0.0082303i,0.0081962+0.0045796i,0.0016821+0.0010041i,-0.0010588+0.0036133i,-7.5055e-05-0.0012066i,-0.036274-0.0091691i,-0.0024518-0.0070734i,-6.5179e-06+0.004498i,0.0049536+0.00023422i,0.00029048+0.0008507i,-0.00012331-0.0010893i,1.0084e-05-0.00271i,-0.0012362-0.0057096i,-0.0023888-0.0038635i,-0.00080496-0.0079668i,0.0031157-0.0013356i,0.0032494-0.0025241i,-0.0010416+0.034002i,0.0058701-0.0046132i,0.0034068-0.0021994i,0.0049482-0.00012108i,-0.0134-0.0040639i,-0.00014131+0.00036064i,0.0096136-0.00073169i,0.0061915-0.00044736i,-0.0033819+0.0037386i,0.0030147+0.0018539i,-0.0029874+0.0072833i,0.01312-0.088117i,-0.007599-0.047953i,-0.024726-0.039216i,-0.020905-0.041784i,0.06176-0.019381i,0.025721-0.06237i,0.038123-0.046641i,0.028629-0.057378i,0.018995-0.015817i,0.0087716+0.009549i,0.023829-0.031687i,-0.0074616-0.0047179i,0.0024379-0.0028309i,-0.0049539-0.0058781i,0.00034253-0.031994i,-0.024042+0.031525i,0.0078288-0.010399i,-0.011139-0.0013303i,-0.0053056-0.001153i,-0.0014848-0.013573i,-0.010231+0.0045554i,0.0038727+0.0080918i,-0.0098944+0.030972i,0.0055548+0.007394i,-0.0052455-0.0012643i,-0.0019726-0.0019256i,-0.011423-0.0073771i,0.00061482-0.0036256i,-0.034983+0.0049943i,0.0021709-0.012394i,-0.0090515-0.001878i,-0.0063471-0.0027687i,0.0063831+0.0013165i,-0.0095868+0.0018749i,0.0012596+0.00092214i,0.0053461+0.0091339i,0.0044333+0.00027577i,-0.009021-0.0093209i,0.0031631+0.0085553i,-0.019+0.0068727i,0.006432+0.0028531i,-0.029381-0.0080725i,-0.034015+0.0035182i,0.024628-0.078137i,0.012286-0.010421i,-0.043608-0.026499i,-0.023362-0.0029742i,0.018317+0.012502i,-0.026583+0.013078i,-0.011822-0.0085455i
-0.0064852-0.0092788i,-0.030819+0.007065i,-0.012755+0.02347i,-0.0003269+0.012723i,0.0036521+0.0096713i,0.00073423+0.010948i,-0.0090245+0.019247i,-0.025732+0.014259i,-0.017347+0.017496i,-0.0013729+0.0024274i,-0.0011805-0.0016243i,-0.00050133+0.0022273i,-0.0025396+0.001542i,0.0017365+0.001165i,-0.00050981+0.00070973i,-0.0009768+0.0016717i,0.0012513+0.00097054i,-0.002921+0.00035703i,7.9552e-05-0.00079763i,-0.0013591+0.0014296i,-1.6843e-05+0.00046599i,0.00031309+0.0012947i,-0.00084+0.00061337i,0.0014184+0.0040389i,0.0018245-5.73e-05i,0.00051725+0.00096079i,-0.00064022+0.00088865i,-0.0011371-8.7196e-05i,-0.0013518+0.00033722i,-0.0010383+0.0012062i,0.00033967-0.0011582i,-0.00046299-0.00064516i,0.00018905-0.0010698i,0.00051858-0.0013112i,-0.00023303-0.00082367i,0.0024076+0.0039346i,0.0019835+0.0015298i,-0.00037351+0.00022046i,0.0011915+0.00097952i,0.0018619-0.0038533i,-1.045e-05+0.0018064i,0.00083922+0.0010668i,-0.00079042+0.0010179i,-0.0013434+0.0011174i,-0.011697-0.0066455i,-0.015115-0.022495i,-0.015267-0.027041i,-0.016037-0.0091872i,-0.025432-0.021891i,-0.018431-0.0097244i,-0.022523-0.00010662i,-0.039513+0.011182i,-0.00053112-0.019803i,-0.0089601-0.015129i,0.012585+0.0034638i,0.001179+0.0010192i,0.0032561-0.00098051i,0.0034501+6.6058e-05i,0.00054765-0.0019404i,0.00015801+0.0099306i,0.0041528-0.00037585i,0.0012202+0.0040036i,-0.0025779-0.0012139i,-0.00132-0.00037205i,0.0011604+0.0003375i,-0.0018122-0.00077788i,-0.0010797-0.0026774i,0.0026787+0.0030819i,-0.004647-0.0046522i,-0.0053212+0.00039704i,-0.0025878+0.0015563i,0.0011585+0.0014081i,-0.00022263+0.00070814i,0.0019063+0.00093563i,-0.006366+0.0021803i,0.0010426-0.0038244i,0.00049176+0.0020825i,-0.0028514+0.0008103i,0.0013126+0.00062006i,0.0047333+0.0012354i,0.0013934+0.0011864i,-0.0017586+0.00096384i,-0.0010354+0.00013396i,0.0031706+0.0028539i,-0.00040206-0.00010232i,-0.0025919+0.002707i,0.0013692+0.0020761i,0.0040102-0.001024i,0.0017771-0.00037282i,-0.019917-0.02281i,0.0048274-0.012315i,0.00021939+0.00045026i,0.0072278+0.014462i,-0.00043852-0.0072158i,0.002499-0.00088347i,-0.0023882+0.010176i
-0.0082001-0.0085344i,-0.028679+0.011867i,-0.0081184+0.023332i,0.0019567+0.011183i,0.0044153+0.0084041i,0.0016901+0.010059i,-0.0060314+0.019904i,-0.022979+0.016724i,-0.014004+0.019229i,-0.0008054+0.0027994i,-0.0019508-0.00077204i,0.00066805+0.0024523i,-0.0015957+0.0020445i,0.0024491+0.00040525i,5.1011e-05+0.0009012i,-0.00065845+0.0019024i,0.0017496+0.00080713i,-0.0027867+0.0014124i,-0.00034454-0.00068054i,-0.00073525+0.0019341i,9.6621e-06+0.0004426i,0.00078419+0.00097335i,-0.00067286+0.00099914i,0.0022236+0.0038667i,0.0019804-0.0004106i,0.00084989+0.00070214i,-0.0002105+0.0011564i,-0.001059+0.00038584i,-0.00091383+0.00061402i,-0.0004996+0.0013278i,0.00010841-0.001335i,-0.00080179-0.00021638i,-0.00017272-0.0010154i,-0.00017806-0.0014245i,-0.00045064-0.0005523i,0.003394+0.0031043i,0.0024109+0.00066514i,-0.00024748+0.00040621i,0.0014723+0.00024939i,0.00036373-0.004212i,0.00067783+0.0018304i,0.0011814+0.00055251i,-0.00038484+0.0012485i,-0.0011373+0.0014732i,-0.014007-0.0054213i,-0.018265-0.021604i,-0.017337-0.027108i,-0.016657-0.0078136i,-0.028812-0.020093i,-0.018541-0.0087772i,-0.019872+0.00053718i,-0.03578+0.014625i,-0.0025326-0.022435i,-0.0095559-0.015437i,0.012569-0.00015438i,0.0014181+0.0011098i,0.0034888-0.00052958i,0.0030098-0.00060182i,-0.00037-0.0022493i,0.0040378+0.010585i,0.0033501-0.00070786i,0.0030052+0.003523i,-0.0028912-0.0010827i,-0.0017069+0.0005379i,0.0014543+2.5431e-06i,-0.0020993-0.00086117i,-0.0010449-0.002746i,0.0034706+0.00082928i,-0.0057504-0.002458i,-0.0058102+0.0022567i,-0.0016776+0.0026858i,0.0010904+0.00087227i,-0.00024551+0.00097793i,0.0015801+0.00040618i,-0.0047681+0.0047518i,-0.00031062-0.0037124i,0.00092177+0.0017364i,-0.0019164+0.0023258i,0.0012997+0.00045082i,0.0049802+5.7874e-05i,0.00096438+0.00053645i,-0.0013675+0.0018362i,-0.0011997+0.00059131i,0.0029476+0.0010631i,-0.00050051-0.00011429i,-0.0015889+0.0030113i,0.0022761+0.0015531i,0.003862-0.0023221i,0.0017484-0.0010243i,-0.022156-0.019831i,-0.0011205-0.011697i,-0.0018864+0.00057753i,0.008963+0.011239i,-0.0013264-0.0062422i,0.0022094-0.0013192i,-0.0017639+0.010368i
-0.0096827-0.0073206i,-0.025408+0.015872i,-0.0042365+0.022368i,0.003209+0.0089127i,0.0048563+0.0071653i,0.0024039+0.0092648i,-0.0030256+0.020019i,-0.020528+0.01891i,-0.010811+0.02011i,2.7637e-05+0.0029327i,-0.0019873+0.00034233i,0.0017578+0.0017799i,-0.00063834+0.0021941i,0.0024433-0.00061844i,0.00064419+0.00066995i,-0.0001552+0.0020948i,0.0025284+0.0003998i,-0.0020879+0.0024201i,-0.00041014-0.00050205i,5.8165e-05+0.001964i,1.1148e-05+0.00056115i,0.0010024+0.00061254i,-0.00032853+0.0013489i,0.0031329+0.0032818i,0.0020106-0.0011916i,0.0010928+0.00024487i,0.00035112+0.0011235i,-0.00081776+0.00077205i,-0.00066699+0.00061495i,1.5201e-05+0.0012627i,-0.00032911-0.0013841i,-0.00078317+0.00024236i,-0.00060175-0.0008957i,-0.00082419-0.0012079i,-0.00064333-0.00032696i,0.0041234+0.0022658i,0.0023857-0.00028123i,2.331e-05+0.00046255i,0.0012716-0.00044118i,-0.0010432-0.0037652i,0.0011727+0.0015076i,0.001051-9.0996e-05i,6.81e-05+0.0013037i,-0.00053165+0.0017452i,-0.015874-0.003529i,-0.021406-0.019538i,-0.020853-0.02622i,-0.017264-0.0061283i,-0.032437-0.017101i,-0.019119-0.0084399i,-0.017896+0.00018498i,-0.03232+0.017008i,-0.0056722-0.023755i,-0.010911-0.016047i,0.011279-0.0030041i,0.0018711+0.00093363i,0.0042338-0.00079441i,0.0022742-0.0011229i,-0.001491-0.0017266i,0.0081646+0.0094639i,0.0028665-0.00064473i,0.0040919+0.0021941i,-0.0034751-0.00037923i,-0.0011899+0.0015564i,0.0012053-0.00048534i,-0.0027059-0.00062532i,-0.0015331-0.0031422i,0.0025569-0.00093611i,-0.0055847-0.00033019i,-0.0047936+0.0044381i,-0.00020941+0.0030016i,0.00080355+0.0008092i,-0.0001451+0.0010389i,0.0012785+0.00030583i,-0.0023532+0.0058288i,-0.0016813-0.0031385i,0.0010712+0.0016376i,-0.0004467+0.0030485i,0.001263+0.00038488i,0.0044987-0.0011976i,0.00070926+0.00086852i,-0.00067742+0.0024487i,-0.00088843+0.00087637i,0.0019442+0.00012257i,-0.00077074+4.8569e-05i,-0.0001547+0.0027516i,0.002948+0.00058118i,0.0031036-0.0030642i,0.0011217-0.0015134i,-0.023662-0.016811i,-0.0064226-0.0090723i,-0.004126+0.0017955i,0.009161+0.0077269i,-0.0021212-0.0050572i,0.0017282-0.0013031i,-0.0013335+0.010838i
-0.010988-0.0057966i,-0.021559+0.018519i,-0.00089306+0.020895i,0.00338+0.006875i,0.0049667+0.0059234i,0.0031346+0.0086497i,-0.00020104+0.019388i,-0.017786+0.021124i,-0.0077438+0.020189i,0.00089743+0.0027273i,-0.0015004+0.0011533i,0.002094+0.00082634i,0.00017242+0.0019925i,0.0020639-0.001336i,0.00090624+0.00029346i,0.000479+0.0021339i,0.0030012-0.00066598i,-0.001103+0.0029438i,-0.00060131-0.00062182i,0.00069995+0.0016564i,0.00019802+0.00088879i,0.0010115+0.00030516i,0.00020836+0.0015431i,0.0038887+0.002389i,0.0015316-0.0019292i,0.0010694-0.00028877i,0.00074237+0.00086565i,-0.00044054+0.0010691i,-0.00045666+0.00061733i,0.00043639+0.00099677i,-0.00082253-0.0012907i,-0.00058886+0.00057704i,-0.0009261-0.0005314i,-0.0013054-0.00063302i,-0.00064354-2.6999e-05i,0.0047857+0.0013088i,0.0020626-0.0009726i,0.0001811+0.00034389i,0.00094832-0.0007382i,-0.0019217-0.0028768i,0.0015165+0.0010553i,0.00071954-0.00042762i,0.00043204+0.0011115i,9.8332e-05+0.0016042i,-0.01733-0.0010645i,-0.023909-0.016649i,-0.024574-0.023968i,-0.017228-0.0043895i,-0.034935-0.013003i,-0.020289-0.0077232i,-0.016777-0.00096294i,-0.028933+0.018745i,-0.0086745-0.024104i,-0.013328-0.016403i,0.0092025-0.0048717i,0.0022671+0.00051561i,0.0047403-0.0018339i,0.0012923-0.001134i,-0.0019866-0.00049767i,0.011723+0.0066183i,0.0028456-0.00053332i,0.0043628+0.00076724i,-0.0034397+0.00065919i,-3.96e-05+0.0019669i,0.00081234-0.00052814i,-0.0030872-3.981e-05i,-0.0026404-0.0033819i,0.001328-0.0016513i,-0.0049082+0.0011239i,-0.0028074+0.005652i,0.0010133+0.0025271i,0.00096949+0.0011318i,-0.00015649+0.0013444i,0.0012435+5.0059e-05i,7.5034e-05+0.0056766i,-0.0026881-0.00177i,0.0015286+0.0016569i,0.00090999+0.002861i,0.0011352+0.0002352i,0.0037749-0.0023197i,0.0012485+0.0011203i,0.00015621+0.0027879i,-0.00081919+0.00099858i,0.00097308-0.00013288i,-0.00078783+0.00043113i,0.00062081+0.0017477i,0.0032731-0.00048523i,0.0022947-0.0036834i,0.00023494-0.0014357i,-0.024777-0.01393i,-0.0097919-0.0048231i,-0.0056237+0.0038179i,0.0077406+0.0048937i,-0.0023737-0.0038106i,0.0015153-0.0011006i,-0.000336+0.011608i
-0.011799-0.0039578i,-0.018012+0.020087i,0.0016011+0.019036i,0.0029513+0.0053476i,0.0048235+0.0047721i,0.0040892+0.0077791i,0.0020823+0.01837i,-0.01441+0.023001i,-0.0052928+0.020046i,0.0016058+0.0022538i,-0.00078285+0.0016424i,0.0020502+0.00014037i,0.00082228+0.0015176i,0.0015168-0.0018888i,0.0010636-0.0001169i,0.0011431+0.0016978i,0.0029922-0.0019016i,-9.0496e-05+0.0030474i,-0.0010583-0.00050116i,0.001045+0.0012096i,0.00071717+0.00097081i,0.0010119-3.7064e-06i,0.00080311+0.0013984i,0.0043615+0.0012786i,0.00082828-0.0024279i,0.00075655-0.00083467i,0.00097914+0.0004738i,-2.6013e-06+0.0010856i,-0.00021725+0.00054719i,0.0005723+0.00056989i,-0.001328-0.0009962i,-0.00032265+0.00071931i,-0.00099633-0.00012691i,-0.0014075+1.6541e-05i,-0.00050855+0.00021389i,0.005314+0.00022948i,0.0016617-0.0015025i,0.00027814+0.00017883i,0.00070064-0.00093489i,-0.0022091-0.0019037i,0.001779+0.00057974i,0.0003202-0.00046596i,0.00066054+0.00081915i,0.00032172+0.0013158i,-0.018097+0.0017134i,-0.025441-0.013323i,-0.027299-0.020714i,-0.01689-0.0032631i,-0.036596-0.0085963i,-0.021496-0.0063303i,-0.017136-0.002117i,-0.025882+0.019777i,-0.01132-0.023987i,-0.015502-0.016107i,0.0075546-0.005544i,0.0024824-4.0934e-05i,0.0047226-0.0034953i,0.00051195-0.00064474i,-0.0018473+0.00085293i,0.014008+0.0026503i,0.0029026-0.00076979i,0.0038535-0.00069871i,-0.003079+0.0014158i,0.0010297+0.0015845i,0.00091157-0.00032652i,-0.0033112+0.00076816i,-0.0038497-0.0032261i,0.00041529-0.0018873i,-0.004125+0.0021852i,-0.00098696+0.0060471i,0.001866+0.001755i,0.0017129+0.0011708i,0.00024418+0.0016199i,0.00074167-0.00023138i,0.0020522+0.0047814i,-0.0025621-0.00020667i,0.0021343+0.0013114i,0.0018853+0.0021973i,0.0010701+0.00016632i,0.0026089-0.0031165i,0.0017328+0.00060796i,0.0012351+0.0027618i,-0.00061902+0.0014084i,0.00027525+0.00014835i,-0.00061296+0.00082224i,0.00057829+0.00085683i,0.003282-0.001841i,0.0010593-0.0041055i,-0.00026206-0.0010487i,-0.02537-0.011209i,-0.011258-0.00049578i,-0.0062235+0.0062589i,0.0054184+0.0033935i,-0.0020827-0.0027883i,0.0016604-0.00087312i,0.0010258+0.012023i
-0.011913-0.0021231i,-0.014755+0.02119i,0.0034937+0.016894i,0.0021827+0.0044663i,0.0044025+0.0038101i,0.0048037+0.0066132i,0.0040873+0.017215i,-0.010867+0.024059i,-0.0032694+0.019833i,0.0021441+0.0015706i,4.8007e-05+0.0016315i,0.0018971-0.00036469i,0.0011792+0.00087062i,0.00071919-0.0021929i,0.00098408-0.00054052i,0.0016009+0.0011246i,0.0025169-0.0032308i,0.00084611+0.0028568i,-0.0013113-3.111e-06i,0.0012658+0.00086746i,0.0011836+0.00068149i,0.00083459-0.0001386i,0.0012427+0.00099046i,0.0044571-0.00017791i,-8.984e-05-0.0027207i,0.00021286-0.00096594i,0.0010591+4.1226e-05i,0.00040768+0.0010716i,-0.00014759+0.00037738i,0.0003839+0.00021638i,-0.0016804-0.00050743i,-5.1066e-05+0.0007424i,-0.00095899+0.00014022i,-0.0012737+0.00056377i,-0.00033793+0.00019725i,0.0055113-0.001091i,0.0012312-0.0020761i,0.00032005+2.856e-05i,0.00042331-0.0011674i,-0.0021914-0.0012651i,0.0018059-4.8411e-05i,0.00018611-0.00022164i,0.00071696+0.00054719i,0.00053355+0.0013043i,-0.018233+0.0046177i,-0.025992-0.010305i,-0.02895-0.016689i,-0.017061-0.0023688i,-0.037231-0.0038787i,-0.022041-0.0044756i,-0.018418-0.0024141i,-0.023679+0.020555i,-0.014163-0.023454i,-0.017872-0.014931i,0.0063533-0.0060359i,0.0023791-0.00068823i,0.0033778-0.0054116i,-2.6928e-06+0.00015431i,-0.0011874+0.0020239i,0.01469-0.002306i,0.0030079-0.0010793i,0.0024008-0.0015418i,-0.002396+0.0019957i,0.0018543+0.00096725i,0.0013825-0.00061142i,-0.0031677+0.0017963i,-0.0052674-0.0025137i,-0.00052765-0.0019005i,-0.0032339+0.0030609i,0.00081514+0.0057304i,0.002242+0.00053564i,0.0022401+0.00060385i,0.00077069+0.0016743i,0.00015428-1.5321e-05i,0.0033642+0.0032708i,-0.0017901+0.00079418i,0.0023822+0.00075647i,0.0023093+0.0014778i,0.00099979+5.5724e-05i,0.0010653-0.0033413i,0.0019886+6.0481e-05i,0.0019618+0.0022886i,-0.00013659+0.0015647i,-2.1126e-05+0.00080353i,-0.00030042+0.0010963i,0.0002219+0.00043046i,0.0024226-0.0033322i,2.8408e-06-0.0037324i,-0.00055236-0.00078615i,-0.025528-0.0086086i,-0.011451+0.0035913i,-0.0057419+0.0089715i,0.0030661+0.0033774i,-0.0014149-0.0021094i,0.0019315-0.0008126i,0.0025593+0.01212i
-0.011817-0.00083878i,-0.011723+0.021933i,0.0044345+0.014951i,0.0015296+0.0042179i,0.0038003+0.0032177i,0.0052156+0.0054403i,0.0057036+0.016109i,-0.0070433+0.024558i,-0.00093127+0.019764i,0.0023609+0.00073954i,0.00062173+0.0013316i,0.0016933-0.00073897i,0.0013313+0.00033218i,-0.00013203-0.0019971i,0.00073381-0.00079112i,0.0018193+0.00047242i,0.0013014-0.0043294i,0.0016112+0.0023882i,-0.0012962+0.00051733i,0.0014824+0.00050738i,0.0015264+0.00014404i,0.00079078-0.00018479i,0.0014319+0.00046564i,0.0039647-0.0015764i,-0.0010726-0.0026197i,-0.00014248-0.00071745i,0.00093532-0.0003913i,0.00068253+0.00084612i,-0.0002309+0.00042235i,0.00015286+0.00012206i,-0.0018149+0.00015971i,0.00011219+0.00068017i,-0.00092679+0.00045385i,-0.00098434+0.001086i,-0.00025845+0.00015159i,0.0053887-0.0025036i,0.00050486-0.0025164i,0.00027476-0.00012869i,1.3308e-05-0.0014195i,-0.0021942-0.00097111i,0.0015364-0.00055145i,0.00033449-0.00016605i,0.00067523+0.00049575i,0.00092373+0.0012338i,-0.017858+0.0073933i,-0.026386-0.008076i,-0.029006-0.012709i,-0.017385-0.00096204i,-0.036813+0.0007325i,-0.022224-0.0028922i,-0.020232-0.0017767i,-0.02185+0.02179i,-0.01614-0.022512i,-0.01972-0.013305i,0.0051806-0.0064939i,0.0017825-0.0012713i,0.00097967-0.0060878i,0.00012818+0.0010446i,0.00024314+0.003073i,0.012979-0.0073869i,0.0031431-0.0016935i,0.00084657-0.001156i,-0.001663+0.0020975i,0.0024278-0.00037587i,0.0012875-0.0013576i,-0.0025375+0.0028669i,-0.0064707-0.0010225i,-0.001454-0.0012532i,-0.0019714+0.0037338i,0.0021716+0.0048522i,0.0016677-0.00059247i,0.0025604-0.00018382i,0.0012379+0.0014632i,6.0073e-05+0.00047034i,0.0036666+0.0018347i,-0.00083137+0.0011456i,0.0026694+0.00032645i,0.0024955+0.00073079i,0.00099825+4.9936e-05i,-0.00012486-0.0026536i,0.0022489-0.0006241i,0.0027565+0.0016502i,0.00058116+0.0011482i,0.00021975+0.001449i,0.00023917+0.00131i,-2.0142e-05+0.00031567i,0.00077022-0.0040754i,-0.00083082-0.0031847i,-0.0008647-0.00024257i,-0.025458-0.0064517i,-0.010565+0.0072459i,-0.0040845+0.011085i,0.0015365+0.004824i,-0.0007744-0.002253i,0.0021299-0.001175i,0.0041116+0.011801i
-0.012043+0.00030045i,-0.008705+0.022534i,0.005115+0.01354i,0.0014207+0.0042298i,0.0033618+0.0030599i,0.0055381+0.0042134i,0.0072451+0.015027i,-0.0032705+0.023993i,0.0017221+0.019357i,0.0022083+4.4753e-05i,0.0008747+0.00098548i,0.0015202-0.001041i,0.0014644-0.00028407i,-0.0004651-0.0013986i,0.00055387-0.00093249i,0.0017304-0.00021724i,-0.0003342-0.0046315i,0.0021039+0.0016991i,-0.0011029+0.00097213i,0.001661+6.3252e-05i,0.0014921-0.00060901i,0.00075201-0.00029698i,0.0013495+3.8431e-05i,0.0028973-0.0023927i,-0.0019192-0.0020336i,-0.00012411-0.00039681i,0.00063176-0.00075662i,0.00077461+0.00047084i,-8.6895e-05+0.00056456i,-2.5891e-05+0.00022832i,-0.0016156+0.00076941i,0.00030747+0.00062674i,-0.00076971+0.00086311i,-0.00047532+0.0013637i,-0.00016006+0.00019034i,0.0047454-0.0040074i,-0.00049592-0.0026169i,0.00015907-0.00025343i,-0.00068149-0.0013174i,-0.0024733-0.00066892i,0.0012148-0.00089563i,0.00042719-0.00031755i,0.00092983+0.00053335i,0.001255+0.00099146i,-0.016722+0.010101i,-0.026969-0.0059917i,-0.028097-0.0099841i,-0.017068+0.0006882i,-0.035232+0.0045726i,-0.022047-0.0012132i,-0.021745+0.0001325i,-0.019351+0.023493i,-0.018157-0.021964i,-0.02129-0.012118i,0.0041257-0.0070776i,0.00092618-0.0013156i,-0.0013778-0.005172i,0.00066001+0.0016688i,0.0023113+0.0030129i,0.009029-0.010815i,0.0026649-0.002719i,0.00013016+0.00032844i,-0.0010891+0.0019125i,0.0020462-0.0018336i,0.00090552-0.0019174i,-0.0013527+0.0034345i,-0.0070926+0.0010664i,-0.001559-0.00036421i,-0.00055645+0.0038003i,0.0029077+0.00385i,0.00077991-0.0010119i,0.0026506-0.0011157i,0.0017317+0.0011707i,0.00020217+0.00078444i,0.0035542+0.00092687i,6.0089e-05+0.0011098i,0.0029418-0.00046914i,0.0025781+4.3511e-05i,0.00094834-0.00015644i,-0.00052064-0.0016957i,0.0018846-0.001674i,0.0031872+0.0005464i,0.0006499+0.00054878i,0.00089222+0.0016778i,0.00083916+0.0012748i,-0.00013033+0.00043844i,-0.00066705-0.003682i,-0.0016657-0.0024615i,-0.0011007+0.00045865i,-0.025609-0.0045477i,-0.0087102+0.0097388i,-0.0018784+0.011905i,0.0013501+0.0066858i,-0.0012882-0.0028023i,0.0019954-0.0015875i,0.0057435+0.011127i
-0.012272+0.0017638i,-0.0055669+0.022897i,0.0058792+0.012402i,0.0015654+0.0040498i,0.0033108+0.0028466i,0.0056734+0.0026849i,0.0089373+0.013907i,-0.00019061+0.022705i,0.0043318+0.018064i,0.0018615-0.00045015i,0.00099293+0.00069477i,0.0012908-0.0013124i,0.0013176-0.0011215i,-0.00047072-0.0010163i,0.0003467-0.0010872i,0.0014209-0.00071629i,-0.0017449-0.0040315i,0.0023447+0.0010074i,-0.00073579+0.0014202i,0.0017136-0.00049923i,0.00096382-0.0012172i,0.0007362-0.0004049i,0.0012065-0.00029442i,0.0020317-0.002477i,-0.0022784-0.0011541i,7.6154e-05-0.00042442i,0.0002042-0.00098455i,0.00068788+0.00011066i,0.00016016+0.00054358i,5.7911e-05+0.00046793i,-0.0012316+0.0012342i,0.00058373+0.00049194i,-0.00034937+0.0011672i,9.6572e-05+0.0013751i,-1.1086e-05+0.00026194i,0.0034678-0.0053591i,-0.0014236-0.0022083i,4.319e-05-0.00026514i,-0.0011712-0.0008734i,-0.0028437+3.7342e-06i,0.0008039-0.0010219i,0.00031417-0.00046175i,0.0014342+0.00046307i,0.0015146+0.00054238i,-0.015301+0.012369i,-0.027752-0.0036525i,-0.027306-0.0082639i,-0.01644+0.0019864i,-0.033305+0.0076571i,-0.021378-4.9197e-05i,-0.022249+0.0028914i,-0.016257+0.024838i,-0.020309-0.021034i,-0.023246-0.010548i,0.0031022-0.0077086i,0.0001296-0.00085509i,-0.0028866-0.0034557i,0.001239+0.0017621i,0.003884+0.0019352i,0.0043816-0.01195i,0.0014321-0.0032125i,0.00047594+0.0017271i,-0.00094677+0.0016077i,0.0011388-0.0026421i,0.00035976-0.0024447i,-0.00023757+0.0034389i,-0.0064646+0.003309i,-0.0013306+0.00024249i,0.00062745+0.0034562i,0.0034331+0.0031656i,7.0033e-05-0.00095522i,0.0020826-0.0022407i,0.0018334+0.0003073i,0.0006554+0.0012918i,0.0033761+0.00029946i,0.00093533+0.00056276i,0.0027258-0.0014286i,0.0024835-0.00080396i,0.00096427-0.00020751i,-0.00035404-0.00073883i,0.00043295-0.0024538i,0.0029201-0.00044788i,0.00022623+0.00024749i,0.0015914+0.0013985i,0.0016133+0.00077475i,-0.00024278+0.00041204i,-0.0015335-0.0031248i,-0.002058-0.0010862i,-0.00089004+0.0011491i,-0.025653-0.0026678i,-0.0071677+0.011147i,-0.0003249+0.011689i,0.0022164+0.007811i,-0.0022385-0.002561i,0.0015638-0.0018726i,0.0070748+0.0097178i
-0.012178+0.0035041i,-0.0023492+0.022866i,0.0066496+0.011261i,0.0017062+0.0036869i,0.0032572+0.0024034i,0.005269+0.001143i,0.01069+0.012315i,0.0021766+0.021306i,0.0063998+0.016144i,0.001412-0.00064183i,0.00093236+0.00056043i,0.0010697-0.0015078i,0.0007314-0.0017512i,-0.00039224-0.00076643i,4.4551e-05-0.0011079i,0.0011245-0.00083359i,-0.0024939-0.0032099i,0.0022659+0.00039512i,-0.00015538+0.0016782i,0.0015237-0.0010334i,0.00022592-0.0012787i,0.00076463-0.00050886i,0.0010015-0.00053413i,0.0016583-0.0025399i,-0.0022563-0.00044302i,0.00011025-0.00052277i,-0.00027133-0.00095975i,0.00044838-7.0476e-05i,0.0003161+0.00041143i,0.00037231+0.00052151i,-0.00075378+0.0015197i,0.00078802+0.00030472i,7.0577e-05+0.0012505i,0.00055257+0.0011636i,8.8964e-05+0.00021326i,0.001572-0.0063821i,-0.0019934-0.0015359i,-7.3498e-05-0.00025096i,-0.0013425-0.00040142i,-0.0029114+0.00092344i,0.0004209-0.0011046i,0.00013875-0.00050435i,0.0018737+1.8992e-06i,0.0016225+0.00019751i,-0.013276+0.014353i,-0.028353-0.00068451i,-0.02679-0.0066986i,-0.015771+0.0032754i,-0.031386+0.0099576i,-0.020734+0.00051055i,-0.021594+0.0057014i,-0.012541+0.025295i,-0.022393-0.019846i,-0.025251-0.0080388i,0.0013734-0.0082817i,-0.00037306-8.284e-05i,-0.0034381-0.0012211i,0.0017338+0.0016253i,0.004894+0.00053527i,0.00036189-0.011006i,0.0002641-0.0025694i,0.0016577+0.0025942i,-0.00099737+0.0015613i,0.00045388-0.0028574i,-0.00044752-0.0029137i,0.00088265+0.0030632i,-0.005505+0.0047919i,-0.0013085+0.00051301i,0.0017234+0.002766i,0.0040492+0.0022749i,-0.00057206-0.00078085i,0.0006825-0.0027866i,0.001212-0.00031079i,0.0015353+0.0012907i,0.0030026-0.00032829i,0.00070166-0.0004418i,0.001852-0.0021343i,0.0018076-0.0015972i,0.0010462-0.00034634i,9.2061e-05-0.00037939i,-0.00096554-0.0018298i,0.0023491-0.0010529i,-0.00017853+0.00045198i,0.0019567+0.00094034i,0.0020074-0.00011913i,-9.7045e-05+0.00028285i,-0.0022417-0.0026197i,-0.0014338+0.00010834i,-0.00046647+0.0016269i,-0.025494-0.00045605i,-0.0057765+0.01302i,0.00043918+0.011501i,0.0034044+0.0082731i,-0.0030583-0.0014766i,0.0010147-0.0019161i,0.0077213+0.0080169i
