-0.00061178-0.041367i,-0.00057719-0.046252i,-0.0072742-0.0479i,-0.030292-0.023731i,-0.022669+0.010473i,-0.036191-0.033811i,-0.062896-0.059041i,-0.018827-0.071274i,-0.024285-0.043726i,-0.00086437+0.016268i,-0.010545+0.013154i,-0.014384+0.013266i,0.0034899+0.013754i,-0.0028105-0.0021961i,0.001749+0.0058411i,-0.00016703+0.033818i,0.019474+0.056796i,0.0013196-0.00073584i,-0.0034477-0.0092848i,0.0075447+0.0042779i,0.0018012+0.0014229i,-0.0004806+0.003025i,1.0299e-06-0.00065062i,-0.037759-0.0094188i,-0.0023372-0.0076294i,-0.0012063+0.0044202i,0.0055441-0.0004057i,7.4855e-05+0.00024934i,0.00062273-0.00085273i,0.00050103-0.0022219i,-0.0013708-0.0059558i,-0.003189-0.0059784i,-0.00080181-0.007118i,0.0032925-0.00047247i,0.0033092-0.0017116i,-0.0022661+0.038622i,0.0066866-0.0037445i,0.0032506-0.00085564i,0.0054269-0.00034988i,-0.012451-0.0062435i,-0.0010552+0.00025527i,0.0097241-0.00028254i,0.0033404+0.0015327i,-0.0048295+0.0021007i,-8.9854e-05+0.010491i,-0.0056044+0.018358i,0.026747-0.081744i,0.00027964-0.054721i,-0.023026-0.043447i,-0.019394-0.037403i,0.063315-0.015732i,0.030848-0.057989i,0.038985-0.044252i,0.034234-0.051804i,0.019852-0.015886i,0.0076721+0.012146i,0.024283-0.033905i,-0.0083959-0.0054876i,0.0030424-0.0014219i,-0.0029465-0.0057983i,0.0054071-0.032125i,-0.025754+0.030429i,0.0088636-0.010212i,-0.012674-0.0026602i,-0.0046622-0.0016817i,0.00052141-0.01472i,-0.010632+0.0049749i,0.0032132+0.0069317i,-0.01489+0.030421i,0.0052464+0.0069377i,-0.0060346-0.0019429i,-0.0012116-0.0026015i,-0.011968-0.0078186i,0.00031615-0.0035435i,-0.036438+0.0057938i,0.0017649-0.012574i,-0.0093564-0.0029075i,-0.0071844-0.003341i,0.0063066+0.0021236i,-0.0091953+0.0020398i,-7.2584e-05+0.0017175i,0.0058394+0.010227i,0.0049741+0.00058263i,-0.0088311-0.010366i,0.0018056+0.0084455i,-0.020288+0.0052323i,0.0064872+0.0032107i,-0.027795-0.0089605i,-0.035986-0.0027316i,0.027322-0.077019i,0.014144-0.0093714i,-0.042319-0.028554i,-0.02443-0.0062694i,0.017091+0.012158i,-0.02704+0.010833i,-0.01159-0.010073i
-0.0096718-0.0089129i,-0.041749-0.0022033i,-0.011468+0.022633i,0.0029132+0.0096656i,0.0056243+0.011108i,0.0034345+0.0086522i,-0.0084659+0.017101i,-0.033263+0.0089068i,-0.016348+0.013624i,4.4412e-05+0.0037117i,-0.00071931-0.0020699i,-0.00017897+0.001902i,-0.0018953+0.0016884i,0.0020525+0.00076374i,0.00016945+0.0011458i,-0.00030885+0.0011933i,0.0013606+0.00058172i,-0.0028033+0.00018888i,-8.2155e-05-0.001215i,-0.00048059+0.0011683i,-0.0001838+0.00080587i,0.00070766+0.0010087i,-0.00082304+0.0005197i,0.0018434+0.0034659i,0.0021166+0.0014633i,-0.00014502+0.0006377i,-0.000808+0.00087788i,-0.00070517+0.00018793i,-0.0010424+0.00029448i,-0.00098789+0.0016708i,-0.00068848-0.00050088i,0.00011157-0.00040678i,-0.00021295-0.00046944i,0.001041-0.00056812i,0.00068735-0.00041082i,0.0032287+0.002868i,0.0018052+0.00039746i,-0.00040337+0.00016039i,0.0010833+0.0009272i,0.0017349-0.0029448i,4.933e-05+0.0016664i,0.00059542+0.0017817i,-0.0014572-0.00082102i,-0.0024281+0.00078627i,-0.011299-0.0067294i,-0.0088394-0.019147i,-0.0098952-0.026331i,-0.019777-0.012661i,-0.025231-0.021933i,-0.014732-0.01134i,-0.022714+0.0025046i,-0.035555+0.0091078i,-0.0065088-0.018197i,-0.0066148-0.01347i,0.012512+0.0037639i,0.00098113+0.00038871i,0.0024889-0.0022061i,0.0026632+0.00085867i,9.1879e-06-0.0018379i,0.00021143+0.01005i,0.0034809-6.446e-05i,0.0012817+0.0039171i,-0.0029055-0.0014146i,-0.0015162+0.00045308i,0.0013903-8.5132e-05i,-0.0022154-0.00033353i,-0.0012637-0.0024791i,0.0020024+0.0031046i,-0.0049254-0.0043777i,-0.005287+0.00098875i,-0.001667+0.0019189i,0.00082951+0.0014356i,-9.0762e-05+0.00044843i,0.0020529+0.00070249i,-0.0065125+0.002759i,0.00097097-0.0041104i,0.00093697+0.0019309i,-0.0029186+0.0010418i,0.0015627+0.00019658i,0.0046856+0.00058796i,0.0013822+0.0014625i,-0.0008503+0.001649i,-0.00038489+0.00015966i,0.0031538+0.0027386i,-0.00085189-3.5133e-06i,-0.0022111+0.0030894i,0.0019731+0.0023461i,0.0048249-0.00046617i,0.00071553-0.00069023i,-0.018069-0.019856i,0.0053245-0.013899i,0.00060318+0.00032372i,0.0090445+0.014312i,-0.0017184-0.0074066i,0.0024335-0.0010477i,-0.0024464+0.01125i
-0.011523-0.0078848i,-0.040578+0.0046255i,-0.007154+0.022432i,0.0042543+0.0081979i,0.0066933+0.0093355i,0.003568+0.0073521i,-0.0057509+0.0178i,-0.030938+0.012918i,-0.013259+0.015975i,0.00073685+0.0035989i,-0.0016091-0.0013881i,0.00090999+0.0019033i,-0.0010268+0.0019567i,0.0024331-9.1981e-05i,0.00077563+0.0010251i,-0.00014096+0.0013102i,0.0018036+0.00034585i,-0.002645+0.0010677i,-0.00064016-0.00078805i,8.5213e-05+0.0013579i,1.2143e-05+0.00073998i,0.0010224+0.00054623i,-0.00075803+0.00089104i,0.0024669+0.0031512i,0.0027048+0.00088242i,0.00022223+0.0005778i,-0.0003264+0.0012428i,-0.00059413+0.00045996i,-0.00068205+0.00066585i,-0.00028745+0.0016822i,-0.00066386-0.00043743i,-0.0001516-0.0001237i,-0.00031265-0.00032856i,0.00063544-0.0010178i,0.00057364-0.00055405i,0.0038506+0.0019037i,0.0018574-0.00036305i,-0.00030505+0.00035594i,0.0012879+0.00032832i,0.00067253-0.0033044i,0.00072581+0.0016458i,0.0011881+0.0012754i,-0.0016171-0.00048046i,-0.0022848+0.001386i,-0.013897-0.0052753i,-0.011991-0.018443i,-0.012222-0.026832i,-0.021484-0.010982i,-0.028573-0.020025i,-0.015181-0.011044i,-0.019437+0.0025869i,-0.031705+0.011952i,-0.0076474-0.019882i,-0.0069926-0.014355i,0.012708-0.00036288i,0.001157+0.0006758i,0.0022405-0.00094022i,0.0024855+0.00045263i,-0.00092991-0.0022904i,0.0041852+0.010634i,0.0026434-0.00021856i,0.0027821+0.003699i,-0.0034081-0.0010933i,-0.0016514+0.0014099i,0.0015071-0.00060881i,-0.0023387-0.00034245i,-0.001051-0.0025521i,0.0027778+0.0012783i,-0.0058312-0.0019791i,-0.0054614+0.0029115i,-0.00062486+0.002553i,0.00072399+0.0011349i,-0.00019197+0.00071781i,0.0015964+5.8092e-05i,-0.0047022+0.0053139i,-0.00046158-0.0039846i,0.0012978+0.0014071i,-0.0018857+0.0025558i,0.0013439+0.00011289i,0.0047906-0.00043649i,0.0012578+0.00080888i,-0.00026148+0.0020132i,-0.0006866+0.00029047i,0.0028047+0.0010386i,-0.00089071-0.00013373i,-0.0012071+0.0033353i,0.0028477+0.0014459i,0.0048041-0.0023095i,0.00067724-0.0011472i,-0.01984-0.017069i,-0.0011476-0.012945i,-0.0012315+0.00054713i,0.010702+0.010807i,-0.0025203-0.0062037i,0.0021062-0.001527i,-0.0015899+0.011123i
-0.013152-0.0063018i,-0.037857+0.010545i,-0.0036495+0.021479i,0.0051047+0.0064704i,0.0072247+0.0075446i,0.003437+0.0063375i,-0.0029618+0.017895i,-0.028541+0.016339i,-0.0099931+0.017195i,0.0014763+0.0033251i,-0.0018373-0.00037071i,0.0018048+0.0011955i,-0.00018593+0.0019887i,0.002097-0.0010307i,0.001343+0.00047626i,0.00011692+0.0014254i,0.0023808-0.00019144i,-0.0021887+0.0019147i,-0.00055524-0.00040647i,0.00071842+0.0011223i,0.00011823+0.00074227i,0.00095745+9.6078e-05i,-0.0005094+0.0013505i,0.0032125+0.0025605i,0.0031081-0.00019409i,0.0004734+0.00027235i,0.00034753+0.001241i,-0.00038934+0.00067335i,-0.0003153+0.00073875i,0.00034927+0.0015129i,-0.00077951-0.00028749i,-0.00015034+0.00016274i,-0.00048393-0.00023414i,9.8637e-05-0.0011256i,0.00038744-0.00066994i,0.0042235+0.00096975i,0.0015286-0.0011019i,-1.4925e-05+0.00046825i,0.0011932-0.00017987i,-0.00038171-0.0029733i,0.0012621+0.001275i,0.0013278+0.00060896i,-0.0017092-0.00010948i,-0.0013857+0.0017432i,-0.015967-0.0030551i,-0.014809-0.016528i,-0.015893-0.0265i,-0.023078-0.0081437i,-0.032201-0.017231i,-0.016466-0.011345i,-0.017109+0.0014834i,-0.028251+0.013291i,-0.009509-0.020852i,-0.0085278-0.015491i,0.011192-0.0034534i,0.0016577+0.0006145i,0.0032109-0.00030899i,0.002032+5.6268e-06i,-0.0023445-0.0015628i,0.0082894+0.0093974i,0.0021261+0.00021007i,0.0039382+0.0027224i,-0.0040353-0.00024596i,-0.00088706+0.0023152i,0.00097894-0.0011258i,-0.0028844-0.00012691i,-0.0015006-0.0030924i,0.0020354-0.0001721i,-0.0053835+0.00017737i,-0.0042703+0.0049571i,0.00058169+0.0024024i,0.00057723+0.0013675i,-8.9399e-05+0.00076453i,0.0013345+1.8077e-06i,-0.0020488+0.0063022i,-0.0020473-0.0033638i,0.0014053+0.0011658i,-0.00044411+0.0032924i,0.0012562+7.119e-05i,0.0042057-0.0015933i,0.0011246+0.00089088i,0.00033209+0.0022691i,-0.00066766+0.00053757i,0.0018223+0.00025421i,-0.0011925-2.8014e-05i,0.00023997+0.0029918i,0.0033464+0.00033294i,0.003763-0.0034253i,0.00017235-0.0012546i,-0.020998-0.014383i,-0.0065106-0.010066i,-0.003118+0.0016934i,0.010778+0.00713i,-0.0033092-0.0046948i,0.0015334-0.0015743i,-0.0012915+0.011397i
-0.014519-0.0043493i,-0.034303+0.014844i,-0.00061285+0.020166i,0.0053966+0.0047027i,0.0073842+0.005771i,0.0033076+0.0056642i,-0.00039013+0.017186i,-0.025843+0.019786i,-0.0066087+0.017409i,0.0023044+0.0028446i,-0.001492+0.0004782i,0.00203+0.00027732i,0.00050609+0.0017545i,0.0015143-0.0014464i,0.0014279-0.00020038i,0.00054135+0.0014519i,0.0027295-0.0011087i,-0.0014681+0.0025414i,-0.0006635-0.00052425i,0.0010354+0.00059766i,0.00026577+0.00086762i,0.00068351-0.00013016i,4.0427e-05+0.0016582i,0.0037791+0.0016957i,0.0029526-0.0014099i,0.00047483-0.00011472i,0.00079509+0.00093366i,-6.5069e-05+0.00083609i,-6.9037e-05+0.00060417i,0.00089398+0.001083i,-0.00094513-0.00011866i,-2.966e-06+0.00035069i,-0.00059073+3.8294e-05i,-0.00037246-0.00094042i,0.0002205-0.00070952i,0.0044808+5.3869e-05i,0.00091126-0.0015449i,0.00018101+0.00035586i,0.0010612-0.00054907i,-0.0010851-0.0023116i,0.0015236+0.00074428i,0.0012103+0.0001755i,-0.001772+0.00031159i,-0.00081535+0.001439i,-0.017228-0.00025745i,-0.016613-0.014125i,-0.019808-0.024703i,-0.023403-0.0050269i,-0.034877-0.013174i,-0.018585-0.010887i,-0.016221-0.00057173i,-0.02558+0.014071i,-0.011669-0.021097i,-0.011053-0.016172i,0.0090244-0.0053495i,0.0021114+0.00021186i,0.0044422-0.00093809i,0.0012611+3.1467e-05i,-0.0027882+5.8985e-05i,0.011508+0.0066038i,0.0023889+0.00074325i,0.0045144+0.0014035i,-0.0040287+0.001067i,0.00035777+0.0025085i,0.00048003-0.00097147i,-0.0032326+0.00053124i,-0.0026147-0.0034044i,0.0012237-0.00052277i,-0.0044899+0.0014765i,-0.0021137+0.0060601i,0.0014209+0.0017124i,0.0010594+0.0016926i,-0.00015756+0.0010515i,0.0012578-0.00019468i,0.00047359+0.0059294i,-0.0029819-0.0016833i,0.0017338+0.0010104i,0.0010007+0.0030718i,0.0010149-4.629e-05i,0.0032765-0.002602i,0.0016636+0.0010373i,0.0010592+0.0022908i,-0.00071728+0.00057027i,0.00096898+7.0058e-05i,-0.0012286+0.00053548i,0.001035+0.0020477i,0.0033639-0.00088683i,0.0026891-0.0040916i,-0.0004694-0.00099497i,-0.021593-0.011979i,-0.0099756-0.0056629i,-0.0044248+0.0033918i,0.0092333+0.0040872i,-0.0033213-0.0030801i,0.0011004-0.0013411i,-0.00050434+0.012126i
-0.015333-0.0019585i,-0.031311+0.018022i,0.0018188+0.018586i,0.0051897+0.0030239i,0.0070872+0.0040132i,0.0033563+0.0049944i,0.0016179+0.016179i,-0.022311+0.022829i,-0.0039226+0.016759i,0.0029528+0.0020621i,-0.00080755+0.00091459i,0.0018975-0.00039968i,0.0010729+0.0012742i,0.0010038-0.0016212i,0.0012968-0.00081687i,0.00098543+0.0012465i,0.0025675-0.0022257i,-0.00060869+0.0028691i,-0.0011597-0.00033888i,0.00097328+9.2725e-05i,0.00063937+0.00089925i,0.0005649-0.00017604i,0.00068686+0.0016282i,0.0041661+0.0005917i,0.00229-0.0024353i,0.00017058-0.00045923i,0.00099968+0.00047449i,0.00023374+0.00071829i,0.00012181+0.00044567i,0.0010209+0.0004485i,-0.0010943+0.00021701i,0.00021856+0.00031993i,-0.00052518+0.00028243i,-0.00070403-0.00064177i,8.2466e-06-0.00077426i,0.0046564-0.00087333i,0.00030627-0.0016997i,0.000294+0.00013282i,0.00089347-0.00080369i,-0.0011808-0.0015869i,0.0017071+0.00020601i,0.00091954+5.4574e-05i,-0.0016401+0.0007622i,-0.000857+0.0011565i,-0.017894+0.0026964i,-0.017615-0.011851i,-0.022736-0.021688i,-0.022773-0.0027245i,-0.036635-0.008686i,-0.020569-0.009421i,-0.017236-0.002176i,-0.023559+0.014372i,-0.013747-0.021312i,-0.013462-0.015959i,0.0070314-0.0062046i,0.0023704-0.00034029i,0.0050304-0.0027004i,0.000693+0.00056237i,-0.002376+0.0017322i,0.013558+0.0028646i,0.0028134+0.00066704i,0.0041817-0.00019894i,-0.0034049+0.002132i,0.0013532+0.0019967i,0.00049492-0.0006991i,-0.0033423+0.0013912i,-0.0039463-0.003238i,0.00086561-0.00073623i,-0.0036417+0.0023431i,-7.617e-05+0.0062372i,0.0019194+0.00092206i,0.0019726+0.0015744i,0.00011241+0.0013008i,0.00083139-0.00045354i,0.0023948+0.0048382i,-0.0027155-4.9855e-05i,0.002013+0.00062083i,0.0020875+0.0023296i,0.00086106+8.8841e-05i,0.0021534-0.0032071i,0.0021643+0.00031209i,0.0018613+0.0019306i,-0.00079513+0.00097789i,0.00039079+0.00041921i,-0.0010238+0.0010591i,0.00096361+0.0011347i,0.0030235-0.0023482i,0.0012358-0.0045042i,-0.0006996-0.00059065i,-0.021845-0.010005i,-0.011548-0.001262i,-0.0050559+0.005547i,0.0069027+0.0023822i,-0.0027529-0.0018752i,0.0011752-0.00099652i,0.00084752+0.012902i
-0.015339+0.00036676i,-0.028488+0.021143i,0.003809+0.016682i,0.0043786+0.0017041i,0.0063066+0.0025724i,0.0033417+0.0043722i,0.0032481+0.015045i,-0.018445+0.024905i,-0.0017979+0.015931i,0.0033621+0.0011152i,-0.00017817+0.00081894i,0.0016868-0.00088956i,0.0014025+0.00058783i,0.00046599-0.0017106i,0.00093029-0.0012467i,0.001388+0.00092786i,0.0019198-0.0032588i,0.00024445+0.0028872i,-0.0012226+0.00029565i,0.00081684-0.00011651i,0.0010305+0.00069628i,0.00035262-8.8006e-05i,0.0011897+0.0012728i,0.0041133-0.00082366i,0.0012829-0.0030837i,-0.00025412-0.00027068i,0.0010417+2.5148e-05i,0.00039338+0.00069606i,0.00025136+0.0002208i,0.00078049-2.9188e-05i,-0.0010106+0.00065126i,0.00026881+0.0002186i,-0.00042577+0.00035085i,-0.0008358-0.00030819i,-0.00030227-0.00085293i,0.00458-0.0019462i,-4.6775e-05-0.0017709i,0.00032087-2.4163e-05i,0.00064425-0.0010609i,-0.0011095-0.0013015i,0.0015301-0.00040449i,0.00088113+4.8475e-05i,-0.0014455+0.0012277i,-0.00069933+0.0014473i,-0.017894+0.0058129i,-0.018108-0.0099213i,-0.024365-0.018317i,-0.022579-0.0010275i,-0.037249-0.0039486i,-0.021644-0.007484i,-0.019251-0.0026415i,-0.022475+0.014792i,-0.016229-0.021029i,-0.015788-0.014779i,0.0055132-0.0063449i,0.0022245-0.0010264i,0.0040017-0.0048361i,0.00052121+0.0012544i,-0.0013013+0.003132i,0.014262-0.0016161i,0.0033924+0.00049832i,0.0028741-0.0012039i,-0.0023546+0.0027313i,0.0020923+0.0012548i,0.00081569-0.00089499i,-0.0029952+0.0024174i,-0.0054621-0.0024625i,0.00047003-0.0010942i,-0.0028747+0.0029531i,0.0016777+0.0056505i,0.0019125-0.00016803i,0.0025395+0.0009104i,0.00049123+0.0013415i,0.00024924-0.00031024i,0.0034865+0.0032141i,-0.0019006+0.00088993i,0.0020991+0.00017496i,0.0025538+0.0014302i,0.0008173+8.6362e-05i,0.00071917-0.0032401i,0.0023372-0.00049654i,0.002226+0.0012524i,-0.00047412+0.0012863i,0.00020735+0.00095641i,-0.00063828+0.0015305i,0.00068987+0.00063355i,0.0018508-0.0035868i,-0.0001003-0.0040759i,-0.00077053-0.0002012i,-0.021976-0.0079665i,-0.011955+0.0029554i,-0.0046227+0.0079892i,0.0044857+0.0020659i,-0.0017881-0.0012202i,0.0014619-0.00093946i,0.0025951+0.013181i
-0.015107+0.0021327i,-0.025356+0.024086i,0.0049755+0.014785i,0.0034603+0.0010602i,0.005283+0.0017163i,0.0032382+0.0038348i,0.0044907+0.014034i,-0.014259+0.02656i,-9.8049e-05+0.015046i,0.0034079+7.9205e-05i,0.00010047+0.0005369i,0.001349-0.0012781i,0.0014305-4.1113e-05i,-9.5345e-05-0.001512i,0.00047581-0.0014034i,0.0017143+0.00044805i,0.0008413-0.0041431i,0.0010564+0.0026395i,-0.00094189+0.00071412i,0.00077633-0.00021524i,0.0013764+0.00025097i,0.00036591+6.1042e-05i,0.0014982+0.00074289i,0.00353-0.0021552i,0.00023911-0.0033744i,-0.00022645+0.00012626i,0.0009136-0.00040656i,0.00058573+0.00062496i,0.00015541+4.0382e-05i,0.00047489-0.00015864i,-0.00067051+0.0010993i,0.0001776+0.00023606i,-0.00041487+0.00047988i,-0.00090729+0.0001299i,-0.00059739-0.00083607i,0.0042205-0.0030354i,-0.00061469-0.0018189i,0.00024487-0.00013906i,0.00031112-0.0013444i,-0.0011375-0.0013153i,0.0011234-0.00075358i,0.0010331-3.2706e-05i,-0.0010014+0.0017011i,-0.00022703+0.001583i,-0.017167+0.0089139i,-0.018777-0.0086239i,-0.024822-0.015238i,-0.022479+0.0010955i,-0.036827+0.00065499i,-0.022455-0.0057928i,-0.021752-0.0016427i,-0.021772+0.015956i,-0.018208-0.02036i,-0.017521-0.013256i,0.0042986-0.0064001i,0.0016778-0.0015588i,0.0018438-0.0057683i,0.00084291+0.0020012i,0.0006572+0.0042236i,0.01284-0.0062013i,0.0041823-0.00021829i,0.0014073-0.0010865i,-0.0014562+0.002606i,0.0025187-4.6693e-05i,0.00064653-0.0013276i,-0.0021441+0.003344i,-0.0066633-0.00088341i,-0.00015757-0.00098327i,-0.0016483+0.0034555i,0.0028461+0.0046136i,0.0011699-0.00095243i,0.0029838+4.9342e-05i,0.00074473+0.0012637i,0.00019929+0.00016054i,0.0037497+0.0017287i,-0.0010067+0.0012554i,0.0022066-0.00014913i,0.0027474+0.00065698i,0.00094956+0.0001352i,-0.00048922-0.0024747i,0.0023807-0.0013062i,0.0025442+0.00057228i,0.00027252+0.001135i,0.00057653+0.001527i,0.0001915+0.0020452i,0.00046178+0.00044364i,0.00012029-0.0038961i,-0.00089147-0.0032516i,-0.00084563+0.00028242i,-0.021863-0.0062849i,-0.011208+0.0068822i,-0.0030583+0.0098715i,0.002618+0.0031621i,-0.00093175-0.0013411i,0.0016484-0.0012458i,0.0043661+0.01289i
-0.015019+0.0038404i,-0.021774+0.02689i,0.0058026+0.013281i,0.0028485+0.00072965i,0.0045003+0.0013541i,0.0032336+0.0033178i,0.0057099+0.013159i,-0.0099028+0.02713i,0.0016997+0.01421i,0.0031199-0.0007642i,0.00013084+0.00039248i,0.0010024-0.0015007i,0.0013904-0.00068579i,-0.00026551-0.0010583i,0.00012089-0.001427i,0.001788-0.00024741i,-0.0005789-0.0042467i,0.0016932+0.0021768i,-0.00069299+0.00098849i,0.00083196-0.00039445i,0.0014291-0.00045821i,0.00053207+6.8977e-05i,0.001507+0.00019263i,0.0023083-0.0029144i,-0.00083217-0.0032522i,0.00015785+0.00032906i,0.00057842-0.00077537i,0.0006917+0.00035366i,0.00011227-5.8488e-06i,0.00022479-0.0001258i,-0.00011158+0.0012329i,0.0003002+0.00025007i,-0.00028056+0.0007263i,-0.00072446+0.00049232i,-0.00081251-0.00057975i,0.0034629-0.0040999i,-0.0013907-0.0015461i,0.00011887-0.00024626i,-0.00028731-0.0014273i,-0.0015908-0.0013726i,0.0006821-0.00092306i,0.0010423-0.00027457i,-0.00028422+0.001973i,0.00016084+0.0016011i,-0.01556+0.011499i,-0.019686-0.0073605i,-0.024735-0.013136i,-0.02154+0.0030704i,-0.035138+0.0045096i,-0.022684-0.0039321i,-0.023661+0.00089446i,-0.020341+0.01803i,-0.020393-0.019605i,-0.018597-0.012467i,0.0034496-0.006573i,0.00089787-0.0015914i,-0.00041409-0.0051907i,0.0015286+0.0025895i,0.0032094+0.0039183i,0.0094934-0.0096033i,0.0043688-0.0017924i,0.00060955+0.00014063i,-0.000908+0.0022215i,0.0020815-0.0012726i,0.00039798-0.0016122i,-0.00087827+0.0037501i,-0.007198+0.0013793i,-0.00042953-0.0007443i,-0.00045723+0.0034227i,0.0036599+0.0034868i,0.0003433-0.0010844i,0.0031319-0.0011818i,0.0011261+0.001178i,9.6529e-05+0.00041193i,0.0036104+0.00086633i,-2.8295e-06+0.0013088i,0.0023244-0.00073203i,0.0028736-2.8014e-05i,0.00084609-0.00011337i,-0.00075015-0.0014579i,0.0017051-0.0023702i,0.0026665-0.00033461i,0.00037179+0.00062926i,0.001266+0.0016195i,0.0010614+0.0020473i,0.00031229+0.00037701i,-0.0010691-0.0033272i,-0.0016655-0.002467i,-0.00086511+0.00076048i,-0.021868-0.0048827i,-0.0093342+0.0094998i,-0.0010609+0.010389i,0.0019201+0.0049604i,-0.0011925-0.0020773i,0.0015483-0.0014858i,0.0062479+0.012077i
-0.014886+0.0057629i,-0.017648+0.029307i,0.0066326+0.012026i,0.0024329+0.00040633i,0.0039554+0.00088807i,0.0032464+0.002562i,0.0071475+0.012322i,-0.0059441+0.026735i,0.003288+0.013143i,0.00256-0.0013362i,0.00013462+0.00034232i,0.00066131-0.0015965i,0.0010713-0.0014422i,-0.00023843-0.00081205i,-0.000203-0.0014322i,0.0015746-0.00087827i,-0.0018701-0.0038236i,0.0021399+0.0015506i,-0.00028603+0.0014163i,0.00081288-0.00071517i,0.0010369-0.0011064i,0.00065436-2.7425e-05i,0.0013138-0.00019892i,0.0012397-0.0029059i,-0.0016676-0.0028053i,0.00058565+4.0563e-05i,0.00014129-0.00099253i,0.00057495-3.0211e-05i,0.00013302-2.7487e-05i,0.00018055+5.0868e-06i,0.00041935+0.001098i,0.00052665+0.00015703i,1.6979e-05+0.00087738i,-0.00050165+0.0006738i,-0.00087974-0.00026036i,0.0022843-0.0049285i,-0.001879-0.00083897i,3.1664e-05-0.00026126i,-0.00084774-0.0011281i,-0.0021546-0.00098506i,0.00031284-0.00084377i,0.00089007-0.0005691i,0.00059105+0.0019223i,0.00062837+0.0014602i,-0.013767+0.013512i,-0.020844-0.0057464i,-0.024952-0.011821i,-0.020498+0.0046291i,-0.033107+0.0073492i,-0.022509-0.0027237i,-0.024199+0.0045152i,-0.017898+0.019839i,-0.022289-0.0184i,-0.020506-0.011572i,0.0026327-0.0070824i,0.00020205-0.0011992i,-0.0019758-0.0037922i,0.0023643+0.0025642i,0.0049338+0.002505i,0.0052614-0.011003i,0.0031867-0.0031383i,0.0007283+0.0015067i,-0.00086746+0.0018956i,0.0012918-0.0018799i,-1.7088e-05-0.001946i,0.00023084+0.0035674i,-0.0064747+0.0036017i,-0.00057495-0.00053811i,0.00045683+0.0031498i,0.0041353+0.0025467i,-0.00029482-0.00088962i,0.0024327-0.0024607i,0.0012765+0.00059338i,0.00022886+0.0010856i,0.0034817+0.0002614i,0.00079033+0.00058744i,0.002064-0.0015349i,0.0028463-0.00082567i,0.00082469-0.00014873i,-0.00039511-0.00061323i,-5.8959e-05-0.0030992i,0.0021787-0.0010358i,8.9966e-05+0.0003363i,0.0018448+0.0012768i,0.0020364+0.0014413i,0.00019747+0.00022268i,-0.0017439-0.0027039i,-0.0020968-0.0010917i,-0.00051863+0.0011233i,-0.021892-0.0036573i,-0.0079109+0.011195i,0.00023813+0.010171i,0.0024288+0.0060033i,-0.0021231-0.002114i,0.0012618-0.001736i,0.0078027+0.010465i
-0.014244+0.0079161i,-0.012857+0.03085i,0.0074284+0.010752i,0.0020532+0.00010103i,0.0033342+0.00040148i,0.0029138+0.0017271i,0.0086963+0.01099i,-0.0025773+0.02597i,0.0047224+0.011765i,0.0019843-0.0015667i,-2.8972e-05+0.0004543i,0.00042651-0.0016064i,0.00039245-0.0020199i,-0.00014942-0.00067707i,-0.00051801-0.0012809i,0.0012041-0.0012297i,-0.0026003-0.002973i,0.0023028+0.00087659i,0.00044997+0.0016092i,0.00062647-0.0010082i,0.00036823-0.0013448i,0.00073634-0.00014476i,0.0010786-0.00049123i,0.00063118-0.0026942i,-0.002267-0.0022929i,0.00071648-0.00036845i,-0.00030636-0.00089475i,0.00033399-0.00015192i,0.00012204-5.0483e-05i,0.0002913+8.156e-05i,0.00071311+0.00075649i,0.00064881+3.9628e-05i,0.00036527+0.00082051i,-0.0002266+0.00075373i,-0.00088277+1.0987e-05i,0.00070346-0.0055083i,-0.0019006-9.7795e-05i,-9.9011e-05-0.00023516i,-0.0011911-0.00076564i,-0.0025916-0.00033493i,-2.719e-05-0.00076914i,0.00066188-0.00076941i,0.0012682+0.0015004i,0.0011202+0.0012374i,-0.011593+0.015127i,-0.021978-0.0035171i,-0.025533-0.010574i,-0.019473+0.006308i,-0.031199+0.0093503i,-0.022576-0.0019089i,-0.023104+0.0079441i,-0.014455+0.020706i,-0.023796-0.01708i,-0.022899-0.010018i,0.001109-0.0077221i,-0.00025041-0.000521i,-0.0026191-0.0018753i,0.0029817+0.0022306i,0.0060369+0.00076936i,0.0016147-0.01047i,0.0017547-0.003255i,0.0018555+0.0025143i,-0.00096882+0.0019167i,0.00095434-0.0021681i,-0.00060583-0.0022153i,0.0013362+0.0030383i,-0.0054802+0.0049625i,-0.0010855-0.00036299i,0.0013986+0.0026681i,0.004536+0.0014864i,-0.00083103-0.00060267i,0.00096541-0.0030929i,0.00089644+0.00024173i,0.0010495+0.0013431i,0.0031684-0.00031442i,0.00040811-0.00032403i,0.0012254-0.00209i,0.0022699-0.0017774i,0.00084036-0.00023746i,1.7121e-05-0.00038419i,-0.001593-0.0021469i,0.0015544-0.0014892i,-0.00033208+0.00046076i,0.0021526+0.00075558i,0.0027093+0.00035837i,0.00030726+2.9001e-05i,-0.0022327-0.0020108i,-0.0014579+0.00018127i,-0.00023927+0.0014267i,-0.02197-0.0020977i,-0.0064011+0.013419i,0.00074479+0.0099329i,0.0032461+0.0066105i,-0.0029437-0.0012126i,0.00077582-0.0019166i,0.0085185+0.0083714i
