-0.008491-0.039508i,-0.013272-0.043722i,0.00082955-0.046233i,-0.027077-0.027827i,-0.01997+0.014366i,-0.032891-0.031166i,-0.061081-0.059199i,-0.023574-0.070961i,-0.044127-0.057627i,0.0022651+0.015143i,-0.0075608+0.010133i,-0.014147+0.012902i,0.0018794+0.016232i,-0.0037827-0.0032036i,0.00077599+0.0064545i,0.0017317+0.037619i,0.018673+0.059426i,0.0011052-0.0004384i,-0.0054292-0.0085893i,0.0070961+0.0044881i,0.0017864+0.00088955i,-0.001276+0.0035736i,2.5613e-06-0.0013371i,-0.033848-0.0083097i,-0.00233-0.0076336i,-2.4837e-05+0.0043838i,0.0045238+0.00023183i,0.00025503+0.00095439i,-4.8219e-05-0.00090422i,-0.00016662-0.0029602i,-0.00076011-0.0055115i,-0.0027567-0.0040105i,0.00010155-0.0078959i,0.0030479-0.001068i,0.0030086-0.0028651i,-0.0030135+0.035002i,0.0061858-0.0047442i,0.0030226-0.0020204i,0.0050726-0.00031822i,-0.010036+0.015707i,-0.00032292+0.00012929i,0.0080258+0.00020121i,0.0061363-0.00011731i,-0.0033428+0.0040188i,0.002935+0.0017599i,-0.0030534+0.0068825i,0.012783-0.088167i,-0.0077341-0.048872i,-0.025039-0.03935i,-0.020609-0.041235i,0.062189-0.018571i,0.026582-0.062344i,0.037693-0.04566i,0.02925-0.05762i,0.018584-0.015875i,0.0085227+0.0095405i,0.022408-0.032967i,-0.0069871-0.005561i,0.0020193-0.0034275i,-0.0043872-0.0059576i,0.00040671-0.031751i,-0.023739+0.030429i,0.0079738-0.01097i,-0.011338-0.0016471i,-0.0051764-0.001034i,-0.0014119-0.013807i,-0.010198+0.0044859i,0.0038014+0.0080462i,-0.0092739+0.029928i,0.0055673+0.0069611i,-0.0058833-0.0016079i,-0.0016859-0.0016312i,-0.012026-0.0062236i,0.00099858-0.0034425i,-0.041964+0.013212i,0.0019076-0.012244i,-0.0098345-0.0016368i,-0.0064818-0.00233i,0.0063579+0.0019272i,-0.0093137+0.0015605i,0.00086956+0.00072024i,0.0056799+0.0086942i,0.004461+0.00065946i,-0.008796-0.0093929i,0.0026434+0.0087655i,-0.017075+0.0075617i,0.006759+0.00312i,-0.029435-0.0084823i,-0.033939+0.0032912i,0.019564-0.081236i,0.011642-0.01006i,-0.044469-0.027702i,-0.023209-0.0035585i,0.018312+0.01232i,-0.026647+0.012169i,-0.012492-0.0087969i
-0.0085059-0.0096321i,-0.030934+0.0070411i,-0.012928+0.023463i,-0.00033578+0.012698i,0.0037021+0.009593i,0.00070298+0.010844i,-0.0089507+0.019185i,-0.025489+0.014138i,-0.016921+0.018064i,-0.0011618+0.0025737i,-0.0011836-0.0016802i,-0.00048309+0.0023206i,-0.0025234+0.0013943i,0.0018337+0.0010828i,-0.00060852+0.00059004i,-0.00081984+0.0017056i,0.002077+0.00048401i,-0.0029125-0.00040319i,0.0002003-0.0010234i,-0.0011757+0.0012641i,-2.7689e-05+0.00051395i,0.00048082+0.0012559i,-0.0008704+0.00056168i,0.00072082+0.002921i,0.001473+0.0011496i,0.00046545+0.0010125i,-0.00059327+0.00080226i,-0.0011454+3.6279e-05i,-0.0012535+0.00029618i,-0.001205+0.0012995i,0.0013636-0.00088979i,-0.00043627-0.00057701i,0.00016905-0.0010756i,0.00057854-0.00092259i,-0.0010317-0.00033797i,0.0028538+0.0030113i,0.0020787+0.0014231i,-0.00044879+0.0002077i,0.0016253-0.00013119i,0.0010674-0.0053951i,1.7605e-05+0.0020536i,0.00085667+0.00077676i,-0.00089206+0.001603i,-0.0010361+0.00049114i,-0.010335-0.0066926i,-0.015562-0.022501i,-0.014774-0.027637i,-0.015842-0.0091193i,-0.025723-0.021907i,-0.018472-0.00972i,-0.022266+2.5032e-05i,-0.039828+0.010815i,-0.00048473-0.019078i,-0.0087874-0.015325i,0.0099718+0.0053083i,0.0011432+0.00057932i,0.003653-0.0010828i,0.0035006+0.00012105i,0.00045428-0.0019715i,-5.6092e-05+0.009868i,0.0041845-0.00046674i,0.00112+0.003687i,-0.0023634-0.00034616i,-0.0015914-0.00067401i,0.0010323+0.00019414i,-0.0019522-0.00073439i,-0.00083655-0.0026359i,0.0024364+0.0033731i,-0.0029462-0.0026464i,-0.0048668+0.0010764i,-0.0027659+0.0014442i,0.0011094+0.001461i,-0.00023244+0.00076166i,0.0019398+0.001019i,-0.005883+0.0026281i,0.0013368-0.0038558i,0.00051378+0.0019816i,-0.0030604+0.00069449i,0.0012682+0.00061129i,0.0048241+0.0010462i,0.0012118+0.0015128i,-0.0014689+0.0014799i,-0.00085741+7.2496e-06i,0.0025806+0.0033505i,-0.00030496-0.00011533i,-0.0030055+0.0035845i,0.00075288+0.0015523i,0.0041466+0.0010784i,0.0015631-0.0011384i,-0.019869-0.02448i,0.0068688-0.010334i,0.00025592+0.00038459i,0.007334+0.014648i,0.00015079-0.0069199i,0.0026148-0.00087342i,-0.0023967+0.010013i
-0.010163-0.0084565i,-0.028746+0.011882i,-0.0082737+0.023368i,0.0018996+0.011208i,0.0044282+0.0082996i,0.0016144+0.010015i,-0.0059639+0.019813i,-0.02284+0.016613i,-0.013519+0.019687i,-0.00056283+0.002955i,-0.0019577-0.00081253i,0.00078057+0.0024984i,-0.0016443+0.0018431i,0.0024728+0.00021898i,-0.00016068+0.00088942i,-0.0004591+0.0019485i,0.0023342+7.7764e-06i,-0.003014+0.0006867i,-0.00040617-0.00089175i,-0.00068996+0.0017335i,-1.3759e-05+0.00049267i,0.0009215+0.00086638i,-0.00068833+0.00099358i,0.0013385+0.0028336i,0.0020168+0.00083355i,0.00080651+0.00076605i,-0.00020157+0.0010753i,-0.0010441+0.0005231i,-0.00081816+0.00058704i,-0.00062234+0.0014725i,0.0011803-0.001439i,-0.0007273-0.00019337i,-0.00022682-0.0010148i,7.946e-05-0.0010804i,-0.00086706+6.0156e-06i,0.0035713+0.0021143i,0.0025202+0.00073478i,-0.0003509+0.00043183i,0.0011274-0.00074831i,-0.00074492-0.0054119i,0.00082225+0.0019883i,0.0010989+0.00028224i,-0.00019107+0.0017388i,-0.00098813+0.00080386i,-0.012585-0.0059384i,-0.018857-0.021375i,-0.017181-0.027824i,-0.016465-0.0079586i,-0.029158-0.019998i,-0.018562-0.0087591i,-0.019548+0.0004954i,-0.036105+0.014523i,-0.0024767-0.021913i,-0.0093009-0.015511i,0.012312+0.0023917i,0.0010849+0.0007375i,0.0039045-0.00082397i,0.0030884-0.00054304i,-0.00043759-0.0023025i,0.0037768+0.010819i,0.0032462-0.00070618i,0.0027419+0.0034379i,-0.0025081-0.00022983i,-0.0022715+0.00035612i,0.0012797-4.2431e-06i,-0.0021948-0.00068661i,-0.00074981-0.0027592i,0.0034441+0.0012584i,-0.0039901-0.0025759i,-0.004976+0.0026031i,-0.0018132+0.0027271i,0.0011433+0.0010085i,-0.00021372+0.0009782i,0.0016219+0.00043163i,-0.0042686+0.0048567i,-0.00013608-0.0038435i,0.00092197+0.0017024i,-0.0022879+0.0023459i,0.0012667+0.00045092i,0.0050171-0.00016814i,0.0010419+0.00082982i,-0.0010217+0.0021906i,-0.0010062+0.00044562i,0.0027325+0.0016804i,-0.00044846-0.00015815i,-0.0017386+0.0039813i,0.0014269+0.0014548i,0.004759-0.00033303i,0.0013267-0.0016706i,-0.02264-0.021487i,-0.0014719-0.01173i,-0.0019602+0.0004999i,0.0091958+0.011315i,-0.00070888-0.0062399i,0.0023597-0.0013791i,-0.0017562+0.010153i
-0.011505-0.0067037i,-0.025423+0.015826i,-0.0043266+0.022539i,0.003203+0.0089463i,0.0047965+0.0070912i,0.0023268+0.0092731i,-0.0030075+0.019856i,-0.020387+0.018817i,-0.010336+0.020447i,0.00031507+0.0030602i,-0.0020346+0.00026246i,0.0018421+0.001691i,-0.00077553+0.0020936i,0.0023376-0.00084776i,0.0004555+0.00084616i,0.00011809+0.002063i,0.0027104-0.00064323i,-0.0026249+0.0017941i,-0.00054137-0.00062342i,9.2947e-05+0.0018497i,-3.5882e-05+0.00063474i,0.0010563+0.00045454i,-0.0003544+0.0013617i,0.0019908+0.002371i,0.0023708+1.0129e-05i,0.0010841+0.00032675i,0.00032337+0.0010644i,-0.00073693+0.00091285i,-0.00055781+0.00059332i,-5.4749e-05+0.001443i,0.00056023-0.0018338i,-0.00074904+0.00025214i,-0.0006478-0.0008541i,-0.00038273-0.00087865i,-0.00081311+0.00031622i,0.0040202+0.0012539i,0.0025234-0.00015375i,-0.00010388+0.00053903i,0.0006234-0.00098433i,-0.0025254-0.0046203i,0.0014267+0.0017326i,0.00088922-0.00021751i,0.00022934+0.0017216i,-0.00053605+0.0011213i,-0.014594-0.0044744i,-0.021821-0.019102i,-0.02109-0.026863i,-0.017196-0.0064318i,-0.032548-0.016866i,-0.019202-0.0084842i,-0.017602+6.4608e-06i,-0.032483+0.017021i,-0.0055936-0.023527i,-0.010694-0.015999i,0.012227-0.0011618i,0.0014357+0.00086775i,0.0043574-0.0011188i,0.0023997-0.0011319i,-0.0015661-0.0016608i,0.0080644+0.0098665i,0.0027314-0.0005151i,0.0038264+0.0022366i,-0.0028277+0.00027576i,-0.0017362+0.0017655i,0.0011234-0.0004659i,-0.00266-0.00044644i,-0.0012255-0.0033936i,0.0027461-0.00055618i,-0.0047434-0.00049128i,-0.0040871+0.0044057i,-0.00010959+0.0031085i,0.000897+0.0009436i,-0.00013798+0.0010187i,0.0013526+0.00027657i,-0.0019466+0.0057598i,-0.0016159-0.0033043i,0.0011081+0.001607i,-0.00068208+0.0032379i,0.0012591+0.0003665i,0.0045254-0.0013375i,0.00077188+0.00094289i,3.4704e-05+0.0025237i,-0.00073588+0.0007785i,0.0019719+0.00070492i,-0.0007563+2.9373e-05i,-0.00019249+0.003484i,0.0022485+0.00070665i,0.0042049-0.0017518i,0.00059875-0.0020242i,-0.024722-0.018123i,-0.0063761-0.0089525i,-0.0041976+0.001731i,0.0093682+0.0077375i,-0.001683-0.0053571i,0.0017934-0.0014257i,-0.0013314+0.010511i
-0.012493-0.0047138i,-0.021662+0.01844i,-0.0008277+0.020966i,0.0034225+0.0068669i,0.0049051+0.0058579i,0.0031028+0.0086578i,-0.00029945+0.019215i,-0.017637+0.021049i,-0.0073695+0.020469i,0.001289+0.0027063i,-0.0016099+0.0010808i,0.0021411+0.00073845i,5.2211e-05+0.0019694i,0.0019191-0.0015286i,0.00084821+0.00052615i,0.00068465+0.0019897i,0.0026476-0.001592i,-0.001956+0.0025807i,-0.00075631-0.00067868i,0.0006602+0.0015777i,0.00018916+0.00099349i,0.00095962+0.00017604i,0.00019647+0.0015418i,0.0024139+0.001726i,0.0022951-0.00087965i,0.0010997-0.00024477i,0.00066718+0.00086173i,-0.0002543+0.0011769i,-0.00035963+0.00056251i,0.0005004+0.0012163i,-0.00018216-0.0020067i,-0.00055089+0.00056305i,-0.00095647-0.00048279i,-0.00071594-0.00048651i,-0.00059795+0.00056891i,0.0043567+0.00027136i,0.0022192-0.0010886i,8.2053e-05+0.0004385i,0.00025952-0.0011244i,-0.0038106-0.0032705i,0.0018056+0.0012637i,0.00053316-0.00043192i,0.00080339+0.0017454i,-0.00011865+0.00092757i,-0.016238-0.0023588i,-0.023956-0.016147i,-0.025269-0.024563i,-0.017322-0.0047459i,-0.034967-0.012835i,-0.020465-0.0075967i,-0.016588-0.0012883i,-0.029131+0.018685i,-0.0088737-0.023795i,-0.012928-0.016256i,0.010419-0.0039434i,0.0018767+0.00068565i,0.0048866-0.0019361i,0.00143-0.0011513i,-0.001943-0.0003711i,0.012124+0.0070692i,0.0028731-0.00037261i,0.0041466+0.00080517i,-0.0027639+0.001063i,-0.00047622+0.002426i,0.00075165-0.00051109i,-0.0030701+3.1258e-05i,-0.0023951-0.0038569i,0.001568-0.0014419i,-0.0044516+0.0011853i,-0.0020919+0.0054393i,0.0009666+0.002465i,0.0010287+0.0011962i,-3.9887e-05+0.0013566i,0.0012886+3.4177e-06i,0.00051043+0.0055031i,-0.0027067-0.001916i,0.001503+0.0016052i,0.00090222+0.0030078i,0.0011448+0.00017974i,0.0037408-0.002482i,0.00118+0.0012244i,0.00069819+0.0024581i,-0.00060304+0.00078763i,0.0012213+0.00027267i,-0.0006382+0.00040212i,0.00087102+0.0023775i,0.0026347-0.00013401i,0.0034781-0.0023151i,-0.00041419-0.001839i,-0.026101-0.014696i,-0.0096461-0.004687i,-0.0057406+0.0037045i,0.0078692+0.0047887i,-0.0020703-0.0041863i,0.0014729-0.0012177i,-0.00042473+0.011417i
-0.012928-0.0026425i,-0.018078+0.020023i,0.0017891+0.018982i,0.0029222+0.0053271i,0.0047788+0.0046838i,0.0040488+0.0077997i,0.00194+0.01827i,-0.014235+0.022879i,-0.0049485+0.020233i,0.0020166+0.0020565i,-0.00092389+0.0016304i,0.0020784+3.9229e-05i,0.00073757+0.0015091i,0.001384-0.0020448i,0.0011073+0.00012111i,0.0012495+0.0015413i,0.0023177-0.0027256i,-0.00095598+0.0030456i,-0.001245-0.00053006i,0.00099977+0.0011627i,0.00074441+0.0010329i,0.00095163-5.0931e-05i,0.00076673+0.0013996i,0.0025694+0.00097187i,0.0019714-0.0017876i,0.00078404-0.00081086i,0.0009187+0.00053455i,0.00020446+0.0010088i,-0.00014345+0.00049475i,0.00076724+0.00073103i,-0.001021-0.0018581i,-0.0002545+0.00066196i,-0.00098665-4.978e-05i,-0.00086407-0.00010665i,-0.00028096+0.00064273i,0.0045962-0.00071281i,0.00178-0.0017924i,0.00020693+0.00028685i,-7.3839e-05-0.0011287i,-0.0040654-0.0015471i,0.0022348+0.0007697i,0.00020172-0.00037944i,0.001428+0.0011657i,-7.2923e-05+0.00076888i,-0.017328+0.00010659i,-0.025433-0.012945i,-0.028142-0.020826i,-0.01718-0.0035516i,-0.036722-0.008452i,-0.021512-0.0060714i,-0.017073-0.0024052i,-0.026019+0.019891i,-0.011494-0.023416i,-0.015119-0.015849i,0.0087716-0.005146i,0.002219+0.00026083i,0.0053374-0.0039278i,0.00059506-0.00065682i,-0.0017637+0.00091666i,0.014649+0.0025486i,0.0030616-0.00067361i,0.0036896-0.00064054i,-0.0024164+0.0016365i,0.0010536+0.0024024i,0.00087644-0.00028197i,-0.0033341+0.00081015i,-0.0037853-0.0037978i,0.00059977-0.0018291i,-0.0036582+0.0020056i,-0.00036588+0.005395i,0.0018473+0.001739i,0.0017913+0.0012308i,0.0002079+0.0015638i,0.00073271-0.00030986i,0.0023179+0.0042475i,-0.0027204-0.00032827i,0.001975+0.0012894i,0.0017378+0.0022221i,0.0010909+9.2497e-05i,0.0024698-0.0033396i,0.0017662+0.00087109i,0.001499+0.0024576i,-0.00055982+0.00063727i,0.00056925+0.0004278i,-0.00052786+0.00060442i,0.00092915+0.0012197i,0.0028409-0.0012298i,0.0024792-0.0027211i,-0.0010029-0.0012645i,-0.026636-0.011636i,-0.011053-0.00034715i,-0.0064278+0.0061443i,0.0054226+0.0033182i,-0.0019679-0.0031663i,0.0015734-0.0010486i,0.00098148+0.011709i
-0.01269-0.00060872i,-0.014796+0.021157i,0.0035996+0.016597i,0.0020994+0.0045229i,0.0042985+0.0037096i,0.0047963+0.0066497i,0.0040049+0.017182i,-0.010723+0.023928i,-0.002938+0.019885i,0.0025395+0.001223i,-5.2802e-05+0.0016651i,0.0019097-0.00049876i,0.0010764+0.00088637i,0.00052957-0.0022446i,0.0011102-0.00030238i,0.0016644+0.00093121i,0.0015836-0.0036678i,2.1488e-05+0.00307i,-0.001492+0.00010048i,0.0012106+0.00083337i,0.0011785+0.00067175i,0.00075558-0.0001533i,0.00121+0.0010522i,0.0024601+0.00022786i,0.0011586-0.0025336i,0.00021072-0.00092531i,0.0010402+0.00011434i,0.00037422+0.00084362i,-3.7193e-05+0.00034963i,0.00063561+0.0002313i,-0.0017157-0.001361i,-5.7045e-05+0.0006929i,-0.00091513+0.00023125i,-0.00076373+0.00019217i,-8.1897e-05+0.0005325i,0.0046041-0.001759i,0.0011583-0.0023691i,0.00029462+0.00014094i,-0.00043233-0.0010872i,-0.0037975-0.00027065i,0.0029125-0.000677i,0.0001392-0.00014719i,0.0013985+0.00050748i,-9.5258e-06+0.00092221i,-0.01789+0.0027141i,-0.025946-0.0098925i,-0.029757-0.016197i,-0.017474-0.0025654i,-0.03734-0.0037904i,-0.021961-0.0043108i,-0.018371-0.0026968i,-0.023602+0.020668i,-0.014093-0.022903i,-0.017397-0.014746i,0.0074178-0.0061717i,0.0022552-0.0003626i,-0.0015652-0.0051648i,6.406e-05+9.0982e-05i,-0.0011226+0.0020727i,0.014976-0.0027531i,0.0032202-0.0011492i,0.0022828-0.0013431i,-0.0016744+0.0019926i,0.0025627+0.0014484i,0.0013732-0.00058308i,-0.0031466+0.0018429i,-0.0053742-0.0030948i,-0.0003282-0.001927i,-0.0025968+0.002727i,0.00089285+0.0047216i,0.002313+0.00043987i,0.002249+0.00068566i,-0.00086289+0.0013411i,9.1238e-05-4.7906e-05i,0.0032252+0.0027898i,-0.0019679+0.00073736i,0.0022296+0.0008546i,0.0021567+0.0014423i,0.00099209-1.5163e-05i,0.00085561-0.003609i,0.0022305+0.00028696i,0.0022057+0.0019216i,-0.00070079+0.0011306i,0.00031236+0.00099428i,-0.00053254+0.0008508i,0.00045931+0.00056421i,0.0023677-0.002871i,0.00096531-0.0029175i,-0.0013009-0.00086488i,-0.026819-0.0085148i,-0.011271+0.003576i,-0.0060468+0.0090461i,0.0029706+0.0033563i,-0.0015651-0.0025712i,0.001579-0.0010773i,0.0024077+0.011797i
-0.012177+0.00080514i,-0.011753+0.021962i,0.004191+0.01467i,0.0015167+0.0043101i,0.0036584+0.003196i,0.0052276+0.0054435i,0.0056814+0.016031i,-0.0069323+0.024271i,-0.00075031+0.019727i,0.0027097+0.00022539i,0.00051952+0.0013229i,0.0016661-0.0008656i,0.0012932+0.00043247i,-0.00027447-0.0018961i,0.00096779-0.00064793i,0.0017691+0.00024524i,0.00026321-0.0042021i,0.00082419+0.0029534i,-0.0013085+0.00065398i,0.0014478+0.00051044i,0.0015733+8.259e-05i,0.00066973-0.00010687i,0.0014294+0.00055701i,0.00225-0.00025236i,0.00024022-0.0027613i,-0.00011298-0.00067857i,0.0009472-0.00034867i,0.00054214+0.00081299i,-2.5574e-05+0.00023994i,0.00039181+3.0412e-05i,-0.0020352-0.00059099i,9.542e-05+0.00066685i,-0.00084666+0.00049917i,-0.00060954+0.00042131i,9.1413e-06+0.00041874i,0.0043728-0.0029571i,0.00033312-0.0028864i,0.00032085-3.827e-05i,-0.00082209-0.0010574i,-0.0034149+0.00047437i,0.0014323-0.001043i,0.00029979-0.00010242i,0.0012917+0.00037888i,0.00030524+0.0010191i,-0.018009+0.005426i,-0.02608-0.0077127i,-0.029555-0.012117i,-0.017831-0.00091035i,-0.037055+0.00081063i,-0.022125-0.0028837i,-0.020299-0.0019373i,-0.021625+0.0216i,-0.015795-0.021839i,-0.019178-0.013325i,0.0059716-0.0067234i,0.0018307-0.00097431i,0.00051788-0.0056118i,8.3695e-05+0.00096742i,0.00034139+0.0031277i,0.013228-0.0076853i,0.0034462-0.0021811i,0.00082582-0.0010184i,-0.0011401+0.0019164i,0.0030898-0.00048932i,0.0013614-0.0013794i,-0.0025472+0.0028188i,-0.0065546-0.0014162i,-0.0013119-0.0013943i,-0.0014844+0.0033626i,0.001741+0.0037373i,0.0017587-0.00066496i,0.002532-0.00018087i,0.0015697+0.0015673i,-6.7456e-05+0.00050756i,0.0034089+0.0013918i,-0.0010596+0.0011987i,0.0025089+0.00043504i,0.0025205+0.00060916i,0.00092731-5.3388e-05i,-0.00063202-0.0028716i,0.002499-0.00058121i,0.0029191+0.0012965i,0.00015987+0.0011872i,0.00063373+0.0015181i,-0.00058079+0.0019292i,4.0699e-05+0.0003153i,0.00063598-0.0039919i,-0.00013565-0.002469i,-0.0016407-0.00022218i,-0.026379-0.0059755i,-0.010472+0.0071207i,-0.0040495+0.011332i,0.0014821+0.0048814i,-0.0012057-0.0025318i,0.0014559-0.001075i,0.0039369+0.011573i
-0.011942+0.001938i,-0.0087952+0.022617i,0.0046434+0.013424i,0.0014229+0.0042929i,0.0032685+0.0030684i,0.0055465+0.0041881i,0.0072317+0.01492i,-0.0033972+0.023712i,0.0018769+0.019273i,0.002365-0.00067456i,0.00077398+0.0010707i,0.0014357-0.0011131i,0.0015492-0.00023257i,-0.00043521-0.0012513i,0.00081877-0.00093865i,0.001558-0.00039574i,-0.0010219-0.0042067i,0.0016275+0.0025053i,-0.0010763+0.00099008i,0.001657+8.6917e-05i,0.0014665-0.00073675i,0.0007341-0.00015077i,0.0014062+6.8377e-05i,0.0020771-0.00073051i,-0.00045864-0.0025755i,-0.00010678-0.00039709i,0.00064383-0.00070549i,0.00073818+0.00046782i,-0.000603+9.8517e-05i,0.00014995+8.6515e-05i,-0.0019771-1.2275e-05i,0.00033096+0.00062708i,-0.00069432+0.00084903i,-0.00029741+0.00048974i,0.0001622+0.0003604i,0.0036183-0.0042204i,-0.00056404-0.0031199i,0.00022014-0.00020137i,-0.0013233-0.00060494i,-0.003206+0.0010615i,0.00097322-0.0010584i,0.00035559-0.00028508i,0.0015798+0.00019338i,0.00059988+0.00090885i,-0.017434+0.0081963i,-0.026533-0.0057904i,-0.02841-0.0094183i,-0.017374+0.00094799i,-0.035614+0.0047351i,-0.021906-0.001201i,-0.021847+8.225e-06i,-0.019232+0.02304i,-0.017616-0.021355i,-0.020497-0.012248i,0.0054382-0.0074861i,0.001056-0.0012232i,-0.0014895-0.0046513i,0.00061445+0.001703i,0.002424+0.0029345i,0.0093712-0.011117i,0.00088581-0.0010879i,0.00012377+0.0004959i,-0.0008717+0.0017406i,0.0024571-0.0020484i,0.00091004-0.0019554i,-0.0014267+0.0034552i,-0.007147+0.00083094i,-0.0015302-0.00061688i,-0.00019669+0.003306i,0.0022391+0.0028101i,0.00081592-0.0011037i,0.0025306-0.0011113i,0.0017974+0.00092032i,-3.0421e-07+0.00097723i,0.0032225+0.00066926i,1.4205e-05+0.0013249i,0.0028201-0.00028318i,0.0026154-0.00013352i,0.00070824-0.00019206i,-0.0011153-0.0019359i,0.002068-0.0017689i,0.0029299+0.00073234i,0.00049768+0.00063835i,0.001312+0.0016218i,0.00093402+0.0015001i,-0.00024072+0.00058538i,-0.00098036-0.0032894i,-0.001028-0.0019007i,-0.0018242+0.00061142i,-0.026097-0.0039271i,-0.0086463+0.0096405i,-0.0017046+0.011995i,0.0013659+0.0067268i,-0.0016713-0.0029185i,0.0014969-0.0011625i,0.0054733+0.010945i
-0.011795+0.0032215i,-0.0055608+0.023i,0.0054731+0.012617i,0.0015355+0.0040965i,0.0031991+0.002889i,0.0056489+0.0026633i,0.0089741+0.013768i,-0.00046837+0.02254i,0.0044698+0.017916i,0.0017697-0.001056i,0.0010207+0.00081432i,0.0012248-0.0013601i,0.0013788-0.0011604i,-0.00040326-0.00095913i,0.00055116-0.0011765i,0.0012336-0.00079647i,-0.0020007-0.0036371i,0.002154+0.0018057i,-0.00073976+0.0014388i,0.0016832-0.00046747i,0.0008506-0.0012253i,0.00081627-0.00032003i,0.0012355-0.00026648i,0.0017019-0.0011165i,-0.0010441-0.0025068i,5.7245e-05-0.00037301i,0.00025316-0.00088521i,0.00063893+3.8583e-05i,-2.6672e-05+0.00076374i,0.00011744+0.00032581i,-0.0018645+0.00057205i,0.00059211+0.00048214i,-0.00029833+0.0011312i,2.3232e-05+0.00050631i,0.00033135+0.00023924i,0.0022723-0.0051305i,-0.0018117-0.0024307i,0.00011929-0.00023993i,-0.00141+8.7496e-05i,-0.0028706+0.0019838i,0.00052907-0.0011341i,0.00025932-0.00042634i,0.0020602-0.00028272i,0.00083831+0.00069762i,-0.016516+0.010684i,-0.02738-0.003775i,-0.027382-0.007514i,-0.016556+0.0022493i,-0.033546+0.0080551i,-0.021223-0.00019476i,-0.022358+0.0028817i,-0.016213+0.024292i,-0.019521-0.020706i,-0.022473-0.010938i,0.0051712-0.0087058i,0.00022687-0.00090894i,-0.0027748-0.0030815i,0.0012936+0.0018297i,0.0039086+0.0018226i,0.0044854-0.012273i,0.0011455-0.0025373i,0.00047892+0.0019036i,-0.00089548+0.0016377i,0.0013088-0.0029635i,0.00039568-0.0024508i,-0.00021441+0.0034551i,-0.0067503+0.002946i,-0.0012784+3.1307e-05i,0.00082245+0.0029528i,0.0025048+0.0022238i,8.8109e-05-0.0010656i,0.0020538-0.0021655i,0.0017972+0.00017801i,0.00054921+0.0016412i,0.0031014+0.00017056i,0.00098539+0.00060818i,0.0027985-0.0012056i,0.0024674-0.00076283i,0.00056751-0.0001755i,-0.00086603-0.001034i,0.00054614-0.0026396i,0.0030385+0.0010876i,0.00020679+0.00022183i,0.0020314+0.0012925i,0.0015713+0.00066489i,-0.00032709+0.00066571i,-0.0016103-0.0024351i,-0.0016493-0.0007798i,-0.0014713+0.0014263i,-0.025897-0.0020611i,-0.0071766+0.011028i,-0.00019441+0.011723i,0.0022453+0.0077818i,-0.0026361-0.0025358i,0.0013899-0.0013475i,0.0067767+0.0096415i
-0.01131+0.0047787i,-0.0022084+0.022948i,0.0063965+0.011581i,0.001675+0.0037494i,0.0031674+0.0025036i,0.0052315+0.0011241i,0.010681+0.012104i,0.0017595+0.021221i,0.006545+0.016075i,0.0011819-0.001078i,0.0010556+0.00055i,0.0010277-0.0015147i,0.00073564-0.0018004i,-0.00035217-0.00072896i,0.0001833-0.0012613i,0.00093866-0.00084128i,-0.0026652-0.0028092i,0.0023284+0.0012096i,-0.00014739+0.0017433i,0.0015243-0.00097992i,0.0001791-0.0012212i,0.0008183-0.00050219i,0.0010463-0.00052275i,0.0014568-0.001276i,-0.0019077-0.0023771i,0.00013274-0.00041981i,-5.6271e-05-0.00082941i,0.00039996-0.00012193i,0.0002834+0.00050017i,0.00036797+0.00043884i,-0.0016936+0.0010563i,0.00076373+0.00028687i,9.4452e-05+0.001175i,0.0001742+0.00037853i,0.00033372+0.00011125i,0.00054982-0.0056455i,-0.0024997-0.0014238i,8.7147e-06-0.00025561i,-0.0011326+0.00052166i,-0.0022999+0.0027692i,0.00011632-0.0011983i,9.066e-05-0.0004311i,0.002151-0.00097207i,0.00096345+0.00055253i,-0.014823+0.0131i,-0.028198-0.00094986i,-0.026588-0.005966i,-0.015792+0.0034435i,-0.031396+0.010383i,-0.020755+0.00027187i,-0.021612+0.0057069i,-0.01271+0.02463i,-0.021691-0.019831i,-0.024477-0.0088088i,0.0058248-0.0070998i,-0.00042874-0.00017916i,-0.0032232-0.0010242i,0.0018069+0.0016461i,0.0049437+0.0004382i,0.00056815-0.011141i,0.00025729-0.0020792i,0.0018406+0.002819i,-0.00092633+0.0016682i,0.00042593-0.0031406i,-0.00039543-0.0029284i,0.00090018+0.0030424i,-0.005699+0.0046935i,-0.0012425+0.0002792i,0.0017093+0.0022929i,0.0030718+0.0014414i,-0.00058996-0.00089288i,0.00071062-0.0028019i,0.0011236-0.00037074i,0.0016767+0.0016605i,0.0027267-0.00040712i,0.00063651-0.00044536i,0.0019878-0.002023i,0.0017517-0.0016724i,0.00036882+0.00021612i,-0.00031656-0.00073852i,-0.001006-0.0020698i,0.0023743-0.0022644i,-0.00034641+0.00023737i,0.0024003+0.0005995i,0.0019909-0.00041361i,-5.2317e-05+0.00042181i,-0.0020455-0.0020015i,-0.0012104+0.00023964i,-0.000997+0.0019163i,-0.025657-6.65e-05i,-0.0057803+0.012941i,0.00046259+0.011547i,0.003447+0.0082091i,-0.0033862-0.0013669i,0.001058-0.0014136i,0.0073603+0.0081144i
