-0.022161-0.038256i,-0.010187-0.05037i,-0.017548-0.045306i,-0.03051-0.03556i,-0.029802-0.016977i,-0.050751-0.028477i,-0.057663-0.026517i,-0.043783-0.038183i,-0.029286-0.027977i,0.0073148+0.011513i,-0.006657+0.016292i,-0.0050022+0.014519i,0.010424+0.020423i,0.00021584+0.0045974i,0.0032999+0.0034802i,0.006953+0.018264i,0.016174+0.038031i,-0.0027451-0.0016851i,-0.0052298-0.0062155i,0.0054525+0.0023957i,-0.00034063-0.00086441i,-0.0019944+0.0021447i,0.00013053-0.000354i,-0.029034-0.001534i,-0.0023002-0.005938i,0.0014007+0.0046232i,0.002775-8.6959e-05i,-0.00019704+0.00098626i,0.00067158-0.00034124i,-0.00091149-0.0027446i,-0.0015259-0.0058899i,-0.0045206-0.0046499i,-0.0029113-0.0044347i,0.0026123-0.00046975i,0.0019389-0.002767i,-0.001642+0.02815i,0.00095682-0.0034101i,0.0029767+0.00093409i,0.0056421+0.0011163i,-0.0084662-0.00039571i,-0.003951+0.00012641i,0.0046159-3.7716e-05i,0.006814+0.00014513i,-0.0036676+0.0049941i,0.0024656-0.0097577i,-0.011865+0.017562i,0.035285-0.090475i,0.01305-0.070695i,-0.015214-0.059448i,-0.015969-0.056253i,0.038744-0.046456i,0.017262-0.062502i,0.033475-0.056756i,0.031105-0.059909i,0.014537-0.013024i,0.0036264+0.017057i,0.017415-0.025309i,-0.010776+0.0059598i,-0.00061995+0.005712i,-0.005216-0.0010593i,-0.0027532-0.028665i,-0.025147+0.032119i,0.010282-0.011494i,-0.013039-0.0023281i,-0.00019984-0.00501i,-0.0010379-0.01614i,-0.0080548+0.0045755i,0.0054676+0.0061267i,-0.0088158+0.030245i,0.0053602+0.0058601i,-0.0050695-0.00088027i,-0.0029937-0.00030558i,-0.011589-0.0077439i,-0.00079047-0.0044183i,-0.031012-0.017616i,0.00011322-0.0099073i,-0.009289-0.0021309i,-0.0065056-0.0023925i,0.0068165+0.0030704i,-0.007782+0.0013452i,0.0003148+0.0004158i,0.0070478+0.010738i,0.0040334+0.0015175i,-0.0086578-0.0095069i,0.0032326+0.0083523i,-0.020914+0.0038307i,0.0086495+0.00051147i,-0.029489-0.004i,-0.04339+0.0027268i,0.021687-0.098299i,-0.0023637-0.012008i,-0.052561-0.021585i,-0.023537+0.00072121i,0.018079+0.010954i,-0.025068+0.01317i,-0.018029-0.014285i
-0.012725+0.012208i,-0.036514+0.0082054i,-0.016803+0.020577i,-0.014005+0.016783i,-0.0063932+0.02559i,0.0034942+0.012748i,0.0036475+0.012437i,-0.0010162+0.019384i,-0.013149+0.015908i,-0.00077493+0.0033807i,5.9162e-05-0.00087772i,-0.00068681+0.0016103i,-0.0020924+0.0012131i,0.0026586+0.00088504i,0.0004105+0.00057517i,0.00064366+0.0014736i,0.00093064+0.0016743i,-0.0016703+0.00043592i,-0.0006268-0.00011812i,-0.0007058+0.0019861i,-3.389e-05+0.00069839i,0.00089388+0.0010471i,0.00025506+0.00051301i,0.0016664+0.0027982i,3.0422e-05-0.00073625i,-0.00046541+0.00054244i,-0.0012126+0.00052814i,-0.00080709+0.00034263i,-0.00030997-0.00017706i,-0.00054895+0.0012037i,-0.0004626-0.0019744i,-0.00016055+0.00013412i,-0.00051055-7.3068e-05i,9.8265e-05-0.00088471i,0.00015275-0.00029574i,0.0033703+0.0031776i,0.00045503+0.00055676i,1.4065e-05+0.00083164i,0.00095031+0.0010136i,0.0021292-0.00041349i,-0.00022653+0.00072197i,0.0007853+0.00084121i,0.0013858-0.0015676i,1.3031e-05+0.00011336i,-0.021665-0.00022983i,-0.024331-0.029637i,-0.0088099-0.042101i,-0.024208-0.032585i,-0.02644-0.034962i,-0.02435-0.01564i,-0.029425-0.011251i,-0.025397+0.0092309i,-0.010213-0.025293i,-0.010622-0.016954i,0.0090981+0.0055086i,0.0040781+0.0014483i,0.0040704-0.0022716i,0.0060109-0.0014358i,-0.00018571-0.0015455i,-0.0032369+0.0080068i,0.0017711-0.0017038i,0.0024144+0.0034966i,-0.0025901-0.0013097i,-0.0015033-0.00055271i,0.0010873+0.0010626i,-0.0022957-0.00043041i,-0.00098344-0.0018068i,0.0010768+0.0029458i,-0.0024252-0.00138i,-0.0046733+0.0014236i,-0.0032787+0.0020024i,0.00027521+0.0010082i,-0.00020269-4.8304e-05i,0.0014724+0.00098406i,-0.0039405-0.00085188i,0.0023905-0.0039719i,0.0012521+0.0017361i,-0.0022218+0.00086036i,0.001034+0.00043993i,0.0044578+0.0001474i,0.00058902+0.0014941i,-0.0017981+0.00039107i,-0.00059049+5.6835e-05i,0.002692+0.0035993i,-0.0016184-0.0010265i,0.00013766+0.003421i,0.0012814+0.0027241i,0.0034346-0.00092763i,-0.0011645-0.0018376i,-0.027377-0.036059i,0.006229-0.0080048i,0.006024-0.00043823i,0.0098088+0.013604i,0.00043203-0.0096078i,0.0030634-0.0015561i,-0.0017824+0.01088i
-0.011147+0.01338i,-0.034214+0.013918i,-0.013029+0.021678i,-0.010933+0.017606i,-0.0024185+0.025092i,0.0045421+0.011494i,0.0050618+0.011079i,0.0018242+0.017922i,-0.010721+0.017478i,-6.8873e-05+0.0036828i,-0.00057148-0.00060103i,8.9359e-05+0.0019812i,-0.0015292+0.0016241i,0.0032787-0.00016502i,0.00076979+0.00026942i,0.00082739+0.001298i,0.0017623+0.001384i,-0.0015502+0.0010794i,-0.00077491+0.00030322i,9.5996e-05+0.0021846i,-3.3217e-05+0.00068985i,0.0012817+0.00061681i,0.00023799+0.00054796i,0.0021372+0.0023748i,-0.00019262-0.0003659i,-0.00011403+0.00059365i,-0.00079581+0.0010649i,-0.00060094+0.00068881i,-0.00022577-5.5883e-05i,-7.0962e-05+0.0010559i,-0.00067803-0.0020591i,-0.00016853+0.00042196i,-0.00048334+0.00018535i,-0.00037872-0.00087612i,-7.9451e-06-0.00041466i,0.0041736+0.0019666i,0.00062323+0.0003009i,0.0002716+0.00086163i,0.0012773+0.00034096i,0.0017086-0.00090002i,6.5014e-05+0.00085552i,0.0010465+0.00048826i,8.1593e-05-0.00023681i,-9.4985e-05+0.00021102i,-0.022085+0.0022628i,-0.028881-0.026609i,-0.01353-0.043044i,-0.027714-0.029821i,-0.031915-0.031941i,-0.024996-0.013704i,-0.028502-0.0078391i,-0.022449+0.010426i,-0.01276-0.026115i,-0.011684-0.016796i,0.009967+0.0026948i,0.0040634+0.0010384i,0.0040976-0.00188i,0.0054311-0.0029282i,-0.00084547-0.0018387i,-9.7602e-05+0.0093979i,0.00053884-0.0015373i,0.0037708+0.0027426i,-0.0029629-0.0013162i,-0.0019283+0.00025333i,0.0016691+0.00083369i,-0.0024294-0.00014112i,-0.0008444-0.0017079i,0.0022794+0.0015431i,-0.0027113-0.00071394i,-0.0048395+0.0029405i,-0.0022316+0.0034482i,0.00044457+0.00086294i,-0.00045469+0.00046054i,0.001315+0.00057683i,-0.004316+0.00081664i,0.00074763-0.0044232i,0.0015243+0.0011092i,-0.0014498+0.0020371i,0.0009608+0.00036051i,0.0043671-0.00087861i,0.0004901+0.0011287i,-0.0015404+0.0010455i,-0.00076533+0.00024057i,0.0027268+0.0020095i,-0.0018609-0.00063079i,0.0011357+0.0029669i,0.002213+0.0022827i,0.0031455-0.0022178i,-0.0011905-0.001327i,-0.031562-0.032425i,0.00050385-0.0075209i,0.0036377-0.00078649i,0.011414+0.010055i,-0.00091569-0.0089493i,0.002566-0.0024372i,-0.00046677+0.010603i
-0.009348+0.014535i,-0.030496+0.018821i,-0.0096176+0.02212i,-0.0080624+0.017599i,0.0013142+0.023927i,0.0052782+0.010384i,0.0061924+0.0095027i,0.0038205+0.016216i,-0.0078572+0.018741i,0.0010148+0.003756i,-0.00065684-7.7106e-05i,0.00098605+0.0016461i,-0.00087487+0.0019551i,0.0030401-0.0013324i,0.00096031-0.00022116i,0.0011248+0.0011623i,0.0026445+0.00058352i,-0.0010598+0.0016691i,-0.00048275+0.00068397i,0.00093385+0.0017877i,2.1515e-05+0.00091321i,0.0013643+5.6577e-05i,0.00030226+0.00065975i,0.002504+0.0016753i,-3.8017e-05-0.00022115i,0.00017284+0.00039972i,-0.00017878+0.0012529i,-0.00028701+0.00088784i,-0.00017633-3.6438e-05i,0.00018612+0.00078588i,-0.0014262-0.0018642i,2.1601e-05+0.00056272i,-0.00046457+0.00034091i,-0.00078441-0.00063849i,-0.00027275-0.00042068i,0.0044466+0.00077679i,0.00064165-1.0268e-05i,0.00062458+0.0007691i,0.00087516-0.00051764i,0.0013739-0.0010252i,0.00027757+0.00077678i,0.00093001+5.8718e-06i,0.00066002-0.00058206i,0.00015865+0.00031058i,-0.022037+0.0051376i,-0.032499-0.022041i,-0.019965-0.042815i,-0.031209-0.026295i,-0.03733-0.027409i,-0.026251-0.012434i,-0.027035-0.0051763i,-0.019999+0.010834i,-0.016107-0.025344i,-0.013294-0.017113i,0.0096876+0.00021021i,0.0041804+0.00076085i,0.0047055-0.002195i,0.004059-0.0042328i,-0.0018416-0.0014588i,0.0036253+0.0092619i,-0.00015409-0.00059767i,0.004216+0.0015136i,-0.003607-0.00072298i,-0.0014404+0.0011809i,0.0019821+0.00019424i,-0.0025763+0.00033136i,-0.0010495-0.0020161i,0.0021373+0.00013537i,-0.0027445+0.0001878i,-0.0037842+0.0047164i,-0.00051988+0.0039711i,0.00030574+0.0010587i,-0.0003671+0.00073831i,0.0013796+0.00054502i,-0.0038368+0.0029527i,-0.0010186-0.0042878i,0.0014617+0.00078946i,-0.00026798+0.0027249i,0.0010114+0.00031335i,0.0036857-0.0018317i,0.00044294+0.0012817i,-0.0011221+0.0018034i,-0.00052386+0.00023889i,0.0020584+0.0011188i,-0.002035-7.9573e-05i,0.0022044+0.0019501i,0.0031067+0.0014853i,0.0022602-0.002583i,-0.0014702-0.00099222i,-0.034993-0.028127i,-0.0042508-0.0053021i,0.0010754-3.7116e-05i,0.011187+0.0061071i,-0.0021971-0.0078572i,0.0014507-0.0026676i,0.00048171+0.010974i
-0.0073234+0.015455i,-0.026118+0.022108i,-0.0064768+0.021972i,-0.0057124+0.017155i,0.0044486+0.021981i,0.0059984+0.0093834i,0.0068418+0.0076379i,0.0054315+0.014631i,-0.0045737+0.019082i,0.0019158+0.0031566i,-0.0005159+0.0002321i,0.0013328+0.00097219i,-0.00018645+0.0020212i,0.0025-0.0021904i,0.00083449-0.00061391i,0.0014271+0.00089928i,0.0031056-0.00053707i,-0.00040437+0.0018079i,-0.0001056+0.00058904i,0.0013348+0.001132i,0.00036766+0.0012292i,0.0011006-0.0003532i,0.00054494+0.00069866i,0.0025153+0.0010637i,4.9529e-05-0.00030272i,0.00023051+0.00013321i,0.00034639+0.0011337i,0.00029235+0.0010709i,-8.8293e-05-3.4389e-05i,0.00035443+0.00051029i,-0.0021631-0.0012516i,0.00015843+0.00061043i,-0.00033629+0.00059401i,-0.00099286-0.00026117i,-0.00048929-0.00023352i,0.0044484-0.00021196i,0.00053403-0.00021192i,0.00088619+0.00048006i,0.00040592-0.00031608i,0.0011995-0.00098724i,0.00042509+0.00072879i,0.0007311-0.00025919i,0.00071411-0.001126i,0.00040863+9.1848e-05i,-0.021728+0.0080281i,-0.034594-0.01728i,-0.02684-0.040481i,-0.033868-0.021892i,-0.040968-0.021329i,-0.028226-0.010538i,-0.025446-0.0037763i,-0.018013+0.010756i,-0.018883-0.023777i,-0.015786-0.016955i,0.0085253-0.0014967i,0.0046726+0.00018748i,0.0051046-0.0031235i,0.0021708-0.0045212i,-0.0023701-0.00039534i,0.0067251+0.0072121i,-0.00014357+0.00019057i,0.004005+0.00044369i,-0.0037871+0.0006472i,-0.0003809+0.0013967i,0.0020955-0.00044849i,-0.0026047+0.00083751i,-0.0017165-0.0022851i,0.0016599-0.00070574i,-0.0023193+0.0010136i,-0.001794+0.0054729i,0.00095054+0.0038438i,0.00061463+0.0014143i,-0.00028846+0.0012183i,0.0015625+0.00013959i,-0.0019572+0.0038785i,-0.0025946-0.0032031i,0.0016203+0.0006176i,0.00099484+0.0026625i,0.00087973+0.00018909i,0.0028145-0.0028039i,0.0010666+0.0016405i,-0.00038268+0.0024613i,-0.00063979+0.00012475i,0.0014071+0.00088834i,-0.001917+0.0006091i,0.002442+0.000459i,0.0036952+0.00037597i,0.0014874-0.0033637i,-0.0016549-0.00011175i,-0.037583-0.023538i,-0.0087761-0.0011134i,-0.0008823+0.0016729i,0.0089707+0.0031474i,-0.0033667-0.0066546i,0.00079734-0.0020274i,0.00098829+0.011942i
-0.005055+0.016137i,-0.022287+0.024231i,-0.0038858+0.021531i,-0.0039637+0.016553i,0.00675+0.019736i,0.0067332+0.0081617i,0.0069193+0.005861i,0.0068587+0.012974i,-0.0017047+0.018798i,0.0023752+0.0025281i,-0.00025353+0.00043795i,0.0014101+0.00050511i,0.00050896+0.0017984i,0.0017743-0.0028624i,0.00063626-0.00088532i,0.0016958+0.00050109i,0.0032215-0.0018337i,-0.00014274+0.0020683i,-8.3762e-05+0.00039161i,0.001356+0.0005474i,0.0010238+0.0011957i,0.00082941-0.00055346i,0.00081589+0.00053159i,0.0026219+0.00085449i,-0.00010144-0.00016977i,4.7738e-05-0.00015793i,0.00070047+0.00082456i,0.00068432+0.00070059i,-3.5193e-05-3.9501e-05i,0.00023654+0.00030135i,-0.0025874-0.00040303i,0.00042096+0.00055358i,-4.1834e-05+0.00074329i,-0.0011031+0.00018825i,-0.00053863+3.9897e-05i,0.0043608-0.0012081i,0.00045369-0.00032825i,0.0010237+0.00010747i,0.00038753-0.00033672i,0.001273-0.0010628i,0.00073023+0.0007086i,0.00045482-0.00029207i,0.00047762-0.0016307i,0.00026862-0.00020411i,-0.020767+0.010886i,-0.035631-0.012514i,-0.032473-0.036056i,-0.035296-0.017789i,-0.043111-0.015224i,-0.03018-0.0078184i,-0.024848-0.0028974i,-0.01676+0.010437i,-0.020477-0.022205i,-0.018482-0.016069i,0.0077208-0.0022561i,0.0050396-0.0008045i,0.0050719-0.0045935i,0.00070562-0.0041566i,-0.0024007+0.00075952i,0.0086271+0.0050501i,0.00024401+0.00071047i,0.0034837-0.00061286i,-0.0033478+0.0022231i,0.00032176+0.00093793i,0.0020235-0.0010418i,-0.0024741+0.0013329i,-0.0024712-0.0025177i,0.0012072-0.0013521i,-0.0016683+0.0014074i,-5.2307e-05+0.0054613i,0.0023276+0.0032774i,0.0013731+0.0013737i,0.00026726+0.0014969i,0.0010985-0.00035962i,-0.00033771+0.0039656i,-0.003245-0.0014322i,0.0017519+0.00033677i,0.0019702+0.0020376i,0.00083374+0.0002106i,0.0015204-0.003358i,0.0018817+0.0011953i,0.00064672+0.0024881i,-0.00097444+0.00051982i,0.00097501+0.001116i,-0.0016398+0.001045i,0.0016232-0.00063255i,0.0038384-0.0012495i,0.00057035-0.0039275i,-0.0011464+0.00069322i,-0.039429-0.019262i,-0.0097573+0.0038693i,-0.0017579+0.0037673i,0.0061554+0.0019207i,-0.0039943-0.0050812i,0.00081834-0.001377i,0.0017076+0.01241i
-0.0024559+0.016348i,-0.01858+0.026079i,-0.0014746+0.02087i,-0.0027291+0.016149i,0.0084219+0.017419i,0.0072331+0.0067587i,0.0066623+0.00434i,0.0079426+0.011255i,0.00091151+0.01804i,0.0029668+0.001965i,6.5285e-05+0.00031429i,0.0014451+7.7958e-05i,0.00098938+0.0013446i,0.00074618-0.0032131i,0.00033849-0.0010462i,0.0018654+1.6221e-05i,0.0027424-0.0034278i,0.00065288+0.0021117i,-8.3897e-05+0.00046881i,0.0013113+0.00017875i,0.0015042+0.00080322i,0.00039182-0.00063366i,0.00099253+0.00026644i,0.0030259+0.00018781i,-0.00064199-0.00013936i,-0.00021296-1.4854e-05i,0.00087529+0.00041935i,0.00080862+0.00067383i,7.4748e-05-0.00015826i,7.899e-05+0.00021393i,-0.0026335+0.00061665i,0.00059913+0.00038497i,0.00025948+0.00065543i,-0.0010462+0.0006152i,-0.00049399+0.00026032i,0.003868-0.0021031i,0.00046125-0.00051902i,0.00098884-0.0003018i,0.00041147-0.00049372i,0.0014126-0.0015364i,0.0011572+0.00037425i,0.0003839-0.00016953i,9.9592e-05-0.0018887i,0.00011278-0.00021279i,-0.019682+0.013784i,-0.035805-0.0082499i,-0.036273-0.030708i,-0.036788-0.014168i,-0.043917-0.0089731i,-0.031316-0.0044752i,-0.024671-0.0018583i,-0.016323+0.010255i,-0.022165-0.020561i,-0.021044-0.014198i,0.0072942-0.003118i,0.0049495-0.0020038i,0.003938-0.0065151i,-0.00048542-0.0033858i,-0.0020612+0.0018486i,0.0095615+0.0017895i,0.0008186+0.0011969i,0.0022882-0.00097309i,-0.0030962+0.0038787i,0.00082694+0.00028349i,0.00191-0.0017982i,-0.0021877+0.0019997i,-0.0036023-0.0022699i,0.00063565-0.0018023i,-0.0014835+0.0017101i,0.0014823+0.0049741i,0.0033191+0.0019145i,0.0019751+0.00087552i,0.00098665+0.0013869i,0.00050737-0.00031239i,0.0010468+0.0034675i,-0.002965+0.00012152i,0.0017847+8.9899e-05i,0.002459+0.0013314i,0.00082638+0.00014646i,-0.00011305-0.0031235i,0.0024087+0.00044115i,0.0013431+0.0021305i,-0.00081615+0.00092572i,0.0010586+0.0015034i,-0.0011214+0.0016694i,0.00077357-0.001037i,0.0031309-0.0029841i,-0.00044665-0.0037016i,-0.00062411+0.00089786i,-0.040641-0.014692i,-0.0093331+0.0081827i,-0.0016708+0.0061955i,0.0035447+0.0021758i,-0.003369-0.0036417i,0.0012579-0.0012298i,0.0027348+0.012767i
-0.00013471+0.015743i,-0.014863+0.027556i,0.00041591+0.020221i,-0.0014313+0.01622i,0.0095673+0.015279i,0.0074078+0.0054265i,0.0061048+0.00324i,0.0090096+0.0094438i,0.0034328+0.016934i,0.0043843+0.00079299i,8.842e-05+8.1102e-05i,0.0014211-0.00028098i,0.0013382+0.00087191i,-0.00041404-0.0029468i,8.1681e-05-0.0010342i,0.0018825-0.00049771i,0.0013821-0.0050593i,0.0012556+0.0016149i,2.6437e-05+0.00052668i,0.0012716-0.00015848i,0.001936+0.00028714i,0.00012674-0.0004006i,0.0010417-8.8646e-05i,0.0030204-0.00075728i,-0.00084367-6.4621e-05i,-0.00015895+0.0002716i,0.0008493+2.4486e-05i,0.0010492+0.00026374i,-0.00017871-0.00029877i,-4.8329e-05+0.00034959i,-0.0023003+0.0015572i,0.00060987+0.00015995i,0.00043262+0.00045551i,-0.0008333+0.0010555i,-0.00032597+0.00049042i,0.0032207-0.0027655i,0.00028214-0.00076856i,0.00077006-0.00070986i,0.00025414-0.00067046i,0.0010936-0.0022873i,0.0011252-0.00014442i,0.00048114-0.00020357i,-0.00041428-0.0010793i,0.00017915-0.00021734i,-0.017908+0.016631i,-0.035765-0.0046609i,-0.038323-0.025329i,-0.038339-0.00989i,-0.043418-0.0031082i,-0.032017-0.001028i,-0.025111-0.00063478i,-0.016323+0.010856i,-0.023373-0.018856i,-0.022667-0.012026i,0.0066104-0.0040242i,0.0042313-0.0031218i,0.0013851-0.0075556i,-0.0011319-0.002287i,-0.00114+0.0030665i,0.0092059-0.0016009i,0.0021749+0.00096843i,0.0011395-0.00025899i,-0.0029755+0.003823i,0.00093391-0.00082122i,0.001235-0.0027337i,-0.0015293+0.0026395i,-0.0047716-0.0014684i,-0.000155-0.0017274i,-0.00079444+0.0021221i,0.0023999+0.0040873i,0.0033802+0.00027093i,0.002343+0.00026861i,0.0012344+0.00072574i,0.00048855+0.00011719i,0.0018999+0.002629i,-0.0022935+0.0010806i,0.0018624-0.0001719i,0.0026712+0.00073443i,0.00089505+7.8301e-05i,-0.0010808-0.0020033i,0.0026259-0.00056512i,0.0021981+0.0017016i,-0.00020844+0.00091792i,0.0016061+0.0017685i,-0.00019287+0.0021293i,0.00012529-0.0009994i,0.0013744-0.0038325i,-0.0015411-0.0030514i,-0.00034988+0.00094014i,-0.041089-0.010805i,-0.0074444+0.011703i,-8.9948e-05+0.0083072i,0.0018512+0.0038357i,-0.0027712-0.0033172i,0.0014153-0.0014615i,0.0037571+0.012907i
0.0016192+0.014788i,-0.010932+0.028886i,0.0023191+0.019843i,0.00036172+0.016245i,0.010514+0.01343i,0.0075296+0.0041273i,0.0055784+0.0024627i,0.0097333+0.0072588i,0.0055227+0.01527i,0.00098925-0.00032716i,-9.6735e-05+7.0844e-05i,0.001358-0.00066849i,0.0015806+0.00022035i,-0.0010245-0.0022792i,-8.2012e-05-0.0010058i,0.0016897-0.0010165i,-0.0010532-0.0050675i,0.0015141+0.00094174i,0.00010159+0.00048261i,0.0012296-0.00050147i,0.0022735-0.00087776i,0.00010022-0.00018798i,0.00094854-0.00039071i,0.0025341-0.0015811i,-0.00075871+0.00028158i,0.0001983+0.00043222i,0.00065822-0.0002789i,0.00098622-0.00022226i,-0.0003475-0.00011394i,1.9866e-05+0.00057988i,-0.0015011+0.0023346i,0.00062496+3.2286e-05i,0.00049966+0.00029633i,-0.00032459+0.0014062i,1.2319e-06+0.00060871i,0.0025004-0.0033359i,-0.0001088-0.00086199i,0.00040546-0.00093554i,4.285e-06-0.00074564i,0.00011973-0.0029247i,0.00094547-0.0004361i,0.00049876-0.00035808i,-0.00037461-0.00070208i,0.00020697-0.00029265i,-0.015363+0.019338i,-0.035788-0.0013305i,-0.039121-0.02079i,-0.038816-0.0050051i,-0.04166+0.0018336i,-0.03193+0.003077i,-0.025621+0.0012169i,-0.015856+0.012272i,-0.024321-0.017967i,-0.024035-0.0099816i,0.0061019-0.0049091i,0.0029976-0.0037833i,-0.0012833-0.0070825i,-0.0011106-0.0011903i,0.00063+0.0035485i,0.0074934-0.0036701i,0.0014615-0.00033408i,0.0010966+0.00094925i,-0.0022623+0.0036604i,9.9142e-05-0.00164i,0.00019739-0.0032208i,-0.00054589+0.0028579i,-0.0054759+3.2643e-05i,-0.00069955-0.0013863i,-3.8515e-05+0.0021566i,0.0029898+0.0032315i,0.0027408-0.00095302i,0.0025291-0.00055896i,0.001343+0.00047207i,0.00058755+0.00024524i,0.0023172+0.0018932i,-0.0012713+0.0017817i,0.0019715-0.00073834i,0.0027453+3.8223e-05i,0.00079478-6.9805e-05i,-0.0011961-0.0010688i,0.0022137-0.0017115i,0.0024966+0.00058244i,-9.3381e-05+0.00068142i,0.0024025+0.0014934i,0.0007512+0.002039i,-0.00022852-0.00075274i,-0.00013308-0.0034496i,-0.0020567-0.0026011i,-5.8714e-05+0.0011876i,-0.041763-0.0072037i,-0.0046427+0.013671i,0.0018462+0.0085021i,0.0017342+0.0060434i,-0.0031488-0.0035325i,0.0014714-0.0016487i,0.0053197+0.012886i
0.0030856+0.013936i,-0.0066079+0.029803i,0.0045478+0.019428i,0.0023154+0.015846i,0.011465+0.011474i,0.0074144+0.0026634i,0.0052778+0.0019254i,0.0098271+0.0050224i,0.0071952+0.01342i,0.0016743-0.00019812i,-0.00024715+0.00022267i,0.0011963-0.001028i,0.001536-0.00060744i,-0.0012155-0.0016202i,-0.00022634-0.0010499i,0.0013995-0.0014048i,-0.0027215-0.0034635i,0.0014662+0.00054242i,8.8702e-05+0.00064768i,0.0010756-0.00086223i,0.0012491-0.0013226i,0.00012207-0.00010148i,0.00074054-0.00055048i,0.0018589-0.0020334i,-0.00045969+0.00047447i,0.00058988+0.00016465i,0.00040682-0.00048049i,0.00068373-0.00066936i,-0.0003056+8.5779e-05i,0.00032394+0.00069948i,-0.00040392+0.002689i,0.0007954-0.00010608i,0.0005721+0.00012452i,0.00029522+0.0013438i,0.0003368+0.00051713i,0.0017082-0.003968i,-0.00045919-0.00067709i,3.6127e-05-0.00096125i,-0.00025044-0.00068915i,-0.0011916-0.0027913i,0.00069981-0.00065609i,0.00032468-0.00047026i,-0.00021824-0.00051796i,0.00017868-0.00046718i,-0.012135+0.021292i,-0.035778+0.0024252i,-0.039589-0.017104i,-0.03836-0.00063971i,-0.039547+0.0059623i,-0.030376+0.0068733i,-0.025817+0.004053i,-0.014589+0.013917i,-0.025602-0.016871i,-0.025762-0.0077022i,0.0055815-0.0061338i,0.0016566-0.0036865i,-0.0033254-0.0053163i,-0.0007911-0.00066101i,0.0021861+0.0030949i,0.0053198-0.0046354i,0.0012255-0.00041625i,0.0017198+0.0017605i,-0.0016365+0.0035691i,-0.00087139-0.0015774i,-0.0010631-0.0032631i,0.00028956+0.0025861i,-0.0053563+0.0018616i,-0.00091256-0.00091701i,0.0006513+0.0019522i,0.0034443+0.0026428i,0.0018222-0.001703i,0.0021884-0.0014827i,0.0010982-6.9718e-05i,0.00079794+0.00052243i,0.0025758+0.0013502i,5.7777e-05+0.0017137i,0.001656-0.0014451i,0.0026691-0.00091037i,0.00068375+0.00012187i,-0.00095902-0.00040115i,0.00095535-0.0027195i,0.0021+4.3834e-05i,-0.0003082+0.00070462i,0.0028137+0.00067259i,0.0016999+0.0016277i,-0.00049431-0.00057409i,-0.00092446-0.0028761i,-0.0024505-0.00067727i,0.00024029+0.0013911i,-0.042479-0.0035845i,-0.0023805+0.014176i,0.002774+0.0078143i,0.0028467+0.0073389i,-0.0040964-0.0030011i,0.0011755-0.0019407i,0.0068347+0.012078i
0.0046159+0.013132i,-0.001998+0.029818i,0.0069368+0.01851i,0.0041346+0.015067i,0.012197+0.0092451i,0.0068907+0.0013073i,0.0051156+0.0013231i,0.0094462+0.0029401i,0.0084565+0.011444i,0.0017566-0.00038981i,-0.00034015+0.00048595i,0.00088909-0.001367i,0.0010343-0.0012474i,-0.0011816-0.0011007i,-0.00047179-0.00096056i,0.0010965-0.0016083i,-0.0025911-0.002041i,0.0014447+0.00023743i,0.00040869+0.0008769i,0.0008195-0.0011413i,0.00071186-0.001543i,0.00024342+1.0106e-05i,0.00053908-0.00064411i,0.0012933-0.002342i,9.7957e-06+0.00044875i,0.00073327-0.00021297i,0.00014348-0.00052449i,0.00025703-0.00081314i,-0.00019284+0.0001193i,0.0006854+0.00052871i,0.0006088+0.0025689i,0.000807-0.00039262i,0.00056087-8.6943e-05i,0.00076943+0.0010309i,0.00046658+0.0002987i,0.00044458-0.0045103i,-0.00059088-0.00041107i,-0.00035038-0.00087693i,-0.00041531-0.00052121i,-0.0021905-0.0021123i,0.00035128-0.00087464i,0.00014435-0.00048863i,-7.8941e-05-0.00058856i,0.00011101-0.00047784i,-0.0085752+0.022467i,-0.035173+0.0065015i,-0.0402-0.013754i,-0.037633+0.0035965i,-0.037169+0.0091385i,-0.028166+0.0097522i,-0.024892+0.0071416i,-0.012397+0.014874i,-0.027322-0.015771i,-0.026912-0.004659i,0.0042231-0.0078346i,0.00072217-0.0030838i,-0.0042126-0.0031178i,-0.00054755-0.00037254i,0.0034424+0.0022755i,0.0035961-0.0045834i,0.000864-0.0003508i,0.0026966+0.0018618i,-0.0010186+0.0035356i,-0.0011269-0.0010818i,-0.0020715-0.0029097i,0.0010519+0.0022122i,-0.0047437+0.0036529i,-0.0010272-0.00061188i,0.0013393+0.0014777i,0.0039772+0.0018546i,0.00073884-0.0020644i,0.0011762-0.0019339i,0.00058516-0.00019305i,0.0013883+0.00039586i,0.0025374+0.000733i,0.00045464+0.00085035i,0.00087987-0.0018459i,0.0020836-0.0017181i,0.0010907+0.00067528i,-0.00059399-0.00015927i,-0.00058792-0.0025211i,0.0018717-0.00022256i,-0.00041785+0.0009166i,0.0027805-7.5495e-05i,0.0026138+0.0010639i,-0.00045117-0.00055578i,-0.0014966-0.0023472i,-0.0013157+0.00092046i,0.00049339+0.0015297i,-0.042853+0.00085449i,-0.00085097+0.014734i,0.0029231+0.0073669i,0.0041994+0.0078035i,-0.0050456-0.0016353i,0.00075926-0.002018i,0.0079565+0.010914i
