-0.0052492-0.040504i,-0.0095832-0.043989i,0.0047501-0.045689i,-0.0265-0.028949i,-0.021255+0.013164i,-0.031364-0.035719i,-0.059565-0.066271i,-0.019652-0.075199i,-0.03369-0.053048i,0.00021277+0.015173i,-0.00736+0.010996i,-0.016692+0.014427i,0.0012046+0.017429i,-0.0037971-0.0032671i,0.00021739+0.0070465i,-0.0012557+0.041915i,0.017501+0.062899i,0.00056374-0.00023753i,-0.0046721-0.0087506i,0.0095893+0.0058645i,0.0014444+0.0011471i,-0.0010673+0.0037327i,0.00050941-0.0013413i,-0.037192-0.010548i,-0.0023238-0.0074983i,-0.00013088+0.0050288i,0.0054291+0.00022278i,0.00058543+0.00075872i,-0.00023448-0.0012063i,-7.0828e-06-0.0022762i,-0.001522-0.0062228i,-0.0022839-0.0042687i,9.0726e-06-0.0083592i,0.0033898-0.0012607i,0.0032798-0.0022589i,-0.0034518+0.035149i,0.0063074-0.0038333i,0.0042448-0.0021014i,0.005096+0.00067187i,-0.014163-0.00507i,-6.5928e-05+0.0010152i,0.010045+0.00053393i,0.0062409-0.0015423i,-0.0049482+0.003463i,0.0030649+0.0022194i,-0.0038826+0.010972i,0.019285-0.086426i,-0.0044939-0.049266i,-0.023416-0.041242i,-0.018041-0.042331i,0.0665-0.01458i,0.03023-0.060325i,0.039584-0.04428i,0.030571-0.055904i,0.020251-0.01545i,0.0086418+0.010232i,0.025771-0.031485i,-0.0073774-0.0053239i,0.0027713-0.0021277i,-0.0044199-0.0057962i,0.0019537-0.033016i,-0.025649+0.03033i,0.0088801-0.01031i,-0.011398-0.0018632i,-0.0052336-0.00129i,-0.00049831-0.014956i,-0.0099111+0.0042248i,0.0032049+0.0083999i,-0.011821+0.031101i,0.0047559+0.0081445i,-0.0053416-0.0017379i,-0.0018432-0.0024062i,-0.011692-0.0079116i,0.00059277-0.0038762i,-0.035786+0.0034576i,0.0026527-0.012421i,-0.0090318-0.0026275i,-0.0066173-0.0029054i,0.0067631+0.0018085i,-0.0090857+0.0016123i,0.0011013+0.001043i,0.0054053+0.0096792i,0.0048936+0.00029773i,-0.0092905-0.0099084i,0.0021205+0.0088391i,-0.019331+0.0064675i,0.0068006+0.003655i,-0.028835-0.0094103i,-0.035354+0.0016994i,0.026873-0.077129i,0.013346-0.0098569i,-0.041857-0.028199i,-0.022204-0.0041373i,0.017839+0.013109i,-0.027205+0.011422i,-0.011138-0.0091078i
-0.013253-0.0018001i,-0.013504+0.021498i,0.0042636+0.015099i,0.0015143+0.0044631i,0.0038422+0.0037673i,0.0056299+0.0061754i,0.0047843+0.017651i,-0.0084281+0.025242i,-0.0012039+0.020429i,0.0027929+0.00050674i,0.00044193+0.0013137i,0.0016863-0.0009886i,0.0013955+0.00032133i,-0.00016261-0.0019312i,0.0007959-0.00051576i,0.0018671+0.00051122i,0.00074438-0.0043088i,0.00093288+0.0020684i,-0.0013275+0.00081226i,0.0014291+0.00064975i,0.0015443+0.00013016i,0.00079758+0.00016273i,0.0014462+0.00047949i,0.0041787-0.0015173i,-0.00078989-0.001409i,9.308e-05-0.00087665i,0.00091413-0.00040905i,0.00058189+0.00076674i,-0.00032057+0.00051821i,2.1193e-05+0.00010181i,-0.0012482-0.00020012i,0.00013436+0.00043923i,-0.0010146+0.00035217i,-0.00095209+0.0010041i,-0.0002142-0.00013418i,0.0054633-0.0027735i,0.0006086-0.0022144i,0.00022961-7.3817e-05i,0.00010889-0.0013502i,-0.0021884-0.0023601i,0.0013356-0.00057412i,0.00030022-0.00016825i,0.00098746+0.00082062i,0.0011438+0.00059067i,-0.017414+0.0068244i,-0.026215-0.0081982i,-0.028934-0.01344i,-0.018423-0.0010098i,-0.037505+0.00055213i,-0.022425-0.0033178i,-0.020577-0.0039518i,-0.023244+0.020509i,-0.01539-0.022928i,-0.019293-0.013213i,0.0054322-0.0067374i,0.002166-0.00112i,0.0012131-0.0061584i,5.5365e-05+0.00099125i,0.00053418+0.0034519i,0.013852-0.0081232i,0.0034302-0.0011752i,0.0010999-0.0014536i,-0.0016178+0.0021237i,0.002773-0.00051788i,0.0014103-0.0014107i,-0.0026314+0.0030256i,-0.0067388-0.00098787i,-0.0011791-0.0015589i,-0.001845+0.0039083i,0.0019545+0.0049667i,0.0016309-0.00098274i,0.002513-0.00015792i,0.001388+0.0014837i,2.8946e-05+0.00029998i,0.0038399+0.0018379i,-0.00063674+0.0014896i,0.0027113+0.00042267i,0.0025513+0.00050144i,0.0010567-2.3769e-05i,-0.00023864-0.0025005i,0.0021786-0.00090037i,0.0026944+0.0018355i,0.00063245+0.0015187i,0.00035202+0.0014477i,0.00018444+0.0013212i,0.00011876+5.9491e-05i,0.00059798-0.004062i,-0.00086832-0.0032353i,-0.0017097-6.3263e-05i,-0.025143-0.0072015i,-0.011181+0.006894i,-0.004374+0.01122i,0.0013841+0.0048446i,-0.0011187-0.0015976i,0.0019919-0.0014726i,0.0044219+0.011743i
-0.013608-0.00024423i,-0.01063+0.022386i,0.0050177+0.0138i,0.0013981+0.0045108i,0.0035222+0.0036375i,0.0060718+0.0048264i,0.0066139+0.016606i,-0.004488+0.024741i,0.0013683+0.019942i,0.0025604-0.00033044i,0.00072916+0.0010538i,0.0013969-0.0012779i,0.0015168-0.00036234i,-0.00044028-0.0013332i,0.00069923-0.00076664i,0.0017742-0.00019411i,-0.00082246-0.0042974i,0.0013744+0.0016402i,-0.00099975+0.0011127i,0.0016752+0.00021628i,0.0015313-0.00064685i,0.00095087+5.8166e-05i,0.0013312-2.8195e-06i,0.0030944-0.0024121i,-0.0012033-0.00099084i,4.1245e-05-0.00063242i,0.00058199-0.00074764i,0.0006616+0.00042613i,-0.00015299+0.00067069i,-0.00012835+0.00026375i,-0.0011549+0.0002612i,0.00022734+0.0004199i,-0.00086768+0.00080777i,-0.00047574+0.0012523i,-0.0002694-5.4224e-05i,0.0047224-0.0042315i,-0.00031473-0.0023615i,0.00015033-0.00015493i,-0.00056294-0.0013339i,-0.0029798-0.0020575i,0.00097519-0.00084102i,0.00039448-0.0002884i,0.0014619+0.00074951i,0.0012393+0.00031611i,-0.016365+0.0093971i,-0.026456-0.0060371i,-0.028077-0.010749i,-0.017901+0.00080685i,-0.035934+0.0044554i,-0.022193-0.0014835i,-0.022512-0.0018585i,-0.021104+0.022461i,-0.017845-0.022235i,-0.020741-0.011915i,0.0044077-0.0073263i,0.0012922-0.0013471i,-0.0012069-0.0053741i,0.00057805+0.0017432i,0.0027964+0.0032077i,0.0096316-0.011743i,0.0031015-0.0022939i,0.00025418-8.3151e-06i,-0.0011431+0.0018757i,0.0021301-0.0020911i,0.0010288-0.0019968i,-0.00139+0.0036331i,-0.0073455+0.0013195i,-0.0014617-0.00074536i,-0.00032976+0.003902i,0.0028997+0.0040115i,0.00058634-0.001282i,0.0027012-0.0011058i,0.001764+0.0011226i,0.00011473+0.00058803i,0.003723+0.00084682i,0.00053461+0.0013177i,0.0030494-0.00036389i,0.0026443-0.00015574i,0.00090451-0.00018658i,-0.00052958-0.0015591i,0.0017197-0.0019377i,0.0032314+0.00072702i,0.00086+0.00068443i,0.0010621+0.0016651i,0.00090517+0.0012613i,-2.8787e-05+0.00019559i,-0.00087572-0.0036289i,-0.0016822-0.0025003i,-0.0017478+0.00079348i,-0.025246-0.0052981i,-0.0092995+0.009484i,-0.002027+0.011994i,0.001267+0.0067923i,-0.001185-0.0022091i,0.0017812-0.0017643i,0.0059871+0.010869i
-0.01384+0.0016289i,-0.0075501+0.023073i,0.005918+0.012749i,0.0016012+0.0043237i,0.0035476+0.0033651i,0.0063099+0.0031692i,0.0086205+0.015458i,-0.0012655+0.0235i,0.0038509+0.018801i,0.0020685-0.0008203i,0.00088259+0.00077089i,0.0010914-0.0015103i,0.0012946-0.0012224i,-0.00045757-0.0010016i,0.00051177-0.0010298i,0.0014733-0.00068184i,-0.0020311-0.0036099i,0.00169+0.0011324i,-0.00063546+0.0015143i,0.0017718-0.00035677i,0.00098817-0.0012449i,0.0010595-0.00021765i,0.0011208-0.00028997i,0.002149-0.0026082i,-0.0012524-0.00050329i,0.00016334-0.00068506i,0.00016179-0.0009662i,0.0005162+5.4314e-05i,0.000145+0.00068422i,-2.6429e-05+0.00050422i,-0.00094407+0.00055055i,0.00042243+0.00032875i,-0.00046463+0.0011743i,-1.2766e-05+0.0012681i,-0.00023661+5.0897e-05i,0.0033606-0.0055264i,-0.001144-0.0020641i,7.1281e-05-0.00022492i,-0.0010694-0.00091897i,-0.0038472-0.0010435i,0.00063424-0.00089416i,0.00030124-0.00042479i,0.0020628+0.00041598i,0.0013373-7.5237e-05i,-0.014939+0.011522i,-0.027011-0.0038891i,-0.027259-0.0089654i,-0.017062+0.0021114i,-0.033966+0.0076207i,-0.021258-0.00042211i,-0.023367+0.0012588i,-0.018021+0.024219i,-0.020109-0.02087i,-0.022649-0.010568i,0.0032494-0.0080494i,0.00041701-0.00099534i,-0.0028297-0.0037446i,0.0012838+0.001895i,0.0043368+0.0019242i,0.0046613-0.012947i,0.0019816-0.0028683i,0.00048392+0.0013999i,-0.001077+0.0016366i,0.0010064-0.0028012i,0.00043002-0.0025372i,-0.00017737+0.0035711i,-0.0066352+0.0035688i,-0.0013588-0.00015182i,0.00089579+0.0034333i,0.0034787+0.0032281i,-0.00016161-0.0010672i,0.0021887-0.0022139i,0.0018329+0.00023018i,0.00046297+0.0011133i,0.0034744+0.00010563i,0.0014102+0.00033323i,0.0028864-0.0014181i,0.0024763-0.00092909i,0.00094621-0.00015435i,-0.00032113-0.00063894i,0.00020488-0.0026681i,0.00305-0.00031696i,0.00038718+0.00029221i,0.0017397+0.0013959i,0.0015677+0.00072631i,-0.00010154+0.00013557i,-0.0017127-0.0030288i,-0.002069-0.0011786i,-0.0013462+0.0017076i,-0.025505-0.003493i,-0.0078681+0.01094i,-0.00045844+0.011715i,0.0022479+0.0078774i,-0.0018827-0.0021423i,0.0013335-0.0019987i,0.0071536+0.0093365i
-0.01358+0.0037303i,-0.0042596+0.023353i,0.0068577+0.011546i,0.0018308+0.0039911i,0.0035241+0.002884i,0.0059813+0.0014029i,0.010641+0.013697i,0.0012089+0.022183i,0.0059569+0.017139i,0.0015631-0.0010858i,0.0008186+0.00058398i,0.0007871-0.0016211i,0.00063842-0.0018582i,-0.00037355-0.00075255i,0.00019832-0.0011478i,0.0011973-0.00084319i,-0.0025557-0.0027016i,0.0017094+0.00068593i,-8.4758e-05+0.0017994i,0.0016365-0.00090138i,0.0002356-0.0013295i,0.0010715-0.00048229i,0.00095669-0.00049332i,0.0016846-0.0026547i,-0.0010749-0.00019898i,0.00015964-0.00078378i,-0.00028154-0.00093168i,0.00024828+6.525e-06i,0.0003753+0.00054417i,0.00023825+0.00061847i,-0.00073767+0.00074079i,0.00053203+0.00028579i,-1.9885e-05+0.0012993i,0.0004076+0.0011275i,-0.00024208+8.5341e-05i,0.0014239-0.0065058i,-0.0016954-0.0014891i,-3.9348e-05-0.00022256i,-0.001276-0.00045774i,-0.0041815+0.00031317i,0.00030163-0.00092214i,0.00013098-0.00046762i,0.002355-0.00027492i,0.0013025-0.00036441i,-0.013019+0.013308i,-0.027671-0.0012924i,-0.026699-0.0074967i,-0.016234+0.003306i,-0.032038+0.0099661i,-0.020597-7.7179e-05i,-0.022823+0.0043843i,-0.014199+0.024977i,-0.022006-0.019434i,-0.024692-0.0082156i,0.0013256-0.0084693i,-0.0001825-0.00028712i,-0.0035794-0.0014856i,0.0018135+0.0017789i,0.0053283+0.00042253i,0.00044623-0.011909i,0.00083817-0.0024715i,0.0015998+0.0023498i,-0.0011773+0.0017148i,0.00027564-0.0028486i,-0.0003959-0.0028913i,0.00094768+0.0031143i,-0.0056023+0.0050397i,-0.0014918+0.00020346i,0.0019257+0.0026658i,0.0041077+0.0023177i,-0.00081066-0.00080047i,0.00082134-0.0028199i,0.0011435-0.00031095i,0.0013585+0.0012434i,0.0030125-0.00052133i,0.00083772-0.00080114i,0.0019624-0.0022172i,0.0018356-0.0016424i,0.00099551-0.00033157i,0.00011715-0.0003554i,-0.0012415-0.0019239i,0.0025196-0.00092225i,3.5295e-06+0.00037203i,0.0020986+0.00087156i,0.0019966+7.8671e-06i,8.5354e-06-7.5176e-05i,-0.0022928-0.0024836i,-0.001558+0.00010237i,-0.000724+0.0022475i,-0.025522-0.0013194i,-0.0066157+0.012999i,0.0002507+0.011461i,0.0034162+0.0082738i,-0.0025847-0.0013818i,0.00083205-0.0019888i,0.0076124+0.0076505i
-0.012814+0.0056188i,-0.00075339+0.022955i,0.0078327+0.010375i,0.0021251+0.0033444i,0.0035222+0.0024159i,0.0051591-0.00020912i,0.012314+0.01172i,0.0034567+0.020737i,0.0076763+0.015215i,0.0011674-0.0010778i,0.00079068+0.00075791i,0.00055918-0.0015942i,-0.00016753-0.0020537i,-0.00019804-0.00058874i,-2.8412e-05-0.0011555i,0.00099874-0.00095286i,-0.0026244-0.0018512i,0.0016978+0.00040361i,0.00051071+0.0017413i,0.0013225-0.001461i,-0.0002477-0.0010494i,0.0010273-0.00094283i,0.00075431-0.00065919i,0.0014835-0.0028637i,-0.00095187-5.2895e-05i,5.6225e-05-0.0010533i,-0.00071259-0.00073488i,9.5717e-05-2.3922e-05i,0.00051003+0.00033145i,0.00062899+0.00056599i,-0.0005688+0.00095479i,0.00069733+8.8982e-05i,0.00045848+0.0012735i,0.00076395+0.00091427i,-0.00021876+0.00015883i,-0.00090674-0.0068245i,-0.0021674-0.00085731i,-0.00013442-0.00012166i,-0.0013107-1.8483e-05i,-0.0039218+0.0016976i,8.2863e-06-0.00093771i,-0.00011549-0.00043877i,0.0023639-0.00098931i,0.001284-0.00074985i,-0.010992+0.014452i,-0.02772+0.0017604i,-0.026495-0.0064384i,-0.015069+0.0044261i,-0.029706+0.011827i,-0.020651-0.00017786i,-0.021357+0.0066716i,-0.010655+0.024324i,-0.023598-0.017958i,-0.02604-0.005448i,-0.00096886-0.008191i,-0.00028811+0.00063526i,-0.0028933+0.00072067i,0.0020061+0.0014257i,0.0058034-0.0014142i,-0.0023321-0.0098485i,0.00036536-0.0016809i,0.0031423+0.002237i,-0.0010986+0.0019065i,-0.00015217-0.0030634i,-0.0017754-0.0027958i,0.0018097+0.0022237i,-0.0045288+0.0062202i,-0.0013892+0.00096698i,0.002667+0.0014134i,0.0045427+0.0011053i,-0.0012218+3.6737e-05i,-0.0004102-0.0024383i,0.00032607-0.00033433i,0.0022591+0.00060443i,0.0027206-0.00091697i,-0.00022259-0.0010698i,0.00094568-0.0023969i,0.00094676-0.0016734i,0.0010961-0.00051841i,0.00042829-0.00034817i,-0.001705-0.00058891i,0.0022616-0.0013653i,-0.00014134+0.00073083i,0.0023578+0.00033741i,0.0020474-0.00082213i,-0.00019503-0.00032636i,-0.002608-0.0019097i,-0.00056464+0.00059933i,-9.1608e-05+0.0029492i,-0.025093+0.00068864i,-0.0046142+0.014932i,0.00052589+0.011144i,0.0047131+0.0082255i,-0.0030638-0.00018148i,0.00023066-0.0016504i,0.0074835+0.0061879i
-0.011564+0.0072855i,0.0023344+0.021615i,0.0087953+0.0087712i,0.0020758+0.0023593i,0.0034959+0.0017868i,0.0039446-0.0016164i,0.013854+0.0094452i,0.0051894+0.019125i,0.0088718+0.01279i,0.0010265-0.0010032i,0.0012587+0.00094213i,0.00047303-0.0015922i,-0.00096145-0.0020203i,2.7598e-05-0.00055543i,-0.00021543-0.0011753i,0.00096483-0.0010236i,-0.002352-0.001492i,0.0016784+0.00017821i,0.0010426+0.0014381i,0.00067772-0.0018348i,-0.00048455-0.00066326i,0.0006484-0.0014651i,0.00053837-0.00075413i,0.0010846-0.0032456i,-0.00098335+2.2315e-05i,-0.00045902-0.0013407i,-0.001002-0.00036201i,1.1379e-05+7.3769e-05i,0.00060845+2.7936e-05i,0.00099719+0.00023871i,-0.00028313+0.0012002i,0.0007863-0.00025357i,0.00092012+0.0010756i,0.0010385+0.00053316i,-0.00014662+0.00029999i,-0.0034539-0.0064219i,-0.0023051-8.0584e-05i,-0.00017509-2.31e-06i,-0.0011467+0.00052254i,-0.0032027+0.0030639i,-0.00034576-0.00082857i,-0.00030388-0.00026821i,0.0021198-0.0016764i,0.0011422-0.0011236i,-0.0089956+0.015235i,-0.026727+0.0049571i,-0.02668-0.0054085i,-0.013412+0.0048867i,-0.028015+0.012543i,-0.021327-0.00014839i,-0.019655+0.0080679i,-0.007804+0.022802i,-0.025451-0.016476i,-0.026848-0.0023553i,-0.0029386-0.0070743i,0.0001186+0.0015575i,-0.0014725+0.0019011i,0.001838+0.0015344i,0.0053647-0.0035947i,-0.0038087-0.007749i,0.0003679-0.00084193i,0.0041785+0.0011116i,-0.0010297+0.0024247i,-0.00059614-0.003262i,-0.0028947-0.0017681i,0.0022002+0.0010269i,-0.0030063+0.0078001i,-0.00070477+0.0014453i,0.0025188-5.7088e-05i,0.0045165-0.00021644i,-0.00099227+0.0008512i,-0.0012423-0.0016691i,-0.0001844+0.00010492i,0.0023483-0.00020662i,0.0022758-0.0014245i,-0.00099067-0.00037128i,2.2478e-05-0.00207i,0.00046944-0.0014098i,0.00095905-0.00092464i,0.00069424-0.00050375i,-0.0014563+0.00043827i,0.0018056-0.0018536i,-8.4497e-05+0.0012957i,0.0024399-0.00041512i,0.0019116-0.0017716i,-0.00052029-0.00020449i,-0.0026672-0.0013422i,7.5278e-05+0.00050012i,0.00094585+0.0035517i,-0.024488+0.0022445i,-0.0019573+0.016078i,0.00041441+0.011489i,0.0056707+0.0074357i,-0.0028359+0.0016754i,-0.00017501-0.00093052i,0.0070505+0.0050111i
-0.010051+0.0083303i,0.0047635+0.020004i,0.0094786+0.0070171i,0.0014114+0.0015628i,0.003205+0.0010394i,0.0022119-0.0026354i,0.015199+0.0065892i,0.0066288+0.017809i,0.0091802+0.010383i,0.0010499-0.0011354i,0.0018879+0.00058563i,0.0003798-0.0016583i,-0.0018837-0.0015047i,0.00019728-0.00072899i,-0.0004093-0.0011194i,0.0010408-0.0011099i,-0.0023095-0.0016593i,0.0018825-0.00010586i,0.0013282+0.0010231i,-0.00018022-0.0018102i,-0.00049018-0.00024i,-8.8499e-05-0.0016992i,0.00032571-0.00080918i,0.00049734-0.0036417i,-0.0010444+0.00029997i,-0.0012293-0.0012067i,-0.0010894+0.00018156i,8.8158e-05+0.00020266i,0.00039091-0.000381i,0.0011613-0.0003268i,8.6174e-05+0.0013856i,0.00064128-0.00063248i,0.0012638+0.00067268i,0.0010201+7.9388e-05i,-1.0165e-05+0.00038684i,-0.0057874-0.005079i,-0.0021375+0.00062572i,-7.3832e-05+9.3554e-05i,-0.00068401+0.00084481i,-0.0019418+0.004016i,-0.00058655-0.00057141i,-0.00024818+1.7729e-05i,0.0016574-0.0021545i,0.00090994-0.0014014i,-0.0072038+0.01562i,-0.024901+0.0074036i,-0.027129-0.0040035i,-0.012391+0.0046718i,-0.027003+0.013829i,-0.02304+0.00041033i,-0.018484+0.0089658i,-0.0063339+0.021063i,-0.027237-0.014314i,-0.02698+0.00093892i,-0.0040976-0.0052133i,0.0011911+0.0022545i,-2.066e-05+0.0022471i,0.0020827+0.0021377i,0.0040019-0.0052392i,-0.004568-0.0058621i,0.0012766+0.00013454i,0.0039709-0.00032144i,-0.00039675+0.0031643i,-0.0011571-0.0034552i,-0.0032823-0.00023784i,0.0019299-0.00024258i,-0.00023591+0.0085357i,-0.00016954+0.0016465i,0.0016976-0.0010717i,0.0040123-0.0012819i,-0.00038848+0.0013799i,-0.0016621-0.00075138i,-0.00049852+0.00075858i,0.0020631-0.00075483i,0.0013956-0.0018094i,-0.00088862+0.00075738i,-0.00051654-0.0013621i,0.00035184-0.0011757i,0.00064061-0.0010548i,0.00089402-0.00084016i,-0.00081348+0.00096084i,0.0010949-0.0021614i,0.00054109+0.0017019i,0.0020121-0.0011753i,0.0010422-0.0027193i,-0.00058998-0.00010253i,-0.0028211-0.00115i,0.0003749+0.00021351i,0.0025496+0.0034735i,-0.02424+0.0035112i,0.00072305+0.016545i,0.00059323+0.012678i,0.0060213+0.0065738i,-0.00074053+0.0034987i,-0.00025605-7.5184e-05i,0.0061744+0.0043676i
-0.0086356+0.0088586i,0.0066354+0.018188i,0.0097457+0.0049847i,0.00070081+0.0012614i,0.0026946+0.00052783i,0.00014421-0.0027537i,0.015617+0.0028846i,0.008179+0.016514i,0.0089494+0.0083959i,0.0010171-0.0015131i,0.0022706-0.00014184i,0.00021969-0.0017368i,-0.0023504-0.00055211i,0.00036456-0.00089855i,-0.0005751-0.0010207i,0.00099178-0.0015378i,-0.0027133-0.0016419i,0.0018716-0.00067487i,0.0014236+0.00063975i,-0.0008372-0.0013342i,-0.00023496-8.5936e-05i,-0.00069145-0.0014163i,2.8838e-05-0.00081895i,-0.00038076-0.0039661i,-0.00090538+0.00061216i,-0.0018892-0.00034801i,-0.00085996+0.00074006i,0.0002517+0.00024097i,-4.9556e-05-0.00042876i,0.00083437-0.0010662i,0.00063858+0.0013378i,0.00021962-0.00088625i,0.0013045+0.00011936i,0.00086642-0.00014788i,4.9272e-05+0.00030568i,-0.0073661-0.0029431i,-0.001769+0.0011979i,4.1366e-05+8.8752e-05i,-0.00029783+0.00082073i,-0.000431+0.0040096i,-0.00071463-0.00031624i,-7.5211e-05+0.00021861i,0.0011755-0.0024448i,0.00060597-0.0014973i,-0.005384+0.015814i,-0.023154+0.0082242i,-0.027425-0.0023348i,-0.011907+0.0043298i,-0.025695+0.015083i,-0.024703+0.0025686i,-0.017917+0.01022i,-0.0054826+0.020068i,-0.02838-0.012068i,-0.025768+0.0045408i,-0.0043909-0.0035669i,0.0026493+0.0020802i,0.0012631+0.0021131i,0.003036+0.0026509i,0.0022186-0.0063471i,-0.0050796-0.0042363i,0.0029326-9.9006e-05i,0.0030458-0.0011187i,0.00079529+0.0034039i,-0.0019541-0.0036309i,-0.0025565+0.0011562i,0.0011475-0.00099048i,0.0020359+0.0077351i,0.00046792+0.0015844i,0.00082985-0.0014425i,0.003238-0.0021448i,0.00037514+0.0015813i,-0.001715+0.00015028i,-0.00030435+0.0017621i,0.0016722-0.0013159i,0.00033491-0.0015187i,-0.00013614+0.001272i,-0.00067229-0.00063843i,0.00035194-0.0011319i,0.00025265-0.00097695i,0.00056052-0.0013937i,-0.00010807+0.0013458i,0.00019622-0.0023546i,0.0012404+0.001598i,0.0013123-0.0014277i,-0.00032338-0.0030498i,-0.00055074-0.00033076i,-0.0032844-0.00064294i,0.00039995+0.00023835i,0.0036486+0.002612i,-0.023904+0.0054657i,0.0036078+0.016469i,0.0016457+0.013656i,0.0062874+0.0060542i,0.0016328+0.0034791i,0.00054884+0.0010086i,0.0054272+0.0042774i
-0.0075818+0.0090963i,0.0080442+0.016663i,0.0094884+0.0030701i,6.4092e-05+0.0011498i,0.0021661+0.00021223i,-0.0016083-0.0020977i,0.014679-0.00068762i,0.0097517+0.014872i,0.0084062+0.0069963i,0.00080786-0.0018568i,0.0022557-0.0010361i,-0.00010197-0.0018449i,-0.0023001+0.00042457i,0.00034856-0.0012619i,-0.00062917-0.00099992i,0.00062343-0.0019888i,-0.0032735-0.0012418i,0.0016331-0.0011637i,0.0015032+0.00032552i,-0.001073-0.00076694i,-0.00011285-0.00021341i,-0.00099289-0.00093701i,-0.00027191-0.00067496i,-0.0015619-0.0038833i,-0.00068222+0.00084529i,-0.0018947+0.00075512i,-0.00031884+0.0010196i,0.00050903+9.6004e-05i,-0.00037182-0.0001919i,7.3176e-05-0.0014487i,0.0011045+0.0009814i,-0.0002262-0.0009128i,0.0011931-0.0003082i,0.00078079-0.00029336i,0.00012878+0.00027978i,-0.007976-0.00047046i,-0.0013487+0.0015193i,9.9769e-05+4.9754e-05i,-0.00015584+0.00074622i,0.00058894+0.0035514i,-0.00073195+2.3866e-05i,0.00013946+0.00023094i,0.00089954-0.0027121i,0.00035202-0.0017026i,-0.0038897+0.015804i,-0.022404+0.0088119i,-0.027609-0.0006605i,-0.011764+0.0042486i,-0.024219+0.016093i,-0.025492+0.005414i,-0.016825+0.01188i,-0.0045253+0.019739i,-0.029335-0.0096297i,-0.023451+0.0070721i,-0.0043944-0.0025837i,0.0038299+0.001155i,0.0024321+0.0013727i,0.0043198+0.0024028i,0.0001451-0.0068365i,-0.0056353-0.0026107i,0.0042167-0.0016116i,0.0018341-0.0010102i,0.002017+0.0029875i,-0.002994-0.0036971i,-0.00152+0.0017504i,0.00026131-0.0011997i,0.0038484+0.0066341i,0.0012742+0.0011196i,0.00011287-0.0015612i,0.002266-0.0025607i,0.0010576+0.0014737i,-0.0013652+0.00093098i,0.00068127+0.0024594i,0.0011535-0.0014434i,-0.00014356-0.00087509i,0.00084431+0.0011215i,-0.00018182+1.4469e-05i,0.00033866-0.0012315i,5.4187e-05-0.00067155i,-9.3964e-05-0.0014071i,0.00069468+0.0012693i,-0.00066743-0.0020997i,0.0017684+0.0014099i,0.00083145-0.0013343i,-0.0015362-0.0025933i,-0.0010846-0.00043358i,-0.00355+0.00017103i,0.00067881+0.00035395i,0.0041438+0.0017349i,-0.023083+0.0070717i,0.0063024+0.015235i,0.0029375+0.014226i,0.0066647+0.0054223i,0.0033174+0.0026273i,0.0017884+0.0015599i,0.004975+0.0044107i
-0.0068783+0.0094557i,0.0096742+0.015136i,0.0089411+0.0012607i,-0.00060411+0.0013423i,0.0016172+4.4223e-05i,-0.0029125-0.0010959i,0.012833-0.00382i,0.011071+0.012931i,0.0078473+0.0059463i,0.00041413-0.0021262i,0.0020156-0.0017904i,-0.00053268-0.0017758i,-0.0019529+0.001228i,0.00010436-0.0015768i,-0.000823-0.0010566i,5.0785e-05-0.0022426i,-0.0036864-0.00052994i,0.0012747-0.0014622i,0.001636+2.1256e-07i,-0.0011761-0.00026144i,-0.00023996-0.00028184i,-0.0010868-0.0004558i,-0.00044478-0.00037721i,-0.0027119-0.003197i,-0.00036629+0.00098906i,-0.0012921+0.0016074i,0.00028628+0.00098339i,0.00055903-0.00024754i,-0.00043715+9.9503e-05i,-0.00070766-0.0013139i,0.0014096+0.00046752i,-0.00059843-0.00067193i,0.00088929-0.00066477i,0.00069826-0.00046493i,0.00012994+0.00031267i,-0.0077471+0.0019822i,-0.00084676+0.0018882i,0.00013274-8.3824e-05i,-0.00018277+0.00074482i,0.0012492+0.0031379i,-0.0005599+0.00038433i,0.0004349+0.00019646i,0.00059486-0.00307i,1.0399e-05-0.0018465i,-0.0024923+0.01581i,-0.022202+0.010129i,-0.027646+0.0006736i,-0.011666+0.0041728i,-0.02319+0.016753i,-0.025224+0.0085426i,-0.015315+0.013332i,-0.0028283+0.019501i,-0.02985-0.0068912i,-0.021173+0.0085173i,-0.0044293-0.0017259i,0.0043906-0.00016353i,0.0028805+0.00019518i,0.0054921+0.0016099i,-0.0020867-0.0063827i,-0.0057684-0.00047272i,0.0044794-0.0035405i,0.0010518+2.3869e-05i,0.0030196+0.0020503i,-0.0042439-0.0032698i,-0.00042023+0.0017819i,-0.00049432-0.0011543i,0.0052679+0.0052077i,0.0014257+0.00031057i,-0.00054227-0.0015194i,0.0012926-0.0026668i,0.0017114+0.0011888i,-0.00075528+0.0015146i,0.0020752+0.002574i,0.00061089-0.0013041i,-0.00047662-0.0002283i,0.0015839+0.00056617i,0.00065821+4.4009e-05i,0.00029218-0.0015445i,-0.00012481-0.00051912i,-0.00040957-0.0010584i,0.0011725+0.00073417i,-0.0014547-0.0014223i,0.0023795+0.0010238i,0.00061013-0.0011534i,-0.0021692-0.0018084i,-0.0014914-0.00020901i,-0.0035278+0.00094609i,0.0010829+0.00026419i,0.0046388+0.00089255i,-0.022193+0.0086879i,0.0082131+0.013379i,0.004383+0.014787i,0.006739+0.004409i,0.0045832+0.0014345i,0.0032221+0.0014044i,0.0048512+0.0044088i
