-0.0070424-0.039864i,-0.013168-0.043875i,0.0020964-0.044975i,-0.027204-0.027487i,-0.020448+0.014205i,-0.032171-0.032689i,-0.06002-0.06276i,-0.021488-0.07141i,-0.039921-0.050522i,0.0014059+0.014753i,-0.0072256+0.011058i,-0.015112+0.014344i,0.0012173+0.016747i,-0.0036286-0.0031497i,0.00043062+0.0070283i,0.00014126+0.039239i,0.028267+0.051238i,0.00080631-0.00040279i,-0.0049616-0.0085071i,0.0082514+0.0047013i,0.0016779+0.0010679i,-0.0017548+0.0044027i,0.00013213-0.0013379i,-0.034769-0.011695i,-0.0026281-0.0065515i,-0.00051561+0.0051924i,0.0078802-0.0033777i,-0.00029642+0.00051954i,-0.00018251-0.00079032i,-0.00022369-0.0028526i,-0.0010089-0.0048983i,-0.0026727-0.0038511i,-0.00062922-0.0083673i,0.0031014-0.00093127i,0.0028931-0.002592i,-0.0027207+0.035941i,0.0065477-0.0044371i,0.0034219-0.0027295i,0.0051279+0.00020276i,-0.011945+0.0016774i,8.4465e-05+0.00023773i,0.01312+0.0043531i,0.0067137-0.0021073i,-0.0035019+0.0042621i,0.0023282+0.0016408i,-0.0037363+0.0086971i,0.015448-0.08717i,-0.0067695-0.048575i,-0.024199-0.039175i,-0.019569-0.041947i,0.063429-0.015206i,0.027819-0.060847i,0.039108-0.044242i,0.029557-0.056226i,0.019419-0.015271i,0.0083856+0.0098759i,0.025961-0.031881i,-0.0071521-0.0053696i,0.002758-0.0029479i,-0.0048131-0.0063307i,0.0012444-0.032093i,-0.024578+0.030306i,0.0074733-0.010096i,-0.01131-0.0024896i,-0.0053997-0.0011715i,-0.00081159-0.013704i,-0.010267+0.0037078i,0.0037503+0.0079779i,-0.011214+0.030605i,0.005782+0.0071617i,-0.0058063-0.0014448i,-0.0020255-0.002122i,-0.0099864-0.0057825i,0.00071582-0.0038384i,-0.03549+0.0036535i,0.002734-0.011702i,-0.0087292-0.0021969i,-0.0061921-0.0027732i,0.0063032+0.0010572i,-0.010176+0.0015301i,0.0012592+0.00078783i,0.0052975+0.0089671i,0.0050826+0.00037186i,-0.0083003-0.0094932i,0.0028898+0.0089196i,-0.019355+0.0052713i,0.0069856+0.0032565i,-0.029443-0.0090463i,-0.034305+0.0033571i,0.019645-0.075431i,0.013355-0.010819i,-0.042615-0.027431i,-0.023024-0.003624i,0.017581+0.013728i,-0.026178+0.013225i,-0.010635-0.0078469i
0.012122-0.0084627i,-0.0096821-0.035493i,-0.029064-0.018103i,-0.013647-0.00076754i,-0.014289+0.013589i,-0.018855+0.0070261i,-0.020493-0.0071571i,-0.01715-0.029244i,-0.019006-0.014259i,-0.0011549-0.0029388i,0.00070345-1.9203e-05i,0.0016089-0.00079127i,0.0020282-0.00034289i,0.00077668-0.00056001i,0.00080207-0.00015932i,-0.003267-0.0020708i,0.0036482-0.0023999i,0.0023269-0.00086033i,2.2512e-05-0.0011809i,0.00024372-0.00059317i,-0.0010214-0.0005317i,0.0017785-0.0012281i,-0.00086339-0.00096428i,-0.001624-0.0016195i,-0.0012474-0.0012642i,-4.1538e-05-0.0011898i,6.08e-05-0.0025065i,-5.2786e-05-0.0001394i,0.00071395-0.00016176i,0.0010992+0.00025186i,-0.0014451+0.0012879i,-0.00093195+0.00037614i,-0.00054931+0.00029218i,-0.00023701-0.00030983i,-0.0010849+0.002482i,-0.0031301-0.00044723i,-0.00051703-0.0022023i,0.00028956+0.00032615i,-0.00096676-0.00023492i,0.0047328+0.0069383i,-0.00058776-0.00053065i,-0.00093125-0.00074642i,-0.0011484-0.0003122i,-0.00058326-0.0031932i,0.0011862-0.011775i,0.01726-0.018629i,0.015893-0.033737i,-0.0076184-0.018385i,0.0036054-0.016265i,-0.020144-0.021288i,0.0057286-0.039051i,-0.0026666-0.037713i,0.013583-0.012978i,0.0053488-0.012506i,-0.0048883+0.008796i,0.0053282-0.0010287i,0.0053511+0.011333i,-0.003485+0.0033111i,0.0055609+3.7137e-05i,0.0088767-0.0040085i,-0.0035908-0.00032442i,0.0091177+0.0050873i,0.0014812-0.00078246i,-0.0023107-0.0026237i,-0.0023937+0.00082104i,0.0014813-0.0021981i,-0.0041709+0.0048061i,0.0045372-0.0037562i,-0.0029076+0.0050686i,0.0040204+0.00046785i,0.0040991+0.001943i,-0.0012953+0.00045664i,-0.006067-0.0025149i,-0.0016513+0.0016871i,-0.00092983+0.0021082i,0.00078397+0.0044364i,-0.0018205+0.0018661i,0.00037821+0.0028409i,-0.0014255+6.6233e-05i,-0.010049+0.0034615i,-0.0013188+2.3765e-05i,-0.0051491+0.0032263i,0.00071907+0.0010252i,0.0015831-0.0044966i,-0.0015919-0.0019988i,0.0020943-0.0046706i,-0.0042827-0.00071179i,0.0059449+0.0035813i,0.0027639+0.00070359i,0.01434-0.016292i,-0.0014183+0.0311i,0.010919+0.012691i,-0.01017+0.0051928i,0.0011998+0.0013121i,0.0013016-0.0015091i,-0.004333+0.006402i
0.01018-0.010459i,-0.015628-0.033302i,-0.03108-0.013068i,-0.014207+0.00082186i,-0.010969+0.0152i,-0.017113+0.0092455i,-0.021528-0.004032i,-0.021663-0.025846i,-0.021692-0.010386i,-0.0019829-0.0024015i,0.00028672-0.00051573i,0.001077-0.001439i,0.0022769-0.0012217i,5.4304e-05-0.0011356i,0.00062451-0.00021965i,-0.0036759-0.0014554i,0.0016559-0.0047193i,0.0018062-0.0012741i,-0.00043108-0.0009805i,-7.0763e-06-0.00085315i,-0.00094095-4.9816e-05i,0.0010479-0.0017004i,-0.00098576-0.00061667i,-0.0019005-0.0011953i,-0.0016989-0.00056549i,-0.00053178-0.0011324i,-0.00084024-0.0012993i,8.3864e-05-0.00023797i,0.00075697-0.00042688i,0.0011727-0.00027895i,-0.0010305+0.001958i,-0.00063484+0.00060236i,-0.00066232+0.0003333i,-0.00046505-0.00024948i,-0.0002119+0.0028073i,-0.0032481+0.00011522i,-0.0013518-0.001702i,0.00052047+8.3034e-05i,-0.0010556-0.00015471i,0.0056076+0.0041815i,-0.00067756-0.00058971i,-0.0011141-0.00032011i,-0.0010382-0.00044628i,-0.0015325-0.0029924i,-0.0011411-0.011652i,0.01486-0.021455i,0.011149-0.034063i,-0.0080988-0.015796i,0.0027074-0.017773i,-0.019164-0.015171i,-0.0034963-0.041183i,-0.010719-0.040498i,0.010169-0.016781i,0.0028991-0.011062i,-0.0014563+0.0101i,0.0037289-0.0022535i,0.0077971+0.00803i,-0.0028293+0.004827i,0.0048948-0.0013021i,0.0070191-0.0061069i,-0.004321+0.0015149i,0.010508+0.0023995i,0.00198-0.00092083i,-0.0022815-0.0017254i,-0.0013884+0.0014704i,0.0010049-0.002562i,-0.0014027+0.0054761i,0.0023097-0.0056135i,-0.00051912+0.0050523i,0.0042404-0.0022498i,0.0042206-9.0978e-05i,-0.0011128+0.00089126i,-0.0064325+0.00054563i,-0.0013033+0.0017889i,0.00021715+0.0036023i,0.0013104+0.0034136i,-0.00091401+0.002519i,0.0012777+0.0030088i,-0.0016363+0.0009003i,-0.0079459+0.0063763i,-0.0010318+0.001265i,-0.0037047+0.0055796i,0.00086029+0.00042897i,-0.00059959-0.0050604i,-0.001778-0.0013421i,0.0006261-0.0057233i,-0.0039395+0.00079479i,0.0063085+0.00121i,0.003013+0.00036846i,0.013516-0.018056i,0.0048137+0.029755i,0.010647+0.0095447i,-0.0099822+0.0077953i,0.0030775+0.0033164i,0.0012977-0.001587i,-0.003816+0.0070275i
0.0079091-0.012013i,-0.020784-0.029598i,-0.032296-0.0081655i,-0.014685+0.0029728i,-0.0077417+0.015583i,-0.014994+0.011222i,-0.022068-0.00061033i,-0.025468-0.021953i,-0.022804-0.0066819i,-0.0029988-0.0012006i,-0.0001827-0.00042341i,0.00020593-0.0016357i,0.0020638-0.0020961i,-0.00065461-0.0009724i,0.00064022-0.00029225i,-0.0037747-0.00049556i,-0.00088666-0.004257i,0.0013921-0.0015357i,-0.00072-0.00062445i,-0.00034932-0.00077218i,-0.00070048+0.00023754i,0.00036702-0.0018223i,-0.0010249-0.00025545i,-0.0020273-0.00067505i,-0.0018008-0.00012524i,-0.00092802-0.0008285i,-0.00087621-0.00068461i,9.3223e-05-0.00037519i,0.00070081-0.0006532i,0.0011942-0.00073073i,-8.4144e-05+0.0023148i,-0.00034838+0.00070828i,-0.00073629+0.00063694i,-0.00058129-8.2371e-05i,0.00092524+0.0027095i,-0.0034221+0.00086713i,-0.0019769-0.00094363i,0.00057217-0.00035522i,-0.0010755+5.5844e-06i,0.0053556+0.0022186i,-0.00091012-0.00064703i,-0.0010983+0.00018293i,-0.0011634-0.00046358i,-0.0021016-0.0023994i,-0.0035188-0.011288i,0.011763-0.024346i,0.0072998-0.033687i,-0.008049-0.014219i,0.001874-0.020278i,-0.01662-0.011534i,-0.012937-0.039456i,-0.019987-0.040914i,0.0059141-0.018281i,0.0022003-0.010188i,0.0016085+0.009345i,0.0020778-0.0026945i,0.0079367+0.0049047i,-0.0011911+0.0062011i,0.0044619-0.0019637i,0.004269-0.0079292i,-0.0039021+0.003333i,0.01054-0.0010891i,0.0023579-0.0017118i,-0.001999-0.0011726i,-0.00057763+0.0014423i,0.0005168-0.003015i,0.0011799+0.0045713i,-0.00026812-0.0064289i,0.0010654+0.0044912i,0.0024437-0.0040608i,0.0032262-0.0017439i,-0.00083188+0.0011832i,-0.0052064+0.0029374i,-0.0012455+0.0018662i,0.0025241+0.0038026i,0.0014702+0.0031342i,0.00032293+0.0024123i,0.0024547+0.0027496i,-0.0012762+0.0014833i,-0.0054859+0.00784i,8.5461e-05+0.0017079i,-0.0015413+0.0070845i,0.00077078-0.00014684i,-0.0030284-0.0047068i,-0.0021008-0.00096365i,-0.0010904-0.0060942i,-0.0026262+0.0015712i,0.0053852-0.00073611i,0.0031756-0.00012001i,0.012125-0.020779i,0.010628+0.027102i,0.0094042+0.0072359i,-0.0088062+0.0098017i,0.0054713+0.0039429i,0.00079318-0.0016165i,-0.0032274+0.0072013i
0.00528-0.01313i,-0.024712-0.024957i,-0.032746-0.0029604i,-0.014322+0.0053671i,-0.0048992+0.015094i,-0.012541+0.012474i,-0.021736+0.0027282i,-0.028734-0.017587i,-0.023342-0.0034719i,-0.0039761-4.2806e-05i,-0.00043898-0.00011125i,-0.00047679-0.0012851i,0.0014365-0.0029164i,-0.0011786-0.00055349i,0.0006018-0.00053539i,-0.0034638+0.00039646i,-0.0022061-0.0030745i,0.00087021-0.0016789i,-0.00093251-0.00017886i,-0.00052272-0.00059825i,-0.00045235+0.00037816i,-0.00028438-0.0018379i,-0.0009936+0.00015259i,-0.0020745-0.000139i,-0.001895+0.00051924i,-0.0012112-0.00040376i,-0.00083416-0.00043669i,6.1239e-06-0.00052293i,0.00062361-0.00071598i,0.00096701-0.0013707i,0.00068693+0.0019773i,-3.5967e-05+0.00076104i,-0.00045203+0.0010269i,-0.00064519+0.00016398i,0.0020934+0.0020582i,-0.0034762+0.0018328i,-0.0021457-1.7772e-05i,0.00039777-0.00062361i,-0.0011921+0.00037691i,0.0049861+0.00070569i,-0.0012645-0.00049012i,-0.00094732+0.00067633i,-0.0011371-0.00027794i,-0.0025329-0.001688i,-0.0058487-0.010227i,0.0077163-0.026689i,0.0040812-0.033636i,-0.0077348-0.0135i,-0.00042066-0.023018i,-0.013486-0.010041i,-0.020698-0.035401i,-0.029504-0.038631i,0.0025338-0.018176i,0.0024946-0.010272i,0.0030251+0.0076383i,0.00042793-0.0022753i,0.0077148+0.0031438i,0.00086418+0.0062753i,0.0038199-0.0033072i,0.00073446-0.0085008i,-0.0027706+0.0050862i,0.0088723-0.0046982i,0.002414-0.0028837i,-0.0017151-0.0008182i,-0.00012811+0.0012923i,-0.00018027-0.0032311i,0.002541+0.003077i,-0.002996-0.0059274i,0.0032559+0.003596i,0.00092573-0.0045714i,0.0020221-0.0025311i,-0.00039921+0.0010277i,-0.0032978+0.0043576i,-0.0011833+0.0024842i,0.0049192+0.0024397i,0.0021745+0.0028686i,0.00094517+0.0014677i,0.0033443+0.0017292i,-0.001012+0.0018094i,-0.0031205+0.0087009i,0.00055388+0.00090379i,0.0027077+0.005831i,0.00063917-0.00016052i,-0.0052012-0.0029185i,-0.0024114-0.0001992i,-0.0028886-0.0053303i,-0.0017739+0.0017125i,0.0037895-0.0014802i,0.0029315-0.0011158i,0.0098004-0.02382i,0.015959+0.023334i,0.0080029+0.0054576i,-0.0079836+0.010823i,0.0093565+0.0034523i,0.00041793-0.0011628i,-0.0025775+0.0069595i
0.0025272-0.013574i,-0.027153-0.020211i,-0.032331+0.0019944i,-0.013452+0.0075368i,-0.0028154+0.013973i,-0.010309+0.013276i,-0.021081+0.0055694i,-0.030698-0.012375i,-0.023771-0.00074745i,-0.0042612+0.00068988i,-0.0004286+0.00034147i,-0.00075843-0.00086255i,0.00048598-0.0035421i,-0.0014607+4.2139e-05i,0.00035102-0.0007603i,-0.002931+0.00098762i,-0.0028113-0.0017695i,0.00036364-0.0017968i,-0.00076997+0.00047639i,-0.00065123-0.00038805i,-0.00021215+0.00030646i,-0.0011321-0.0016014i,-0.0006734+0.00041404i,-0.0018911+0.00030799i,-0.0015749+0.001436i,-0.001243+0.00010166i,-0.00078799-0.0001639i,-8.0581e-05-0.0005297i,0.00060208-0.00095675i,0.00027738-0.00182i,0.0011157+0.0015681i,0.00023711+0.00065225i,3.2049e-05+0.0011682i,-0.00062128+0.00047281i,0.0028703+0.00068692i,-0.0032021+0.0029766i,-0.0022219+0.00068846i,9.5419e-05-0.00064902i,-0.0010484+0.00084014i,0.0041593-0.00028935i,-0.0015436-0.00014911i,-0.0004412+0.00074989i,-0.00094794+4.9894e-05i,-0.00267-0.00074651i,-0.0073713-0.0083856i,0.002859-0.027978i,0.00028384-0.033667i,-0.0078217-0.01371i,-0.003462-0.025439i,-0.010769-0.010858i,-0.026996-0.029503i,-0.038156-0.033079i,-0.00055557-0.017274i,0.0027468-0.011455i,0.0023051+0.0066397i,-0.0006247-0.0011164i,0.0073405+0.0015381i,0.0024201+0.0055761i,0.0020658-0.0038911i,-0.0027787-0.0075697i,-0.00047342+0.0063284i,0.0054358-0.0067146i,0.001244-0.004324i,-0.0016167-0.00059484i,0.00024647+0.0010514i,-0.00092363-0.0032773i,0.003519+0.0015425i,-0.0051035-0.0041274i,0.0048521+0.0018162i,-0.0007429-0.0049414i,0.00083365-0.0027834i,-0.00061733+0.00094702i,-0.0010432+0.0048325i,-0.00042426+0.0028424i,0.00426-0.00096693i,0.0027035+0.0019907i,0.00077577+0.00050839i,0.0037655+0.00023204i,-0.00069817+0.0020672i,-0.00023266+0.0087948i,0.00018534+0.00065151i,0.0040463+0.0024008i,0.00076709-0.00039914i,-0.0059812-0.00041674i,-0.001819+0.00099217i,-0.0039504-0.0040781i,-0.0012494+0.0018458i,0.0026037-0.0014699i,0.0019241-0.0015744i,0.0069985-0.026325i,0.020796+0.018535i,0.0067649+0.0046632i,-0.0073144+0.012238i,0.012745-0.00076706i,0.00037044-0.00072494i,-0.0025082+0.0061149i
4.6706e-05-0.013397i,-0.028861-0.015846i,-0.031424+0.0070455i,-0.012105+0.0094754i,-0.0014305+0.012772i,-0.0080329+0.013826i,-0.020181+0.0084726i,-0.031721-0.0077926i,-0.024231+0.0018751i,-0.0039487+0.0011069i,8.5983e-05+0.00068814i,-0.0008312-0.00066642i,-0.0008442-0.0036242i,-0.0013895+0.00083297i,8.8708e-05-0.00074228i,-0.0022813+0.0013094i,-0.0036562-0.00023854i,-0.00013091-0.0020205i,-0.00010874+0.00074543i,-0.00069272-0.00019444i,-0.00018904+0.00016126i,-0.0018055-0.00076134i,-0.00043218+0.00038609i,-0.0018864+0.00048157i,-0.0007318+0.0018646i,-0.0010202+0.0005566i,-0.00066441-7.7597e-05i,-0.00010291-0.00062823i,0.00031373-0.0013785i,-0.00041409-0.0018419i,0.0015883+0.0013169i,0.00044125+0.00043036i,0.00049143+0.0010205i,-0.00027553+0.00088628i,0.0026033-0.0010252i,-0.0024984+0.0039961i,-0.002027+0.0015195i,-0.00018461-0.0005392i,-0.0010186+0.0013451i,0.0035667-0.00065522i,-0.0016502+0.00017773i,-0.00042297+0.00063304i,-0.00073717-5.1096e-05i,-0.0022114-4.1727e-05i,-0.007891-0.0067674i,-0.0018403-0.027522i,-0.0030967-0.032667i,-0.0088927-0.014015i,-0.0078005-0.027087i,-0.010557-0.013134i,-0.030637-0.021941i,-0.044799-0.024755i,-0.0019247-0.015245i,0.0022272-0.013962i,0.00077072+0.0065492i,-0.0007437+0.00025501i,0.0063895+0.00016044i,0.0035988+0.0047235i,0.00051546-0.0029656i,-0.0058727-0.0052057i,0.0021167+0.0059857i,0.0020318-0.0069818i,-0.00030653-0.0047461i,-0.0012079+4.55e-06i,0.00023006+0.00081164i,-0.001828-0.0030112i,0.0040482-0.0003315i,-0.006299-0.001624i,0.0059963-0.00070936i,-0.0028541-0.0043138i,-0.00028859-0.0026955i,-0.00055236+0.0012279i,0.00073877+0.0037581i,0.00036935+0.0025626i,0.002483-0.0018077i,0.0033163+0.0045232i,3.1072e-05+0.00020575i,0.003308-0.001077i,-0.00026194+0.0024134i,0.0024038+0.0077755i,-1.0042e-05+0.00070347i,0.0037982-0.00010336i,0.00031191-0.00076659i,-0.0056491+0.0018047i,-0.00084153+0.0011836i,-0.004568-0.0030272i,-0.00047524+0.0018762i,0.0014034-0.0010005i,0.0012541-0.0011469i,0.0031726-0.029229i,0.023667+0.011043i,0.0058064+0.0038616i,-0.005716+0.013857i,0.0074396-0.010537i,0.00044694-0.00020263i,-0.0036153+0.0058182i
-0.0021952-0.012863i,-0.030059-0.011618i,-0.029322+0.012181i,-0.010358+0.011265i,-0.00070327+0.011964i,-0.0057364+0.013894i,-0.018733+0.011298i,-0.032434-0.0028047i,-0.025103+0.0050949i,-0.0032608+0.0015312i,0.00076755+0.00041603i,-0.0012976-0.00047748i,-0.001996-0.0030634i,-0.00081627+0.0014705i,-0.0001411-0.00079984i,-0.0017575+0.0014306i,-0.0024739+0.0015284i,-0.00057572-0.0022182i,0.00034397+0.00046109i,-0.00069144-0.00027554i,-0.00028468+0.00021499i,-0.0016855+0.00024017i,-0.00030317+0.00027149i,-0.002165+0.0010168i,-6.5332e-05+0.0016236i,-0.00068952+0.00077515i,-0.00065407-5.0907e-06i,-0.00021968-0.00066046i,-0.00030019-0.001444i,-0.0010705-0.0016389i,0.0019548+0.00072693i,0.00053064+0.00018743i,0.00096351+0.00075146i,0.00023695+0.00088687i,0.0013745-0.0018898i,-0.0012241+0.0047425i,-0.0014649+0.0021831i,-0.00033328-0.00044468i,-0.00025212+0.0022597i,0.0037716-0.0011364i,-0.0016965+0.00064909i,-0.00047123+0.00083078i,-0.00096087-0.00019435i,-0.0016845+0.0001683i,-0.0078797-0.0057222i,-0.0052758-0.026292i,-0.0060166-0.031399i,-0.010243-0.013956i,-0.012135-0.02721i,-0.012437-0.014474i,-0.031083-0.014373i,-0.047272-0.015019i,-0.001229-0.013688i,-0.00020647-0.016289i,0.0017377+0.0063412i,-7.6547e-05+0.0010056i,0.00554-0.00024161i,0.004276+0.0031769i,0.00067046-0.0020942i,-0.0079128-0.0018437i,0.0039171+0.0043994i,-0.0047222-0.0030002i,-0.0017298-0.0046842i,-0.00055588+8.7679e-05i,0.00030926+0.00097515i,-0.0024519-0.0022228i,0.003225-0.0023888i,-0.0059936+0.0013236i,0.0058956-0.0037988i,-0.0036818-0.0027653i,-0.0011427-0.0023472i,-0.00038917+0.0014326i,0.001199+0.0022383i,0.00081995+0.002213i,0.0013979-0.0033889i,0.0050854+0.00043055i,-0.00050493+0.00050624i,0.0025012-0.0026437i,0.00046433+0.0023922i,0.0041779+0.0059925i,-0.00015458+0.00083772i,0.0021164-0.0016537i,-0.00012199-0.00088243i,-0.0045523+0.0036841i,-0.00049276+0.0011229i,-0.0048942-0.0020504i,7.192e-05+0.0014092i,0.00063511+0.00074738i,0.0010363-0.00065437i,-0.0023871-0.030754i,0.023108+0.0033727i,0.0052142+0.0032581i,-0.0046328+0.014905i,0.0045363-0.0039475i,0.00079248+0.00048614i,-0.0043207+0.0068061i
-0.0042012-0.011987i,-0.031146-0.0075345i,-0.025896+0.016544i,-0.0080046+0.012621i,4.3996e-06+0.011474i,-0.003639+0.0134i,-0.016908+0.013653i,-0.031782+0.0022772i,-0.024973+0.0092871i,-0.0026392+0.0020409i,0.00096173-0.00037939i,-0.0016902+0.00022525i,-0.0029076-0.0022205i,-5.5688e-05+0.0016406i,-0.00058919-0.00067253i,-0.0013115+0.0013379i,-0.0010731+0.002089i,-0.0012093-0.0025477i,0.00047117+0.00017801i,-0.0010643-0.00018398i,-0.00024694+0.00031279i,-0.001374+0.00075588i,-0.00033357+4.3878e-05i,-0.0019437+0.0019138i,0.00018732+0.0016536i,-0.00043861+0.0008448i,-0.00068554+6.2793e-05i,-0.0004262-0.00066193i,-0.00074846-0.0012133i,-0.0016895-0.0011689i,0.0018149+0.00019468i,0.00055564-0.00011942i,0.0013526+0.00019301i,0.00069728+0.00061144i,0.00031892-0.0019944i,0.00023801+0.0047925i,-0.00059041+0.0026122i,-0.00050356-0.00025548i,0.0011507+0.002022i,0.0040774-0.0021982i,-0.0014631+0.001249i,-0.00018448+0.0011776i,-0.0013442+5.1385e-06i,-0.0015548+0.00030342i,-0.007835-0.0052927i,-0.0081865-0.025186i,-0.0082899-0.030624i,-0.01185-0.013701i,-0.016084-0.026259i,-0.014648-0.014265i,-0.029365-0.0088102i,-0.046622-0.0065805i,-0.00031196-0.014287i,-0.0035425-0.016994i,0.0037472+0.0072904i,0.00047576+0.0011691i,0.0052153-0.00062359i,0.00401+0.0019997i,0.0005965-0.0020171i,-0.0082647+0.0027151i,0.0049477+0.0026195i,-0.0023885-0.00035532i,-0.0035614-0.0028927i,-0.00028888-0.00022198i,0.0007191+0.00097396i,-0.0024411-0.0013373i,0.0017462-0.0037283i,-0.0042635+0.0034901i,0.0043438-0.0059041i,-0.0040008-0.0018192i,-0.0019006-0.0017148i,2.0154e-05+0.0015633i,0.00082609+0.0013113i,0.0010637+0.0018814i,-0.0010365-0.0049302i,0.0046654-0.0011309i,-0.00076394+0.00085576i,0.00035674-0.003723i,0.0012197+0.0019384i,0.0049819+0.0039475i,-0.00044631+0.00094422i,0.00040478-0.0021615i,-0.00075038-0.00040228i,-0.0028512+0.0050054i,0.00031+0.00092313i,-0.0057594-9.8024e-05i,-0.00011949+0.0011339i,0.0023737+0.0028862i,0.0012348-0.00039932i,-0.0077735-0.030321i,0.020294-0.0024462i,0.0047004+0.0020252i,-0.0028991+0.016645i,0.0052044-0.0063533i,0.0016996+0.00078778i,-0.0042017+0.0077623i
-0.0055997-0.01096i,-0.032003-0.0030732i,-0.022193+0.019725i,-0.0056086+0.013225i,0.0010222+0.011352i,-0.0020226+0.012686i,-0.014919+0.015877i,-0.03004+0.0065676i,-0.023286+0.013997i,-0.0019011+0.0022436i,0.00065503-0.0011013i,-0.0015258+0.00096843i,-0.0032959-0.001088i,0.00055622+0.001502i,-0.00080172-0.00028698i,-0.0011494+0.001176i,0.00038503+0.0022336i,-0.0018969-0.0021496i,0.00068984-6.1428e-05i,-0.0013599+0.00025563i,-0.00015302+0.00035108i,-0.00086338+0.0013712i,-0.00051726-4.9091e-05i,-0.0012868+0.0024931i,0.00063376+0.0016242i,-0.00021151+0.00088458i,-0.00075273+0.00020572i,-0.00065587-0.00057817i,-0.0010903-0.00092932i,-0.0020978-0.00031099i,0.0016122+2.4359e-05i,0.00039784-0.00046932i,0.0012661-0.00058032i,0.000979+9.3655e-05i,-0.00066628-0.0014063i,0.0015266+0.0042245i,0.00044334+0.002588i,-0.00053195-5.1761e-05i,0.0017395+0.0010325i,0.0037383-0.0036384i,-0.00094519+0.0016372i,0.00034278+0.0011654i,-0.0015524+0.00042616i,-0.0012761+0.00059604i,-0.0079217-0.0053686i,-0.010832-0.023678i,-0.010807-0.029653i,-0.013862-0.012809i,-0.019418-0.025116i,-0.016443-0.013275i,-0.027111-0.004624i,-0.045144-0.00028937i,-0.0004381-0.015395i,-0.0059516-0.016227i,0.00631+0.0077314i,0.00095974+0.0010918i,0.004629-0.0012408i,0.0038052+0.0014039i,0.00030933-0.001645i,-0.0061217+0.006607i,0.0056537+0.00098291i,-0.001565+0.0013914i,-0.0030717-0.0019742i,-0.00039924-0.00065057i,0.0011626+0.0006481i,-0.0021857-0.00094421i,0.0001885-0.0039702i,-0.0020317+0.0044067i,0.0039093-0.0068987i,-0.0044463-0.00093707i,-0.0025969-0.00077371i,0.00032127+0.0014954i,0.00047143+0.00093079i,0.0013091+0.0017131i,-0.0041278-0.003413i,0.0038967-0.0025292i,-0.00078132+0.0014967i,-0.0017262-0.0030473i,0.0016458+0.0011681i,0.0048838+0.0024374i,-0.00077082+0.0017657i,-0.0014216-0.0013396i,-0.00066845+8.4909e-05i,-0.0006602+0.0055169i,0.00050932+6.1423e-05i,-0.0056417+0.0014086i,-0.00012085+0.0012614i,0.0048175+0.0025603i,0.0014981-0.00044086i,-0.012375-0.02863i,0.0169-0.0078125i,0.0034781+0.0011527i,0.00049412+0.017759i,0.003797-0.0071947i,0.0024406+0.00039995i,-0.0040428+0.0085963i
-0.0068569-0.010201i,-0.032013+0.0018301i,-0.01773+0.022472i,-0.0029534+0.013365i,0.0024328+0.010826i,-0.00068308+0.011982i,-0.012277+0.017805i,-0.028335+0.0099323i,-0.019888+0.017281i,-0.0013982+0.0023201i,2.4836e-05-0.001618i,-0.0011925+0.0016549i,-0.0033093+0.00018963i,0.00098157+0.001395i,-0.00084559+0.00018512i,-0.0011853+0.0011743i,0.0013633+0.0016563i,-0.0027299-0.0013592i,0.00066824-0.0006042i,-0.0014046+0.00086499i,-0.00011649+0.00042442i,-0.00023791+0.0014087i,-0.00081974+0.00015765i,-0.00073113+0.0027105i,0.00096031+0.0013427i,4.7144e-05+0.00096306i,-0.00074936+0.00046891i,-0.00091567-0.00040687i,-0.0013645-0.00038129i,-0.0019074+0.00064486i,0.0016404-0.00016703i,1.3458e-05-0.00066213i,0.00074035-0.0011079i,0.0009801-0.00046179i,-0.00093731-0.00067502i,0.00246+0.0033647i,0.0013791+0.0023448i,-0.00048408+0.00010577i,0.0018117+0.0001484i,0.0026404-0.0052093i,-0.00051971+0.0018082i,0.00067566+0.00091782i,-0.0017697+0.0010025i,-0.00091179+0.00062997i,-0.0087961-0.0060106i,-0.012461-0.022487i,-0.012748-0.028244i,-0.015414-0.010888i,-0.022241-0.023549i,-0.017869-0.011619i,-0.024258-0.0017584i,-0.04279+0.0058209i,-0.00014478-0.016344i,-0.0074566-0.015293i,0.0090902+0.0071103i,0.0011029+0.00072777i,0.0038764-0.0013259i,0.0036974+0.00070757i,0.00042562-0.0015377i,-0.0031623+0.009111i,0.0048963+6.6927e-05i,-0.00031651+0.0028204i,-0.0032691-0.00081031i,-0.0008759-0.00072259i,0.001117+0.00031182i,-0.0020569-0.00077676i,-0.00094961-0.0032741i,0.00012283+0.0044705i,0.0014876-0.0018798i,-0.0045529+1.2807e-05i,-0.0028084+0.0003391i,0.00010685+0.0013557i,6.8127e-05+0.0006454i,0.0017831+0.0014791i,-0.006085-0.00097905i,0.0025954-0.0033934i,-0.00031557+0.002004i,-0.0030389-0.0011651i,0.0015328+0.00066281i,0.0047062+0.0015902i,0.00031701+0.0023613i,-0.0021393+0.00046137i,-0.00067209-3.6142e-05i,0.0012495+0.0049323i,-0.00011705-0.00037915i,-0.0045329+0.0027556i,0.00025929+0.0016057i,0.0066532+0.0011029i,0.0016701-0.00059037i,-0.016339-0.02669i,0.010262-0.011811i,0.0019268+0.00041768i,0.0042791+0.017144i,0.0022248-0.0077937i,0.0025829-0.00024951i,-0.0037163+0.0096953i
