-0.0073636-0.038582i,-0.011977-0.044224i,0.0014361-0.045723i,-0.026771-0.027162i,-0.02071+0.014095i,-0.032576-0.032483i,-0.059521-0.062324i,-0.021196-0.072932i,-0.033463-0.050638i,0.0023774+0.01668i,-0.0066481+0.01052i,-0.014993+0.01442i,0.0017581+0.016596i,-0.0036836-0.0035872i,0.000425+0.006602i,0.00075692+0.039285i,0.019643+0.059712i,0.00116-0.00010631i,-0.0045302-0.0080781i,0.0091415+0.005058i,0.0015567+0.0010473i,-0.0011995+0.0035971i,0.00028788-0.0016656i,-0.036141-0.0099629i,-0.0025169-0.0076762i,2.4773e-05+0.0044414i,0.0054483+0.00038732i,0.00027411+0.0010431i,-0.00020715-0.00091277i,0.00014349-0.0022336i,-0.0012907-0.0058127i,-0.0022321-0.003527i,-0.00074848-0.0076522i,0.0032356-0.0010597i,0.002856-0.0024531i,-0.0019506+0.034172i,0.0064289-0.0041478i,0.0035243-0.0025435i,0.0052494-0.00015758i,-0.013485-0.0053424i,0.00014828+0.00012244i,0.011102-0.00062108i,0.0054953-0.0016994i,-0.0031161+0.0049719i,0.0026471+0.0015084i,-0.0029775+0.0084571i,0.015609-0.086915i,-0.0061453-0.048062i,-0.02501-0.039294i,-0.01925-0.042044i,0.063578-0.015804i,0.027866-0.060876i,0.038764-0.044634i,0.030533-0.056083i,0.019331-0.015819i,0.0082897+0.0096975i,0.024839-0.032151i,-0.0073463-0.0051312i,0.0028257-0.0027724i,-0.0049061-0.0066425i,0.0015662-0.032009i,-0.024213+0.031007i,0.0082255-0.010148i,-0.010755-0.0015646i,-0.0053837-0.001454i,-0.00080834-0.013893i,-0.0099726+0.0040393i,0.0036192+0.0083239i,-0.011516+0.03078i,0.0058334+0.0081525i,-0.005021-0.0015807i,-0.0022467-0.0020347i,-0.011169-0.00726i,0.00048591-0.0033885i,-0.035236+0.0050126i,0.0025488-0.012719i,-0.0089078-0.0023952i,-0.0063261-0.0030377i,0.0060742+0.0011814i,-0.0091343+0.0017246i,0.0012318+0.0008412i,0.0056193+0.0092453i,0.0044805+0.00041822i,-0.0097444-0.0095895i,0.0026985+0.008734i,-0.019421+0.0066293i,0.0067589+0.0033902i,-0.028553-0.0088167i,-0.035105+0.0022784i,0.025414-0.077629i,0.012489-0.010145i,-0.042331-0.027814i,-0.022743-0.0036843i,0.01792+0.012607i,-0.027285+0.012115i,-0.011603-0.0083398i
0.0094749-0.0085453i,-0.0094877-0.035549i,-0.028785-0.01804i,-0.013696-0.00075504i,-0.014304+0.013617i,-0.018917+0.0069491i,-0.020446-0.0070889i,-0.016485-0.030127i,-0.019155-0.01342i,-0.0017021-0.0037639i,0.00062789+5.4992e-05i,0.0014999-0.00072665i,0.0021789-0.00024474i,0.00066276-0.00059152i,0.00084501-0.00010776i,-0.0035429-0.0018514i,0.0023632-0.0031238i,0.0022533-0.0018345i,-0.0001116-0.0011837i,0.00027729-0.00054608i,-0.0010562-0.00053545i,0.00175-0.0012039i,-0.00076182-0.00095789i,-0.0022745-0.0024835i,-0.0025745+1.5601e-05i,0.00014182-0.001205i,0.00018809-0.0012648i,-0.00011077-0.00029169i,0.00074767-0.00020334i,0.0010167+0.00018406i,-0.0005186+0.0022766i,-0.00099725+0.00045272i,-0.000694+0.00010503i,-0.00026988-0.00020959i,-0.0017504+0.0011416i,-0.002946-0.0016416i,-0.001242-0.0016998i,0.00024455+0.00042671i,-0.00043282-0.00039241i,0.0019211+0.0034947i,-0.00094945-0.00070877i,-0.00062332-0.00086152i,-0.00099172-0.00054046i,-0.00026894-0.0032985i,0.0029929-0.013484i,0.017418-0.017949i,0.015801-0.033248i,-0.007413-0.018501i,0.0034467-0.016365i,-0.020172-0.021268i,0.0055-0.038963i,-0.0024377-0.037779i,0.015037-0.013491i,0.0050717-0.012504i,-0.0046752+0.0088335i,0.0054917-0.0010251i,0.0051732+0.01112i,-0.0035964+0.0034523i,0.0055401-2.6804e-05i,0.0085208-0.0032622i,-0.0038293-0.00017809i,0.009342+0.004738i,0.0015339-0.00096512i,-0.0023816-0.0028708i,-0.0022785+0.00074974i,0.0014837-0.0021755i,-0.0041171+0.0049356i,0.0042937-0.0035441i,-0.0035129+0.0056017i,0.0039694+0.00021157i,0.0039226+0.0017702i,-0.0013447+0.0004432i,-0.0068345-0.0029146i,-0.0015589+0.0014649i,-0.0010641+0.0020079i,0.00037671+0.0050759i,-0.0014138+0.0019171i,0.00061413+0.0032155i,-0.0012139-5.7936e-05i,-0.010019+0.0034719i,-0.0011926+5.5493e-06i,-0.0037619+0.0036008i,0.00091241+0.0014594i,0.0018451-0.0042184i,-0.0013605-0.0016992i,0.0018408-0.0046704i,-0.0043126-0.00096789i,0.0076749+0.00080619i,0.0018357+0.0016694i,0.013146-0.01619i,-0.001536+0.031282i,0.010969+0.012854i,-0.010185+0.0054731i,0.0014027+0.0016618i,0.0010091-0.0012732i,-0.0042944+0.0061703i
0.0076096-0.0098546i,-0.015473-0.033385i,-0.03083-0.013161i,-0.014289+0.0008834i,-0.010987+0.01517i,-0.017146+0.0092039i,-0.021455-0.0039873i,-0.021495-0.026879i,-0.021529-0.0093441i,-0.002717-0.0034294i,0.0002377-0.00041711i,0.0010094-0.0013421i,0.0023644-0.0011793i,-4.3602e-05-0.0010431i,0.0007074-0.00019515i,-0.0038532-0.0012591i,0.0006324-0.0038057i,0.001311-0.0022121i,-0.0004762-0.0009164i,5.1984e-05-0.00084701i,-0.00095722-4.9965e-05i,0.00099323-0.0016871i,-0.00089248-0.00062911i,-0.0028775-0.002056i,-0.0024684+0.0010624i,-0.00038786-0.0011818i,-0.00027058-0.0011728i,7.142e-06-0.00034223i,0.00082099-0.00045532i,0.0010306-0.00035013i,0.00034078+0.0024306i,-0.00073261+0.00065943i,-0.00077573+0.00027571i,-0.00043968-0.00020412i,-0.0012582+0.0018176i,-0.0032063-0.0012091i,-0.0019107-0.0011444i,0.00052285+0.00012009i,-0.00048625-0.00040593i,0.00255+0.0024533i,-0.0010125-0.0006142i,-0.00083561-0.00064351i,-0.0011306-0.00055115i,-0.0011107-0.0032604i,0.00029357-0.013826i,0.015085-0.020869i,0.01128-0.033635i,-0.0080691-0.015781i,0.0026387-0.017854i,-0.019125-0.015188i,-0.0036062-0.040995i,-0.010338-0.040941i,0.011154-0.017626i,0.0026857-0.011106i,-0.0013458+0.0098974i,0.0038116-0.0022919i,0.0075939+0.0079865i,-0.0027793+0.0050103i,0.0048573-0.0012532i,0.0072227-0.0056602i,-0.0044156+0.0017833i,0.010364+0.0018413i,0.0019962-0.0010426i,-0.0026188-0.0019855i,-0.0012688+0.0013235i,0.0010898-0.002504i,-0.0012599+0.0056097i,0.0023327-0.0053087i,-0.00069226+0.0059823i,0.0039618-0.0022839i,0.0039909-8.4504e-05i,-0.0011969+0.00094081i,-0.0070683+0.00084261i,-0.0012837+0.001606i,-2.1055e-05+0.0034918i,0.0014342+0.0039784i,-0.00070615+0.0022519i,0.0014118+0.0029855i,-0.0016266+0.00074744i,-0.0079922+0.0065348i,-0.001009+0.00115i,-0.0020639+0.0046931i,0.001229+0.00071342i,-0.00049948-0.0050083i,-0.0014887-0.0011283i,0.00034692-0.0054595i,-0.004048+0.00065779i,0.0068506-0.0012218i,0.0023967+0.001451i,0.012363-0.017757i,0.0050086+0.029933i,0.010561+0.0096108i,-0.0097257+0.0078377i,0.0039001+0.0030637i,0.0013958-0.0012445i,-0.0039418+0.0070332i
0.005638-0.010793i,-0.020761-0.029831i,-0.032084-0.0082817i,-0.014674+0.003099i,-0.0078065+0.01556i,-0.015042+0.011165i,-0.022015-0.00059416i,-0.025632-0.02295i,-0.022269-0.0056169i,-0.0035866-0.0026346i,-0.00023354-0.00030362i,0.00022851-0.0015049i,0.0021297-0.002116i,-0.00065748-0.0008551i,0.0007212-0.00029067i,-0.003972-0.00044261i,-0.001058-0.0033125i,0.00052276-0.0021958i,-0.00075946-0.00059242i,-0.00032623-0.00081575i,-0.00069459+0.0002329i,0.00038637-0.0017557i,-0.00093038-0.00028922i,-0.0035062-0.0013879i,-0.0019871+0.0016907i,-0.00081905-0.00094406i,-0.00061065-0.0008796i,-1.1264e-05-0.00041906i,0.00071349-0.0006903i,0.0010578-0.00075207i,0.0013462+0.0021056i,-0.00047906+0.0008279i,-0.00081726+0.00060042i,-0.00056088-5.2931e-05i,-0.00038028+0.0021588i,-0.0037127-0.00065063i,-0.0022344-0.00030067i,0.00052955-0.00033082i,-0.00060039-0.00040579i,0.0025639+0.0014043i,-0.0011938-0.00050519i,-0.0010168-0.00034442i,-0.0012017-0.00039086i,-0.0017982-0.0029245i,-0.0026762-0.01388i,0.011981-0.023693i,0.0075971-0.03348i,-0.0080425-0.014039i,0.0019022-0.020398i,-0.016602-0.01155i,-0.012956-0.039399i,-0.019626-0.0411i,0.0067167-0.019468i,0.0019186-0.010178i,0.001561+0.0089891i,0.0021306-0.0027674i,0.0078432+0.0050514i,-0.0011654+0.0061976i,0.0044977-0.0019944i,0.0044811-0.0078969i,-0.0038559+0.0035489i,0.0098833-0.0016019i,0.0022438-0.0017137i,-0.0023402-0.001225i,-0.00055855+0.0012841i,0.00059118-0.0030185i,0.0013172+0.0046178i,-9.6465e-05-0.0061504i,0.0019887+0.0051805i,0.0023576-0.0038149i,0.0031367-0.0016226i,-0.00082293+0.0012601i,-0.0054138+0.0036375i,-0.001308+0.0016701i,0.0022254+0.0037294i,0.0016496+0.0035181i,0.00030065+0.002225i,0.0026095+0.0025426i,-0.0013857+0.0013249i,-0.0052602+0.0079587i,-2.4852e-05+0.0016395i,7.3008e-05+0.0050849i,0.0012493-6.8742e-05i,-0.0030777-0.0046683i,-0.0016309-0.0010835i,-0.0013925-0.0055063i,-0.002996+0.0015297i,0.0052901-0.0024719i,0.0028931+0.00098295i,0.011184-0.020349i,0.010847+0.027389i,0.0093083+0.0072112i,-0.0089322+0.0096377i,0.0063462+0.0028154i,0.0010767-0.0013784i,-0.0031125+0.0072401i
0.0034521-0.011372i,-0.024853-0.025226i,-0.032657-0.0030267i,-0.014205+0.0054379i,-0.0049929+0.015107i,-0.012593+0.012442i,-0.021743+0.0027596i,-0.029121-0.018486i,-0.02237-0.0024151i,-0.004175-0.0014552i,-0.00045416+4.6654e-05i,-0.00037371-0.0012275i,0.0015085-0.0030145i,-0.00108-0.00048094i,0.00066655-0.0005851i,-0.0037572+0.00048048i,-0.0020976-0.0022141i,-8.4583e-05-0.0020691i,-0.00093726-0.00011434i,-0.00055002-0.0005702i,-0.00045862+0.00034051i,-0.00024164-0.0018658i,-0.00092728+6.5859e-05i,-0.0040185-0.0002686i,-0.001385+0.0023225i,-0.0011803-0.00054553i,-0.00070706-0.00058309i,-0.00011785-0.00054564i,0.00066325-0.00074368i,0.00083371-0.001291i,0.0020073+0.0013069i,-0.00016022+0.00089192i,-0.00053072+0.0010761i,-0.00061859+0.00018188i,0.00056103+0.0020043i,-0.0042895+0.00027199i,-0.0021578+0.00049234i,0.00025813-0.00060859i,-0.0008268-0.00032266i,0.0023036+0.0006856i,-0.0013875-0.00020503i,-0.0012398+8.5155e-05i,-0.0011067-0.00021095i,-0.0023798-0.002287i,-0.0057481-0.013104i,0.0081016-0.026194i,0.0043729-0.033645i,-0.0076811-0.013284i,-0.00034385-0.023191i,-0.013482-0.010023i,-0.020733-0.035338i,-0.029072-0.038861i,0.0027603-0.019375i,0.0023209-0.010206i,0.0029037+0.0071374i,0.00049421-0.0023799i,0.0076135+0.0032108i,0.00079713+0.0063553i,0.0038615-0.0034025i,0.00079443-0.008377i,-0.0026259+0.0052727i,0.0078693-0.0047225i,0.0022068-0.0027292i,-0.0020135-0.00083609i,-0.00014991+0.0011485i,-0.0001124-0.0032889i,0.0026892+0.0030098i,-0.0027368-0.0058734i,0.0040396+0.0033628i,0.00092861-0.0043878i,0.0020757-0.0024119i,-0.00032711+0.0010374i,-0.0031751+0.0048412i,-0.0012881+0.0023727i,0.0039831+0.002389i,0.0024152+0.0033344i,0.00094912+0.00134i,0.0033445+0.0014425i,-0.0012161+0.0016454i,-0.0027451+0.0085713i,0.00053978+0.0010145i,0.0021385+0.0041329i,0.00097476-0.00032501i,-0.0051547-0.0029738i,-0.0021538-0.0005058i,-0.0028658-0.0046956i,-0.0021871+0.0018458i,0.0036357-0.0029446i,0.0029539+1.0389e-05i,0.0089586-0.023263i,0.0163+0.023464i,0.0079115+0.0054708i,-0.0080269+0.011071i,0.0084405+0.0012623i,0.0007548-0.0012302i,-0.0025874+0.0067974i
0.0013746-0.011434i,-0.027459-0.020324i,-0.032255+0.001966i,-0.013361+0.007545i,-0.002898+0.014005i,-0.010368+0.01324i,-0.02107+0.0056815i,-0.03142-0.01313i,-0.022184+0.00022793i,-0.0041298-0.0001681i,-0.00037407+0.00050798i,-0.00065843-0.00087505i,0.00048243-0.0036591i,-0.0013323+3.6798e-05i,0.00038898-0.00084292i,-0.0031298+0.0011646i,-0.0024834-0.00096519i,-0.00046522-0.0018413i,-0.0006876+0.00058654i,-0.00060581-0.00029659i,-0.0002603+0.00029792i,-0.0012025-0.0016253i,-0.00064897+0.00031366i,-0.0040441+0.0010887i,-0.00037815+0.0029258i,-0.0012703-2.9669e-06i,-0.00067865-0.00037427i,-0.00023365-0.00049113i,0.00068689-0.0010547i,0.0001589-0.0016731i,0.0022014+0.00043024i,0.00015532+0.00082916i,4.8118e-06+0.0012464i,-0.00062185+0.00049983i,0.0012815+0.0014126i,-0.0045435+0.0015808i,-0.0019626+0.0010939i,-6.5017e-05-0.00067177i,-0.00087657-1.1795e-05i,0.0018405+0.00032157i,-0.001443+0.00016449i,-0.00091502+0.00047532i,-0.00091417+4.338e-05i,-0.0026729-0.0013959i,-0.0081235-0.011224i,0.0033236-0.027644i,0.00052888-0.033759i,-0.0077083-0.013463i,-0.0035843-0.02556i,-0.010777-0.010942i,-0.026924-0.029428i,-0.038001-0.033378i,-0.00061557-0.018131i,0.002756-0.011399i,0.0024825+0.0058781i,-0.0005672-0.0012567i,0.0072992+0.00162i,0.0024696+0.0057765i,0.0020015-0.0039715i,-0.002635-0.0074046i,-0.00054331+0.0065154i,0.0040538-0.0064642i,0.0012673-0.0040276i,-0.001878-0.00057844i,0.0001742+0.00093743i,-0.0010573-0.0032965i,0.00349+0.0015542i,-0.0050049-0.0043772i,0.0050231+0.00087475i,-0.00061022-0.0047938i,0.00098508-0.0026951i,-0.00050291+0.000931i,-0.00075591+0.004981i,-0.00052515+0.0029017i,0.0047098+0.00014132i,0.0033174+0.0026746i,0.00070121+0.000344i,0.0035374+0.00018469i,-0.00088489+0.0020508i,-0.00023267+0.0085107i,0.00022201+0.00054076i,0.0033433+0.00227i,0.00088167-0.0006933i,-0.00616-0.00053346i,-0.0019007+0.00060567i,-0.0039066-0.0036616i,-0.0014812+0.002109i,0.0021804-0.0028421i,0.0022492-0.00044929i,0.006043-0.025793i,0.020612+0.018088i,0.0068041+0.0047995i,-0.00707+0.012308i,0.010135-0.0010624i,0.00050436-0.00088687i,-0.002612+0.0061205i
-0.00041928-0.011165i,-0.029206-0.01584i,-0.0314+0.0070897i,-0.012017+0.0094571i,-0.0015058+0.012794i,-0.0080789+0.013771i,-0.020139+0.0085871i,-0.032658-0.008079i,-0.022096+0.0023548i,-0.0036459+0.00073749i,0.00023259+0.00079218i,-0.00075578-0.00068513i,-0.00084529-0.0037847i,-0.0012734+0.00078947i,9.5093e-05-0.00081352i,-0.0024493+0.0014273i,-0.00234+0.00031537i,-0.00086888-0.0017347i,-2.4978e-05+0.00082005i,-0.00055564-0.00019549i,-0.00020891+0.00019873i,-0.0017973-0.00074637i,-0.0004279+0.00032826i,-0.0036402+0.0024799i,0.00094835+0.0028352i,-0.0010605+0.00046203i,-0.00064036-0.00031881i,-0.00026496-0.00052713i,0.00033075-0.0015535i,-0.00046923-0.0016237i,0.00211-0.00032298i,0.00044564+0.00068142i,0.00058477+0.0011035i,-0.00026505+0.00091924i,0.0017119+0.00054729i,-0.0042602+0.0029524i,-0.0016031+0.0017467i,-0.00035209-0.00046371i,-0.0010635+0.00019574i,0.0015946+0.00048529i,-0.0014046+0.00040819i,-0.00080792+0.00043052i,-0.00082529-4.7438e-05i,-0.0025074-0.00070312i,-0.0093439-0.0092861i,-0.0013421-0.027253i,-0.0030662-0.032956i,-0.0086313-0.013748i,-0.0078938-0.027156i,-0.010649-0.013167i,-0.030543-0.022041i,-0.044617-0.025371i,-0.0020807-0.015812i,0.0022633-0.014092i,0.0021907+0.0065545i,-0.0007358+6.326e-05i,0.0064639+0.00015192i,0.0037048+0.0047337i,0.00046537-0.003016i,-0.0057641-0.0052712i,0.0019288+0.0063431i,0.00017595-0.0054767i,-0.00050398-0.0042115i,-0.0016508-0.0001148i,0.00018005+0.00065174i,-0.0019501-0.0029229i,0.0040669-0.00027562i,-0.00629-0.0017726i,0.0050457-0.00148i,-0.002599-0.0042597i,-5.9842e-05-0.0027791i,-0.00042833+0.0011334i,0.0010295+0.0036437i,0.00035938+0.0027278i,0.0038292-0.0024965i,0.0037379+0.0018336i,-0.00012392+0.00028523i,0.0032203-0.00088953i,-0.00033278+0.002501i,0.0022553+0.0074822i,-4.2423e-05+0.00043305i,0.0031172+0.00019019i,0.00021403-0.0010965i,-0.0058679+0.002007i,-0.001135+0.0010655i,-0.00433-0.0023759i,-0.00064893+0.0022446i,0.00091875-0.0016853i,0.0019086-0.00018782i,0.0022094-0.02837i,0.022796+0.010982i,0.0060033+0.0038734i,-0.0059957+0.013581i,0.01003-0.0045544i,0.0003314-0.00046906i,-0.0035421+0.0060004i
-0.0019919-0.01075i,-0.030414-0.011481i,-0.029179+0.01227i,-0.010301+0.011226i,-0.00076764+0.01201i,-0.0057761+0.013838i,-0.01871+0.011364i,-0.03322-0.0027203i,-0.022506+0.0046595i,-0.0031012+0.0014493i,0.00088465+0.00039898i,-0.001231-0.00050929i,-0.0020776-0.0032352i,-0.0007288+0.0013586i,-0.00017507-0.00086418i,-0.0019078+0.001474i,-0.0015302+0.0012612i,-0.0011916-0.0015607i,0.00045008+0.00049575i,-0.0006368-0.00028017i,-0.00029721+0.0002263i,-0.0017643+0.00025373i,-0.00027099+0.00021667i,-0.0026769+0.0037083i,0.0018919+0.0019719i,-0.00076175+0.00065629i,-0.00075183-0.00022811i,-0.00034028-0.00049901i,-0.00034835-0.0015853i,-0.0010431-0.0013692i,0.0017835-0.0010018i,0.0006886+0.00043768i,0.0010209+0.00076705i,0.00036679+0.00096307i,0.0013762-0.00025006i,-0.0033555+0.00423i,-0.00093584+0.0023101i,-0.00044829-0.00033725i,-0.0010552+0.00078207i,0.0020024+0.00064891i,-0.0014202+0.00078982i,-0.00098692+0.000695i,-0.00092036-0.00010943i,-0.0022908-0.00036363i,-0.009971-0.0077098i,-0.0047614-0.02608i,-0.0061185-0.031664i,-0.0099638-0.013721i,-0.012137-0.027452i,-0.012532-0.014465i,-0.031034-0.014469i,-0.04765-0.015355i,-0.0012133-0.014131i,-0.00027341-0.016486i,0.0029587+0.0074214i,-0.00021103+0.00080729i,0.005626-0.0003987i,0.0042209+0.0032967i,0.00057395-0.0021323i,-0.0078549-0.0016694i,0.0037678+0.0051647i,-0.0019708-0.0029375i,-0.0015412-0.0034534i,-0.00090217+9.8558e-05i,0.00021828+0.00080036i,-0.0024122-0.0020897i,0.003322-0.0024316i,-0.0059957+0.0012845i,0.0043197-0.0039742i,-0.0033374-0.0027062i,-0.0011855-0.0025732i,-0.00039101+0.0012777i,0.0012663+0.0020684i,0.00095562+0.0023292i,0.0014507-0.0042695i,0.0043321+0.0010121i,-0.00045679+0.00069911i,0.0026025-0.0024788i,0.00053396+0.0024691i,0.003842+0.0057716i,-0.00019944+0.00056439i,0.0021565-0.0010951i,-0.0004199-0.0010896i,-0.0046042+0.0041372i,-0.00078512+0.0010967i,-0.0043166-0.0014085i,3.4228e-05+0.0018323i,0.00086817-0.00021702i,0.0018984+7.0031e-05i,-0.0030994-0.029486i,0.022561+0.0040267i,0.0053765+0.0031441i,-0.0048638+0.015032i,0.0078556-0.0070471i,0.00044738+0.00028344i,-0.0041997+0.0068229i
-0.0034675-0.01015i,-0.031384-0.0072361i,-0.025693+0.016594i,-0.0080042+0.012564i,-5.7222e-05+0.011547i,-0.0036715+0.013375i,-0.016829+0.013713i,-0.032408+0.0026077i,-0.022642+0.0076374i,-0.0024502+0.0020107i,0.0010397-0.00046511i,-0.0016314+0.00018366i,-0.0030203-0.0023027i,-1.3634e-05+0.0014959i,-0.00065551-0.00071632i,-0.001561+0.0013514i,-0.00051146+0.0014993i,-0.0016937-0.0014175i,0.00055589+0.00019212i,-0.0010062-0.00023136i,-0.00027795+0.00034506i,-0.0012703+0.00089479i,-0.00029844-8.316e-06i,-0.0012848+0.0043274i,0.0022418+0.0012063i,-0.00057873+0.0007533i,-0.00085612-3.5616e-05i,-0.00043419-0.00049667i,-0.00082568-0.0013066i,-0.0015711-0.00089172i,0.0012327-0.0014306i,0.00080812-6.6291e-06i,0.0013223+0.00018939i,0.00089949+0.00064647i,0.00099969-0.00061754i,-0.0019492+0.0048914i,-1.6986e-05+0.0026105i,-0.00054021-0.00013907i,-0.00055018+0.0013447i,0.0027197+0.0001859i,-0.0012235+0.0012924i,-0.00080321+0.0013232i,-0.0012042+4.1017e-05i,-0.0022974-6.2899e-06i,-0.010257-0.0066389i,-0.0074648-0.025202i,-0.0086505-0.030668i,-0.011444-0.013586i,-0.016306-0.026633i,-0.01474-0.014181i,-0.029388-0.0089214i,-0.04709-0.0067775i,-0.00029556-0.01461i,-0.0036492-0.017278i,0.0044784+0.0083463i,0.00032495+0.0010735i,0.0052834-0.00091961i,0.0041449+0.0020924i,0.00057114-0.0019599i,-0.0078471+0.0028554i,0.0048709+0.003737i,-0.0022708-0.00034651i,-0.0019269-0.0029039i,-0.00051385-0.00019687i,0.00056829+0.00085381i,-0.0023877-0.0012849i,0.0016969-0.0037832i,-0.0043244+0.0035287i,0.0022126-0.0058819i,-0.0034762-0.0019292i,-0.0021886-0.0017746i,-0.00016631+0.001454i,0.00089604+0.001167i,0.00123+0.0018894i,-0.0015433-0.0045162i,0.0048771-0.00057185i,-0.00060989+0.0010099i,0.00045208-0.0034504i,0.0013566+0.0020377i,0.0045285+0.004035i,-0.00049838+0.00074593i,0.00062569-0.0018605i,-0.0011041-0.00049362i,-0.0025041+0.0055144i,1.2466e-05+0.0010785i,-0.0047438-0.00051308i,9.6658e-05+0.0014903i,0.0018628+0.00061434i,0.0023476+0.00019617i,-0.0082483-0.028816i,0.020439-0.0018845i,0.0046638+0.0019297i,-0.0027215+0.016894i,0.0056551-0.0081874i,0.0013446+0.00076263i,-0.0041845+0.0077427i
-0.004475-0.0094823i,-0.032034-0.0027019i,-0.021848+0.019645i,-0.0056834+0.013233i,0.00099107+0.011427i,-0.0020438+0.012691i,-0.014859+0.01587i,-0.030391+0.0070912i,-0.022194+0.011178i,-0.0016823+0.0022285i,0.00064273-0.0011816i,-0.0014991+0.00093748i,-0.003433-0.0010177i,0.00048347+0.0014093i,-0.00084898-0.00026549i,-0.001415+0.0013169i,0.000275+0.0013763i,-0.0022003-0.0010143i,0.00072166-6.1402e-05i,-0.0014168+9.2295e-05i,-0.00013953+0.00038133i,-0.00068994+0.0012183i,-0.00053115-0.00010549i,-9.1258e-05+0.0042303i,0.0023243+0.00044622i,-0.00037802+0.0008972i,-0.00089102+0.00021891i,-0.00058295-0.00046538i,-0.0011996-0.0009937i,-0.0018382-9.4145e-05i,0.00062389-0.0014952i,0.00064106-0.00046746i,0.0012309-0.00054636i,0.0012173-3.2173e-05i,0.00058113-0.00081819i,-0.00052026+0.0049662i,0.00096455+0.0024159i,-0.00049592+6.4291e-05i,0.00010609+0.0014213i,0.0031929-0.00086805i,-0.00078231+0.0016285i,-4.8387e-05+0.0015401i,-0.0013509+0.0004817i,-0.002151+0.00054654i,-0.010574-0.0059633i,-0.010157-0.024002i,-0.011199-0.02944i,-0.013499-0.012896i,-0.019787-0.025408i,-0.016476-0.013115i,-0.02725-0.0046534i,-0.045024-0.00021235i,-0.00022677-0.015878i,-0.0062885-0.016441i,0.0071481+0.0087058i,0.0007935+0.0010517i,0.0046379-0.0015861i,0.0039132+0.001366i,0.00033667-0.0015976i,-0.0058143+0.0065108i,0.005064+0.0019672i,-0.0015688+0.0017049i,-0.0025588-0.0024985i,-0.00052222-0.00061607i,0.0010285+0.00066886i,-0.0021678-0.00087443i,6.6191e-05-0.0039273i,-0.002085+0.0046331i,-0.00043537-0.0064834i,-0.0039259-0.0013698i,-0.002812-0.00061449i,-1.7625e-05+0.0017086i,0.00054996+0.00068927i,0.0014108+0.001647i,-0.004213-0.0033224i,0.0042962-0.0025814i,-0.00055939+0.0015625i,-0.0016122-0.0027614i,0.0016954+0.0012913i,0.004568+0.002772i,-0.00048313+0.0015403i,-0.00097336-0.0014746i,-0.00092927+0.0001146i,1.4651e-05+0.0057178i,0.00042653+0.00041645i,-0.0047399+0.00090738i,0.0001358+0.0016469i,0.0028797+0.00051188i,0.0027527-0.00017741i,-0.012308-0.026985i,0.016859-0.0072968i,0.0035336+0.0011339i,0.00072607+0.017723i,0.0034742-0.0085673i,0.0021014+0.00056565i,-0.0040373+0.0086237i
-0.0055139-0.0091732i,-0.031875+0.0022282i,-0.017454+0.022297i,-0.003031+0.01338i,0.002425+0.010892i,-0.00066659+0.011984i,-0.012331+0.01777i,-0.028323+0.010508i,-0.020503+0.014641i,-0.0011923+0.0022258i,-2.9944e-05-0.001653i,-0.001172+0.0016115i,-0.0033291+0.00035198i,0.00091908+0.0014175i,-0.00083802+0.00018221i,-0.0013658+0.0014707i,0.00078546+0.0011632i,-0.0026443-0.00036254i,0.00061387-0.00064899i,-0.0016102+0.00064023i,-7.9677e-05+0.00044795i,-0.00017876+0.0013037i,-0.00084138+9.0267e-05i,0.00062975+0.0040105i,0.0021557-0.00026151i,-9.7991e-05+0.0010372i,-0.00083292+0.00053789i,-0.00079858-0.00034975i,-0.0015304-0.00040494i,-0.0014819+0.00070735i,0.00027044-0.0013355i,0.00019799-0.00077859i,0.00071968-0.00103i,0.0010934-0.00077119i,0.00023973-0.00095878i,0.00076446+0.0047524i,0.0017322+0.0018933i,-0.0004381+0.00021961i,0.00054519+0.0012189i,0.0029824-0.0022371i,-0.00033316+0.0017607i,0.00045883+0.0014125i,-0.0012894+0.00097735i,-0.0017401+0.00080595i,-0.011354-0.0059039i,-0.012045-0.02292i,-0.013152-0.02796i,-0.015107-0.011126i,-0.022724-0.023715i,-0.017804-0.01152i,-0.024334-0.0016951i,-0.042852+0.0052417i,-0.00020837-0.016884i,-0.0078411-0.015417i,0.010492+0.0073757i,0.00091104+0.00082952i,0.0036928-0.0017363i,0.0036804+0.00070505i,0.00045689-0.0015258i,-0.0028584+0.0089065i,0.0046437+0.00064249i,-0.00025949+0.0031995i,-0.0028412-0.0014292i,-0.0010468-0.00068235i,0.0010512+0.00032587i,-0.0019695-0.00070155i,-0.0009951-0.0032672i,0.00022957+0.0047407i,-0.0028543-0.0059669i,-0.0043992-0.00077804i,-0.0028466+0.00060136i,0.00056854+0.001877i,-5.1719e-05+0.00044002i,0.0017441+0.0013755i,-0.0060488-0.00096084i,0.002636-0.0038247i,-0.00012565+0.0019848i,-0.0027905-0.0011989i,0.001493+0.00070403i,0.0046717+0.0019537i,0.00063592+0.0020319i,-0.0019595-0.00038192i,-0.00087842+5.8382e-05i,0.002089+0.0046147i,0.00010446-8.3981e-05i,-0.0038523+0.0023527i,0.00065001+0.0019554i,0.0034974+8.2399e-05i,0.0030437-0.00088887i,-0.015576-0.025051i,0.01139-0.011303i,0.0019112+0.00031008i,0.0044562+0.016915i,0.0011954-0.0083985i,0.0024774+0.00010044i,-0.003644+0.0097555i
