-0.0098732-0.039153i,-0.012812-0.043058i,0.0011358-0.045218i,-0.02673-0.0271i,-0.020339+0.01453i,-0.03303-0.03055i,-0.06002-0.059711i,-0.023232-0.070489i,-0.042575-0.047208i,0.0013092+0.015882i,-0.0063639+0.010065i,-0.014418+0.014189i,0.00093+0.016123i,-0.0034072-0.0032282i,0.00054681+0.0065051i,0.00053672+0.037269i,0.017042+0.055291i,0.00067022-2.4651e-05i,-0.0053959-0.0082586i,0.0094382+0.0051127i,0.0013915+0.00082597i,-0.0021869+0.0030251i,-0.00017105-0.0011338i,-0.035057-0.010354i,-0.0028834-0.0066208i,-0.00051559+0.0044653i,0.0051356+0.00097712i,-1.0094e-05+0.00063758i,-1.7523e-05-0.00088803i,-0.00036663-0.0027089i,-0.0016361-0.0054106i,-0.0020194-0.0037592i,-0.0010205-0.0083122i,0.0029903-0.0010355i,0.0030914-0.0026894i,-0.0026869+0.032207i,0.0062102-0.003953i,0.0035394-0.0021565i,0.0049426+1.3257e-05i,-0.11676-0.080213i,-3.2303e-05+3.2105e-05i,0.011084-0.013049i,0.0070058-2.8519e-05i,-0.0031109+0.0035812i,0.0023729+0.0005945i,-0.002518+0.0071074i,0.01307-0.088172i,-0.0078417-0.049596i,-0.025467-0.040621i,-0.020297-0.041865i,0.061931-0.017693i,0.026183-0.061744i,0.03859-0.04656i,0.027615-0.056703i,0.019275-0.016144i,0.0083884+0.010084i,0.024432-0.031515i,-0.0082049-0.0059428i,0.0026584-0.0028089i,-0.00511-0.0061371i,0.00077501-0.03202i,-0.023325+0.03157i,0.0083828-0.010737i,-0.010535-0.0012881i,-0.0051471-0.00099065i,-0.00073903-0.013936i,-0.010287+0.0041896i,0.0035972+0.0076896i,-0.011838+0.032887i,0.0052864+0.0076022i,-0.0046863-0.00079059i,-0.0019794-0.0023061i,-0.011622-0.0069447i,0.00037079-0.0034909i,-0.034489+0.0070702i,0.002115-0.012889i,-0.0085318-0.00205i,-0.0061716-0.0025326i,0.0063133+0.0018541i,-0.0097211+0.0018225i,0.001419+0.00060527i,0.0052472+0.0090491i,0.0045851+0.00012901i,-0.0094759-0.0097111i,0.0028987+0.0086493i,-0.020913+0.0069431i,0.0063992+0.0026507i,-0.029804-0.0070926i,-0.032854+0.0034932i,0.030769-0.080361i,0.012235-0.010885i,-0.042783-0.026227i,-0.022969-0.0023318i,0.018094+0.011931i,-0.026867+0.012373i,-0.011996-0.0078003i
-0.0085778-0.0095225i,-0.03004+0.0075088i,-0.012793+0.023378i,-0.00033881+0.012639i,0.0035712+0.0095745i,0.00061053+0.010692i,-0.0088975+0.018985i,-0.025641+0.013833i,-0.018898+0.01895i,-0.0010376+0.0030654i,-0.001139-0.0015282i,-0.00043471+0.0022588i,-0.0025882+0.0014232i,0.0019886+0.00090852i,-0.00062007+0.0006361i,-0.0012284+0.0013761i,0.002347+0.00025186i,-0.0025384-0.00049788i,6.4745e-06-0.0010485i,-0.0011631+0.0013313i,-6.7431e-05+0.00052353i,0.00040505+0.0013065i,-0.0008466+0.00062052i,-0.00061652+0.0039688i,0.001682+0.0011053i,0.000503+0.00093917i,-0.00065459+0.00072849i,-0.0012593-4.4265e-05i,-0.0012611+0.00025179i,-0.0013535+0.0014377i,0.0012698-0.00091781i,-0.00050136-0.00060235i,0.0001419-0.001166i,0.0005576-0.0010183i,-0.00062745-0.00023961i,0.0025315+0.0030179i,0.0022993+0.0014394i,-0.0005064+0.00023024i,0.00075621-0.00019487i,0.0013684-0.0047734i,-0.00013165+0.0019833i,0.00061569+0.00084035i,-0.0004046+0.0013592i,-0.0010185+0.00065301i,-0.012029-0.0068228i,-0.015276-0.022366i,-0.014684-0.026074i,-0.016758-0.0094107i,-0.026587-0.021793i,-0.01829-0.00992i,-0.022133+0.00022002i,-0.039323+0.010957i,-0.0007212-0.018743i,-0.0083355-0.015043i,0.011646+0.00046647i,0.0013501+0.00098528i,0.0030573-0.00095234i,0.0037347-4.2146e-05i,0.00051248-0.0020472i,-0.00043787+0.010002i,0.0039097-0.00043798i,0.0010202+0.0039212i,-0.0034186-0.001115i,-0.0010708-0.00027222i,0.0010735+0.00038801i,-0.0020237-0.00055884i,-0.0010566-0.0026729i,0.0020542+0.0032623i,-0.0019106-0.0023757i,-0.0053124+0.0007787i,-0.0025777+0.0013568i,0.00081822+0.0016344i,-0.00013327+0.00077982i,0.0018567+0.00078362i,-0.005591+0.002276i,0.0011587-0.003782i,0.00038109+0.0020253i,-0.0032281+0.00062031i,0.0013975+0.00060064i,0.0048104+0.0013207i,0.0010232+0.0016971i,-0.0019535+0.0016995i,-0.00078902+4.9925e-05i,0.0030212+0.0028957i,-0.00024546+3.0081e-05i,-0.0026716+0.0028942i,0.0014415+0.0014313i,0.0053694+0.00011581i,0.0015384-0.0010422i,-0.019108-0.02328i,0.0038577-0.012247i,0.00024787+0.00050954i,0.0068026+0.01457i,-0.00010196-0.0071067i,0.0023279-0.00061208i,-0.0022426+0.010213i
-0.010235-0.008296i,-0.027798+0.01213i,-0.0081418+0.02341i,0.0018692+0.011118i,0.0043274+0.0082744i,0.0014741+0.0098704i,-0.0059333+0.019735i,-0.022932+0.016385i,-0.014853+0.02104i,-0.00035008+0.0032765i,-0.0018788-0.00073975i,0.00073842+0.0024139i,-0.0016444+0.0019451i,0.0026489+6.1949e-05i,-0.00013091+0.00090181i,-0.00098839+0.0017952i,0.0023119-0.00026332i,-0.0026035+0.0007379i,-0.00051344-0.00081931i,-0.00064475+0.0018862i,-1.9332e-05+0.00051232i,0.00085989+0.00089292i,-0.00070203+0.0010071i,0.00024821+0.0042306i,0.0023161+0.00074646i,0.00079093+0.00070554i,-0.00026186+0.001059i,-0.0011747+0.00039724i,-0.00085271+0.00060448i,-0.00066405+0.0016121i,0.00096706-0.0014126i,-0.00082362-0.00019566i,-0.0002576-0.0010718i,6.3646e-05-0.0011091i,-0.00057993-6.1947e-05i,0.0032577+0.002175i,0.0027335+0.00054145i,-0.00040745+0.00047196i,0.00059133-0.00036699i,-0.00048983-0.0050604i,0.00070323+0.0020162i,0.00092136+0.00045076i,-1.7517e-05+0.0013107i,-0.00097406+0.00096211i,-0.014364-0.0055921i,-0.018489-0.021351i,-0.016448-0.026392i,-0.017554-0.0079758i,-0.029734-0.019849i,-0.018476-0.0089646i,-0.01932+0.00059891i,-0.035597+0.014339i,-0.0022841-0.021385i,-0.0088798-0.015653i,0.010536-0.0011299i,0.0015598+0.00089902i,0.0033363-0.00037745i,0.0031616-0.00077931i,-0.00039204-0.0024184i,0.0034526+0.010909i,0.0030874-0.00064036i,0.002924+0.0035939i,-0.0034399-0.00098836i,-0.0014741+0.00040378i,0.0013969+7.5544e-05i,-0.0022465-0.00064114i,-0.00099627-0.0026875i,0.0029927+0.0014437i,-0.0023387-0.0038829i,-0.0055211+0.0025761i,-0.0018198+0.0026516i,0.0010932+0.0011583i,-0.00023035+0.0010138i,0.0015158+0.00021215i,-0.0040432+0.0039007i,-0.0001247-0.0038474i,0.00091077+0.0017389i,-0.0024047+0.0025739i,0.0013191+0.00043405i,0.0050027+0.0001947i,0.00091122+0.0010177i,-0.0011661+0.0023558i,-0.0010294+0.00040396i,0.0028479+0.0012659i,-0.00032071-0.00011303i,-0.0017027+0.0031893i,0.0019078+0.00084049i,0.0053794-0.0016887i,0.0014022-0.0015437i,-0.021776-0.020667i,-0.00076156-0.012376i,-0.0017712+0.00061615i,0.008722+0.011443i,-0.0011546-0.0063437i,0.0022477-0.00092996i,-0.0015372+0.01032i
-0.011594-0.0064999i,-0.024659+0.015968i,-0.0040739+0.022494i,0.0031237+0.0089359i,0.0047345+0.0070194i,0.0021769+0.0091142i,-0.0029807+0.019866i,-0.020509+0.018635i,-0.010902+0.022035i,0.00050141+0.0032138i,-0.0019494+0.00033825i,0.0017984+0.0017572i,-0.00066732+0.0020802i,0.0025376-0.00085674i,0.00053603+0.00076645i,-0.00034018+0.0020694i,0.0025871-0.00084296i,-0.0021396+0.0016055i,-0.00058837-0.0005589i,0.00011798+0.0018719i,-3.7082e-05+0.00064704i,0.00096437+0.00050411i,-0.0003664+0.0013993i,0.0012255+0.0041667i,0.0027919-0.0002893i,0.00099891+0.00034223i,0.00025467+0.0010534i,-0.00094416+0.00085806i,-0.00049716+0.0006475i,-3.7765e-07+0.0015834i,0.00056723-0.0017628i,-0.00078899+0.00032988i,-0.0006189-0.00091152i,-0.0005014-0.00092275i,-0.00058728+0.00016165i,0.0037011+0.0013611i,0.002646-0.00034813i,-0.00010042+0.00056324i,0.00040314-0.00057214i,-0.0022127-0.0043255i,0.0012409+0.0018531i,0.00086085-9.4911e-05i,0.00027452+0.0013704i,-0.00050772+0.0011816i,-0.016236-0.0037209i,-0.021517-0.019288i,-0.019918-0.0259i,-0.018148-0.0060202i,-0.033266-0.017118i,-0.019084-0.0085003i,-0.01739+4.2922e-05i,-0.032178+0.016678i,-0.0048691-0.022971i,-0.010428-0.016509i,0.0093663-0.0018844i,0.001861+0.00066717i,0.0042063-0.00058922i,0.0024351-0.0012645i,-0.0016711-0.0017916i,0.0079262+0.0097484i,0.0025834-0.0005228i,0.0041745+0.0023498i,-0.0040573-0.00015655i,-0.00115+0.0013437i,0.0011787-0.0004508i,-0.0027578-0.00044991i,-0.0014802-0.0032436i,0.0024583-0.0002813i,-0.0050083-0.0012937i,-0.0045726+0.0047359i,-0.0003181+0.0032513i,0.00084779+0.0010162i,-0.00014408+0.001122i,0.0011782+0.00013215i,-0.0023502+0.0047764i,-0.0016457-0.0033407i,0.0011144+0.0015988i,-0.00063407+0.0034922i,0.0011935+0.00035761i,0.0044739-0.0011615i,0.00065048+0.0011325i,-0.00022875+0.0026625i,-0.00083853+0.00073609i,0.0019968+0.00045628i,-0.00061798-0.00015941i,-0.00010249+0.0030845i,0.0021687+0.00010689i,0.0042031-0.0028932i,0.00081052-0.0020414i,-0.023924-0.017632i,-0.0065326-0.0092138i,-0.0039732+0.0016984i,0.0091066+0.0080901i,-0.0019877-0.0051495i,0.0019067-0.00095911i,-0.0010444+0.010671i
-0.012581-0.0045566i,-0.020726+0.018477i,-0.0007615+0.02084i,0.0033669+0.0069181i,0.0048664+0.0058142i,0.0028845+0.008529i,-0.00011788+0.019182i,-0.017763+0.020866i,-0.0072877+0.021735i,0.0013411+0.0028205i,-0.0015288+0.001141i,0.0021552+0.00077605i,9.8126e-05+0.0019523i,0.0021452-0.0014312i,0.00087768+0.00038893i,0.00035769+0.0021253i,0.0023648-0.0016314i,-0.0018565+0.0021118i,-0.00076563-0.00060406i,0.0007513+0.0015491i,0.00014373+0.00092578i,0.00090976+0.00022668i,0.00019383+0.0015742i,0.0022339+0.003839i,0.0026391-0.0013284i,0.0010511-0.00016956i,0.00066713+0.00082355i,-0.00046166+0.0011538i,-0.00023724+0.00060591i,0.00057464+0.0012566i,-8.976e-05-0.0019916i,-0.00053371+0.00068253i,-0.0008733-0.00051471i,-0.0008142-0.00043148i,-0.00041845+0.00038105i,0.0040641+0.0005625i,0.0023089-0.0013234i,0.00011591+0.0004498i,0.00015644-0.00069445i,-0.0032863-0.0030371i,0.0016604+0.0014883i,0.00057452-0.0003784i,0.0006896+0.0013555i,-0.00013222+0.0010215i,-0.017724-0.0013703i,-0.023948-0.016319i,-0.023633-0.024095i,-0.017999-0.0041177i,-0.03598-0.013007i,-0.020179-0.007634i,-0.016438-0.0012403i,-0.028818+0.018603i,-0.0077354-0.023845i,-0.012901-0.016833i,0.0085556-0.0030641i,0.0021105+0.00040095i,0.0048017-0.0015547i,0.0013835-0.0012066i,-0.0021855-0.00051186i,0.011766+0.007351i,0.0026078-0.00031376i,0.0046622+0.00093504i,-0.0042366+0.0011156i,-0.00022225+0.0018852i,0.0008452-0.00050141i,-0.003097+0.00012761i,-0.002595-0.0036131i,0.0015327-0.0010246i,-0.004991+0.00041546i,-0.00243+0.0059933i,0.0011594+0.0026837i,0.00090041+0.0012499i,-0.00012399+0.001476i,0.0011877-5.6635e-05i,-0.00025366+0.0050234i,-0.0026395-0.0018237i,0.001486+0.0015488i,0.0011626+0.0031947i,0.0010925+0.00032523i,0.0037214-0.0024217i,0.0012159+0.0014039i,0.0007005+0.0027457i,-0.00081173+0.0007876i,0.0011757+0.00015108i,-0.00075681+0.00024892i,0.0007601+0.0019159i,0.0023414-0.00059005i,0.0036869-0.0035791i,-0.00019245-0.0019168i,-0.0253-0.014473i,-0.0098852-0.0049128i,-0.0054776+0.0036828i,0.0078984+0.0051651i,-0.0021546-0.003951i,0.0018408-0.00079068i,-0.00028218+0.011286i
-0.013025-0.0024547i,-0.017215+0.019831i,0.0017144+0.018884i,0.002917+0.0052947i,0.0047721+0.0046794i,0.0038026+0.0077386i,0.0021252+0.018111i,-0.014442+0.022685i,-0.004644+0.021041i,0.0020764+0.0022245i,-0.00079994+0.0016305i,0.0020913+4.3239e-05i,0.00078977+0.0015197i,0.0015611-0.0020249i,0.0010647-1.8301e-05i,0.0011133+0.0017666i,0.0020946-0.0023596i,-0.0010623+0.0027017i,-0.0012285-0.00046809i,0.0010408+0.0011063i,0.00069673+0.0010122i,0.00093476-1.3683e-05i,0.00078975+0.0014646i,0.0031125+0.0031849i,0.0022878-0.0021376i,0.00076881-0.00075474i,0.00086661+0.00048048i,1.5911e-05+0.0010815i,-2.6447e-05+0.00047118i,0.00084393+0.00069865i,-0.00092582-0.0019378i,-0.00023199+0.00078363i,-0.00094868-0.0001084i,-0.00083656+1.1284e-05i,-0.00021924+0.00047801i,0.0043592-0.00031833i,0.0018206-0.0020481i,0.00025824+0.00027667i,-2.4863e-05-0.00071556i,-0.0037401-0.0016887i,0.0020295+0.0011608i,0.00023218-0.00037869i,0.0010666+0.00096155i,-2.7698e-05+0.0008802i,-0.018617+0.0016326i,-0.025429-0.012997i,-0.026733-0.021102i,-0.017538-0.0028998i,-0.037601-0.0085248i,-0.021223-0.0061982i,-0.017015-0.0025008i,-0.025881+0.019577i,-0.010747-0.024035i,-0.015372-0.016623i,0.0077745-0.0039689i,0.0023316-6.1699e-05i,0.0051606-0.0030805i,0.00056144-0.00071619i,-0.002009+0.00093827i,0.014896+0.0027367i,0.0026029-0.00045274i,0.0044132-0.00083653i,-0.003756+0.0020176i,0.00082964+0.0019992i,0.00090093-0.00035571i,-0.0032773+0.00084755i,-0.0036993-0.003619i,0.00086586-0.0013604i,-0.0040034+0.0017777i,-0.00025829+0.006059i,0.0019487+0.0017584i,0.0016466+0.001285i,0.0001217+0.0017083i,0.00073176-0.00030464i,0.001504+0.0044058i,-0.0024054-0.00043144i,0.0020157+0.0012669i,0.002186+0.0021264i,0.0010692+0.00033065i,0.0025172-0.0033682i,0.001748+0.00092666i,0.0017437+0.0026964i,-0.0010486+0.00095866i,0.00058249+0.00029359i,-0.000739+0.0007688i,0.0007477+0.00093547i,0.0023652-0.001479i,0.0025711-0.0041003i,-0.00080298-0.0014905i,-0.026063-0.01163i,-0.011264-0.00052958i,-0.0061323+0.0061539i,0.0057612+0.0035616i,-0.0019371-0.0028232i,0.0021739-0.00076349i,0.00070308+0.011867i
-0.012731-0.00036462i,-0.014144+0.020711i,0.0035931+0.016613i,0.0021235+0.0044128i,0.0043032+0.003676i,0.004543+0.0066534i,0.0041155+0.016949i,-0.010836+0.023701i,-0.0023695+0.020381i,0.0027461+0.0013803i,1.5368e-05+0.001655i,0.001911-0.00045569i,0.0011863+0.00086471i,0.00064638-0.0022871i,0.001075-0.00044492i,0.0015029+0.0011382i,0.0013661-0.0032067i,-5.784e-05+0.0028076i,-0.0014199+9.777e-05i,0.0012613+0.00075932i,0.0011525+0.00078893i,0.00071483-0.00012248i,0.001261+0.0010515i,0.0038897+0.0022996i,0.0014736-0.0030675i,0.00020955-0.00086903i,0.00091605+7.8484e-05i,0.00039938+0.0011477i,2.2493e-05+0.00027482i,0.000678+0.00017489i,-0.001658-0.0014194i,4.0751e-05+0.00076097i,-0.00089894+0.0001837i,-0.00073338+0.00021939i,-0.00010303+0.00041794i,0.0043508-0.0013364i,0.0012596-0.0025987i,0.00032439+9.9389e-05i,-0.00021474-0.00073951i,-0.003587-0.00042605i,0.0029196+0.00046327i,0.00012149-0.00018052i,0.0011514+0.00078082i,0.00013432+0.0009504i,-0.019035+0.0045745i,-0.025994-0.010042i,-0.028856-0.017044i,-0.017532-0.0019078i,-0.038321-0.0039077i,-0.021696-0.0044913i,-0.018494-0.0028264i,-0.023728+0.020339i,-0.013699-0.023527i,-0.017988-0.015499i,0.0069271-0.004895i,0.0022388-0.00072566i,-0.0061519-0.0045111i,9.0877e-06+6.1116e-05i,-0.0013093+0.0022437i,0.015058-0.0028372i,0.0028191-0.00063003i,0.0027301-0.00206i,-0.0029396+0.0027351i,0.0019672+0.0012554i,0.0013441-0.00071127i,-0.0031833+0.0018078i,-0.0054841-0.0026301i,0.00019535-0.0015858i,-0.0031975+0.00303i,0.0015086+0.0054425i,0.002282+0.00050243i,0.0021526+0.00068266i,0.00058032+0.0026697i,0.00016517-8.0312e-05i,0.0026805+0.0032909i,-0.0017998+0.00052123i,0.0023127+0.00083348i,0.0025035+0.0012482i,0.00099848+0.00015727i,0.0008124-0.003683i,0.0021351+0.00026471i,0.0024779+0.0023548i,-0.00050704+0.0019502i,0.00025056+0.00068342i,-0.00035462+0.0013677i,0.00035799+0.00037808i,0.0018945-0.0026191i,0.0010761-0.0041408i,-0.0012503-0.0010902i,-0.026294-0.0085441i,-0.011389+0.0034953i,-0.0056417+0.0087008i,0.0034286+0.0033266i,-0.001195-0.0020826i,0.0025665-0.0013356i,0.0021158+0.012447i
-0.012187+0.0010912i,-0.011346+0.021379i,0.0044137+0.014468i,0.0014537+0.0042213i,0.0036928+0.0031316i,0.0050052+0.0054955i,0.0056743+0.015749i,-0.0071097+0.024212i,-0.00033732+0.01977i,0.002997+0.00030253i,0.00054362+0.0013266i,0.001713-0.00085789i,0.0013839+0.00032715i,-0.00013263-0.0019725i,0.00088908-0.00083551i,0.0016561+0.00046686i,0.00051918-0.0039667i,0.00074215+0.0023947i,-0.00137+0.00062765i,0.0014269+0.00040641i,0.0017001+0.00034528i,0.00061611-0.00010605i,0.0014798+0.0005192i,0.0044249+0.0011229i,0.00021081-0.0037485i,-5.554e-05-0.00064102i,0.00082537-0.0002874i,0.00091097+0.00083482i,-6.1378e-05+0.00018653i,0.0004096+1.5883e-08i,-0.0021308-0.00062259i,0.00018124+0.00070899i,-0.0008477+0.00052949i,-0.00061192+0.00037027i,2.7786e-05+0.00037168i,0.0041597-0.0024535i,0.0002696-0.0031958i,0.00028412-4.9759e-05i,-0.00051776-0.00072322i,-0.0031862+0.00040549i,0.0019834-0.0011602i,0.0002429-6.0745e-05i,0.0014067+0.00069289i,0.00041098+0.00091684i,-0.018844+0.0076968i,-0.026364-0.0078453i,-0.02919-0.012798i,-0.017687-0.00057881i,-0.038084+0.00085083i,-0.021984-0.0030127i,-0.020498-0.0020239i,-0.021759+0.021447i,-0.015796-0.022496i,-0.020006-0.013782i,0.0057993-0.0057132i,0.0016209-0.0012252i,0.00094223-0.0052449i,7.6196e-05+0.00099446i,0.00026841+0.0033497i,0.013349-0.0076066i,0.0033714-0.0012317i,0.00071331-0.0016891i,-0.0019198+0.0026438i,0.0027029-0.0002896i,0.0012404-0.001339i,-0.0025717+0.0028991i,-0.006434-0.00066695i,-0.00067435-0.0014227i,-0.0022406+0.0035002i,0.0028116+0.0044222i,0.0016746-0.00061845i,0.0024242-8.4779e-05i,0.0012818+0.0016264i,6.1401e-05+0.00042518i,0.003187+0.0019582i,-0.00096134+0.0010013i,0.0025856+0.00045917i,0.0026768+0.00024781i,0.00098701+0.00017624i,-0.00054049-0.0031218i,0.0024437-0.00048088i,0.0033617+0.0017358i,0.00051103+0.0013803i,0.00042853+0.0011963i,0.00059833+0.00022437i,-0.00017145+0.00034165i,0.00073863-0.0032068i,-4.3393e-06-0.003484i,-0.0017729-0.00043358i,-0.026001-0.0060548i,-0.010585+0.0073631i,-0.0043973+0.010568i,0.0018047+0.004579i,-0.00050885-0.0022089i,0.0019132-0.0020241i,0.0038618+0.012057i
-0.01187+0.0022237i,-0.0083664+0.022015i,0.0047844+0.013063i,0.0013961+0.0042522i,0.0032618+0.0030275i,0.0053278+0.0042757i,0.0071467+0.014651i,-0.0034258+0.023593i,0.0019595+0.019213i,0.0027211-0.00061895i,0.00078084+0.0010213i,0.0015156-0.0011714i,0.0015234-0.00031829i,-0.00041979-0.0013962i,0.00059944-0.0010819i,0.0015122-0.00014961i,-0.00075206-0.0040368i,0.0012557+0.0020721i,-0.0010954+0.0010268i,0.0015852+1.9321e-05i,0.0017257-0.00071527i,0.0006857-0.00015978i,0.0014023-4.7733e-06i,0.0044217-0.00051396i,-0.0014108-0.0037422i,-7.826e-05-0.00039526i,0.00065269-0.00057181i,0.00089728+0.00032749i,-0.00030638+9.4624e-05i,0.00016022+2.5584e-05i,-0.0021998+0.00021484i,0.00032952+0.00066294i,-0.00067974+0.00091906i,-0.00024008+0.00037908i,0.00017235+0.00025447i,0.0035785-0.0036602i,-0.00052026-0.0032053i,0.00020665-0.00019808i,-0.00079824-0.00044231i,-0.0029783+0.00095615i,0.00096629-0.0012861i,0.00036598-9.1566e-05i,0.0019414+0.00026817i,0.00067001+0.00084694i,-0.017652+0.01076i,-0.026898-0.0055569i,-0.028226-0.0099038i,-0.017362+0.00094614i,-0.036407+0.0051843i,-0.021844-0.0013822i,-0.021948+0.00012812i,-0.019511+0.022998i,-0.018047-0.021945i,-0.021537-0.012521i,0.0052371-0.0066661i,0.00078246-0.00119i,-0.001001-0.0049579i,0.00064338+0.0016622i,0.002518+0.0032107i,0.0096078-0.011154i,0.0049424+0.0011796i,-0.00025857-5.1104e-05i,-0.0011958+0.0022327i,0.0023586-0.0018164i,0.00091727-0.0018295i,-0.0013837+0.003479i,-0.0070326+0.0015229i,-0.00092855-0.00088658i,-0.00081578+0.0035717i,0.0039807+0.0033322i,0.0007566-0.00090772i,0.002521-0.0010338i,0.0017457+0.0012916i,0.0001824+0.00074022i,0.003185+0.0011608i,-1.3313e-05+0.0011272i,0.0029379-0.00034526i,0.0026081-0.00063932i,0.00090817-3.3741e-05i,-0.00076167-0.0020057i,0.0021729-0.0015861i,0.0037011+0.00042664i,0.00057052+0.00069256i,0.00096277+0.001416i,0.00022198+0.00041359i,-0.00029414+0.00059792i,-0.00026468-0.0031024i,-0.0010063-0.0028255i,-0.0020058+0.00052799i,-0.025809-0.0042087i,-0.0086239+0.0098704i,-0.0024143+0.011735i,0.0014773+0.0063653i,-0.00093605-0.0029919i,0.001447-0.0019949i,0.0056896+0.011252i
-0.011615+0.0035097i,-0.005331+0.022376i,0.0056373+0.012064i,0.0014983+0.003994i,0.0032009+0.0028245i,0.0054803+0.0028003i,0.0086695+0.013524i,-0.00047091+0.022368i,0.0041919+0.018109i,0.0021457-0.0012607i,0.00094918+0.00078419i,0.001273-0.0014115i,0.0013831-0.0011594i,-0.00047305-0.0010477i,0.00023125-0.0012438i,0.0013186-0.00051692i,-0.0018786-0.0036395i,0.0017908+0.0016428i,-0.00074189+0.0014341i,0.0016324-0.0005428i,0.0009844-0.00134i,0.00077376-0.00028637i,0.0012002-0.0003454i,0.0034477-0.0014954i,-0.0023347-0.0021354i,8.999e-05-0.00040033i,0.0003051-0.00083867i,0.00071939-5.5365e-05i,-0.00015095+0.00059057i,0.000149+0.00019448i,-0.001879+0.00085007i,0.00058106+0.00052293i,-0.00027065+0.0011524i,-3.1387e-05+0.00034986i,0.00024341+0.00011617i,0.0023227-0.0046855i,-0.0015194-0.0026405i,9.9908e-05-0.00024053i,-0.00082392-4.2743e-05i,-0.0028162+0.0016693i,0.00047903-0.0012213i,0.00035111-0.00025332i,0.0023479-0.00045136i,0.00091042+0.00064838i,-0.015958+0.01337i,-0.027705-0.0033336i,-0.027339-0.0080278i,-0.016761+0.0022885i,-0.034276+0.0084496i,-0.021192-0.00042232i,-0.022297+0.003051i,-0.016716+0.024454i,-0.020225-0.020773i,-0.023765-0.010806i,0.0043363-0.0077635i,0.00012284-0.00073769i,-0.0026015-0.0035422i,0.0012549+0.0017298i,0.0042103+0.0019823i,0.0044666-0.012631i,0.0012904-0.0021131i,-0.00014535+0.0014538i,-0.0011237+0.0018682i,0.0013517-0.0027102i,0.00035225-0.0024062i,-0.00028056+0.0034422i,-0.0065314+0.0039661i,-0.00092208-0.00042431i,0.00054234+0.0033157i,0.0046156+0.0018392i,0.00017435-0.00092291i,0.0020684-0.0021291i,0.0019431+0.0003481i,0.00052875+0.0013173i,0.0031651+0.00070207i,0.00090265+0.00050483i,0.0027386-0.0012603i,0.0021883-0.0011934i,0.00099702-0.00017085i,-0.00045787-0.00090242i,0.00074297-0.0025351i,0.0036341-0.00087156i,0.0002305+0.0002874i,0.0015625+0.0012904i,0.00038093+0.00085521i,-0.00024702+0.00050926i,-0.0011456-0.0027913i,-0.0019548-0.0015376i,-0.0017261+0.0014214i,-0.02591-0.0022275i,-0.0070122+0.011109i,-0.0009053+0.011889i,0.0022152+0.0074562i,-0.0021521-0.0028836i,0.0010574-0.0019826i,0.0072607+0.0098135i
-0.011083+0.004951i,-0.0020898+0.022426i,0.0065622+0.010853i,0.0015924+0.0037252i,0.0031413+0.0024203i,0.0051224+0.0012403i,0.010282+0.011992i,0.00178+0.021042i,0.0064062+0.016428i,0.00141-0.0015491i,0.00092864+0.0006009i,0.0010649-0.0015857i,0.00078982-0.0018101i,-0.00042628-0.00076906i,-0.00015587-0.0011752i,0.0010439-0.00063109i,-0.002675-0.0029268i,0.002137+0.0011402i,-0.00016874+0.0017045i,0.0014302-0.0010973i,0.00021257-0.0013568i,0.00077595-0.00042411i,0.00098248-0.00060443i,0.0029352-0.0017897i,-0.0023074-0.0012445i,0.00013303-0.0004696i,-2.7155e-05-0.00078526i,0.00040789-0.00019841i,0.00017621+0.0004759i,0.00029598+0.0003162i,-0.0013673+0.0013557i,0.00075101+0.00038571i,0.00013653+0.0011892i,7.1499e-05+0.0001726i,0.0002271+1.005e-05i,0.00067918-0.0052649i,-0.0024369-0.0019717i,-2.8785e-05-0.00024925i,-0.00068835+0.00019904i,-0.0022328+0.002549i,0.00021205-0.0011482i,0.00022899-0.00036862i,0.0023334-0.0012815i,0.0010475+0.00041309i,-0.013652+0.015333i,-0.028512-0.00034362i,-0.026676-0.0064937i,-0.016079+0.0035634i,-0.032098+0.010851i,-0.020699+5.7099e-06i,-0.021365+0.0058766i,-0.012782+0.025071i,-0.022078-0.019422i,-0.025913-0.0080127i,0.0021444-0.0080283i,-0.00032634-6.2414e-05i,-0.0033443-0.0013453i,0.0017604+0.0016339i,0.0052593+0.00043453i,0.00012552-0.011486i,0.0005641-0.0019818i,0.00093764+0.0024667i,-0.0011397+0.0019254i,0.00047549-0.0030182i,-0.00039691-0.002774i,0.00087296+0.0031354i,-0.0061281+0.0052368i,-0.0011965-0.00017344i,0.0014711+0.0026072i,0.0048927+0.0010518i,-0.00045996-0.00078066i,0.00065617-0.0027609i,0.001373-0.00028688i,0.0014306+0.0014162i,0.0029704+2.2838e-06i,0.00054749-0.00047866i,0.0018805-0.0020653i,0.0016432-0.001725i,0.00083307-0.00053976i,6.9343e-05-0.000466i,-0.00067406-0.0022793i,0.0019751-0.0017267i,-0.00019722+0.00033719i,0.0019648+0.00084584i,0.00089317+0.0011203i,-8.6314e-05+0.00029044i,-0.0017818-0.0023124i,-0.0016574-0.00026978i,-0.0011954+0.0022451i,-0.02552+3.3551e-05i,-0.0057039+0.012971i,-1.911e-05+0.01183i,0.0033351+0.0079791i,-0.0031311-0.001837i,0.00059098-0.0019341i,0.0079647+0.0079093i
