-0.0072125-0.039881i,-0.011314-0.044041i,0.0028593-0.046173i,-0.026978-0.027708i,-0.020793+0.014141i,-0.032644-0.03332i,-0.061464-0.061817i,-0.022037-0.072902i,-0.033987-0.052412i,0.0012202+0.01548i,-0.0069832+0.010769i,-0.015634+0.014186i,0.0014927+0.016856i,-0.003863-0.0032277i,0.00040698+0.0065932i,0.00085679+0.039743i,0.019613+0.060674i,0.00078991-0.00024557i,-0.0046135-0.0085577i,0.0087759+0.0051819i,0.0017031+0.0010283i,-0.00089025+0.0033927i,0.00010135-0.001224i,-0.036834-0.0092834i,-0.0023928-0.0072291i,-2.0893e-05+0.0045344i,0.0050315+1.9812e-05i,0.00028758+0.0010508i,-0.00045514-0.00079883i,-8.0349e-05-0.0029248i,-0.0012334-0.0058982i,-0.0023889-0.0042438i,-0.00061566-0.0079927i,0.0031561-0.0012871i,0.0031577-0.0026045i,-0.0015925+0.03438i,0.0061778-0.0043271i,0.0036448-0.0023475i,0.0049642+0.00019525i,-0.013748-0.0041833i,1.6562e-06+0.00036461i,0.010154-0.00053942i,0.0061319-0.0013709i,-0.0036699+0.0038118i,0.0025482+0.0023042i,-0.0031186+0.0091852i,0.016456-0.086887i,-0.0060052-0.048324i,-0.023968-0.040078i,-0.018859-0.042027i,0.064641-0.014958i,0.028752-0.061253i,0.038872-0.044237i,0.030273-0.055777i,0.019955-0.015548i,0.0084113+0.01005i,0.025289-0.032225i,-0.0072586-0.005119i,0.0024857-0.0022214i,-0.0046422-0.0061304i,0.0015521-0.032129i,-0.024557+0.030881i,0.0085036-0.010275i,-0.011089-0.0016607i,-0.0051783-0.0012657i,-0.00087485-0.01422i,-0.0099426+0.0041954i,0.0033413+0.007962i,-0.011741+0.031457i,0.0053245+0.0077021i,-0.0054112-0.0016097i,-0.0020603-0.0022813i,-0.011763-0.0076718i,0.00049655-0.0036643i,-0.035293+0.0047957i,0.0023423-0.012537i,-0.0091306-0.0022368i,-0.006327-0.0029256i,0.0065174+0.0017917i,-0.0093374+0.0018233i,0.0012201+0.00095538i,0.0052943+0.0094416i,0.0046118+0.0003394i,-0.0093123-0.0098174i,0.0024834+0.0084899i,-0.019196+0.0062333i,0.0068017+0.0031557i,-0.028652-0.0087138i,-0.034719+0.0023175i,0.026266-0.07759i,0.012603-0.0093723i,-0.042386-0.02786i,-0.022996-0.0039894i,0.017683+0.012829i,-0.026678+0.011484i,-0.011299-0.0090063i
-0.0074616-0.010651i,-0.031706+0.0065897i,-0.012743+0.02388i,-0.0003615+0.012855i,0.0035745+0.0099113i,0.00051385+0.011429i,-0.0099774+0.019188i,-0.026507+0.014106i,-0.018552+0.017778i,-0.0010481+0.0026399i,-0.0010368-0.0017499i,-0.00049222+0.0023132i,-0.0025853+0.0015272i,0.0017122+0.0012217i,-0.00062847+0.0006156i,-0.0011999+0.0019341i,0.0013368+0.0009673i,-0.0027184-5.2809e-05i,3.3344e-05-0.0010506i,-0.0014576+0.0015022i,-2.3426e-05+0.00051894i,0.00028973+0.0011215i,-0.00095878+0.00060191i,0.0012326+0.0040135i,0.0015744-3.7457e-05i,0.00051668+0.0011324i,-0.00068449+0.00095669i,-0.0010531+1.4597e-05i,-0.0013765+0.00036888i,-0.0010132+0.001133i,0.00052109-0.0013332i,-0.00038664-0.00063712i,0.00027433-0.0010545i,0.00059372-0.0013273i,-0.00019448-0.0007845i,0.0025083+0.0037711i,0.0021081+0.0016074i,-0.00034019+0.00030404i,0.0012141+0.0010583i,0.0018447-0.0041118i,-5.079e-05+0.0018033i,0.00072676+0.0010989i,-0.00048637+0.0014792i,-0.00089916+0.0013276i,-0.011912-0.0070346i,-0.014412-0.022508i,-0.01428-0.027293i,-0.016114-0.0094877i,-0.025549-0.022537i,-0.018278-0.010156i,-0.021022+6.0276e-05i,-0.039833+0.010171i,-0.00047621-0.018414i,-0.0083494-0.014634i,0.012608+0.003754i,0.0010509+0.00089955i,0.0034329-0.00099151i,0.0036-2.7449e-05i,0.00041155-0.0018958i,0.00034373+0.010375i,0.0039207-0.0003294i,0.00065744+0.0040104i,-0.002726-0.0011455i,-0.0017053-0.00027394i,0.0011895+0.00029713i,-0.0018568-0.00072812i,-0.0010081-0.0026269i,0.0022099+0.0033134i,-0.0047741-0.0044252i,-0.0052464+0.00053197i,-0.0026001+0.001793i,0.0012741+0.0014594i,-0.00025735+0.00084512i,0.0019814+0.00093177i,-0.0062959+0.0022752i,0.0010656-0.003922i,0.0003525+0.0021774i,-0.0030765+0.00084291i,0.0013547+0.00043811i,0.0048471+0.0012639i,0.0013991+0.0013001i,-0.0017129+0.00067701i,-0.00083366+8.6936e-05i,0.0032994+0.0028821i,-0.00018466+0.00015246i,-0.0025282+0.0026154i,0.001144+0.002174i,0.0041908-0.00083211i,0.0018853-0.00066218i,-0.019048-0.02343i,0.0052304-0.01298i,9.4291e-05+0.00015678i,0.0072692+0.014882i,-0.00034784-0.0071242i,0.0025559-0.0009386i,-0.002039+0.010268i
-0.00948-0.0096571i,-0.029538+0.011486i,-0.0080536+0.023677i,0.001924+0.011329i,0.004325+0.0086266i,0.0015114+0.010556i,-0.006965+0.01997i,-0.023649+0.016683i,-0.01511+0.019861i,-0.00045748+0.0028841i,-0.0018891-0.0010135i,0.00074681+0.0024692i,-0.001673+0.0020578i,0.0024025+0.0004561i,-0.00014036+0.00086636i,-0.00073737+0.0022312i,0.0018633+0.00073577i,-0.0027267+0.00089871i,-0.0004764-0.00086226i,-0.00079703+0.0020207i,-6.5035e-07+0.00048658i,0.00071706+0.00084911i,-0.00076567+0.0010536i,0.0020639+0.0039168i,0.0017159-0.0002724i,0.00090855+0.00084781i,-0.00021768+0.0012255i,-0.00094892+0.00046522i,-0.00093095+0.00068376i,-0.00049566+0.0012464i,0.00022329-0.0015387i,-0.00070879-0.00022214i,-0.00010875-0.0010382i,-0.00014074-0.0014731i,-0.00035279-0.00052978i,0.0034529+0.002935i,0.0025631+0.0006865i,-0.00020513+0.00040635i,0.0014709+0.00030545i,0.00030307-0.0045321i,0.00064155+0.0018206i,0.0011253+0.00063607i,5.8432e-05+0.0014833i,-0.00062172+0.0015682i,-0.014368-0.0058831i,-0.01764-0.021809i,-0.016444-0.02749i,-0.016831-0.0081282i,-0.029059-0.020547i,-0.018427-0.0091965i,-0.018235+8.449e-05i,-0.036116+0.013603i,-0.0018927-0.020955i,-0.0088916-0.015231i,0.012714+9.2908e-05i,0.001307+0.0010024i,0.0036874-0.00056479i,0.0031609-0.00066623i,-0.00043988-0.0022297i,0.004352+0.010917i,0.0030391-0.00058081i,0.002513+0.003861i,-0.0029996-0.0009121i,-0.0020017+0.00079682i,0.0013922-6.1422e-05i,-0.0020893-0.00086255i,-0.00096106-0.0027562i,0.0030896+0.001368i,-0.0057741-0.0021241i,-0.0055375+0.0022499i,-0.0015489+0.0029265i,0.0012275+0.00091635i,-0.00013733+0.0010953i,0.0015662+0.00030025i,-0.0046342+0.0047852i,-0.00034703-0.0039585i,0.00087705+0.0018457i,-0.0021328+0.0024275i,0.001198+0.00026255i,0.0051302+0.00012223i,0.0010833+0.00055152i,-0.0015066+0.001479i,-0.0011371+0.00043464i,0.0030435+0.00098855i,-0.00030676-8.1846e-05i,-0.0015613+0.0028841i,0.0021087+0.0018081i,0.0040119-0.0022557i,0.0017399-0.0013087i,-0.021516-0.020478i,-0.0009678-0.012462i,-0.0020882+0.00030802i,0.0092558+0.011702i,-0.0012268-0.006292i,0.002166-0.001361i,-0.0014991+0.01024i
-0.011162-0.0080492i,-0.026247+0.01556i,-0.0041562+0.022598i,0.0031953+0.0090296i,0.004739+0.0074192i,0.0022784+0.0097901i,-0.0039667+0.020245i,-0.021121+0.018854i,-0.011565+0.021012i,0.00034794+0.0029815i,-0.0020358+5.3754e-05i,0.0018233+0.0017501i,-0.00071733+0.0022257i,0.0024001-0.00053153i,0.0004393+0.00077287i,-0.00010087+0.0024082i,0.0025902+0.00022447i,-0.0022222+0.0018608i,-0.00060461-0.00064582i,1.2045e-05+0.0020577i,1.8345e-06+0.0006278i,0.00085091+0.00050207i,-0.00036714+0.0014391i,0.0030115+0.003452i,0.0017983-0.00090289i,0.0011898+0.00040408i,0.00037904+0.001188i,-0.00068542+0.00078158i,-0.00065087+0.00070174i,-3.001e-05+0.0012102i,-0.00029193-0.001638i,-0.00070024+0.00023626i,-0.00054809-0.00089627i,-0.00083962-0.0012312i,-0.00050737-0.00032575i,0.0041248+0.0020505i,0.0025646-0.0002687i,5.4457e-05+0.00044006i,0.0012417-0.00033981i,-0.0012361-0.0040396i,0.0012054+0.0014812i,0.0010641-1.9016e-05i,0.0003916+0.0012698i,4.4074e-05+0.0016682i,-0.016422-0.0038479i,-0.020934-0.019941i,-0.020198-0.026862i,-0.017384-0.0063085i,-0.032672-0.017489i,-0.019087-0.0088683i,-0.016466-0.00091663i,-0.032806+0.015878i,-0.0044709-0.022689i,-0.010401-0.015869i,0.011391-0.0027614i,0.001751+0.00090335i,0.0044031-0.00090598i,0.0023555-0.0012228i,-0.0016037-0.0016347i,0.0085347+0.0097863i,0.002506-0.00031254i,0.0039143+0.002802i,-0.0034624-0.00025811i,-0.0013585+0.001896i,0.0011104-0.00050394i,-0.0026829-0.0006216i,-0.0015051-0.00319i,0.0025285-0.00024294i,-0.0054817-1.5596e-05i,-0.0045779+0.0042939i,3.6717e-05+0.0031771i,0.00090242+0.00082457i,-1.434e-06+0.0010653i,0.0012873+0.00023969i,-0.0022405+0.005796i,-0.001901-0.0033501i,0.0011065+0.0016815i,-0.00057765+0.0032496i,0.0011035+0.00037687i,0.0046192-0.0012438i,0.0007871+0.00084534i,-0.00094967+0.0023112i,-0.00093877+0.00079204i,0.0020292-1.2579e-05i,-0.00066628+3.5296e-05i,-0.00025162+0.0026278i,0.0028772+0.00087989i,0.0032951-0.0030047i,0.0010712-0.0017665i,-0.02326-0.017427i,-0.0064511-0.0098188i,-0.004428+0.0015556i,0.0096124+0.0080207i,-0.0021158-0.0051345i,0.0016651-0.001355i,-0.0012609+0.010696i
-0.012541-0.0061397i,-0.022395+0.018295i,-0.00086423+0.020996i,0.0033443+0.0069834i,0.004881+0.0062076i,0.0030913+0.0091512i,-0.0010825+0.019742i,-0.018399+0.021081i,-0.0081576+0.021169i,0.0012261+0.0026959i,-0.0016593+0.00094374i,0.0021734+0.00076249i,0.00013164+0.0020384i,0.0020639-0.0012617i,0.00076151+0.00044152i,0.00067385+0.0023597i,0.003012-0.00086248i,-0.0014841+0.0024754i,-0.00080244-0.00071493i,0.00066787+0.001748i,0.00021744+0.00092145i,0.00078043+0.00028922i,0.00022823+0.0016102i,0.0039049+0.0026475i,0.0014487-0.0015616i,0.0012468-0.00018076i,0.00079639+0.00089968i,-0.00031785+0.0010504i,-0.00041786+0.00065705i,0.0004149+0.0010043i,-0.00085801-0.0015035i,-0.00049774+0.00056922i,-0.00084027-0.00053878i,-0.0012914-0.000663i,-0.00051293-5.1814e-05i,0.004682+0.0011677i,0.0022067-0.001058i,0.00021321+0.00033618i,0.0009607-0.0006461i,-0.0021753-0.0029536i,0.0015308+0.0010235i,0.0007685-0.00040018i,0.00060302+0.0010943i,0.00066818+0.0013193i,-0.017864-0.0011991i,-0.023513-0.017086i,-0.024141-0.024714i,-0.017411-0.0046025i,-0.035214-0.013316i,-0.020329-0.0080507i,-0.015794-0.0025248i,-0.02971+0.017663i,-0.0072414-0.023409i,-0.012905-0.016186i,0.0095265-0.0044879i,0.0021365+0.00057526i,0.0048648-0.0019571i,0.0013008-0.0011745i,-0.0020579-0.00036514i,0.012099+0.006998i,0.0026885-8.4848e-05i,0.0044899+0.0014001i,-0.0034564+0.00081486i,-5.0684e-05+0.0022922i,0.00073557-0.00055258i,-0.003084-6.8489e-07i,-0.0025305-0.0035057i,0.0015912-0.0010434i,-0.0047149+0.0013018i,-0.0027086+0.0054788i,0.0013095+0.0025301i,0.0010292+0.0011148i,-2.5634e-05+0.0013671i,0.0012741-5.8334e-05i,0.00020085+0.0054843i,-0.0028988-0.0017686i,0.0015496+0.0016442i,0.00091557+0.0030473i,0.0010552+0.00027045i,0.0037028-0.002375i,0.0013377+0.0011169i,-9.7968e-06+0.0027713i,-0.00088141+0.00088353i,0.0010003-0.00034125i,-0.0006868+0.00043718i,0.00051683+0.0018211i,0.003189-0.00019189i,0.00245-0.0036846i,0.00014732-0.0018081i,-0.024318-0.014445i,-0.0098855-0.0054758i,-0.0059394+0.0036592i,0.0081754+0.0049269i,-0.0023661-0.0039543i,0.0014856-0.0011031i,-0.00054143+0.011536i
-0.013328-0.0039267i,-0.018894+0.019906i,0.0015468+0.019125i,0.0028682+0.0054234i,0.0047919+0.0050902i,0.0040793+0.0082695i,0.0012736+0.018912i,-0.015038+0.022937i,-0.0053942+0.020763i,0.0019434+0.0021462i,-0.0009737+0.0015567i,0.0020928+3.5444e-05i,0.00080259+0.0015398i,0.0015337-0.0018573i,0.00093894+3.2879e-05i,0.0014476+0.0018158i,0.0029182-0.0021267i,-0.00056346+0.0027605i,-0.0012833-0.00055202i,0.0010325+0.0012942i,0.00074339+0.0009797i,0.00086653+0.0001041i,0.00081774+0.0014192i,0.0045351+0.001471i,0.0009085-0.0020658i,0.00092724-0.00080669i,0.0010151+0.00048462i,7.1725e-05+0.0010159i,-0.00021958+0.00055623i,0.00059267+0.00059321i,-0.0013926-0.0011618i,-0.00018898+0.00067746i,-0.00092765-0.0001675i,-0.0014119-2.6225e-06i,-0.0003852+0.00013718i,0.0051923+0.00018309i,0.0017229-0.0016186i,0.00026706+0.0001266i,0.00073691-0.00086273i,-0.0024288-0.0018898i,0.0017739+0.00048701i,0.00032816-0.00045133i,0.00084927+0.00087493i,0.00081326+0.00089928i,-0.01866+0.0017087i,-0.025149-0.013768i,-0.027085-0.021401i,-0.01711-0.0034986i,-0.036855-0.0088509i,-0.021538-0.0065402i,-0.016679-0.0038353i,-0.026811+0.018934i,-0.0098824-0.023661i,-0.015069-0.015732i,0.0080214-0.0053683i,0.0024392+9.3621e-05i,0.0048214-0.0036519i,0.00052762-0.00064864i,-0.0019178+0.0010601i,0.014542+0.0030075i,0.0029084-0.00024369i,0.004212-9.6667e-05i,-0.0030224+0.0015113i,0.001093+0.0019582i,0.00082242-0.00033811i,-0.0032996+0.00078335i,-0.0038158-0.0034174i,0.00092753-0.0014998i,-0.0038014+0.0022854i,-0.00087945+0.0058771i,0.0021269+0.0016507i,0.0017529+0.0011391i,0.00035061+0.0015923i,0.0006946-0.00036357i,0.0019406+0.004531i,-0.0026735-0.00011509i,0.0021214+0.0013096i,0.0019756+0.0022505i,0.0010112+0.00024552i,0.0024744-0.0030778i,0.0018691+0.00053828i,0.0010329+0.0028127i,-0.00075877+0.0013584i,0.00028343+5.0236e-05i,-0.00054961+0.00068678i,0.00047668+0.00093587i,0.0032679-0.0014999i,0.0011655-0.0041671i,-0.00053971-0.0014203i,-0.024948-0.011839i,-0.011373-0.0011326i,-0.0065115+0.0061792i,0.0057801+0.0032537i,-0.00214-0.0029924i,0.0016257-0.00092039i,0.00081088+0.012162i
-0.013358-0.0016498i,-0.015672+0.021068i,0.0034375+0.017026i,0.0020997+0.0046298i,0.0043838+0.0041105i,0.0048778+0.0071039i,0.003425+0.01792i,-0.011546+0.024058i,-0.0032924+0.020336i,0.0024585+0.0013573i,-0.00010654+0.0016041i,0.0019252-0.00046274i,0.0011606+0.00085669i,0.00072763-0.0021733i,0.00093691-0.00035933i,0.0019281+0.0010416i,0.002341-0.0034532i,0.0003021+0.0027202i,-0.0015161+3.568e-05i,0.0012733+0.00093956i,0.0011574+0.00068133i,0.00077985-1.0496e-05i,0.0012741+0.00097602i,0.0047047-0.00010507i,0.00010699-0.0024095i,0.00033133-0.00095361i,0.0010634+3.156e-05i,0.00037961+0.00094557i,-0.00018792+0.00041175i,0.00045852+0.00016977i,-0.0017641-0.00061099i,4.1314e-05+0.00064572i,-0.00093216+0.00011329i,-0.0012783+0.00055643i,-0.000253+9.0633e-05i,0.0054189-0.0010663i,0.0012514-0.002152i,0.00024925-1.1898e-05i,0.00049333-0.0010815i,-0.0023705-0.0011951i,0.0017274-7.7717e-05i,0.00018278-0.00022543i,0.00097333+0.00059658i,0.00090704+0.0007784i,-0.018806+0.0047268i,-0.025878-0.010744i,-0.028842-0.017332i,-0.017297-0.0026203i,-0.037549-0.0040909i,-0.022047-0.0047061i,-0.018495-0.0041373i,-0.024691+0.019883i,-0.012783-0.023676i,-0.017353-0.014532i,0.0068695-0.0060106i,0.0023817-0.00063548i,0.0034608-0.0055495i,1.1844e-05+0.00017807i,-0.0012014+0.0022994i,0.015438-0.0020513i,0.0031787-0.00049115i,0.0029822-0.0011382i,-0.0023701+0.0020631i,0.0021803+0.0011754i,0.0012683-0.00058883i,-0.0032112+0.001805i,-0.005399-0.0026684i,0.00016756-0.0018614i,-0.0029794+0.0029221i,0.00081365+0.0055769i,0.0024141+0.00032782i,0.0022844+0.00055258i,0.00075729+0.0016919i,2.9971e-05-9.6205e-05i,0.0030234+0.0031209i,-0.0018759+0.00094257i,0.002368+0.00079511i,0.00248+0.0014311i,0.0010135+0.00022278i,0.00094628-0.0032809i,0.0020518-0.00015022i,0.0018478+0.0024063i,-0.00021557+0.0016026i,-9.1125e-06+0.00060503i,-0.00035826+0.0010132i,0.00016205+0.00047397i,0.0025534-0.003005i,5.92e-06-0.0038892i,-0.00098399-0.0009376i,-0.025326-0.0091221i,-0.011731+0.002961i,-0.0061285+0.009003i,0.0032187+0.0030119i,-0.0016469-0.0023587i,0.0018923-0.00091752i,0.0024658+0.012363i
-0.013013-1.9105e-05i,-0.012639+0.02193i,0.0044179+0.015082i,0.0014915+0.004435i,0.0038301+0.0035767i,0.0054025+0.0058928i,0.0052118+0.016889i,-0.0078085+0.02461i,-0.0010592+0.020108i,0.0026062+0.00048313i,0.00047188+0.0013356i,0.0016769-0.00084093i,0.0013139+0.00031749i,-0.00013643-0.0019446i,0.00080984-0.00064672i,0.0020557+0.00022598i,0.0010819-0.0044786i,0.0010523+0.0024473i,-0.0014414+0.00060983i,0.0015164+0.00057903i,0.0015176+0.00018062i,0.00073257-2.7272e-05i,0.0014351+0.00040461i,0.0042279-0.0016773i,-0.00076928-0.0023796i,-4.0681e-06-0.00075201i,0.00093761-0.0003884i,0.0005883+0.0007592i,-0.00027397+0.00043055i,0.00020376+7.9978e-05i,-0.0019202+7.4423e-05i,0.00013852+0.00057686i,-0.00091842+0.00044182i,-0.00097485+0.0010688i,-0.00023342+4.3103e-05i,0.0052865-0.0023699i,0.00048671-0.0025928i,0.00021191-8.2366e-05i,0.00012229-0.0013846i,-0.0023309-0.00083629i,0.0014547-0.0005509i,0.0003011-0.00014793i,0.0010022+0.00052341i,0.0011066+0.00064591i,-0.01823+0.0076611i,-0.0263-0.0083316i,-0.029048-0.013261i,-0.017667-0.0012687i,-0.037053+0.00055981i,-0.022244-0.0031666i,-0.020788-0.0032685i,-0.022875+0.021284i,-0.015145-0.02309i,-0.019096-0.012914i,0.0055768-0.0066612i,0.0017553-0.0011756i,0.0009438-0.0062813i,7.7821e-05+0.001054i,0.00035128+0.0033941i,0.013766-0.0073891i,0.0035973-0.0011999i,0.0014007-0.0010274i,-0.0016254+0.0021041i,0.0027249-0.0003219i,0.0012986-0.0012912i,-0.0026176+0.0028893i,-0.0066822-0.0011091i,-0.00087015-0.0016243i,-0.0017982+0.0034361i,0.0020532+0.0048104i,0.0017401-0.00085203i,0.0025471-0.0002491i,0.0012183+0.0015067i,-2.7422e-06+0.00044569i,0.0032725+0.0018129i,-0.00083118+0.0014362i,0.002575+0.0003805i,0.0027801+0.00064272i,0.0011183+0.00017032i,-0.00031395-0.0025634i,0.0021842-0.00082496i,0.0026854+0.0017346i,0.00062591+0.0012298i,0.0002164+0.0012803i,0.0002515+0.0013393i,-0.00010753+0.00034293i,0.0008806-0.0038073i,-0.00084431-0.0032959i,-0.0012809-0.00028105i,-0.025169-0.0069008i,-0.010979+0.0068651i,-0.0043779+0.011217i,0.0014148+0.0044592i,-0.0011141-0.0022352i,0.0020764-0.0013225i,0.0041154+0.011996i
-0.012918+0.0013657i,-0.0096338+0.022648i,0.0051022+0.013692i,0.0014172+0.0044733i,0.0034838+0.0034286i,0.0058111+0.0045723i,0.0069258+0.01579i,-0.0040397+0.024187i,0.0013947+0.019699i,0.0024255-0.00032457i,0.00076387+0.0010957i,0.0014739-0.0011182i,0.0014495-0.00031442i,-0.0004445-0.0013665i,0.00065131-0.00088721i,0.0018227-0.00055539i,-0.00056339-0.0046423i,0.0015771+0.0020126i,-0.0011677+0.001053i,0.0017458+0.00012637i,0.0015395-0.00060948i,0.00085336-0.0001089i,0.0012853-6.546e-05i,0.003073-0.0026681i,-0.0015103-0.0019053i,-5.3185e-05-0.00050444i,0.00059828-0.00076025i,0.00068448+0.00042969i,-0.00013506+0.00058632i,4.9441e-05+0.00015183i,-0.0017369+0.00074886i,0.00027546+0.0005324i,-0.00075882+0.00081878i,-0.00042502+0.0013195i,-0.00018099+0.00012336i,0.0047258-0.0038217i,-0.00058058-0.0026853i,0.00011683-0.00016027i,-0.0005549-0.0013553i,-0.0025897-0.00055678i,0.0011196-0.00087007i,0.0003818-0.00024343i,0.0013669+0.00051761i,0.001249+0.00042033i,-0.016912+0.010313i,-0.026696-0.0060759i,-0.028055-0.010417i,-0.017452+0.00036517i,-0.035419+0.0044418i,-0.022003-0.0014454i,-0.022521-0.00093228i,-0.020232+0.0231i,-0.017659-0.022607i,-0.020364-0.0119i,0.0044602-0.0072873i,0.00094462-0.0011612i,-0.0014714-0.0052629i,0.00064255+0.0017483i,0.0026352+0.0032044i,0.0098244-0.011248i,0.0032338-0.0025096i,0.00055532+0.00022583i,-0.0010811+0.0018767i,0.0022777-0.0018303i,0.00099502-0.0018997i,-0.0014538+0.0035057i,-0.0072607+0.0011722i,-0.0013239-0.00097184i,-0.00053764+0.0034629i,0.0028781+0.0038898i,0.00071131-0.0012656i,0.0026398-0.0011773i,0.0017017+0.0012185i,0.000109+0.00072832i,0.0032084+0.0011093i,0.00030059+0.0014022i,0.0028536-0.00027738i,0.0028652-0.00010131i,0.0010265-0.00014548i,-0.00065354-0.0015419i,0.0017227-0.0018947i,0.0031752+0.00062089i,0.00070864+0.00048077i,0.00086475+0.0015225i,0.00095966+0.0012925i,-0.00014775+0.00049418i,-0.00044506-0.0034468i,-0.0016663-0.0026426i,-0.0014856+0.00053097i,-0.02517-0.0050804i,-0.0091531+0.00947i,-0.0020179+0.012034i,0.0010794+0.0065199i,-0.0015545-0.002715i,0.0018692-0.001658i,0.0058894+0.011196i
-0.012773+0.0029561i,-0.0065159+0.023144i,0.0059207+0.012599i,0.001605+0.004232i,0.0034838+0.0031588i,0.0059754+0.0029651i,0.0087499+0.014627i,-0.00094832+0.023028i,0.0039297+0.018588i,0.0019374-0.00087826i,0.00098572+0.00082773i,0.0012112-0.0013875i,0.0012784-0.0011275i,-0.00046516-0.00099606i,0.00041532-0.0010897i,0.0012909-0.0010677i,-0.0019965-0.0039415i,0.0020119+0.0014806i,-0.00076206+0.0015366i,0.0018115-0.00048473i,0.00098671-0.0012202i,0.00093891-0.00033443i,0.0010609-0.00032134i,0.0019442-0.0027857i,-0.0018305-0.0012372i,8.9521e-05-0.00050908i,0.00018946-0.00096793i,0.00055501+5.2758e-05i,0.00012718+0.00059636i,8.2117e-05+0.00033579i,-0.0013402+0.0012135i,0.00051022+0.00042524i,-0.00037679+0.0011354i,6.023e-05+0.0013126i,-8.6061e-05+0.00016437i,0.0035387-0.0052239i,-0.0015229-0.0022482i,3.3461e-05-0.00019108i,-0.0010472-0.00094162i,-0.0029984+0.00011762i,0.00072526-0.00098028i,0.00031103-0.00036268i,0.0018851+0.00024733i,0.0013551+9.453e-05i,-0.015375+0.012449i,-0.027313-0.003756i,-0.027222-0.0086381i,-0.016831+0.0017487i,-0.033458+0.0075387i,-0.021263-0.00042871i,-0.023028+0.0022215i,-0.016929+0.024484i,-0.020275-0.021537i,-0.022272-0.010685i,0.0033916-0.0080789i,0.00024237-0.00068864i,-0.0029286-0.0035155i,0.0012985+0.0018436i,0.0042464+0.0020139i,0.0049819-0.012662i,0.0019111-0.0032197i,0.00081206+0.0016045i,-0.00097654+0.0015737i,0.001273-0.002691i,0.0004073-0.0024349i,-0.00029585+0.003476i,-0.0066333+0.0034533i,-0.0013728-0.00038218i,0.00055059+0.0031557i,0.0034687+0.0031327i,-5.1493e-05-0.0010824i,0.0020652-0.0022591i,0.0018103+0.00036728i,0.00047338+0.0013051i,0.0031892+0.00060028i,0.0012746+0.00059241i,0.0028155-0.0012453i,0.0027311-0.0010093i,0.00099847-0.00020422i,-0.00036815-0.00065035i,0.00019488-0.0026421i,0.0028642-0.00037155i,0.00023241+0.00020737i,0.0015024+0.0013058i,0.0016329+0.00078773i,-0.00017425+0.00039898i,-0.0011722-0.0030029i,-0.0021769-0.0012436i,-0.0012204+0.0014255i,-0.025396-0.0033201i,-0.0077464+0.011027i,-0.00047853+0.011814i,0.0019609+0.0077713i,-0.0024439-0.0022883i,0.0014321-0.001986i,0.0072714+0.0095977i
-0.012276+0.0047405i,-0.0032243+0.023223i,0.0067988+0.011446i,0.0017881+0.0039078i,0.0034276+0.0026721i,0.0056026+0.0013005i,0.010605+0.012975i,0.0014913+0.021754i,0.0061233+0.016849i,0.0013712-0.0010872i,0.00096937+0.00060214i,0.00096388-0.0015503i,0.00067309-0.0017484i,-0.00038185-0.00075411i,7.9007e-05-0.0011409i,0.00079696-0.0010807i,-0.0027081-0.0029419i,0.0021227+0.00091482i,-0.00017381+0.0018238i,0.0016125-0.0010297i,0.00023484-0.0013079i,0.00092179-0.00053522i,0.0008849-0.00048386i,0.0013907-0.0027043i,-0.0018749-0.00066405i,0.00013654-0.00056366i,-0.00027458-0.00093988i,0.00028379-5.2797e-05i,0.0003288+0.00045815i,0.00026659+0.00044231i,-0.0008882+0.001511i,0.0006284+0.0003285i,6.6644e-05+0.0012226i,0.00050207+0.0011501i,-3.875e-05+0.000182i,0.0016977-0.0063333i,-0.002081-0.0015359i,-3.6567e-05-0.00016296i,-0.0012875-0.00050164i,-0.0030722+0.0010716i,0.00033654-0.00099568i,0.00018505-0.00041999i,0.0021789-0.00038306i,0.0013893-0.00019768i,-0.013383+0.014346i,-0.027965-0.00095603i,-0.026653-0.0071481i,-0.016179+0.0031031i,-0.031542+0.0098433i,-0.020773-2.5805e-06i,-0.022178+0.005288i,-0.013188+0.024835i,-0.022539-0.019975i,-0.024419-0.008539i,0.0014657-0.0086874i,-0.00021159+1.387e-05i,-0.0035164-0.0012685i,0.0017933+0.0017185i,0.0053109+0.00045929i,0.00070498-0.011863i,0.00059339-0.0027223i,0.0019261+0.0024606i,-0.0011201+0.0015378i,0.0005851-0.0030105i,-0.00037022-0.0028771i,0.00082253+0.0031101i,-0.0056583+0.0050125i,-0.0016691+5.7283e-05i,0.0015079+0.0025317i,0.0040424+0.0022715i,-0.00069996-0.00084078i,0.00068417-0.002763i,0.0012419-0.00019444i,0.0014622+0.0014007i,0.0030745+1.2972e-05i,0.00088436-0.00054823i,0.0019595-0.0020864i,0.0019386-0.0017963i,0.0010205-0.00036033i,7.7733e-05-0.00034391i,-0.0012885-0.0018772i,0.0023994-0.0010294i,-0.00013689+0.00040754i,0.0018552+0.00082591i,0.0020732-1.8045e-05i,-2.1359e-05+0.00024414i,-0.0017878-0.0026109i,-0.0016368+6.8328e-05i,-0.00068835+0.0020528i,-0.025369-0.0011967i,-0.0064122+0.013104i,0.00024233+0.011634i,0.0031553+0.0083403i,-0.003118-0.0011356i,0.00089126-0.0020331i,0.0078607+0.0077358i
