-0.0099236-0.038988i,-0.01423-0.042554i,0.0011828-0.045391i,-0.026658-0.027325i,-0.020174+0.014191i,-0.033044-0.030502i,-0.060385-0.059852i,-0.022351-0.071269i,-0.03355-0.051069i,0.001412+0.014946i,-0.0068931+0.010496i,-0.014226+0.013881i,0.0018961+0.016015i,-0.0033469-0.0035353i,0.00057875+0.0062257i,0.00062302+0.037213i,0.019488+0.059832i,0.00083307-0.00083985i,-0.0050686-0.0083182i,0.0084635+0.0043462i,0.0015794+0.0010935i,-0.00094465+0.0035067i,0.00015708-0.0011544i,-0.035538-0.0097928i,-0.0022634-0.0072928i,-5.775e-05+0.0044757i,0.0050866+0.00024828i,-0.00013876+0.00061623i,-0.0001403-0.0011737i,-0.00021522-0.0024637i,-0.001247-0.0055328i,-0.0024276-0.0038112i,-0.00031858-0.007395i,0.0030955-0.001519i,0.0031365-0.0024861i,-0.0011091+0.032551i,0.005871-0.0037049i,0.0034101-0.0021326i,0.0049678+4.6593e-05i,-0.013961-0.0045682i,-0.0003267+0.00024814i,0.0093612-0.00052794i,0.0055154-0.00055543i,-0.0042279+0.0038255i,0.0025301+0.0002624i,-0.003105+0.0071684i,0.012672-0.087688i,-0.0071156-0.049949i,-0.025668-0.040599i,-0.020549-0.041852i,0.061599-0.017791i,0.026149-0.061671i,0.038651-0.046787i,0.028586-0.057708i,0.019022-0.015962i,0.0084337+0.010049i,0.024024-0.031299i,-0.0078498-0.0049724i,0.0030672-0.0030345i,-0.0048968-0.0061085i,0.00088048-0.032196i,-0.023569+0.031108i,0.0081016-0.01103i,-0.011272-0.001366i,-0.0048514-0.0010337i,-0.0012588-0.014211i,-0.010011+0.0040286i,0.0035198+0.0079127i,-0.01101+0.031477i,0.0057144+0.007346i,-0.0052904-0.0013698i,-0.001899-0.0019579i,-0.011356-0.0072633i,0.00030594-0.0034841i,-0.033784+0.0057851i,0.0019334-0.012939i,-0.0087245-0.002219i,-0.0064573-0.0027854i,0.0065097+0.0013574i,-0.0089725+0.0010889i,0.0014702+0.00057823i,0.005811+0.0085727i,0.0045965+0.00054554i,-0.0093096-0.0093975i,0.0027924+0.0091703i,-0.018935+0.0071294i,0.0066164+0.0030846i,-0.029742-0.0076371i,-0.033396+0.0039561i,0.023427-0.077853i,0.012783-0.010964i,-0.043247-0.02671i,-0.022892-0.002619i,0.018074+0.012496i,-0.026226+0.012782i,-0.011787-0.0071091i
-0.0082981-0.0098404i,-0.030073+0.0073625i,-0.012592+0.023277i,-0.00041447+0.012664i,0.0036053+0.0095912i,0.0005383+0.010699i,-0.0088472+0.019057i,-0.025736+0.013896i,-0.018488+0.017916i,-0.00086913+0.0024015i,-0.001409-0.0016046i,-0.00049332+0.0022057i,-0.0025328+0.0015615i,0.0017498+0.0012497i,-0.00052062+0.00074709i,-0.0011503+0.0017849i,0.0012581+0.00084693i,-0.0028313-0.0001598i,9.3806e-05-0.0007656i,-0.001371+0.0014139i,-7.7798e-08+0.00051472i,0.00030812+0.0012388i,-0.00090215+0.00059766i,0.00098984+0.0041589i,0.00095276-0.00022443i,0.00055737+0.00103i,-0.00069181+0.00085664i,-0.0011894-3.9683e-05i,-0.0013715+0.00029667i,-0.0010581+0.0011724i,0.00013401-0.00095986i,-0.00048772-0.00062621i,0.00013802-0.001119i,0.00063529-0.0013388i,-0.00031998-0.00080904i,0.0023005+0.0042659i,0.0020202+0.0014975i,-0.00036839+0.00032981i,0.0012145+0.00097834i,0.0028053-0.0041399i,-9.0217e-05+0.0016855i,0.00071054+0.0011582i,-0.00053731+0.0013764i,-0.0010587+0.0014217i,-0.012773-0.0063247i,-0.014555-0.022384i,-0.014857-0.026394i,-0.016256-0.0092484i,-0.026792-0.022255i,-0.018229-0.0096283i,-0.022213+0.00010232i,-0.039673+0.011095i,-0.0005781-0.019157i,-0.0087837-0.014863i,0.01205+0.0038159i,0.0012183+0.00068807i,0.0032498-0.0014707i,0.0035492+0.00011313i,0.00044525-0.0020692i,2.8637e-05+0.0099532i,0.0039181-0.0002098i,0.0011074+0.0039553i,-0.0025484-0.00069688i,-0.0017683-0.0002971i,0.00092621+0.00029193i,-0.0020305-0.00062926i,-0.001029-0.0024951i,0.0021994+0.0032068i,-0.0047813-0.0045214i,-0.004717+0.00041381i,-0.0025399+0.0018991i,0.0011177+0.001445i,-0.00030584+0.00064912i,0.0019996+0.00076965i,-0.0061666+0.0020891i,0.0010964-0.0039052i,0.00053087+0.0021565i,-0.0027816+0.00059599i,0.0014673+0.00070496i,0.0046142+0.0015627i,0.0012682+0.0011686i,-0.0019381+0.00072479i,-0.0011573+0.00016277i,0.0029618+0.0028002i,-0.00011857-1.4815e-05i,-0.0024229+0.0029562i,0.0012424+0.0016489i,0.0042683-0.00080479i,0.0021654-0.00096022i,-0.019071-0.022829i,0.0048009-0.012296i,0.00027169+0.00048332i,0.0070275+0.014462i,0.00018063-0.0069344i,0.0023578-0.00072351i,-0.0023091+0.010136i
-0.010065-0.0086556i,-0.02786+0.012026i,-0.0079782+0.023112i,0.0018615+0.011206i,0.0043535+0.0083111i,0.0014435+0.0098742i,-0.005936+0.019699i,-0.023065+0.0165i,-0.014805+0.020237i,-0.0003632+0.0025862i,-0.0021267-0.0006848i,0.00068147+0.0023839i,-0.0015932+0.002025i,0.0024521+0.00047824i,9.7541e-06+0.00096565i,-0.000733+0.0020765i,0.0015775+0.00070829i,-0.0028589+0.00090991i,-0.00036796-0.00060765i,-0.00074036+0.0019313i,4.6866e-05+0.00052703i,0.00074365+0.00092311i,-0.00072844+0.0010213i,0.0018788+0.0041418i,0.0010806-0.00028271i,0.00091366+0.00075075i,-0.0002831+0.0011642i,-0.0011023+0.00044336i,-0.00096552+0.00064005i,-0.00050718+0.0012825i,-3.7903e-05-0.0010935i,-0.00081071-0.00019002i,-0.0001984-0.0010361i,-0.00017914-0.0015564i,-0.00044271-0.00052335i,0.003401+0.0034247i,0.0024282+0.00060276i,-0.00022802+0.00051747i,0.0014506+0.0002117i,0.0011579-0.004905i,0.00057384+0.0017031i,0.0011798+0.00063557i,-5.2891e-05+0.0013773i,-0.00077435+0.0017008i,-0.01486-0.0049089i,-0.01788-0.021753i,-0.016901-0.026619i,-0.017013-0.0080854i,-0.030182-0.020128i,-0.018248-0.0087683i,-0.019443+0.00055794i,-0.035974+0.014604i,-0.0021741-0.021816i,-0.0093743-0.015408i,0.012415+0.00040354i,0.001275+0.00085149i,0.0032339-0.0010302i,0.003201-0.00054147i,-0.00045728-0.0023578i,0.0039385+0.010614i,0.003063-0.00051877i,0.003003+0.0037656i,-0.0026256-0.00063344i,-0.0020302+0.00085295i,0.0012106+8.3676e-05i,-0.0022297-0.00073374i,-0.00092984-0.0026183i,0.0030477+0.001257i,-0.0058144-0.0022348i,-0.005145+0.0019653i,-0.0014018+0.0029442i,0.0011361+0.00096813i,-0.00036581+0.00094218i,0.0016665+0.00025205i,-0.0046567+0.0045656i,-0.0002453-0.0038229i,0.001044+0.0018382i,-0.0020029+0.0021497i,0.001461+0.00052137i,0.0049954+0.00040691i,0.00091372+0.00064374i,-0.0017166+0.001646i,-0.0013224+0.000596i,0.0027734+0.0011513i,-0.00011093-0.00023413i,-0.0012606+0.0031061i,0.0020019+0.0012415i,0.0040954-0.0021923i,0.0019413-0.0016242i,-0.02132-0.019986i,-0.0012572-0.011647i,-0.0019123+0.00057651i,0.0088758+0.011428i,-0.00065313-0.0065229i,0.0021301-0.0010893i,-0.0016524+0.010178i
-0.011474-0.0070075i,-0.024546+0.015956i,-0.0042121+0.022183i,0.0032289+0.0089774i,0.0047658+0.0070945i,0.002142+0.009101i,-0.0029989+0.019793i,-0.020621+0.018689i,-0.011001+0.021377i,0.00031044+0.0026756i,-0.00206+0.00044124i,0.0017439+0.0017491i,-0.00063391+0.0021739i,0.0023868-0.000565i,0.00063589+0.00076313i,-0.0001298+0.0022207i,0.0022311+0.00042411i,-0.0023067+0.0019667i,-0.00041499-0.00040338i,6.4362e-05+0.0019838i,6.7964e-05+0.00065148i,0.00088787+0.00060612i,-0.00038151+0.0013857i,0.0029193+0.0037604i,0.0011962-0.00070812i,0.0011783+0.00029118i,0.00030034+0.0011571i,-0.00081076+0.00080136i,-0.00064652+0.000725i,1.4394e-05+0.0012242i,-0.00040154-0.0011385i,-0.00080352+0.00026911i,-0.00059965-0.00089473i,-0.00089877-0.0012774i,-0.0005926-0.00026356i,0.0042503+0.002501i,0.0023583-0.00033417i,6.0597e-05+0.00053458i,0.0012218-0.00040621i,-0.00053542-0.0046959i,0.0010609+0.001425i,0.0011972+7.6251e-07i,0.00033401+0.0012021i,-0.00015699+0.0018513i,-0.016602-0.0027931i,-0.021348-0.019719i,-0.020344-0.026034i,-0.017735-0.0063293i,-0.033749-0.016901i,-0.018864-0.0086135i,-0.017398+5.2983e-05i,-0.032382+0.017112i,-0.0050105-0.023475i,-0.010904-0.016214i,0.011442-0.0024733i,0.0015523+0.00089363i,0.003646-0.0011164i,0.0025099-0.0011922i,-0.0016781-0.0018007i,0.0079896+0.0095091i,0.0025246-0.00046507i,0.0045125+0.0025131i,-0.0030138-0.00012546i,-0.0012776+0.002026i,0.0010719-0.00038272i,-0.0027503-0.00050407i,-0.0013487-0.0032052i,0.0024378-0.00039712i,-0.0055504-0.00011612i,-0.0043587+0.0039272i,0.00011675+0.0030828i,0.00093836+0.0009312i,-0.00026247+0.0010247i,0.0013529+0.00016757i,-0.0023275+0.0056272i,-0.0016855-0.0031957i,0.0012327+0.0016562i,-0.00060998+0.0030048i,0.0013321+0.00039334i,0.0045657-0.00098607i,0.00067429+0.00086436i,-0.0010615+0.0024507i,-0.0010457+0.00094371i,0.0018541+0.00027607i,-0.00050354-0.0003263i,9.7418e-05+0.0028533i,0.0026032+0.00037814i,0.0031646-0.0029589i,0.0011529-0.0021674i,-0.022887-0.017246i,-0.0065915-0.0089308i,-0.0041224+0.0017137i,0.0092049+0.0079454i,-0.0017278-0.0055297i,0.0017525-0.0010309i,-0.0012751+0.010501i
-0.012597-0.0051273i,-0.020638+0.01842i,-0.0009122+0.02067i,0.003455+0.0068871i,0.0048896+0.0058964i,0.0028687+0.0085116i,-0.00026302+0.019159i,-0.017902+0.020943i,-0.0073353+0.02135i,0.0010793+0.0024415i,-0.0015753+0.0011932i,0.0021126+0.00080421i,0.00016606+0.0019913i,0.0020319-0.0012736i,0.00093979+0.00038957i,0.00055702+0.0021314i,0.0027883-0.00043709i,-0.0014404+0.0026191i,-0.00049811-0.00053265i,0.00071668+0.0016926i,0.00029162+0.00089293i,0.00088576+0.00030836i,0.00016274+0.0015867i,0.0038924+0.0028812i,0.00095021-0.0012588i,0.0011993-0.00029125i,0.00073753+0.00088373i,-0.00037735+0.0010919i,-0.00036251+0.0006742i,0.00047686+0.00094228i,-0.00082082-0.00099958i,-0.00058334+0.00065228i,-0.00090195-0.00050769i,-0.0013662-0.00064754i,-0.00051263+4.8779e-05i,0.0049479+0.0014561i,0.0019883-0.0010507i,0.00025732+0.00038391i,0.00093222-0.00074988i,-0.001796-0.0039179i,0.0013895+0.0010643i,0.00088471-0.00040545i,0.00048477+0.0010322i,0.00041762+0.0014956i,-0.01772-0.00036366i,-0.024063-0.016799i,-0.024072-0.023905i,-0.017828-0.0045716i,-0.036134-0.012547i,-0.020132-0.0078373i,-0.016351-0.0012932i,-0.028906+0.018946i,-0.0081416-0.024068i,-0.013387-0.016503i,0.0095917-0.0044562i,0.0019667+0.00072125i,0.0041188-0.0017197i,0.0014253-0.0011899i,-0.0021846-0.00052029i,0.011525+0.0069214i,0.002622-0.00025443i,0.005003+0.00092774i,-0.0030235+0.0006956i,0.00016399+0.0025181i,0.00082962-0.00042164i,-0.0031038+6.1674e-05i,-0.002493-0.0035298i,0.0015221-0.0010593i,-0.0047269+0.0012885i,-0.0026382+0.0049903i,0.0012908+0.0024422i,0.0010468+0.0011686i,-0.00028434+0.001405i,0.0012797-0.00011646i,-4.6745e-05+0.0054376i,-0.0027352-0.0017335i,0.0015979+0.0015827i,0.00085113+0.0028231i,0.0012179+0.00027035i,0.0038868-0.0021095i,0.0012465+0.0011188i,-0.00017263+0.0029574i,-0.0009544+0.0011292i,0.0010081+9.7461e-05i,-0.00078028+4.346e-05i,0.00085776+0.0019007i,0.0027906-0.00057633i,0.0023842-0.0035217i,0.00021692-0.002193i,-0.024153-0.014531i,-0.0099292-0.0045667i,-0.0056978+0.0036704i,0.0078789+0.005031i,-0.0021756-0.0043982i,0.0016578-0.00079151i,-0.00051918+0.011198i
-0.013229-0.0029609i,-0.017146+0.019849i,0.0015279+0.01876i,0.0029828+0.0052608i,0.0047793+0.0047336i,0.003786+0.0077322i,0.0020123+0.018207i,-0.014553+0.02282i,-0.0045273+0.020578i,0.0017097+0.0019584i,-0.00084051+0.0017497i,0.002047+8.4397e-05i,0.00082051+0.0015243i,0.0015133-0.0018552i,0.0011155-7.9656e-05i,0.0012019+0.001711i,0.0029734-0.0016075i,-0.00052215+0.0028801i,-0.00090849-0.00050799i,0.0010817+0.0012378i,0.0007705+0.00091892i,0.00095484+2.8833e-05i,0.00075607+0.0014696i,0.0046269+0.0016041i,0.00055729-0.0016095i,0.00088458-0.00089084i,0.00097145+0.00047498i,7.1345e-05+0.0010259i,-0.00012333+0.00054745i,0.00064388+0.00049069i,-0.0012283-0.00069255i,-0.00023179+0.00081856i,-0.00094216-0.00013657i,-0.0014826+4.0045e-05i,-0.00037433+0.00022144i,0.0054844+0.00031278i,0.0015274-0.0015496i,0.00035962+0.00016781i,0.00070934-0.00094695i,-0.0024557-0.0028609i,0.0017225+0.00059831i,0.00047333-0.00045838i,0.00061693+0.00085673i,0.00058452+0.0011127i,-0.018388+0.0023874i,-0.025856-0.013429i,-0.026881-0.020617i,-0.017656-0.003329i,-0.037577-0.0080944i,-0.021255-0.0064006i,-0.016872-0.0025683i,-0.025767+0.019872i,-0.010914-0.024222i,-0.015932-0.015998i,0.0080043-0.0054441i,0.0023291+0.0002893i,0.0043467-0.0031024i,0.00059543-0.00070388i,-0.0020537+0.00091387i,0.014033+0.0029877i,0.0026562-0.00051445i,0.0046015-0.00082075i,-0.0027695+0.0012296i,0.0014342+0.0019926i,0.0010272-0.00025358i,-0.0033406+0.00088515i,-0.0038048-0.0034365i,0.00088988-0.001314i,-0.0038696+0.0022192i,-0.0011162+0.0053097i,0.0020391+0.0015047i,0.0017358+0.0011519i,8.8726e-05+0.0016444i,0.00079105-0.00032014i,0.0016712+0.0045618i,-0.0025938-0.00017555i,0.002048+0.0012755i,0.0018285+0.0021682i,0.0011305+0.00021756i,0.0028272-0.0029346i,0.0017595+0.00067787i,0.00098592+0.0030095i,-0.00071156+0.0015972i,0.00044635+0.00041465i,-0.00083579+0.00048464i,0.00090528+0.00088422i,0.0027383-0.0017701i,0.0011651-0.003971i,-0.00045489-0.0018714i,-0.024988-0.012096i,-0.011233-0.00026856i,-0.0063887+0.0061359i,0.0057306+0.0034494i,-0.0021402-0.0033759i,0.0018372-0.0007211i,0.00054657+0.011836i
-0.013215-0.00087121i,-0.01397+0.020818i,0.0033633+0.016683i,0.0021235+0.0043433i,0.0043569+0.0037235i,0.0045358+0.0066361i,0.0040312+0.017058i,-0.010945+0.023839i,-0.0024478+0.019817i,0.0021918+0.0012373i,6.6328e-05+0.0018243i,0.0018874-0.00042525i,0.0011798+0.00089482i,0.00070005-0.0021719i,0.0010456-0.00053463i,0.0016063+0.0010792i,0.0025542-0.0028145i,0.00034816+0.0028256i,-0.0011777-3.3271e-05i,0.001268+0.00086211i,0.0011897+0.00059961i,0.00076845-7.964e-05i,0.001222+0.0010533i,0.0048183-4.2134e-05i,-4.6953e-05-0.0018164i,0.00025362-0.0010204i,0.0010474+4.8176e-05i,0.00042708+0.00091645i,-2.9951e-05+0.00038236i,0.00048383+0.00012258i,-0.0014781-0.00020348i,8.16e-05+0.00076715i,-0.00090549+0.00013206i,-0.0012913+0.00064309i,-0.00027516+0.00018449i,0.0056418-0.0010149i,0.0010399-0.0020011i,0.00035278+5.6059e-06i,0.00038201-0.0012151i,-0.0026224-0.002043i,0.0017634-4.203e-05i,0.00030834-0.00028974i,0.00076251+0.0007192i,0.00072396+0.0010927i,-0.018374+0.0054284i,-0.026499-0.010037i,-0.028538-0.016664i,-0.017896-0.0021748i,-0.038125-0.0033694i,-0.021723-0.0047123i,-0.018378-0.002976i,-0.023431+0.020497i,-0.013926-0.02383i,-0.018246-0.014635i,0.0067975-0.0061888i,0.0024089-0.00042261i,0.0032616-0.0048898i,7.3295e-05-1.032e-05i,-0.0012714+0.0021864i,0.014863-0.0019803i,0.0027288-0.00072506i,0.0029009-0.0020677i,-0.0023005+0.0017827i,0.0024384+0.0010876i,0.0015205-0.0006288i,-0.0031787+0.0019038i,-0.005435-0.0027217i,0.00015429-0.0015881i,-0.0030141+0.002881i,0.00037777+0.0052509i,0.0022249+0.00019218i,0.0022355+0.00058867i,0.00060721+0.0017529i,0.00026018-8.6256e-05i,0.0026914+0.0031784i,-0.0018751+0.00082834i,0.0023038+0.00082096i,0.0023283+0.0013806i,0.0010284+5.8949e-05i,0.0013055-0.003259i,0.0021008+8.8733e-05i,0.0019584+0.0025947i,-0.00015647+0.0018015i,0.00024261+0.00093676i,-0.00066109+0.0010431i,0.00052646+0.00030583i,0.0020904-0.0030395i,7.3921e-06-0.0036425i,-0.0011225-0.0015144i,-0.025623-0.009499i,-0.011457+0.0037004i,-0.0059141+0.008942i,0.0033298+0.0032516i,-0.0018683-0.0025632i,0.0020415-0.00079366i,0.002049+0.012232i
-0.012858+0.00073243i,-0.011032+0.021515i,0.0042709+0.014814i,0.0014355+0.004123i,0.0037124+0.0031568i,0.0049865+0.0054928i,0.0056473+0.015899i,-0.0071356+0.024341i,-0.00061553+0.019288i,0.0022795+0.00044068i,0.00069253+0.0014756i,0.0016787-0.00079616i,0.0014009+0.00036018i,-0.00013859-0.0019503i,0.00083557-0.00083758i,0.0017416+0.00039762i,0.0015751-0.0040751i,0.0010665+0.0025062i,-0.001103+0.00040585i,0.0014689+0.00052558i,0.0014626+7.0634e-05i,0.00074169-6.3251e-05i,0.0014366+0.00051933i,0.004257-0.0016649i,-0.00071147-0.0016931i,-8.9269e-05-0.00078249i,0.00095344-0.0003949i,0.00067206+0.00072559i,-9.5324e-05+0.00034148i,0.00023793+8.6155e-06i,-0.0014895+0.00045544i,0.00025201+0.00068463i,-0.00090341+0.00044077i,-0.00090749+0.0011824i,-0.00019606+0.00016405i,0.0054632-0.0024119i,0.00030283-0.002381i,0.00029758-0.00014371i,-5.9583e-05-0.0014183i,-0.0027424-0.0014984i,0.0015243-0.00055495i,0.00038246-0.00016763i,0.0009456+0.000702i,0.0010566+0.00095639i,-0.017695+0.0083294i,-0.026737-0.0074959i,-0.028698-0.012792i,-0.018098-0.00062347i,-0.037669+0.0013779i,-0.022066-0.0032494i,-0.020446-0.0022009i,-0.021573+0.021412i,-0.016282-0.022776i,-0.01971-0.012761i,0.0054343-0.0068333i,0.0018752-0.0011013i,0.0010165-0.0055534i,7.6511e-05+0.00087081i,0.00027756+0.0032788i,0.013267-0.007097i,0.0030109-0.0011573i,0.00091781-0.0019234i,-0.0016946+0.0018853i,0.0029407-0.00060022i,0.0014651-0.0013467i,-0.0025079+0.0029372i,-0.00668-0.0010862i,-0.00072338-0.001269i,-0.0019199+0.0034862i,0.0015275+0.0047495i,0.0014959-0.00083994i,0.0024451-0.0001665i,0.0011769+0.0015792i,9.5702e-05+0.00043474i,0.0030977+0.0020729i,-0.00096007+0.001311i,0.0025397+0.00043283i,0.0025852+0.00064352i,0.0010237-1.4004e-06i,-1.2731e-05-0.0027278i,0.0022705-0.00068445i,0.0028869+0.0019291i,0.00065576+0.001411i,0.00050252+0.0014316i,-0.00014413+0.0014984i,0.00011245+0.00011733i,0.00060395-0.0037541i,-0.00076296-0.0029736i,-0.0017478-0.00084453i,-0.025958-0.0072638i,-0.010474+0.0072716i,-0.0041708+0.011164i,0.0015996+0.0045034i,-0.0013976-0.002236i,0.0021213-0.0011088i,0.0038408+0.012069i
-0.012675+0.0021402i,-0.0081+0.022026i,0.005001+0.013443i,0.0012797+0.0041627i,0.0032704+0.0030229i,0.0053352+0.0042801i,0.0071643+0.014761i,-0.0034691+0.02381i,0.00154+0.018821i,0.0020469-0.00028074i,0.00096155+0.0011593i,0.0014726-0.0010895i,0.001569-0.00031388i,-0.00044371-0.0013656i,0.00058181-0.0010339i,0.0015962-0.00025768i,-3.7251e-05-0.0045183i,0.0015797+0.0020725i,-0.00097635+0.00070455i,0.0016674+7.3408e-05i,0.0013862-0.00063482i,0.00083742-0.00019925i,0.0013411+9.3096e-06i,0.0030496-0.0026943i,-0.0011503-0.0012751i,-0.0001321-0.00051802i,0.00062574-0.00079081i,0.00073854+0.00041383i,-4.9785e-05+0.00044508i,3.0577e-05+0.00010882i,-0.0011119+0.00097956i,0.00043498+0.00060822i,-0.00078728+0.00082091i,-0.00030589+0.0013866i,-5.7299e-05+0.00013243i,0.004848-0.0038534i,-0.0006312-0.0024022i,0.00018759-0.00025668i,-0.00067549-0.0014009i,-0.0031861-0.00104i,0.0011585-0.00092776i,0.00041421-0.00024637i,0.0013474+0.00057141i,0.001371+0.00068291i,-0.016233+0.01084i,-0.027064-0.005246i,-0.027851-0.010004i,-0.017707+0.0010342i,-0.035994+0.0053022i,-0.021981-0.0014722i,-0.022004-3.87e-05i,-0.019301+0.022907i,-0.018399-0.0221i,-0.020918-0.011639i,0.0042178-0.0073764i,0.0010482-0.0012665i,-0.0011041-0.0046631i,0.00054404+0.001613i,0.0024844+0.0031345i,0.0093782-0.010713i,0.0028448-0.0021206i,-0.00018682-0.00037162i,-0.0012774+0.0017039i,0.0023513-0.0022312i,0.0011324-0.0018778i,-0.0013791+0.0035077i,-0.007192+0.0012208i,-0.00096511-0.00077766i,-0.00068259+0.0036214i,0.0023556+0.0040875i,0.00057273-0.0011224i,0.0024712-0.0010581i,0.0016949+0.0012035i,0.00019604+0.00072828i,0.0032114+0.0013579i,4.5814e-05+0.0013591i,0.0028393-0.00029277i,0.0027276-0.00012869i,0.00087021-0.00022512i,-0.00055505-0.0017523i,0.0018788-0.0017676i,0.0033556+0.000773i,0.00069014+0.00066994i,0.0010851+0.0016027i,0.00063296+0.0015619i,-6.9396e-05+0.00015594i,-0.00069233-0.003414i,-0.0013289-0.0023948i,-0.0020863+0.00017296i,-0.026277-0.0051101i,-0.0085183+0.0096503i,-0.0018927+0.011987i,0.0012084+0.0063864i,-0.0017851-0.002545i,0.0020009-0.0014727i,0.0057473+0.011374i
-0.012452+0.0037196i,-0.005097+0.022339i,0.0057683+0.012348i,0.0014136+0.0039818i,0.003198+0.0027805i,0.0054675+0.0028111i,0.0088114+0.0136i,-0.00045458+0.022525i,0.0037013+0.017889i,0.0016148-0.00070205i,0.001186+0.0008673i,0.0012357-0.0013306i,0.0014155-0.0011583i,-0.0004757-0.0010241i,0.00028656-0.0012039i,0.0013034-0.00068608i,-0.001538-0.0041603i,0.0019588+0.0015595i,-0.00077302+0.0011275i,0.0017097-0.00051295i,0.00084488-0.0011931i,0.0008545-0.00035358i,0.0011475-0.00031821i,0.0019822-0.0028122i,-0.0013111-0.00075031i,-3.0603e-06-0.0004796i,0.00017248-0.00098091i,0.00059672+1.8035e-05i,0.00014028+0.00048455i,3.2512e-05+0.00030536i,-0.00062842+0.0012243i,0.00063327+0.00042853i,-0.00038933+0.0011096i,0.00020488+0.0012747i,1.9603e-05+0.00011142i,0.0036669-0.0051797i,-0.0014704-0.0019429i,7.3292e-05-0.00027652i,-0.0011541-0.0008879i,-0.0035621-0.00010914i,0.0007305-0.001073i,0.00031905-0.00040533i,0.0018659+0.0001667i,0.0015778+0.00032214i,-0.014594+0.01285i,-0.027645-0.0028588i,-0.027181-0.0082355i,-0.016958+0.0024209i,-0.034009+0.0084461i,-0.021315-0.00039429i,-0.022459+0.00295i,-0.016528+0.024214i,-0.02057-0.020949i,-0.022912-0.010335i,0.0030048-0.0079322i,0.00022583-0.00086555i,-0.0023697-0.0032569i,0.0012077+0.001747i,0.0040219+0.0019593i,0.0046032-0.012099i,0.0016986-0.0027822i,-9.7117e-05+0.0012249i,-0.0012045+0.0015667i,0.0011505-0.0031078i,0.00057802-0.0024604i,-0.00023143+0.0035343i,-0.0065031+0.0033827i,-0.00099622-0.0003601i,0.00041172+0.0034155i,0.0029996+0.0035386i,-0.00016023-0.00099675i,0.0019818-0.0021043i,0.0018773+0.00032667i,0.00055045+0.0013151i,0.0032729+0.00078377i,0.0010039+0.00060628i,0.0027536-0.001263i,0.0025131-0.00094362i,0.00087384-0.00022131i,-0.0004972-0.00078864i,0.00040505-0.0024815i,0.0030852-0.00035058i,0.00032797+0.00031007i,0.0016209+0.001377i,0.001551+0.001011i,-0.00020647+0.00013738i,-0.0013931-0.0028986i,-0.001797-0.001268i,-0.0019163+0.0013631i,-0.026518-0.0028162i,-0.0070293+0.011045i,-0.00039243+0.011802i,0.0019762+0.0076148i,-0.0025694-0.0020463i,0.0016718-0.0018057i,0.0072325+0.0098614i
-0.011804+0.0054546i,-0.0019892+0.022222i,0.006599+0.011254i,0.0015859+0.0036949i,0.0031283+0.002377i,0.0051106+0.0012747i,0.010444+0.011993i,0.001851+0.021148i,0.0057939+0.016474i,0.0011163-0.00082319i,0.0011763+0.0006026i,0.0010414-0.0014967i,0.00080091-0.0018472i,-0.00042293-0.00076594i,-3.3779e-05-0.0011654i,0.00097337-0.00080011i,-0.0023679-0.003294i,0.0021229+0.0010434i,-0.00030275+0.0015116i,0.0015158-0.0010353i,0.00013653-0.0012434i,0.00081074-0.00049976i,0.00098169-0.00055129i,0.0014534-0.002694i,-0.0012733-0.00032953i,3.807e-05-0.00050994i,-0.00030236-0.00091121i,0.00032714-7.6243e-05i,0.00028979+0.0003833i,0.00021874+0.00041468i,-0.00021545+0.0013076i,0.00072876+0.00022978i,4.4369e-05+0.0012146i,0.00057683+0.001051i,3.595e-05+4.2006e-05i,0.0018373-0.0062768i,-0.0019335-0.0012723i,-7.225e-05-0.00028041i,-0.0013354-0.00043182i,-0.0036029+0.00098781i,0.00027979-0.0010995i,0.00019175-0.00049353i,0.0021615-0.00055349i,0.0016833-0.00010705i,-0.012417+0.014498i,-0.028007+7.0513e-06i,-0.026726-0.0066535i,-0.016181+0.0036499i,-0.031936+0.010876i,-0.020785+0.00014461i,-0.021565+0.0058135i,-0.012956+0.024754i,-0.022573-0.019421i,-0.02486-0.008008i,0.0011927-0.0085412i,-0.00034287-7.7232e-05i,-0.0030424-0.0013319i,0.0017509+0.0016332i,0.0050529+0.00052286i,0.00043971-0.011181i,0.0006484-0.0022731i,0.00092109+0.0024339i,-0.0012241+0.0016868i,0.00022531-0.0032734i,-0.00031885-0.002936i,0.00091216+0.0031501i,-0.0055336+0.0048543i,-0.0013194-0.00014237i,0.00146+0.0029011i,0.0038184+0.002834i,-0.00073857-0.00067471i,0.00064594-0.0026611i,0.001333-0.00032679i,0.0014255+0.0014183i,0.0032013+0.00012903i,0.00069159-0.00035565i,0.0019373-0.002084i,0.0017944-0.0017426i,0.00095772-0.00033163i,-0.00015552-0.00036438i,-0.00099594-0.001803i,0.0025946-0.0010123i,-9.0364e-05+0.00039242i,0.0019124+0.00089819i,0.0020856+0.00013061i,-0.00015162+7.7127e-05i,-0.0018939-0.0024402i,-0.0014242-9.1278e-05i,-0.0014541+0.0022693i,-0.026355-5.8019e-05i,-0.0057504+0.01287i,0.00042149+0.011678i,0.0031035+0.0081914i,-0.0031434-0.00086838i,0.0011906-0.0019105i,0.0080177+0.0079315i
