-0.0078471-0.038882i,-0.012956-0.042816i,0.0016168-0.045791i,-0.027417-0.027313i,-0.020169+0.014326i,-0.03297-0.031349i,-0.060916-0.059002i,-0.022758-0.072427i,-0.034268-0.049738i,0.0014945+0.014998i,-0.007469+0.010302i,-0.014686+0.013223i,0.001871+0.016175i,-0.0039869-0.0034691i,0.00077858+0.0061746i,0.00064812+0.037358i,0.019324+0.058256i,0.00093377-0.00058138i,-0.0051726-0.0082201i,0.0082004+0.0046092i,0.0019263+0.00076735i,-0.00086984+0.0036766i,1.8967e-06-0.00133i,-0.034908-0.008656i,-0.0023975-0.0073497i,-0.0001885+0.0043254i,0.0046137+0.00022072i,0.00014024+0.0010503i,-0.00026976-0.0010078i,-0.00012871-0.0026154i,-0.0011759-0.005946i,-0.0024774-0.0038168i,-0.00061581-0.0082411i,0.0032694-0.0015769i,0.0030889-0.0024101i,-0.00030749+0.034126i,0.0061579-0.0041621i,0.003633-0.002342i,0.0049601+0.00033112i,-0.013614-0.004278i,-0.00029494+0.00038735i,0.0098574-0.00084094i,0.0059577-0.00052555i,-0.0033389+0.0041054i,0.0031711+0.0027665i,-0.0041466+0.0079883i,0.013453-0.087078i,-0.007178-0.048877i,-0.024935-0.038913i,-0.020324-0.041306i,0.062558-0.018178i,0.026235-0.061898i,0.038222-0.045768i,0.02885-0.057579i,0.019063-0.015707i,0.0087695+0.0097767i,0.024141-0.033368i,-0.0076936-0.0049638i,0.0020417-0.0032673i,-0.0051922-0.0062198i,0.0011953-0.031894i,-0.024047+0.031106i,0.0077804-0.010391i,-0.011022-0.0014465i,-0.0051489-0.0011399i,-0.0011147-0.014087i,-0.010488+0.0044542i,0.0040194+0.0079745i,-0.010332+0.031198i,0.0059289+0.0074899i,-0.005414-0.0016488i,-0.0017416-0.0017494i,-0.010972-0.0074312i,0.0010545-0.0034624i,-0.034729+0.0053917i,0.0022245-0.012633i,-0.0090642-0.0022776i,-0.0060402-0.0029501i,0.0063429+0.0015655i,-0.0096711+0.0015544i,0.00086061+0.00011026i,0.0051486+0.0088474i,0.0044316+0.00060513i,-0.0091084-0.0098955i,0.0024227+0.0087283i,-0.018953+0.0066434i,0.0068185+0.0032824i,-0.028948-0.0080508i,-0.033723+0.0030136i,0.024196-0.077787i,0.011872-0.010166i,-0.044055-0.026537i,-0.022202-0.0028678i,0.017869+0.012406i,-0.026706+0.012718i,-0.011286-0.008056i
-0.0060605-0.0080623i,-0.030049+0.0073035i,-0.012736+0.023141i,-0.00021884+0.012638i,0.0035228+0.0096117i,0.00046652+0.010787i,-0.0091143+0.018861i,-0.025468+0.014067i,-0.016976+0.016747i,-0.0013949+0.0023875i,-0.0012131-0.0014863i,-0.00052176+0.0022584i,-0.0025622+0.0014851i,0.0017729+0.0012412i,-0.00058172+0.00069449i,-0.00099418+0.0018374i,0.0013186+0.00060357i,-0.0030209+0.00032016i,0.00022538-0.0010575i,-0.0014046+0.0014614i,-2.3692e-05+0.00048618i,0.00029078+0.0012746i,-0.00089318+0.00059526i,0.0013848+0.0040273i,0.0018897-0.00013251i,0.0004436+0.00093805i,-0.00064096+0.00086791i,-0.0010948-9.0882e-05i,-0.0012879+0.00031814i,-0.00095697+0.001213i,0.00032152-0.0014829i,-0.00045189-0.00054622i,0.00016496-0.00097706i,0.00052195-0.0011902i,-0.00015485-0.00085868i,0.0023761+0.003836i,0.0019888+0.0017198i,-0.00035711+0.00020184i,0.0012109+0.001053i,0.00064589-0.0035102i,5.0271e-05+0.0018498i,0.00084168+0.0011507i,-0.00093291+0.0011078i,-0.0012454+0.00082171i,-0.01134-0.0048904i,-0.014895-0.022686i,-0.015043-0.02691i,-0.015861-0.0096535i,-0.025949-0.021833i,-0.018137-0.0096938i,-0.022487-1.1565e-05i,-0.039603+0.011175i,-0.000326-0.019582i,-0.0087878-0.014594i,0.012853+0.0040435i,0.00095616+0.00087481i,0.0029893-0.0012854i,0.0034655+0.0001819i,0.00043777-0.0018721i,0.00026475+0.01003i,0.004485-0.00021021i,0.0011583+0.0037637i,-0.0024126-0.0011753i,-0.0014697-0.00012528i,0.00097672+0.00038963i,-0.0019734-0.00091334i,-0.0011277-0.0027461i,0.0030099+0.0032059i,-0.0048174-0.0045241i,-0.0052781-1.6969e-05i,-0.0025198+0.0016286i,0.0013379+0.0014454i,-0.00041919+0.00079604i,0.0019647+0.00083296i,-0.00646+0.0019542i,0.0010129-0.004098i,0.00053116+0.0018604i,-0.0027507+0.00079673i,0.0015036+0.00074307i,0.0048322+0.0012888i,0.0014514+0.0012482i,-0.0016033+0.0011519i,-0.00095819+0.00014086i,0.0030744+0.0027639i,-0.00032143+1.8623e-05i,-0.0026498+0.0027615i,0.0012141+0.0020832i,0.0040276-0.00083832i,0.0017448-0.00067978i,-0.019449-0.023011i,0.0049284-0.012137i,-7.8693e-05+0.00044944i,0.0071811+0.014078i,-0.00015721-0.0077435i,0.0025587-0.00069834i,-0.0024609+0.010646i
-0.0076042-0.0075501i,-0.027869+0.011951i,-0.0080993+0.022988i,0.0019776+0.011095i,0.0042667+0.0083932i,0.0013703+0.0099602i,-0.0062123+0.019577i,-0.022788+0.016579i,-0.014237+0.018604i,-0.00075655+0.0027198i,-0.0018693-0.00068433i,0.00068576+0.0024322i,-0.0016696+0.0019567i,0.0024845+0.00043989i,-7.7978e-05+0.00091361i,-0.0006043+0.0020652i,0.0016026+0.00051512i,-0.0028704+0.0014252i,-0.00034872-0.00094638i,-0.00072935+0.0019734i,2.7619e-05+0.00046278i,0.0007674+0.00092977i,-0.0007313+0.0010054i,0.0022654+0.0038784i,0.002041-0.00052737i,0.0007557+0.00069459i,-0.00021842+0.0011016i,-0.0010347+0.00039155i,-0.00089433+0.00057395i,-0.00041253+0.0012916i,-1.4567e-05-0.0016076i,-0.00077098-0.00015689i,-0.00016977-0.0009814i,-9.7161e-05-0.0012763i,-0.00043386-0.00060497i,0.0033878+0.0030729i,0.0024563+0.00082735i,-0.00025573+0.00039412i,0.0014681+0.00028119i,-0.00058795-0.0035054i,0.00071927+0.0018035i,0.00119+0.00059708i,-0.00021249+0.0013149i,-0.0010897+0.0011704i,-0.013269-0.0040452i,-0.018333-0.021636i,-0.017211-0.026818i,-0.016774-0.008462i,-0.029234-0.019797i,-0.018219-0.0089169i,-0.019702+0.00075178i,-0.035803+0.014674i,-0.002515-0.022469i,-0.0092973-0.015034i,0.013112+0.00014043i,0.0011204+0.0011068i,0.0031847-0.00061855i,0.0031632-0.00048703i,-0.00038112-0.0022051i,0.0042741+0.01082i,0.0036583-0.00084408i,0.0028569+0.0034405i,-0.0026175-0.0010617i,-0.0016601+0.00085604i,0.0013291+0.00016174i,-0.0022638-0.00087507i,-0.0011096-0.0028391i,0.0037698+0.00067291i,-0.005822-0.0022122i,-0.005998+0.0018106i,-0.0015681+0.0027477i,0.0012661+0.00084056i,-0.00034783+0.0011678i,0.001544+0.00022485i,-0.0049175+0.0046341i,-0.00049514-0.0039672i,0.00083736+0.0016094i,-0.0018595+0.0022334i,0.00149+0.00054342i,0.0051785+0.00011875i,0.0011621+0.0005634i,-0.0012138+0.0019155i,-0.0011471+0.00057099i,0.0028521+0.0010227i,-0.00038993+4.0466e-05i,-0.0014464+0.0031555i,0.0021279+0.0017315i,0.0039404-0.0021188i,0.0015012-0.0011959i,-0.021652-0.020062i,-0.00097049-0.011594i,-0.0020962+0.00068688i,0.0087191+0.010933i,-0.001461-0.0068919i,0.0023209-0.0011437i,-0.0014023+0.010716i
-0.0090236-0.0065247i,-0.024555+0.015791i,-0.0043117+0.022015i,0.0031943+0.0087934i,0.0046862+0.0071994i,0.0020661+0.0092347i,-0.0032396+0.019731i,-0.02028+0.018825i,-0.011308+0.019886i,6.3173e-05+0.0028372i,-0.0018725+0.0003011i,0.001759+0.0017622i,-0.00074643+0.0021683i,0.0024651-0.00062355i,0.00052769+0.00074477i,-4.5531e-05+0.0021905i,0.0023943+0.0002566i,-0.0021436+0.0024177i,-0.0005058-0.00073458i,8.1138e-05+0.0019661i,3.2125e-05+0.00060512i,0.00096664+0.0005521i,-0.00038261+0.0013484i,0.003203+0.0032728i,0.0020011-0.0012971i,0.00099258+0.00029987i,0.00031714+0.0010881i,-0.00081623+0.00079546i,-0.00064319+0.00058189i,3.3659e-05+0.0011848i,-0.00051716-0.0016059i,-0.00074225+0.00028787i,-0.00056699-0.00086428i,-0.00072072-0.0011105i,-0.00065458-0.00037491i,0.0041413+0.0022078i,0.0025313-0.00012001i,-4.1506e-05+0.00045472i,0.0012956-0.00031565i,-0.0016758-0.0027773i,0.0011694+0.0014638i,0.0010929-2.391e-05i,0.00031138+0.0011269i,-0.00064346+0.0014613i,-0.015041-0.0024514i,-0.021636-0.019295i,-0.020685-0.025918i,-0.017624-0.0066659i,-0.032651-0.016797i,-0.018908-0.0088486i,-0.017429+0.00048149i,-0.032108+0.017071i,-0.0058523-0.023778i,-0.010481-0.015836i,0.011813-0.0029519i,0.0016316+0.0011558i,0.0039539-0.00067291i,0.0024779-0.0011662i,-0.0014782-0.0016783i,0.0086257+0.0096212i,0.0029939-0.00091786i,0.0039358+0.0023015i,-0.0031617-0.00059085i,-0.0009494+0.0018447i,0.0011669-0.00033079i,-0.002806-0.000587i,-0.001675-0.0032969i,0.0026446-0.0012778i,-0.0055524-8.1303e-05i,-0.0051624+0.0042112i,-7.3028e-05+0.0030202i,0.00090831+0.0007473i,-0.00012088+0.0012334i,0.001228+0.00025232i,-0.0025612+0.0059559i,-0.0020694-0.0031929i,0.00098015+0.0016555i,-0.00047318+0.0028836i,0.0013586+0.00033734i,0.0047072-0.0012405i,0.00082638+0.00078134i,-0.00051065+0.002411i,-0.00081037+0.00090137i,0.0018882+0.00017664i,-0.00051482+0.00018956i,-2.1419e-06+0.0028392i,0.0029322+0.00079762i,0.0031526-0.0029632i,0.00092865-0.0015818i,-0.023263-0.016988i,-0.0061998-0.009047i,-0.0043064+0.001974i,0.0087508+0.0076469i,-0.0026165-0.005365i,0.0018498-0.0012199i,-0.00081246+0.010895i
-0.010283-0.0051997i,-0.020676+0.018181i,-0.0010379+0.020517i,0.0033129+0.0067256i,0.0048164+0.0059616i,0.0028196+0.0086461i,-0.00044015+0.019144i,-0.017451+0.021034i,-0.008178+0.02036i,0.00086461+0.0026179i,-0.0014509+0.0010848i,0.0020886+0.0008057i,7.0912e-05+0.0020109i,0.0020466-0.0013637i,0.0008498+0.00041041i,0.00059931+0.0020777i,0.002921-0.00073249i,-0.0011147+0.0030008i,-0.00077306-0.00084258i,0.00071094+0.001671i,0.00020505+0.00088921i,0.00093024+0.00024724i,0.00014192+0.0015204i,0.003895+0.0023315i,0.0015035-0.0020014i,0.001009-0.00019312i,0.00070812+0.00086946i,-0.00041138+0.0011413i,-0.00044956+0.00055408i,0.00041112+0.00093226i,-0.001059-0.0014095i,-0.00052752+0.00063384i,-0.00083631-0.00049929i,-0.0011724-0.00065465i,-0.00066245-4.8694e-06i,0.0048003+0.0012757i,0.0022579-0.00096302i,0.00013305+0.00039344i,0.0010148-0.00073862i,-0.0021914-0.0017112i,0.0014828+0.0011272i,0.00075338-0.00034075i,0.00048208+0.00083048i,-0.00014156+0.0014391i,-0.01629-0.00035837i,-0.024082-0.016099i,-0.024322-0.023495i,-0.017796-0.0048054i,-0.035082-0.012743i,-0.020371-0.0081184i,-0.016065-0.00089059i,-0.028569+0.018588i,-0.0091291-0.02375i,-0.012831-0.016348i,0.009715-0.0049517i,0.0021711+0.00085318i,0.0046312-0.0015044i,0.001402-0.001166i,-0.0019012-0.00049054i,0.012251+0.0064787i,0.0027923-0.00087221i,0.0043043+0.00097432i,-0.0034129+0.00026353i,0.00031798+0.002064i,0.00088807-0.00039963i,-0.0032008+4.8734e-05i,-0.0028625-0.0034665i,0.0012072-0.0019273i,-0.0047156+0.0013882i,-0.0032242+0.0056088i,0.0011071+0.002454i,0.00098228+0.0010713i,-1.3953e-06+0.0014918i,0.0011481-4.7511e-05i,-8.5353e-06+0.0059199i,-0.0029896-0.0014465i,0.0014524+0.0017278i,0.00076677+0.0026934i,0.001116+0.00011464i,0.003991-0.0024451i,0.0012757+0.0010701i,0.00023771+0.0025928i,-0.00074019+0.00093127i,0.0010145-5.2767e-05i,-0.00046431+0.00037644i,0.00073917+0.0017969i,0.0032186-0.00032855i,0.0022688-0.0036032i,0.0002258-0.0015075i,-0.024336-0.013968i,-0.0096193-0.0047613i,-0.0056915+0.004007i,0.0072426+0.0050668i,-0.0029466-0.0038032i,0.0016652-0.0011028i,9.0629e-05+0.011331i
-0.011116-0.0035175i,-0.017277+0.019536i,0.0013476+0.018659i,0.0027669+0.0052211i,0.0047009+0.0048226i,0.0037638+0.0078423i,0.0018171+0.018215i,-0.014038+0.022802i,-0.0054395+0.020361i,0.0015497+0.0021241i,-0.00075042+0.0016179i,0.002032+0.0001195i,0.00075421+0.0015449i,0.0014908-0.0019069i,0.0010403-4.3018e-05i,0.0011476+0.0015917i,0.0029657-0.0020072i,-6.0658e-05+0.0031085i,-0.0013192-0.00068695i,0.0010631+0.0012205i,0.00070016+0.00093092i,0.00094834-4.0359e-05i,0.00070529+0.0014253i,0.0043245+0.0012188i,0.00078501-0.0024744i,0.00070945-0.00072298i,0.000952+0.00050447i,5.7932e-05+0.0011047i,-0.00020221+0.00051243i,0.00051453+0.00054975i,-0.0015801-0.0010205i,-0.00018307+0.00074681i,-0.00090617-0.00013723i,-0.0013422-9.7147e-05i,-0.00047804+0.00027177i,0.0053302+0.00021509i,0.0018089-0.0015863i,0.00028567+0.00022452i,0.00074355-0.0009796i,-0.0020478-0.00076826i,0.0017913+0.00065244i,0.0004007-0.00037448i,0.00056882+0.00053659i,0.00018521+0.0012757i,-0.017094+0.0021175i,-0.025442-0.012663i,-0.026839-0.020214i,-0.017554-0.0034358i,-0.036701-0.0083802i,-0.021695-0.0065846i,-0.016359-0.0023803i,-0.025396+0.019313i,-0.011685-0.023282i,-0.015462-0.01615i,0.0078523-0.0059096i,0.0025291+0.00027979i,0.0048514-0.0031399i,0.00056507-0.00066166i,-0.0017864+0.00082418i,0.014331+0.0020908i,0.0025544-0.0011393i,0.0038002-0.00044839i,-0.0032694+0.0011666i,0.0013742+0.0014755i,0.0010984-0.00033531i,-0.0033717+0.00090592i,-0.004016-0.0032506i,7.8598e-05-0.0019776i,-0.0037174+0.0024128i,-0.0013549+0.0061612i,0.0018531+0.0016082i,0.0016566+0.0010699i,0.00047873+0.0016398i,0.00059234-0.0002759i,0.0020387+0.0049923i,-0.0026234+0.00020258i,0.0019566+0.0014425i,0.0016556+0.0020985i,0.00096441+5.8762e-05i,0.0027522-0.0032599i,0.0017798+0.00052388i,0.0011568+0.0025971i,-0.00064086+0.0012852i,0.00033811+0.00024675i,-0.00040512+0.00051354i,0.00059229+0.00083718i,0.0033101-0.0017386i,0.0011077-0.0038821i,-0.00038617-0.0012107i,-0.024933-0.011325i,-0.011053-0.00056852i,-0.0062416+0.0063854i,0.0050665+0.0038373i,-0.0025881-0.0024313i,0.0017349-0.00096201i,0.001202+0.011535i
-0.011318-0.0017389i,-0.01427+0.020512i,0.0031627+0.016681i,0.0019213+0.0044627i,0.0042428+0.0038464i,0.0045146+0.0067553i,0.0038544+0.017098i,-0.010548+0.023667i,-0.0030328+0.020103i,0.0020345+0.0014471i,0.00014626+0.0016053i,0.0018827-0.0003978i,0.00114+0.00090234i,0.00064636-0.0021997i,0.0010103-0.00048956i,0.0014817+0.0010417i,0.002429-0.0033062i,0.00088137+0.002876i,-0.0015953-6.0094e-05i,0.0012837+0.00084696i,0.0011017+0.00064066i,0.00074875-0.00017417i,0.0011942+0.0010727i,0.0044305-0.00023048i,-0.00017922-0.002724i,0.00017705-0.00079692i,0.0010678+7.0254e-05i,0.00044572+0.0010269i,-0.00010963+0.00038523i,0.00038671+0.0002225i,-0.0018917-0.00045583i,5.6565e-05+0.00069629i,-0.00090801+0.00010588i,-0.0012582+0.00046638i,-0.00030204+0.00023826i,0.0055389-0.0011516i,0.001328-0.0021543i,0.00034768+5.2818e-05i,0.00040538-0.0012044i,-0.0016776-0.00032688i,0.0018555+2.0774e-06i,0.00032142-0.00021781i,0.00047778+0.00031979i,0.00047238+0.0012579i,-0.017405+0.0048605i,-0.025665-0.0095397i,-0.028288-0.01635i,-0.017715-0.0022712i,-0.03729-0.0037656i,-0.022242-0.0046717i,-0.017705-0.003055i,-0.02329+0.019659i,-0.014191-0.022507i,-0.01796-0.014923i,0.0062909-0.0064122i,0.0025374-0.00050952i,0.0036517-0.0051497i,2.5355e-05+0.00010882i,-0.0011767+0.0019865i,0.014585-0.0030017i,0.0023845-0.0012319i,0.0023254-0.0011741i,-0.002601+0.0018903i,0.002072+0.00059378i,0.0015844-0.00085007i,-0.0031678+0.0019744i,-0.0053996-0.0024439i,-0.00085138-0.0017164i,-0.002784+0.0031148i,0.00055293+0.0059837i,0.0021066+0.00034703i,0.0021041+0.00052476i,0.0009307+0.0015696i,0.00010494+6.0697e-05i,0.0033862+0.0034462i,-0.0016664+0.0011434i,0.0023777+0.0010417i,0.0021217+0.0014338i,0.00079861+2.1179e-05i,0.0010491-0.0034172i,0.0020308-0.00022139i,0.0019297+0.0022131i,-0.00018427+0.0014989i,0.00010028+0.00083309i,-0.00029511+0.00090129i,0.00014092+0.00039547i,0.0025552-0.0032869i,0.00010156-0.0036283i,-0.00079975-0.00080923i,-0.025189-0.0087326i,-0.011232+0.0033899i,-0.0057103+0.0090423i,0.0029732+0.003935i,-0.0017213-0.0014906i,0.0019289-0.0010008i,0.0024065+0.011633i
-0.011251-0.0004774i,-0.011399+0.021229i,0.0041069+0.014865i,0.0012706+0.0043599i,0.0036088+0.0032916i,0.0049863+0.0056245i,0.0054908+0.015976i,-0.0068118+0.024062i,-0.00048343+0.019737i,0.0021362+0.00070599i,0.00069076+0.0012552i,0.0016722-0.00075946i,0.0013382+0.0003757i,-0.00019148-0.0019581i,0.00081363-0.00075204i,0.0016669+0.00049946i,0.0012181-0.0043571i,0.0016843+0.0023555i,-0.0015231+0.00053048i,0.0014722+0.00048547i,0.0014216+0.00017343i,0.00067842-0.00015662i,0.0014239+0.00056813i,0.003942-0.001597i,-0.0011936-0.0025073i,-6.9037e-05-0.00056193i,0.00095261-0.0003804i,0.0007262+0.00079375i,-0.00019665+0.00039619i,0.00018492+0.00012162i,-0.0020145+0.00028548i,0.00018913+0.00061221i,-0.00093062+0.00045375i,-0.0010043+0.0010005i,-0.00017691+0.00017056i,0.0053532-0.0026018i,0.00058248-0.0026136i,0.00031385-0.00017106i,-7.282e-05-0.0014222i,-0.001454-0.00021409i,0.0016284-0.00055371i,0.00044561-0.00019805i,0.00030345+0.0004314i,0.00088037+0.0011584i,-0.016976+0.007598i,-0.025744-0.007285i,-0.028274-0.012673i,-0.017846-0.00064642i,-0.036934+0.00076451i,-0.02248-0.0029781i,-0.019741-0.0026863i,-0.021764+0.020549i,-0.015767-0.021416i,-0.019791-0.013176i,0.0049662-0.0066889i,0.0019585-0.0011719i,0.0013019-0.0060043i,0.00010564+0.00099196i,0.00024695+0.0031175i,0.012417-0.0077955i,0.0023435-0.001419i,0.00091922-0.00070495i,-0.001904+0.0020214i,0.0023256-0.0008145i,0.0013826-0.001695i,-0.0024639+0.0029831i,-0.0064686-0.00085858i,-0.0015559-0.00086047i,-0.0014763+0.0035648i,0.0020691+0.0053312i,0.0014481-0.00066743i,0.0023992-0.00011423i,0.0014242+0.0012394i,0.00010161+0.00064974i,0.0037616+0.0018979i,-0.0005804+0.0014708i,0.002752+0.00048182i,0.0024435+0.00080982i,0.00078903+4.8023e-05i,-0.00028606-0.002677i,0.0020203-0.00084114i,0.0027038+0.0015841i,0.00049391+0.0011593i,0.00044149+0.0014451i,0.00017055+0.0011052i,-0.00026924+0.00028682i,0.00080942-0.0041575i,-0.00071043-0.0031114i,-0.0010486-0.00027454i,-0.025148-0.0066329i,-0.010335+0.0069623i,-0.0040906+0.011134i,0.00177+0.0053045i,-0.00063654-0.0013715i,0.0020085-0.0014167i,0.0035876+0.011542i
-0.011323+0.00061693i,-0.008548+0.021849i,0.0048541+0.01355i,0.0012344+0.0044566i,0.0031997+0.0031804i,0.0053593+0.0044246i,0.0069714+0.014891i,-0.0032727+0.023369i,0.0020554+0.018923i,0.0019775+5.8956e-05i,0.00090815+0.00093121i,0.00149-0.0010816i,0.0014942-0.00027618i,-0.00049276-0.0013616i,0.00062018-0.00093853i,0.0016711-8.4973e-05i,-0.0004165-0.0046076i,0.0021667+0.001664i,-0.001263+0.00098973i,0.0016578+5.5343e-05i,0.0014275-0.00053808i,0.00071048-0.00019776i,0.0013861+8.3237e-05i,0.0029225-0.0024259i,-0.0019231-0.0018469i,-7.0089e-07-0.00031306i,0.00064983-0.00075768i,0.00081353+0.00040473i,-0.00010131+0.000537i,3.5138e-05+0.00022412i,-0.0017311+0.00098157i,0.00033117+0.00055728i,-0.00078219+0.00086398i,-0.00049431+0.0013128i,-6.6034e-05+0.00021822i,0.0046679-0.0040925i,-0.00048058-0.0027258i,0.00018106-0.00028864i,-0.00072341-0.0013459i,-0.0015514-0.00018487i,0.0012372-0.00094666i,0.00043727-0.00036275i,0.00055408+0.00067555i,0.0012313+0.0008795i,-0.015701+0.010154i,-0.026003-0.0053392i,-0.027438-0.010101i,-0.017263+0.0010621i,-0.035437+0.0046047i,-0.022196-0.0010714i,-0.021636-0.00089228i,-0.01981+0.022174i,-0.017272-0.02108i,-0.021298-0.011808i,0.0039723-0.0071091i,0.0011175-0.0013087i,-0.0010208-0.0051857i,0.00063179+0.0016878i,0.0023589+0.0030574i,0.0083473-0.010895i,0.0019996-0.0019609i,0.00045866+0.00059836i,-0.0014144+0.001931i,0.0017105-0.0020619i,0.00089723-0.0022245i,-0.001253+0.0034887i,-0.0070524+0.0012466i,-0.0013891+2.2908e-05i,-0.0001747+0.0034598i,0.0030756+0.0043446i,0.00054465-0.00088653i,0.0025759-0.0010433i,0.0017735+0.00082641i,0.00032997+0.00093641i,0.0036202+0.00081966i,0.00052695+0.0013423i,0.0030395-0.00039311i,0.0026866+0.00010373i,0.00074455-3.0678e-05i,-0.00071813-0.0015813i,0.0016133-0.0017894i,0.0031856+0.00057676i,0.00053447+0.0004933i,0.0010947+0.0016342i,0.0007278+0.0011773i,-0.00031332+0.00049693i,-0.00068568-0.0037796i,-0.0014523-0.0024991i,-0.0013107+0.0004338i,-0.025209-0.0049619i,-0.0085276+0.0092359i,-0.0018382+0.011866i,0.0018388+0.0069075i,-0.00066637-0.0022301i,0.0018157-0.0016421i,0.0051758+0.011183i
-0.011471+0.0019416i,-0.0055715+0.022305i,0.0056962+0.012487i,0.0014605+0.0042641i,0.0031531+0.0029682i,0.0055394+0.0029471i,0.0086446+0.013818i,-0.0004088+0.02208i,0.0043264+0.017406i,0.001644-0.00038142i,0.0010561+0.00060173i,0.0012698-0.0013569i,0.001357-0.0011191i,-0.00048071-0.0010085i,0.00039378-0.0011448i,0.0014955-0.00055575i,-0.0018062-0.004072i,0.0023516+0.00091863i,-0.00090863+0.0015124i,0.0017175-0.00052002i,0.00095742-0.0011226i,0.00077448-0.00031696i,0.0012197-0.00025089i,0.002055-0.0025673i,-0.0022146-0.0010106i,0.00024724-0.00037072i,0.00021869-0.0010045i,0.00066136+1.8628e-05i,0.00013856+0.00053491i,0.0001207+0.00045025i,-0.0012153+0.0014534i,0.000586+0.00040587i,-0.00036481+0.0011419i,6.0132e-05+0.0013604i,7.3105e-05+0.00021875i,0.0032858-0.0053844i,-0.0014313-0.0023094i,2.5259e-05-0.00031037i,-0.001176-0.00080669i,-0.0017973+0.00022786i,0.00078963-0.0011255i,0.00028713-0.00050362i,0.0012692+0.0006635i,0.0015002+0.00033537i,-0.014185+0.012184i,-0.026591-0.0034076i,-0.026712-0.0085075i,-0.016391+0.0022725i,-0.033582+0.0077226i,-0.021252+2.5385e-05i,-0.022545+0.0019858i,-0.017178+0.023852i,-0.019083-0.020749i,-0.023267-0.010196i,0.0028417-0.0077467i,0.00031179-0.00099358i,-0.0026027-0.0037335i,0.0012936+0.0017337i,0.0038928+0.0020316i,0.0037636-0.011609i,0.0012055-0.0021235i,0.00095717+0.0017144i,-0.0012507+0.0018729i,0.00066444-0.0026319i,0.00019989-0.0026886i,-0.00014137+0.0034016i,-0.0063042+0.003455i,-0.00088081+0.00041572i,0.00088976+0.0029515i,0.0038216+0.0034702i,-5.1844e-05-0.00073507i,0.0020775-0.0021438i,0.001662+9.5556e-05i,0.00076528+0.0013788i,0.0033479+9.0939e-05i,0.0013498+0.000293i,0.0028403-0.0014536i,0.0025563-0.00070688i,0.00092617-5.3814e-06i,-0.0005351-0.00058943i,0.00026329-0.0024144i,0.0029561-0.0003754i,9.7506e-05+0.00029524i,0.0016782+0.0013416i,0.0015227+0.00084134i,-0.00026083+0.00044082i,-0.0014918-0.0031648i,-0.0019199-0.001226i,-0.001195+0.0012735i,-0.025437-0.0032877i,-0.0073426+0.01059i,-0.00036703+0.011671i,0.002795+0.0077348i,-0.0014581-0.0023787i,0.0014852-0.0018375i,0.0066255+0.01i
-0.011327+0.0035167i,-0.002407+0.02228i,0.00658+0.011367i,0.0016444+0.0038917i,0.0031132+0.0025653i,0.0052043+0.0013705i,0.010402+0.012242i,0.0017917+0.020732i,0.00613+0.015572i,0.0012517-0.00053232i,0.00089845+0.00034513i,0.0010465-0.001561i,0.00074904-0.0018006i,-0.00042509-0.00075621i,8.8123e-05-0.0011491i,0.0013174-0.00078147i,-0.00259-0.0032537i,0.0022642+0.00032122i,-0.00027014+0.0019199i,0.0015344-0.0010552i,0.00030444-0.0012112i,0.00079625-0.00045144i,0.0010757-0.00052665i,0.0016249-0.0026718i,-0.0021257-0.00029095i,0.00034579-0.00053642i,-0.00027686-0.00096132i,0.00038907-8.0677e-05i,0.0002874+0.00040845i,0.00040559+0.00049824i,-0.00065037+0.0016797i,0.00068077+0.00023256i,7.8852e-05+0.0012198i,0.00054558+0.0011873i,0.00010429+0.00013623i,0.0014321-0.0062753i,-0.0020652-0.0016501i,-0.00013347-0.00025747i,-0.0013461-0.00035655i,-0.0018248+0.00083908i,0.00033065-0.0011859i,0.00011125-0.00052153i,0.0018423+0.00017647i,0.0015019-7.7446e-05i,-0.012235+0.013857i,-0.027261-0.000871i,-0.026323-0.0070398i,-0.015572+0.0033936i,-0.031682+0.010084i,-0.020563+0.00038742i,-0.022138+0.0050526i,-0.013743+0.024757i,-0.021282-0.020091i,-0.024952-0.0076236i,0.001069-0.0082451i,-0.00029437-0.00029393i,-0.0033841-0.0016026i,0.0017983+0.0015444i,0.0049991+0.00066886i,0.0001128-0.010294i,0.00066895-0.0014681i,0.0021093+0.0023923i,-0.0011493+0.0019325i,7.1587e-07-0.0026074i,-0.00065567-0.0029455i,0.00089101+0.0029737i,-0.0053142+0.0048186i,-0.00073429+0.00039534i,0.0015263+0.0021536i,0.0045617+0.0024026i,-0.0005752-0.00053161i,0.00072268-0.0027218i,0.00099531-0.00032141i,0.0015915+0.0013337i,0.0028556-0.00040746i,0.00074196-0.00080538i,0.0019744-0.0022426i,0.0019901-0.0015115i,0.0010413-0.00019071i,3.6197e-05-0.00017593i,-0.0010377-0.00166i,0.0025197-0.00099151i,-0.00026197+0.00049717i,0.0020206+0.00086097i,0.0020831+0.00012764i,-9.7308e-05+0.00024844i,-0.0021682-0.0026361i,-0.0014815-5.2423e-05i,-0.00068877+0.0019584i,-0.025528-0.0012011i,-0.0061589+0.012554i,0.00037869+0.011502i,0.003912+0.0078777i,-0.0023157-0.0017988i,0.0009947-0.0018143i,0.00755+0.008469i
