-0.0081395-0.039584i,-0.012212-0.043483i,0.0015284-0.045945i,-0.026818-0.027954i,-0.02044+0.014432i,-0.03225-0.032463i,-0.059585-0.062487i,-0.022229-0.072787i,-0.038412-0.065299i,0.0020157+0.015584i,-0.0075303+0.010205i,-0.014967+0.013494i,0.0012819+0.017268i,-0.0038638-0.0033525i,0.00041176+0.0067406i,-0.00019671+0.039312i,0.025793+0.056087i,0.0010189-0.00031664i,-0.0058105-0.0085135i,0.0072261+0.0044663i,0.0016288+0.0010095i,-0.0015487+0.0037274i,3.7964e-05-0.001331i,-0.035593-0.0094475i,-0.0027617-0.0082269i,-0.00030973+0.0043617i,0.0048754-0.0017258i,0.00025885+0.00076798i,-8.141e-05-0.0010337i,-3.2895e-05-0.0027617i,-0.0011168-0.0055491i,-0.0023137-0.0039579i,-0.0010091-0.0077879i,0.0032471-0.00081269i,0.0030659-0.003i,-0.0042007+0.032968i,0.0063591-0.004708i,0.0038321-0.0021577i,0.0048935-0.00029177i,-0.068719-0.028302i,-1.8334e-05+0.00013327i,0.0048615-0.0016866i,0.0060058+1.5039e-05i,-0.0034774+0.0036113i,0.0029515+0.0019877i,-0.0038723+0.0087411i,0.016256-0.090169i,-0.00634-0.047498i,-0.023686-0.037002i,-0.019245-0.041758i,0.064006-0.015641i,0.028073-0.06113i,0.038593-0.044604i,0.030166-0.05666i,0.020745-0.016335i,0.0083247+0.0091533i,0.025822-0.034113i,-0.0070099-0.0047513i,0.002418-0.0025229i,-0.0045635-0.0060305i,0.0011928-0.032503i,-0.024649+0.03042i,0.0077978-0.010315i,-0.010819-0.0011784i,-0.005551-0.001417i,-0.0010273-0.013199i,-0.010189+0.0041531i,0.0034738+0.0083518i,-0.0098368+0.030434i,0.0055365+0.0072466i,-0.005273-0.0016107i,-0.0021949-0.0021985i,-0.010773-0.0073996i,0.00096892-0.003723i,-0.040875+0.0043894i,0.0024721-0.012597i,-0.0098694-0.0022936i,-0.0063608-0.0030677i,0.0064525+0.0016261i,-0.0089526+0.0013006i,0.0010134+0.00068741i,0.0057014+0.0094963i,0.0044785+0.00041193i,-0.00891-0.0092498i,0.0025088+0.0088599i,-0.019386+0.0082318i,0.0062944+0.0035787i,-0.028858-0.0090333i,-0.033558+0.0024254i,0.024538-0.080662i,0.012587-0.010289i,-0.043587-0.027902i,-0.02187-0.004734i,0.018005+0.012348i,-0.027359+0.011623i,-0.011334-0.0085411i
-0.0082754-0.0095772i,-0.030949+0.0070635i,-0.012737+0.023313i,-0.00040341+0.012685i,0.0035019+0.009744i,0.00037969+0.011064i,-0.009654+0.018985i,-0.026271+0.013821i,-0.016706+0.016465i,-0.0013056+0.0025527i,-0.0012676-0.0016506i,-0.00050513+0.0023397i,-0.0026175+0.001429i,0.0017661+0.0012643i,-0.00060132+0.0005518i,-0.001135+0.0013083i,0.0020034+0.0010984i,-0.002968-0.00040881i,0.00015842-0.0010509i,-0.0012718+0.0011465i,-8.29e-05+0.00052714i,0.00037529+0.0012324i,-0.00091648+0.00057454i,-0.00026674+0.0033566i,0.0014966+0.0011618i,0.0004941+0.0010275i,-0.00066984+0.00083023i,-0.0011399+3.9731e-05i,-0.0011803+0.00023518i,-0.0012673+0.0013896i,0.0015098-0.00074324i,-0.00046165-0.00067731i,0.00020964-0.0010452i,0.00074211-0.00076411i,-0.0004642-0.00016966i,0.0024361+0.0031376i,0.0021247+0.0017226i,-0.00045153+0.00019534i,0.0011757-0.0005316i,0.001166-0.005529i,0.00012405+0.0019501i,0.00075092+0.00068908i,-0.00063375+0.0020134i,-0.0010974+0.0003618i,-0.0094972-0.0066537i,-0.014402-0.02211i,-0.015496-0.027569i,-0.015076-0.0094811i,-0.024723-0.022372i,-0.018112-0.0099324i,-0.021364-7.6289e-05i,-0.03918+0.010568i,-0.00035505-0.018711i,-0.0088545-0.014911i,0.01295+0.0050248i,0.00090247+0.00072793i,0.0035916-0.0015339i,0.003431+0.00023287i,0.00038427-0.0019058i,0.00022692+0.010277i,0.004322-0.00058257i,0.0010767+0.0037692i,-0.0023887-0.00078339i,-0.0022717-0.00039482i,0.0010198+0.00017844i,-0.0018413-0.00071736i,-0.0010636-0.0026999i,0.0021896+0.003696i,-0.0042583-0.0035456i,-0.0047491+0.00055933i,-0.002655+0.0017159i,0.0012002+0.0015317i,-0.00031663+0.0008427i,0.0020219+0.0010847i,-0.0060741+0.0024885i,0.00137-0.0042287i,0.00055852+0.0019924i,-0.0032532+0.00098275i,0.0012279+0.00053071i,0.0044689+0.0011964i,0.0013144+0.0016188i,-0.00152+0.0013103i,-0.0009105+2.2713e-05i,0.0031342+0.0032452i,-0.00033471-0.00010101i,-0.0033888+0.0044664i,0.0010236+0.0017889i,0.0052558-0.00033131i,0.0014718-0.0011493i,-0.019745-0.023259i,0.016343-0.02611i,7.0435e-05+0.00010851i,0.0072882+0.014803i,3.2229e-05-0.0070228i,0.0025093-0.00089056i,-0.0025176+0.010269i
-0.0099064-0.0084633i,-0.028643+0.011842i,-0.0081336+0.023232i,0.0018312+0.011212i,0.0042674+0.0084774i,0.0012965+0.010262i,-0.0066431+0.019777i,-0.023533+0.016479i,-0.013798+0.018191i,-0.00065811+0.0028993i,-0.0020301-0.0007686i,0.00072673+0.0024889i,-0.0016952+0.0019577i,0.0024762+0.00051367i,-0.00012082+0.00083137i,-0.00095483+0.00167i,0.0025754+0.00070753i,-0.0030983+0.00069241i,-0.00040388-0.00092632i,-0.0009549+0.001578i,-2.0757e-05+0.00049584i,0.00084261+0.00090274i,-0.00073464+0.0010164i,0.00030381+0.0034897i,0.0020895+0.00086508i,0.00087141+0.00073754i,-0.00023986+0.0011103i,-0.0010298+0.00049941i,-0.00082607+0.00049036i,-0.00060687+0.0015637i,0.0012931-0.0013159i,-0.00083794-0.00025597i,-0.00021405-0.00099285i,0.00032022-0.00097748i,-0.00043453-7.7692e-05i,0.0031874+0.0023787i,0.0026297+0.00060087i,-0.00036273+0.00035369i,0.000684-0.00077827i,-0.00083871-0.0056136i,0.00086984+0.001895i,0.00092847+0.00026697i,0.00027452+0.0020149i,-0.0010438+0.00063898i,-0.011688-0.0059011i,-0.017647-0.021351i,-0.017735-0.027543i,-0.015903-0.0084346i,-0.028058-0.020345i,-0.018251-0.0090145i,-0.018588+0.00015007i,-0.035559+0.013657i,-0.002133-0.021487i,-0.0093899-0.015141i,0.013999+0.0010441i,0.00098756+0.00093612i,0.0035828-0.0011098i,0.0031038-0.00053549i,-0.00047493-0.0022586i,0.0042369+0.010925i,0.0033317-0.00078782i,0.0028446+0.0034096i,-0.002429-0.00071795i,-0.0024217+0.0011925i,0.0011888-1.636e-05i,-0.002093-0.00075015i,-0.00099326-0.0028969i,0.0033307+0.0015851i,-0.0046589-0.0016841i,-0.0050886+0.0021211i,-0.0017119+0.0028905i,0.0011692+0.0010138i,-0.00025713+0.0011125i,0.0017055+0.00046223i,-0.0040284+0.0051648i,-0.00027241-0.0041931i,0.00095855+0.0016357i,-0.0019877+0.002623i,0.0012218+0.00044021i,0.004834+0.00021131i,0.0010689+0.0008963i,-0.0012297+0.0021156i,-0.0010431+0.0004737i,0.0029659+0.001425i,-0.00042228-0.00014349i,-0.0018225+0.0045434i,0.0018297+0.0014344i,0.0055938-0.0023955i,0.0012215-0.0015517i,-0.021923-0.020346i,-0.0015326-0.011828i,-0.0021063+0.00028546i,0.009191+0.011425i,-0.00072378-0.0065667i,0.0021315-0.0013485i,-0.0018746+0.010474i
-0.011288-0.0068086i,-0.025343+0.015825i,-0.0043136+0.022277i,0.0031672+0.0089921i,0.0046491+0.0072858i,0.0020201+0.0095377i,-0.0035871+0.019995i,-0.020964+0.018715i,-0.010968+0.019107i,0.00019187+0.0030443i,-0.002038+0.00034182i,0.0018535+0.0017869i,-0.00075351+0.0021424i,0.002413-0.00055294i,0.00049091+0.0007093i,-0.00051384+0.0020341i,0.0034016+2.5236e-05i,-0.0027781+0.0016728i,-0.00058515-0.00065104i,-0.00023648+0.001972i,2.0314e-05+0.00061549i,0.0010014+0.00051156i,-0.00035687+0.0013916i,0.0010487+0.0034918i,0.0025643+1.3895e-05i,0.0010976+0.00026673i,0.00027608+0.0010952i,-0.00075523+0.0008617i,-0.00058781+0.00051744i,1.522e-05+0.0014847i,0.00072811-0.0017998i,-0.00083683+0.00024161i,-0.00065464-0.00084625i,-0.00026645-0.00098011i,-0.00046882+6.2158e-05i,0.0037402+0.001617i,0.0026213-0.00048393i,-0.00012124+0.00043723i,0.00035982-0.00085948i,-0.0025872-0.0047201i,0.0014285+0.0015336i,0.0007588-0.00020137i,0.00077909+0.0016898i,-0.00065245+0.00098623i,-0.013551-0.0045121i,-0.020748-0.019373i,-0.021441-0.026479i,-0.016804-0.006888i,-0.031581-0.01737i,-0.018773-0.0086709i,-0.016747-0.00062765i,-0.032301+0.015961i,-0.0050181-0.023035i,-0.010564-0.01575i,0.012899-0.0028892i,0.0014362+0.0010584i,0.0040595-0.001273i,0.002361-0.0010943i,-0.0016162-0.0016473i,0.0085955+0.0096822i,0.0027656-0.00053896i,0.0039913+0.0021258i,-0.002714-0.00027268i,-0.0015617+0.0024782i,0.001007-0.0004007i,-0.0026177-0.00048669i,-0.0015572-0.0034054i,0.0028068-0.00024147i,-0.0056918-0.0010636i,-0.0042604+0.0040154i,-7.457e-05+0.0032043i,0.00091577+0.00088225i,-0.0001568+0.001112i,0.0014639+0.00028977i,-0.0016613+0.0055267i,-0.0019234-0.0036854i,0.0010873+0.0014742i,-0.00028297+0.0034518i,0.001176+0.00041481i,0.0044053-0.0011058i,0.00078339+0.0010392i,-0.00033085+0.0028433i,-0.00073857+0.00077291i,0.002112+0.00047651i,-0.00072527-7.0181e-06i,6.7859e-05+0.0039972i,0.0024885+0.00063996i,0.0046756-0.003266i,0.00053013-0.0018869i,-0.023679-0.017393i,-0.0066657-0.0093179i,-0.0044004+0.0015422i,0.0094266+0.0077878i,-0.001832-0.0056334i,0.0016324-0.0012914i,-0.0014707+0.010927i
-0.01235-0.0049127i,-0.021387+0.01839i,-0.0011294+0.020819i,0.0033414+0.0069144i,0.0047672+0.0060913i,0.0028246+0.0089644i,-0.0007638+0.019346i,-0.018176+0.02106i,-0.0082759+0.019396i,0.0011538+0.0028216i,-0.0015117+0.0011536i,0.0021839+0.00074008i,3.9763e-05+0.002002i,0.0019878-0.0012013i,0.00081218+0.00038477i,0.00025646+0.0021521i,0.0036768-0.0014984i,-0.0021527+0.0025629i,-0.0007996-0.00067425i,0.00058843+0.0017818i,0.00022993+0.00094585i,0.00092535+0.00023727i,0.00020151+0.001568i,0.0018666+0.0032149i,0.0026249-0.00098021i,0.0010822-0.00025771i,0.00066824+0.00087783i,-0.00037429+0.0011372i,-0.00035459+0.00051992i,0.0005473+0.0011934i,-9.067e-06-0.0020593i,-0.00064889+0.00058006i,-0.00090636-0.00045544i,-0.00066482-0.00061127i,-0.00037883+0.00025284i,0.0041733+0.00081204i,0.0022535-0.001473i,4.6864e-05+0.00037892i,7.9875e-05-0.0008925i,-0.0037441-0.0032867i,0.0018298+0.0010483i,0.00045264-0.0004082i,0.0010274+0.001375i,-0.00023103+0.00094216i,-0.015047-0.0026798i,-0.023128-0.016633i,-0.025382-0.024023i,-0.017042-0.0052565i,-0.033881-0.013137i,-0.020066-0.0080593i,-0.015927-0.0020647i,-0.029196+0.01776i,-0.0080336-0.023382i,-0.012772-0.016211i,0.01038-0.0051277i,0.0019745+0.0008415i,0.0045082-0.0021367i,0.0013835-0.0011201i,-0.0020063-0.00040534i,0.012303+0.0066733i,0.0029311-0.00027443i,0.0043315+0.0007791i,-0.0027041+0.00034995i,0.00033428+0.0028993i,0.00070991-0.00040869i,-0.0030093-7.5664e-06i,-0.0027192-0.0036769i,0.0017945-0.0012108i,-0.0049321+0.00060549i,-0.0025311+0.0051878i,0.0012157+0.0025932i,0.0010683+0.001145i,-0.0002112+0.00142i,0.0014221-9.383e-05i,0.0005965+0.0052846i,-0.0031216-0.0020434i,0.0014755+0.0014591i,0.0011187+0.0029228i,0.001088+0.00024787i,0.0036899-0.0021237i,0.0012753+0.0013385i,0.00063135+0.0028255i,-0.00055689+0.00072335i,0.0013224+8.9561e-05i,-0.0007066+0.00047096i,0.0011538+0.0025396i,0.0028307-0.00033993i,0.0038325-0.0039042i,-0.00038436-0.0016756i,-0.024795-0.014245i,-0.0098741-0.0048503i,-0.0059914+0.0036476i,0.0079498+0.0048048i,-0.0023998-0.0044331i,0.0014374-0.0010514i,-0.00054949+0.011771i
-0.012963-0.002845i,-0.017844+0.019862i,0.0013762+0.019133i,0.0028636+0.005364i,0.0046672+0.0049661i,0.0038265+0.0080969i,0.0014137+0.018463i,-0.014622+0.022913i,-0.0060257+0.019569i,0.0019541+0.0022324i,-0.00083617+0.0016672i,0.0020827-2.7549e-05i,0.00071707+0.0015737i,0.0014717-0.0017007i,0.0010332-1.6881e-05i,0.0010285+0.00178i,0.0031468-0.0030452i,-0.001044+0.0032836i,-0.0012381-0.00052179i,0.00099545+0.0012541i,0.00085175+0.0010029i,0.00094074+2.6649e-05i,0.00077764+0.0014097i,0.0024409+0.0027441i,0.0022073-0.0018743i,0.00079091-0.00081511i,0.0008679+0.00050463i,8.9988e-05+0.0010579i,-0.00018038+0.00044176i,0.0007587+0.00068723i,-0.00074679-0.0020181i,-0.00031863+0.00076601i,-0.0009557-6.4052e-05i,-0.00078714-0.00023546i,-0.00021114+0.00033817i,0.0044991+6.146e-06i,0.0020871-0.002332i,0.00017279+0.00020923i,-0.00015708-0.00090791i,-0.0038997-0.0015695i,0.0021894+0.00048281i,0.00015855-0.00032588i,0.0013602+0.00091918i,-0.00011289+0.00080061i,-0.016087-0.00056241i,-0.024874-0.013564i,-0.027963-0.020522i,-0.016975-0.0040058i,-0.03535-0.0089115i,-0.021387-0.00658i,-0.016648-0.0033493i,-0.026208+0.018863i,-0.010578-0.023456i,-0.015032-0.016072i,0.0083235-0.0058969i,0.0024016+0.00034579i,0.0045807-0.0035235i,0.00062395-0.00067852i,-0.0018491+0.00099195i,0.01476+0.00272i,0.0031406-0.0005298i,0.0037786-0.00062123i,-0.0025625+0.00086172i,0.0015554+0.0020848i,0.00087069-0.00019551i,-0.0032699+0.00076825i,-0.0041561-0.0035894i,0.0010416-0.0016454i,-0.004261+0.0020854i,-0.0010864+0.0055923i,0.0021225+0.001657i,0.0018346+0.0011808i,0.00015026+0.0016632i,0.00078019-0.00044519i,0.0022746+0.0042084i,-0.0030308-0.00016497i,0.0018778+0.0011471i,0.0020302+0.0022291i,0.00099901+0.0001646i,0.0026091-0.0028872i,0.0018818+0.00086665i,0.0014528+0.0025483i,-0.00069412+0.00032792i,0.00065673+0.00029456i,-0.00053757+0.00076187i,0.00097854+0.0012388i,0.0027824-0.0015776i,0.0025226-0.0046141i,-0.0009033-0.0011645i,-0.025239-0.011482i,-0.011117-0.00057185i,-0.0066668+0.0062638i,0.0055441+0.0032416i,-0.002348-0.0033801i,0.0015149-0.00075368i,0.00092878+0.012273i
-0.012789-0.00078058i,-0.014594+0.02083i,0.0034811+0.016942i,0.0020336+0.0044991i,0.0042539+0.004025i,0.0046248+0.0069524i,0.0034511+0.017482i,-0.011074+0.02373i,-0.0039198+0.019685i,0.0025519+0.0013293i,5.0236e-05+0.001688i,0.0018595-0.00053144i,0.0011366+0.00092i,0.00075326-0.0020778i,0.0009907-0.00041694i,0.0015624+0.0011471i,0.0019558-0.0042751i,8.8861e-05+0.0032753i,-0.0014987+5.9591e-05i,0.0012298+0.00091597i,0.0012902+0.00055864i,0.00077863-8.2778e-05i,0.00121+0.0010213i,0.0030599+0.0021893i,0.0014494-0.0026416i,0.00018338-0.00093333i,0.00098786+8.7649e-05i,0.00029949+0.00095163i,-0.00014634+0.00027835i,0.00063298+0.0002361i,-0.0015538-0.0017762i,2.9119e-06+0.00079892i,-0.00090942+0.0002005i,-0.00080654-0.00011588i,-0.00011839+0.00028417i,0.0046774-0.0010496i,0.0015886-0.0028479i,0.00023233+7.3172e-05i,-0.00045845-0.00089524i,-0.0036191-0.00036036i,0.0022182-0.00079841i,0.00013342-0.00013739i,0.0013083+0.0004401i,-4.0009e-05+0.00090663i,-0.016892+0.0016823i,-0.025663-0.010433i,-0.029437-0.016312i,-0.017331-0.0029017i,-0.036007-0.0045295i,-0.021959-0.004746i,-0.018234-0.00376i,-0.024145+0.01972i,-0.013396-0.023056i,-0.017467-0.01496i,0.0071002-0.0065555i,0.0024457-0.00039956i,0.00078863-0.012536i,6.2471e-05+6.7303e-05i,-0.0011251+0.0021846i,0.015576-0.0023382i,0.00362-0.00092601i,0.0023309-0.0014218i,-0.0021067+0.0014124i,0.0024536+0.0011661i,0.0014591-0.00053285i,-0.0031993+0.0017583i,-0.0058253-0.0026696i,0.00018339-0.0020007i,-0.0030477+0.003079i,0.00034777+0.0055531i,0.002382+0.00029701i,0.0023185+0.00053582i,0.00027446+0.001695i,3.0636e-05-0.00022622i,0.0031001+0.0028081i,-0.0020672+0.0010582i,0.0021088+0.00080687i,0.0025075+0.00152i,0.00091654+6.1775e-05i,0.0010954-0.0031778i,0.0022817+8.8199e-05i,0.0020082+0.0021895i,-0.00095398+0.0013501i,0.0004162+0.00082893i,-0.00021567+0.0010015i,0.00045527+0.00056027i,0.002059-0.0029795i,0.00090668-0.0041385i,-0.0012516-0.00072575i,-0.025493-0.0088561i,-0.011532+0.0033414i,-0.0060804+0.0090705i,0.0030317+0.0031633i,-0.0020252-0.0025822i,0.0018012-0.00061205i,0.0026583+0.012201i
-0.012357+0.0007176i,-0.011709+0.021491i,0.0044563+0.014644i,0.0013517+0.0043545i,0.0036837+0.0034911i,0.0051231+0.0057479i,0.0051278+0.016434i,-0.0073641+0.024182i,-0.0015142+0.019731i,0.0026785+0.00034298i,0.00065116+0.0013339i,0.0016101-0.00084912i,0.0013395+0.00035771i,-9.5059e-05-0.0019327i,0.00077787-0.0006942i,0.0017764+0.000451i,-2.01e-05-0.0046739i,0.0010368+0.0029379i,-0.0014261+0.00065069i,0.0014921+0.00058497i,0.0014977+3.458e-05i,0.00072395-7.6448e-05i,0.0014107+0.00046388i,0.0039018+0.0014437i,0.00054149-0.0031066i,-0.00016164-0.00064236i,0.00089129-0.00034713i,0.00058039+0.00099175i,-0.00025011+0.0001823i,0.00036008+7.8023e-05i,-0.0021743-0.0011558i,0.00018274+0.00068299i,-0.00080921+0.00048115i,-0.0010712+5.7118e-05i,-4.8846e-05+0.00024555i,0.0045555-0.0022244i,0.00042841-0.0031391i,0.00024527-1.9395e-05i,-0.00083319-0.00077505i,-0.0031444+0.00035927i,0.0014413-0.00085824i,0.0002718-0.00013264i,0.0011784+0.00039776i,0.00017215+0.0010395i,-0.017371+0.0040464i,-0.025971-0.0080724i,-0.029282-0.012317i,-0.017707-0.0013303i,-0.035879-0.00014273i,-0.02219-0.0032206i,-0.020445-0.0030409i,-0.022394+0.02105i,-0.015524-0.022067i,-0.019296-0.013446i,0.0056905-0.0073813i,0.0019033-0.0010548i,-8.6725e-05-0.0054229i,2.4746e-05+0.0010037i,0.00038817+0.0032639i,0.013574-0.0076483i,0.004315-0.0020412i,0.00075816-0.0010819i,-0.0015439+0.0015597i,0.0030292-0.00037397i,0.0014935-0.0013427i,-0.0025999+0.002841i,-0.0071882-0.00097354i,-0.00096745-0.0016756i,-0.0015992+0.0035564i,0.0014527+0.004937i,0.0017099-0.00096439i,0.0025106-0.00019462i,0.0013721+0.0013884i,-0.00015052+0.00040448i,0.0032431+0.0016434i,-0.00095493+0.0014145i,0.0024591+0.00040004i,0.0026538+0.00076296i,0.0008877+1.9312e-05i,-0.00026171-0.0027265i,0.0024875-0.00082097i,0.0028555+0.001546i,0.00023342+0.0014821i,0.00074485+0.001287i,0.00039685+0.00097568i,4.2188e-05+0.00041563i,0.00042946-0.0037056i,-0.00046735-0.0032908i,-0.0016093-0.00025266i,-0.025427-0.0066265i,-0.01068+0.0071815i,-0.0045414+0.011263i,0.0013921+0.0046538i,-0.001535-0.0023599i,0.0021091-0.00090093i,0.0041909+0.011714i
-0.012128+0.0019248i,-0.0088614+0.02198i,0.0049078+0.013296i,0.0013176+0.0044109i,0.0033093+0.003391i,0.0054976+0.0044748i,0.0066862+0.015337i,-0.0038045+0.023702i,0.0012882+0.019439i,0.0024571-0.00054034i,0.00090515+0.0010036i,0.0013915-0.0011362i,0.0014741-0.00028973i,-0.00040949-0.0013278i,0.00061234-0.00089792i,0.0016687-0.00024765i,-0.0014311-0.0042686i,0.0017553+0.0023985i,-0.0011419+0.0010624i,0.0017657+0.00011522i,0.0014441-0.00071977i,0.00077148-0.0001238i,0.0013466-1.5041e-05i,0.0041103-0.00017571i,-0.00055311-0.0034732i,-0.00012507-0.00032646i,0.00061524-0.00066088i,0.00086831+0.00062789i,-0.00059792+0.00038246i,0.00016219+0.00013203i,-0.0022962-0.00025992i,0.00037034+0.00060326i,-0.00065643+0.00082857i,-0.0008832+0.00046634i,4.5265e-05+0.00022714i,0.0039499-0.0035298i,-0.0007972-0.0031831i,0.00018941-0.000145i,-0.0011888-0.00037951i,-0.0030806+0.00081862i,0.0010557-0.001045i,0.00030683-0.00028533i,0.0014796+0.00035797i,0.00042908+0.0010046i,-0.017318+0.0067467i,-0.026497-0.0059445i,-0.028147-0.0097529i,-0.017284+0.00044423i,-0.03449+0.0036433i,-0.022132-0.0015209i,-0.022162-0.00094993i,-0.01988+0.022747i,-0.01757-0.02145i,-0.020866-0.012311i,0.0042182-0.0081278i,0.0010826-0.0011975i,-0.0016118-0.0046795i,0.00055528+0.001692i,0.0025563+0.003128i,0.0098325-0.011223i,0.00017002-0.00065829i,-1.9746e-05+0.00043581i,-0.0012034+0.0014155i,0.0023884-0.0020794i,0.0012041-0.0020224i,-0.001434+0.0034584i,-0.0075775+0.0014069i,-0.0014093-0.00093105i,-0.00014359+0.003683i,0.0022467+0.004038i,0.00063737-0.0013125i,0.0025779-0.0011353i,0.0017866+0.0010316i,-2.5293e-05+0.00082861i,0.0031684+0.00093263i,0.00012379+0.0013895i,0.0027351-0.00030033i,0.0027737-6.0476e-06i,0.00073854-0.00012074i,-0.00084416-0.0018531i,0.0020295-0.0020026i,0.0031906+0.00048948i,0.00072214+0.00075721i,0.0013764+0.0012846i,0.00066367+0.00094538i,-0.00019297+0.00063147i,-0.0010534-0.003093i,-0.001413-0.002592i,-0.0018191+0.00052571i,-0.025428-0.004677i,-0.0088018+0.0095422i,-0.0020725+0.012111i,0.0011449+0.0066601i,-0.0019143-0.0026932i,0.0020868-0.0014273i,0.0058347+0.011096i
-0.011954+0.0032684i,-0.0058972+0.022389i,0.0056127+0.012234i,0.0015008+0.0042079i,0.0033152+0.0031734i,0.0056963+0.0029401i,0.008427+0.014245i,-0.00084442+0.02252i,0.0040879+0.018136i,0.0019208-0.001048i,0.0010422+0.00072225i,0.0011279-0.0013815i,0.001313-0.0011345i,-0.00041623-0.0010137i,0.00039335-0.0011314i,0.0013097-0.00068815i,-0.0022592-0.0035686i,0.0024096+0.0017299i,-0.00075161+0.001456i,0.0018182-0.00051366i,0.00083163-0.001291i,0.00083719-0.0002865i,0.0011344-0.000322i,0.0034034-0.0011778i,-0.002077-0.0025107i,9.8169e-05-0.00034482i,0.00028532-0.00081336i,0.00082746+0.00011954i,-4.1504e-05+0.00082056i,0.00015571+0.00032102i,-0.0021261+0.00052027i,0.00063721+0.00047996i,-0.0003066+0.0011095i,-0.00046848+0.00059402i,0.00013615+0.00016573i,0.0028238-0.0046631i,-0.0018587-0.0026183i,9.9115e-05-0.00019934i,-0.0011485+0.00018052i,-0.0030032+0.0017256i,0.00062879-0.0010764i,0.00018612-0.00036434i,0.0021239+1.4837e-05i,0.00068505+0.00085638i,-0.016793+0.0094013i,-0.02731-0.00369i,-0.027185-0.0080798i,-0.016617+0.0018406i,-0.0328+0.0066839i,-0.021339-0.00042831i,-0.022787+0.0019582i,-0.016753+0.024018i,-0.019593-0.020721i,-0.022904-0.010801i,0.0020134-0.0091569i,0.00033124-0.00084408i,-0.0027638-0.0030897i,0.0012077+0.0018006i,0.0041385+0.0019822i,0.0050175-0.012688i,0.0013075-0.0024049i,0.00041496+0.0020381i,-0.0012662+0.0012799i,0.0012364-0.0029074i,0.00055863-0.0026033i,-0.00025508+0.003487i,-0.0068732+0.0036894i,-0.0013624-0.00029918i,0.0011141+0.0031857i,0.0028067+0.0034488i,-0.00013056-0.0011539i,0.0020221-0.0023109i,0.0017165+0.00027376i,0.00049359+0.0014906i,0.0030332+0.00024565i,0.0010795+0.00062835i,0.0027124-0.0012266i,0.0025798-0.00096314i,0.00062488+4.9531e-07i,-0.00074236-0.00092291i,0.00049897-0.0028416i,0.0039521-0.00059291i,0.00027722+0.00021238i,0.0017915+0.00089368i,0.0010256+0.00084304i,-0.00024292+0.00071476i,-0.0016718-0.0021016i,-0.0018254-0.0012594i,-0.0015314+0.0013602i,-0.025456-0.0028556i,-0.0073596+0.010945i,-0.00049575+0.01188i,0.0021085+0.0078106i,-0.0027217-0.0022435i,0.0016862-0.001839i,0.0072887+0.0096826i
-0.011441+0.0047975i,-0.0028868+0.02246i,0.0064066+0.011101i,0.001649+0.0038995i,0.0033001+0.0027283i,0.0053428+0.0013475i,0.010283+0.012652i,0.0014177+0.021253i,0.0062966+0.016236i,0.0013982-0.0012374i,0.0010085+0.00045794i,0.00088041-0.0014926i,0.000718-0.0017819i,-0.00035564-0.0008015i,3.9595e-05-0.0011719i,0.00101-0.00074801i,-0.0026585-0.0026139i,0.0025877+0.0009769i,-0.00020723+0.0017584i,0.0016065-0.0010974i,0.00015236-0.0012421i,0.00085278-0.00047625i,0.0009627-0.00051306i,0.0029087-0.0016852i,-0.0022806-0.0017261i,0.00019447-0.00043206i,5.6314e-05-0.00083533i,0.00050566-0.00016774i,0.00033514+0.00056756i,0.0003786+0.00041869i,-0.0019147+0.001211i,0.00077012+0.00027769i,0.00011614+0.0011858i,-0.00028891+0.00066413i,0.00014307+0.00010399i,0.0012173-0.0054742i,-0.0026445-0.0018039i,5.8888e-06-0.00020285i,-0.00086847+0.00055105i,-0.002574+0.0025407i,0.00023759-0.001084i,6.6491e-05-0.00038517i,0.0023983-0.00076167i,0.00088056+0.00079845i,-0.015358+0.012093i,-0.027937-0.00078482i,-0.026613-0.006763i,-0.015848+0.0031352i,-0.030969+0.0089722i,-0.020814+1.1143e-05i,-0.022069+0.0049508i,-0.01323+0.024473i,-0.021693-0.019548i,-0.024892-0.0084701i,0.00096586-0.014188i,-0.00024451-0.00011485i,-0.003189-0.001049i,0.0017455+0.0016145i,0.0052048+0.00058081i,0.00072231-0.011847i,0.00040988-0.0021362i,0.0020394+0.0030093i,-0.0013635+0.0014048i,0.0003785-0.0031319i,-0.00034907-0.0030426i,0.0008469+0.0030572i,-0.0056141+0.0053042i,-0.0015528+6.1723e-05i,0.002045+0.0023992i,0.0035223+0.0028474i,-0.00081795-0.00085384i,0.00041908-0.0029444i,0.0011469-0.00020888i,0.0016637+0.001517i,0.0026786-0.00031849i,0.00072823-0.00049263i,0.0019917-0.0020671i,0.001653-0.001671i,0.00057459+0.00037762i,-0.00027676-0.00046885i,-0.00108-0.0021261i,0.0012413-0.0016552i,-0.0003892+0.00028416i,0.0019875+0.00040552i,0.00095457+0.00061325i,9.1294e-05+0.00049664i,-0.0017217-0.0016514i,-0.0013774+1.1755e-05i,-0.0011583+0.0019537i,-0.025444-0.00072834i,-0.0061288+0.012848i,0.00028581+0.011569i,0.0033074+0.0082956i,-0.003391-0.0010238i,0.0011758-0.0020167i,0.007888+0.007909i
