-0.0065359-0.039577i,-0.012401-0.043204i,0.0019393-0.045851i,-0.027318-0.027457i,-0.020544+0.014361i,-0.032339-0.03252i,-0.05932-0.061969i,-0.021433-0.073177i,-0.034686-0.050748i,0.00091199+0.014599i,-0.0071156+0.010861i,-0.015072+0.013781i,0.0016364+0.016413i,-0.003878-0.003719i,0.0005084+0.0065126i,5.4917e-05+0.039078i,0.019307+0.059072i,0.00050088-0.0003152i,-0.0048549-0.0080804i,0.0086688+0.0049489i,0.0013775+0.00095737i,-0.00089221+0.0036983i,0.00014346-0.0013908i,-0.0362-0.0099771i,-0.0024834-0.0075029i,-0.00019978+0.004739i,0.0051894+2.1972e-05i,0.00040967+0.00059951i,-0.00021292-0.0012086i,0.00012699-0.0025912i,-0.0011035-0.0059366i,-0.0023963-0.0038993i,-0.00053329-0.0076439i,0.0031936-0.0014454i,0.0031424-0.0023715i,-0.0016063+0.034404i,0.0060843-0.0041398i,0.003717-0.0023349i,0.0051062+0.00023683i,-0.013814-0.0050117i,-0.00010076+0.00068298i,0.0096435-0.00042578i,0.0059493-0.0011821i,-0.0039698+0.0035219i,0.0036138+0.0025949i,-0.0038239+0.0091191i,0.015315-0.086891i,-0.0065866-0.047483i,-0.024222-0.038468i,-0.019456-0.041492i,0.064225-0.015816i,0.028308-0.060974i,0.03883-0.044565i,0.029819-0.056522i,0.019199-0.015523i,0.0084824+0.0098766i,0.024669-0.032625i,-0.0074763-0.0048802i,0.002412-0.0024418i,-0.0046446-0.0060349i,0.0015413-0.032318i,-0.024554+0.031106i,0.0077326-0.0097023i,-0.011282-0.0015517i,-0.0052391-0.0011178i,-0.00095898-0.013479i,-0.010297+0.0040716i,0.0035135+0.0082319i,-0.010953+0.031364i,0.0057116+0.0078062i,-0.0052658-0.0014928i,-0.002056-0.0020269i,-0.011367-0.0074945i,0.00099319-0.0037266i,-0.035242+0.004549i,0.0024072-0.012308i,-0.0089123-0.0023122i,-0.0066667-0.003267i,0.0063931+0.0014358i,-0.0097357+0.0014684i,0.0011253+0.00084916i,0.0054642+0.0090637i,0.0047689+0.00033978i,-0.0084941-0.0090628i,0.0026706+0.0085891i,-0.019224+0.0064429i,0.0070869+0.0031543i,-0.028888-0.0087327i,-0.034001+0.0022222i,0.025816-0.077643i,0.012575-0.010131i,-0.042528-0.027522i,-0.022843-0.0040326i,0.017889+0.01275i,-0.026978+0.012041i,-0.011017-0.0087675i
-0.0058222-0.0090293i,-0.030778+0.0068153i,-0.012515+0.02341i,-0.00043472+0.012761i,0.0035177+0.00974i,0.0003426+0.011027i,-0.0096288+0.018983i,-0.026159+0.013815i,-0.017446+0.017757i,-0.0014993+0.0023923i,-0.0011945-0.0017121i,-0.00054488+0.00231i,-0.0026038+0.0014824i,0.0017063+0.0013025i,-0.0005798+0.00057189i,-0.0012409+0.0017679i,0.0011842+0.00093073i,-0.0025398+0.00028096i,0.00014831-0.00095518i,-0.0013773+0.0014469i,-8.0285e-05+0.00045633i,0.00031635+0.0012903i,-0.00091943+0.00053356i,0.0011796+0.0039194i,0.0015459-0.00055459i,0.00052974+0.00097918i,-0.00068582+0.00090073i,-0.0011005-4.8971e-05i,-0.001379+0.00038242i,-0.000977+0.0010893i,0.00020403-0.00075915i,-0.00042126-0.00066202i,0.0002702-0.0011097i,0.00058607-0.0012529i,-8.5193e-05-0.00078933i,0.0025456+0.0040911i,0.0018481+0.0017011i,-0.00037533+0.00028048i,0.0011323+0.0010055i,0.002469-0.0038373i,1.4823e-05+0.0018714i,0.00083846+0.0010713i,-0.00087941+0.0015199i,-0.001298+0.0011581i,-0.011471-0.0060967i,-0.014457-0.022159i,-0.014549-0.027122i,-0.015644-0.0092757i,-0.024805-0.022295i,-0.018275-0.0099804i,-0.021334-8.0063e-05i,-0.039719+0.01032i,-0.00036259-0.018917i,-0.0088436-0.014758i,0.012512+0.0035788i,0.0010201+0.00082929i,0.0035468-0.0011351i,0.00339+0.00010565i,0.00036721-0.0019474i,0.00020052+0.010328i,0.0038681-0.00026721i,0.0014199+0.0041202i,-0.0027873-0.00091833i,-0.0018403-0.00036956i,0.0011855+0.00020221i,-0.0018117-0.00079722i,-0.0010894-0.0026347i,0.0023996+0.0035493i,-0.0048448-0.0047769i,-0.0050968+0.0006641i,-0.0026135+0.0017125i,0.0012102+0.0014947i,-0.00032504+0.00083025i,0.0019745+0.0010165i,-0.0064284+0.0022371i,0.0011932-0.0039386i,0.00058888+0.00217i,-0.002887+0.00076916i,0.0013271+0.00056862i,0.0047055+0.0011652i,0.0013841+0.0013105i,-0.0019538+0.0009877i,-0.00099205+0.00010646i,0.0028768+0.0027162i,-0.00028879-8.4964e-05i,-0.0025375+0.0027397i,0.001708+0.0020924i,0.0041473-0.00089612i,0.0020291-0.0010662i,-0.019216-0.02301i,0.0051553-0.012694i,0.00010584+0.00026901i,0.0073834+0.014723i,-0.00019424-0.0070604i,0.002522-0.00080513i,-0.0024252+0.010315i
-0.0075104-0.0084479i,-0.028635+0.01155i,-0.007909+0.023143i,0.0018497+0.011271i,0.0042593+0.0084967i,0.0013139+0.010228i,-0.0066704+0.019696i,-0.023479+0.01648i,-0.014175+0.019406i,-0.00092215+0.0027996i,-0.0019805-0.00084996i,0.00069023+0.0024773i,-0.0016746+0.001999i,0.0024675+0.00054405i,-0.00010096+0.00080359i,-0.00087692+0.0021483i,0.0016761+0.00078736i,-0.0024603+0.0012178i,-0.00036503-0.00084715i,-0.00074718+0.0019509i,-7.9747e-05+0.00044896i,0.00079311+0.00094607i,-0.00075263+0.00098765i,0.0019633+0.0038219i,0.0014927-0.00078575i,0.00088078+0.00070103i,-0.00022189+0.0011886i,-0.0010389+0.00041214i,-0.00090365+0.00068078i,-0.00050624+0.0011783i,0.00015554-0.00090294i,-0.00076709-0.00024367i,-0.00014855-0.0010887i,-0.00012573-0.0013945i,-0.00029631-0.00058599i,0.0036271+0.003239i,0.0023295+0.00086782i,-0.00022344+0.00043545i,0.0013598+0.0002601i,0.001014-0.0044179i,0.00069986+0.00184i,0.0011678+0.00053304i,-0.0002052+0.0017047i,-0.0010334+0.001511i,-0.013633-0.0049344i,-0.017567-0.0215i,-0.016695-0.027282i,-0.016307-0.0080878i,-0.028355-0.02036i,-0.018321-0.009059i,-0.018565+0.00017868i,-0.036072+0.01374i,-0.0021292-0.021559i,-0.0093527-0.015106i,0.012588+4.5628e-05i,0.0011572+0.0010172i,0.0037238-0.00074335i,0.0030097-0.00053121i,-0.00055102-0.0022782i,0.0042467+0.011007i,0.0031096-0.00052848i,0.0032445+0.0035539i,-0.0028637-0.00075119i,-0.0021578+0.00077335i,0.0013019-9.1996e-05i,-0.0020547-0.00087745i,-0.0010488-0.0027644i,0.003479+0.0013764i,-0.0059539-0.0024433i,-0.0054475+0.0023634i,-0.001608+0.0028932i,0.0011736+0.00095718i,-0.00033443+0.0010986i,0.0016604+0.00036102i,-0.0048303+0.0048456i,-0.00029258-0.003977i,0.0010356+0.0017461i,-0.0019589+0.0023137i,0.0012904+0.00043662i,0.004925+0.00011396i,0.0011425+0.0006266i,-0.0015971+0.0018439i,-0.0012611+0.00054304i,0.0026187+0.0010153i,-0.00034135-0.00012505i,-0.0015294+0.0030339i,0.0025481+0.0014888i,0.0040154-0.0022684i,0.0018262-0.0017927i,-0.021607-0.020109i,-0.00097893-0.012286i,-0.0020374+0.00034339i,0.0092192+0.011397i,-0.00098366-0.0063334i,0.0022566-0.0012917i,-0.0017171+0.010453i
-0.0090054-0.0073231i,-0.025336+0.01555i,-0.0041678+0.022118i,0.0031814+0.009046i,0.0046753+0.0072967i,0.002039+0.009515i,-0.003683+0.019889i,-0.020985+0.018716i,-0.010961+0.020255i,-0.00010766+0.0029412i,-0.0020547+0.00024146i,0.0017992+0.0017955i,-0.00072429+0.0021941i,0.0024663-0.00053374i,0.00047332+0.00067271i,-0.00022473+0.0023596i,0.0024359+0.00042462i,-0.0018858+0.0020768i,-0.00049977-0.00064749i,6.6089e-05+0.0019791i,-5.6245e-05+0.0006415i,0.00097522+0.00053835i,-0.0003695+0.0013765i,0.0028905+0.0033881i,0.0014101-0.0013134i,0.0011232+0.00028188i,0.00037358+0.0011271i,-0.00079712+0.00077997i,-0.00061469+0.00067165i,-7.1023e-05+0.0011295i,-0.0001237-0.0010282i,-0.00075885+0.0002311i,-0.00061549-0.00096207i,-0.00079265-0.001171i,-0.00053011-0.00038404i,0.0044028+0.0022696i,0.0024249-7.4632e-05i,3.7735e-05+0.00044203i,0.0011947-0.00031765i,-0.00046049-0.0042286i,0.0012175+0.0015176i,0.0010515-0.00011251i,0.00033837+0.001591i,-0.00034608+0.0017125i,-0.015358-0.0031396i,-0.02078-0.019615i,-0.02032-0.026573i,-0.01701-0.0064219i,-0.032004-0.017325i,-0.018913-0.0088073i,-0.016628-0.00054301i,-0.032704+0.016079i,-0.0049605-0.023105i,-0.01067-0.015761i,0.011375-0.0027531i,0.0016528+0.0010133i,0.0044086-0.0010189i,0.0023153-0.0010737i,-0.0016596-0.0016383i,0.0085655+0.0098687i,0.0026177-0.00040763i,0.0043511+0.00218i,-0.0032394-0.00016685i,-0.0014852+0.0019514i,0.0010855-0.00048841i,-0.0026441-0.00068851i,-0.0015272-0.0031802i,0.0028665-0.00047305i,-0.0057186-0.00025101i,-0.0045555+0.0044391i,-2.1652e-05+0.0031521i,0.00091026+0.00085304i,-0.0001899+0.0011217i,0.0014061+0.00022568i,-0.0023581+0.005949i,-0.0018376-0.0033559i,0.0012241+0.0016063i,-0.00049233+0.0030949i,0.0012864+0.00040355i,0.0044311-0.0011365i,0.00083656+0.00079343i,-0.00090676+0.0026i,-0.0010373+0.00098841i,0.0016795+0.00015354i,-0.00075352-0.00015689i,-0.00015517+0.0027726i,0.0031963+0.00049626i,0.0032529-0.0030029i,0.0010112-0.0022181i,-0.023205-0.017162i,-0.0064467-0.0096245i,-0.0043491+0.0015738i,0.0094611+0.0077875i,-0.0018975-0.0053005i,0.0017561-0.0013081i,-0.0012589+0.010896i
-0.010272-0.0059474i,-0.021545+0.018134i,-0.00092213+0.020567i,0.003377+0.0069938i,0.0047952+0.0060896i,0.0027931+0.0089271i,-0.00088865+0.019322i,-0.018247+0.020987i,-0.0079077+0.020375i,0.00075427+0.0027637i,-0.0015899+0.0010961i,0.0021412+0.00079106i,0.00011027+0.0020196i,0.0020953-0.0012759i,0.00074932+0.00036495i,0.00055006+0.0023149i,0.002961-0.00058607i,-0.0010418+0.0025827i,-0.00071339-0.00071458i,0.00069869+0.001669i,0.00020751+0.00098426i,0.0009449+0.00029558i,0.00020258+0.0015589i,0.003771+0.0026182i,0.00092409-0.0018653i,0.0011669-0.00025711i,0.00076175+0.00086308i,-0.00040298+0.0010975i,-0.00040267+0.00064016i,0.00035332+0.00090167i,-0.00052562-0.00099553i,-0.00058126+0.0005692i,-0.00093389-0.00058216i,-0.0012542-0.0006189i,-0.00052575-6.9659e-05i,0.0049979+0.0012365i,0.0021831-0.00081178i,0.00019786+0.00034237i,0.00094722-0.00064597i,-0.0015845-0.0035061i,0.0015507+0.0010439i,0.00073564-0.00047154i,0.00070067+0.0012713i,0.00021005+0.0014558i,-0.016607-0.00087098i,-0.023272-0.016736i,-0.02422-0.024386i,-0.01713-0.0047716i,-0.034455-0.013163i,-0.020205-0.008043i,-0.015771-0.0020416i,-0.029487+0.017877i,-0.008017-0.023586i,-0.012989-0.016029i,0.009448-0.0045568i,0.0021261+0.00069281i,0.0048299-0.0020964i,0.0013889-0.0010903i,-0.0020476-0.00037031i,0.01232+0.0070045i,0.0027387-0.00018958i,0.0047275+0.00067853i,-0.0032156+0.00071572i,-0.00014961+0.0024597i,0.00071644-0.00050644i,-0.0030904-8.9215e-05i,-0.0026364-0.0034468i,0.0017977-0.0013545i,-0.0049277+0.0012396i,-0.002554+0.0055991i,0.0012508+0.0025786i,0.0010297+0.0011457i,-0.000143+0.0014355i,0.0013633-8.439e-05i,9.8023e-05+0.0057479i,-0.0028236-0.0017941i,0.0016788+0.0015697i,0.00083966+0.0028962i,0.0011274+0.00022695i,0.003705-0.0022143i,0.0013138+0.0010575i,0.00010343+0.0029858i,-0.00093115+0.0011173i,0.00080765-4.4012e-05i,-0.00080698+0.00032455i,0.0007151+0.0018382i,0.0034009-0.00071503i,0.0024039-0.0036644i,2.6853e-05-0.0020853i,-0.024261-0.01441i,-0.010049-0.0052411i,-0.0058309+0.0036089i,0.007995+0.0048409i,-0.0022384-0.0041707i,0.0015268-0.001125i,-0.00033834+0.011623i
-0.011182-0.0043052i,-0.018085+0.019684i,0.0014378+0.018729i,0.0029591+0.0054227i,0.0046894+0.0049722i,0.0037746+0.0081151i,0.0013496+0.018397i,-0.014875+0.022915i,-0.00552+0.020189i,0.001434+0.0023413i,-0.00084579+0.0016584i,0.0020874+9.9298e-05i,0.0007655+0.0015484i,0.0015596-0.0018786i,0.00093796-9.5313e-06i,0.0012788+0.0018429i,0.0029955-0.0018978i,-0.00015113+0.0027114i,-0.0012213-0.00056846i,0.0010434+0.0012178i,0.00076891+0.0010154i,0.0010059+9.0531e-06i,0.00077283+0.0014095i,0.0044308+0.0015136i,0.00028465-0.0021711i,0.00085185-0.000852i,0.00096928+0.00046926i,5.1197e-05+0.0010675i,-0.00017999+0.00053301i,0.00048437+0.00053653i,-0.00093734-0.00080654i,-0.00027813+0.00072199i,-0.0010156-0.00017705i,-0.0013629+1.6812e-05i,-0.00039958+0.00011603i,0.0055078+0.0001299i,0.0018319-0.0013824i,0.00029578+0.00016434i,0.00074057-0.00086752i,-0.0020438-0.0025458i,0.0017734+0.00052628i,0.0003048-0.00044868i,0.00098602+0.0008905i,0.00038075+0.0011793i,-0.017369+0.0016928i,-0.02491-0.013586i,-0.027156-0.021044i,-0.016927-0.0036549i,-0.035975-0.0087851i,-0.02145-0.0065906i,-0.016481-0.0032975i,-0.026529+0.019068i,-0.010608-0.023554i,-0.015235-0.015827i,0.0078135-0.0053394i,0.0024251+0.00018817i,0.004698-0.0037717i,0.00062957-0.00064028i,-0.0019019+0.0010499i,0.014745+0.002809i,0.0029196-0.00037125i,0.004124-0.0009141i,-0.0029385+0.001373i,0.0010954+0.0020679i,0.00085416-0.00024732i,-0.0033424+0.00075183i,-0.0039311-0.0033718i,0.00095801-0.0017951i,-0.0041235+0.0022518i,-0.00069026+0.0058144i,0.002107+0.0017505i,0.0017874+0.0011672i,0.00027865+0.0016715i,0.00075947-0.00040806i,0.0020277+0.0047973i,-0.0026124-0.00017443i,0.0021761+0.0012013i,0.0018169+0.0021957i,0.0010567+0.0001745i,0.0026292-0.0030048i,0.0017986+0.00058991i,0.0012294+0.0028842i,-0.00066915+0.0015005i,0.00013801+0.00028566i,-0.00068504+0.00073544i,0.00065694+0.0009162i,0.0032751-0.0020806i,0.0012092-0.0040696i,-0.00069756-0.0016922i,-0.024887-0.011799i,-0.011503-0.00077345i,-0.0064866+0.0060936i,0.0055912+0.0032386i,-0.0021021-0.0031554i,0.0016282-0.00084993i,0.0010573+0.012095i
-0.011477-0.0025811i,-0.014943+0.020736i,0.0032762+0.016692i,0.0021512+0.0044913i,0.0042786+0.004006i,0.0045665+0.0070194i,0.00338+0.017391i,-0.011305+0.023975i,-0.0034926+0.02001i,0.0020407+0.0017405i,6.991e-05+0.001668i,0.0019112-0.00043978i,0.0011471+0.00088859i,0.00071088-0.0022355i,0.00091619-0.00037421i,0.0017613+0.0011459i,0.0024586-0.0032269i,0.00067294+0.0025651i,-0.0014491+3.2898e-05i,0.0012708+0.00089496i,0.0012066+0.00067815i,0.00080989-0.00015396i,0.0012048+0.0010207i,0.0046576-2.3391e-05i,-0.0005284-0.0023042i,0.00023103-0.00096292i,0.0010415+3.2843e-05i,0.0004092+0.0010177i,-0.00014393+0.00035719i,0.00035695+0.00023652i,-0.0012459-0.00045196i,-1.4798e-05+0.00076581i,-0.0010276+0.00012943i,-0.0012359+0.00051565i,-0.00030258+7.7967e-05i,0.0056771-0.0012324i,0.0014574-0.0019816i,0.00030575+1.0322e-06i,0.00044778-0.0011047i,-0.0021486-0.0019812i,0.0017558-7.0745e-05i,0.00019172-0.0002485i,0.0010075+0.00050004i,0.00059755+0.001169i,-0.01759+0.0044471i,-0.025691-0.010564i,-0.02882-0.016802i,-0.017227-0.0026487i,-0.036551-0.0042489i,-0.022028-0.0047554i,-0.018073-0.0036915i,-0.024395+0.019929i,-0.013436-0.023228i,-0.017555-0.01458i,0.0067037-0.0058114i,0.0024335-0.00054189i,0.0033105-0.0055878i,0.00017149+6.1028e-05i,-0.0011695+0.0022214i,0.015503-0.0023462i,0.0032159-0.0006315i,0.0025836-0.0018027i,-0.0023726+0.0019145i,0.0021889+0.0012637i,0.0013861-0.00055006i,-0.0032525+0.0018003i,-0.0054811-0.0026398i,8.7593e-06-0.0020742i,-0.0032229+0.003136i,0.00085616+0.0054599i,0.0024768+0.00042807i,0.0022942+0.00055177i,0.000715+0.0016922i,6.8479e-05-0.00019648i,0.0032796+0.0032896i,-0.0018429+0.00087333i,0.0023617+0.0007031i,0.0022669+0.0014327i,0.0010165+9.12e-05i,0.0011406-0.0032582i,0.0020579-4.3749e-05i,0.0019947+0.0023762i,-0.00013145+0.0016973i,-0.00010053+0.00086089i,-0.00033534+0.0010868i,0.00030986+0.00038866i,0.002385-0.0035278i,0.00010481-0.0037499i,-0.001231-0.0011378i,-0.025324-0.0091691i,-0.011646+0.0033969i,-0.00605+0.0090214i,0.0030339+0.0031401i,-0.0015736-0.0024513i,0.0019556-0.00087766i,0.0025864+0.012196i
-0.011543-0.0013298i,-0.011962+0.021568i,0.0041874+0.014843i,0.0014649+0.0042432i,0.0036885+0.0034647i,0.0050637+0.0058474i,0.0050906+0.016388i,-0.0074937+0.024427i,-0.0011453+0.020012i,0.0022797+0.00094896i,0.00065615+0.001306i,0.0016735-0.0008154i,0.0013125+0.00034017i,-0.00019145-0.0020176i,0.00074258-0.00062892i,0.0019263+0.00036694i,0.0011995-0.0043745i,0.0013896+0.002157i,-0.0013417+0.00057924i,0.0015148+0.0005494i,0.0015395+0.00017186i,0.00071952-0.0001404i,0.0014126+0.00048897i,0.0042573-0.0015647i,-0.0013472-0.0020355i,-0.00010178-0.00069721i,0.00091627-0.0004045i,0.00069838+0.00081945i,-0.00027338+0.00038731i,0.00016126+0.0001521i,-0.0013674+7.6853e-05i,0.00014706+0.00068121i,-0.00097627+0.00046765i,-0.00095153+0.0010001i,-0.00029977+6.6607e-05i,0.00548-0.0026667i,0.00075155-0.0025082i,0.0002489-0.00011839i,6.5841e-05-0.0013681i,-0.002369-0.001736i,0.0014983-0.00055251i,0.00034825-0.00017065i,0.00093989+0.0003927i,0.00091361+0.00107i,-0.017182+0.0070997i,-0.026169-0.0082121i,-0.028825-0.012741i,-0.017586-0.0011982i,-0.036193+0.00021179i,-0.022319-0.0031664i,-0.020244-0.0030009i,-0.02255+0.021246i,-0.015591-0.022348i,-0.019328-0.012995i,0.0055926-0.0064665i,0.0018762-0.0012211i,0.0008576-0.0061611i,0.00016889+0.00088926i,0.00035463+0.0033071i,0.013652-0.0076744i,0.0034566-0.0013374i,0.0008744-0.0014413i,-0.0017216+0.0020498i,0.0028095-0.00029432i,0.0014332-0.0012959i,-0.0026683+0.0029i,-0.0067665-0.0010385i,-0.0011196-0.0016465i,-0.0018694+0.0038091i,0.0019937+0.0046869i,0.0018064-0.00082733i,0.0025807-0.00022774i,0.0012212+0.0015003i,-0.00010105+0.00039865i,0.0036056+0.0018474i,-0.0008454+0.001345i,0.0025409+0.00032759i,0.0025375+0.00069023i,0.0010097+5.5034e-05i,-0.00013096-0.0026379i,0.0022008-0.00079498i,0.002852+0.001772i,0.00071954+0.0012873i,0.000213+0.0015003i,0.00028351+0.0012759i,5.5743e-05+0.00024018i,0.0006852-0.0042713i,-0.0007746-0.0031387i,-0.0016461-0.00043886i,-0.025199-0.0069536i,-0.010664+0.0071347i,-0.0043211+0.011194i,0.0013625+0.0046905i,-0.0011047-0.0023451i,0.0021346-0.0012802i,0.0041784+0.011846i
-0.011886-0.00019807i,-0.0090402+0.022202i,0.0048604+0.013495i,0.0013202+0.0042748i,0.0033401+0.0033435i,0.0054726+0.0046043i,0.0067022+0.015339i,-0.0038317+0.023879i,0.0015218+0.01965i,0.0022029+0.00023752i,0.0009124+0.00099315i,0.0014397-0.0011383i,0.0014381-0.00030572i,-0.00048647-0.0013803i,0.00059686-0.00083244i,0.0017193-0.00034248i,-0.00046417-0.0046307i,0.0018674+0.0015679i,-0.0010746+0.00099788i,0.0017288+9.3217e-05i,0.0015281-0.00061924i,0.00078592-0.00020936i,0.0013211+2.425e-05i,0.0031782-0.0025787i,-0.001909-0.0013845i,-9.8166e-05-0.00041992i,0.0005968-0.00074374i,0.0007876+0.0004568i,-0.00015409+0.00058984i,-3.7911e-06+0.00024424i,-0.0011918+0.00055236i,0.00032391+0.00058862i,-0.00080866+0.00088291i,-0.00046571+0.0012497i,-0.00022989+0.00016392i,0.0047864-0.0041489i,-0.00030269-0.0026801i,0.00015218-0.00022215i,-0.00062876-0.0013771i,-0.0029635-0.0013275i,0.0011388-0.00088557i,0.00042463-0.00033396i,0.0011888+0.00034649i,0.0011441+0.00086412i,-0.016126+0.0096706i,-0.026687-0.0059393i,-0.02785-0.0099637i,-0.01725+0.00043007i,-0.034709+0.0039258i,-0.022098-0.0014072i,-0.022089-0.00097052i,-0.020059+0.022927i,-0.017646-0.0217i,-0.020786-0.011831i,0.0045108-0.0071711i,0.00098732-0.0013068i,-0.0015362-0.0051169i,0.0006364+0.0015893i,0.0025467+0.0031625i,0.0095753-0.0114i,0.0031065-0.0024987i,3.81e-05+6.4557e-05i,-0.0011862+0.0018952i,0.0023559-0.0018855i,0.0010775-0.0019294i,-0.0014693+0.0035471i,-0.0073633+0.0012354i,-0.0014721-0.0008152i,-0.0004324+0.0038601i,0.0027762+0.0037653i,0.00071966-0.0012486i,0.0026365-0.0011706i,0.0016943+0.0011238i,2.9962e-05+0.00078807i,0.0035103+0.00092871i,0.00022885+0.0013731i,0.0028133-0.0004075i,0.0026351-6.1184e-05i,0.00090071-0.00014132i,-0.0005098-0.0016287i,0.0017586-0.0017828i,0.0034058+0.00060441i,0.00083208+0.00051554i,0.0009394+0.0017971i,0.00093283+0.0012623i,-0.00011455+0.00034086i,-0.00082388-0.0038418i,-0.0015466-0.0024357i,-0.0019274+0.00043236i,-0.025265-0.0050269i,-0.008847+0.009605i,-0.0020192+0.011991i,0.0011287+0.00668i,-0.0015494-0.0027352i,0.0020283-0.0017164i,0.0058418+0.011123i
-0.012248+0.0012673i,-0.0059771+0.022596i,0.0056563+0.01248i,0.0014487+0.0040859i,0.003329+0.0030936i,0.0057174+0.0030718i,0.0084975+0.01426i,-0.00076977+0.022646i,0.0041833+0.018366i,0.0018889-0.00026342i,0.0010402+0.00073935i,0.0011845-0.0013728i,0.0012646-0.0011276i,-0.00048839-0.0010189i,0.00039308-0.0010504i,0.0013696-0.00078689i,-0.0018977-0.0040271i,0.0020925+0.00089852i,-0.00070851+0.0014182i,0.0017764-0.0004999i,0.00095236-0.0012492i,0.00081304-0.00040772i,0.0011264-0.00027134i,0.0021571-0.0028i,-0.0020302-0.00061062i,8.0295e-05-0.00040964i,0.00015995-0.000986i,0.00066099+9.7311e-05i,0.00012786+0.00060804i,2.6145e-05+0.00047304i,-0.00087219+0.00083639i,0.00057937+0.0004679i,-0.00039552+0.0012115i,1.3886e-05+0.0012821i,-9.2827e-05+0.00020279i,0.0034797-0.0055005i,-0.001283-0.0023625i,4.3896e-05-0.00025349i,-0.0010944-0.00092202i,-0.0035214-0.00042787i,0.00074408-0.00098252i,0.00028061-0.00047184i,0.0016659+0.00021659i,0.0013834+0.00048419i,-0.014809+0.011839i,-0.027428-0.0036402i,-0.026942-0.0082079i,-0.016611+0.0017855i,-0.032962+0.0069605i,-0.021329-0.00035822i,-0.022771+0.0020209i,-0.016981+0.024227i,-0.019653-0.020804i,-0.022677-0.010504i,0.0034169-0.0079001i,0.00016937-0.00089131i,-0.0028873-0.0033576i,0.0012618+0.0017128i,0.004124+0.0020067i,0.0046438-0.012687i,0.0017664-0.0031225i,0.00024956+0.0015684i,-0.0010017+0.0016296i,0.0012461-0.0028637i,0.00050031-0.002448i,-0.00028336+0.0034922i,-0.0066463+0.0035771i,-0.0013942-0.0001788i,0.0007612+0.003435i,0.0032768+0.0031212i,-5.101e-05-0.0011291i,0.0021002-0.0022756i,0.0017804+0.0002776i,0.00046384+0.001343i,0.003376+0.00025534i,0.0011394+0.00058086i,0.0026523-0.0013503i,0.0025409-0.00086977i,0.0009374-0.00015908i,-0.0003273-0.00070696i,0.00024551-0.0024967i,0.0030603-0.00049915i,0.00037915+0.00020669i,0.0016694+0.001587i,0.001652+0.00078946i,-0.00021515+0.00033609i,-0.0016871-0.0032562i,-0.0019105-0.0011108i,-0.0016899+0.0013392i,-0.025372-0.0031127i,-0.0073433+0.011073i,-0.00047561+0.011858i,0.0020696+0.0078625i,-0.0024268-0.0023792i,0.0015787-0.0020514i,0.007198+0.0095957i
-0.012224+0.0030765i,-0.002799+0.022588i,0.0065342+0.011392i,0.0015779+0.0037758i,0.0032886+0.0026718i,0.005408+0.0014558i,0.01033+0.012649i,0.0015439+0.021297i,0.0063832+0.01649i,0.0015176-0.00048995i,0.0010013+0.00055992i,0.0009353-0.0015307i,0.00066446-0.0017482i,-0.00040327-0.00077225i,8.2975e-05-0.0010972i,0.001042-0.00088592i,-0.0025922-0.0030669i,0.0020325+0.00039983i,-0.00012266+0.0017117i,0.0015959-0.0010387i,0.00019141-0.0013065i,0.00078082-0.00053848i,0.00097587-0.00047113i,0.0015949-0.0028355i,-0.0018021-8.0053e-06i,0.00015886-0.0004742i,-0.0002773-0.0009516i,0.00042624-4.8865e-05i,0.00032292+0.00047654i,0.00032476+0.00055804i,-0.00059051+0.00099037i,0.00075214+0.0002963i,5.5648e-05+0.0012836i,0.00048555+0.0011148i,-5.0927e-05+0.00018965i,0.0015034-0.0065383i,-0.0019371-0.0017173i,-7.1222e-05-0.0002351i,-0.0012896-0.00049522i,-0.0037126+0.00073395i,0.00037554-0.0010462i,0.00011277-0.00052052i,0.0019572-0.00028624i,0.0015476+0.00012325i,-0.012859+0.013776i,-0.028095-0.00071664i,-0.026264-0.0067893i,-0.015918+0.0030531i,-0.031182+0.0092984i,-0.020752+9.4442e-05i,-0.022101+0.0050146i,-0.013326+0.024654i,-0.021669-0.01976i,-0.024689-0.0081516i,0.0015689-0.0086086i,-0.00037579-0.00013694i,-0.0033609-0.0011578i,0.0017775+0.0015815i,0.005204+0.00048162i,0.00046156-0.011698i,0.00053511-0.0025106i,0.0015203+0.0025888i,-0.0010581+0.0015617i,0.00040828-0.0030499i,-0.00030296-0.002898i,0.00086482+0.0030701i,-0.0055871+0.0050727i,-0.0015371+0.00022515i,0.0018355+0.0026757i,0.003877+0.00237i,-0.00072143-0.00091937i,0.00065102-0.0028322i,0.0011816-0.00033479i,0.0014671+0.0013879i,0.0029902-0.00035915i,0.00079695-0.00049398i,0.0018166-0.0020654i,0.0018704-0.0016764i,0.00094765-0.00030869i,0.00010448-0.00032808i,-0.0011279-0.0017788i,0.0024733-0.0010934i,-9.6228e-05+0.00033293i,0.0021293+0.0010833i,0.002076-1.2113e-05i,-8.5432e-05+0.00018377i,-0.0023427-0.0027267i,-0.0013767+9.8723e-05i,-0.0012507+0.0021048i,-0.025316-0.00099777i,-0.0059861+0.012957i,0.00030894+0.011698i,0.003255+0.0083383i,-0.0031472-0.0012748i,0.0010287-0.0022069i,0.0077087+0.0078362i
