-0.00078688-0.041383i,-0.0011389-0.046124i,-0.007783-0.047554i,-0.030714-0.023403i,-0.022738+0.01084i,-0.036649-0.033417i,-0.063192-0.058131i,-0.019209-0.07078i,-0.024422-0.043564i,-0.00081438+0.015878i,-0.010557+0.013055i,-0.014161+0.012948i,0.0036495+0.013337i,-0.0027595-0.0021866i,0.0019125+0.0057211i,0.00027769+0.03347i,0.019702+0.056601i,0.00095485-0.00061808i,-0.0034551-0.0090973i,0.0074293+0.0042461i,0.0016648+0.0013296i,-0.00046391+0.003197i,-2.6865e-05-0.00062127i,-0.037409-0.0091452i,-0.0023832-0.0075553i,-0.0014193+0.0045114i,0.0053499-0.00025926i,1.0927e-05+0.00023749i,0.00056533-0.0008748i,0.00038298-0.0021738i,-0.001355-0.0059471i,-0.0032853-0.0060128i,-0.00075079-0.0072537i,0.0032198-0.0006444i,0.0033802-0.0016643i,-0.001459+0.03887i,0.0066733-0.0036763i,0.0032511-0.00077293i,0.0052377-0.00021536i,-0.01253-0.0060904i,-0.0011042+0.00037632i,0.0095546-0.00044974i,0.0031425+0.0016086i,-0.0046972+0.0021331i,1.6807e-05+0.010277i,-0.0057947+0.018282i,0.026172-0.08172i,-0.00023581-0.05514i,-0.023366-0.043235i,-0.019657-0.037157i,0.063003-0.016345i,0.030383-0.058119i,0.038736-0.044698i,0.033867-0.052573i,0.01935-0.015587i,0.0077976+0.012077i,0.023977-0.034892i,-0.0086709-0.0054709i,0.0030208-0.0016164i,-0.0024387-0.0056227i,0.0048198-0.031769i,-0.025653+0.030786i,0.0087911-0.010372i,-0.012606-0.0026925i,-0.004611-0.0017214i,0.0001418-0.014752i,-0.010774+0.0053786i,0.003371+0.0067307i,-0.014019+0.029851i,0.0054509+0.006935i,-0.0059562-0.0020858i,-0.0011914-0.0024311i,-0.01184-0.0080741i,0.00031718-0.0035796i,-0.036089+0.0064578i,0.0017114-0.012547i,-0.0093361-0.0029191i,-0.0070639-0.0034096i,0.006493+0.0020736i,-0.0092355+0.0021165i,-2.0877e-05+0.0017018i,0.0057933+0.010032i,0.005008+0.00053643i,-0.0093422-0.010322i,0.001957+0.0084516i,-0.020226+0.0053629i,0.006979+0.0031398i,-0.027868-0.0088119i,-0.036041-0.0024861i,0.026586-0.077353i,0.013757-0.0094238i,-0.043098-0.028342i,-0.024619-0.0061101i,0.017337+0.011526i,-0.026968+0.011319i,-0.012116-0.0095544i
-0.0099481-0.0084799i,-0.041701-0.0020732i,-0.011425+0.022407i,0.0029494+0.0095622i,0.005615+0.010973i,0.0033916+0.0084728i,-0.0083219+0.017015i,-0.033053+0.009134i,-0.016188+0.013512i,1.377e-07+0.0033931i,-0.0007315-0.0020598i,-0.00023567+0.0019572i,-0.0018866+0.0017183i,0.0020581+0.00075i,0.00018265+0.0011408i,-0.00031468+0.0012415i,0.0014009+0.0006758i,-0.0028585+0.000152i,-0.00012824-0.0011861i,-0.00048389+0.0012096i,-0.00019504+0.00079166i,0.00071011+0.00098999i,-0.00081739+0.00052112i,0.0019385+0.0034568i,0.0020599+0.0012248i,-0.00019315+0.00069305i,-0.00083256+0.00087294i,-0.00066432+0.00020483i,-0.0010536+0.00026163i,-0.00097346+0.0016817i,-0.00072303-0.00041058i,0.00016403-0.0003577i,-0.000218-0.00043573i,0.0010836-0.0005687i,0.00068513-0.00043339i,0.0032321+0.002814i,0.0018104+0.00037064i,-0.00039033+0.00017351i,0.0010835+0.00097907i,0.0016778-0.0029103i,5.7932e-05+0.0016461i,0.0006648+0.0018002i,-0.0016076-0.00079745i,-0.0024034+0.00082574i,-0.011723-0.0063487i,-0.0087306-0.018954i,-0.0099052-0.026283i,-0.019841-0.012502i,-0.025408-0.021873i,-0.014871-0.011228i,-0.022861+0.002627i,-0.035548+0.0091208i,-0.0066145-0.018519i,-0.0067867-0.013823i,0.012527+0.0036118i,0.0010295+0.00030801i,0.00256-0.0021853i,0.0027063+0.00082623i,8.9114e-06-0.0018874i,0.00021289+0.0098909i,0.003478-0.00018471i,0.001268+0.0039758i,-0.0029518-0.0013756i,-0.0016623+0.00035166i,0.0014894-0.00014706i,-0.0021727-0.00034221i,-0.0013037-0.0024517i,0.0020666+0.0029733i,-0.0048077-0.0043358i,-0.0053243+0.00098718i,-0.0017282+0.0018989i,0.00080339+0.0014238i,-7.2072e-05+0.00041704i,0.0020588+0.00074514i,-0.006531+0.0026953i,0.00096305-0.0041205i,0.00093381+0.0019082i,-0.0028165+0.0010391i,0.0015536+0.00022323i,0.0046576+0.00057672i,0.0014145+0.0014277i,-0.00084771+0.0014912i,-0.00042242+0.00021309i,0.0030403+0.0028033i,-0.00073557+4.3909e-05i,-0.0022123+0.003154i,0.0020898+0.0022628i,0.0048322-0.00051873i,0.00077966-0.00061459i,-0.017764-0.019557i,0.0052892-0.013619i,0.00061691+0.00033643i,0.0088707+0.014234i,-0.0017284-0.0073039i,0.0024465-0.0010174i,-0.0024173+0.011173i
-0.011726-0.0073645i,-0.04046+0.0047312i,-0.0072002+0.022242i,0.0042428+0.0080911i,0.0066741+0.0091964i,0.0035052+0.0071889i,-0.0056179+0.017733i,-0.0307+0.013057i,-0.013128+0.015851i,0.00055432+0.0033073i,-0.0016075-0.0013302i,0.00088101+0.0019821i,-0.0010275+0.001957i,0.0024407-0.00011612i,0.00079563+0.001027i,-0.00013505+0.0013681i,0.0019041+0.00042198i,-0.0027558+0.0010581i,-0.00066833-0.00076229i,7.7805e-05+0.0013779i,2.5634e-06+0.00072643i,0.0010273+0.00050508i,-0.00074585+0.00090618i,0.0025373+0.0030915i,0.002591+0.00069352i,0.00021015+0.00065283i,-0.00034031+0.0012317i,-0.00056071+0.00046133i,-0.00068367+0.00064656i,-0.00028813+0.0016939i,-0.00064684-0.0003459i,-7.5537e-05-0.00011337i,-0.00032728-0.0002939i,0.0006381-0.0010301i,0.00056843-0.00058237i,0.0038448+0.0018545i,0.0018844-0.00041737i,-0.00029432+0.00035976i,0.0013383+0.00038682i,0.00061102-0.0032455i,0.00074718+0.0016241i,0.0012608+0.0012599i,-0.0016952-0.00039776i,-0.0022435+0.0014028i,-0.014218-0.0047994i,-0.011787-0.018276i,-0.012204-0.026799i,-0.021517-0.010805i,-0.028829-0.020039i,-0.01531-0.010888i,-0.019596+0.0027766i,-0.031682+0.01199i,-0.0078723-0.020147i,-0.0072553-0.014703i,0.012638-0.00046648i,0.0011654+0.00061966i,0.0024074-0.00095672i,0.00252+0.00043606i,-0.00095565-0.0023154i,0.0041463+0.010483i,0.0025729-0.00029811i,0.0028217+0.0037504i,-0.0034227-0.001118i,-0.0018508+0.0013758i,0.0015184-0.00067902i,-0.0023193-0.00033402i,-0.0011078-0.0025765i,0.002739+0.0011324i,-0.0057325-0.0019761i,-0.0054807+0.0029964i,-0.00073024+0.0026107i,0.0007084+0.0011555i,-0.00017681+0.00072091i,0.0015793+9.1512e-05i,-0.0047396+0.0052527i,-0.00044458-0.0040154i,0.0012738+0.0014165i,-0.0018102+0.0024896i,0.0013605+0.00018012i,0.0047333-0.00045754i,0.0012769+0.00076033i,-0.00031767+0.001887i,-0.00076278+0.0003005i,0.0027715+0.0010925i,-0.00082854-9.3384e-05i,-0.0011672+0.0033941i,0.0029091+0.0013666i,0.0047155-0.0023517i,0.00075474-0.0010893i,-0.019506-0.016885i,-0.0010568-0.012741i,-0.0012489+0.00050126i,0.010518+0.010808i,-0.0024439-0.0061438i,0.0021044-0.0014935i,-0.0016327+0.011059i
-0.013267-0.0057297i,-0.037682+0.01057i,-0.0037022+0.021362i,0.0050782+0.0063913i,0.0071664+0.0074335i,0.0033315+0.0062034i,-0.0028229+0.017796i,-0.028293+0.016422i,-0.0099333+0.017047i,0.001223+0.003109i,-0.0018229-0.00031688i,0.001781+0.0012482i,-0.00019914+0.0019922i,0.0020958-0.0010413i,0.0013628+0.00049321i,0.00015033+0.0014654i,0.0024771-0.00014141i,-0.0023074+0.0019418i,-0.0006298-0.00041198i,0.00071113+0.0011424i,0.00011449+0.00072876i,0.00094804+8.0029e-05i,-0.00049577+0.0013559i,0.0032738+0.0024757i,0.0029563-0.00032549i,0.00050846+0.0003433i,0.00033073+0.0012272i,-0.00035901+0.00065142i,-0.00033062+0.00070487i,0.00035558+0.0015162i,-0.00073618-0.00022099i,-8.5492e-05+0.00013423i,-0.00052217-0.00018896i,8.472e-05-0.0011309i,0.00037739-0.00068655i,0.0042123+0.00094433i,0.0015253-0.0011448i,-1.7119e-05+0.00046972i,0.0012603-0.00013853i,-0.00043781-0.0028984i,0.0012687+0.0012737i,0.0013725+0.00058301i,-0.0017147-4.1517e-05i,-0.0013884+0.0017049i,-0.016189-0.002521i,-0.014595-0.016454i,-0.015919-0.026566i,-0.02309-0.0080243i,-0.03249-0.017137i,-0.016517-0.011215i,-0.017294+0.0017314i,-0.028232+0.013368i,-0.0097426-0.021024i,-0.0088881-0.015783i,0.011133-0.0035235i,0.0016639+0.00059686i,0.0033433-0.00041234i,0.002075+1.2685e-05i,-0.002333-0.0015601i,0.0082484+0.0092585i,0.0020782+0.00013813i,0.0040391+0.0027594i,-0.0041179-0.00019185i,-0.0010412+0.0023367i,0.00095941-0.001122i,-0.0028505-9.8108e-05i,-0.0015637-0.0031178i,0.0019423-0.00029176i,-0.0052867+0.00015598i,-0.0042107+0.0050882i,0.00053161+0.0025255i,0.00058892+0.0014154i,-6.7854e-05+0.00074037i,0.0013113+2.6007e-05i,-0.002102+0.0062754i,-0.0020342-0.0034256i,0.0013793+0.0012268i,-0.00044336+0.0032063i,0.0012649+0.00014263i,0.0041512-0.0016107i,0.0010708+0.00087315i,0.00019526+0.0021576i,-0.00072746+0.00055255i,0.0017682+0.00030181i,-0.0010707+5.2108e-05i,0.00027886+0.0030256i,0.0033159+0.00023456i,0.003633-0.003448i,0.00025941-0.0012803i,-0.020635-0.014253i,-0.0064147-0.0099675i,-0.0031961+0.0016735i,0.010618+0.0071707i,-0.0031245-0.0046936i,0.0015197-0.0015301i,-0.0013107+0.0114i
-0.014509-0.0038173i,-0.034143+0.014862i,-0.00068378+0.020063i,0.0053522+0.0046339i,0.0073102+0.0057009i,0.0031971+0.0055767i,-0.00030013+0.017058i,-0.025581+0.019799i,-0.0066263+0.017289i,0.0020364+0.0026845i,-0.0014371+0.00047394i,0.0019982+0.00034047i,0.00047894+0.0017631i,0.0015113-0.0014675i,0.001473-0.00019086i,0.00057746+0.0014669i,0.0028211-0.0011295i,-0.0015555+0.0025986i,-0.0007364-0.00048848i,0.0010434+0.0006014i,0.00027392+0.00084262i,0.00069202-0.00014992i,4.031e-05+0.0016555i,0.0037942+0.0015836i,0.0027763-0.0014963i,0.00053915-8.0594e-05i,0.0007837+0.00093689i,-5.4963e-05+0.00079038i,-0.0001084+0.00060152i,0.00090957+0.0010701i,-0.00087267-5.4922e-05i,2.8622e-05+0.00032299i,-0.00059737+9.0511e-05i,-0.0003738-0.00095096i,0.00021635-0.00073765i,0.0044897+2.9036e-05i,0.00088716-0.0015893i,0.00018806+0.00036181i,0.0011035-0.0005293i,-0.0011108-0.0022179i,0.0015571+0.00074593i,0.0012154+0.00015407i,-0.0018207+0.00038582i,-0.00087191+0.0014039i,-0.017338+0.00030832i,-0.016377-0.014052i,-0.019874-0.024725i,-0.023427-0.0049231i,-0.035115-0.012961i,-0.01865-0.010757i,-0.016371-0.00025791i,-0.025562+0.014141i,-0.011882-0.021173i,-0.011471-0.01634i,0.0089503-0.0054082i,0.0020971+0.00019823i,0.0044825-0.0010385i,0.0012983+2.8152e-05i,-0.0027926+6.6221e-06i,0.011414+0.0065069i,0.0023146+0.00068722i,0.004648+0.0014364i,-0.0039974+0.0012151i,0.00023994+0.0025643i,0.00043281-0.00094295i,-0.0032156+0.00053846i,-0.0027086-0.0034579i,0.0011177-0.00059515i,-0.0044321+0.0014198i,-0.0019859+0.0061454i,0.0014344+0.001857i,0.0010922+0.0017249i,-0.00013264+0.0010227i,0.0012622-0.00018358i,0.00043542+0.0058998i,-0.0029976-0.0017547i,0.001733+0.0010637i,0.0009615+0.0030536i,0.0010311+1.8934e-05i,0.0032405-0.0025679i,0.0016464+0.0010585i,0.00087863+0.0022352i,-0.00076588+0.00057746i,0.00086812+0.00017661i,-0.0010705+0.00051971i,0.0010601+0.0020208i,0.003302-0.00097078i,0.0025472-0.0041188i,-0.00037793-0.0010541i,-0.02117-0.011919i,-0.0099383-0.0056294i,-0.0044243+0.0033816i,0.0091051+0.0041818i,-0.0031417-0.0031913i,0.0011055-0.0012507i,-0.00053562+0.012124i
-0.015206-0.0014315i,-0.031139+0.018084i,0.0017165+0.018472i,0.0051159+0.0029636i,0.0070182+0.0039664i,0.0032267+0.0049388i,0.0017079+0.01604i,-0.022044+0.022768i,-0.0040103+0.016701i,0.0026608+0.0019736i,-0.00081228+0.00087478i,0.0019215-0.00031866i,0.0010542+0.0012926i,0.00099343-0.0016507i,0.0013406-0.0008323i,0.0010311+0.0012431i,0.0026394-0.0022927i,-0.00065582+0.0029319i,-0.0012131-0.00028804i,0.00099521+7.5998e-05i,0.0006589+0.00090798i,0.00057936-0.0001858i,0.00066893+0.0016249i,0.0041425+0.00047928i,0.0020858-0.0024797i,0.00025636-0.00046601i,0.0010057+0.00045621i,0.00022058+0.0006876i,9.1968e-05+0.00048503i,0.0010325+0.00042476i,-0.0010108+0.00024998i,0.00024548+0.00027279i,-0.00050263+0.00030546i,-0.00071149-0.00067336i,-7.2063e-07-0.0007995i,0.0046315-0.0008971i,0.00031678-0.0017447i,0.00030391+0.00014271i,0.00094185-0.00078452i,-0.0011962-0.0014698i,0.0016998+0.00019147i,0.00090518-1.3425e-06i,-0.0016774+0.00090481i,-0.00088329+0.0011472i,-0.017866+0.0033067i,-0.017313-0.011797i,-0.022845-0.021723i,-0.022867-0.002668i,-0.036731-0.0084575i,-0.020605-0.0092805i,-0.017378-0.0018238i,-0.023518+0.014496i,-0.013923-0.021329i,-0.013933-0.016053i,0.0070001-0.0061619i,0.0023211-0.00036751i,0.0049954-0.0028122i,0.00072229+0.00054572i,-0.0024108+0.0016955i,0.013401+0.0028356i,0.0027508+0.00064155i,0.0043279-0.00022449i,-0.0032969+0.0021821i,0.001256+0.0020895i,0.00046171-0.00066853i,-0.0033503+0.0014216i,-0.0040194-0.0032986i,0.00074123-0.00074207i,-0.0035859+0.0022739i,7.0805e-05+0.0062648i,0.0019549+0.0010245i,0.0020185+0.0015712i,0.00010087+0.0012708i,0.00079199-0.00043304i,0.0023416+0.0048342i,-0.0027413-0.00011409i,0.0020502+0.00063264i,0.0020528+0.0023309i,0.00088136+0.00013464i,0.0021319-0.0031398i,0.002198+0.00031729i,0.0017191+0.0018858i,-0.00084261+0.00096094i,0.00035297+0.00050195i,-0.0010088+0.00094257i,0.00096441+0.0011248i,0.0029225-0.002401i,0.0011064-0.0044926i,-0.00061048-0.00067378i,-0.021365-0.010112i,-0.011454-0.0012316i,-0.0050484+0.0054925i,0.0068437+0.0025003i,-0.0026046-0.002022i,0.0012115-0.00094242i,0.0008193+0.012893i
-0.015097+0.00090531i,-0.028295+0.02118i,0.0036862+0.016628i,0.0042875+0.0017015i,0.006208+0.0025329i,0.0032318+0.0043484i,0.0033402+0.014904i,-0.018214+0.024785i,-0.0018987+0.015944i,0.0030823+0.0011123i,-0.00020963+0.0008102i,0.0017391-0.00084069i,0.0013736+0.00057951i,0.00043518-0.0017557i,0.00096085-0.0012556i,0.0014291+0.00091943i,0.0019622-0.0033677i,0.00024682+0.0029406i,-0.0012482+0.00037627i,0.00082784-0.00014039i,0.0010757+0.00069018i,0.00037253-9.4423e-05i,0.0011877+0.0012707i,0.0040577-0.00092959i,0.001071-0.003086i,-0.00016889-0.00034199i,0.0010516+1.9104e-05i,0.00038157+0.00067615i,0.00023144+0.00024182i,0.00079328-2.5579e-05i,-0.00093072+0.00064129i,0.00028929+0.00016137i,-0.00039718+0.00037965i,-0.00085644-0.00034344i,-0.00029818-0.00085508i,0.0045479-0.0019507i,-3.1236e-05-0.0018429i,0.00031636-1.4468e-05i,0.00068469-0.0010477i,-0.0010644-0.0011664i,0.0015307-0.00040408i,0.00082704-9.0802e-06i,-0.0014095+0.001372i,-0.00072597+0.0014437i,-0.017718+0.0063937i,-0.017842-0.009979i,-0.024493-0.018322i,-0.022638-0.00095382i,-0.037335-0.0037301i,-0.021643-0.0073843i,-0.019302-0.0022454i,-0.022412+0.014918i,-0.01639-0.021003i,-0.016265-0.014799i,0.0055502-0.0062819i,0.0021826-0.0010265i,0.0038955-0.0048876i,0.00056783+0.0012262i,-0.0012943+0.0031015i,0.014073-0.0015624i,0.0033291+0.0004988i,0.0029926-0.0012945i,-0.002338+0.0026897i,0.0020852+0.0013854i,0.00077558-0.00080319i,-0.0029966+0.0024339i,-0.0055049-0.002521i,0.00038045-0.0010379i,-0.0028126+0.0028546i,0.0018033+0.005646i,0.0019768-9.3088e-05i,0.0025697+0.00090941i,0.00047756+0.0013442i,0.00018433-0.00027905i,0.0034776+0.0032202i,-0.0019319+0.00083093i,0.0021191+0.00016366i,0.0025006+0.0014139i,0.0008431+0.00015301i,0.00073917-0.0031784i,0.0023463-0.00047151i,0.002042+0.0012992i,-0.00055798+0.0012466i,0.00017444+0.0010275i,-0.00063977+0.001484i,0.00068737+0.00064767i,0.0017672-0.0036575i,-0.00021786-0.0040562i,-0.00070217-0.00035362i,-0.021571-0.0081336i,-0.011896+0.0029467i,-0.0046488+0.0080036i,0.0044892+0.0021565i,-0.0017116-0.0014372i,0.001489-0.00089356i,0.0025405+0.013252i
-0.014762+0.0025946i,-0.025116+0.024079i,0.0048594+0.014746i,0.0033944+0.0010548i,0.0051777+0.0017137i,0.0031545+0.0038255i,0.0045259+0.013859i,-0.014054+0.026413i,-0.00010564+0.015087i,0.003179+0.00013837i,0.00010296+0.0005318i,0.0014225-0.0012487i,0.0014257-2.766e-05i,-0.00015639-0.0015202i,0.00049992-0.0014289i,0.0017207+0.00043562i,0.00084277-0.0042813i,0.0011089+0.0026765i,-0.00096307+0.00080888i,0.00077938-0.00025437i,0.001421+0.00023876i,0.00037897+6.6347e-05i,0.0015007+0.00073164i,0.0034478-0.0022351i,1.1201e-05-0.0033136i,-0.00020076+3.6104e-05i,0.00092235-0.00043399i,0.0005566+0.00059742i,0.0001268+6.5745e-05i,0.0004989-0.00016306i,-0.00062146+0.0010696i,0.00016751+0.00017167i,-0.00035553+0.00048166i,-0.00090108+8.6588e-05i,-0.00059697-0.00083952i,0.0041944-0.0030327i,-0.00064915-0.0018531i,0.0002506-0.00013535i,0.00035133-0.0013551i,-0.0010398-0.0012078i,0.0010994-0.00074244i,0.00097587-7.8451e-05i,-0.00094938+0.0018404i,-0.00029561+0.0016092i,-0.016859+0.0094278i,-0.018615-0.0087887i,-0.024929-0.015215i,-0.022548+0.0011622i,-0.036848+0.00094375i,-0.022442-0.0057387i,-0.02176-0.0012666i,-0.021693+0.016105i,-0.018336-0.020281i,-0.017952-0.01318i,0.0043776-0.0064545i,0.0016268-0.0015781i,0.0016532-0.0057446i,0.00086936+0.0019102i,0.00063572+0.0041392i,0.012612-0.0061049i,0.0041397-0.00023394i,0.0014773-0.0012526i,-0.0015556+0.002671i,0.0025832+3.4613e-05i,0.00067267-0.0012228i,-0.0021808+0.0033472i,-0.0066795-0.0008679i,-0.00019817-0.00094277i,-0.001635+0.0033716i,0.0029389+0.004623i,0.0012842-0.00094139i,0.0030076+1.1841e-05i,0.00071481+0.001248i,0.00015535+0.00019442i,0.0037299+0.0017327i,-0.0010649+0.0012379i,0.0022339-0.00017972i,0.0026954+0.00065178i,0.00099173+0.0001592i,-0.00040988-0.0024123i,0.0023894-0.0012705i,0.0024012+0.00072376i,0.00021154+0.0011416i,0.00052148+0.0015922i,0.00023954+0.0019182i,0.00050506+0.00043183i,1.6124e-05-0.0039455i,-0.00097717-0.0031994i,-0.00086426+0.00015149i,-0.021492-0.0064888i,-0.011088+0.0068754i,-0.0030632+0.0099943i,0.0026416+0.0032233i,-0.0009771-0.0015338i,0.0016797-0.0012145i,0.004395+0.012991i
-0.014594+0.0041985i,-0.021554+0.026842i,0.0056778+0.01322i,0.0027837+0.00073362i,0.0044195+0.0013475i,0.0031641+0.0033267i,0.0056851+0.012999i,-0.0097406+0.02698i,0.0017751+0.014171i,0.002926-0.0006626i,0.00016137+0.00039872i,0.0010907-0.0014728i,0.0014164-0.00068478i,-0.00031261-0.0010552i,0.00013344-0.0014531i,0.0017748-0.00025742i,-0.00061716-0.0043947i,0.0017589+0.0021977i,-0.00068467+0.0011133i,0.00081188-0.00043359i,0.0014676-0.0004958i,0.00056387+6.4368e-05i,0.0015089+0.00018371i,0.00221-0.0029647i,-0.0010161-0.0031071i,0.00012589+0.00024164i,0.00057613-0.00079827i,0.00064549+0.00036664i,0.00010722+2.9546e-05i,0.00024184-0.00012278i,-7.9565e-05+0.0012066i,0.00028546+0.00018565i,-0.0002143+0.00069386i,-0.00073257+0.00044743i,-0.00081805-0.00059219i,0.0034288-0.004129i,-0.0013954-0.0015668i,0.00014989-0.00024757i,-0.0002675-0.001467i,-0.0014582-0.0013168i,0.00068402-0.00089982i,0.0009473-0.00030944i,-0.00020625+0.0021349i,9.9832e-05+0.0016678i,-0.015106+0.011945i,-0.019598-0.0073631i,-0.024774-0.013044i,-0.021624+0.0031764i,-0.035118+0.0046882i,-0.022749-0.0038658i,-0.023603+0.0012657i,-0.020198+0.018175i,-0.020501-0.019554i,-0.019016-0.012335i,0.0034679-0.0066279i,0.00082338-0.0016081i,-0.0005849-0.0050984i,0.0015251+0.0024887i,0.0031464+0.0038433i,0.009316-0.0094448i,0.0043374-0.0018091i,0.0005899-5.0362e-05i,-0.00086775+0.0023328i,0.0021774-0.0011821i,0.00044701-0.0015897i,-0.00092579+0.003749i,-0.0071937+0.0014062i,-0.00045272-0.00069269i,-0.00044086+0.0033825i,0.0037291+0.0034619i,0.00039942-0.0011938i,0.0031345-0.0012377i,0.0011439+0.0011875i,5.5372e-05+0.00047602i,0.0036042+0.00087941i,-4.7428e-05+0.001336i,0.0023453-0.00081034i,0.0028459-3.8646e-05i,0.00090261-0.0001443i,-0.00066791-0.0014391i,0.0017255-0.0023141i,0.0025947-0.00013638i,0.00032191+0.0006705i,0.0012641+0.0016571i,0.00096125+0.0018561i,0.00035794+0.00036387i,-0.0011111-0.0033216i,-0.0017209-0.0023654i,-0.00088002+0.00069303i,-0.02154-0.0052286i,-0.0092758+0.0095004i,-0.0010328+0.01049i,0.0019741+0.0050079i,-0.001333-0.0022058i,0.0016171-0.0014493i,0.0062736+0.012122i
-0.014375+0.0060061i,-0.017439+0.029249i,0.0064643+0.011992i,0.0023743+0.00043432i,0.0038612+0.00089304i,0.0031928+0.0025675i,0.0071353+0.012182i,-0.0057776+0.026577i,0.0033575+0.013052i,0.0024075-0.0011748i,0.00014374+0.00036291i,0.00076144-0.0015924i,0.001099-0.0014766i,-0.00027344-0.00079676i,-0.00019867-0.0014769i,0.0015732-0.00089946i,-0.0019425-0.0039476i,0.0022482+0.001559i,-0.0002503+0.0014525i,0.0007829-0.00074904i,0.0010424-0.0011329i,0.00067934-5.3227e-05i,0.0013117-0.00022389i,0.0011404-0.0029255i,-0.0018018-0.0025956i,0.00051725-2.6629e-05i,0.00013012-0.0010183i,0.00054908-3.5529e-06i,0.00015341-3.164e-07i,0.00017211-1.2227e-06i,0.00044614+0.0010646i,0.00048613+0.00010388i,8.2265e-05+0.00083524i,-0.00049793+0.00065419i,-0.0008747-0.00027937i,0.0022206-0.0049588i,-0.0018684-0.0008796i,6.4888e-05-0.00027517i,-0.00081286-0.001149i,-0.0020259-0.00096571i,0.0003225-0.00083023i,0.00080168-0.00058359i,0.00074746+0.0020822i,0.00060138+0.001524i,-0.013203+0.013867i,-0.020668-0.0057243i,-0.024932-0.011766i,-0.020577+0.004777i,-0.03322+0.0074752i,-0.022536-0.0026291i,-0.024083+0.0048478i,-0.017724+0.019944i,-0.022364-0.018366i,-0.020851-0.011417i,0.0027167-0.0070807i,0.00011797-0.0012074i,-0.002043-0.0036922i,0.0023588+0.002484i,0.0048872+0.0024466i,0.0051284-0.010856i,0.0031748-0.0031519i,0.00065328+0.0013146i,-0.00079114+0.001863i,0.0014086-0.0018905i,6.0225e-05-0.001948i,0.00020561+0.0035694i,-0.0063801+0.003652i,-0.00056661-0.00050842i,0.00049057+0.0031018i,0.0041635+0.0024915i,-0.00034136-0.0010357i,0.0024307-0.0024839i,0.0012629+0.00059574i,0.00022506+0.0011784i,0.003473+0.00032045i,0.00079803+0.00059019i,0.002072-0.0015895i,0.0028396-0.00085942i,0.00087145-0.00017451i,-0.00029733-0.00061062i,-1.6787e-05-0.0030968i,0.0021976-0.00083952i,7.5406e-05+0.00042038i,0.0019089+0.0013147i,0.0018851+0.0013857i,0.00023139+0.000196i,-0.001776-0.0027247i,-0.0021182-0.00097013i,-0.00056521+0.001098i,-0.021655-0.0041021i,-0.0078676+0.01121i,0.00022295+0.010272i,0.0024791+0.00604i,-0.0023121-0.0021524i,0.0013373-0.0017267i,0.0078264+0.010495i
-0.013726+0.0080533i,-0.012615+0.03078i,0.0072443+0.01077i,0.0020085+0.0001829i,0.0032509+0.00044906i,0.0028739+0.0017369i,0.0086534+0.010818i,-0.0024522+0.025814i,0.0047701+0.011646i,0.0018545-0.0013781i,5.58e-06+0.00049309i,0.00049715-0.0016567i,0.00038954-0.0020448i,-0.00018091-0.0006479i,-0.0005332-0.0013254i,0.0011843-0.0012526i,-0.0027101-0.0030422i,0.0024205+0.00086136i,0.00048026+0.0016306i,0.00059066-0.0010427i,0.00034809-0.0013632i,0.00075758-0.00018011i,0.0010698-0.00051857i,0.00055298-0.0026667i,-0.0023157-0.0020126i,0.00065003-0.00037498i,-0.00033289-0.0008942i,0.00031067-0.0001396i,0.00015432-5.3114e-05i,0.00025865+6.2186e-05i,0.00074788+0.00073057i,0.0006125+9.933e-06i,0.00041186+0.00075254i,-0.00023086+0.00074833i,-0.00088773-9.2747e-06i,0.00063618-0.0055261i,-0.0019185-0.00012084i,-6.4844e-05-0.00025766i,-0.0011454-0.00080811i,-0.0024539-0.0003691i,8.9737e-06-0.00074637i,0.00058957-0.00075206i,0.001474+0.0015549i,0.0010942+0.0012631i,-0.010983+0.015331i,-0.021801-0.0034773i,-0.025531-0.010542i,-0.019471+0.0064824i,-0.031368+0.0095472i,-0.02262-0.0018179i,-0.022889+0.0082643i,-0.014251+0.020792i,-0.023832-0.017044i,-0.023181-0.0097871i,0.0012085-0.0077687i,-0.00029946-0.00048011i,-0.0026303-0.0017447i,0.0029861+0.0021824i,0.0059947+0.00073984i,0.0015544-0.010321i,0.0017704-0.0032749i,0.0016775+0.0023702i,-0.00099536+0.001884i,0.001027-0.0022535i,-0.00053546-0.0022363i,0.0013351+0.0030361i,-0.0054026+0.0049986i,-0.001048-0.00033895i,0.0013896+0.0026353i,0.0045278+0.0014659i,-0.00090557-0.00066545i,0.00095143-0.0030716i,0.00089999+0.00021529i,0.0010717+0.0014207i,0.0031846-0.00024759i,0.00040032-0.00033365i,0.0012034-0.0020876i,0.0022443-0.0018288i,0.00086617-0.00026758i,9.1356e-05-0.00043195i,-0.0016244-0.0021226i,0.0015879-0.0012717i,-0.00034429+0.0005462i,0.0022423+0.0007868i,0.0025874+0.00027804i,0.00027695+1.568e-05i,-0.0022828-0.0020484i,-0.0014615+0.00033709i,-0.00030382+0.0014615i,-0.021874-0.0025812i,-0.0063958+0.013484i,0.00074729+0.010089i,0.0032634+0.006633i,-0.0031106-0.0011682i,0.00085411-0.0018894i,0.00855+0.008431i
