-0.00070723-0.041906i,-0.00049171-0.046272i,-0.0078567-0.047672i,-0.03044-0.02329i,-0.022782+0.010842i,-0.036547-0.033707i,-0.064119-0.058361i,-0.019449-0.071151i,-0.024066-0.04399i,-0.00091498+0.016568i,-0.010022+0.012518i,-0.014432+0.013501i,0.003417+0.0138i,-0.0029905-0.0019888i,0.0017882+0.0058623i,0.00026334+0.033412i,0.019239+0.057099i,0.0014717-0.00039808i,-0.0030871-0.0094877i,0.0075973+0.0043035i,0.0015737+0.0014633i,-0.00046742+0.0032233i,2.6817e-06-0.00063382i,-0.037988-0.0098418i,-0.0025181-0.0075735i,-0.00096487+0.0044879i,0.0055284-0.00016395i,-8.7837e-05+0.0002729i,0.00062268-0.00084784i,0.00031663-0.002223i,-0.0015161-0.0058671i,-0.003161-0.006078i,-0.001002-0.007133i,0.0032703-0.00032219i,0.0032311-0.0014362i,-0.0021007+0.038989i,0.0066754-0.0039981i,0.0031972-0.00082726i,0.0052328-0.00038372i,-0.012554-0.0062624i,-0.00084705+0.00017258i,0.0098186-0.00041995i,0.0032581+0.0015614i,-0.0043838+0.0019597i,-0.00028867+0.0098983i,-0.0051459+0.017866i,0.026016-0.081951i,-0.00066318-0.052788i,-0.02313-0.041639i,-0.019813-0.037202i,0.063093-0.016423i,0.030715-0.058424i,0.039005-0.044604i,0.034008-0.052383i,0.019822-0.015847i,0.0074879+0.011446i,0.023905-0.034405i,-0.0081115-0.0049939i,0.0031788-0.0012128i,-0.0026803-0.0053704i,0.0050076-0.031908i,-0.025439+0.03069i,0.0083362-0.0099588i,-0.012668-0.0026457i,-0.0044731-0.0018063i,0.00016321-0.013914i,-0.010786+0.0053882i,0.0031538+0.006725i,-0.01425+0.030495i,0.0055075+0.0066918i,-0.005949-0.0018149i,-0.0012907-0.0025135i,-0.011828-0.0072201i,5.6175e-05-0.0035025i,-0.036447+0.0062009i,0.0017981-0.012444i,-0.0092874-0.0027479i,-0.0068807-0.0033698i,0.0060842+0.0017982i,-0.0090506+0.0022729i,-0.00014957+0.0017148i,0.0058152+0.010244i,0.0048926+0.00055645i,-0.0091824-0.009764i,0.0017886+0.0085249i,-0.020474+0.0053225i,0.0059477+0.0033589i,-0.028058-0.0086647i,-0.036007-0.0018843i,0.026388-0.077879i,0.014342-0.0090231i,-0.043023-0.028278i,-0.024891-0.0059623i,0.017335+0.012208i,-0.027263+0.010875i,-0.012024-0.0099052i
-0.0099497-0.0083506i,-0.04194-0.0022432i,-0.011347+0.022625i,0.0029044+0.009707i,0.0056914+0.011059i,0.0035744+0.0085781i,-0.0084884+0.017144i,-0.033266+0.0088861i,-0.016221+0.013496i,0.00048776+0.0035355i,-0.00070558-0.00217i,-0.00021832+0.0018919i,-0.0018544+0.0016979i,0.0020536+0.00076366i,0.0001677+0.0011333i,-0.00030826+0.0012108i,0.0014455+0.0005886i,-0.0034247+0.00015816i,-7.53e-05-0.0012096i,-0.00047885+0.001201i,-0.00017711+0.00080821i,0.00076549+0.0010297i,-0.00081239+0.00052957i,0.0018551+0.0035129i,0.0022988+0.0019072i,-0.00010966+0.00074546i,-0.00082747+0.00090954i,-0.00075974+0.00023537i,-0.0010017+0.00031019i,-0.0010134+0.0017294i,-0.00062587-0.00087676i,9.5053e-05-0.00041897i,-0.00023132-0.0004798i,0.0010184-0.00054134i,0.0004857-0.00050845i,0.003111+0.0025819i,0.0019302+0.00027501i,-0.00034822+0.00013714i,0.0011211+0.00075652i,0.00097129-0.0027538i,0.00017074+0.0016881i,0.00065553+0.0018271i,-0.0018085-0.0010632i,-0.0025087+0.00048042i,-0.011092-0.0062716i,-0.0084583-0.019075i,-0.0099637-0.026504i,-0.018744-0.012255i,-0.024391-0.021669i,-0.014956-0.011105i,-0.02302+0.0025381i,-0.035623+0.0091916i,-0.0065027-0.018388i,-0.0067334-0.013675i,0.012027+0.0039794i,0.00096652+0.00017563i,0.0027574-0.0025079i,0.0025081+0.00085964i,6.934e-05-0.0018839i,0.00021648+0.0099252i,0.0035223-0.00011485i,0.001043+0.0036893i,-0.0027678-0.0010742i,-0.0017074+0.00042293i,0.0013538-0.0002548i,-0.0021037-0.00037063i,-0.0013144-0.0024757i,0.0019651+0.0030982i,-0.0048171-0.0043763i,-0.0049107+0.0011312i,-0.0018332+0.0020178i,0.00078163+0.0013877i,-0.00011612+0.00035515i,0.0019777+0.00075491i,-0.0063955+0.0026438i,0.001201-0.0042219i,0.00092847+0.0018956i,-0.002839+0.00098214i,0.0013609+0.0002902i,0.0046389+0.00068543i,0.001329+0.0014155i,-0.00085081+0.0015752i,-0.00043549+0.00014457i,0.0030377+0.0026467i,-0.00092175-3.583e-05i,-0.0021363+0.003109i,0.0019085+0.0022471i,0.0047136-0.00045029i,0.00045568-0.00079155i,-0.017655-0.019774i,0.0051812-0.013748i,0.00062502+0.00030859i,0.0089826+0.014263i,-0.0012761-0.0072095i,0.0024434-0.0009805i,-0.0024632+0.011182i
-0.011679-0.007286i,-0.040823+0.0046541i,-0.0070822+0.022448i,0.0042704+0.0082202i,0.0067494+0.0092744i,0.0036696+0.0072713i,-0.0057606+0.017858i,-0.030917+0.012886i,-0.013156+0.015768i,0.0011131+0.0033462i,-0.0016119-0.001429i,0.00085749+0.0019052i,-0.0010065+0.0019237i,0.0024368-0.0001032i,0.00076708+0.0010207i,-0.00015144+0.0013648i,0.0019209+0.00030527i,-0.0032419+0.0012396i,-0.00062449-0.00081124i,9.7122e-05+0.0013855i,1.712e-05+0.00074659i,0.0010662+0.00051617i,-0.00074324+0.00090861i,0.0025156+0.003196i,0.0030478+0.0011918i,0.00029557+0.00066862i,-0.00032294+0.0012645i,-0.0006469+0.00054327i,-0.00063394+0.00063181i,-0.00027056+0.0017513i,-0.00073798-0.00081332i,-0.00019373-0.00014141i,-0.00035166-0.00033439i,0.00059293-0.0010016i,0.00035855-0.00057588i,0.003642+0.0017055i,0.0019305-0.00054459i,-0.00028648+0.00032383i,0.0012415+0.00012596i,-2.7588e-05-0.002861i,0.00085062+0.0016314i,0.0012407+0.001292i,-0.0020401-0.00055018i,-0.0024291+0.0011578i,-0.013589-0.0048417i,-0.011721-0.018606i,-0.012413-0.027011i,-0.020333-0.010812i,-0.027795-0.019846i,-0.015308-0.010805i,-0.019736+0.0027418i,-0.031731+0.012076i,-0.007709-0.020112i,-0.0071218-0.014502i,0.01241+0.00018984i,0.0010481+0.00046767i,0.0023826-0.0013558i,0.0023589+0.00054704i,-0.00088492-0.0023509i,0.0041303+0.010494i,0.0026556-0.0002663i,0.0025544+0.0035459i,-0.003082-0.00085321i,-0.0018359+0.0014846i,0.0013417-0.00071944i,-0.0022319-0.00035476i,-0.0010534-0.0025692i,0.0027424+0.001246i,-0.0057476-0.0019728i,-0.0050724+0.0028575i,-0.00070402+0.0027196i,0.00068941+0.0011403i,-0.00019739+0.00066038i,0.0015664+0.00010917i,-0.0045893+0.0051372i,-0.00031246-0.0042167i,0.001286+0.0013361i,-0.0018467+0.0024887i,0.0011819+0.00021505i,0.0047877-0.0003475i,0.0011376+0.00083342i,-0.00024957+0.0019597i,-0.00075939+0.00027148i,0.0027526+0.00092215i,-0.00098978-0.00014648i,-0.0010923+0.0033191i,0.0027032+0.0014253i,0.0047067-0.002222i,0.00039385-0.0011433i,-0.019494-0.017042i,-0.0012033-0.012723i,-0.0012387+0.00051397i,0.01058+0.010799i,-0.0019963-0.0062779i,0.0021357-0.0014456i,-0.0016343+0.011143i
-0.013126-0.0057484i,-0.038083+0.010705i,-0.0035727+0.021494i,0.0051546+0.006502i,0.0072673+0.0074966i,0.003509+0.0062548i,-0.0029563+0.017959i,-0.028502+0.016324i,-0.010003+0.016982i,0.0017839+0.0030003i,-0.0018217-0.00037825i,0.0017513+0.0012012i,-0.00018199+0.001928i,0.0020957-0.0010575i,0.0013459+0.0004876i,0.00011657+0.0014897i,0.0024478-0.00026146i,-0.0026805+0.0022605i,-0.00059469-0.00046665i,0.00074028+0.0011359i,0.00011322+0.00074435i,0.00096035+6.4103e-05i,-0.00052128+0.0013508i,0.0032766+0.0026184i,0.0035433-7.5751e-05i,0.00056881+0.00032839i,0.00036464+0.0012549i,-0.00040386+0.00075479i,-0.00030104+0.00068985i,0.00040768+0.0015612i,-0.00097815-0.00060241i,-0.00022333+0.00015838i,-0.0005271-0.00022435i,4.3813e-05-0.0011256i,0.00018614-0.00062624i,0.0039846+0.00087674i,0.0014851-0.0012654i,-2.2345e-05+0.00042735i,0.0010905-0.00031879i,-0.00089728-0.0023198i,0.0013427+0.0012396i,0.0013759+0.00063138i,-0.0020969-1.0675e-05i,-0.0016325+0.0015407i,-0.015636-0.0026364i,-0.014775-0.016773i,-0.016184-0.026629i,-0.021985-0.0083447i,-0.031362-0.016996i,-0.016484-0.011195i,-0.017375+0.0017305i,-0.028286+0.013422i,-0.0095243-0.021005i,-0.0086941-0.015606i,0.011198-0.0028314i,0.0014582+0.00048886i,0.0030447-0.00071428i,0.0020226+0.00014012i,-0.0023076-0.0016112i,0.0081943+0.0092748i,0.0021207+0.00016325i,0.0037209+0.0026415i,-0.0036258-9.1023e-05i,-0.00099518+0.0024668i,0.00076705-0.0010883i,-0.0027361-0.00016277i,-0.001538-0.0031297i,0.0020006-0.00020272i,-0.0053354+0.0001203i,-0.0039351+0.0047096i,0.00062015+0.0025734i,0.00061244+0.0014098i,-8.7417e-05+0.00073346i,0.0013005+2.1725e-05i,-0.0020398+0.0061049i,-0.002021-0.0036001i,0.0013528+0.0010822i,-0.0004662+0.0032415i,0.0011515+0.00012047i,0.0042692-0.0015345i,0.0010257+0.00093995i,0.00034196+0.002164i,-0.00072291+0.00043149i,0.0017295+0.00012995i,-0.0012557+1.1255e-05i,0.00040101+0.0029183i,0.0031836+0.00034453i,0.0037021-0.003274i,-5.8194e-05-0.0011856i,-0.020727-0.014411i,-0.0065567-0.0098034i,-0.0031821+0.0016771i,0.010637+0.0071288i,-0.0029228-0.0050268i,0.0015948-0.0015154i,-0.0013296+0.011515i
-0.014375-0.0039413i,-0.034401+0.015102i,-0.00049549+0.020112i,0.0055108+0.0047153i,0.0074123+0.0057318i,0.0033635+0.0055856i,-0.00041497+0.017271i,-0.025815+0.019748i,-0.0066855+0.017211i,0.0025211+0.0024441i,-0.0014713+0.00044335i,0.0019732+0.00030349i,0.00048507+0.0016887i,0.0015077-0.0014803i,0.0014404-0.00020854i,0.00054017+0.0014735i,0.0027398-0.0011938i,-0.0018094+0.0029838i,-0.00072329-0.00053701i,0.001074+0.00060298i,0.00028273+0.00083691i,0.00066747-0.0001641i,2.0199e-05+0.0016463i,0.0038372+0.0017026i,0.0034123-0.0014601i,0.00057348-0.0001093i,0.0008306+0.00094749i,-6.6396e-05+0.00089865i,-7.8514e-05+0.00059622i,0.00096206+0.0011106i,-0.0012222-0.00032987i,-3.4398e-05+0.00039042i,-0.00062374+5.1444e-05i,-0.00042372-0.00091919i,9.1951e-05-0.00059323i,0.0042641+6.8181e-05i,0.00080462-0.0016739i,0.00016618+0.00031019i,0.00092853-0.00064238i,-0.0013173-0.0015089i,0.0015962+0.00070544i,0.0012413+0.00020042i,-0.002088+0.00053352i,-0.0011409+0.0013499i,-0.01682+6.8821e-05i,-0.016816-0.014401i,-0.020172-0.024696i,-0.022496-0.005415i,-0.033891-0.012957i,-0.018574-0.01078i,-0.016425-0.00024796i,-0.025586+0.014206i,-0.011811-0.021257i,-0.011283-0.016294i,0.009281-0.004851i,0.0018625+0.00022157i,0.0040579-0.0011515i,0.0013083+0.00012557i,-0.0027791+7.3771e-06i,0.011335+0.0064628i,0.0023521+0.00072548i,0.0043801+0.0014044i,-0.0035755+0.0010772i,0.00037653+0.0026467i,0.00030924-0.00085063i,-0.0031011+0.00044683i,-0.0026383-0.0034227i,0.0011905-0.00060428i,-0.0044175+0.0013695i,-0.0019419+0.0057016i,0.0015097+0.0018026i,0.0011295+0.0017195i,-0.00014643+0.00097687i,0.0012728-0.00022571i,0.00038559+0.0057434i,-0.0030841-0.0018794i,0.0016686+0.00094545i,0.00098036+0.0030967i,0.00099547-1.6863e-05i,0.0033936-0.0025492i,0.0015773+0.0011181i,0.0010151+0.0021764i,-0.00075944+0.00049241i,0.00089368-1.7207e-05i,-0.0012904+0.00057543i,0.0011323+0.001884i,0.0032124-0.00077143i,0.0026451-0.0039455i,-0.00066081-0.00094337i,-0.021335-0.011984i,-0.0099659-0.0054092i,-0.0044704+0.0033766i,0.0090995+0.004123i,-0.0031636-0.0035818i,0.0011834-0.0012537i,-0.00049653+0.012218i
-0.015134-0.0016638i,-0.031277+0.018248i,0.0018853+0.018459i,0.0053182+0.0029955i,0.0071242+0.0039781i,0.003399+0.0049094i,0.0016109+0.016301i,-0.022265+0.022769i,-0.0041032+0.01665i,0.0030799+0.0016194i,-0.00085395+0.00088812i,0.0018638-0.00036208i,0.0010279+0.0012297i,0.00098074-0.0016595i,0.0013121-0.00082371i,0.00098482+0.0012734i,0.002555-0.0023147i,-0.00079769+0.003333i,-0.0012068-0.00030949i,0.001014+8.8858e-05i,0.00063943+0.00086695i,0.0005257-0.00022089i,0.00065918+0.0016111i,0.0042014+0.00058572i,0.0027149-0.0026377i,0.00025253-0.00051042i,0.0010553+0.00047169i,0.00024649+0.00077881i,0.00013798+0.00045254i,0.0010904+0.00045794i,-0.0014252+0.00013624i,0.00022975+0.00035938i,-0.00054373+0.00028161i,-0.0007274-0.00061005i,-4.9211e-05-0.00064028i,0.0044505-0.00076413i,0.00017843-0.0017987i,0.00025936+0.00010695i,0.00075904-0.0008742i,-0.0011584-0.0007627i,0.0017173+0.00016843i,0.00095016+6.0703e-05i,-0.0018129+0.001119i,-0.0011434+0.0011693i,-0.017396+0.0029562i,-0.018005-0.011989i,-0.023068-0.021562i,-0.022131-0.0032243i,-0.035524-0.0086146i,-0.020519-0.0093578i,-0.01738-0.0018023i,-0.023601+0.014538i,-0.013926-0.021455i,-0.0138-0.016013i,0.0074788-0.0059067i,0.0021437-0.00022801i,0.0046248-0.0027006i,0.00079635+0.00058067i,-0.0024186+0.0017285i,0.013339+0.0027638i,0.0027601+0.00062704i,0.0041317-0.00016065i,-0.0030402+0.0018838i,0.0014561+0.0020666i,0.00038062-0.0005315i,-0.0032543+0.0012888i,-0.003929-0.0032925i,0.00082576-0.00075051i,-0.0035948+0.0022647i,-0.00012594+0.0058712i,0.0020353+0.00090938i,0.0020725+0.0015481i,0.00010202+0.0012297i,0.00084946-0.00050042i,0.0022674+0.0047103i,-0.0029514-0.00018158i,0.0019502+0.00054777i,0.0021035+0.0023508i,0.00090907+0.00010164i,0.0023082-0.0032015i,0.0021469+0.00042996i,0.0017951+0.0018394i,-0.00084161+0.0009748i,0.00036826+0.00036266i,-0.0010574+0.0010291i,0.0010029+0.00096475i,0.0029208-0.0021933i,0.0011902-0.004357i,-0.00093144-0.00052267i,-0.021594-0.0099743i,-0.011406-0.00096128i,-0.0051173+0.0055319i,0.0067867+0.0024684i,-0.0028673-0.0023885i,0.0012297-0.00094133i,0.00085013+0.012924i
-0.015171+0.00057531i,-0.028366+0.021333i,0.0038128+0.016502i,0.0045122+0.001596i,0.0063558+0.0025416i,0.0033903+0.0042831i,0.0032514+0.015194i,-0.018431+0.024854i,-0.0019763+0.015908i,0.0033839+0.00064838i,-0.000219+0.00085178i,0.0016813-0.00083669i,0.0013207+0.00057983i,0.00044776-0.0017424i,0.00094963-0.0012561i,0.0013604+0.00095527i,0.0018457-0.0033434i,0.00018735+0.0033801i,-0.0012542+0.00034187i,0.00084977-0.00014133i,0.0010227+0.00064119i,0.00031186-0.00012071i,0.0011716+0.0012585i,0.0041456-0.00085691i,0.0016286-0.0034251i,-0.00022988-0.00034484i,0.0010937-2.6508e-06i,0.00043225+0.00074422i,0.00025133+0.00019501i,0.00084545-3.9772e-05i,-0.0013677+0.00070757i,0.00034437+0.00025117i,-0.00043534+0.00036111i,-0.00084985-0.00028007i,-0.0002912-0.00072047i,0.0044341-0.0017735i,-0.0002396-0.001855i,0.00026026-2.6735e-05i,0.00051488-0.0011029i,-0.00078333-0.00052229i,0.001534-0.00046986i,0.00089031+3.6735e-05i,-0.0014419+0.0015766i,-0.000916+0.0015616i,-0.017366+0.0058711i,-0.018579-0.0098048i,-0.024633-0.018108i,-0.022079-0.0014716i,-0.036125-0.0040848i,-0.021594-0.007452i,-0.019323-0.0022117i,-0.022469+0.014965i,-0.016462-0.0212i,-0.016197-0.014836i,0.0060105-0.0063124i,0.0020904-0.00087692i,0.003689-0.0046422i,0.00061774+0.0011735i,-0.0013525+0.0031277i,0.014-0.0016589i,0.0033205+0.0004635i,0.0028471-0.0011245i,-0.0021864+0.0023934i,0.0022901+0.0012325i,0.00082917-0.00067786i,-0.0029876+0.0023242i,-0.0054485-0.0025413i,0.00044669-0.0010614i,-0.0028098+0.0029071i,0.0014666+0.0053806i,0.0020331-0.00031378i,0.0026236+0.00077664i,0.00046473+0.0013003i,0.0002558-0.00034282i,0.0032705+0.0031441i,-0.0022411+0.00095416i,0.0019873+0.00016015i,0.0025371+0.0014539i,0.00089036+8.2237e-05i,0.00084569-0.0033148i,0.0023889-0.00041178i,0.0021725+0.0012153i,-0.0004888+0.0013042i,0.00018272+0.00089677i,-0.00071473+0.0014741i,0.00065655+0.00045675i,0.0018405-0.003446i,-0.00011945-0.003913i,-0.0010271-0.00016015i,-0.021647-0.0078874i,-0.011726+0.0031504i,-0.0046671+0.0080199i,0.0043954+0.0021937i,-0.0022462-0.0015915i,0.0015107-0.00090548i,0.0026437+0.013196i
-0.014974+0.0023301i,-0.025144+0.024189i,0.0048845+0.014576i,0.003523+0.00089454i,0.005326+0.0016588i,0.0032773+0.0037298i,0.0045162+0.01418i,-0.014293+0.026513i,-0.00022397+0.015113i,0.003315-0.00035906i,7.6709e-05+0.0005962i,0.0013777-0.0012182i,0.0013785-4.1938e-06i,-0.00012408-0.0015165i,0.00049996-0.0014339i,0.0016828+0.00043512i,0.00071432-0.0042103i,0.0011325+0.0031577i,-0.00095678+0.00077161i,0.00079009-0.00025269i,0.0013439+0.00020905i,0.00033327+7.702e-05i,0.0014782+0.00073127i,0.0035728-0.0022094i,0.00042371-0.003804i,-0.00024819+5.0526e-05i,0.00096701-0.0004581i,0.00064461+0.00063124i,0.00014319+4.9049e-05i,0.00053515-0.00019887i,-0.0010057+0.0012944i,0.00027178+0.0002325i,-0.00039837+0.0004775i,-0.00088501+0.00014359i,-0.00055205-0.00075887i,0.0041204-0.0028517i,-0.00086849-0.0018255i,0.00019919-0.00013821i,0.00019829-0.0013635i,-0.00056043-0.00070496i,0.0011071-0.00083192i,0.0010501-5.166e-05i,-0.00092015+0.0020058i,-0.00035601+0.0017834i,-0.016678+0.0088209i,-0.019164-0.008285i,-0.024997-0.015074i,-0.022123+0.00067839i,-0.035732+0.00035909i,-0.02248-0.0057968i,-0.021751-0.0012296i,-0.021732+0.016109i,-0.018509-0.020482i,-0.017918-0.013253i,0.0046534-0.0065488i,0.0015503-0.0013812i,0.0016414-0.0054507i,0.00085005+0.0018369i,0.00057839+0.0042374i,0.012606-0.0061721i,0.0041309-0.0001937i,0.0014226-0.0010173i,-0.0014034+0.0023222i,0.0027323-0.00018557i,0.00084427-0.0011972i,-0.0021818+0.0032792i,-0.0066498-0.00093343i,-0.00016259-0.0009204i,-0.0016075+0.0033516i,0.002562+0.0044942i,0.0011401-0.0011921i,0.002941-0.00013479i,0.0006961+0.0012202i,0.00019312+0.00011207i,0.0034773+0.001786i,-0.0012418+0.0015186i,0.0021305-9.3815e-05i,0.0026773+0.00066834i,0.00099245+0.00010479i,-0.00037273-0.0025608i,0.0024552-0.0013636i,0.0024769+0.0005931i,0.00028788+0.0011386i,0.00046464+0.0014769i,0.000142+0.0020125i,0.00042001+0.00029485i,0.00022681-0.0038313i,-0.00088688-0.003087i,-0.0010804+0.00032259i,-0.021455-0.0062402i,-0.010896+0.0069838i,-0.0031036+0.0099671i,0.0025948+0.0032981i,-0.0015848-0.0013958i,0.0017231-0.0012501i,0.0044326+0.012868i
-0.014975+0.0040539i,-0.02158+0.026904i,0.0056352+0.013116i,0.0028313+0.00055861i,0.0045284+0.0012745i,0.0032539+0.0032152i,0.0057416+0.013311i,-0.0099572+0.027083i,0.00168+0.01424i,0.0029112-0.0011545i,0.00013079+0.00047622i,0.0010467-0.001431i,0.0013773-0.0006418i,-0.00028446-0.0010515i,0.00012188-0.0014413i,0.0017689-0.00027399i,-0.00068904-0.0042864i,0.0019265+0.0026723i,-0.00065379+0.0010254i,0.00083613-0.00042407i,0.0013823-0.00049823i,0.00052071+9.6946e-05i,0.0014871+0.00017317i,0.0023563-0.0030389i,-0.00080338-0.0036906i,9.2406e-05+0.00028323i,0.00060972-0.00083627i,0.0007493+0.00035196i,9.9865e-05+1.6382e-05i,0.00024757-0.00015148i,-0.00035738+0.0015571i,0.00041892+0.00020949i,-0.00027669+0.00071783i,-0.00070577+0.00050137i,-0.00075171-0.00053095i,0.003417-0.003912i,-0.001595-0.0014819i,9.2621e-05-0.00023062i,-0.00042901-0.0014372i,-0.00084962-0.0010013i,0.00068699-0.00098195i,0.0010659-0.00029457i,-0.00010946+0.002265i,0.00013856+0.0018518i,-0.015078+0.011293i,-0.019822-0.0068393i,-0.024883-0.013016i,-0.021278+0.0027694i,-0.034174+0.004017i,-0.022826-0.0038149i,-0.023616+0.0012598i,-0.020221+0.018191i,-0.02069-0.019689i,-0.018995-0.012348i,0.0037485-0.0068479i,0.00081903-0.0013749i,-0.00039172-0.0048602i,0.0014248+0.0024426i,0.0031314+0.0039014i,0.0093199-0.0095191i,0.0043122-0.00176i,0.0006329+0.00019228i,-0.00088228+0.0019263i,0.0022509-0.0015187i,0.00060909-0.0016849i,-0.00091848+0.0037081i,-0.0071827+0.0013384i,-0.00040517-0.00067983i,-0.00042432+0.0033305i,0.0032849+0.0035272i,0.0001418-0.0012499i,0.0029963-0.0012965i,0.001054+0.0011048i,4.8501e-05+0.000428i,0.0034376+0.0010303i,-2.4646e-05+0.0016632i,0.0023223-0.00062595i,0.0028311-3.5043e-06i,0.00087819-0.00016939i,-0.00071058-0.0015562i,0.0017126-0.0024713i,0.0026042-0.00026051i,0.00046469+0.00065208i,0.0012201+0.0015929i,0.0010376+0.0020281i,0.00017714+0.00031622i,-0.00095822-0.003304i,-0.0016374-0.002331i,-0.001046+0.00084389i,-0.021395-0.0050368i,-0.008968+0.0095295i,-0.0010337+0.010515i,0.001967+0.0050954i,-0.0017579-0.0017533i,0.0016066-0.0015237i,0.0063363+0.011997i
-0.014818+0.0060804i,-0.017515+0.029278i,0.0064225+0.011968i,0.0023354+0.00027291i,0.0039387+0.00081038i,0.0032385+0.0024544i,0.0072342+0.012467i,-0.0059865+0.026702i,0.0032741+0.013141i,0.0022752-0.0016321i,0.00015342+0.00042749i,0.00074108-0.0015451i,0.0011015-0.0014081i,-0.00025181-0.00079871i,-0.00019047-0.0014311i,0.0015757-0.00086389i,-0.0019603-0.0038322i,0.0025484+0.0019705i,-0.00026498+0.0013764i,0.00080347-0.00075795i,0.00096893-0.001086i,0.00065606-2.2509e-05i,0.0012837-0.00022484i,0.0012142-0.0030148i,-0.0018071-0.0032125i,0.00051642+6.4354e-05i,0.00013847-0.0010522i,0.00066044-5.3267e-05i,0.00013366-1.7662e-05i,0.00018981-1.6439e-05i,0.00030428+0.0014888i,0.00056893+5.1593e-05i,2.7887e-05+0.00087046i,-0.00046134+0.00067395i,-0.00082629-0.00023262i,0.0022686-0.0047687i,-0.0020216-0.00073266i,8.906e-06-0.00024141i,-0.00099506-0.001065i,-0.0013909-0.00087175i,0.00031721-0.00094533i,0.0009039-0.00059816i,0.00083058+0.002148i,0.00069461+0.0016804i,-0.013313+0.013292i,-0.02071-0.0051328i,-0.025062-0.011705i,-0.020288+0.0044548i,-0.032327+0.0067614i,-0.022614-0.0025486i,-0.024094+0.004867i,-0.017762+0.01995i,-0.022569-0.018471i,-0.020949-0.01144i,0.0027875-0.0074555i,0.00024332-0.00096595i,-0.0017327-0.0035005i,0.0022232+0.0024376i,0.0048209+0.002447i,0.0051865-0.01089i,0.0031568-0.003071i,0.00083142+0.0014956i,-0.00095623+0.0015401i,0.0013412-0.0021709i,0.0001106-0.00211i,0.00021407+0.0035164i,-0.0064176+0.0035747i,-0.00052524-0.00048775i,0.00046088+0.0030591i,0.0037742+0.0027468i,-0.00054443-0.0008808i,0.0023061-0.0024579i,0.0011949+0.00055399i,0.00017478+0.0011445i,0.0034882+0.00053008i,0.00097482+0.00082462i,0.0021245-0.0014285i,0.002819-0.0008056i,0.00080719-0.00016943i,-0.00042494-0.00069099i,-4.9391e-05-0.0032084i,0.002158-0.00093457i,0.00016041+0.00034619i,0.0018127+0.0012069i,0.002013+0.0014116i,8.413e-05+0.00022063i,-0.0016332-0.0027118i,-0.0020608-0.001032i,-0.00068178+0.0013762i,-0.021408-0.0040202i,-0.0074475+0.011086i,0.000265+0.010243i,0.0025371+0.0061018i,-0.0024678-0.0014783i,0.0012715-0.0017978i,0.0077961+0.010342i
-0.0141+0.0082861i,-0.012774+0.030802i,0.0072472+0.0108i,0.0018881+4.924e-05i,0.0032823+0.00033577i,0.0028668+0.0016415i,0.008825+0.011062i,-0.0026519+0.025962i,0.0046843+0.011757i,0.001615-0.0017562i,2.8305e-05+0.00048557i,0.00052723-0.0015841i,0.00042548-0.0019862i,-0.00016843-0.0006562i,-0.00050451-0.0012777i,0.0012163-0.0012147i,-0.0026844-0.0029764i,0.0028187+0.0011461i,0.00040481+0.0015521i,0.00059109-0.0010625i,0.00032212-0.0012766i,0.00073868-0.00012586i,0.0010467-0.00050575i,0.00060427-0.002776i,-0.002551-0.0026247i,0.00072814-0.00030429i,-0.00033138-0.00094196i,0.00039163-0.00020773i,0.00011755-5.8335e-05i,0.00027516+3.5966e-05i,0.0007609+0.0011472i,0.00063204-5.8638e-05i,0.00037451+0.00081411i,-0.00021267+0.00074463i,-0.00081604+2.0595e-05i,0.00077287-0.0053963i,-0.0019954+5.0304e-05i,-0.00011057-0.00021826i,-0.0013173-0.0006565i,-0.0018341-0.00047237i,-1.9191e-05-0.00087858i,0.00066216-0.00078514i,0.0015241+0.001628i,0.0012354+0.0013945i,-0.011206+0.014829i,-0.021576-0.0029868i,-0.02568-0.010426i,-0.019209+0.0062646i,-0.030516+0.0087501i,-0.022644-0.0016709i,-0.022959+0.0083227i,-0.014305+0.020782i,-0.024124-0.01699i,-0.023296-0.0097883i,0.0010193-0.0080226i,-8.6305e-05-0.00035295i,-0.0022747-0.0017105i,0.0028226+0.0021411i,0.0059448+0.00074411i,0.0016124-0.010361i,0.0017745-0.0032312i,0.0019264+0.0024703i,-0.0011847+0.0016133i,0.00086924-0.0024397i,-0.00057348-0.0024041i,0.0012964+0.0029755i,-0.0054283+0.0049341i,-0.0010216-0.00037618i,0.0013496+0.0025751i,0.0043502+0.0018053i,-0.0010359-0.000472i,0.00086101-0.0029979i,0.00081331+0.0002179i,0.0010172+0.0014518i,0.0032809-6.5097e-05i,0.00067905-0.00023967i,0.0013214-0.0019894i,0.0022017-0.0017122i,0.00082389-0.00021864i,-9.2925e-05-0.00041656i,-0.0016468-0.002275i,0.001557-0.0013625i,-0.00032442+0.00045589i,0.002113+0.00068254i,0.0026904+0.00037275i,0.00017867+6.3596e-05i,-0.0021661-0.0020054i,-0.0014127+0.00017886i,-0.00030278+0.0017205i,-0.021579-0.0026671i,-0.0060172+0.013106i,0.00080293+0.010012i,0.0033663+0.0066455i,-0.0029348-0.00044577i,0.00078272-0.0019363i,0.0084361+0.0082771i
